Name,TaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
The Shroud has Fallen,Approach the Sinister Wizard,Codellia,"Thank you! Most of my colleagues have made it back.
<p>While you were rescuing them, I saw more Orcs!
<p>I think they're planning to kidnap more people!
<p>I'll go get some guards. But until then, you need to help!",,
The Shroud has Fallen,A Sinister Wizard Arrives,,,,
The Shroud has Fallen,Approach the Sinister Wizard,,,,
The Shroud has Fallen,Defeat the Summoned Monsters,Sinister Wizard,"An interloper! Your worthless life isn't worth my time!
<p>If you do not step aside, you shall die painfully!",,
The Shroud has Fallen,Defeat the Summoned Monsters,,,,
The Shroud has Fallen,Defeat the Summoned Monsters,,,,
The Shroud has Fallen,Confront the Sinister Wizard,,,,
Sinister Retreat,Notify Codellia,Sinister Wizard,"I see I have underestimated you. We have never met before, so why are you interrupting our efforts?
<p>I shall retreat for now, but beware, your pathetic valor shall seal your fate.",Codellia,"The Guards are just about to finish mopping up.
<p>You've saved my colleagues and this excavation! Thank you!"
To Feldheim,"Meet Feldheim, Head Archaeologist",Codellia,I almost forgot! The Head Archaeologist you rescued wishes to thank you personally. Why don’t you go meet him?,,
The Obstruction,Put Down the Werewolves,Feldheim,"You're the one who saved my archaeologists? Thank you! Perhaps you've heard of our dig at the Elven Ruins?
<p>It may be shameless, but could you please help me one more time? I will make it worth your while.
<p>I assure you, you would be of critical help to the excavation. 
<p>Don't worry, it shouldn't be a difficult task for the likes of you. I just need you to drive out the Werewolves from around the site.",,
Power of Soulshots,Learn to Use Soulshot,Feldheim,"Thank you! The archaeologists can work in peace thanks to you. And now for a worthwhile reward...
<p>Oh, I know! Do you know about <YellowBold>Soulshot</>? It’s an item that allows you to channel the power of elementals!",,
Power of Soulshots,Learn to Use Soulshot,,,,
Power of Soulshots,Learn to Use Soulshot,Feldheim,"What do you think? How about we try it out!
<p>Open that barrel of meat. It'll attract Werewolves that you can use <YellowBold>Soulshots</> on!",,
Power of Soulshots,Open the Barrel of Meat,,,,
Power of Soulshots,Test the Soulshot,,,,
The Obstruction II,Defeat Vampire Bats,Feldheim,"Will you do me another favor? Feel free to test the Soulshot while you’re on it.
<p>Niah, my assistant, is digging a bit north of here, but the Vampire Bats are harassing her.
<p>Please deal with those pests, preferably without her noticing...",Niah,"Hey, what are you doing to those Vampire Bats?
<p>What? Feldheim asked you to kill them? He should reduce the workload instead of killing those silly things!
<p>Oh, you don't know- Feldheim is my dad. He’s worried more about me than about the excavation."
The Dolmen Fragments,Gather the Dolmen Fragments,Niah,"Well, I guess it's a little nicer without all the bats attacking me. Of course... that means there's more work to be done. This is what my dad wanted all along!
<p>Now then, please gather the Dolmen Fragments around here. Use this Elven ring to identify the Dolmen Fragments.
<p>Thanks, and let me know when you're done.",Purifying Fairy,"Welcome, trusted one. I’ve been waiting for you. I am the Purifying Fairy guarding the barrier."
The Dolmen Fragments,Move inside the Light of Dolmen,Niah,Interesting! Merging the Dolmen Fragments did something to the center of the ruin! It's emitting a light! How could this be?,,
The Dolmen Fragments,Release the Barrier,,,,
The Dolmen Fragments,Move inside the Light of Dolmen,,,,
The Dolmen Fragments,Move inside the Light of Dolmen,,,,
Monsters inside the Barrier,Defeat Gorsaur's Royal Guards,Purifying Fairy,"The Elves that once lived here installed a barrier on this island using four stakes of the Mother Tree.
<p>That’s how it got the nicknames “the Adventurer’s Island” and “the Island of Beginning.” It was always protected from dangerous monsters.
<p>Recently, the barrier has come under the influence of darkness. If the barrier fails, Talking Island will no longer be safe from these monsters.
<p>Fortunately, we can drive out the darkness using a purifying device. But using it requires your assistance.",,
Monsters inside the Barrier,Talk to the Purifying Fairy,,,,
The Beginning of Purification,Protect the Purifying Fairy,Purifying Fairy,"Trouble! It looks like the monsters got in through cracks in the weakened barrier.<p>We must hurry. To purify the barrier, we must go to the central location. Quick!",,
The Beginning of Purification,Talk to the Purifying Fairy,,,,
Road to the Purification Waypoint,Defeat Gorsaur’s Minions,Purifying Fairy,Monsters are getting stronger as we close in on the center. Oh! I can feel one of them with tremendous power.<p>We must take care of the others before it arrives. Please help.,,
Road to the Purification Waypoint,Talk to the Purifying Fairy,,,,
The Uninvited within the Barrier,Defeat Gorsaur,Purifying Fairy,Ah! How can this be... Gorsaur! Gorsaur is here!<p>We must slay Gorsaur!,Purifying Fairy,A monster like Gorsaur inside the barrier?! This shouldn’t have happened.<p>Something big is going on. We must activate the purification device with haste.
The Uninvited within the Barrier,Talk to the Purifying Fairy,,,,
The Uninvited within the Barrier,Talk to the Purifying Fairy,,,,
The First Purification,Activate the Teleportation Stone,Purifying Fairy,"It’s done - but there’s no time to rest. The other three barriers must be in danger, too.<p>We must activate the other purification devices as well. Please help me do it!<p>Here, use this teleportation stone to leave. I will find you when ready.",,
The First Purification,Activate the Teleportation Stone,,,,
Sanctuary of Sealed Memories,Learn how to enter the Daily Dungeon,Niah,"What happened here? You don’t know, either?<p>Wait, while you were gone, I found something. I know how to enter the barrier.<p>It looks like there were interesting points other than a simple entrance. Well? Interested?<p>By the way, I didn't mean to rescue you, so don’t get the wrong idea.",,
Sanctuary of Sealed Memories,Learn how to enter the Daily Dungeon,,,,
Sweet on the Inside,Talk to Aman the Fisherman,Niah,"Whew, so much happened today! I should return to the town.<p>But first, may I ask you a small favor? Can you catch fish from that fishing range over there?
<p>I think I better cook some fish for my dad. He might always be throwing endless piles of work on me, but his heart’s in the right place.
<p>By the way, you can acquire fish from the fishermen over there any day of the year!",Aman the Fisherman,"Up for some fishing? Huh? A favor for Niah? Ah, another sucker falls for her tricks. Don’t feel bad, it’s what she’s good at."
The Perfect Bait,Acquire Vampire Bat Meat,Aman the Fisherman,"Sorry, there’s no fish right now. I already sold them all.
<p>Fishing takes bait, and I’m also out of bait!
<p>Can you bring me some Vampire Bat meat? If you do, I can catch some fish for you.",Aman the Fisherman,"Oh, that’s a lot. Now let’s begin!
<p>Hey, why don’t you try fishing for yourself? There may be a fishing contest here, maybe take a look around."
Fishing Range Delicacy,Take the cooked bat meat to Pesca,Aman the Fisherman,"Oh, you need more fish? Then go ask other fishermen.
<p>There’s a fisherman named Pesca. She’s handy with a hook, line, and sinker! Go talk to her.
<p>Oh! If you cook the bat meat, that'll help.
<p>Bat meat...  her tastes are quite exotic.",,
Meet Pan the General Merchant,Who Took All the Fish?,Pesca the Fisherman,"Fish? Ah, the general merchant bought them all. In hindsight, I should have charged more!
<p>Anyway, the merchant went that way. Between you and me, that merchant seems intent on buying every fish out here.
<p> That guy will be a real steady customer once this fishing range is properly set up.",,
Meet Pan the General Merchant,Gather Catnip,Peddler Pan,"You look suspicious. What? Armed in an area like this, it’s normal to be weary. What do you want?<p>Oh, fish? You want to buy them? But I need them, too. The fish around here are the best.<p>Tell you what, if you really want some, go get me some catnip.<p>If I can get that catnip, I don’t need to hold onto the fish.",,
Meet Pan the General Merchant,Gather Catnip,,,,
Urgent Niah,Go Find Niah,Peddler Pan,"I like catnip, but the odor from its roots is too much for me. Here, take this fish. Cat Traders keep their promises!",Supplier Terre,I am Terre. Niah went that way- said she had some urgent business.<p>You might find Niah if you hurry.
Urgent Niah,Find Feldheim’s Chest,Niah,"We have a problem! I heard something like a shriek and came running, and everyone’s gone - even my dad!
<p>I have to look for clues to see if they were abducted. Help me!",,
Urgent Niah,Find Feldheim’s Chest,,,,
Urgent Niah,Find Feldheim's Cloak,,,,
Urgent Niah,Find Feldheim's Backpack,,,,
Urgent Niah,Find a Witness,Niah,"My dad’s bag. He wouldn't leave this behind! The relic is gone too...
<p>Huh? Calm down? You're right - there's only one way out of here. Maybe there’s a witness!",,
Urgent Niah,Find a Witness,,,,
Stolen Wagon,Investigate the Wagon,Helia,"H...help! Some rogues ambushed me and took my wagon.
<p>They're still near my wagon! Down there!",Helia,Th...thank you. I got my wagon back!
Stolen Wagon,Deal with the Sinister Wizard,Sinister Wizard,"I’ve warned you, but you seem to be a slow learner. This ends here!",,
Stolen Wagon,Deal with the Sinister Wizard,,,,
Feldheim on the Run,Find Feldheim,Helia,"Suspicious people? Now that I think about it, there was another wagon besides mine. I don’t know why, but with the attack on my wagon and...<p>Hey, look! There’s someone! Hurry!",,
Need a Stabilizer,Gather Prairie Antelope Horns,Feldheim,"They took my people. I tried to resist, but was knocked unconscious during the fight. Ugh... I need to calm down.<p>Can you hunt some Antelopes around here and bring me the powder from their horns? The powder can act as a calming agent.",Feldheim,"That does it. Where was I? Right, when I regained my conscious, I was on a wagon, going somewhere...<p>I escaped by rolling off of it as hard as I could. Seems being fat has some uses..."
Track down the Kidnapper,Follow Feldheim,Feldheim,"Okay, there's no time to waste. Please help me find my people. I can’t leave them to die here.<p>I know the direction they went in. Follow my lead.",Town Guard,Suspicious people? Too many people move through here to pay attention to “suspicious people.” We only have time to look for wanted people.
Intel Seller,Find the Archon,Town Guard,Go find this town's Archon for help. All information in the general area always goes through him.,Archon Daniel,"Abduction? Hmm, there are some Adventurers who’ve gone missing, perhaps it’s related. I’ll order an investigation."
Unlock Achievements,Learn about Achievements,Archon Daniel,"Wait...I’ve heard of you. Seems the guards have all been in debt to you since the moment you set foot on Talking Island.
<p>The Port Master also told me about you. I can see that you’re different from other Adventurers. I feel that you’re going to achieve something big.
<p>Stay a while. I will tell you how to check your <YellowBold>Achievements</>.",,
Unlock Achievements,Learn about Achievements,,,,
Blood Ranger Application,Submit Application,Archon Daniel,"Intel tells me that an unidentified group is moving north. It may be the same one you mentioned. You might want to check it out.<p>The North is currently in conflict with Orcs, so take care. I will notify the Blood Ranger captain for you.",Captain Austin,That was incredible! No wonder they’re calling you the Hero of Talking Island Harbor!
Blood Ranger Application,Submit Application,Captain Austin,"I heard the news from the Archon’s messenger. So, you’re the famous hero.
<p>They say that you shined in both the port and the ruins, but I only trust my eyes. Why don’t you show me your skill against my men?",,
Blood Ranger Application,Go to the Center of the Road,,,,
Blood Ranger Application,Show Off Your Moves,,,,
Blood Ranger Application,Show Off More Moves,,,,
Blood Ranger Application,Defeat the Drillmaster,,,,
Blood Ranger Application,Defeat the Drillmaster,,,,
Blood Ranger Application,Talk to Austin,,,,
Another Mercenary,Go to Russel,Captain Austin,"Some other mercenaries are already on the mission, so feel free to join them.
<p>Sorry I can't come with you - with the recent Orc attacks, I can't leave my post.",Russel,Huh? You? Welcome back! I saw your feats on the port.
Feldheim’s Entrusted Item,Go to the Merchant,Russel,"There was a message from Feldheim. He entrusted something to a merchant to help you solve this abduction issue.
<p>I bet it's something that will help you find him.
<p>Huh? I don’t know what it is, either. Go find the merchant if you’re curious.",,
High Level Summoning,Learn High Level Summoning,Merchant Anais,"This is the box Feldheim entrusted to me. A <YellowBold>High-grade Equipment Summon Box</>. Now, listen carefully.",Merchant Anais,"This is a rare opportunity, so don’t miss out!<p>You can’t be a mercenary with bad equipment!"
High Level Summoning,Learn High Level Summoning,,,,
Russel's Message,Find the Archon,Merchant Anais,"Oh, Russel sent me a message while I was talking to you.
<p><GreenBold>“Go see the Archon. I will meet you there.”</>
<p>Go on - unless, did you need something else?",,
Support the North,Go to Russel,Archon Daniel,"I investigated those merchants that you suspected entered the town, and I learned that they're related to the missing townspeople.<p>I'm looking into what direction the captured archaeologists were taken... The turmoil in the North kept me from realizing this was happening.<p>If not for your report, there would have been even more victims. Will you support the north side of the town while I concentrate on this matter?<p>Russel will be waiting for you there.",,
Battle of the Northern Bridge,Defeat the Orc Scouts,Russel,"As you’ve heard, the Orcs are causing turmoil north of the bridge.<p>We’re organizing seasoned soldiers to suppress them, but the Orcs are incredibly strong.<p>Whoa! What are these Orcs doing all the way down here?! Deal with them, and let's cross the bridge!",,
Battle of the Northern Bridge,Defeat the Orc Troopers,,,,
Counterattack,Visit the Fortified Camp,Russel,"This isn't getting us anywhere. We need another plan.
<p>Right, let’s try this. We'll leave the base empty, wait until the Orcs strike, and then attack from behind!
<p>Let’s teach these air-headed Orcs some strategy.",Captain Austin,"That was a true monstrosity. Without your help, casualties would have been very high.<p>My men are all grateful for this."
Counterattack,Surprise Attack,,,,
Counterattack,Defeat the Cornered Orcs,,,,
Counterattack,Carpheous Arrives,,,,
Counterattack,Defeat Carpheous,,,,
Stronger Skills!,Learn to Level Up Skills,Captain Austin,"With your skills, you'll be alright out there - but there's still room for improvement.<p>This is military-only information, but you earned it.",,
Stronger Skills!,Learn to Level Up Skills,,,,
Fight for Supremacy,Defeat the Orc Sentinels,Captain Austin,"They’re coming again... and here I thought we’d bought some time! Merciless, barbaric Orcs.<p>But even their numbers are limited. Repel this attack and they'll slow down! Let’s counterattack to gain the upper hand. First, slay the sentinel looking over this post!",,
,Talk to Captain Austin,,,,
Press On,Defeat the Orc Marauders,Captain Austin,Orc Marauders! Can you handle them? Our victory depends on it!,,
Find the Abducted,Talk to Russel,Captain Austin,The Archon sent a message. He knows where the archaeologists and townspeople are. Go meet Russel. Good luck!,,
Duel the Warchief,Challenge the Orc Warchief,Russel,"The archeologists' trail leads this way.<p>But there are Orcs blocking the path... including a huge Warchief!<p>For some reason, it wants to duel one of us. We need to clear the way, so why don't you take him on?",Russel,Marvelous. I knew you’d do it. Try the <YellowBold>Arena</> when you have some time. It’s one of the best ways to gain fame in Aden.
Duel the Warchief,Challenge the Orc Warchief,,,,
Duel the Warchief,Stop the Incoming Orcs,,,,
Duel the Warchief,Return to Russel,,,,
Master of the Duel,Challenge the Arena,Russel,"Now that I’ve mentioned it, let me teach you how to join the <YellowBold>Arena</>.",,
Master of the Duel,Challenge the Arena,,,,
Join the Rangers,Find the Blood Ranger Lieutenant,Russel,"Now that this is settled, let’s find the missing people.
<p>I know Talking Island better than you, so let me lead the search.
<p>You go join the Blood Rangers and wait for my update.",Lieutenant Arthur,"You’re <YellowBold>[player]</>? I heard about you from Russel. Can you assist me while waiting here?<p>Talking Island has several incidents going on, so we’re short on hands."
Arcane Academy Under Siege,Find the Arcane Academy Professor,Lieutenant Arthur,"Whew, Orcs are thrashing the entire island. They don’t seem to have a goal, though. Why are they rampaging like this?<p>Can you go to the Einhovant Arcane Academy? There's a major Orc force massing there.",,
Elven Coronet,Prepare to Move On,Academy Professor Eugene,"You’re <YellowBold>[player]</>? How do I know you? That'll be explained later - I have a more pressing issue to discuss.
<p>The Orcs will be here soon, so let’s move before we talk.",Academy Professor Eugene,"Okay, this will do.<p>Have you heard of the Ivory Tower? Believe or not, we’re right under it right now.<p>Einhovant Arcane Academy is connected to the Ivory Tower’s basement."
Elven Coronet,Defeat the Incoming Orcs,,,,
Elven Coronet,Activate the Teleportation Stone,,,,
Elven Coronet,Activate the Teleportation Stone,,,,
The Secret Location,Defeat the Fungus,Academy Professor Eugene,"You can see that this place is crawling with monsters. They appeared recently.
<p>It seems that this is connected to the attack on Einhovant.
<p>We need to bring out one of the items stored inside. Please deal with the monsters and secure the area.",,
The Secret Location,Defeat the Elusive Premos,,,,
The Secret Location,Return to Arcane Academy Professor,,,,
The Secret Location,Return to Arcane Academy Professor,Academy Professor Eugene,"Now that it's safe, I'll locate the item. Please wait a moment.",,
The Secret Location,Tracking,,,,
The Power of Combining!,Combine Equipment,Academy Professor Eugene,"Uh, we’ve been compromised. That was a Cave Keeper! What the hell is something that powerful doing here?<p>We must slay the Cave Keeper before retrieving the item. You're no match for it in that equipment - let me find you something better to wear.",Academy Professor Eugene,"Good, now let’s go after the prize.<p>I guess I can’t keep the secret from you anymore. We’re looking for the Elven Coronet.<p>It has the power to allow one to pass through the barriers of Talking Island."
The Power of Combining!,Combine Equipment,,,,
The Coronet Guardian,Defeat the Medusas,Academy Professor Eugene,"There are monsters near the Elven Coronet, including a Cave Keeper. Please deal with them first.",,
The Coronet Guardian,Claim the Elven Coronet,,,,
The Coronet Guardian,Defeat the Cave Keeper,,,,
The Coronet Guardian,Claim the Elven Coronet,Academy Professor Eugene,Take the Elven Coronet. I'll prepare to move out.,,
The Coronet Guardian,Claim the Elven Coronet,,,,
The Coronet Guardian,Activate the Teleportation Stone,Academy Professor Eugene,"Good, let’s get out of here. Activate the teleportation stone.",,
The Coronet Guardian,Activate the Teleportation Stone,,,,
The Coronet Guardian,Activate the Teleportation Stone,,,,
Arcane Academy’s Request for Aid,Escort the Arcane Academy Professor,Academy Professor Eugene,"The recent surge of Orcs, monsters burrowing below the Ivory Tower... this can’t be a coincidence.
<p>Something ominous is going on. There's only one way for this to end - chaos.
<p>Now, the Elven Coronet is difficult to protect, even with the Arcane Academy’s strength. Will you take me to the Blood Ranger Lieutenant?",,
Escort the Arcane Academy Professor,Bring the Arcane Academy Professor to the Post,Lieutenant Arthur,Can you escort the Professor to the post? It will be better if the professor speaks to the Archon directly.<p>Please return here after. I still need your help.,,
Return to the Blood Rangers,Return with the Supplies,Blood Ranger,Are you going to see the lieutenant? Then please deliver these supplies and relay the message from the Archon.,Lieutenant Arthur,"Huh? You brought the supplies? Did the soldiers ask you? They should be disciplined.<p>Ah, the message from the Archon. Well done."
About the Clan,Learn to Join a Clan,Lieutenant Arthur,"By orders of the Governor, it’s time to spearhead through the center of the Orc horde. I’d like you to join me.<p>You need companions. I'll tell you how to join a clan.",,
The Final Attack Run,Go to Russel,Lieutenant Arthur,"Now that my men’s morale is high, we will initiate our final offensive.<p>You should join Russel for the mission.",,
Reclaim the Obelisk of Victory,Go to the Obelisk of Victory,Russel,Our mission is to retake the Obelisk of Victory and its perimeter. Follow my lead.,Theodore,I have been watching you.<p>I am Theodore of the Silverlight Mercenaries.
Reclaim the Obelisk of Victory,,Russel,"These Orcs are no match for us! Hey, what the hell are they doing?",,
Reclaim the Obelisk of Victory,Destroy the Obelisk of Victory,,,,
Reclaim the Obelisk of Victory,Defeat the Resurrected Orc Warchief,,,,
Reclaim the Obelisk of Victory,Defeat the Dark Mystic,,,,
Reclaim the Obelisk of Victory,Defeat the Dark Mystic,Russel,"There’s another suspicious Wizard over there. I shall put an end to all of them.
<p>Wait... he seems familiar. It’s Sir Theodore!",,
Reclaim the Obelisk of Victory,Talk to Theodore,,,,
Theodore’s Interest,Defeat the Orc Footmen,Theodore,"I came here to see the famous hero of Talking Island. You must already know the Silverlight Mercenaries...
<p>I want to see your skills, can you hunt some Orcs nearby?",Theodore,"As I thought, you still need some training... but you have the gift."
Tower of Insolence,Enter the Tower of Insolence,Theodore,"I am Theodore of the Silverlight Mercenaries. Russel beside you is also one of us.
<p>That was an astonishing fight. Your talents are rare among recent adventurers. But I don’t think you have the means to solve the current problem.
<p>I shall tell you how to enter the <YellowBold>Tower of Insolence</>, and you may prove yourself there.",,
Tower of Insolence,Enter the Tower of Insolence,,,,
Tower of Insolence,Enter the Tower of Insolence,Theodore,"Do you know what <YellowBold>Rune Imprinting</> is?
<p>Okay, so you don’t know what it is. Let me know when you’re ready to learn. I know all about <YellowBold>Rune Imprint</>.",,
Tower of Insolence,Talk to Theodore,,,,
Tower of Insolence,Talk to Theodore,Theodore,"How to put this? Okay. I'll be direct.
<p>The Silverlight Mercenaries are interested in you, <YellowBold>[player]</>. Think of it as a step before joining us.
<p>Anything else? If not, I shall explain <YellowBold>Rune Imprinting</>.",,
Tower of Insolence,Learn Rune Imprinting,,,,
Tower of Insolence,Learn Rune Imprinting,,,,
Repair Talking Island’s Barriers,Defeat the Orc Master Marksmen,Theodore,"Anyway, my current mission is more urgent than recruiting you.
<p>I have to repair the barrier around Talking Island. Please accompany me, and bring the Elven Coronet.
<p>The entrance to the next purifying device is nearby... let’s look for it while we deal with these Orcs.",,
Repair Talking Island’s Barriers,Go find the Blood Ranger Captain,Theodore,I think I need some help finding the entrance. I am going to meet the captain. Will you join me?,,
Repair Talking Island’s Barriers,Go find the Blood Ranger Captain,,,,
Another Ruin,Defeat Pinchers,Captain Austin,"The shining dolmen? Hm... there’s a forest with giant spiders west of here.
<p>I heard that someone saw a shining dolmen in the deepest part of that forest. It won’t be easy - the place is crawling with spiders.",,
Into the Barrier,Enter the Ruins,Theodore,No wonder it’s difficult to find... this is the middle of nowhere!,,
Into the Barrier,Enter the Ruins,Theodore,The symbols are shining. Let’s go inside.,,
Into the Barrier,Go inside the light,,,,
Into the Barrier,Go inside the light,,,,
Into the Barrier,Go inside the light,,,,
Into the Barrier,Approach the Purifying Fairy,Theodore,"Wow - so this is the inside of the sanctuary? It's lucky that your Elven relic protects companions, too. <p>Hmm... I sense dark energy inside. Something’s wrong.",,
Purifying Fairy,Protect the Purifying Fairy,Purifying Fairy,"Your companion has the holy light with him. Otherwise, he would not have been allowed here, Elven Relic or not.
<p>Please help me reach this purification device.",,
Purifying Fairy,Defeat Votis’s Watchmen,Purifying Fairy,The monsters are desecrating the barrier!,,
Purifying Fairy,Defeat Votis’s Watchmen,,,,
Purifying Fairy,Talk to the Purifying Fairy,,,,
Barrier Defiler,Defeat Votis,Purifying Fairy,"Hold on, something’s coming up. Look, over there!",,
Barrier Defiler,Talk to the Purifying Fairy,,,,
Barrier Defiler,Talk to the Purifying Fairy,,,,
Beginning of the Second Purification,Activate the Purification Device,Purifying Fairy,"(pant pant...)
<p>Now... we must activate the device!
<p>I am wounded...
<p>Please, activate the device for me!",,
Beginning of the Second Purification,Activate the Teleportation Stone,Purifying Fairy,"My wounds may look bad now, but I will be alright soon. Here, use this teleportation stone to find the next Relic!",,
Beginning of the Second Purification,Activate the Teleportation Stone,,,,
Beginning of the Second Purification,Activate the Teleportation Stone,,,,
Reunion with Feldheim,Talk to Head Archaeologist Feldheim,Theodore,Is that the Head Archaeologist over there? He looks like he's looking for someone...<p>I shall investigate the incidents happening elsewhere on Talking Island. We shall meet again soon.,Feldheim,"Oh, thank Einhasad that you’re here. I lost Niah!"
Find Niah,Defeat the Giant Pinchers,Feldheim,"All the clues lead here. Her bag was on the ground! Niah hasn't been eaten by spiders, right? Oh, Niah!<p>Please! You have to slay the spiders for me!",,
A Terrible Thought,Destroy the Spider Eggs,Feldheim,"This is the spiders' breeding ground. They trap animals in the webs near the eggs to feed their hatchlings...<p>If Niah is trapped in a web and a spider hatches... oh, Niah!<p>She's too young to die! Please destroy any Spider Eggs you see along the way!",Jupie,Argh! Hey! I don’t want to stay here any longer!
Niah’s Whereabouts,Find Feldheim,Jupie,"Niah? Who?  When you're about to be eaten isn't the best time to ask for names!<p>A...girl? Hmm. Now that you mention it, I did see a group with a girl in it. They looked like they were prisoners being taken somewhere.<p>Oh! That's right. It was this way. They were heading west.",,
Niah’s Whereabouts,Talk to the Blood Ranger Captain,Feldheim,"So Niah is still alive? Oh, thank you, Einhasad!
<p>We must go to the Whispering Woods right now! I shall formally request the Blood Ranger captain's permission!",,
Niah’s Whereabouts,Talk to the Blood Ranger Captain,,,,
Join the Investigation,Defeat the Orc Master Marksmen,Captain Austin,"The Orc invasion, the abductions, the wizard’s arrival, and the desecration of the barrier... They're all connected? It seems plausible. <p>We should put an end to the Orcs.",,
Join the Investigation,Go to Russel,Captain Austin,The investigation team has been dispatched to the west. Please join them with Russel.,,
Join the Investigation,Go to Russel,,,,
To the West,Go to the Whispering Woods,Russel,Did you meet Theodore from the Silverlight Mercenaries? He’s also heading to the Whispering Woods.<p>Let’s hurry up.,,
For the Heroes,Defeat the Red Foxes,Russel,Corpses of soldiers rotting like this... animals and monsters will make quick work of them.<p>We can’t let heroes who sacrificed themselves for Talking Island end up like this. Let’s start with those foxes over there...,,
