Name,TaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
Ricerca di indizi,Ricerca dell’equipaggiamento per gli scavi,Codellia,"Immagino che tu sia stato già informato, ma molti dei miei colleghi sono scomparsi.
<p>Ho provato a cercarli qui intorno da sola, ma non ho trovato nessuna traccia di loro uscendo dall’area di Dolmen. Devono essere da qualche parte vicino...
<p>Ho il sospetto che ci sia qualche mostro dietro tutto questo... 
<p>Forse puoi trovare qualche indizio se uccidi qualche mostro.",Codellia,"Hai detto di aver trovato quest’equipaggiamento dai pipistrelli? Non dovrebbero esserci pipistrelli qui fuori!
<p>Hmmm, mi chiedo chi abbia spinto i pipistrelli fuori dal loro habitat naturale..."
I sequestratori misteriosi,Ottieni la chiave dell’Orco sequestratore,Codellia,"Non mi fido di quegli Orchi che si sono spostati qui. Credo che stiano tramando qualcosa...
<p>Va’ a cercare il loro campo, abbatti alcuni di loro in giro, e potrebbero darti delle informazioni!",Codellia,"Quindi erano gli Orchi! E hanno rinchiuso i miei colleghi?! Oh, hai la chiave!"
Il salvataggio degli archeologi,Libera il 1° archeologo rapito,Codellia,"Fantastico, hai trovato la chiave! Ora salva i miei colleghi!
<p>Ti prego fa presto prima che sia troppo tardi!",Ferron il Fabbro,Grazie per avermi liberato! Il mio lavoro mi ha portato qui. Non mi aspettavo di essere quasi ucciso da quegli orchi schifosi!
Il salvataggio degli archeologi,Libera il 2° archeologo rapito,,,,
Il salvataggio degli archeologi,Libera il 3° archeologo rapito,,,,
Il salvataggio degli archeologi,Segui Ferron il Fabbro,,,,
Il salvataggio degli archeologi,Parla con Ferron il Fabbro,,,,
La rivalsa del Fabbro,Impara ad aumentare di livello l’equipaggiamento,Ferron il Fabbro,"Pensavo davvero di essere morto! Ah ah!
<P>Deve esserci un modo per ripagarti...
<P>Lo so! Posso mostrarti come migliorare la tua attrezzatura.",,
La rivalsa del Fabbro,Impara ad aumentare di livello l’equipaggiamento,,,,
Evocazioni di Codellia,Parla con Codellia,Ferron il Fabbro,"Ho intenzione di tornare nella mia città. Ti inviterei a venire, ma credo che quella donna laggiù voglia scambiare due parole con te.",,
Il velo è caduto,Approccia lo Stregone sinistro,Codellia,"Grazie! Molti dei miei colleghi sono riusciti a tornare.
<p>Mentre li stavi salvando, ho visto altri Orchi!
<p>Credo stiano progettando di uccidere altre persone!
<p>Andrò a prendere altre guardie. Ma nel frattempo, bisogna che tu ci aiuti!",,
Il velo è caduto,Arriva uno Stregone sinistro,,,,
Il velo è caduto,Approccia lo Stregone sinistro,,,,
Il velo è caduto,Sconfiggi i mostri evocati,Stregone sinistro,"Un intruso! La tua inutile vita non vale il mio tempo!
<p>Se non ti fai da parte, morirai in modo atroce!",,
Il velo è caduto,Sconfiggi i mostri evocati,,,,
Il velo è caduto,Sconfiggi i mostri evocati,,,,
Il velo è caduto,Affronta lo Stregone sinistro,,,,
La ritirata sinistra,Notifica Codellia,Stregone sinistro,"Credo di averti sottovalutato. Non ci siamo mai incontrati prima, allora perché stai interrompendo i nostri sforzi?
<p>Mi ritirerò per ora, ma stai attento, il tuo patetico coraggio segnerà il tuo destino.",Codellia,"Le guardie stanno per finire di pulire.
<p>Hai salvato i miei colleghi e questo scavo! Grazie!"
Verso Feldheim,"Incontra Feldheim, il Capo Archeologo",Codellia,Quasi dimenticavo! Il Capo Archeologo che hai salvato desidera ringraziarti personalmente. Perché non vai a incontrarlo?,,
L’ostruzione,Sopprimi i lupi mannari,Feldheim,"Tu sei quello che ha salvato i miei archeologi? Grazie! Forse hai sentito parlare del nostro scavo alle Rovine Elfiche?
<p>Può sembrarti sfacciato, ma potresti aiutarmi di nuovo? Farò si che ne valga la pena.
<p>Ti assicuro, saresti di grande aiuto per lo scavo. 
<p>Non preoccuparti, non dovrebbe essere un compito difficile per uno come te. Ho solo bisogno che cacci i Lupi mannari intorno al sito.",,
Potere dei colpi d’anima,Impara ad usare i Colpi d’Anima,Feldheim,"Grazie! Gli archeologi possono lavorare in pace grazie a te. Ed ora, come valida ricompensa...
<p>Oh, lo so! Conosci il <YellowBold>Colpo d’Anima</>? È un oggetto che ti permette di canalizzare il potere degli elementi!",,
Potere dei colpi d’anima,Impara ad usare i Colpi d’Anima,,,,
Potere dei colpi d’anima,Impara ad usare i Colpi d’Anima,Feldheim,"Che ne pensi? Che ne dici se proviamo?
<p>Apri quel barile di carne. Io attirerò i Lupi mannari così che potrai usare <YellowBold>Colpo d’Anima</>!",,
Potere dei colpi d’anima,Apri il barile di carne,,,,
Potere dei colpi d’anima,Metti alla prova il Colpo d’Anima,,,,
L’ostruzione II,Sconfiggi i pipistrelli vampiri,Feldheim,"Mi fai un altro favore? Sentiti libero di provare il Colpo d’Anima mentre sei lì.
<p>Niah, la mia assistente, sta scavando poco più a nord di qui, ma i Pipistrelli Vampiri la stanno tormentando.
<p>Ti prego, occupati tu di quei parassiti, preferibilmente senza che lei se ne accorga...",Niah,"Ehi, cosa stai facendo a quei Pipistrelli vampiri?
<p>Cosa? Feldheim ti ha chiesto di ucciderli? Dovrebbe ridurre il carico di lavoro, invece di uccidere quelle ridicole cose!
<p>Oh, non lo sai - Feldheim è mio padre. Un Capo Archeologo più preoccupato per me che per lo scavo."
Frammento di Dolmen,Raduna i Frammenti di Dolmen,Niah,"Beh, credo vada un po' meglio senza tutti quei pipistrelli che mi attaccano. Ovviamente... questo significa che c’è altro lavoro da fare. Non capisci? Questa è tutta una strategia di mio padre.
<p>Adesso, per favore raduna i Frammenti di Dolmen qui intorno. Usa questo Anello elfico per identificare Frammenti di Dolmen.
<p>Grazie, fammi sapere quando hai fatto.",Fata purificatrice,"Benvenuto, uomo fidato. Ti stavo aspettando. Sono una Fata purificatrice, a guardia della barriera."
Frammento di Dolmen,Spostati all’interno della Luce di Dolmen,Niah,Interessante! Unendo i Frammenti di Dolmen è successo qualcosa al centro delle rovine! Sta emettendo una luce! Come può essere?,,
Frammento di Dolmen,Rilascia la Barriera,,,,
Frammento di Dolmen,Spostati all’interno della Luce di Dolmen,,,,
Frammento di Dolmen,Spostati all’interno della Luce di Dolmen,,,,
Mostro all’interno della Barriera,Sconfiggi le Guardie reali di Gorsaur,Fata purificatrice,"Gli Elfi che una volta vivevano qui hanno installato una barriera su quest’isola usando quattro paletti dell’Albero Madre.
<p>È da questo che ha preso i suoi soprannomi, l’Isola dell’Avventura e l’Isola dell’Inizio. Era sempre stata protetta dai mostri pericolosi.
<p>Da poco, la barriera si trova sotto l’influenza di un’oscurità. Se la barriera cede, l’Isola Parlante non sarà più al sicuro da questi mostri.
<p>Fortunatamente, possiamo respingere l’oscurità usando un dispositivo di purificazione. Ma per usarlo servirà il tuo aiuto.",,
Mostro all’interno della Barriera,Parla con la Fata purificatrice,,,,
L’inizio della purificazione,Proteggi la Fata purificatrice,Fata purificatrice,"Pericolo! Sembra che i mostri siano entrati attraverso crepe nella barriera indebolita.<p>Dobbiamo sbrigarci. Per purificare la barriera, dobbiamo andare nella posizione centrale. Veloci!",,
L’inizio della purificazione,Parla con la Fata purificatrice,,,,
Strada per la Tappa Intermedia della purificazione,Sconfiggi i servi di Gorsaur,Fata purificatrice,"I mostri stanno diventando più forti man mano che ci avviciniamo verso il centro. Oh! Riesco a sentire uno di loro con un tremendo potere.<p>Dobbiamo occuparci degli altri prima che arrivi. Aiutami, ti prego!",,
Strada per la Tappa Intermedia della purificazione,Parla con la Fata purificatrice,,,,
Il non-invitato all’interno della Barriera,Sconfiggi Gorsaur,Fata purificatrice,Ah! Come può essere... Gorsaur! Gorsaur è qui!<p>Dobbiamo uccidere Gorsaur!,Fata purificatrice,Un mostro come Gorsaur all’interno della barriera?! Non sarebbe dovuto accadere.<p>Sta succedendo qualcosa di grosso. Dobbiamo attivare il dispositivo di purificazione in fretta.
Il non-invitato all’interno della Barriera,Parla con la Fata purificatrice,,,,
Il non-invitato all’interno della Barriera,Parla con la Fata purificatrice,,,,
La prima purificazione,Attiva la pietra teletrasporto,Fata purificatrice,"È fatta - ma non c’è tempo per riposare. Anche le altre tre barriere devono essere in pericolo.<p>Dobbiamo attivare anche gli altri dispositivi di purificazione. Ti prego aiutami a farlo!<p>Ecco, usa questa Pietra Teletrasporto per andare via. Ti troverò quando saremo pronti.",,
La prima purificazione,Attiva la pietra teletrasporto,,,,
Santuario dei ricordi sigillati,Impara ad accedere alla Segreta giornaliera,Niah,"Cos’è successo qui? Non lo sai, vero?<p>Aspetta, mentre eri via ho trovato qualcosa. So come entrare dentro le barriere.<p>Sembra che ci siano altri punti interessanti oltre che una semplice entrata. Beh? Interessato?<p>Ad ogni modo, non era mia intenzione salvarti, quindi non farti strane idee.",,
Santuario dei ricordi sigillati,Impara ad accedere alla Segreta giornaliera,,,,
Dolce all’interno,Parla con Aman il pescatore,Niah,"Wow, quante cose sono successe oggi! Dovrei tornare in città.<p>Ma prima, potrei chiederti un piccolo favore? Puoi portare del pesce commestibile da quella zona pescosa laggiù?
<p>Credo sia meglio cucinare del pesce a mio padre. Non è granché come Capo Archeologo dato che mi rifila sempre un sacco di lavoro, ma è l’unico a cui importa di me.
<p>A proposito, puoi procurarti del pesce dai pescatori laggiù in qualsiasi giorno dell’anno!",Aman il pescatore,"Ehi, ti piace andare a pesca? Cosa? Un favore a Niah? Ah, un altro pollo che si innamora dei suoi trucchetti. Non te la prendere, è quello in cui è brava."
L’esca perfetta,Acquisisci carne del pipistrello vampiro,Aman il pescatore,"Mi dispiace, non c’è pesce adesso! L’ho già venduto tutto.
<p>La pesca richiede delle esche, e sono a corto anche di esche!
 <p>Mi porteresti della carne di Pipistrello Vampiro? Se lo farai, posso prendere del pesce per te.",Aman il pescatore,"Oh, questo è troppo. Ora iniziamo!
<p>Ehi, perché non provi a pescare da solo? Potrebbe esserci un concorso di pesca qui, dai un’occhiata in giro."
Prelibatezza della zona pescosa,Porta la carne di pipistrello cotta a Pesca,Aman il pescatore,"Oh, hai bisogno di altro pesce? Allora va a chiedere ad altri pescatori.
<p>C’è una pescatrice chiamata Pesca. Dato il suo nome, è bravissima a pescare! Va a parlare con lei.
<p>Oh! Se cucini la carne di pipistrello, questo ti aiuterà.
<p>Carne di pipistrello... il suo sapore è piuttosto esotico.",,
"Fai la conoscenza di Pan, il fornitore generale",Chi si è preso tutto il pesce?,Pesca la pescatrice,"Pesce? Ah, il Fornitore Generale lo ha comprato tutto. Col senno di poi, avrei dovuto farlo pagare di più!
<p>In ogni caso, Il mercante è andato da quella parte. Tra me e te, quel mercante sembra intenzionato a comprare tutti i pesci là fuori!
<p>Quel ragazzo diventerà un cliente fisso una volta che questa zona pescosa verrà organizzata correttamente.",,
"Fai la conoscenza di Pan, il fornitore generale",Raduna Erba Gatta,Pan il Venditore,"Sembri sospettoso. Cosa? Armati in una zona come questa, è normale essere stanchi. Cosa vuoi?<p>Oh, del pesce? Vuoi comprarlo? Ma ne ho bisogno anche io. Il pesce da queste parti è il migliore.<p>Ti dirò una cosa, se davvero ne vuoi un po', vai a raccogliere Erba Gatta qui intorno.<p>Se riesco ad avere Erba Gatta, non avrò bisogno di tenere il pesce.",,
"Fai la conoscenza di Pan, il fornitore generale",Raduna Erba Gatta,,,,
Niah urgente,Vai a trovare Niah,Pan il Venditore,"Mi piace l’Erba Gatta, ma l’odore delle sue radici è troppo per me. Ecco, prendi questo pesce. I Gatti Commercianti mantengono le loro promesse!",Terre il Fornitore,Sono Terre. Niah è andata da quella parte- ha detto di avere degli affari urgenti da sbrigare.<p>Potresti trovarla se ti sbrighi.
Niah urgente,Trova lo Scrigno di Feldheim,Niah,"Abbiamo un problema! Ho sentito qualcosa come uno strillo e siamo corsi, e tutti, compreso mio padre, sono scomparsi!
<p>Devo cercare indizi per capire se sono stati rapiti. Aiutami!",,
Niah urgente,Trova lo Scrigno di Feldheim,,,,
Niah urgente,Trova il mantello di Feldheim,,,,
Niah urgente,Trova lo zaino di Feldheim,,,,
Niah urgente,Trova un testimone,Niah,"La borsa di mio padre. Non l’avrebbe lasciata qui! Manca anche la reliquia!
<p>Eh? Calmarmi? Hai ragione - esiste un solo modo per uscire da qui. Forse c’è un testimone!",,
Niah urgente,Trova un testimone,,,,
Carro rubato,Indaga sul carro,Helia,"Aiuto! Dei banditi mi hanno teso un’imboscata e hanno preso il mio carro.
<p>Sono ancora vicini al mio carro! Laggiù!",Helia,Gr... grazie. Ho riavuto il mio carro!
Carro rubato,Tratta con lo Stregone sinistro,Stregone sinistro,"Ti avevo avvisato, ma sembri essere lento a imparare. Per te è finita!",,
Carro rubato,Tratta con lo Stregone sinistro,,,,
Feldheim in fuga,Trova Feldheim,Helia,"Persone sospette? Ora che ci penso, c’era un altro carro oltre il mio. Non so perché, ma con l’attacco al mio carro e...<p>Ehi, guarda! C’è qualcuno! Sbrigati!",,
Bisogno di uno stabilizzatore,Raduna le corna dell’Antilope della Prateria,Feldheim,"Hanno preso la mia gente. Ho provato a resistere, ma ho perso conoscenza durante la battaglia. Ugh... Devo calmarmi.<p>Puoi cacciare qualche Antilope qui intorno e portarmi la polvere delle sue corna? La polvere agisce come calmante.",Feldheim,"Ora basta. Dov’ero? Bene, quando ho riacquistato i sensi, ero su un carro, andando da qualche parte...<p>Sono scappato rotolando via più forte che potevo. Sembra che essere grassi sia utile..."
Rintracciare il sequestratore,Segui Feldheim,Feldheim,"Okay, non c’è tempo da perdere. Per favore aiutami a trovare la mia gente. Non posso lasciarli morire qui.<p>So in quale direzione sono andati. Seguimi.",Guardia del villaggio,Persone sospette? Troppe persone passano di qui per prestare attenzione alle “persone sospette”. Noi abbiamo tempo solo per quelle ricercate.
Venditore di info,Trova l’Arconte,Guardia del villaggio,Vai a cercare l’Arconte della città per un aiuto. Tutte le informazioni generali sull'area passano  da lui. ,Arconte Daniel,"Rapimento? Hmm, ci sono degli avventurieri che sono spariti, forse è collegato. Ordinerò che ci sia un’indagine."
Sblocca Traguardi,Scopri i Traguardi,Arconte Daniel,"Aspetta... Ho sentito parlare di voi. Sembra che le guardie siano tutte in debito con te dal momento in cui hai messo piede sull’Isola Parlante.
<p>Anche il Capitano del Porto mi ha parlato di te. Vedo che sei diverso dagli altri Avventurieri. Sento che stai per realizzare qualcosa di grande.
<p>Resta un po'. Ti dirò come controllare i tuoi <YellowBold>Traguardi</>.",,
Sblocca Traguardi,Scopri i Traguardi,,,,
Candidatura per i Ranger di Sangue,Presenta una domanda,Arconte Daniel,"Una soffiata mi ha riferito che un gruppo non identificato si sta muovendo verso nord. Potrebbe essere lo stesso che hai nominato. Dovresti darci un’occhiata.<p>Attualmente il nord è in conflitto con gli Orchi, quindi stai attento! Avviserò il Capitano Ranger di Sangue per te.","Austin, Cap. Ranger di Sangue",È stato incredibile! Non mi stupisce che ti chiamino l’Eroe del porto dell’Isola Parlante!
Candidatura per i Ranger di Sangue,Presenta una domanda,"Austin, Cap. Ranger di Sangue","Ho sentito le notizie dal Messo dell'Arconte. Quindi tu sei il famoso eroe.
<p>Dicono che hai brillato sia al porto che alle rovine, ma credo solo a ciò che vedo. Perché non mi mostri le tue abilità contro i miei uomini?",,
Candidatura per i Ranger di Sangue,Vai al centro della strada,,,,
Candidatura per i Ranger di Sangue,Mostra le tue mosse,,,,
Candidatura per i Ranger di Sangue,Mostra più mosse,,,,
Candidatura per i Ranger di Sangue,Sconfiggi il Capitano Istruttore,,,,
Candidatura per i Ranger di Sangue,Sconfiggi il Capitano Istruttore,,,,
Candidatura per i Ranger di Sangue,Parla con Austin,,,,
Un altro Mercenario,Vai da Russel,"Austin, Cap. Ranger di Sangue","Altri Mercenari sono già in missione, quindi sentiti libero di seguirli.
<p>Scusa non posso venire con te - con il recente attacco degli Orchi, non posso lasciare il mio posto.",Russel,Eh? Tu? Bentornato! Ho visto le tue prodezze al porto.
L’oggetto affidato a Feldheim,Vai dal Mercante,Russel,"C’era un messaggio da Feldheim. Ha affidato qualcosa ad un Mercante per aiutarti a risolvere questo problema del rapimento.
<p>Scommetto che è qualcosa che ti aiuterà a trovarlo.
<p>Eh? Neanche io so cosa sia. Va a trovare il Mercante se sei curioso.",,
Evocazione di alto livello,Impara l’evocazione di alto livello,Anais Mercante,"Questa è la scatola che Feldheim mi ha affidato. Uno <YellowBold>Scrigno Attrezzatura Evocazione di alto livello</>. Ora, ascolta attentamente.",Anais Mercante,"Questa è un’opportunità rara, quindi non lasciartela scappare!<p>Non dimenticare di prenderlo, o non sarai un mercenario con un buon equipaggiamento!"
Evocazione di alto livello,Impara l’evocazione di alto livello,,,,
Messaggio di Russel,Trova l’Arconte,Anais Mercante,"Oh, Russel mi ha mandato un messaggio mentre parlavo con te.
<p><GreenBold>“Va' a trovare l’Arconte. Ci vedremo qui”.</>
<p>Vai - o forse avevi bisogno di altro?",,
Sostenere il Nord,Vai da Russel,Arconte,"Ho indagato sui Mercanti che sospettavi fossero entrati in città; ho capito che sono collegati alle persone scomparse.<p>Al momento sto cercando di capire quale direzione hanno preso gli Archeologi catturati... Con i tumulti nel nord, non mi sono reso conto di cosa stava succedendo. Se non era per te, ci sarebbero state molte più vittime.<p>Vuoi dare supporto alla parte nord della città e io mi concentro sul problema?<p>Il mercenario Russel ti aspetterà qui.",,
Battaglia per il Ponte Nord,Sconfiggi gli Orchi perlustratori,Russel,"Come hai sentito, gli Orchi stanno provocando tumulti a nord del ponte.<p>Stiamo preparando mercenari esperti per sopprimerli, ma gli Orchi sono incredibilmente forti.<p>Ehi! Come sono arrivati quegli Orchi fin qui? Occupati di loro, e attraversa il ponte!",,
Battaglia per il Ponte Nord,Sconfiggi gli Orchi soldati d’assalto,,,,
Contrattacco,Visita il Campo fortificato,Russel,"Questo non ci porterà da nessuna parte. Ci serve un altro piano.
<p>Giusto, proviamo! Abbiamo lasciato la base vuota, aspetta fino all’attacco degli Orchi, e poi attaccali alle spalle!
<p>Mostriamo a questi Orchi qualche strategia.","Austin, Cap. Ranger di Sangue","Questa era una vera mostruosità. Senza il tuo aiuto, i feriti sarebbero stati molti di più.<p>I miei uomini ti sono grati per questo."
Contrattacco,Attacco a sorpresa,,,,
Contrattacco,Sconfiggi gli Orchi in trappola,,,,
Contrattacco,Carpheous arriva,,,,
Contrattacco,Sconfiggi Carpheous,,,,
Abilità più forti!,Impara ad aumentare di livello le abilità,"Austin, Cap. Ranger di Sangue","Con le tue abilità, starai bene là fuori - ma c’è ancora un margine di miglioramento.<p>Questa è un’informazione esclusivamente militare, ma te la sei guadagnata.",,
Abilità più forti!,Impara ad aumentare di livello le abilità,,,,
Lotta per la supremazia,Sconfiggi gli Orchi sentinella,"Austin, Cap. Ranger di Sangue","Stanno tornando di nuovo... e io che credevo che avessimo guadagnato piú tempo! Spietati, barbarici Orchi.<p>Ma perfino le loro fila sono limitate. Respingi questo attacco e loro rallenteranno! Contrattacca per avere la meglio! Prima, uccidi il perlustratore che controlla questo posto!",,
,Parla con Austin CAP. Ranger di Sangue,,,,
Continua a spingere,Sconfiggi gli Orchi predoni,"Austin, Cap. Ranger di Sangue",Orco Predone! Puoi occupartene? La nostra vittoria dipende da questo!,,
Trova coloro che sono stati rapiti,Parla con Russel,"Austin, Cap. Ranger di Sangue",L’Arconte ha mandato un messaggio. Sa dove si trovano gli archeologi e i cittadini. Vai da Russel. Buona fortuna!,,
Duella con il Capo Guerriero,Sfida l’Orco Capo Guerriero,Russel,"Le tracce degli archeologi portano da questa parte.<p>Ma ci sono degli Orchi che bloccano il cammino... compreso un enorme Capo Guerriero!<p>Per qualche motivo, vuole sfidare uno di noi. Dobbiamo liberare il passaggio, allora perché non lo sfidi?",Russel,Splendido. Sapevo che ce l’avresti fatta. Prova l’<YellowBold>Arena</> quando hai un pò di tempo. È uno dei modi migliori per guadagnare fama a Aden.
Duella con il Capo Guerriero,Sfida l’Orco Capo Guerriero,,,,
Duella con il Capo Guerriero,Ferma gli Orchi in arrivo,,,,
Duella con il Capo Guerriero,Ritorna da Russel,,,,
Maestro del duello,Sfida l’Arena,Russel,"Ora che te ne ho parlato, permettermi di spiegarti come entrare nell’ <YellowBold>Arena</>.",,
Maestro del duello,Sfida l’Arena,,,,
Unisciti alla forza,Trova il Tenente Ranger di Sangue,Russel,"Ora che questo è risolto, andiamo a cercare le persone scomparse.
<p>Conosco l’Isola Parlante meglio di te, quindi fammi guidare la ricerca.
<p>Tu unisciti ai Ranger di Sangue e aspetta un mio aggiornamento.",Arthur Ten. Ranger di Sangue,"Tu sei <YellowBold>[player]</>? Ho sentito parlare di te da Russel. Puoi aiutarmi mentre aspetti qui?<p>Sull’Isola Parlante stanno accadendo diversi incidenti, e siamo a corto di aiuto."
Accademia Arcana sotto assedio,Trova il professore dell’Accademia Arcana,Arthur Ten. Ranger di Sangue,"Uh, gli Orchi stanno distruggendo l’intera Isola. Non sembrano avere un obiettivo, però. Perché sono così infuriati?<p>Puoi andare all’Accademia Arcana di Einhovant? Lì si è raggruppata una considerevole Forza Orco.",,
Diadema elfico,Preparati ad andare avanti,Eugene Professore Accademico,"Tu sei <YellowBold>[player]</>? Come ti conosco? Te lo spiegherò dopo - ho dei problemi piú urgenti di cui discutere.
<p>Gli Orchi saranno qui presto, quindi muoviamoci prima di parlare.",Eugene Professore Accademico,"Okay, questo andrà bene.<p>Hai sentito della Torre d’Avorio? Che tu ci creda o no, ci siamo sotto proprio in questo momento.<p>L’accademia Arcana di Einhovant è collegata alla base della Torre d’Avorio."
Diadema elfico,Sconfiggi gli Orchi in arrivo,,,,
Diadema elfico,Attiva la pietra teletrasporto,,,,
Diadema elfico,Attiva la pietra teletrasporto,,,,
Il luogo segreto,Sconfiggi i funghi,Eugene Professore Accademico,"Come vedi questo posto pullula di mostri. Sono apparsi recentemente.
<p>Sembra che questo sia collegato all’attacco a Einhovant.
<p>Dobbiamo tirare fuori uno degli oggetti conservati. Per favore occupati dei mostri e metti al sicuro l’area.",,
Il luogo segreto,Sconfiggi i Premo elusivi,,,,
Il luogo segreto,Ritorna dal professore dell’Accademia Arcana,,,,
Il luogo segreto,Ritorna dal professore dell’Accademia Arcana,Eugene Professore Accademico,"Ora che è al sicuro, individuerò l’oggetto. Per favore, attendi un attimo.",,
Il luogo segreto,Rintracciamento in corso,,,,
Il potere degli equipaggiamenti uniti!,Impara a unire gli equipaggiamenti,Eugene Professore Accademico,"Uh, siamo stati compromessi. Quello era un Custode della Grotta! Cosa diavolo ci fa qualcosa di così potente qui?<p>Dobbiamo uccidere il Custode della Grotta prima di recuperare l’oggetto. Non puoi competere con lui con questo equipaggiamento - lascia che ti trovi qualcosa di meglio.",Eugene Professore Accademico,"Bene, ora andiamo a caccia del bottino.<p>Credo di non poter più mantenere il segreto con te. Siamo in cerca del Diadema elfico.<p>Ha il potere di farti passare attraverso le barriere dell’Isola Parlante."
Il potere degli equipaggiamenti uniti!,Impara a unire gli equipaggiamenti,,,,
Il guardiano del diadema,Sconfiggi le Meduse,Eugene Professore Accademico,"Ci sono mostri vicino il Diadema elfico, incluso un Custode della Grotta. Per favore, occupati prima di loro.",,
Il guardiano del diadema,Rivendica il diadema elfico,,,,
Il guardiano del diadema,Sconfiggi il Custode della Grotta,,,,
Il guardiano del diadema,Rivendica il diadema elfico,Eugene Professore Accademico,Prendi il diadema elfico. Mi preparerò per uscire.,,
Il guardiano del diadema,Rivendica il diadema elfico,,,,
Il guardiano del diadema,Attiva la pietra teletrasporto,Eugene Professore Accademico,"Bene, usciamo di qui! Attiva la Pietra Teletrasporto.",,
Il guardiano del diadema,Attiva la pietra teletrasporto,,,,
Il guardiano del diadema,Attiva la pietra teletrasporto,,,,
Richiesta d’aiuto dell’Accademia Arcana,Scorta il professore dell’Accademia Arcana,Eugene Professore Accademico,"Il recente aumento di Orchi, mostri che scavano sotto la Torre d’Avorio... non può essere una coincidenza.
<p>Sta succedendo qualcosa di inquietante. C’è solo un modo per porre fine a tutto questo - caos.
<p>Ora, il Diadema elfico è difficile da proteggere, anche con la forza dell’Accademia Arcana. Vuoi portarmi dal Tenente Ranger di Sangue?",,
