Id,SpotName,SpotTitle,Desc
20401,Torre di Cruma 2,Torre di Cruma 2,
20501,Torre di Cruma 3,Torre di Cruma 3,
20601,Torre d’Avorio 1,Torre d’Avorio 1,
20701,Torre d’Avorio 2,Torre d’Avorio 2,
20801,Torre d’Avorio 3,Torre d’Avorio 3,
30000,,Tappa Intermedia dell’Isola Parlante Ovest,Isola Parlante Est -> Isola Parlante Ovest
30001,,Pontile Navi di Gludio,Isola Parlante Est -> Strada di Gludin
30002,,Tappa Intermedia dell’Isola Parlante Est,Isola Parlante Ovest -> Isola Parlante Est
30007,,Pontile di Gludio,Strada di Gludin -> Isola Parlante Est
30008,,Tappa Intermedia delle Piane di Gludio,Strada di Gludin -> Piane di Gludio
30009,,Strada Gludin,Piane di Gludio -> Strada di Gludin
30010,,Tappa Intermedia del Maniero Windawood,Piane di Gludio -> Maniero Windawood
30011,,Tappa Intermedia delle Piane di Gludio,Maniero Windawood -> Piane di Gludio
30012,,Tappa Intermedia della Terra Incolta,Maniero Windawood -> Terra Incolta
30013,,@30010,Terra Incolta -> Maniero Windawood
30014,,Tappa Intermedia delle Piane di Dion,Terra Incolta -> Piane di Dion
30021,,@30012,Piane di Dion -> Terra Incolta
30022,,Tappa Intermedia della Palude di Cruma,Piane di Dion -> Palude di Cruma
30023,,@30014,Palude di Cruma -> Piane di Dion
30024,,Tappa Intermedia della Sommità della Dissonanza,Palude di Cruma -> Sommità della Dissonanza
30029,,@30022,Sommità della Dissonanza -> Palude di Cruma
30030,,Tappa Intermedia dei Santi Urlanti,Sommità della Dissonanza -> Santi Urlanti
30031,,@30024,Santi Urlanti -> Sommità della Dissonanza
30032,,Tappa Intermedia del Dominio di Giran,Santi Urlanti -> Dominio di Giran
30033,,@30030,Dominio di Giran -> Santi Urlanti
30034,,Tappa Intermedia delle Rive della Nebbia Mortale,Dominio di Giran -> Rive della Nebbia Mortale
30035,,Tappa Intermedia della Necropoli Infestata,Dominio di Giran -> Necropoli Infestata
30036,,@30032,Rive della Nebbia Mortale -> Dominio di Giran
30037,,Pontile Navi dell’Isola del Diavolo,Rive della Nebbia Mortale -> Isola del Diavolo
30038,,Pontile Navi di Giran,Isola del Diavolo -> Rive della Nebbia Mortale
30039,,@30032,Necropoli Infestata -> Dominio di Giran
30054,,Tappa Intermedia Nave Pirata di Zaken,Isola del Diavolo -> Nave pirata di Zaken
30055,,Tappa Intermedia Isola del Diavolo,Nave Pirata di Zaken -> Isola del Diavolo
330001,,Ingresso villaggio dello sciamano,Ingresso villaggio dello sciamano
330011,,@330001,@330001
330101,,Ingresso Buca dell’Odio,Ingresso Buca dell’Odio
330111,,@330101,@330101
60001,,Uso Tutorial ufficiale (Temporaneo),
70001,,Sobborghi del Castello di Aden,
100200,,Conquista Rovine Elfiche 2 - Mondo Quest,
100204,@20401,Torre di Cruma 2 - Mondo Quest,
100003,Strada di Gludin - Posizione 1,Porto di Gludin - Mondo Quest,
100018,,Interno della Pietra di Evocazione Malvagia - Mondo Quest,Interno della Pietra di Evocazione Malvagia
200001,,Mondo Esterno di Theodore,Mondo Esterno di Theodore
200002,,Catacomba,Catacomba
200003,Ingresso Accampamento Attaccato,Ingresso Accampamento Attaccato,
200004,Sobborghi del Castello di Oren,Sobborghi del Castello di Oren,
200005,Prigione sotterranea Castello di Oren,Prigione sotterranea Castello di Oren,
200200,,Territorio del Re di Sangue,Territorio del Re di Sangue
211000,,Primo Sigillo dell’Isola Parlante - Mondo Quest,Primo Sigillo dell’Isola Parlante
211001,,Secondo Sigillo dell’Isola Parlante - Mondo Quest,
211002,,Terzo Sigillo dell’Isola Parlante - Mondo Quest,
211003,,Quarto Sigillo dell’Isola Parlante - Mondo Quest,
200206,,Ingresso della Trappola di Zaken,Torre d’Avorio 1
213000,,Laboratorio della Confraternita Oscura,Laboratorio della Confraternita Oscura
211010,,Laboratorio gigante,Laboratorio gigante
200010,,@200206,Ingresso della Trappola di Zaken
200011,,Centro della Trappola di Zaken,Centro della Trappola di Zaken
210206,@20601,Ingresso Torre d’Avorio 1,
210207,@20701,Ingresso Torre d’Avorio 2,
210208,Isola del Diavolo,Illusione dell'Isola del Diavolo ,
21099,,Posizione di “Guillotine della Morte”,
21697,,Posizione di “Richard”,
21698,,Posizione di “Rebecca”,
20298,,Posizione del “Pastore dello Spirito”,
20398,,Posizione di “Zodiac”,
20498,,Posizione di “Barba d’argento”,
20598,,Posizione di “Vapar”,
20698,,Posizione di “Kazir”,
20798,,Posizione di “Flagon”,
20898,,Posizione di “Sina”,
20998,,Posizione di “Amadeus”,
21198,,Posizione di “Stenoa”,
21298,,Posizione di “Marsha”,
40201,Nave Fantasma di Zaken,Nave Fantasma di Zaken,
20181,,Zanna nera,
20182,,Corno d’argento,
20183,,Regina Sylop,
20184,,Urca,
20185,,Kobaka,
20281,,Pungiglione,
20282,,Bestia rossa,
20283,,Taarka,
20284,,Re del Tormento,
30081,@20001,Ala d’orrore,
30082,@20001,Ryukaon,
30083,@20001,Arachne,
30181,@20101,Maniskull,
30182,@20101,Felix,
30183,@20101,Osservatore di Morte,
30184,@20101,Necross,
20381,,Canine,
20382,,Freki,
20383,,Melville,
20384,,Moretti,
20385,,Olvar,
20386,,Alle,
20481,,Bighand,
20482,,Cranio del Destino,
20483,,Kactoose,
20484,,Cotous,
20485,,Cox,
20486,,Turekka,
20581,,Ala d’ombra,
20582,,Errante delle Rovine,
20583,,Dente di Sciabola,
20584,,Hucca,
20585,,Gnasher,
20586,,Troka,
20681,,Occhio di sabbia,
20682,,Serratura rossa,
20683,,Puntatore,
20684,,Grinder,
20685,,Lurker della sabbia,
20686,,Haftz di Pietra,
20687,,Haftz di sabbia,
30281,@20201,Reaver,
30282,@20201,Capomastro del Nido di Formiche,
30381,@20301,Capitano della Guardia reale del Nido di Formiche,
30382,@20301,Custode del Terreno generatore,
20781,,Bulc,
20782,,Baroque,
20783,,Moke,
20784,,Thrush,
20785,,Krush,
20786,,Varash,
20787,,Screash,
20881,,Liam,
20882,,Ronde,
20883,,Morgan,
20884,,Zyrnna,
20885,,Arcane,
20981,,Aggressore della Sommità,
20982,,Tartan,
20983,,Thaartan,
20984,,Tutan,
20985,,Ol B'Khan,
21081,,Urlatore,
21082,,Flora,
21083,,Jonadan,
21084,,Treant urlante,
21085,,Cowboy,
21086,,Cucitrice,
21087,,Balthazar,
30481,@20401,Mistica,
30482,@20401,Stelos,
30483,@20401,Maestro Mordeo,
30484,@20401,Serbo Prime,
30581,@20501,Greezo,
30582,@20501,Julius,
30583,@20501,Magnus,
21181,,Ellen,
21182,,Vir,
21183,,Tess,
21184,,Rashkos,
21185,,Shakos,
21186,,Luce,
21187,,Thox,
21281,,Lulani,
21282,,Alfonso,
21283,,Holst,
21284,,Medes,
21285,,Luka,
21286,,Hector,
30691,@20601,Mesheemp,
30692,@20601,Corepio,
30693,@20601,Preta,
21382,,Bornesting,
21381,,Rua,
21383,,Albert,
21384,,Jeff,
21481,,Gorokk,
21482,,Verock,
21483,,Jason,
21484,,Oomba,
21485,,Agarez,
21486,,Ravolas,
21487,,Wilhelm,
30791,@20701,Vulture,
30792,@20701,Gargu,
30793,@20701,Morpheus,
30891,@20801,Cacciatore di crani,
30892,@20801,Creatus,
30893,@20801,Tempesta di sabbia,
21581,,Tumba,
21582,,Resh,
21583,,Punta,
21584,,Gunthar,
21585,,Shaata,
21586,,Tarbutan,
21681,,Larva,
21682,,Reba,
21683,,Fungo ospite,
21684,,Herven,
21685,,Ombra,
21781,,Tarba,
21782,,Marata,
21783,,Kreta,
21784,,Morta,
21785,,Mita,
21786,,Arita,
21881,,Guerriero Ol Mahum,
21882,,Tiratore Ol Mahum,
21883,,Leader Ol Mahum scaltro,
21884,,Rincorritore Scheletro,
21885,,Perlustratore Scheletro,
21886,,Zombie Pirata,
