Id,GipText
41,Puoi ottenere <FontBlue>[Forgotten Scrolls]</> e <FontBlue>[High-grade Equipment]</> come ricompensa di una <FontBlue>Caccia al boss della zona</>.
42,I Clan <FontBlue>vittoriosi negli Assedi della Fortezza</> acquisiscono <FontBlue>buff vantaggiosi mentre cacciano nella regione</>.
44,@29
45,@35
51,Per partecipare a <FontBlue>Guardiano del Tempio</> è necessario <FontBlue>formare un gruppo</>.
52,Completa il Tempio Guardiano con <FontBlue>livelli superiori</> per <FontBlue>acquisire equipaggiamento migliore</>.
53,<FontBlue>Proteggi il Sacro Artefatto</> dai nemici in arrivo.
54,<FontBlue>Attacca il drago</> nella segreta e <FontBlue>acquisisci Adena</>.
55,Sconfiggi <FontBlue>Forziere del Tesoro di Adena</> per ricevere <FontBlue>Adena extra</>.
56,<FontBlue>Sconfiggi più</> mostri per acquisire <FontBlue>più Esp. extra</>.
57,"Per diventare più forte, ottieni i buff nelle Segrete."
58,"Puoi accedere a qualsiasi <FontBlue>Sala del Clan</>, non solo la tua!"
59,<FontBlue>Rinforza il Cristallo dell’Unità</> per conferire <FontBlue>diversi Effetti buff</> ai membri del tuo clan.
60,Il <FontBlue>Valore Caotico</> non aumenta all’interno dell’Arena degli Scontri.
61,Partecipa a GK nell’Arena degli scontri modificando le tue <FontBlue>Impostazioni della modalità GK</>.
62,Sconfiggi un giocatore che possiede il <FontBlue>Buff Santuario</> dell’Arena degli scontri per rubargli il buff.
1003,Unisciti a un clan e conquista Fortezze e Castelli per ottenere vantaggi speciali!
1009,Vivi in prima persona <FontBlue>storie avvincenti</> e <FontBlue>dinamiche quest</> nel <FontBlue>coinvolgente mondo</> di Lineage 2: Revolution.
1011,Divertiti con le <FontBlue>battaglie in tempo reale</> nell’immenso <FontBlue>open world</> di Lineage 2: Revolution.
1014,Puoi attaccare altri giocatori nelle aree dove il PvP è consentito.
1015,Forma dei <FontBlue>gruppi</> per affrontare <FontBlue>potenti nemici</>
1019,<FontBlue>Incredibili Segrete</> ti aspettano.
1023,Unisciti a un <FontBlue>clan</> per accedere a una grande varietà di <FontBlue>funzioni e vantaggi</>.
1024,Stringi <FontBlue>alleanze</> con altri clan per aumentare ulteriormente il tuo potere.
1025,Conquista i castelli negli <FontBlue>Assedi del Castello su larga scala</> per <FontBlue>accrescere la potenza del tuo clan</>.
1026,Conquista le fortezze negli <FontBlue>Assedi della Fortezza</> per ottenere grandi <FontBlue>ricompense</> e acquisire <FontBlue>onore</>.
72,Combatti da solo o in un gruppo nell'<FontBlue>Assedio aperto</>.
73,"Nella modalità Assedio aperto, <FontBlue>è possibile selezionare qualsiasi personaggio o classe</> e tutti i personaggi combatteranno con le <FontBlue>stesse statistiche.</>."
74,Esplora <FontBlue>l’immenso open world</> con la tua <FontBlue>Cavalcatura</>!
75,Ottieni <FontBlue>materiali di Rinforzo</> per la tua <FontBlue>Cavalcatura</> dal <FontBlue>Cerchio di Evocazione</>!
76,"Proteggi il tuo Grado di potenziamento con il <FontBlue>Sistema di Protezione Potenziamento</>!
Raggiungi i Gradi di Potenziamento +7 / +10 / +20 per evitare di scendere al di sotto di questi Gradi."
77,"Usa le <FontBlue>Impostazioni Mazzo Battaglia</> per <FontBlue>spostarti facilmente</>
tra abilità e equipaggiamento in base alla situazione."
78,<FontBlue>Potenziamento degli Attributi</> ti dona ancora più <FontBlue>poteri speciali</>.
79,Partecipa alla vasta varietà di <FontBlue>contenuti</> che la <FontBlue>Sala del Clan</> ha da offire!
80,C’è una possibilità di ottenere <FontBlue>equipaggiamento raro</> se <FontBlue>si combinano</> equipaggiamenti.
81,Una <FontBlue>Scatola Equipaggiamento di grado alto</> ha poche probabilità di premiarti con <FontBlue>equipaggiamento raro</>.
