Id,Name,ControlText
29505,@11101,
29506,@11101,
29601,@19601,@19601
29701,@12001,@12001
29801,@19601,@19601
29901,@12001,@12001
30201,Scatola Arma Ol Mahum,Ricerca in corso della spada di Aymel...
30202,@30201,@30201
30203,@30201,@30201
30204,@30201,@30201
30301,Taglia sulla testa,Recupero del bottino...
30302,@30301,@30301
30303,@30301,@30301
30304,@30301,@30301
30305,@30301,@30301
30306,@30301,@30301
30307,@30301,@30301
30308,@30301,@30301
30401,Bottino sospetto,Indagine sulla taglia...
30501,Nave Pirata,
30601,Barca Capovolta,
30701,Cittadino prigioniero,@10901
32501,Legname,Ritiro del legname...
32502,@32501,@32501
32503,@32501,@32501
32504,@32501,@32501
32701,Sacro Artefatto di Einhasad,Ritiro del Sacro Artefatto...
32801,Pianta marcita,Indagine sulla Pianta marcita...
32802,@32801,@32801
32803,@32801,@32801
32804,@32801,@32801
32901,Vecchi ordini,Lettura degli ordini...
33101,Calderone del Mistico Oscuro,Indagine sul calderone...
33201,Mucchio di sporcizia,Svuotamento del calderone...
33401,Porta catacomba sospetta,Apertura porta della catacomba...
33801,Venditore prigioniero,@10901
34001,Aymel prigioniera,@10901
34201,Strategia,
34202,@34201,
34203,@34201,
34501,@2038,Estrazione Erba...
34601,@2039,@34501
34701,@2041,@34501
34801,@2040,@34501
34901,@12001,@12001
35001,Cerchio Magico Sinistro,
35002,@35001,
35101,Sbarre d’acciaio della catacomba,
35102,@35101,
35201,Cadavere del Cittadino,
35202,@35201,
35203,@35201,
35204,@35201,
35301,Gabbia,Apertura porta della gabbia...
35401,Gabbia vuota,
35501,Pagina 84 strappata del Libro Mastro,Studiando pagina 84 strappata del Libro Mastro...
35601,Pagina 7 strappata del Libro Mastro,Studiando pagina 7 strappata del Libro Mastro...
35701,Pagina 31 strappata del Libro Mastro,Studiando pagina 31 strappata del Libro Mastro...
40101,Erba Risvegliante,Estrazione Erba Risvegliante...
40102,@40101,@40101
40103,@40101,@40101
40104,@40101,@40101
40105,@40101,@40101
40106,@40101,@40101
40107,@40101,@40101
40108,@40101,@40101
40109,@40101,@40101
40110,@40101,@40101
40201,Gabbia di Troll,@10901
40202,@40201,@10901
40203,@40201,@10901
40204,@40201,@10901
40205,@40201,@10901
40301,Corpo del soldato,Raccogliere cadaveri...
40302,@40301,@40301
40303,@40301,@40301
40304,@40301,@40301
40305,@40301,@40301
40306,@40301,@40301
40307,@40301,@40301
40308,@40301,@40301
40309,@40301,@40301
40401,Arma del soldato,Ritiro arma...
40402,@40401,@40401
40403,@40401,@40401
40404,@40401,@40401
40405,@40401,@40401
40406,@40401,@40401
40407,@40401,@40401
40408,@40401,@40401
40409,@40401,@40401
40601,@21001,Distruzione Pietra di Evocazione Maligna...
40701,@40301,@40301
40702,@40301,@40301
40703,@40301,@40301
40704,@40301,@40301
40705,@40301,@40301
40706,@40301,@40301
40707,@40301,@40301
40801,Coltivazioni saccheggiate,Ritiro coltivazioni...
40802,@40801,@40801
40803,@40801,@40801
40804,@40801,@40801
40805,@40801,@40801
40806,@40801,@40801
40901,Tomo di magia nera,Indagine sulla pila di libri...
41001,Falò dell’Uomo Lucertola,Sangue in fiamme...
41101,@41001,@41001
41201,Anziano Rapito,@10901
41301,Donna Rapita,@10901
41401,Bambino Rapito,@10901
41501,Totem Uomo Lucertola,@20201
41701,Soldati Imprigionati,@10901
41801,Comandante Imprigionato,@10901
41901,@12901,Raduno armatura da orco...
41902,@12901,@41901
41903,@12901,@41901
41904,@12901,@41901
41905,@12901,@41901
41906,@12901,@41901
42201,Cittadinanza catturata,@10901
42301,Guardia catturata,@10901
42401,@41501,@20201
42501,@21001,
42601,Totem dell’Uomo Lucertola in fiamme,
43101,@42601,
42701,@12001,@12001
42801,Braciere del Sommo Sciamano,Sangue dei capitani in fiamme...
42901,@41701,@10901
43201,@12001,@12001
43301,Scudo di Elizabeth,
43302,@43301,
43303,@43301,
43304,@43301,
43401,Grossa Gabbia vuota,
43501,Piccola Gabbia vuota,
43601,@43401,
43801,Gabbia del Tenente,
50101,Sangue di qualcuno,
50102,@50101,
50103,@50101,
50104,@50101,
50105,@50101,
50106,@50101,
50107,@50101,
50301,Pozzo abbandonato,Sollevamento acqua...
50401,Soldato imprigionato,Apertura prigione...
50501,Osso Misterioso,
50502,@50501,
50503,@50501,
50504,@50501,
50505,@50501,
50506,@50501,
50507,@50501,
50508,@50501,
50509,@50501,
50510,@50501,
50511,@50501,
50512,@13101,
50513,@13101,
50514,@13101,
50515,@50501,
50516,@50501,
50517,@50501,
50518,@50501,
50519,@50501,
50520,@50501,
50521,@50501,
50522,@50501,
50523,@50501,
50524,@50501,
50525,@35301,
50526,@35301,
50527,@50501,
50528,@50501,
50529,@50501,
50530,@50501,
50531,@50501,
50532,@50501,
50533,@13101,
50534,@13101,
50535,@13101,
50536,@50501,
50537,@50501,
50538,@50501,
50539,@50501,
50540,@50501,
50541,@50501,
50542,@50501,
50543,@50501,
50544,@50501,
50545,@50501,
50546,@50501,
50547,@50501,
50548,@50501,
50601,@40301,@21801
50602,@40301,@21801
50603,@40301,@21801
50604,@40301,@21801
50605,@40301,@21801
50606,@40301,@21801
50607,@40301,@21801
50608,@40301,@21801
50609,@40301,@21801
50610,@40301,@21801
50611,@40301,@21801
50612,@40301,@21801
50613,@40301,@21801
50614,@40301,@21801
50615,@40301,@21801
50616,@40301,@21801
50617,@40301,@21801
50618,@40301,@21801
50619,@40301,@21801
50620,@40301,@21801
50621,@40301,@21801
50622,@40301,@21801
50623,@40301,@21801
50624,@40301,@21801
50701,Equipaggiamento di qualcuno,Ritiro equipaggiamento...
50702,@50701,@50701
50703,@50701,@50701
50704,@50701,@50701
50801,Comandante Ranger imprigionato,@10901
50901,Cadavere del Ranger,Ritiro souvenir...
50902,@50901,@50901
50903,@50901,@50901
50904,@50901,@50901
50905,@50901,@50901
51001,Cristallo Elfico intatto,Estrazione cristallo...
51002,@51001,@51001
51003,@51001,@51001
51004,@51001,@51001
51005,@51001,@51001
51006,@51001,@51001
51007,@51001,@51001
51008,@51001,@51001
51009,@51001,@51001
51010,@51001,@51001
51011,@51001,@51001
51012,@51001,@51001
51013,@51001,@51001
51014,@51001,@51001
51015,@51001,@51001
51101,Scatola di Cristalli,@51001
51102,@51101,@51001
51103,@51101,@51001
51104,@51101,@51001
51201,Cristallo dell’Elfo Caduto,@51001
51202,@51201,@51001
51203,@51201,@51001
51204,@51201,@51001
51205,@51201,@51001
51301,@51201,@51001
51302,@51201,@51001
51303,@51201,@51001
51304,@51201,@51001
51305,@51201,@51001
51306,@51201,@51001
51307,@51201,@51001
51308,@51201,@51001
51309,@51201,@51001
51310,@51201,@51001
51311,@51201,@51001
51312,@51201,@51001
51401,Uomo Misterioso,Ispezione uomo...
51501,Albero rosso sangue,Controllo albero...
51601,Equipaggiamento sparpagliato,Controllo libri...
51602,@51601,@51601
51603,@51601,@51601
51604,@51601,@51601
51605,@51601,@51601
51606,@51601,@51601
51607,@51601,@51601
51608,@51601,@51601
51609,@51601,@51601
51610,@51601,@51601
51611,@51601,@51601
51701,@12001,Pietra Teletrasporto in uso...
51801,@50701,@50701
51802,@50701,@50701
51803,@50701,@50701
51804,@50701,@50701
51805,@50701,@50701
51806,@50701,@50701
51807,@50701,@50701
51808,@50701,@50701
51809,@50701,@50701
51810,@50701,@50701
51811,@50701,@50701
51812,@50701,@50701
51901,Scatola Arma,Distruzione equipaggiamento...
51902,@51901,@51901
51903,@51901,@51901
51904,@51901,@51901
51905,@51901,@51901
51906,@51901,@51901
51907,@51901,@51901
51908,@51901,@51901
52001,@35301,@10901
52002,@35301,@10901
52003,@35301,@10901
52004,@35301,@10901
52005,@35301,@10901
52006,@35301,@10901
52007,@35301,@10901
52008,@35301,@10901
52009,@35301,@10901
52010,@35301,@10901
52011,@35301,@10901
52012,@35301,@10901
52013,@35301,@10901
52101,@12001,@51701
52201,@13101,Controllo gabbia...
52301,@13101,@52201
52501,@13101,@52201
52502,@13101,@52201
52503,@13101,@52201
52504,@13101,@52201
52601,@13101,@52201
52602,@13101,@52201
52603,@13101,@52201
52801,@33101,Distruzione calderone...
52901,@33101,@52801
53001,@33101,@52801
53101,Segnale di Fuoco da orco,Distruzione segnale di fuoco...
53201,@51101,
53202,@51101,
53501,Pietra di Evocazione Vapar,
53502,Cerchio Magico di Vapar,
54001,Cerchio Magico di Hardin,
54101,@10201,
54201,Cerchio Magico di Mammon,
54301,Blocco,
54302,@54301,
54303,@54301,
54304,@54301,
54601,Seguaci prigionieri,Liberazione seguaci...
54801,Cerchio Magico di Qupown,
54901,Valter caduto e Cerchio Magico,
55001,Il tesoro che sta cercando Dorothy,Apertura scatola del tesoro...
55101,Gente del villaggio rapita,Apertura gabbia...
55201,Possedimento saccheggiato a Varot,Presa dei propri averi...
55301,Cristallo dell’Elfo Gigante,Raccolta cristalli elfici...
55401,Reliquia Elfica,Raccolta reliquie...
55501,Gente imprigionata,@55101
55601,Blocco della gabbia,
55602,@55601,
55603,@55601,
55604,@55601,
55605,@55601,
55606,@55601,
55607,@55601,
60101,Traccia dello Stregone,Alla ricerca di tracce...
60201,Borsa di Magia Nera,Raccolta inventario...
60401,Legna da ardere,Raccolta legna da ardere...
60402,@60401,@60401
60403,@60401,@60401
60404,@60401,@60401
60405,@60401,@60401
60406,@60401,@60401
60407,@60401,@60401
60408,@60401,@60401
60501,Uovo di Basilisco,Raccolta uova...
60502,@60501,@60501
60503,@60501,@60501
60504,@60501,@60501
60505,@60501,@60501
60506,@60501,@60501
60507,@60501,@60501
60508,@60501,@60501
60509,@60501,@60501
60510,@60501,@60501
60701,Frammento di lapide,Raccolta lapide...
60702,@60701,@60701
60703,@60701,@60701
60704,@60701,@60701
60705,@60701,@60701
60706,@60701,@60701
60801,Lapide incompleta,@60701
60802,@60801,@60701
60803,@60801,@60701
60804,@60801,@60701
60805,@60801,@60701
60806,@60801,@60701
60807,@60801,@60701
60901,Corpo dello Stregone della Torre d’Avorio,@40301
61001,Cadavere Ol Mahum,@40301
61002,@61001,@40301
61003,@61001,@40301
61004,@61001,@40301
61005,@61001,@40301
61006,@61001,@40301
61007,@61001,@40301
61008,@61001,@40301
61101,Cibo saccheggiato,Ritiro cibo...
61102,@61101,@61101
61103,@61101,@61101
61104,@61101,@61101
61105,@61101,@61101
61106,@61101,@61101
61107,@61101,@61101
61108,@61101,@61101
61201,@12001,@51701
61301,@60901,Indagine in corso...
61401,Staris prigioniero,Rilascio di Staris...
61501,Carro,
61502,@61501,
61601,@13101,
61901,Cumulo di ceste,Rovistare fra gli averi...
62001,@61901,@61901
62101,@61901,@61901
62301,Carro Fracassato,Riparazione carro...
62402,@61001,
62403,Arma,
62404,@61001,
62405,@61001,
62406,@61001,
62407,@61001,
62408,@61001,
62409,@61001,
62410,@61001,
62411,@61001,
62412,@61001,
62413,@61001,
62414,@61001,
62415,@61001,
62416,@62403,
62417,@61001,
62418,@62403,
62419,@62403,
62420,@62403,
62421,@61001,
62422,@61001,
62423,@62403,
62424,@62403,
62425,@62403,
62426,@62403,
62427,@62403,
62428,@62403,
62429,@62403,
62430,@62403,
62431,@62403,
62701,Roccia Sbriciolata,
62702,@62701,
62703,@62701,
62704,@62701,
62706,@62701,
62707,@62701,
62708,@62701,
62901,@60201,Ricerca di inventario in corso...
63001,@60201,@62901
63101,Cerchio magico nero,
63201,@63101,
63801,Recinto Ol Mahum,
63901,@63801,
64001,Recinto vuoto,Intrappolando Ol Mahum...
64101,@64001,@64001
64201,@63801,
64301,@63801,
64401,Delinquente Ol Mahum,
64402,@64401,
64403,@64401,
64501,Cerchio Magico,Annullamento magia del cerchio magico...
64601,Soldato caduto,
64602,Soldato caduto,
64603,Soldato caduto,
64701,Grotta del Generale Formica,Indagine nella grotta del Generale Formica...
64801,Preghiera di Shane,Creazione di ricalco della preghiera...
64901,Scrittura perduta di Shane,Presa della scrittura...
65001,@60501,@60501
65101,Scambia articoli per esche,Comportarsi come un mercante...
65201,@65101,@65101
70101,Scatola Armi rubata,Ritiro scatola armi...
70102,@70101,@70101
70103,@70101,@70101
70104,@70101,@70101
70105,@70101,@70101
70201,Scatola Armi degli Orchi,Bruciare la scatola armi...
70202,@70201,@70201
70203,@70201,@70201
70204,@70201,@70201
70205,@70201,@70201
70206,@70201,@70201
70207,@70201,@70201
70301,Oggetti per rifornimento a Orchi,Bruciare gli oggetti per il rifornimento...
70302,@70301,@70301
70303,@70301,@70301
70304,@70301,@70301
70401,Lettera sospetta,Indagine sulla lettera sospetta...
70501,Albero danneggiato,Raccolta linfa antica...
70601,@35301,@10901
70701,@13101,
70801,I resti delle Rovine Elfiche,Indagine sui resti...
70802,@70801,@70801
70803,@70801,@70801
70804,@70801,@70801
70901,@70801,Messa in ordine dei resti delle Rovine...
70902,@70801,@70901
70903,@70801,@70901
70904,@70801,@70901
70905,@70801,@70901
71001,Soldato ferito,Svegliando il soldato...
71101,Fungo Antidoto,Estrazione funghi...
71102,@71101,@71101
71103,@71101,@71101
71104,@71101,@71101
71105,@71101,@71101
71106,@71101,@71101
71201,@21001,
71401,Sacca delle Uova di Ragno,Distruzione uovo di ragno...
71402,@71401,@71401
71403,@71401,@71401
71404,@71401,@71401
71405,@71401,@71401
71406,@71401,@71401
71407,@71401,@71401
71501,Cerchio Teletrasporto delle Rovine Elfiche,
71601,Torcia,
71602,@71601,
71603,@71601,
71604,@71601,
71701,Pietra Teletrasporto,Pietra Teletrasporto in uso...
71801,Pilastro Frantumato,
71802,@71801,
71803,@71801,
71804,@71801,
71901,Borsa di Leia,Rovistando nell’inventario...
80101,Segnale,Accensione fuoco...
80201,@80101,@80101
80601,Luce della torcia,@80101
80701,@80601,@80101
80301,Ricerca report,Ritiro ricerca report...
80302,@80301,@80301
80303,@80301,@80301
80304,@80301,@80301
80401,Caserme,
80501,Fascio,Rovistando nel fascio...
80901,Cristallo del Gigante Minore,Estrazione Cristallo del Gigante...
80902,@80901,@80901
80903,@80901,@80901
80904,@80901,@80901
80905,@80901,@80901
80906,@80901,@80901
80907,@80901,@80901
80908,@80901,@80901
80909,@80901,@80901
80910,@80901,@80901
80911,@80901,@80901
80912,@80901,@80901
81001,Frammento Reliquiario dei Giganti,Ritiro frammento della Reliquia del Gigante...
81002,@81001,@81001
81003,@81001,@81001
81004,@81001,@81001
81005,@81001,@81001
81006,@81001,@81001
81007,@81001,@81001
81101,Scatola di medicine,Ritiro Scatola di medicine...
81102,@81101,@81101
81103,@81101,@81101
81104,@81101,@81101
81105,@81101,@81101
81106,@81101,@81101
81107,@81101,@81101
81201,Frammento di Reliquia,Ritiro Frammento della Reliquia...
81202,@81201,@81201
81203,@81201,@81201
81204,@81201,@81201
81205,@81201,@81201
81206,@81201,@81201
81207,@81201,@81201
81301,Cristallo dei Giganti,Ritiro Cristallo del Gigante...
81302,@81301,@81301
81303,@81301,@81301
81304,@81301,@81301
81305,@81301,@81301
81306,@81301,@81301
81307,@81301,@81301
81401,@81301,@81301
81402,@81301,@81301
81403,@81301,@81301
81404,@81301,@81301
81405,@81301,@81301
81406,@81301,@81301
81407,@81301,@81301
81408,@81301,@81301
81409,@81301,@81301
81410,@81301,@81301
81411,@81301,@81301
81412,@81301,@81301
81501,Fungo Velenoso,Estrazione Fungo Velenoso...
81502,@81501,@81501
81503,@81501,@81501
81504,@81501,@81501
81505,@81501,@81501
81506,@81501,@81501
81507,@81501,@81501
81601,@12001,Viaggio verso la Torre di Cruma...
81701,@12001,Uscendo dalla torre...
81901,Scatola,Estinzione del fuoco...
82001,@81901,@81901
82101,@81901,@81901
82201,@81901,@81901
82401,Bozzolo Gigante,Alla ricerca di Hans...
82501,Covo del Lurker dell’Acquitrino,Raccolta in miniera...
90201,Carro di paglia Tanor,Carro in fiamme...
90401,Cadavere Tanor,@21801
90402,@90401,@21801
90403,@90401,@21801
90404,@90401,@21801
90405,@90401,@21801
90406,@90401,@21801
90407,@90401,@21801
90408,@90401,@21801
90409,@90401,@21801
90410,@90401,@21801
90411,@90401,@21801
90412,@90401,@21801
90413,@90401,@21801
90414,@90401,@21801
90415,@90401,@21801
90416,@90401,@21801
90501,Cumulo di cibo Ol Mahum,@20201
90601,Gabbia d’acciaio con Tanor all’interno,@10901
90801,@10301,@20201
90901,@90401,
90902,@90401,
90903,@90401,
90904,@90401,
90905,@90401,
90906,@61001,
90907,@61001,
90908,@61001,
90909,@61001,
90910,@61001,
90911,@90401,
90912,@61001,
90913,@90401,
90914,@61001,
90915,@90401,
90916,@61001,
90917,@90401,
90918,@61001,
91001,@62403,
91002,@62403,
91003,Mazza,
91004,@91003,
91005,@62403,
91006,@62403,
91007,@62403,
91008,@62403,
91009,@62403,
91010,@91003,
91011,@91003,
91012,Arco,
91013,@91012,
91014,@91012,
91015,@91012,
91016,@91012,
91017,@91012,
91018,@91012,
91019,@91012,
91020,@91012,
91021,@91012,
91022,@91003,
91023,@91003,
91024,@91003,
91025,@91003,
91026,@91003,
91027,@91003,
91028,@91003,
91101,Fuoco del Carro di paglia Tanor,
91201,Trappola del Re Leopardo,Apertura scatola...
91301,Scatola Rifornimenti Tanor,@20201
91401,@91301,@20201
91501,@91301,@20201
91601,@90401,@40301
91602,@90401,@40301
91603,@90401,@40301
91604,@90401,@40301
91605,@90401,@40301
91606,@90401,@40301
91607,@90401,@40301
91608,@90401,@40301
91609,@90401,@40301
91610,@90401,@40301
91611,@90401,@40301
91612,@90401,@40301
91613,@90401,@40301
91614,@90401,@40301
91901,Bagaglio,Alla ricerca di averi...
92001,@90501,Dare fuoco al cumulo di cibo...
92101,Cumulo di cibo,@92001
92401,Grossa Gabbia Tanor,@10901
92501,@13101,
92502,@13101,
92503,@13101,
92601,@90401,@21801
92602,@90401,@21801
92603,@90401,@21801
92604,@90401,@21801
92605,@90401,@21801
92701,@90401,@40301
92702,@90401,@40301
92703,@90401,@40301
92704,@90401,@40301
92705,@90401,@40301
92706,@90401,@40301
92801,@12001,@12001
92901,@35301,@10901
93101,Scia di qualcuno,@61301
93102,@93101,@61301
93103,@93101,@61301
93104,@93101,@61301
93105,@93101,@61301
