Id,ItemName,Desc1,Desc2
302,Buff Esp./Essenze Caccia,"Da usare per applicare la Benevolenza del Signore al clan per 1 ora.
+20% Esp. ottenuta dalla caccia e livello di rilascio Essenza di Mostro.",Disponibile per l’acquisto al raggiungimento del livello {RequiredGuildLevel} del Clan.
303,Buff Adena/Oggetti Caccia,"Da usare per applicare la Benevolenza del Signore al clan per 1 ora.
+20% Adena guadagnata dalla caccia e livello di rilascio oggetti.",Disponibile per l’acquisto al raggiungimento del livello {RequiredGuildLevel} del Clan.
158,1 Estratto di Elisir PS,Essenza rossa usata per creare Elisir PS.,Disponibile dopo la conquista di una fortezza di grado C o superiore.
159,1 Estratto di Elisir PM,Essenza blu usata per creare Elisir PM.,@158
160,1 Estratto di Elisir Att.,Essenza viola usata per creare Elisir Att.,@158
161,1 Estratto di Elisir Dif.,Essenza gialla usata per creare Elisir Dif.,@158
165,1 Pietra di Upgrade Arma,Usato per l’upgrade di un’arma al grado successivo.,@158
166,1 Pietra di Upgrade Armatura,Usato per l’upgrade di un’armatura al grado successivo.,@158
401,Tintura Mantello del Clan: grado inferiore,Oggetto necessario per modificare il colore del Mantello del Clan.,Disponibile dopo la conquista di una fortezza.
402,Tintura Mantello del Clan: grado intermedio,@401,Disponibile dopo la conquista di una fortezza di grado A o superiore.
404,Tintura Emblema Mantello del Clan: grado inferiore,Oggetto necessario per modificare il colore dell’Emblema del Mantello del Clan.,@401
405,Tintura Emblema Mantello del Clan: grado intermedio,@404,@402
810000001,Pozione del clan Liv. 5: Buff di Adena,Aumenta la quantità di Adena ottenuta del 50% per 1 ora. (Si applica solo a Caccia sul campo),@158
810000002,Forziere Reliquia Lacera,"Questa è una reliquia lacera.
Chiedi al Custode di Reliquie della Sala del Clan di valutarla per ricevere una ricompensa.",@158
810000003,Pozione del clan Liv. 5: Buff rilascio Essenza,"Una volta usata, il livello di rilascio delle Essenze di Mostro viene aumentato del 50%.
L’effetto dura 1 ora.",Disponibile dopo la conquista di una fortezza di grado B o superiore.
810000004,Protezione di Maphr,Usato per potenziare l’equipaggiamento. Il fallimento non diminuisce il valore del potenziamento.,Disponibile dopo la conquista di una fortezza di grado A o superiore.
810000005,Scatola Pergamene Benedette,Da usare per acquisire una Pergamena Benedetta casuale: Potenzia.,@810000003
810000006,Pietra Attributo grado S,Da usare per potenziare un Attributo di un elemento dell’equipaggiamento.,@810000003
810000007,Pietra Attributo grado R,Da usare per potenziare un Attributo di un elemento dell’equipaggiamento.,@810000004
