Key,Value
GuildMasterAutoEntrust,[System] Non ci sono membri attivi in questo clan.
MailTitlePurchaseLimitOverReward,[TargetItem] Raddoppia l’acquisto
MailContentPurchaseLimitOverReward,@MailContentCheat
GuildJoinRequestDailyJoinLimit,"Questo clan ha ricevuto il numero massimo di richieste consentite al giorno.
Riprova dopo le ore 4:00."
GuildJoinAcceptDailyJoinLimit,"Hai raggiunto il numero massimo di permessi consentiti al giorno.
Riprova dopo le ore 4:00."
PlayerIdleKickoutMessage,@KICKOUT_PACKET_KEY_CHANGE
CrumaCore_Summon,L’Essenza di Cruma ha evocato il Guardiano.
DiceEventMaxCount,Hai raggiunto la quantità massima per l’Evento Dadi.
PET_EQUIPMENT_ERROR_MESSAGE,"Non si può accedere all’Equipaggiamento Cavalcatura dalla Fucina.
Si prega di usare il Menu Cavalcatura."
MailTitleGuildCastleDailyReward,Ricompensa giornaliera conquista del castello
MailContentGuildCastleDailyReward,@MailContentCheat
MailTitleAuctionHouseSellCompleted,Pagamento per la vendita al Mercato
MailContentAuctionHouseSellCompleted,Questo è il pagamento per la Vendita al Mercato.
ConfineMessage,"L’accesso al gioco è limitato per <FontRed>[Day]</> giorni.
Fai riferimento alle notifiche del Forum della Community o contatta il nostro Servizio Clienti per i dettagli.
(Disponibile per l’uso da <FontRed>[ReuseMonth]/[ReuseDay]/[ReuseYear][ReuseHour]ore [ReuseMin]min.</>)"
MailTitleGuildAgitWish,@MailContentCheat
MailContentGuildAgitWish,Ricompensa della Registrazione della Sala del Clan
EventDailyQuest,Evento Quest giornaliera
EventDailyQuestReward,Ricompensa Evento Quest giornaliera
EventDailyQuestProgressReward,Ricompensa Progresso Evento Quest giornaliera
ESportsMasterDiedNotify,"<FontYellow>[PlayerName]</>, il <FontWhite>Leader del Clan di</> <FontYellow>[GuildName]</> è <FontWhite>morto.</>"
ESportsMsgNotStartTime,Non puoi accedere perché la partita non è ancora iniziata.
ESportsMsgNoMoreMatch,Non ci sono partite in corso.
ESportsMsgMatchInfo,[PlayerName] di [MyGuildName] in [MyServerName] avrà una partita il [Date] con [TargetGuildName] in [TargetServerName].
ESportsMatchEnded,La partita nella stanza [MatchId] è terminata.
ESportsMsgKickoutMatchEnded,"La partita è terminata, quindi tornerai nella schermata titolo."
AuctionHouseDisabledMessage,"Il Mercato attualmente non è disponibile.
Fai riferimento al Forum della Community per i dettagli."
DayOfWeekMon,Lunedì
DayOfWeekTue,Martedì
DayOfWeekWed,Mercoledì
DayOfWeekThu,Giovedì
DayOfWeekFri,Venerdì
DayOfWeekSat,Sabato
DayOfWeekSun,Domenica
MailTitleEventCheckBoardReward,@MailContentCheat
MailContentEventCheckBoardReward,Caccia al tesoro di Feldheim Ricompensa d’Esorsio
MailTitleEventCheckBoardAccrueReward,@MailContentCheat
MailContentEventCheckBoardAccrueReward,Caccia al tesoro di Feldheim Ricompensa Totale
MailTitleShopGuildReward,[Player]’s [Name] Regalo
MailContentRecommandationServerReward,Selezione Scatola Ricompensa server consigliato
MailTitleRecommandationServerReward,Selezione Scatola server consigliato
MailTitleGuildDonationReward,Ricompensa donazione al clan
MailContentGuildDonationReward,@MailContentCheat
MailContentPartyDungeonReward,Bottino scoperto all’interno della Spaccatura temporale [PartyDungeonName].
MailTitleServerTransferDailyDiamond,Consegna il bundle con gli oggetti mancanti dal Bundle Diamante giornaliero
MailTitleServerTransferAccountWarehouseExtension,계정창고 확장비용 환불
MailTitlePartyDungeonReward,Ricompensa Completamento Spaccatura temporale
MailTitleServerTransferNameDuplicate,서버 이전에 따른 캐릭터 이름 변경권 지급
MailContentServerTransferNameDuplicate,"서버 이전시 캐릭터 이름이 중복되어, 변경권을 지급해드립니다."
MailTitleBossReward,[NpcName] Ricompensa Conquista
MailContentBossReward,Spazio nell’Inventario insufficiente dopo aver sconfitto [NpcName]. Ricompensa inviata alla Casella di posta.
MailTitleFreeFortressResultWinReward,Ricompensa Vittoria Assedio aperto
MailContentFreeFortressResultWinReward,@MailContentCheat
MailTitleFreeFortressResultDrawReward,Ricompensa Pareggio Assedio aperto
MailContentFreeFortressResultDrawReward,@MailContentCheat
MailTitleFreeFortressResultLoseReward,Ricompensa Sconfitta Assedio aperto
MailContentFreeFortressResultLoseReward,@MailContentCheat
MailTitleFreeFortressScoreReward,Punti acquisiti Assedio aperto
MailContentFreeFortressScoreReward,@MailContentCheat
MailTitleMasteryUpGift,Aumenta Maestria Ricompensa
MailContentMasteryUpGift,@MailContentLevelUpGift
MailRewardMasteryCoin,Token della Padronanza
MailTitleFotressDailyReward,Ricompensa di conquista Assedio della Fortezza
MailContentFotressDailyReward,@MailContentCheat
MaileTitleNerodiceEvent,Gioco dei Dadi di Nero.
MaileContentNerodiceEvent,Congratulazioni! Ecco il premio per aver vinto il Gioco dei Dadi di Nero.
MailTitleFortressSiegeSpotReward,Ricompensa Assedio aperto
MailContentFortressSiegeSpotReward,Questa è la Ricompensa Vittoria Punto dell’Assedio aperto.
MaileTitleNerodiceEventFail,Premio di consolazione Gioco dei Dadi di Nero
MaileContentNerodiceEventFail,Premio di consolazione per aver perso al Gioco dei Dadi di Nero.
MailTitleAppstoreReward,Scatola del Fondatore
MailContentAppstoreReward,@MailContentCheat
MailTitleGooglePlayReward,Scatola Regalo Speciale
MailContentGooglePlayReward,@MailContentCheat
FreeFortressKickoutMessage,Sei stato disconnesso per inattività durante la partecipazione all’Assedio aperto.
SuspendAccount,"Il tuo accesso è stato sospeso ai sensi dei Termini di utilizzo. (Transazioni illecite, ecc.)
Se hai bisogno di assistenza, contatta il nostro Servizio Clienti.
http://help.netmarble.com/web/lin2ws"
ESportsMsgMatchInfoLastTime,"La partita di [PlayerName], [MyServerName]-[MyGuildName], con [TargetServerName]-[TargetGuildName] è attualmente in corso sul Server di Competizione."
MailTitleFacebookReward,Ricompensa Traguardi Facebook
MailContentFacebookReward,@MailContentCheat
MailTitleCumulativePurchaseReward,Acquista la ricompensa Bonus Rango [CumulativeRewardCount]
MailContentCumulativePurchaseReward,@MailContentCheat
