CapeInfoId,Level,ExpForNextLevel,LevelUpItem,Resource,OptionEffectParam,EquipEffectId
71007,8,37,1301003,"Private,5",19600,7100708
71007,9,42,1301003,"Private,5",21000,7100709
71007,10,70,1301003,"Private,5",22400,7100710
71007,11,120,1301003,"Private,5",23800,7100711
71007,12,170,1301003,"Private,5",25200,7100712
71007,13,220,1301003,"Private,5",26500,7100713
71007,14,270,1301003,"Private,5",27900,7100714
71007,15,320,1301003,"Private,5",29300,7100715
71007,16,370,1301003,"Private,5",30700,7100716
71007,17,420,1301003,"Private,5",32100,7100717
71007,18,470,1301003,"Private,5",33400,7100718
71007,19,520,1301003,"Private,5",34800,7100719
71007,20,770,1301003,"Private,5",36200,7100720
71007,21,1020,1301003,"Private,5",37600,7100721
71007,22,1270,1301003,"Private,5",39000,7100722
71007,23,1520,1301003,"Private,5",40300,7100723
71007,24,1770,1301003,"Private,5",41700,7100724
71007,25,2020,1301003,"Private,5",43100,7100725
71007,26,2270,1301003,"Private,5",44500,7100726
71007,27,2520,1301003,"Private,5",45900,7100727
71007,28,2770,1301003,"Private,5",47200,7100728
71007,29,3020,1301003,"Private,5",48600,7100729
71007,30,,1301003,"Private,5",50000,7100730
