GroupId,SubId,DungeonInfoId,NpcInfoId,RecommendLv,RecommendPower,RecommendPeople,MainReward1,MainReward2,MainReward3
104,104016,20122,110416,248,951000,1,1,,
104,104017,20123,110417,254,990200,2,1,,
104,104018,20124,110418,254,990200,2,1,,
104,104019,20125,110419,182,537300,3,1,,
104,104020,20126,110420,222,807500,3,1,,
104,104021,20127,110421,190,667100,3,1,,
104,104022,20128,110422,236,878200,3,1,,
104,104023,20129,110423,262,1037500,3,1,,
104,104024,20130,110424,268,1077600,3,1,,
104,104025,20163,110425,262,1037500,3,1,,
104,104026,20164,110426,268,1077600,3,1,,
104,104027,20165,110427,274,1113800,3,1,,
104,104028,20166,110428,282,1158500,3,1,,
201,201001,20131,120101,20,15600,5,1,460008,911158
201,201002,20132,120102,29,34200,5,1,460008,911159
201,201003,20133,120103,40,80200,5,1,460003,911160
201,201004,20134,120104,52,119100,5,1,460013,911161
201,201005,20135,120105,62,146000,5,1,460003,911162
202,202001,20136,120201,104,241900,20,1,460013,911163
202,202002,20137,120202,120,290900,20,1,460003,911164
202,202003,20138,120203,136,349100,20,1,460013,911165
203,203001,20139,120301,198,334700,20,1,460003,911166
301,301001,20146,130201,198,579500,100,1,911015,911173
