Group,Type,Day,RewardType,RewardItemInfoId,RewardCount,RewardIcon
34,2,1,6,911178,1,Icon_Box_EquipLevelMaterial
34,2,2,6,911178,1,Icon_Box_EquipLevelMaterial
34,2,3,6,910217,2,Icon_Box_EquipLevelMaterial
34,2,4,6,910217,2,Icon_Box_EquipLevelMaterial
34,2,5,6,911179,1,Icon_Box_EquipLevelMaterial
34,2,6,6,910218,1,Icon_Box_EquipLevelMaterial
34,2,7,6,910219,1,Icon_Box_EquipLevelMaterial
34,0,1,6,911178,1,Icon_Box_EquipLevelMaterial
34,0,2,6,911178,1,Icon_Box_EquipLevelMaterial
34,0,3,6,910217,2,Icon_Box_EquipLevelMaterial
34,0,4,6,910217,2,Icon_Box_EquipLevelMaterial
34,0,5,6,911179,1,Icon_Box_EquipLevelMaterial
34,0,6,6,910218,1,Icon_Box_EquipLevelMaterial
34,0,7,6,910219,1,Icon_Box_EquipLevelMaterial
34,1,1,6,911178,1,Icon_Box_EquipLevelMaterial
34,1,2,6,911178,1,Icon_Box_EquipLevelMaterial
34,1,3,6,910217,2,Icon_Box_EquipLevelMaterial
34,1,4,6,910217,2,Icon_Box_EquipLevelMaterial
34,1,5,6,911179,1,Icon_Box_EquipLevelMaterial
34,1,6,6,910218,1,Icon_Box_EquipLevelMaterial
34,1,7,6,910219,1,Icon_Box_EquipLevelMaterial
35,2,1,6,39000011,1,Icon_Event_CandyBox_02
35,2,2,6,39000013,1,Icon_Event_CandyBox_02
35,2,3,6,39000011,2,Icon_Event_CandyBox_02
35,2,4,6,39000013,2,Icon_Event_CandyBox_02
35,2,5,6,39000011,3,Icon_Event_CandyBox_02
35,2,6,6,39000013,3,Icon_Event_CandyBox_02
35,2,7,6,39000012,1,Icon_Box_Valentine
35,0,1,6,39000011,1,Icon_Event_CandyBox_02
35,0,2,6,39000013,1,Icon_Event_CandyBox_02
35,0,3,6,39000011,2,Icon_Event_CandyBox_02
35,0,4,6,39000013,2,Icon_Event_CandyBox_02
35,0,5,6,39000011,3,Icon_Event_CandyBox_02
35,0,6,6,39000013,3,Icon_Event_CandyBox_02
35,0,7,6,39000012,1,Icon_Box_Valentine
35,1,1,6,39000011,1,Icon_Event_CandyBox_02
35,1,2,6,39000013,1,Icon_Event_CandyBox_02
35,1,3,6,39000011,2,Icon_Event_CandyBox_02
35,1,4,6,39000013,2,Icon_Event_CandyBox_02
35,1,5,6,39000011,3,Icon_Event_CandyBox_02
35,1,6,6,39000013,3,Icon_Event_CandyBox_02
35,1,7,6,39000012,1,Icon_Box_Valentine
36,2,1,6,490066,10,Icon_Asset_Protector_Piece01
36,2,2,6,490066,10,Icon_Asset_Protector_Piece01
36,2,3,6,490066,15,Icon_Asset_Protector_Piece01
36,2,4,6,490066,15,Icon_Asset_Protector_Piece01
36,2,5,6,490066,20,Icon_Asset_Protector_Piece01
36,2,6,6,490066,30,Icon_Asset_Protector_Piece01
36,2,7,6,400000,1,Icon_Asset_Protector_01
36,0,1,6,490066,10,Icon_Asset_Protector_Piece01
36,0,2,6,490066,10,Icon_Asset_Protector_Piece01
36,0,3,6,490066,15,Icon_Asset_Protector_Piece01
36,0,4,6,490066,15,Icon_Asset_Protector_Piece01
36,0,5,6,490066,20,Icon_Asset_Protector_Piece01
36,0,6,6,490066,30,Icon_Asset_Protector_Piece01
36,0,7,6,400000,1,Icon_Asset_Protector_01
36,1,1,6,490066,10,Icon_Asset_Protector_Piece01
36,1,2,6,490066,10,Icon_Asset_Protector_Piece01
36,1,3,6,490066,15,Icon_Asset_Protector_Piece01
36,1,4,6,490066,15,Icon_Asset_Protector_Piece01
36,1,5,6,490066,20,Icon_Asset_Protector_Piece01
36,1,6,6,490066,30,Icon_Asset_Protector_Piece01
36,1,7,6,400000,1,Icon_Asset_Protector_01
37,2,1,6,490003,10,Icon_Asset_Diamond_02
37,2,2,6,490003,20,Icon_Asset_Diamond_02
37,2,3,6,490003,30,Icon_Asset_Diamond_02
37,2,4,6,490003,40,Icon_Asset_Diamond_02
37,2,5,6,490003,80,Icon_Asset_Diamond_02
37,2,6,6,490003,120,Icon_Asset_Diamond_02
37,2,7,6,490003,300,Icon_Asset_Diamond_02
37,0,1,6,490003,10,Icon_Asset_Diamond_02
37,0,2,6,490003,20,Icon_Asset_Diamond_02
37,0,3,6,490003,30,Icon_Asset_Diamond_02
37,0,4,6,490003,40,Icon_Asset_Diamond_02
37,0,5,6,490003,80,Icon_Asset_Diamond_02
37,0,6,6,490003,120,Icon_Asset_Diamond_02
37,0,7,6,490003,300,Icon_Asset_Diamond_02
37,1,1,6,490003,10,Icon_Asset_Diamond_02
37,1,2,6,490003,20,Icon_Asset_Diamond_02
37,1,3,6,490003,30,Icon_Asset_Diamond_02
37,1,4,6,490003,40,Icon_Asset_Diamond_02
37,1,5,6,490003,80,Icon_Asset_Diamond_02
37,1,6,6,490003,120,Icon_Asset_Diamond_02
37,1,7,6,490003,300,Icon_Asset_Diamond_02
