Id,GroupId,Rate,ExposeLevel,ProductItemInfold,ProductItemValue,PurchaseLimit,PurchaseLimitValue,PurchaseItemInfold1,PurchaseItemValue1,PurchaseItemInfold2,PurchaseItemValue2
102000012,10200001,10,20,470037,1,6,1,1111111,300,,
102000013,10200001,10,28,470047,1,6,1,1111111,300,,
102000014,10200001,10,38,470057,1,6,1,1111111,300,,
102000015,10200001,10,50,470068,1,6,1,1111111,300,,
102000016,10200001,10,62,470078,1,6,1,1111111,300,,
102000017,10200001,10,74,470086,1,6,1,1111111,300,,
102000018,10200001,10,90,470096,1,6,1,1111111,300,,
102000019,10200001,10,165,470127,1,6,1,1111111,300,,
102000021,10200001,10,140,470118,1,6,1,1111111,300,,
102000023,10200001,5,162,472015,1,6,1,1111111,1200,,
102000024,10200001,5,162,472033,1,6,1,1111111,1200,,
102000025,10200001,5,162,472054,1,6,1,1111111,1200,,
102000031,10200001,5,1,1000100,1,6,1,1111111,2000,,
102000032,10200001,5,20,1000101,1,6,1,1111111,2000,,
102000033,10200001,5,62,1000102,1,6,1,1111111,2000,,
102000034,10200001,5,120,1000103,1,6,1,1111111,2000,,
102000035,10200001,2,1,1000201,1,6,1,1111111,4000,,
102000036,10200001,2,20,1000202,1,6,1,1111111,4000,,
102000037,10200001,2,62,1000203,1,6,1,1111111,4000,,
102000038,10200001,10,1,1001100,1,6,1,1111111,100,,
102000039,10200001,10,20,1001101,1,6,1,1111111,100,,
102000040,10200001,10,62,1001102,1,6,1,1111111,100,,
102000041,10200001,10,120,1001103,1,6,1,1111111,100,,
102000042,10200001,4,1,1001201,1,6,1,1111111,800,,
102000043,10200001,4,20,1001202,1,6,1,1111111,800,,
102000044,10200001,4,62,1001203,1,6,1,1111111,800,,
