Id,GroupId,TeamId,Type,UseType,ManualControl,ControlTime,MultiControl,HitCancel,ForbidUserCancel,Radius,BPName,WorldInfoId,Visible,InitialSpawning,Period,Repeatable,LifeTime,ControlCoolingTime,MaxCount,BasePosX,BasePosY,BasePosZ,RotateP,RotateY,RotateR,SpawnRadius,TotalControlCount,ControlActionType1,ControlActionParam1,ControlActionType2,ControlActionParam2,ControlActionType3,ControlActionParam3,SiegeWarParentNpcSpawnInfoId,CollisionUnitType,CollisionUnitParam,InteractionType,InteractionAnimation,ActivateMaterial,InactivateMaterial,ControlProcessingEffect,ControlCompleteStartEffect,ControlCompleteLoopEffect,InstanceResetAfterControl
211011701,2110117,0,11,2,1,3,1,0,0,100,BP_Gadget_StoneFragment_03,211010,1,1,0,0,0,0,1,-570,10060,340,0,-135,0,0,,46,,46,,46,,,6,,11,,,,,,,0
211011801,2110118,0,11,2,1,3,1,0,0,100,BP_Gadget_StoneFragment_03,211010,1,1,0,0,0,0,1,610,10060,340,0,-225,0,0,,46,,46,,46,,,6,,11,,,,,,,0
1958,10001,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,8183,3912,832,0,44,0,0,,46,,46,,46,,,6,,11,,,,,,,0
1959,10001,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,5631,6366,549,0,49,0,0,,46,,46,,46,,,6,,11,,,,,,,0
1960,10002,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9183,4151,785,0,-179,0,0,,46,,46,,46,,,6,,11,,,,,,,0
1961,10002,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9186,6598,555,0,0,0,0,,46,,46,,46,,,6,,11,,,,,,,0
1962,10003,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,10226,3851,833,0,135,0,0,,46,,46,,46,,,6,,11,,,,,,,0
1963,10003,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,12698,6352,514,0,-44,0,0,,46,,46,,46,,,6,,11,,,,,,,0
1964,10004,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,6063,7217,786,0,0,0,0,,46,,46,,46,,,6,,11,,,,,,,0
1965,10004,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,7845,7724,847,0,0,0,0,,46,,46,,46,,,6,,11,,,,,,,0
1970,10005,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,10255,7518,544,0,-89,0,0,,46,,46,,46,,,6,,11,,,,,,,0
1971,10005,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,12382,7509,524,0,-89,0,0,,46,,46,,46,,,6,,11,,,,,,,0
1982,10009,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,6077,11472,-4,0,-89,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2014,10008,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,13669,10295,305,0,89,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2015,10008,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,13456,8423,526,0,-179,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2016,10007,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9244,10585,297,0,-179,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2017,10009,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,8446,12048,269,0,89,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2021,10010,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,9967,11529,290,0,85,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2022,10006,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,4912,8269,541,0,0,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2023,10010,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,12509,11464,-1,0,-89,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2027,10007,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9194,8680,532,0,-179,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2029,10006,0,11,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,4679,10409,319,0,89,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2038,13000,,11,5,1,5,1,1,0,80,BP_Gadget_SecretMine_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150002",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",46,,,6,,8,,,,,,,0
2039,13000,,11,5,1,5,1,1,0,80,BP_Gadget_SecretMine_02,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150003",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",46,,,6,,8,,,,,,,0
2040,13000,,11,5,1,5,1,1,0,80,BP_Gadget_SecretMine_04,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150004",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",46,,,6,,8,,,,,,,0
2041,13000,,11,5,1,5,1,1,0,80,BP_Gadget_SecretMine_03,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150005",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",46,,,6,,8,,,,,,,0
2042,13000,,11,5,1,15,1,1,0,80,BP_Gadget_SecretMine_05,13000,1,1,300,1,30,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150006",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":5000}",46,,,6,,8,,,,,,,0
2043,13000,,11,5,1,10,1,1,0,80,BP_Gadget_SecretMine_01_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150007",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",46,,,6,,8,,,,,,,0
2044,13000,,11,5,1,10,1,1,0,80,BP_Gadget_SecretMine_02_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150008",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",46,,,6,,8,,,,,,,0
2045,13000,,11,5,1,10,1,1,0,80,BP_Gadget_SecretMine_04_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150009",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",46,,,6,,8,,,,,,,0
2046,13000,,11,5,1,10,1,1,0,80,BP_Gadget_SecretMine_03_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150010",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",46,,,6,,8,,,,,,,0
2047,13000,,11,5,1,20,1,1,0,80,BP_Gadget_SecretMine_05_01,13000,1,1,300,1,30,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150011",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":10000}",46,,,6,,8,,,,,,,0
2048,14000,,11,7,0,0,0,0,0,0,BP_Buff_06,0,1,1,30,1,20,0,1,-880,-680,120,0,0,0,0,,17,"""buffInfoId"":801011,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2049,14000,,11,7,0,0,0,0,0,0,BP_Buff_05,0,1,1,30,1,20,0,1,820,-540,120,0,0,0,0,,17,"""buffInfoId"":801021,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2050,14000,,11,7,0,0,0,0,0,0,BP_Buff_03,0,1,1,30,1,20,0,1,820,1150,120,0,0,0,0,,17,"""buffInfoId"":801031,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2051,14000,,11,7,0,0,0,0,0,0,BP_Buff_04,0,1,1,30,1,20,0,1,-870,1150,120,0,0,0,0,,17,"""buffInfoId"":801041,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2052,15000,,11,8,0,0,0,0,0,0,BP_Buff_06,0,1,1,30,1,20,0,1,0,-1875,107,0,0,0,0,,17,"""buffInfoId"":801011,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2054,15000,,11,8,0,0,0,0,0,0,BP_Buff_05,0,1,1,30,1,20,0,1,1966,0,107,0,0,0,0,,17,"""buffInfoId"":801022,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2055,15000,,11,8,0,0,0,0,0,0,BP_Buff_03,0,1,1,30,1,20,0,1,-1,1836,107,0,0,0,0,,17,"""buffInfoId"":801031,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2057,15000,,11,8,0,0,0,0,0,0,BP_Buff_04,0,1,1,30,1,20,0,1,-1954,2,107,0,0,0,0,,17,"""buffInfoId"":801042,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2058,15000,,11,8,0,0,0,0,0,0,BP_Buff_02,0,1,1,30,1,20,0,1,0,0,107,0,0,0,0,,17,"""buffInfoId"":80105,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2059,15000,,11,8,0,0,0,0,0,0,BP_Buff_01,0,1,1,30,1,20,0,1,0,0,107,0,0,0,0,,17,"""buffInfoId"":80106,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2060,16000,,7,12,0,10,0,1,0,0,BP_Gadget_CrystalOfGuard,18300,1,1,30,1,0,600,1,1121,5814,2,0,0,0,0,,16,,46,,46,,,6,,11,,,,Common/BuffCrystal/HolyArtifact_Processing_Effect_01_B,Common/BuffCrystal/HolyArtifact_Completion_Start_Effect_01_B,Common/BuffCrystal/HolyArtifact_Completion_Effect_01_B,0
2061,16000,,7,12,0,10,0,1,0,0,BP_Gadget_CrystalOfGuard,18300,1,1,30,1,0,600,1,1161,2408,10,0,0,0,0,,16,,46,,46,,,6,,11,,,,Common/BuffCrystal/HolyArtifact_Processing_Effect_01_Y,Common/BuffCrystal/HolyArtifact_Completion_Start_Effect_01_Y,Common/BuffCrystal/HolyArtifact_Completion_Effect_01_Y,0
2062,16000,,7,12,0,10,0,1,0,0,BP_Gadget_CrystalOfGuard,18300,1,1,30,1,0,600,1,5298,2371,229,0,0,0,0,,16,,46,,46,,,6,,11,,,,Common/BuffCrystal/HolyArtifact_Processing_Effect_01_P,Common/BuffCrystal/HolyArtifact_Completion_Start_Effect_01_P,Common/BuffCrystal/HolyArtifact_Completion_Effect_01_P,0
2063,16001,,11,0,1,2,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,1115,4713,-2,0,0,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2064,16001,,11,0,1,2,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,1115,3504,-2,0,0,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2065,16002,,11,0,1,2,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,2145,2353,-2,0,-90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2066,16002,,11,0,1,2,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,3630,2353,-2,0,-90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2067,16003,,11,0,1,2,0,0,0,0,BP_Gadget_SealedBridge,18300,1,1,30,0,0,0,1,1125,4053,0,0,0,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2068,16004,,11,0,1,2,0,0,0,0,BP_Gadget_SealedBridge,18300,1,1,30,0,0,0,1,2874,2364,0,0,-90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2069,18100,,11,0,1,2,0,0,0,0,BP_Gadget_Block_17,0,1,1,30,0,0,0,1,-2697,-34,-158,0,-90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2070,16005,,11,0,1,2,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,6292,2434,228,0,-90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
2071,14001,,11,7,0,0,0,0,0,0,BP_Buff_07,0,1,1,30,1,20,0,1,820,1150,120,0,0,0,0,,17,"""buffInfoId"":801043,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2072,14001,,11,7,0,0,0,0,0,0,BP_Buff_08,0,1,1,30,1,20,0,1,-870,1150,120,0,0,0,0,,17,"""buffInfoId"":801044,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2073,15001,,11,8,0,0,0,0,0,0,BP_Buff_10,0,1,1,30,1,20,0,1,-1,1836,107,0,0,0,0,,17,"""buffInfoId"":801045,""type"":""Npc"",""npcSpawnInfoIdList"":""19000002,19000003,19000004,19000005,19001540""",46,,46,,,6,,11,,,,,,,0
2074,15001,,11,8,0,0,0,0,0,0,BP_Buff_09,0,1,1,30,1,20,0,1,1966,0,107,0,0,0,0,,17,"""buffInfoId"":801046,""type"":""Party""",46,,46,,,6,,11,,,,,,,0
2075,14001,,11,7,0,0,0,0,0,0,BP_Buff_06,0,1,1,30,1,20,0,1,-880,-680,120,0,0,0,0,,17,"""buffInfoId"":801011,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2076,14001,,11,7,0,0,0,0,0,0,BP_Buff_05,0,1,1,30,1,20,0,1,820,-540,120,0,0,0,0,,17,"""buffInfoId"":801021,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2077,15001,,11,8,0,0,0,0,0,0,BP_Buff_06,0,1,1,30,1,20,0,1,0,-1875,107,0,0,0,0,,17,"""buffInfoId"":801011,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2078,15001,,11,8,0,0,0,0,0,0,BP_Buff_05,0,1,1,30,1,20,0,1,0,0,107,0,0,0,0,,17,"""buffInfoId"":801022,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
2080,15001,,11,8,0,0,0,0,0,0,BP_Buff_04,0,1,1,30,1,20,0,1,-1954,2,107,0,0,0,0,,17,"""buffInfoId"":801042,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
3001,3000,,11,10,0,0,0,0,0,0,BP_Buff_02,0,1,1,30,1,10,0,1,0,-990,0,0,0,0,0,,17,"""buffInfoId"":906001,""type"":""Team""",46,,46,,,6,,11,,,,,,,0
3002,3000,,11,10,0,0,0,0,0,0,BP_Buff_04,0,1,1,30,1,10,0,1,0,960,0,0,0,0,0,,17,"""buffInfoId"":906003,""type"":""Team""",46,,46,,,6,,11,,,,,,,0
3101,3100,,9,1,1,15,0,0,0,320,BP_Gadget_CastleSiege_BuffCrystal,0,1,1,60,1,0,0,1,-54,28,0,0,0,0,0,,46,,46,,46,,,6,,10,SiegeCapture,I_Crystal_Disable,I_Crystal_Fire,Common/BuffCrystal/BuffCrystal_Processing_Effect_01_R,Common/BuffCrystal/BuffCrystal_Completion_Start_Effect_01_R,Common/BuffCrystal/BuffCrystal_Completion_Effect_01_R,0
3102,3101,,11,10,0,0,0,0,0,0,BP_Buff_02,0,1,1,30,1,20,0,1,-103,-1128,0,0,0,0,0,,17,"""buffInfoId"":906101,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
3103,3101,,11,10,0,0,0,0,0,0,BP_Buff_02,0,1,1,30,1,20,0,1,-69,1278,0,0,0,0,0,,17,"""buffInfoId"":906101,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
3104,3101,,11,10,0,0,0,0,0,0,BP_Buff_04,0,1,1,30,1,20,0,1,-1214,50,0,0,0,0,0,,17,"""buffInfoId"":906102,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
3105,3101,,11,10,0,0,0,0,0,0,BP_Buff_04,0,1,1,30,1,20,0,1,1110,0,0,0,0,0,0,,17,"""buffInfoId"":906102,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
3106,3102,,11,12,0,,0,0,0,,,,0,0,,0,,,,,,,,,,,,46,,46,,46,,,6,,11,,,,,,,0
3107,3102,,11,12,0,,0,0,0,,,,0,0,,0,,,,,,,,,,,,46,,46,,46,,,6,,11,,,,,,,0
3501,3005,,11,10,1,2,0,1,0,150,BP_Buff_Colosseum_Top,14005,1,1,180,1,0,0,1,0,0,600,0,0,0,0,1,17,"""buffInfoId"":906501,""type"":""Player""",46,,46,,,6,,11,,,,,,,0
7001,7001,0,11,0,0,0,0,0,0,1,BP_Gadget_TutoArrow_02,70001,0,1,1,1,0,0,1,-5662,27,105,0,0,0,0,,46,,46,,46,,,6,,11,,,,,,,0
7002,7002,0,11,0,0,0,0,0,0,1,BP_Gadget_TutoArrow_01,70001,0,1,1,1,0,0,1,-1404,0,105,0,0,0,0,,46,,46,,46,,,6,,11,,,,,,,0
7003,7003,0,11,0,0,0,0,0,0,1,BP_Gadget_TutoArrow_02,70001,0,1,1,1,0,0,1,-9788,-444,105,0,10,0,0,,46,,46,,46,,,6,,11,,,,,,,0
7010,7010,0,11,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-12967,1210,105,0,90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
7011,7011,0,11,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-10438,110,105,0,25,0,0,,46,,46,,46,,,6,,11,,,,,,,0
7012,7012,0,11,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-8873,-251,105,0,90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
7013,7013,0,11,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-6641,-303,105,0,90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
7014,7013,0,11,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-6641,325,105,0,90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
7015,7015,0,11,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-3114,-303,105,0,90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
7016,7015,0,11,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-3114,325,105,0,90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
7017,7014,0,11,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,655,-457,105,0,90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
7018,7014,0,11,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,655,465,105,0,90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
7019,7015,0,11,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-612,-457,105,0,90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
7020,7015,0,11,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-612,465,105,0,90,0,0,,46,,46,,46,,,6,,11,,,,,,,0
