Index,Id,BoxType,BoxItemInfoId,MinItemCount
16003,910114,1,310012,1
16004,910114,1,320012,1
16005,910114,1,330012,1
16006,910114,1,310022,1
16007,910114,1,320022,1
16008,910114,1,330022,1
16009,910114,1,310032,1
16010,910114,1,320032,1
16011,910114,1,330032,1
16012,910114,1,310042,1
16013,910114,1,320042,1
16014,910114,1,330042,1
16015,910114,1,310052,1
16016,910114,1,320052,1
16017,910114,1,330052,1
17000,910121,1,110012,1
17001,910121,1,110022,1
17002,910121,1,110032,1
17003,910121,1,120012,1
17004,910121,1,120022,1
17005,910121,1,120032,1
17006,910121,1,130012,1
17007,910121,1,130022,1
17008,910121,1,130032,1
17009,910121,1,140012,1
17010,910121,1,140022,1
17011,910121,1,140032,1
17012,910121,1,150012,1
17013,910121,1,150022,1
17014,910121,1,150032,1
17015,910121,1,160012,1
17016,910121,1,160022,1
17017,910121,1,160032,1
17024,910121,1,210012,1
17025,910121,1,220012,1
17026,910121,1,230012,1
17027,910121,1,240012,1
17028,910121,1,210022,1
17029,910121,1,220022,1
17030,910121,1,230022,1
17031,910121,1,240022,1
17032,910121,1,210032,1
17033,910121,1,220032,1
17034,910121,1,230032,1
17035,910121,1,240032,1
17036,910121,1,210042,1
17037,910121,1,220042,1
17038,910121,1,230042,1
17039,910121,1,240042,1
17040,910121,1,210052,1
17041,910121,1,220052,1
17042,910121,1,230052,1
17043,910121,1,240052,1
17044,910121,1,210062,1
17045,910121,1,220062,1
17046,910121,1,230062,1
17047,910121,1,240062,1
17060,910121,1,310003,1
17061,910121,1,320003,1
17062,910121,1,330003,1
17063,910121,1,310013,1
17064,910121,1,320013,1
17065,910121,1,330013,1
17066,910121,1,310023,1
17067,910121,1,320023,1
17068,910121,1,330023,1
17069,910121,1,310033,1
17070,910121,1,320033,1
17071,910121,1,330033,1
17072,910121,1,310043,1
17073,910121,1,320043,1
17074,910121,1,330043,1
17075,910121,1,310053,1
17076,910121,1,320053,1
17077,910121,1,330053,1
18000,910122,1,110012,1
18001,910122,1,110022,1
18002,910122,1,110032,1
18003,910122,1,120012,1
18004,910122,1,120022,1
18005,910122,1,120032,1
18006,910122,1,130012,1
18007,910122,1,130022,1
18008,910122,1,130032,1
18009,910122,1,140012,1
18010,910122,1,140022,1
18011,910122,1,140032,1
18012,910122,1,150012,1
18013,910122,1,150022,1
18014,910122,1,150032,1
18015,910122,1,160012,1
18016,910122,1,160022,1
18017,910122,1,160032,1
19000,910123,1,210012,1
19001,910123,1,220012,1
19002,910123,1,230012,1
19003,910123,1,240012,1
19004,910123,1,210022,1
19005,910123,1,220022,1
19006,910123,1,230022,1
19007,910123,1,240022,1
19008,910123,1,210032,1
19009,910123,1,220032,1
19010,910123,1,230032,1
19011,910123,1,240032,1
19012,910123,1,210042,1
19013,910123,1,220042,1
19014,910123,1,230042,1
19015,910123,1,240042,1
19016,910123,1,210052,1
19017,910123,1,220052,1
19018,910123,1,230052,1
19019,910123,1,240052,1
19020,910123,1,210062,1
19021,910123,1,220062,1
19022,910123,1,230062,1
19023,910123,1,240062,1
20000,910124,1,310003,1
20001,910124,1,320003,1
20002,910124,1,330003,1
20003,910124,1,310013,1
20004,910124,1,320013,1
20005,910124,1,330013,1
20006,910124,1,310023,1
20007,910124,1,320023,1
20008,910124,1,330023,1
20009,910124,1,310033,1
20010,910124,1,320033,1
20011,910124,1,330033,1
20012,910124,1,310043,1
20013,910124,1,320043,1
20014,910124,1,330043,1
20015,910124,1,310053,1
20016,910124,1,320053,1
20017,910124,1,330053,1
21000,910131,1,110013,1
21001,910131,1,110023,1
21002,910131,1,110033,1
21003,910131,1,120013,1
21004,910131,1,120023,1
21005,910131,1,120033,1
21006,910131,1,130013,1
21007,910131,1,130023,1
21008,910131,1,130033,1
21009,910131,1,140013,1
21010,910131,1,140023,1
21011,910131,1,140033,1
21012,910131,1,150013,1
21013,910131,1,150023,1
21014,910131,1,150033,1
21015,910131,1,160013,1
21016,910131,1,160023,1
21017,910131,1,160033,1
21024,910131,1,210013,1
21025,910131,1,220013,1
21026,910131,1,230013,1
21027,910131,1,240013,1
21028,910131,1,210023,1
21029,910131,1,220023,1
21030,910131,1,230023,1
21031,910131,1,240023,1
21032,910131,1,210033,1
21033,910131,1,220033,1
21034,910131,1,230033,1
21035,910131,1,240033,1
21036,910131,1,210043,1
21037,910131,1,220043,1
21038,910131,1,230043,1
21039,910131,1,240043,1
21040,910131,1,210053,1
21041,910131,1,220053,1
21042,910131,1,230053,1
21043,910131,1,240053,1
21044,910131,1,210063,1
21045,910131,1,220063,1
21046,910131,1,230063,1
21047,910131,1,240063,1
21060,910131,1,310004,1
21061,910131,1,320004,1
21062,910131,1,330004,1
21063,910131,1,310014,1
21064,910131,1,320014,1
21065,910131,1,330014,1
21066,910131,1,310024,1
21067,910131,1,320024,1
21068,910131,1,330024,1
21069,910131,1,310034,1
21070,910131,1,320034,1
21071,910131,1,330034,1
21072,910131,1,310044,1
21073,910131,1,320044,1
21074,910131,1,330044,1
21075,910131,1,310054,1
21076,910131,1,320054,1
21077,910131,1,330054,1
22000,910132,1,110013,1
22001,910132,1,110023,1
22002,910132,1,110033,1
22003,910132,1,120013,1
22004,910132,1,120023,1
22005,910132,1,120033,1
22006,910132,1,130013,1
22007,910132,1,130023,1
22008,910132,1,130033,1
22009,910132,1,140013,1
22010,910132,1,140023,1
22011,910132,1,140033,1
22012,910132,1,150013,1
22013,910132,1,150023,1
22014,910132,1,150033,1
22015,910132,1,160013,1
22016,910132,1,160023,1
22017,910132,1,160033,1
23000,910133,1,210013,1
23001,910133,1,220013,1
23002,910133,1,230013,1
23003,910133,1,240013,1
23004,910133,1,210023,1
23005,910133,1,220023,1
23006,910133,1,230023,1
23007,910133,1,240023,1
23008,910133,1,210033,1
23009,910133,1,220033,1
23010,910133,1,230033,1
23011,910133,1,240033,1
23012,910133,1,210043,1
23013,910133,1,220043,1
23014,910133,1,230043,1
23015,910133,1,240043,1
23016,910133,1,210053,1
23017,910133,1,220053,1
23018,910133,1,230053,1
23019,910133,1,240053,1
23020,910133,1,210063,1
23021,910133,1,220063,1
23022,910133,1,230063,1
23023,910133,1,240063,1
24000,910134,1,310004,1
24001,910134,1,320004,1
24002,910134,1,330004,1
24003,910134,1,310014,1
24004,910134,1,320014,1
24005,910134,1,330014,1
24006,910134,1,310024,1
24007,910134,1,320024,1
24008,910134,1,330024,1
24009,910134,1,310034,1
24010,910134,1,320034,1
24011,910134,1,330034,1
24012,910134,1,310044,1
24013,910134,1,320044,1
24014,910134,1,330044,1
24015,910134,1,310054,1
24016,910134,1,320054,1
24017,910134,1,330054,1
25000,910141,1,110014,1
25001,910141,1,110024,1
25002,910141,1,110034,1
25003,910141,1,120014,1
25004,910141,1,120024,1
25005,910141,1,120034,1
25006,910141,1,130014,1
25007,910141,1,130024,1
25008,910141,1,130034,1
25009,910141,1,140014,1
25010,910141,1,140024,1
25011,910141,1,140034,1
25012,910141,1,150014,1
25013,910141,1,150024,1
25014,910141,1,150034,1
25015,910141,1,160014,1
25016,910141,1,160024,1
25017,910141,1,160034,1
25024,910141,1,210014,1
25025,910141,1,220014,1
25026,910141,1,230014,1
25027,910141,1,240014,1
25028,910141,1,210024,1
25029,910141,1,220024,1
25030,910141,1,230024,1
25031,910141,1,240024,1
25032,910141,1,210034,1
25033,910141,1,220034,1
25034,910141,1,230034,1
25035,910141,1,240034,1
25036,910141,1,210044,1
25037,910141,1,220044,1
25038,910141,1,230044,1
25039,910141,1,240044,1
25040,910141,1,210054,1
25041,910141,1,220054,1
25042,910141,1,230054,1
25043,910141,1,240054,1
25044,910141,1,210064,1
25045,910141,1,220064,1
25046,910141,1,230064,1
25047,910141,1,240064,1
25060,910141,1,310005,1
25061,910141,1,320005,1
25062,910141,1,330005,1
25063,910141,1,310015,1
25064,910141,1,320015,1
25065,910141,1,330015,1
25066,910141,1,310025,1
25067,910141,1,320025,1
25068,910141,1,330025,1
25069,910141,1,310035,1
25070,910141,1,320035,1
25071,910141,1,330035,1
25072,910141,1,310045,1
25073,910141,1,320045,1
25074,910141,1,330045,1
25075,910141,1,310055,1
25076,910141,1,320055,1
25077,910141,1,330055,1
26000,910142,1,110014,1
26001,910142,1,110024,1
26002,910142,1,110034,1
26003,910142,1,120014,1
26004,910142,1,120024,1
26005,910142,1,120034,1
26006,910142,1,130014,1
26007,910142,1,130024,1
26008,910142,1,130034,1
26009,910142,1,140014,1
26010,910142,1,140024,1
26011,910142,1,140034,1
26012,910142,1,150014,1
26013,910142,1,150024,1
26014,910142,1,150034,1
26015,910142,1,160014,1
26016,910142,1,160024,1
26017,910142,1,160034,1
27000,910143,1,210014,1
27001,910143,1,220014,1
27002,910143,1,230014,1
27003,910143,1,240014,1
27004,910143,1,210024,1
27005,910143,1,220024,1
27006,910143,1,230024,1
27007,910143,1,240024,1
27008,910143,1,210034,1
27009,910143,1,220034,1
27010,910143,1,230034,1
27011,910143,1,240034,1
27012,910143,1,210044,1
27013,910143,1,220044,1
27014,910143,1,230044,1
27015,910143,1,240044,1
27016,910143,1,210054,1
27017,910143,1,220054,1
27018,910143,1,230054,1
27019,910143,1,240054,1
27020,910143,1,210064,1
27021,910143,1,220064,1
27022,910143,1,230064,1
27023,910143,1,240064,1
28000,910144,1,310005,1
28001,910144,1,320005,1
28002,910144,1,330005,1
28003,910144,1,310015,1
28004,910144,1,320015,1
28005,910144,1,330015,1
28006,910144,1,310025,1
28007,910144,1,320025,1
28008,910144,1,330025,1
28009,910144,1,310035,1
28010,910144,1,320035,1
28011,910144,1,330035,1
28012,910144,1,310045,1
28013,910144,1,320045,1
28014,910144,1,330045,1
28015,910144,1,310055,1
28016,910144,1,320055,1
28017,910144,1,330055,1
29000,910151,1,110015,1
29001,910151,1,110025,1
29002,910151,1,110035,1
29003,910151,1,120015,1
29004,910151,1,120025,1
29005,910151,1,120035,1
29006,910151,1,130015,1
29007,910151,1,130025,1
29008,910151,1,130035,1
29009,910151,1,140015,1
29010,910151,1,140025,1
29011,910151,1,140035,1
29012,910151,1,150015,1
29013,910151,1,150025,1
29014,910151,1,150035,1
29015,910151,1,160015,1
29016,910151,1,160025,1
29017,910151,1,160035,1
29024,910151,1,210015,1
29025,910151,1,220015,1
29026,910151,1,230015,1
29027,910151,1,240015,1
29028,910151,1,210025,1
29029,910151,1,220025,1
29030,910151,1,230025,1
29031,910151,1,240025,1
29032,910151,1,210035,1
29033,910151,1,220035,1
29034,910151,1,230035,1
29035,910151,1,240035,1
29036,910151,1,210045,1
29037,910151,1,220045,1
29038,910151,1,230045,1
29039,910151,1,240045,1
29040,910151,1,210055,1
29041,910151,1,220055,1
29042,910151,1,230055,1
29043,910151,1,240055,1
29044,910151,1,210065,1
29045,910151,1,220065,1
29046,910151,1,230065,1
29047,910151,1,240065,1
29060,910151,1,310006,1
29061,910151,1,320006,1
29062,910151,1,330006,1
29063,910151,1,310016,1
29064,910151,1,320016,1
29065,910151,1,330016,1
29066,910151,1,310026,1
29067,910151,1,320026,1
29068,910151,1,330026,1
29069,910151,1,310036,1
29070,910151,1,320036,1
29071,910151,1,330036,1
29072,910151,1,310046,1
29073,910151,1,320046,1
29074,910151,1,330046,1
29075,910151,1,310056,1
29076,910151,1,320056,1
29077,910151,1,330056,1
30000,910152,1,110015,1
30001,910152,1,110025,1
30002,910152,1,110035,1
30003,910152,1,120015,1
30004,910152,1,120025,1
30005,910152,1,120035,1
30006,910152,1,130015,1
30007,910152,1,130025,1
30008,910152,1,130035,1
30009,910152,1,140015,1
30010,910152,1,140025,1
30011,910152,1,140035,1
30012,910152,1,150015,1
30013,910152,1,150025,1
30014,910152,1,150035,1
30015,910152,1,160015,1
30016,910152,1,160025,1
30017,910152,1,160035,1
31000,910153,1,210015,1
31001,910153,1,220015,1
31002,910153,1,230015,1
31003,910153,1,240015,1
31004,910153,1,210025,1
31005,910153,1,220025,1
31006,910153,1,230025,1
31007,910153,1,240025,1
31008,910153,1,210035,1
31009,910153,1,220035,1
31010,910153,1,230035,1
31011,910153,1,240035,1
31012,910153,1,210045,1
31013,910153,1,220045,1
31014,910153,1,230045,1
31015,910153,1,240045,1
31016,910153,1,210055,1
31017,910153,1,220055,1
31018,910153,1,230055,1
31019,910153,1,240055,1
31020,910153,1,210065,1
31021,910153,1,220065,1
31022,910153,1,230065,1
31023,910153,1,240065,1
32000,910154,1,310006,1
32001,910154,1,320006,1
32002,910154,1,330006,1
32003,910154,1,310016,1
32004,910154,1,320016,1
32005,910154,1,330016,1
32006,910154,1,310026,1
32007,910154,1,320026,1
32008,910154,1,330026,1
32009,910154,1,310036,1
32010,910154,1,320036,1
32011,910154,1,330036,1
32012,910154,1,310046,1
32013,910154,1,320046,1
32014,910154,1,330046,1
32015,910154,1,310056,1
32016,910154,1,320056,1
32017,910154,1,330056,1
33000,910201,1,430001,1
33001,910201,1,430011,1
33002,910201,1,430031,1
33003,910201,1,430021,1
33004,910201,1,430061,1
33005,910201,1,430071,1
33006,910201,1,430081,1
33007,910201,1,430041,1
33008,910201,1,430051,1
34000,910202,1,430002,1
34001,910202,1,430012,1
34002,910202,1,430032,1
34003,910202,1,430022,1
34004,910202,1,430062,1
34005,910202,1,430072,1
34006,910202,1,430082,1
34007,910202,1,430042,1
34008,910202,1,430052,1
35000,910203,1,430003,1
35001,910203,1,430013,1
35002,910203,1,430033,1
35003,910203,1,430023,1
35004,910203,1,430063,1
35005,910203,1,430073,1
35006,910203,1,430083,1
35007,910203,1,430043,1
35008,910203,1,430053,1
36000,910204,1,430004,1
36001,910204,1,430014,1
36002,910204,1,430034,1
36003,910204,1,430024,1
36004,910204,1,430064,1
36005,910204,1,430074,1
36006,910204,1,430084,1
36007,910204,1,430044,1
36008,910204,1,430054,1
37000,910205,1,430005,1
37001,910205,1,430015,1
37002,910205,1,430035,1
37003,910205,1,430025,1
37004,910205,1,430065,1
37005,910205,1,430075,1
37006,910205,1,430085,1
37007,910205,1,430045,1
37008,910205,1,430055,1
38000,910206,1,430006,1
38001,910206,1,430016,1
38002,910206,1,430036,1
38003,910206,1,430026,1
38004,910206,1,430066,1
38005,910206,1,430076,1
38006,910206,1,430086,1
38007,910206,1,430046,1
38008,910206,1,430056,1
39007,910301,1,472001,1
39008,910301,1,472002,1
39009,910301,1,472003,1
39010,910301,1,472011,1
39011,910301,1,472012,1
39012,910301,1,472013,1
39013,910301,1,472014,1
39014,910301,1,472021,1
39015,910301,1,472022,1
39016,910301,1,472031,1
39017,910301,1,472032,1
39018,910301,1,472041,1
39019,910301,1,472042,1
39020,910301,1,472043,1
39021,910301,1,472044,1
39022,910301,1,472051,1
39023,910301,1,472052,1
39024,910301,1,472053,1
39025,910301,1,472061,1
39026,910301,1,472062,1
39027,910301,1,472063,1
39028,910301,1,472071,1
39029,910301,1,472072,1
39030,910301,1,470012,1
39031,910301,1,470013,1
39032,910301,1,470024,1
39033,910301,1,470041,1
39034,910301,1,470042,1
39035,910301,1,470043,1
39036,910301,1,470045,1
39037,910301,1,470052,1
39038,910301,1,470053,1
39039,910301,1,470062,1
39040,910301,1,470063,1
39041,910301,1,470064,1
39042,910301,1,470065,1
39043,910301,1,470066,1
39044,910301,1,470067,1
39045,910301,1,470074,1
39046,910301,1,470075,1
39047,910301,1,470076,1
39048,910301,1,470077,1
39049,910301,1,470085,1
39050,910301,1,470092,1
39051,910301,1,470093,1
39052,910301,1,470094,1
39053,910301,1,470104,1
39054,910301,1,470112,1
39055,910301,1,470113,1
39056,910301,1,470114,1
39057,910301,1,470115,1
39058,910301,1,470117,1
39059,910301,1,470123,1
39060,910301,1,470124,1
39061,910301,1,470125,1
39062,910301,1,470126,1
39063,910301,1,470132,1
39064,910301,1,470133,1
39065,910301,1,470134,1
39066,910301,1,470141,1
39067,910301,1,470144,1
39068,910301,1,470145,1
39069,910301,1,470146,1
39081,910301,1,470011,1
39082,910301,1,470014,1
39083,910301,1,470015,1
39084,910301,1,470021,1
39085,910301,1,470022,1
39086,910301,1,470023,1
39087,910301,1,470031,1
39088,910301,1,470032,1
39089,910301,1,470033,1
39090,910301,1,470034,1
39091,910301,1,470035,1
39092,910301,1,470036,1
39093,910301,1,470044,1
39094,910301,1,470046,1
39095,910301,1,470051,1
39096,910301,1,470054,1
39097,910301,1,470055,1
39098,910301,1,470056,1
39099,910301,1,470061,1
39100,910301,1,470071,1
39101,910301,1,470072,1
39102,910301,1,470073,1
39103,910301,1,470081,1
39104,910301,1,470082,1
39105,910301,1,470083,1
39106,910301,1,470084,1
39107,910301,1,470091,1
39108,910301,1,470095,1
39109,910301,1,470101,1
39110,910301,1,470102,1
39111,910301,1,470103,1
39112,910301,1,470105,1
39113,910301,1,470106,1
39114,910301,1,470107,1
39115,910301,1,470111,1
39116,910301,1,470116,1
39117,910301,1,470121,1
39118,910301,1,470122,1
39119,910301,1,470131,1
39120,910301,1,470142,1
39121,910301,1,470143,1
39122,910301,1,470147,1
39129,910301,1,472073,1
39130,910301,1,472081,1
39131,910301,1,472082,1
39132,910301,1,472083,1
40007,910302,1,472001,1
40008,910302,1,472002,1
40009,910302,1,472003,1
40010,910302,1,472011,1
40011,910302,1,472012,1
40012,910302,1,472013,1
40013,910302,1,472014,1
40014,910302,1,472021,1
40015,910302,1,472022,1
40016,910302,1,472031,1
40017,910302,1,472032,1
40018,910302,1,472041,1
40019,910302,1,472042,1
40020,910302,1,472043,1
40021,910302,1,472044,1
40022,910302,1,472051,1
40023,910302,1,472052,1
40024,910302,1,472053,1
40025,910302,1,472061,1
40026,910302,1,472062,1
40027,910302,1,472063,1
40028,910302,1,472071,1
40029,910302,1,472072,1
40030,910302,1,470012,1
40031,910302,1,470013,1
40032,910302,1,470024,1
40033,910302,1,470041,1
40034,910302,1,470042,1
40035,910302,1,470043,1
40036,910302,1,470045,1
40037,910302,1,470052,1
40038,910302,1,470053,1
40039,910302,1,470062,1
40040,910302,1,470063,1
40041,910302,1,470064,1
40042,910302,1,470065,1
40043,910302,1,470066,1
40044,910302,1,470067,1
40045,910302,1,470074,1
40046,910302,1,470075,1
40047,910302,1,470076,1
40048,910302,1,470077,1
40049,910302,1,470085,1
40050,910302,1,470092,1
40051,910302,1,470093,1
40052,910302,1,470094,1
40053,910302,1,470104,1
40054,910302,1,470112,1
40055,910302,1,470113,1
40056,910302,1,470114,1
40057,910302,1,470115,1
40058,910302,1,470117,1
40059,910302,1,470123,1
40060,910302,1,470124,1
40061,910302,1,470125,1
40062,910302,1,470126,1
40063,910302,1,470132,1
40064,910302,1,470133,1
40065,910302,1,470134,1
40066,910302,1,470141,1
40067,910302,1,470144,1
40068,910302,1,470145,1
40069,910302,1,470146,1
40081,910302,1,470011,1
40082,910302,1,470014,1
40083,910302,1,470015,1
40084,910302,1,470021,1
40085,910302,1,470022,1
40086,910302,1,470023,1
40087,910302,1,470031,1
40088,910302,1,470032,1
40089,910302,1,470033,1
40090,910302,1,470034,1
40091,910302,1,470035,1
40092,910302,1,470036,1
40093,910302,1,470044,1
40094,910302,1,470046,1
40095,910302,1,470051,1
40096,910302,1,470054,1
40097,910302,1,470055,1
40098,910302,1,470056,1
40099,910302,1,470061,1
40100,910302,1,470071,1
40101,910302,1,470072,1
40102,910302,1,470073,1
40103,910302,1,470081,1
40104,910302,1,470082,1
40105,910302,1,470083,1
40106,910302,1,470084,1
40107,910302,1,470091,1
40108,910302,1,470095,1
40109,910302,1,470101,1
40110,910302,1,470102,1
40111,910302,1,470103,1
40112,910302,1,470105,1
40113,910302,1,470106,1
40114,910302,1,470107,1
40115,910302,1,470111,1
40116,910302,1,470116,1
40117,910302,1,470121,1
40118,910302,1,470122,1
40119,910302,1,470131,1
40120,910302,1,470142,1
40121,910302,1,470143,1
40122,910302,1,470147,1
40129,910302,1,472073,1
40130,910302,1,472081,1
40131,910302,1,472082,1
40132,910302,1,472083,1
40157,910302,1,470025,1
40158,910302,1,470037,1
40159,910302,1,470047,1
40160,910302,1,470057,1
40161,910302,1,470068,1
40162,910302,1,470078,1
40163,910302,1,470086,1
40164,910302,1,470096,1
40165,910302,1,470118,1
41003,910303,1,470025,1
41004,910303,1,470037,1
41005,910303,1,470047,1
41006,910303,1,470057,1
41007,910303,1,470068,1
41008,910303,1,470078,1
41009,910303,1,470086,1
41010,910303,1,470096,1
41011,910303,1,470118,1
42000,900010,1,410001,1
42001,900010,1,410002,1
42002,900010,1,410003,1
43000,900011,1,410011,1
43001,900011,1,410012,1
43002,900011,1,410013,1
44000,900009,1,420001,1
44001,900009,1,420002,1
44002,900009,1,420003,1
45000,910307,1,450001,1
45001,910307,1,450002,1
45002,910307,1,450003,1
45003,910307,1,450004,1
46000,910308,1,452001,1
46001,910308,1,452002,1
46002,910308,1,452003,1
46003,910308,1,452004,1
47000,900001,4,110010,1
47001,900001,4,110020,1
47002,900001,4,110030,1
47003,900001,4,120010,1
