ShopId,ProductType,ProductValue,ItemType,Grade,ItemInfoId,ProductItemType,BuffInfoId,RateRevisionGrade,RateRevisionValue,GachaIconGradeMin,GachaIconGradeMax
5003,5,0,98,8,,2,,8,,8,8
5003,100,11,11,8,10032,14,,8,,8,8
5014,1001,1,38,8,900008,1,,8,,3,6
5014,5,7,98,8,,2,,8,,8,8
5014,100,1,11,8,10032,14,,8,,8,8
5015,1001,11,38,8,900008,1,,4,1,3,6
5015,5,77,98,8,,2,,8,,8,8
5015,100,11,11,8,10032,14,,8,,8,8
5101,1001,1,38,8,900008,1,,8,,3,6
5101,5,7,98,8,,2,,8,,8,8
5101,100,1,11,8,10032,14,,8,,8,8
5102,1001,11,38,8,900008,1,,4,1,3,6
5102,5,77,98,8,,2,,8,,8,8
5102,100,11,11,8,10032,14,,8,,8,8
5201,1001,1,38,8,900008,1,,8,,3,6
5201,5,7,98,8,,2,,8,,8,8
5201,100,1,11,8,10032,14,,8,,8,8
5202,1001,11,38,8,900008,1,,4,1,3,6
5202,5,77,98,8,,2,,8,,8,8
5202,100,11,11,8,10032,14,,8,,8,8
10001,100,10,13,8,440001,1,,8,,8,8
10002,100,10,15,8,440011,1,,8,,8,8
10003,100,250,18,8,400001,1,,8,,8,8
10017,1000,1,38,8,900001,1,,8,,1,3
10020,100,1,43,8,910310,1,,8,,8,8
10029,100,100,53,8,490049,1,,8,,8,8
13000,100,1,51,1,500304,1,,8,,8,8
13001,100,1,51,1,500404,1,,8,,8,8
13002,100,1,51,1,500504,1,,8,,8,8
13003,100,1,51,1,500604,1,,8,,8,8
13004,100,1,51,1,500704,1,,8,,8,8
13005,100,1,51,1,500804,1,,8,,8,8
13006,100,1,51,1,500904,1,,8,,8,8
13007,100,1,51,1,501004,1,,8,,8,8
13008,100,1,51,1,501104,1,,8,,8,8
13009,100,1,51,1,501204,1,,8,,8,8
13010,100,1,51,1,501304,1,,8,,8,8
13011,100,1,51,1,501404,1,,8,,8,8
13012,100,1,51,1,501504,1,,8,,8,8
13013,100,1,51,1,501604,1,,8,,8,8
13014,100,1,51,1,501704,1,,8,,8,8
13100,100,1,51,3,500302,1,,8,,8,8
13101,100,1,51,3,500402,1,,8,,8,8
13102,100,1,51,3,500502,1,,8,,8,8
13103,100,1,51,3,500602,1,,8,,8,8
13104,100,1,51,3,500702,1,,8,,8,8
13105,100,1,51,3,500802,1,,8,,8,8
13106,100,1,51,3,500902,1,,8,,8,8
13107,100,1,51,3,501002,1,,8,,8,8
13108,100,1,51,3,501102,1,,8,,8,8
13109,100,1,51,3,501202,1,,8,,8,8
13110,100,1,51,3,501302,1,,8,,8,8
13111,100,1,51,3,501402,1,,8,,8,8
13112,100,1,51,3,501502,1,,8,,8,8
13113,100,1,51,3,501602,1,,8,,8,8
13114,100,1,51,3,501702,1,,8,,8,8
13200,100,1,51,4,500301,1,,8,,8,8
13201,100,1,51,4,500401,1,,8,,8,8
13202,100,1,51,4,500501,1,,8,,8,8
13203,100,1,51,4,500601,1,,8,,8,8
13204,100,1,51,4,500701,1,,8,,8,8
13205,100,1,51,4,500801,1,,8,,8,8
13206,100,1,51,4,500901,1,,8,,8,8
13207,100,1,51,4,501001,1,,8,,8,8
13208,100,1,51,4,501101,1,,8,,8,8
13209,100,1,51,4,501201,1,,8,,8,8
13210,100,1,51,4,501301,1,,8,,8,8
13211,100,1,51,4,501401,1,,8,,8,8
13212,100,1,51,4,501501,1,,8,,8,8
13213,100,1,51,4,501601,1,,8,,8,8
13214,100,1,51,4,501701,1,,8,,8,8
30001000,3,60,98,8,,1,,8,,8,8
30001000,2,60,98,8,,2,,8,,8,8
30001010,3,90,98,8,,1,,8,,8,8
30001010,2,90,98,8,,2,,8,,8,8
30001010,4,2,98,8,,2,,8,,8,8
30001020,3,160,98,8,,1,,8,,8,8
30001020,2,160,98,8,,2,,8,,8,8
30001020,4,4,98,8,,2,,8,,8,8
30001030,3,340,98,8,,1,,8,,8,8
30001030,2,340,98,8,,2,,8,,8,8
30001030,4,8,98,8,,2,,8,,8,8
30001040,3,80,98,8,,1,,8,,8,8
30001040,2,80,98,8,,2,,8,,8,8
30001050,3,700,98,8,,1,,8,,8,8
30001050,4,16,98,8,,2,,8,,8,8
30001060,3,1080,98,8,,1,,8,,8,8
30001060,4,25,98,8,,2,,8,,8,8
30001070,3,1900,98,8,,1,,8,,8,8
30001070,4,45,98,8,,2,,8,,8,8
30001080,3,1900,98,8,,1,,8,,8,8
30001080,4,45,98,8,,2,,8,,8,8
30001090,3,4000,98,8,,1,,8,,8,8
30001090,4,100,98,8,,2,,8,,8,8
30001100,3,4000,98,8,,1,,8,,8,8
30001100,4,100,98,8,,2,,8,,8,8
30001110,3,4000,98,8,,1,,8,,8,8
30001110,4,100,98,8,,2,,8,,8,8
30001120,3,4000,98,8,,1,,8,,8,8
30001120,2,2000,98,8,,2,,8,,8,8
30001130,3,1080,98,8,,1,,8,,8,8
30001130,2,540,98,8,,2,,8,,8,8
30001140,3,1080,98,8,,1,,8,,8,8
30001140,2,108,98,8,,2,,8,,8,8
30001150,3,1080,98,8,,1,,8,,8,8
30001150,2,216,98,8,,2,,8,,8,8
30001160,3,1900,98,8,,1,,8,,8,8
30001160,2,190,98,8,,2,,8,,8,8
30001170,3,1900,98,8,,1,,8,,8,8
30001170,2,380,98,8,,2,,8,,8,8
30001180,3,4000,98,8,,1,,8,,8,8
30001180,2,400,98,8,,2,,8,,8,8
30001190,3,4000,98,8,,1,,8,,8,8
30001190,2,800,98,8,,2,,8,,8,8
30001200,3,30,98,8,,1,,8,,8,8
30001200,2,60,98,8,,2,,8,,8,8
30001200,4,1,98,8,,2,,8,,8,8
30002000,3,90,98,8,,1,,8,,8,8
30002000,4,2,98,8,,2,,8,,8,8
30002010,3,160,98,8,,1,,8,,8,8
30002010,4,4,98,8,,2,,8,,8,8
30002010,4,8,98,8,,2,,8,,8,8
30002020,3,340,98,8,,1,,8,,8,8
30002020,4,8,98,8,,2,,8,,8,8
30002020,4,16,98,8,,2,,8,,8,8
30002030,3,700,98,8,,1,,8,,8,8
30002030,4,16,98,8,,2,,8,,8,8
30002030,4,32,98,8,,2,,8,,8,8
30002040,3,1080,98,8,,1,,8,,8,8
30002040,4,25,98,8,,2,,8,,8,8
30002040,4,50,98,8,,2,,8,,8,8
30002050,3,1900,98,8,,1,,8,,8,8
30002050,4,45,98,8,,2,,8,,8,8
30002050,4,90,98,8,,2,,8,,8,8
30002060,3,4000,98,8,,1,,8,,8,8
30002060,4,100,98,8,,2,,8,,8,8
30002060,4,200,98,8,,2,,8,,8,8
30002070,3,60,98,8,,1,,8,,8,8
30002070,4,1,98,8,,2,,8,,8,8
30002080,3,160,98,8,,1,,8,,8,8
30002080,4,4,98,8,,2,,8,,8,8
30002090,3,340,98,8,,1,,8,,8,8
30002090,4,8,98,8,,2,,8,,8,8
30002100,3,700,98,8,,1,,8,,8,8
30002100,4,16,98,8,,2,,8,,8,8
30002110,3,1080,98,8,,1,,8,,8,8
30002110,4,25,98,8,,2,,8,,8,8
30002120,3,1900,98,8,,1,,8,,8,8
30002120,4,45,98,8,,2,,8,,8,8
30002130,3,4000,98,8,,1,,8,,8,8
30002130,4,100,98,8,,2,,8,,8,8
30003000,2,1200,98,8,,1,,8,,8,8
30003000,2,120,98,8,,4,,8,,8,8
30003001,3,1200,98,8,,1,,8,,8,8
30003001,2,240,98,8,,4,,8,,8,8
30003100,1,50000,98,8,,1,,8,,8,8
30003100,1,10000,98,8,,9,,8,,8,8
30003101,1,160000,98,8,,1,,8,,8,8
30003101,1,30000,98,8,,9,,8,,8,8
30004000,100,1,38,4,919002,1,,8,,8,8
30004001,100,1,38,8,900005,1,,8,,8,8
30004002,100,1,32,6,490026,1,,8,,8,8
30004003,100,1,33,5,490037,1,,8,,8,8
30004004,100,1,6,8,410011,1,,8,,8,8
30004005,100,1,5,8,410012,1,,8,,8,8
30004006,100,1,4,8,410013,1,,8,,8,8
30004007,100,1,38,8,900011,1,,8,,8,8
30004008,100,3,38,8,900011,1,,8,,8,8
30004100,100,1,62,8,30471001,1,,8,,8,8
30004101,100,1,62,8,30471002,1,,8,,8,8
30004102,100,10,11,8,510102,1,,8,,8,8
30004103,100,10,11,8,510101,1,,8,,8,8
30004104,100,1,11,8,510009,1,,8,,8,8
30004105,100,1,11,8,510008,1,,8,,8,8
30004106,100,1,11,8,510007,1,,8,,8,8
30004107,100,1,11,8,510011,1,,8,,8,8
30004108,100,1,11,8,510001,1,,8,,8,8
30004109,100,1,11,8,510002,1,,8,,8,8
30004110,100,1,11,8,510003,1,,8,,8,8
30004111,100,200,11,8,480105,1,,8,,8,8
30004112,100,150,11,8,480104,1,,8,,8,8
30004113,100,100,11,8,480103,1,,8,,8,8
30004114,100,1,11,8,510009,1,,8,,8,8
30004115,100,1,11,8,510008,1,,8,,8,8
30004116,100,1,11,8,510001,1,,8,,8,8
30004117,100,1,11,8,510002,1,,8,,8,8
30004118,100,1,11,8,510003,1,,8,,8,8
30004119,100,5,11,8,480105,1,,8,,8,8
30004120,100,5,11,8,480104,1,,8,,8,8
30004121,100,5,11,8,480103,1,,8,,8,8
30004122,100,1,11,8,510012,1,,8,,8,8
30004123,100,1,11,8,510013,1,,8,,8,8
30004124,100,1,11,8,510014,1,,8,,8,8
30004125,100,1,11,8,510015,1,,8,,8,8
30004126,100,50,62,8,470001,1,,8,,8,8
30004200,100,1,38,8,910237,1,,8,,8,8
30004201,100,3,38,8,910221,1,,8,,8,8
30004202,100,3,38,8,900009,1,,8,,8,8
30004203,100,3,38,8,910214,1,,8,,8,8
30004204,100,3,38,8,910308,1,,8,,8,8
30004205,100,1,17,8,400000,1,,8,,8,8
30004206,100,10,38,8,910220,1,,8,,8,8
30004207,100,10,38,8,900010,1,,8,,8,8
30004208,100,10,19,8,410001,1,,8,,8,8
30004209,100,10,2,8,410002,1,,8,,8,8
30004210,100,10,0,8,410003,1,,8,,8,8
30004211,100,3,37,8,452001,1,,8,,8,8
30004212,100,3,37,8,452002,1,,8,,8,8
30004213,100,3,37,8,452003,1,,8,,8,8
30004214,100,3,37,8,452004,1,,8,,8,8
30004215,100,15,20,8,420001,1,,8,,8,8
30004216,100,15,3,8,420002,1,,8,,8,8
30004217,100,15,1,8,420003,1,,8,,8,8
30004218,100,5,38,4,910218,1,,8,,8,8
30004219,100,5,38,8,900009,1,,8,,8,8
30004220,100,10,38,8,910221,1,,8,,8,8
30004221,100,10,38,8,910221,1,,8,,8,8
30004222,100,5,38,5,910219,1,,8,,8,8
30004223,100,5,38,6,911041,1,,8,,8,8
30004224,100,10,20,8,420001,1,,8,,8,8
30004225,100,10,3,8,420002,1,,8,,8,8
30004226,100,10,1,8,420003,1,,8,,8,8
30004227,100,5,38,8,910220,1,,8,,8,8
30004228,100,5,19,8,410001,1,,8,,8,8
30004229,100,5,2,8,410002,1,,8,,8,8
30004230,100,5,0,8,410003,1,,8,,8,8
30004231,100,3,38,8,910237,1,,8,,8,8
30004232,100,3,6,8,410011,1,,8,,8,8
30004233,100,3,5,8,410012,1,,8,,8,8
30004234,100,3,4,8,410013,1,,8,,8,8
30004235,100,10,11,8,510102,1,,8,,8,8
30004236,100,20,11,8,510101,1,,8,,8,8
30004237,100,1,11,8,510001,1,,8,,8,8
30004238,100,1,11,8,510002,1,,8,,8,8
30004239,100,1,11,8,510003,1,,8,,8,8
30004240,100,100,11,8,480105,1,,8,,8,8
30004241,100,100,11,8,480104,1,,8,,8,8
30004242,100,50,62,8,470001,1,,8,,8,8
30004300,100,3,38,3,30919003,1,,8,,8,8
30004301,100,1,38,4,30919004,1,,8,,8,8
30004302,100,1,38,8,34000101,1,,8,,8,8
30004303,100,1,23,3,430003,1,,8,,8,8
30004304,100,1,23,3,430013,1,,8,,8,8
30004305,100,1,23,3,430043,1,,8,,8,8
30004306,100,1,23,3,430053,1,,8,,8,8
30004307,100,1,23,3,430023,1,,8,,8,8
30004308,100,1,23,3,430033,1,,8,,8,8
30004309,100,1,23,3,430063,1,,8,,8,8
30004310,100,1,23,3,430073,1,,8,,8,8
30004311,100,1,23,3,430083,1,,8,,8,8
30004312,100,3,23,2,430002,1,,8,,8,8
30004313,100,3,23,2,430012,1,,8,,8,8
30004314,100,3,23,2,430042,1,,8,,8,8
30004315,100,3,23,2,430052,1,,8,,8,8
30004316,100,3,23,2,430022,1,,8,,8,8
30004317,100,3,23,2,430032,1,,8,,8,8
30004318,100,3,23,2,430062,1,,8,,8,8
30004319,100,3,23,2,430072,1,,8,,8,8
30004320,100,3,23,2,430082,1,,8,,8,8
30110000,3,600,98,8,,1,,8,,8,8
30110000,100,1000,13,8,440001,2,,8,,8,8
30110000,100,1000,15,8,440011,2,,8,,8,8
30110000,100,5000,18,8,400001,2,,8,,8,8
30110000,201,120,98,8,,2,,8,,8,8
30110001,3,1500,98,8,,1,,8,,8,8
30110001,100,1000,13,8,440001,2,,8,,8,8
30110001,100,1000,15,8,440011,2,,8,,8,8
30110001,100,10000,18,8,400001,2,,8,,8,8
30110001,201,100,98,8,,2,,8,,8,8
30110002,2,500,98,8,,1,,8,,8,8
30110002,100,1,38,3,911123,2,,8,,8,8
30110002,100,1000,18,8,400001,2,,8,,8,8
30110003,2,1200,98,8,,1,,8,,8,8
30110003,100,1,38,3,911122,2,,8,,8,8
30110003,100,1000,29,8,490005,2,,8,,8,8
30110004,2,2000,98,8,,1,,8,,8,8
30110004,100,1,38,3,910124,2,,8,,8,8
30110004,1,100000,98,8,,2,,8,,8,8
30110005,2,1200,98,8,,1,,8,,8,8
30110005,100,1,38,4,910255,2,,8,,8,8
30110005,100,10,3,8,420002,2,,8,,8,8
30110006,2,2000,98,8,,1,,8,,8,8
30110006,100,1,38,4,910254,2,,8,,8,8
30110006,100,10,20,8,420001,2,,8,,8,8
30110007,2,4000,98,8,,1,,8,,8,8
30110007,100,1,38,4,911042,2,,8,,8,8
30110007,100,10,1,8,420003,2,,8,,8,8
30110008,2,1200,98,8,,1,,8,,8,8
30110008,100,1,38,5,910257,2,,8,,8,8
30110008,100,1,33,4,490027,2,,8,,8,8
30110009,2,2000,98,8,,1,,8,,8,8
30110009,100,1,38,5,911012,2,,8,,8,8
30110009,100,1,33,5,490037,2,,8,,8,8
30110010,2,4000,98,8,,1,,8,,8,8
30110010,100,1,38,5,910213,2,,8,,8,8
30110010,100,1,32,6,490026,2,,8,,8,8
30110011,1,500000,98,8,,1,,8,,8,8
30110011,100,3,38,8,913001,2,,8,,8,8
30110011,100,3,38,8,910004,2,,8,,8,8
30110011,100,1,30,8,490031,2,,8,,8,8
30110011,100,30,40,8,449999,2,,8,,8,8
30110012,1,500000,98,8,,1,,8,,8,8
30110012,100,3,38,8,913001,2,,8,,8,8
30110012,100,3,38,8,910004,2,,8,,8,8
30110012,100,1,30,8,490031,2,,8,,8,8
30110012,100,30,40,8,449999,2,,8,,8,8
30110013,1,500000,98,8,,1,,8,,8,8
30110013,100,3,38,8,913001,2,,8,,8,8
30110013,100,3,38,8,910004,2,,8,,8,8
30110013,100,1,30,8,490031,2,,8,,8,8
30110013,100,30,40,8,449999,2,,8,,8,8
30110014,1,250000,98,8,,1,,8,,8,8
30110014,100,2,38,8,913001,2,,8,,8,8
30110014,100,5,38,8,900010,2,,8,,8,8
30110014,100,3,30,8,490030,2,,8,,8,8
30110014,100,20,40,8,449999,2,,8,,8,8
30110015,2,600,98,8,,1,,8,,8,8
30110015,3,600,98,8,,2,,8,,8,8
30110015,100,1,38,4,910254,2,,8,,8,8
30110015,100,1000,29,8,490005,2,,8,,8,8
30110016,2,2000,98,8,,1,,8,,8,8
30110016,3,2000,98,8,,2,,8,,8,8
30110016,100,1,38,5,910212,2,,8,,8,8
30110016,100,10,38,8,910221,2,,8,,8,8
30110016,100,10,38,4,910218,2,,8,,8,8
30110017,2,2000,98,8,,1,,8,,8,8
30110017,3,2000,98,8,,2,,8,,8,8
30110017,100,1,38,5,910213,2,,8,,8,8
30110017,100,1,33,5,490037,2,,8,,8,8
30120001,1,50000,98,8,,1,,8,,8,8
30120001,100,5,38,8,910308,2,,8,,8,8
30120001,100,20,38,8,910007,2,,8,,8,8
30120002,1,100000,98,8,,1,,8,,8,8
30120002,100,10,38,8,910308,2,,8,,8,8
30120002,100,30,38,8,910007,2,,8,,8,8
30120003,1,150000,98,8,,1,,8,,8,8
30120003,100,15,38,8,910308,2,,8,,8,8
30120003,100,40,38,8,910007,2,,8,,8,8
30120004,1,50000,98,8,,1,,8,,8,8
30120004,100,1000,29,8,490005,2,,8,,8,8
30120005,1,150000,98,8,,1,,8,,8,8
30120005,100,3000,29,8,490005,2,,8,,8,8
30120006,1,150000,98,8,,1,,8,,8,8
30120006,100,3000,29,8,490005,2,,8,,8,8
30120007,2,360,98,8,,1,,8,,8,8
30120007,100,1,30,8,490031,2,,8,,8,8
30120008,2,1200,98,8,,1,,8,,8,8
30120008,1,100000,98,8,,2,,8,,8,8
30120008,100,3,30,8,490031,2,,8,,8,8
30120009,2,2500,98,8,,1,,8,,8,8
30120009,4,50,98,8,,2,,8,,8,8
30120009,1,150000,98,8,,2,,8,,8,8
30120009,100,3,38,8,900005,2,,8,,8,8
30120010,100,20,38,8,910214,1,,8,,8,8
30120010,100,40,38,8,910007,2,,8,,8,8
30120011,1,1000000,98,8,,1,,8,,8,8
30120012,2,2500,98,8,,1,,8,,8,8
30120012,4,50,98,8,,2,,8,,8,8
30120012,1,150000,98,8,,2,,8,,8,8
30120012,100,3,38,8,900005,2,,8,,8,8
30120013,2,2500,98,8,,1,,8,,8,8
30120013,4,50,98,8,,2,,8,,8,8
30120013,1,150000,98,8,,2,,8,,8,8
30120013,100,3,38,8,900005,2,,8,,8,8
30120014,100,1,26,8,910232,1,,8,,8,8
30120014,100,1,25,8,910252,2,,8,,8,8
30120014,100,1,38,8,910222,2,,8,,8,8
30130000,3,300,98,8,,1,,8,,8,8
30130000,4,20,98,8,,2,,8,,8,8
30130000,100,3,38,8,910004,2,,8,,8,8
30130001,2,1000,98,8,,1,,8,,8,8
30130001,4,50,98,8,,2,,8,,8,8
30130001,100,5,38,8,910004,2,,8,,8,8
30130001,100,1,17,8,400000,2,,8,,8,8
30130002,2,3000,98,8,,1,,8,,8,8
30130002,1,200000,98,8,,2,,8,,8,8
30130002,100,40,38,8,910221,2,,8,,8,8
30130003,1,200000,98,8,,1,,8,,8,8
30130003,100,10,38,3,910217,2,,8,,8,8
30130004,1,300000,98,8,,1,,8,,8,8
30130004,100,5,38,4,910218,2,,8,,8,8
30130004,100,10,38,3,910217,2,,8,,8,8
30130005,1,500000,98,8,,1,,8,,8,8
30130005,100,3,38,5,910219,2,,8,,8,8
30130005,100,10,38,4,910218,2,,8,,8,8
30130006,2,1200,98,8,,1,,8,,8,8
30130006,4,20,98,8,,2,,8,,8,8
30130006,100,5,38,8,910237,2,,8,,8,8
30130006,100,10,38,8,910220,2,,8,,8,8
30130007,2,1000,98,8,,1,,8,,8,8
30130007,1,50000,98,8,,2,,8,,8,8
30130007,100,7,38,8,34000102,2,,8,,8,8
30130008,2,1000,98,8,,1,,8,,8,8
30130008,1,100000,98,8,,2,,8,,8,8
30130008,100,3,38,8,34000105,2,,8,,8,8
30130009,2,2000,98,8,,1,,8,,8,8
30130009,1,200000,98,8,,2,,8,,8,8
30130009,100,3,38,8,34000106,2,,8,,8,8
30130010,2,120,98,8,,1,,8,,8,8
30130010,100,1,38,4,911011,2,,8,,8,8
30130011,3,500,98,8,,1,,8,,8,8
30130011,2,500,98,8,,2,,8,,8,8
30130011,100,5,38,8,910237,2,,8,,8,8
30130011,100,5,17,8,400000,2,,8,,8,8
30130012,1,100000,98,8,,1,,8,,8,8
30130012,100,1,32,6,490026,2,,8,,8,8
30130013,2,1000,98,8,,1,,8,,8,8
30130013,4,50,98,8,,2,,8,,8,8
30130013,100,5,38,8,910004,2,,8,,8,8
30130013,100,1,17,8,400000,2,,8,,8,8
30130014,2,3000,98,8,,1,,8,,8,8
30130014,1,200000,98,8,,2,,8,,8,8
30130014,100,40,38,8,910221,2,,8,,8,8
30130015,2,3000,98,8,,1,,8,,8,8
30130015,1,200000,98,8,,2,,8,,8,8
30130015,100,40,38,8,910221,2,,8,,8,8
30130016,2,1200,98,8,,1,,8,,8,8
30130016,4,20,98,8,,2,,8,,8,8
30130016,100,5,38,8,910237,2,,8,,8,8
30130016,100,10,38,8,910220,2,,8,,8,8
30130017,2,300,98,8,,1,,8,,8,8
30130017,100,1,38,4,919002,2,,8,,8,8
30130018,2,300,98,8,,1,,8,,8,8
30130018,100,1,38,3,910124,2,,8,,8,8
30130019,100,1,38,4,911132,1,,8,,8,8
30130019,100,1,38,4,911133,2,,8,,8,8
30150000,1,100000,98,8,,1,,8,,8,8
30150000,100,40,62,8,470001,2,,8,,8,8
30150000,100,10,38,2,30481002,2,,8,,8,8
30150000,100,5,67,8,410004,2,,8,,8,8
30150001,1,150000,98,8,,1,,8,,8,8
30150001,100,80,62,8,470001,2,,8,,8,8
30150001,100,10,38,3,30481003,2,,8,,8,8
30150001,100,5,67,8,410004,2,,8,,8,8
30150002,1,300000,98,8,,1,,8,,8,8
30150002,100,120,62,8,470001,2,,8,,8,8
30150002,100,10,38,4,30481004,2,,8,,8,8
30150002,100,10,67,8,410004,2,,8,,8,8
30150003,3,1000,98,8,,1,,8,,8,8
30150003,100,1,62,8,30471001,2,,8,,8,8
30150003,100,1,61,8,470004,2,,8,,8,8
30150003,100,40,62,8,470001,2,,8,,8,8
30150003,100,5,67,8,410004,2,,8,,8,8
30150004,3,1500,98,8,,1,,8,,8,8
30150004,100,1,62,8,30471002,2,,8,,8,8
30150004,100,1,61,8,470003,2,,8,,8,8
30150004,100,40,62,8,470001,2,,8,,8,8
30150004,100,5,67,8,410004,2,,8,,8,8
30160000,2,1500,98,8,,1,,8,,8,8
30160000,100,1,38,3,911122,1,,8,,8,8
30160000,2,1000,98,8,,5,,8,,8,8
30160000,100,1,38,3,911123,5,,8,,8,8
30160000,2,1000,98,8,,5,,8,,8,8
30160000,100,1,38,1,30919001,5,,8,,8,8
30160000,2,1500,98,8,,5,,8,,8,8
30160000,100,2,38,1,30919001,5,,8,,8,8
30160000,2,1500,98,8,,5,,8,,8,8
30160000,100,3,38,1,30919001,5,,8,,8,8
30160000,2,2000,98,8,,5,,8,,8,8
30160000,100,1,38,2,30919002,5,,8,,8,8
30160001,2,1500,98,8,,1,,8,,8,8
30160001,100,1,38,4,911132,1,,8,,8,8
30160001,2,1000,98,8,,5,,8,,8,8
30160001,100,1,38,4,911133,5,,8,,8,8
30160001,2,1000,98,8,,5,,8,,8,8
30160001,100,1,38,2,30919002,5,,8,,8,8
30160001,2,1500,98,8,,5,,8,,8,8
30160001,100,2,38,2,30919002,5,,8,,8,8
30160001,2,1500,98,8,,5,,8,,8,8
30160001,100,3,38,2,30919002,5,,8,,8,8
30160001,2,2000,98,8,,5,,8,,8,8
30160001,100,1,38,3,30919003,5,,8,,8,8
30160002,2,1500,98,8,,1,,8,,8,8
30160002,100,1,33,4,490027,1,,8,,8,8
30160002,2,500,98,8,,5,,8,,8,8
30160002,100,1,38,3,30919003,5,,8,,8,8
30160002,2,500,98,8,,5,,8,,8,8
30160002,100,1,38,3,30919003,5,,8,,8,8
30160002,2,500,98,8,,5,,8,,8,8
30160002,100,1,38,3,30919003,5,,8,,8,8
30160002,2,500,98,8,,5,,8,,8,8
30160002,100,1,38,3,30919003,5,,8,,8,8
30160002,2,500,98,8,,5,,8,,8,8
30160002,100,1,38,3,30919003,5,,8,,8,8
30160002,2,500,98,8,,5,,8,,8,8
30160002,100,1,33,5,490037,5,,8,,8,8
30160002,2,500,98,8,,5,,8,,8,8
30160002,100,1,38,3,30919003,5,,8,,8,8
30160002,2,500,98,8,,5,,8,,8,8
30160002,100,1,38,3,30919003,5,,8,,8,8
30160002,2,500,98,8,,5,,8,,8,8
30160002,100,1,38,3,30919003,5,,8,,8,8
30160002,2,500,98,8,,5,,8,,8,8
30160002,100,1,38,3,30919003,5,,8,,8,8
30160002,2,1000,98,8,,5,,8,,8,8
30160002,100,1,38,3,30919003,5,,8,,8,8
30160002,2,1000,98,8,,5,,8,,8,8
30160002,100,1,33,5,490037,5,,8,,8,8
30170000,2,1000,98,8,,1,,8,,8,8
30170000,2,500,98,8,,8,,8,,8,8
30170000,100,1,38,8,34001000,8,,8,,8,8
30170000,100,40,7,8,400002,8,,8,,8,8
30170000,2,500,98,8,,8,,8,,8,8
30170000,100,1,38,8,34001001,8,,8,,8,8
30170000,100,40,7,8,400002,8,,8,,8,8
30170000,2,500,98,8,,8,,8,,8,8
30170000,100,1,38,8,34001002,8,,8,,8,8
30170000,100,40,7,8,400002,8,,8,,8,8
30170000,2,500,98,8,,8,,8,,8,8
30170000,100,1,38,8,34001003,8,,8,,8,8
30170000,100,40,7,8,400002,8,,8,,8,8
30170000,2,500,98,8,,8,,8,,8,8
30170000,100,1,38,8,34001004,8,,8,,8,8
30170000,100,40,7,8,400002,8,,8,,8,8
30170000,2,500,98,8,,8,,8,,8,8
30170000,100,1,38,8,34001005,8,,8,,8,8
30170000,100,40,7,8,400002,8,,8,,8,8
30170000,2,500,98,8,,8,,8,,8,8
30170000,100,1,38,8,34001006,8,,8,,8,8
30170000,100,40,7,8,400002,8,,8,,8,8
30170000,2,500,98,8,,8,,8,,8,8
30170000,100,1,38,8,34001007,8,,8,,8,8
30170000,100,40,7,8,400002,8,,8,,8,8
30170000,2,500,98,8,,8,,8,,8,8
30170000,100,1,38,8,34001008,8,,8,,8,8
30170000,100,40,7,8,400002,8,,8,,8,8
30170000,2,500,98,8,,8,,8,,8,8
