Id,Level,Exp
1,414,183552
1,415,184320
1,416,184832
1,417,185600
1,418,186368
1,419,187136
1,420,188160
1,421,189440
1,422,190720
5,1,12000
5,2,12000
5,3,12000
5,4,12000
5,5,12000
5,6,16000
5,7,16000
5,8,16000
5,9,16000
5,10,16000
5,11,24000
5,12,24000
5,13,24000
5,14,24000
5,15,24000
5,16,24000
5,17,24000
5,18,32000
5,19,32000
5,20,32000
5,21,40000
5,22,48000
5,23,57120
5,24,67840
5,25,79200
5,26,92800
5,27,104000
5,28,123200
5,29,144000
5,30,166400
5,31,179200
5,32,204800
5,33,217600
5,34,243200
5,35,256000
5,36,268800
5,37,281600
5,38,294400
5,39,307200
5,40,307200
5,41,320000
5,42,326400
5,43,328960
5,44,331520
5,45,331520
5,46,331520
5,47,332800
5,48,334080
5,49,335360
5,50,335360
5,51,335360
5,52,336640
5,53,336640
5,54,336640
5,55,336640
5,56,336640
5,57,336640
5,58,336640
5,59,336640
5,60,336640
5,61,336640
5,62,336640
5,63,336640
5,64,336640
5,65,336640
5,66,336640
5,67,336640
5,68,336640
5,69,336640
5,70,336640
5,71,337920
5,72,337920
5,73,337920
5,74,337920
5,75,337920
5,76,339200
5,77,339200
5,78,339200
5,79,340480
5,80,341760
5,81,341760
5,82,343040
5,83,344320
5,84,345600
5,85,346880
5,86,349440
5,87,350720
5,88,353280
5,89,355840
5,90,358400
5,91,360960
5,92,363520
5,93,367360
5,94,371200
5,95,375040
5,96,378880
5,97,382720
5,98,387840
5,99,392960
5,100,398080
5,101,404480
5,102,409600
5,103,416000
5,104,423680
5,105,430080
5,106,437760
5,107,446720
5,108,454400
5,109,463360
5,110,473600
5,111,482560
5,112,492800
5,113,504320
5,114,514560
5,115,526080
5,116,538880
5,117,538880
5,118,538880
5,119,538880
5,120,538880
5,121,540160
5,122,540160
5,123,540160
5,124,540160
5,125,540160
5,126,541440
5,127,541440
5,128,542720
5,129,542720
5,130,544000
5,131,545280
5,132,546560
5,133,547840
5,134,549120
5,135,551680
5,136,551680
5,137,551680
5,138,551680
5,139,551680
5,140,551680
5,141,551680
5,142,552960
5,143,552960
5,144,552960
5,145,552960
5,146,552960
5,147,552960
5,148,552960
5,149,552960
5,150,552960
5,151,552960
5,152,552960
5,153,552960
5,154,552960
5,155,552960
5,156,552960
5,157,552960
5,158,552960
5,159,552960
5,160,552960
5,161,552960
5,162,552960
5,163,552960
5,164,552960
5,165,552960
5,166,552960
5,167,552960
5,168,552960
5,169,552960
5,170,552960
5,171,552960
5,172,552960
5,173,552960
5,174,552960
5,175,552960
5,176,552960
5,177,552960
5,178,552960
5,179,554240
5,180,554240
5,181,554240
5,182,554240
5,183,554240
5,184,555520
5,185,555520
5,186,555520
5,187,555520
5,188,555520
5,189,556800
5,190,556800
5,191,556800
5,192,556800
5,193,556800
5,194,556800
5,195,556800
5,196,558080
5,197,558080
5,198,558080
5,199,559360
5,200,559360
5,201,560640
5,202,561920
5,203,561920
5,204,563200
5,205,564480
5,206,567040
5,207,568320
5,208,569600
5,209,572160
5,210,574720
5,211,577280
5,212,579840
5,213,582400
5,214,586240
5,215,590080
5,216,593920
5,217,597760
5,218,602880
5,219,606720
5,220,611840
5,221,616960
5,222,623360
5,223,629760
5,224,636160
5,225,642560
5,226,650240
5,227,657920
5,228,665600
5,229,673280
5,230,682240
5,231,692480
5,232,701440
5,233,711680
5,234,723200
5,235,733440
5,236,746240
5,237,757760
5,238,770560
5,239,783360
5,240,784640
5,241,784640
5,242,784640
5,243,784640
5,244,784640
5,245,784640
5,246,784640
5,247,785920
5,248,785920
5,249,785920
5,250,787200
5,251,787200
5,252,788480
5,253,789760
5,254,789760
5,255,791040
5,256,792320
5,257,794880
5,258,796160
5,259,797440
5,260,800000
5,261,802560
5,262,805120
5,263,807680
5,264,810240
5,265,811520
5,266,811520
5,267,811520
5,268,811520
5,269,811520
5,270,812800
5,271,812800
5,272,812800
5,273,812800
5,274,812800
5,275,814080
5,276,814080
5,277,815360
5,278,815360
5,279,816640
5,280,816640
5,281,816640
5,282,817920
5,283,817920
5,284,817920
5,285,817920
5,286,817920
5,287,817920
5,288,817920
5,289,817920
5,290,819200
5,291,819200
5,292,819200
5,293,819200
5,294,819200
5,295,819200
5,296,819200
5,297,819200
5,298,819200
5,299,819200
5,300,819200
5,301,819200
5,302,819200
5,303,819200
5,304,819200
5,305,819200
5,306,819200
5,307,819200
5,308,819200
5,309,819200
5,310,819200
5,311,819200
5,312,819200
5,313,819200
5,314,819200
5,315,819200
5,316,819200
5,317,819200
5,318,819200
5,319,819200
5,320,819200
5,321,819200
5,322,819200
5,323,819200
5,324,819200
5,325,819200
5,326,819200
5,327,819200
5,328,819200
5,329,819200
5,330,819200
5,331,819200
5,332,819200
5,333,819200
5,334,819200
5,335,819200
5,336,819200
5,337,819200
5,338,819200
5,339,819200
5,340,819200
5,341,819200
5,342,819200
5,343,819200
5,344,819200
5,345,819200
5,346,820480
5,347,820480
5,348,820480
5,349,820480
5,350,820480
5,351,821760
5,352,821760
5,353,821760
5,354,823040
5,355,824320
5,356,824320
5,357,825600
5,358,825600
5,359,825600
5,360,825600
5,361,826880
5,362,826880
5,363,826880
5,364,826880
5,365,826880
5,366,826880
5,367,826880
5,368,828160
5,369,828160
5,370,829440
5,371,829440
5,372,830720
5,373,830720
5,374,832000
5,375,833280
5,376,834560
5,377,835840
5,378,837120
5,379,839680
5,380,840960
5,381,843520
5,382,846080
5,383,848640
5,384,852480
5,385,855040
5,386,858880
5,387,862720
5,388,866560
5,389,871680
5,390,876800
5,391,881920
5,392,887040
5,393,890880
5,394,892160
5,395,894720
5,396,894720
5,397,896000
5,398,896000
5,399,896000
5,400,897280
5,401,897280
5,402,898560
5,403,898560
5,404,899840
5,405,901120
5,406,902400
5,407,903680
5,408,904960
5,409,906240
5,410,908800
5,411,910080
5,412,912640
5,413,915200
5,414,917760
5,415,921600
5,416,924160
5,417,928000
5,418,931840
5,419,935680
5,420,940800
5,421,947200
5,422,953600
