Id,SkillId,CollisionUnitGroup,CollisionUnitType,CollisionUnitParam,TargetType,EffectType,EffectParam,EffectGrowth1,EffectGrowth2,PointCount
43062,4306,,6,,10,8,1002,,,
44011,4401,,6,,10,16,"0,0,6615,6615",1,1,
44021,4402,,6,,10,16,"0,0,4410,4410",1,1,
44031,4403,,6,,10,16,"0,0,7718,7718",1,1,
44041,4404,,6,,10,16,"0,0,6615,6615",1,1,
44051,4405,,6,,10,16,"0,0,8820,8820",1,1,
44061,4406,,6,,10,16,"0,0,9923,9923",1,1,
44062,4406,,6,,10,8,1002,,,
51011,5101,,6,,10,16,"0,0,8313,8313",1,1,
51021,5102,,6,,10,16,"0,0,7315,7315",1,1,
51031,5103,,6,,10,16,"0,0,8645,8645",1,1,
51041,5104,,6,,10,16,"0,0,12968,12968",1,1,
51042,5104,,6,,10,8,1002,,,
52011,5201,,6,,10,16,"0,0,5985,5985",1,1,
52021,5202,,6,,10,16,"0,0,8645,8645",1,1,
52031,5203,,6,,10,16,"0,0,9310,9310",1,1,
52041,5204,,6,,10,16,"0,0,11970,11970",1,1,
52042,5204,,6,,10,8,1002,,,
53011,5301,,6,,10,16,"0,0,6650,6650",1,1,
53021,5302,,6,,10,16,"0,0,7315,7315",1,1,
53031,5303,,6,,10,16,"0,0,9310,9310",1,1,
53041,5304,,6,,10,16,"0,0,12635,12635",1,1,
53042,5304,,6,,10,8,1002,,,
54011,5401,,6,,10,16,"0,0,9643,9643",1,1,
54021,5402,,6,,10,16,"0,0,7980,7980",1,1,
54031,5403,,6,,10,16,"0,0,8645,8645",1,1,
54041,5404,,6,,10,16,"0,0,12635,12635",1,1,
54042,5404,,6,,10,8,1002,,,
61011,6101,,6,,10,17,"0,0,7245,7245",1,1,
61021,6102,,6,,10,17,"0,0,7245,7245",1,1,
61031,6103,,6,,10,17,"0,0,7245,7245",1,1,
61041,6104,,6,,10,17,"0,0,12915,12915",1,1,
61042,6104,,6,,10,8,1002,,,
62011,6201,,6,,10,17,"0,0,5670,5670",1,1,
62021,6202,,6,,10,17,"0,0,5670,5670",1,1,
62031,6203,,6,,10,17,"0,0,8505,8505",1,1,
62041,6204,,6,,10,17,"0,0,14175,14175",1,1,
62042,6204,,6,,10,8,1002,,,
63011,6301,,6,,10,17,"0,0,5670,5670",1,1,
63021,6302,,6,,10,17,"0,0,8190,8190",1,1,
63031,6303,,6,,10,17,"0,0,10080,10080",1,1,
63041,6304,,6,,10,17,"0,0,9765,9765",1,1,
63042,6304,,6,,10,8,1002,,,
64011,6401,,6,,10,17,"0,0,7560,7560",1,1,
64021,6402,,6,,10,17,"0,0,7245,7245",1,1,
64031,6403,,6,,10,17,"0,0,8190,8190",1,1,
64041,6404,,6,,10,17,"0,0,13860,13860",1,1,
64042,6404,,6,,10,8,1002,,,
111111,11111,,6,,10,16,"51,71700,13000,22900",2,1,
111121,11112,,6,,10,16,"58,82731,15000,24900",2,1,
111123,11112,,6,,10,8,1001,,,
111131,11113,,6,,10,16,"64,87363,16100,26000",2,1,
111133,11113,,6,,10,8,10111,,,
111211,11121,,6,,10,16,"56,79667,13000,22900",2,1,
111221,11122,,6,,10,16,"68,96519,15000,24900",2,1,
111223,11122,,6,,10,8,1001,,,
111231,11123,,6,,10,16,"75,101924,16100,26000",2,1,
111234,11123,,6,,10,8,1011,,,
111241,11124,,6,,10,16,"54,77215,12000,21900",2,1,
111242,11124,,6,,10,8,1001,,,
111251,11125,,6,,10,69,11125,,,
111311,11131,,6,,10,69,11131,,,
111321,11132,,6,,10,69,11132,,,
111331,11133,,6,,10,69,11133,,,
121111,12111,,6,,10,16,"47,66522,13000,22900",2,1,
121121,12112,,6,,10,16,"54,76756,15000,24900",2,1,
121123,12112,,6,,10,8,1001,,,
121131,12113,,6,,10,16,"60,81054,16100,26000",2,1,
121133,12113,,6,,10,8,10111,,,
121211,12121,,6,,10,16,"50,74448,13000,22900",2,1,
121221,12122,,6,,10,16,"61,90728,15000,24900",2,1,
121223,12122,,6,,10,8,1001,,,
121231,12123,,6,,10,16,"67,95809,16100,26000",2,1,
121234,12123,,6,,10,8,1011,,,
121241,12124,,6,,10,16,"49,72582,12000,21900",2,1,
121242,12124,,6,,10,8,1001,,,
121251,12125,,6,,10,69,12125,,,
121311,12131,,6,,10,69,12131,,,
121321,12132,,6,,10,69,12132,,,
121331,12133,,6,,10,69,12133,,,
131111,13111,,6,,10,16,"55,74548,13000,22900",2,1,
131121,13112,,6,,10,16,"64,86017,15000,24900",2,1,
131123,13112,,6,,10,8,1001,,,
131131,13113,,6,,10,16,"70,90834,16100,26000",2,1,
131133,13113,,6,,10,8,10111,,,
131211,13121,,6,,10,16,"59,81356,13000,22900",2,1,
131221,13122,,6,,10,16,"71,98100,15000,24900",2,1,
131223,13122,,6,,10,8,1001,,,
131231,13123,,6,,10,16,"78,103594,16100,26000",2,1,
131234,13123,,6,,10,8,1011,,,
131241,13124,,6,,10,16,"57,78480,12000,21900",2,1,
131242,13124,,6,,10,8,1001,,,
131251,13125,,6,,10,69,13125,,,
131311,13131,,6,,10,69,13131,,,
131321,13132,,6,,10,69,13132,,,
131331,13133,,6,,10,69,13133,,,
141111,14111,,6,,10,16,"49,69907,13000,22900",2,1,
141121,14112,,6,,10,16,"57,80662,15000,24900",2,1,
141123,14112,,6,,10,8,1001,,,
141131,14113,,6,,10,16,"63,85180,16100,26000",2,1,
141133,14113,,6,,10,8,10111,,,
141211,14121,,6,,10,16,"53,71521,13000,22900",2,1,
141221,14122,,6,,10,16,"64,86890,15000,24900",2,1,
141223,14122,,6,,10,8,1001,,,
141231,14123,,6,,10,16,"71,91757,16100,26000",2,1,
141234,14123,,6,,10,8,1011,,,
141241,14124,,6,,10,16,"51,69512,12000,21900",2,1,
141242,14124,,6,,10,8,1001,,,
141251,14125,,6,,10,69,14125,,,
141311,14131,,6,,10,69,14131,,,
141321,14132,,6,,10,69,14132,,,
141331,14133,,6,,10,69,14133,,,
112111,11211,,6,,10,16,"2923,166099,19600,29500",1.6,1,
112113,11211,,6,,10,8,11211,,,
112114,11211,,6,,10,8,1001,,,
112121,11212,,6,,10,16,"2657,150998,18000,27900",1.6,1,
112124,11212,,6,,10,8,112124,,,
112125,11212,,6,,10,8,112126,,,
112126,11212,,6,,10,8,112125,,,
112131,11213,,6,,10,8,11213,,,
112211,11221,,6,,10,16,"1691,96100,17800,27700",1.6,1,
112214,11221,,6,,10,8,1001,,,
112221,11222,,6,,10,47,11222,,,
112231,11223,,6,,10,8,112231,,,
112311,11231,,6,,10,16,"2871,163132,22000,31900",1.6,1,
112313,11231,,6,,10,8,11231,,,
112321,11232,,6,,10,16,"2610,148302,20000,29900",1.6,1,
112323,11232,,6,,10,8,11232,,,
112331,11233,,6,,10,8,112331,,,
112332,11233,,6,,10,8,112332,,,
112411,11241,,6,,10,16,"1670,94914,14600,24500",1.6,1,
112412,11241,,6,,10,8,1001,,,
112421,11242,,6,,10,47,11242,,,
112431,11243,,6,,10,8,11243,,,
112441,11244,,6,,10,8,11244,,,
112511,11251,,6,,10,47,11251,,,
112521,11252,,6,,10,69,11252,,,
112531,11253,,6,,10,8,112531,,,
112532,11253,,6,,10,64,3000,1,1,
112611,11261,,6,,10,47,11261,,,
112621,11262,,6,,10,45,"931,51948,1800,3000",1.6,1,
112622,11262,,6,,10,148,"291,16233,750,1250",1.6,1,
122111,12211,,6,,10,16,"1997,113451,17600,27500",1.6,1,
122113,12211,,6,,10,8,12211,,,
122114,12211,,6,,10,8,1001,,,
122121,12212,,6,,10,47,12212,,,
122131,12213,,6,,10,8,122131,,,
122132,12213,,6,,10,8,122132,,,
122211,12221,,6,,10,69,12221,,,
122221,12222,,6,,10,69,12222,,,
122231,12223,,6,,10,8,122231,,,
122241,12224,,6,,10,8,122241,,,
122311,12231,,6,,10,16,"4071,231351,25000,34900",1.6,1,
122313,12231,,6,,10,8,12231,,,
122321,12232,,6,,10,16,"4442,252383,29000,38900",1.6,1,
122323,12232,,6,,10,8,12232,,,
122331,12233,,6,,10,8,12233,,,
122412,12241,,6,,10,16,"3062,110820,18800,28700",1.6,1,
122413,12241,,6,,10,8,1011,,,
122421,12242,,6,,10,69,12242,,,
122431,12243,,6,,10,8,122431,,,
122441,12244,,6,,10,8,122441,,,
122511,12251,,6,,10,69,12251,,,
122521,12252,,6,,10,17,"475,26964,3200,6200",1.6,1,
122523,12252,,6,,10,8,12252,,,
122524,12252,,6,,10,8,122521,,,
122611,12261,,6,,10,17,"588,33368,3300,8200",1.6,1,
122613,12261,,6,,10,47,12261,,,
122615,12261,,6,,10,8,122615,,,
122621,12262,,6,,10,8,11262,,,
122631,12263,,6,,10,8,122631,,,
122632,12263,,6,,10,151,,,,
122641,12264,,6,,10,8,12264,,,
132111,13211,,6,,10,16,"1858,105591,17600,27500",1.6,1,
132112,13211,,6,,10,8,13211,,,
132113,13211,,6,,10,53,3000,,,
132121,13212,,6,,10,16,"4224,179985,20500,30400",1.6,1,
132123,13212,,6,,10,78,,,,
132125,13212,,6,,10,8,132125,,,
132126,13212,,6,,10,8,132126,,,
132131,13213,,6,,10,8,13213,,,
132132,132132,,6,,10,8,132132,,,
132211,13221,,6,,10,16,"2571,146077,22000,31900",1.6,1,
132213,13221,,6,,10,8,1001,,,
132221,13222,132221,0,"""radius"":400",1,16,"440,24900,3750,7500",1.6,1,
132222,13222,132221,0,"""radius"":400",1,8,13222,,,
132223,13222,132221,0,"""radius"":400",5,8,132221,,,
132231,13223,,6,,10,8,132231,,,
132241,13224,,6,,10,8,132241,,,
132311,13231,,6,,10,16,"2273,129200,22000,31900",1.6,1,
132312,13231,,6,,10,18,"70,1500",1.3,1,
132313,13231,,6,,10,8,13231,,,
132321,13232,,6,,10,16,"2584,146819,20000,29900",1.6,1,
132322,13232,,6,,10,8,13232,,,
132323,13232,,6,,10,8,132322,,,
132331,13233,,6,,10,8,132331,,,
132332,13233,,6,,10,8,132332,,,
132411,13241,,6,,10,69,13241,,,
132421,13242,,6,,10,16,"2107,66092,18000,27900",1.6,1,
132422,13242,,6,,10,8,13242,,,
132431,13243,,6,,10,8,13243,,,
132441,13244,,6,,10,8,13244,,,
132511,13251,,6,,10,17,"790,44862,6050,12100",1.6,1,
132521,13252,,6,,10,17,"604,32626,4400,12300",1.6,1,
132522,13252,,6,,10,47,13252,,,
132531,13253,,6,,10,8,132531,,,
132611,13261,,6,,10,17,"1959,166842,18000,27900",1.6,1,
132613,13261,,6,,10,54,"4000,2000",,,
132621,13262,,6,,10,17,"1993,113249,20000,29900",1.6,1,
132623,13262,,6,,10,8,132623,,,
132624,13262,,6,,10,152,,,,
132631,13263,,6,,10,8,132631,,,
132632,13263,,6,,10,45,"130,9045",1,1,
132641,13264,,6,,10,45,"130,9045",1,1,
142111,14211,,6,,10,16,"1880,96367,16000,25900",1.6,1,
142113,14211,,6,,10,8,14211,,,
142121,14212,,6,,10,16,"2015,109021,18000,27900",1.6,1,
142122,14212,,6,,10,8,14212,,,
142123,14212,,6,,10,8,14213,,,
142211,14221,,6,,10,16,"2014,114452,18000,27900",1.6,1,
142221,14222,,6,,10,16,"1832,109828,16000,25900",1.6,1,
142223,14222,,6,,10,8,14222,,,
142231,14223,,6,,10,8,14223,,,
142311,14231,,6,,10,16,"2871,163132,22000,31900",1.6,1,
142313,14231,,6,,10,8,14231,,,
142321,14232,,6,,10,16,"2871,163132,21000,30900",1.6,1,
142322,14232,,6,,10,8,14232,,,
142323,14232,,6,,10,8,142321,,,
142331,14233,,6,,10,8,142331,,,
142411,14241,,6,,10,16,"2088,118642,15400,25300",1.6,1,
142412,14241,,6,,10,8,1003,,,
142413,14241,,6,,10,8,14241,,,
142421,14242,,1,"""radius"":600,""angle"":130",1,16,"1670,94914,16000,25900",1.6,1,
142422,14242,,1,"""radius"":600,""angle"":130",1,8,14242,,,
142423,14242,,0,"""radius"":30",5,8,142422,,,
142511,14251,,6,,10,17,"2584,133472,24000,33900",1.6,1,
142513,14251,,6,,10,8,14251,,,
142521,14252,,6,,10,17,"2350,121338,22000,31900",1.6,1,
142531,14253,,6,,10,8,142531,,,
142611,14261,,6,,10,45,"627,71187,1840,3200",1.6,1,
142612,14261,,6,,10,8,14261,,,
142621,14262,,6,,10,47,"14262,0,800,0,0",,,
142631,14263,,6,,10,8,142631,,,
210011,21001,,6,,10,1,"0,0",1,1,
211111,21111,,6,,10,1,"10,10950",2.3,2.3,
211121,21112,,6,,10,37,"200,500",1,1,
211211,21121,,6,,10,1,"12,25362",2.3,2.3,
211221,21122,,6,,10,28,"200,500",1,1,
211311,21131,,6,,10,2,"11,16945",2.3,2.3,
211321,21132,,6,,10,32,"100,700",1,1,
220011,22001,,6,,10,1,"0,0",1,1,
221111,22111,,6,,10,1,"10,10950",2.3,2.3,
221121,22112,,6,,10,37,"200,500",1,1,
221211,22121,,6,,10,1,"12,25362",2.3,2.3,
221221,22122,,6,,10,28,"200,500",1,1,
221311,22131,,6,,10,2,"11,16945",2.3,2.3,
221321,22132,,6,,10,32,"100,700",1,1,
230011,23001,,6,,10,1,"0,0",1,1,
231111,23111,,6,,10,1,"10,10950",2.3,2.3,
231121,23112,,6,,10,37,"200,500",1,1,
231211,23121,,6,,10,1,"12,25362",2.3,2.3,
231221,23122,,6,,10,28,"200,500",1,1,
231311,23131,,6,,10,2,"11,16945",2.3,2.3,
231321,23132,,6,,10,32,"100,700",1,1,
240011,24001,,6,,10,1,"0,0",1,1,
241111,24111,,6,,10,1,"10,10950",2.3,2.3,
241121,24112,,6,,10,37,"200,500",1,1,
241211,24121,,6,,10,1,"12,25362",2.3,2.3,
241221,24122,,6,,10,28,"200,500",1,1,
241311,24131,,6,,10,2,"11,16945",2.3,2.3,
241321,24132,,6,,10,32,"100,700",1,1,
202111,20211,,6,,10,8,20211,,,
202121,20212,,6,,10,48,"5000,20000",1,1,
202122,20212,,6,,10,131,"500,1000",1,1,
202123,20212,,6,,10,132,"300,500",1,1,
202211,20221,,6,,10,8,20221,,,
202311,20231,,6,,10,8,20231,,,
202411,20241,,6,,10,8,20241,,,
202511,20251,,6,,10,8,20251,,,
202611,20261,,6,,10,8,20261,,,
212111,21211,,6,,10,41,"1500,2500",1,1,
212112,21211,,6,,10,42,"2000,3000",1,1,
212113,21211,,6,,10,21,"311,9191",1.8,1,
212114,21211,,6,,10,22,"311,9191",1.8,1,
212211,21221,,6,,10,8,21221,,,
212221,21222,,6,,10,3,"100,600",1,1,
212311,21231,,6,,10,8,21231,,,
212312,21231,,6,,10,8,212311,,,
212321,21232,,6,,10,14,"500,1000",1,1,
212322,21232,,6,,10,9,"2500,5000",1,1,
212411,21241,,6,,10,8,21241,,,
212412,21241,,6,,10,8,21242,,,
212511,21251,,6,,10,8,212512,,,
212611,21261,,6,,10,8,212611,,,
212621,21262,,6,,10,8,212621,1.3,1.3,
222113,22211,,6,,10,8,22211,,,
222121,22212,,6,,10,41,"2000,3000",1,1,
222122,22212,,6,,10,42,"1500,2500",1,1,
222123,22212,,6,,10,21,"311,9191",1.8,1,
222124,22212,,6,,10,22,"311,9191",1.8,1,
222211,22221,,6,,10,14,"400,1000",1,1,
222221,22222,,6,,10,3,"100,600",1,1,
222311,22231,,6,,10,8,22231,,,
222321,22232,,6,,10,10,"26,3087",1.5,1.5,
222411,22241,,6,,10,5,"300,1500",1,1,
222511,22251,,6,,10,35,"1000,3000",1,1,
222521,22252,,6,,10,45,"570,8088",1.3,1.3,
222611,22261,,6,,10,28,"1500,2500",1,1,
232111,23211,,6,,10,8,23211,,,
232211,23221,,6,,10,8,23221,,,
232221,23222,,6,,10,3,"100,600",1,1,
232311,23231,,6,,10,8,23231,,,
232321,23232,,6,,10,9,"3000,10000",1,1,
232322,23232,,6,,10,141,"2000,5000",1,1,
232411,23241,,6,,10,8,23241,,,
232412,23241,,6,,10,148,"400,6500",1,1,
232511,23251,,6,,10,8,23251,,,
232521,23252,,6,,10,45,"81,1618",1.3,1.3,
232611,23261,,6,,10,8,23261,1,1,
242111,24211,,6,,10,41,"1750,2750",1,1,
242112,24211,,6,,10,42,"1750,2750",1,1,
242113,24211,,6,,10,59,"500,1500",1,1,
242114,24211,,6,,10,21,"311,9191",1.8,1,
242115,24211,,6,,10,22,"311,9191",1.8,1,
242121,24212,,6,,10,137,1,,,
242122,24212,,6,,10,45,"162,3236",1.3,1.3,
242211,24221,,6,,10,8,24221,,,
242221,24222,,6,,10,3,"100,600",1,1,
242231,24223,,6,,10,8,242231,,,
242311,24231,,6,,10,14,"400,1000",1,1,
242321,24232,,6,,10,10,"173,7987",1.5,1,
242322,24232,,6,,10,35,"1500,3000",1,1,
242331,24233,,6,,10,8,242331,,,
242411,24241,,6,,10,28,"1200,2000",1,1,
242412,24241,,6,,10,7,"500,1000",1,1,
242421,24242,,6,,10,8,242421,,,
242422,24242,,6,,10,8,2424211,,,
242511,24251,,6,,10,8,24251,,,
242521,24252,,6,,10,8,24252,,,
242611,24261,,6,,10,8,24261,,,
242621,24262,,6,,10,45,"143,4045",1.3,1.3,
300011,30001,,6,,10,8,30001,,,
300021,30002,,6,,10,8,30002,,,
300031,30003,,6,,10,50,"500,5000",1,1,
300032,30003,,6,,10,8,30003,,,
300041,30004,,6,,10,69,30004,,,
300051,30005,,6,,10,47,30005,,,
300061,30006,,6,,10,69,30006,,,
300071,30007,,6,,10,47,30007,,,
300081,30008,,6,,10,8,30008,,,
300091,30009,,6,,10,16,"0,0,30000,60000",1,1,
300101,30010,,6,,10,8,30010,,,
300111,30011,,6,,10,129,"0,0,2000,4000",1,1,
300121,30012,,6,,10,47,30012,,,
300131,30013,,6,,10,8,30013,,,
300141,30014,,6,,10,16,"0,0,25000,42000",1,1,
300142,30014,,6,,10,17,"0,0,25000,42000",1,1,
300143,30014,,6,,10,8,30014,,,
300144,30014,,6,,10,8,300141,,,
300151,30015,,6,,10,47,30015,,,
300152,30015,,6,,10,8,30015,,,
310011,31001,,6,,10,8,31001,,,
310021,31002,,6,,10,16,"24548,24548,18000,18000",1,1,
310022,31002,,6,,10,8,1001,,,
310031,31003,,6,,10,16,"24548,24548,18000,18000",1,1,
310032,31003,,6,,10,8,1001,,,
310041,31004,,6,,10,16,"0,0,25000,25000",1,1,
310042,31004,,6,,10,8,1001,,,
310051,31005,,6,,10,16,"0,0,25000,25000",1,1,
310052,31005,,6,,10,8,1001,,,
310061,31006,,6,,10,16,"0,0,25000,25000",1,1,
310071,31007,,6,,10,16,"0,0,10000000,10000000",1,1,
310081,31008,,6,,10,16,"0,0,25000,25000",1,1,
350011,35001,,6,,10,8,35001,,,
350021,35002,,6,,10,8,35002,,,
350031,35003,,6,,10,8,35003,,,
350041,35004,,6,,10,8,35004,,,
350051,35005,,6,,10,8,35005,,,
350061,35006,,6,,10,8,35006,,,
350111,35011,,6,,10,8,35011,,,
350211,35021,,6,,10,8,35021,,,
350311,35031,,6,,10,8,35031,,,
351111,35111,,6,,10,8,35111,,,
351211,35121,,6,,10,8,35121,,,
351221,35122,,6,,10,8,35122,,,
351311,35131,,6,,10,8,35131,,,
351411,35141,,6,,10,8,35141,,,
351511,35151,,6,,10,8,35151,,,
351611,35161,,6,,10,8,35161,,,
352211,35221,,6,,10,8,35221,,,
352311,35231,,6,,10,8,35231,,,
353111,35311,,6,,10,8,35311,,,
353211,35321,,6,,10,8,35321,,,
353311,35331,,6,,10,8,35331,,,
353321,35332,,6,,10,8,35332,,,
353411,35341,,6,,10,8,35341,,,
400011,40001,,6,,10,1,40001,,,
400021,40002,,6,,10,2,40002,,,
400031,40003,,6,,10,3,40003,,,
400041,40004,,6,,10,4,40004,,,
400051,40005,,6,,10,5,40005,,,
400061,40006,,6,,10,6,40006,,,
400071,40007,,6,,10,7,40007,,,
400081,40008,,6,,10,9,40008,,,
400091,40009,,6,,10,14,40009,,,
400101,40010,,6,,10,15,40010,,,
400111,40011,,6,,10,16,40011,,,
400121,40012,,6,,10,17,40012,,,
400131,40013,,6,,10,18,40013,,,
400141,40014,,6,,10,19,40014,,,
400151,40015,,6,,10,20,40015,,,
400161,40016,,6,,10,21,40016,,,
400171,40017,,6,,10,22,40017,,,
400181,40018,,6,,10,23,40018,,,
400191,40019,,6,,10,24,40019,,,
400201,40020,,6,,10,26,40020,,,
400211,40021,,6,,10,27,40021,,,
400221,40022,,6,,10,28,40022,,,
400231,40023,,6,,10,29,40023,,,
400241,40024,,6,,10,30,40024,,,
400251,40025,,6,,10,31,40025,,,
400261,40026,,6,,10,32,40026,,,
400271,40027,,6,,10,33,40027,,,
400281,40028,,6,,10,34,40028,,,
400291,40029,,6,,10,35,40029,,,
400301,40030,,6,,10,36,40030,,,
400311,40031,,6,,10,37,40031,,,
400321,40032,,6,,10,38,40032,,,
400331,40033,,6,,10,39,40033,,,
400341,40034,,6,,10,40,40034,,,
400351,40035,,6,,10,41,40035,,,
400361,40036,,6,,10,42,40036,,,
400371,40037,,6,,10,43,40037,,,
400381,40038,,6,,10,44,40038,,,
400391,40039,,6,,10,45,40039,,,
400401,40040,,6,,10,46,40040,,,
400411,40041,,6,,10,48,40041,,,
400421,40042,,6,,10,51,40042,,,
400431,40043,,6,,10,52,40043,,,
400441,40044,,6,,10,53,40044,,,
