Id,Description
107,<FontYellow>プレイヤー</>から受けるダメージが<FontYellow>[Param]</>減少
108,<FontYellow>プレイヤー</>から受けるダメージが<FontYellow>[Param]</>減少
109,<FontYellow>プレイヤー</>への攻撃時に<FontYellow>[Param]</>の追加ダメージ
110,<FontYellow>プレイヤー</>への攻撃時に<FontYellow>[Param]</>の追加ダメージ
111,<FontYellow>ノーマルモンスター</>から受けるダメージが<FontYellow>[Param]</>減少
112,@5
113,<FontYellow>エリートモンスター</>への攻撃時に<FontYellow>[Param]</>の追加ダメージ
114,@2
115,<FontYellow>エリートモンスター</>から受けるダメージが<FontYellow>[Param]</>減少
116,@6
117,<FontYellow>ボスモンスター</>から受けるダメージが<FontYellow>[Param]</>減少
118,@7
201,<FontYellow>ボスモンスター</>への攻撃時に<FontYellow>[Param]</>の追加ダメージ
202,<FontYellow>ボスモンスター</>から受けるダメージが<FontYellow>[Param]</>減少
203,<FontYellow>攻城オブジェクト</>の攻撃時に<FontYellow>[Param]</>追加ダメージ
801,<FontYellow>ノーマルモンスター</>へ</>の攻撃時に<FontYellow>[Param]</>の追加ダメージ
802,<FontYellow>エリートモンスター</>への攻撃時に<FontYellow>[Param]</>の追加ダメージ
803,<FontYellow>ボスモンスター</>への攻撃時に<FontYellow>[Param]</>の追加ダメージ
804,<FontYellow>プレイヤー</>への攻撃時に<FontYellow>[Param]</>の追加ダメージ
805,<FontYellow>ノーマルモンスター</>から受けるダメージが<FontYellow>[Param]</>減少
806,<FontYellow>エリートモンスター</>から受けるダメージが<FontYellow>[Param]</>減少
807,<FontYellow>ボスモンスター</>から受けるダメージが<FontYellow>[Param]</>減少
808,<FontYellow>プレイヤー</>から受けるダメージが<FontYellow>[Param]</>減少
809,<FontYellow>スタン抵抗率</>が<FontYellow>[Param]</>増加
810,<FontYellow>魔法防御力</>が<FontYellow>[Param]</>増加
811,<FontYellow>スロー抵抗率</>が<FontYellow>[Param]</>増加
812,<FontYellow>クリティカル抵抗率</>が<FontYellow>[Param]</>増加
813,<FontYellow>移動速度</>が<FontYellow>[Param]</>増加
814,<FontYellow>コンボ持続時間</>が<FontYellow>[Param]</>増加
815,<FontYellow>攻撃型通常スキル</>の使用時に<FontYellow>[Param]</>追加ダメージ
816,<FontYellow>魔物</>への攻撃で<FontYellow>[Param]</>追加ダメージ
817,<FontYellow>魔物</>から受けるダメージが<FontYellow>[Param]</>減少
301,<FontYellow>戦場</>で攻撃速度が<FontYellow>[Param]</>増加（決闘場、要塞戦）
110001,<FontYellow>ノーマルモンスター</>への攻撃時に<FontYellow>[Param]</>の追加ダメージ
110002,<FontYellow>エリートモンスター</>への攻撃時に<FontYellow>[Param]</>の追加ダメージ
810001,<FontYellow>[モンスト]タイプのモンスター</>への攻撃時に<FontYellow>[Param]</>の追加ダメージ
810002,<FontYellow>ノーマルモンスター</>への攻撃時に<FontYellow>[Param]</>の追加ダメージ
810003,<FontYellow>ボスモンスターへ</>の攻撃時に<FontYellow>[Param]</>の追加ダメージ
810006,<FontYellow>[モンスト]タイプのモンスター</>から受けるダメージが<FontYellow>[Param]</>減少
810011,
810012,
810013,
810021,<FontYellow>[バレンタイン]タイプのモンスター</>への攻撃時に<FontYellow>[Param]</>の追加ダメージ
810022,<FontYellow>[バレンタイン]タイプのモンスター</>への攻撃時に<FontYellow>[Param]</>の追加ダメージ
8100241,装着者の<FontYellow>防御力</> <FontYellow>[Param]</> 増加
8100242,
810031,<FontYellow>最終ダメージ</> <FontYellow>[Param]</> 増加
810032,<FontYellow>특별한 사탕</> 획득 수량 <FontYellow>[Param]</> 추가
