Id,ReplaceString1,Name,ReplaceString2,QuestDesc1,QuestDesc2
16,死の沿道,{ReplaceString1}偵察,死の沿道,{ReplaceString2}モンスター討伐,死の沿道のモンスターを{TaskCount}体倒そう
101,エルフの遺跡1階,{ReplaceString1}掃討,エルフの遺跡1階,{ReplaceString2}モンスター討伐,エルフの遺跡1階のモンスターを{TaskCount}体倒そう
102,エルフの遺跡2階,{ReplaceString1}掃討,エルフの遺跡2階,{ReplaceString2}モンスター討伐,エルフの遺跡2階のモンスターを{TaskCount}体倒そう
103,アリの巣地下1階,{ReplaceString1}掃討,アリの巣地下1階,{ReplaceString2}モンスター討伐,アリの巣地下1階のモンスターを{TaskCount}体倒そう
104,アリの巣地下2階,{ReplaceString1}掃討,アリの巣地下2階,{ReplaceString2}モンスター討伐,アリの巣地下2階のモンスターを{TaskCount}体倒そう
105,クルマの塔2階,{ReplaceString1}掃討,クルマの塔2階,{ReplaceString2}モンスター討伐,クルマの塔2階のモンスターを{TaskCount}体倒そう
106,クルマの塔3階,{ReplaceString1}掃討,クルマの塔3階,{ReplaceString2}モンスター討伐,クルマの塔3階のモンスターを{TaskCount}体倒そう
107,象牙の塔地下1階,{ReplaceString1}掃討,象牙の塔地下1階,{ReplaceString2}モンスター討伐,象牙の塔地下1階のモンスターを{TaskCount}体倒そう
108,象牙の塔地下1階,{ReplaceString1}掃討,象牙の塔地下1階,{ReplaceString2}モンスター討伐,象牙の塔地下1階のモンスターを{TaskCount}体倒そう
109,象牙の塔地下2階,{ReplaceString1}掃討,象牙の塔地下2階,{ReplaceString2}モンスター討伐,象牙の塔地下2階のモンスターを{TaskCount}体倒そう
110,象牙の塔地下2階,{ReplaceString1}掃討,象牙の塔地下2階,{ReplaceString2}モンスター討伐,象牙の塔地下2階のモンスターを{TaskCount}体倒そう
111,象牙の塔地下3階,{ReplaceString1}掃討,象牙の塔地下3階,{ReplaceString2}モンスター討伐,象牙の塔地下3階のモンスターを{TaskCount}体倒そう
112,象牙の塔地下3階,{ReplaceString1}掃討,象牙の塔地下3階,{ReplaceString2}モンスター討伐,象牙の塔地下3階のモンスターを{TaskCount}体倒そう
201,忘れられた記憶の聖域,{ReplaceString1}探査,曜日ダンジョン,{ReplaceString2}モンスター討伐,曜日ダンジョンのモンスターを{TaskCount}体倒そう
202,忘れられた記憶の聖域,{ReplaceString1}探査,曜日ダンジョン,{ReplaceString2}モンスター討伐,曜日ダンジョンのモンスターを{TaskCount}体倒そう
203,採集ダンジョン,{ReplaceString1}探査,採集ダンジョン,{ReplaceString2}モンスター討伐,採集ダンジョンのモンスターを{TaskCount}体倒そう
204,採集ダンジョン,{ReplaceString1}探査,採集ダンジョン,{ReplaceString2}モンスター討伐,採集ダンジョンのモンスターを{TaskCount}体倒そう
205,水の神殿,{ReplaceString1}守護,装備ダンジョン,{ReplaceString2}モンスター討伐,装備ダンジョンのモンスターを{TaskCount}体倒そう
206,水の神殿,{ReplaceString1}守護,装備ダンジョン,{ReplaceString2}モンスター討伐,装備ダンジョンのモンスターを{TaskCount}体倒そう
207,クリソス,{ReplaceString1}の金庫を破る,アデナダンジョン,{ReplaceString2}モンスター討伐,アデナダンジョンのモンスターを{TaskCount}体倒そう
208,クリソス,{ReplaceString1}の金庫を破る,アデナダンジョン,{ReplaceString2}モンスター討伐,アデナダンジョンのモンスターを{TaskCount}体倒そう
209,異界の狭間,{ReplaceString1}征服,経験値ダンジョン,{ReplaceString2}モンスター討伐,経験値ダンジョンのモンスターを{TaskCount}体倒そう
210,異界の狭間,{ReplaceString1}探査,経験値ダンジョン,{ReplaceString2}モンスター討伐,経験値ダンジョンのモンスターを{TaskCount}体倒そう
211,封印された入口,{ReplaceString1}探査,召喚石ダンジョン,{ReplaceString2}モンスター討伐,召喚石ダンジョンのモンスターを{TaskCount}体倒そう
212,封印された入口,{ReplaceString1}探査,召喚石ダンジョン,{ReplaceString2}モンスター討伐,召喚石ダンジョンのモンスターを{TaskCount}体倒そう
351,殺戮者,殺戮者,,プレイヤーPK,他のプレイヤーを{TaskCount}回PKしよう
352,殺戮者,殺戮者,,プレイヤーPK,他のプレイヤーを{TaskCount}回PKしよう
401,精霊の守り人,{ReplaceString1}討伐,話せる島西部,{ReplaceString2}フィールドボス討伐,話せる島西部のボス、精霊の守り人を{TaskCount}体倒そう
402,ゾディアック,{ReplaceString1}討伐,グルーディン街道,{ReplaceString2}フィールドボス討伐,グルーディン街道のボス、ゾディアックを{TaskCount}体倒そう
403,シルバービアード,{ReplaceString1}討伐,グルーディオ平原,{ReplaceString2}フィールドボス討伐,グルーディオ平原のボス、シルバービアードを{TaskCount}体倒そう
404,ヴェパー,{ReplaceString1}討伐,ウィンダウッド荘園,{ReplaceString2}フィールドボス討伐,ウィンダウッド荘園のボス、ヴェパーを{TaskCount}体倒そう
405,カジール,{ReplaceString1}討伐,荒地,{ReplaceString2}フィールドボス討伐,荒地のボス、カジールを{TaskCount}体倒そう
406,フレゴン,{ReplaceString1}討伐,ディオン牧草地,{ReplaceString2}フィールドボス討伐,ディオン牧草地のボス、フレゴンを{TaskCount}体倒そう
407,シス,{ReplaceString1}討伐,クルマ湿地,{ReplaceString2}フィールドボス討伐,クルマ湿地のボス、シスを{TaskCount}体倒そう
408,アマデウス,{ReplaceString1}討伐,闘争の峰,{ReplaceString2}フィールドボス討伐,闘争の峰のボス、アマデウスを{TaskCount}体倒そう
409,ステノア,{ReplaceString1}討伐,ギラン自治領,{ReplaceString2}フィールドボス討伐,ギラン自治領のボス、ステノアを{TaskCount}体倒そう
1001,,毎日コツコツと,デイリークエスト,{ReplaceString2}遂行,デイリークエスト{TaskCount}個を遂行しよう
1002,,毎週コツコツと,ウィークリークエスト,{ReplaceString2}遂行,ウィークリークエスト{TaskCount}個をクリアしよう
1011,,スクロールコレクション,N,{ReplaceString2}ランククエストスクロールクリア,クエストスクロールNランクを{TaskCount}個クリアしよう
1012,,スクロールコレクション,HN,{ReplaceString2}ランククエストスクロールクリア,クエストスクロールHNランクを{TaskCount}個クリアしよう
1013,,スクロールコレクション,R,{ReplaceString2}ランククエストスクロールクリア,クエストスクロールRランクを{TaskCount}個クリアしよう
1014,,スクロールコレクション,HR,{ReplaceString2}ランククエストスクロールクリア,クエストスクロールHRランクを{TaskCount}個クリアしよう
1031,,攻撃を止めるな,,コンボ達成,連続攻撃で{TaskCount}コンボを達成しよう
1032,,圧倒的な一撃,,一撃で最大ダメージ達成,一撃で敵に{TaskCondition}以上のダメージを与えよう
1101,,モンスター虐殺者,ノーマルモンスター,{ReplaceString2}討伐,モンスターを{TaskCount}体倒そう
1102,エリートモンスター,{ReplaceString1}虐殺者,エリートモンスター,{ReplaceString2}討伐,エリートモンスターを{TaskCount}体倒そう
1103,ボスモンスター,{ReplaceString1}虐殺者,ボスモンスター,{ReplaceString2}討伐,ボスモンスターを{TaskCount}体倒そう
1104,転職クエスト,{ReplaceString1}守護神,キリオス,{ReplaceString2}討伐,キリオスを{TaskCount}体倒そう
1105,,庭園の守護者,庭園の守護者,{ReplaceString2}討伐,採集ダンジョンで庭園の守護者を{TaskCount}体倒そう
1106,,採集ダンジョンマニア,マンドラゴラ,{ReplaceString2}討伐,採集ダンジョンでマンドラゴラを{TaskCount}体倒そう
1107,錆色,{ReplaceString1} 採集ダンジョン,グリーンラーテルロバスト,{ReplaceString2}討伐,採集ダンジョンでグリーンラーテルロバストを{TaskCount}体倒そう
1108,銀色,{ReplaceString1} 採集ダンジョン,シルバーラーテルロバスト,{ReplaceString2}討伐,採集ダンジョンでシルバーラーテルロバストを{TaskCount}体倒そう
1109,金色,{ReplaceString1} 採集ダンジョン,ゴールドラーテルロバスト,{ReplaceString2}討伐,採集ダンジョンでゴールドラーテルロバストを{TaskCount}体倒そう
1151,バールカルロン討伐,{ReplaceString1}事前準備,バールカルロンの痕跡内のモンスター,{ReplaceString2}討伐,血盟ダンジョン（バールカルロン）でモンスターを{TaskCount}体倒そう
1152,クイーンアント討伐,{ReplaceString1}事前準備,クイーンアントの洞窟内のモンスター,{ReplaceString2}討伐,血盟ダンジョン（クイーンアント）でモンスターを{TaskCount}体倒そう
1201,決闘場,{ReplaceString1}見学,,決闘場参加,決闘場に{TaskCount}回参加しよう
1202,決闘場,{ReplaceString1}勝利,,決闘場勝利,決闘場で{TaskCount}回勝利しよう
1203,決闘場,{ReplaceString1}連勝,,決闘場連勝,決闘場で{TaskCount}回連勝しよう
1301,曜日ダンジョン,{ReplaceString1}征服,HARD以上,曜日ダンジョン{ReplaceString2}クリア,曜日ダンジョンHARD以上を{TaskCount}回クリアしよう
1303,,空に向かって,,傲慢の塔掃討,傲慢の塔で{TaskCount}回掃討しよう
1304,,薬草王,,採集ダンジョンで薬草採集,採集ダンジョンで薬草を{TaskCount}回採集しよう
1306,クリソスの金庫,{ReplaceString1}マスター,HARD以上,アデナダンジョン{ReplaceString2}SSランク以上でクリア,アデナダンジョンHARD以上をSSランク以上で{TaskCount}回クリアしよう
1307,クリソスの金庫,{ReplaceString1}マニア,,アデナダンジョンでコンボ達成,{TaskCondition}コンボ以上を達成している状態でアデナダンジョンを１回完了する。
1308,異界の狭間,{ReplaceString1}征服,HARD以上,{ReplaceString2}討伐,経験値ダンジョンHARD以上をSSSランクで{TaskCount}回クリアしよう
1401,闇の君主,{ReplaceString1}討伐,バールカルロン（EASY）,{ReplaceString2}討伐,バールカルロンの痕跡（EASY）のバールカルロンを{TaskCount}体倒そう
1402,闇の君主,{ReplaceString1}討伐,バールカルロン（NORMAL）,{ReplaceString2}討伐,バールカルロンの痕跡（NORMAL）のバールカルロンを{TaskCount}体倒そう
1403,闇の君主,{ReplaceString1}討伐,バールカルロン（HARD）,{ReplaceString2}討伐,バールカルロンの痕跡（HARD）のバールカルロンを{TaskCount}体倒そう
1409,闇の君主,{ReplaceString1}討伐,バールカルロン（TUTORIAL）,{ReplaceString2}討伐,バールカルロンの痕跡（TUTORIAL）のバールカルロンを{TaskCount}体倒そう
1411,群落の大母,{ReplaceString1}討伐,クイーンアント（EASY）,{ReplaceString2}討伐,クイーンアントの洞窟（EASY）のクイーンアントを{TaskCount}体倒そう
1412,群落の大母,{ReplaceString1}討伐,クイーンアント（NORMAL）,{ReplaceString2}討伐,クイーンアントの洞窟（NORMAL）のクイーンアントを{TaskCount}体倒そう
1413,群落の大母,{ReplaceString1}討伐,クイーンアント（HARD）,{ReplaceString2}討伐,クイーンアントの洞窟（HARD）のクイーンアントを{TaskCount}体倒そう
1419,群落の大母,{ReplaceString1}討伐,クイーンアント（TUTORIAL）,{ReplaceString2}討伐,クイーンアントの洞窟（TUTORIAL）のクイーンアントを{TaskCount}体倒そう
1421,精神支配者,{ReplaceString1}討伐,クルマコア（EASY）,{ReplaceString2}討伐,クルマコアの間（EASY）のクルマコアを{TaskCount}体倒そう
1422,精神支配者,{ReplaceString1}討伐,クルマコア（NORMAL）,{ReplaceString2}討伐,クルマコアの間（NORMAL）のクルマコアを{TaskCount}体倒そう
1501,,ルーン刻印は楽しい,,ルーン刻印を試す,ルーン刻印を{TaskCount}回試そう
1502,,ルーン刻印は最高,,ルーン刻印に成功する,ルーン刻印を{TaskCount}回成功しよう
1511,,エリクサーは最高,,エリクサーを製作,エリクサーを{TaskCount}個製作しよう
1521,,塵も積もれば山となる,アデナ,{ReplaceString2}獲得,{TaskCount}アデナを獲得しよう
1522,,血盟のために,血の証,{ReplaceString2}獲得,血の証を{TaskCount}個獲得しよう
1523,,血盟ダンジョンのために,レッドスターストーン,{ReplaceString2}獲得,レッドスターストーンを{TaskCount}個獲得しよう
1524,モンスターコア,{ReplaceString1}マニア,モンスターコア,{ReplaceString2}獲得,モンスターコアを{TaskCount}個獲得しよう
1525,ソウルストーン,{ReplaceString1}マニア,ソウルストーン,{ReplaceString2}獲得,ソウルストーンを{TaskCount}個獲得しよう
1527,N,{ReplaceString1}ランクのアイテムマニア,N,{ReplaceString2}ランクアイテム獲得,Nランクアイテムを{TaskCount}個獲得しよう
1528,HN,{ReplaceString1}ランクのアイテムマニア,HN,{ReplaceString2}ランクアイテム獲得,HNランクアイテムを{TaskCount}個獲得しよう
1529,R,{ReplaceString1}ランクのアイテムマニア,R,{ReplaceString2}ランクアイテム獲得,Rランクアイテムを{TaskCount}個獲得しよう
1530,最高級のアイテム,{ReplaceString1}マニア,,HRランク以上のアイテムを獲得,HRランク以上のアイテムを{TaskCount}個獲得しよう
1551,装備,{ReplaceString1}マニア,装備,{ReplaceString2}アイテム獲得,装備アイテムを{TaskCount}個獲得しよう
1552,ペット装備,{ReplaceString1}マニア,ペット装備,{ReplaceString2}アイテム獲得,ペット装備アイテムを{TaskCount}個獲得しよう
1601,,装備成長の基本,装備,{ReplaceString2}レベルアップを試す,装備レベルアップを{TaskCount}回試そう
1602,,ペット装備も大事さ,ペット装備,{ReplaceString2}レベルアップを試す,ペット装備のレベルアップを{TaskCount}回試そう
1603,,装備成長のお決まり,ランクアップ,装備{ReplaceString2}を試す,装備ランクアップを{TaskCount}回試そう
1604,,欲しい装備を手に入れるために,合成,装備{ReplaceString2}を試す,装備合成を{TaskCount}回試そう
1605,,強化は慎重に,強化,装備{ReplaceString2}を試す,装備強化を{TaskCount}回試そう
1606,,強化は冷静に,,装備強化に成功,装備強化を{TaskCount}回成功しよう
1607,,残りは特性強化のみ,特性強化,装備{ReplaceString2}を試す,装備の特性強化を{TaskCount}回試そう
1608,,装備の質はオプションで決まる,オプション変更,装備{ReplaceString2}を試す,装備のオプション変更を{TaskCount}回試そう
1609,,限界を超えて,超越,装備{ReplaceString2}を試す,装備超越を{TaskCount}回試そう
1701,,ソウルショットマニア,"ソウルショット5,000個",アデナで{ReplaceString2}を購入,"アデナは10%セール！ソウルショット5,000個を{TaskCount}回購入しよう"
1702,,コミュニケーションマニア,拡声器10個,アデナで{ReplaceString2}を購入,アデナで拡声器10個を{TaskCount}回購入しよう
1721,装備購入,{ReplaceString1}マニア,装備召喚ボックス1個,{ReplaceString2}を購入,装備召喚ボックス1個を{TaskCount}回購入しよう
1722,高級装備購入,{ReplaceString1}マニア,高級装備召喚ボックス1個,{ReplaceString2}を購入,レッドダイヤで高級装備召喚ボックス1個を{TaskCount}回購入しよう（高級装備召喚ボックス10+1個はカウントされません）
1723,高級装備,{ReplaceString1}購入王,高級装備召喚ボックス10+1個,レッドダイヤで{ReplaceString2}を購入,レッドダイヤで高級装備召喚ボックス10+1個を{TaskCount}回購入しよう
1801,,突撃せよ,ソウルショット,{ReplaceString2}を使用,ソウルショットを{TaskCount}個使おう
1802,,健康のために,HPポーション,{ReplaceString2}を使用,HPポーションを{TaskCount}個使おう
1803,,健康のために,MPポーション,{ReplaceString2}を使用,MPポーションを{TaskCount}個使おう
1804,,アデンワールドの成長,アデナ,{ReplaceString2}を使用,{TaskCount}アデナを使おう
1805,,アデンワールドの発展,レッドダイヤ,{ReplaceString2}を使用,レッドダイヤを{TaskCount}個使おう
1806,,アデンワールドの栄光,ブルーダイヤ,{ReplaceString2}を使用,ブルーダイヤを{TaskCount}個使おう
1807,,強化は大胆に,強化,装備強化を試す,工房で分解を{TaskCount}回試そう
1901,,血盟のために,,血盟貢献度を獲得,血盟貢献度を{TaskCount}獲得しよう
1902,,礼儀の正しい血盟員,,血盟員に挨拶,血盟員に{TaskCount}回挨拶しよう
1903,,血盟の守り人,,血盟に寄付,血盟に{TaskCount}回寄付しよう
1904,,血盟の成長,アデナ,血盟に{ReplaceString2}を寄付,血盟に{TaskCount}アデナを寄付しよう
1905,,血盟の発展,血の証,血盟に{ReplaceString2}を寄付,血盟に血の証を{TaskCount}個寄付しよう
1906,,血盟の栄光,レッドスターストーン,血盟に{ReplaceString2}を寄付,血盟にレッドスターストーンを{TaskCount}個寄付しよう
9015,,たいしたものではない,晩餐（小）,アジトで{ReplaceString2}を注文,血盟アジトで晩餐（小）を{TaskCount}個注文しよう
9016,,本気出してみた,晩餐（中）,アジトで{ReplaceString2}を注文,血盟アジトで晩餐（中）を{TaskCount}個注文しよう
9017,,命がけで食す,晩餐（大）,アジトで{ReplaceString2}を注文,血盟アジトで晩餐（大）を{TaskCount}個注文しよう
