Id,ItemName,Desc1,Desc2
207,防御塔の耐久度増加Lv2,"防御塔の耐久度がさらに20,000増加します。",
208,防御塔の耐久度増加Lv3,"防御塔の耐久度がさらに30,000増加します。",
209,防御塔の耐久度増加Lv4,"防御塔の耐久度がさらに40,000増加します。",
210,防御塔の耐久度増加Lv5,"防御塔の耐久度がさらに50,000増加します。",
211,トラップの攻撃力増加Lv1,"トラップの攻撃力がさらに1%増加します。
トラップは敵の最大HPに割合ダメージを与えます。",
212,トラップの攻撃力増加Lv2,"トラップの攻撃力がさらに2%増加します。
トラップは敵の最大HPに割合ダメージを与えます。",
213,トラップの攻撃力増加Lv3,"トラップの攻撃力がさらに3%増加します。
トラップは敵の最大HPに割合ダメージを与えます。",
214,トラップの攻撃力増加Lv4,"トラップの攻撃力がさらに4%増加します。
トラップは敵の最大HPに割合ダメージを与えます。",
215,トラップの攻撃力増加Lv5,"トラップの攻撃力がさらに5%増加します。
トラップは敵の最大HPに割合ダメージを与えます。",
301,ポーション効果増加強化効果,"1時間、血盟に血盟主強化効果が発動します。
HP、MPポーションの効率が20%増加（攻城戦、要塞戦を除く）",
302,討伐経験値/コア獲得増加強化効果,"1時間、血盟に血盟主強化効果が発動します。
モンスター討伐で獲得する経験値、モンスターコアの獲得確率20%増加","レベル{RequiredGuildLevel}から
購入可能"
303,討伐アデナ/アイテム獲得増加強化効果,"1時間、血盟に血盟主強化効果が発動します。
モンスター討伐で獲得するアデナ、アイテムの獲得確率20%増加","レベル{RequiredGuildLevel}から
購入可能"
311,グルーディオ：ボス召喚石,話せる島とグルーディオ領地のボスモンスターがいる秘密の場所に移動するポータルストーンを召喚します。,"レベル{RequiredGuildLevel}から
購入可能"
312,ディオン：ボス召喚石,ディオン領地のボスモンスターがいる秘密の場所に移動するポータルストーンを召喚します。,"レベル{RequiredGuildLevel}から
購入可能"
313,ギラン：ボス召喚石,ギラン領地のボスモンスターがいる秘密の場所に移動するポータルストーンを召喚します。,"レベル{RequiredGuildLevel}から
購入可能"
810000001,血盟用アデナポーションLv.5,"1時間、アデナ獲得量が50%増加します。
通常フィールド等で効果があるアイテムです。
エリートダンジョン内では効果はありません。","Nランク以上の
要塞占領時に購入可能"
810000002,血盟用コアポーションLv.5,"1時間、モンスターコアのドロップ率が50%増加します。
通常フィールド等で効果があるアイテムです。
エリートダンジョン内では効果はありません。","HNランク以上の
要塞占領時に購入可能"
810000003,マーブルの加護,装備の強化時に使用します。強化に失敗しても強化値が減少しません。,"Rランク以上の
要塞占領時に購入可能"
810000004,祝福された強化スクロールボックス,祝福された強化スクロールをランダムに獲得します。,"HNランク以上の
要塞占領時に購入可能"
810000005,特性の石：HRランク,装備の特性を強化できるアイテムです。,"HNランク以上の
要塞占領時に購入可能"
810000006,特性の石：SRランク,装備の特性を強化できるアイテムです。,"Rランク以上の
要塞占領時に購入可能"
810000007,武器昇級石1個,武器のランクアップに使います。,"Nランク以上の
要塞占領時に購入可能"
810000008,防具昇級石1個,防具のランクアップに使います。,"Nランク以上の
要塞占領時に購入可能"
810000009,HPエリクサーエッセンス1個,HPエリクサー製作に使われる赤色のエッセンスです。,"Nランク以上の
要塞占領時に購入可能"
810000010,MPエリクサーエッセンス1個,MPエリクサー製作に使われる青色のエッセンスです。,"Nランク以上の
要塞占領時に購入可能"
810000011,攻撃力エリクサーエッセンス1個,攻撃力エリクサーエッセンスの製作に使われる紫色のエッセンスです。,"Nランク以上の
要塞占領時に購入可能"
810000012,防御力エリクサーエッセンス1個,防御力エリクサー製作に使われる黄色のエッセンスです。,"Nランク以上の
要塞占領時に購入可能"
810000013,特性の石：HRランク,装備の特性を強化できるアイテムです。,"レベル{RequiredGuildLevel}から
購入可能"
810000014,特性の石：SRランク,装備の特性を強化できるアイテムです。,"レベル{RequiredGuildLevel}から
購入可能"
810000015,血盟用アデナポーションLv.6,"1時間、アデナ獲得量が60%増加します。
通常フィールド等で効果があるアイテムです。
エリートダンジョン内では効果はありません。","HRランク以上の
要塞占領時に購入可能 "
810000016,ページ：メテオストーム,[スキルブック：メテオストーム]を製作する材料です。,"HRランク以上の
要塞占領時に購入可能 "
810000017,ブラックベア召喚石1個,ブラックベアを有効にしたり、昇級の材料に使われます。,"レベル{RequiredGuildLevel}から
購入可能"
810000018,シャイニーレディ召喚石1個,シャイニーレディを有効にしたり、昇級の材料に使われます。,"レベル{RequiredGuildLevel}から
購入可能"
