Id,Vlue
203,くびきり
204,首切り
205,http://
206,www.
207,コギャル
208,ホ別
209,ホ込
210,Pkga.jp 
211,\ 
212,タヒね
213,ゴ有
214,ゴ無
215,アームカット
216,手首ちゃん
217,排便
218,ウンコ
219,うんち
220,糞尿
221,糞
222,クソ
223,排泄
224,浣腸
225,オシッコ
226,小便
227,放尿
228,失禁
229,尿道
230,コンドーム
231,オナホール
232,オナホ
233,大人のおもちゃ
234,ローター
235,出会い系
236,売春婦
237,コールガール
238,女郎
239,遊女屋
240,ソープ
241,イメクラ
242,ブルセラ
243,生セラ
244,ピーピング
245,ヘロイン
246,麻薬
247,大麻
248,カンタリジン
249,媚薬
250,痴呆症
251,被差別部落
252,同和地区
253,マン汁
254,発情液
255,カウパー
256,子種
257,男汁
258,本気汁
259,おまんまん
260,おめしゃん
261,おめんちぃ
262,指マン
263,処女マン
264,濡れマン
265,膣内
266,子宮
267,Gスポット 
268,肉ビラ
269,マン毛
270,パイパン
271,淫毛
272,肛門
273,男性器
274,セクハラ
275,せくはら
276,受精
277,変態
278,淫蜜
279,テレクラ
280,ナオン
281,あらめん
282,まえつき
283,ペイ患
284,コロシ
285,タタキ
286,あてうま
287,あて馬
288,ネコババ
289,イカサマ
290,いかさま
291,またにかける
292,股にかける
293,くわえこむ
294,あしをあらう
295,足を洗う
296,インチキ
297,いんちき
298,すけこまし
299,ずーしゃー
300,ズージャー
301,やさぐれ
302,パクる
303,アイヌ
304,エスキモー
305,えすきもー
306,おちこぼれ
307,落ちこぼれ
308,家系
309,くずや
310,くず屋
311,こくじん
312,黒人
313,こじき
314,こづかい
315,しなそば
316,支那そば
317,じょけつ
318,女傑
319,じょちゅう
320,女中
321,スラム
322,すらむ
323,ちえおくれ
324,知恵遅れ
325,ちじょ
326,ちじょゆう
327,痴女優
328,ちすじ
329,血筋
330,チョン
331,ちょん
332,ていのう
333,低脳
334,とえき
335,能なし
336,びっこ
337,ひにん
338,ひゃくしょう
339,百姓
340,ぶらっく
341,へんしつしゃ
342,変質者
343,まんしゅう
344,満州
345,まんしゅうじへん
346,満州事変
347,みぼうじん
348,未亡人
349,もうもくてき
350,盲目的
351,よりめ
352,りょうふ
353,ろうば
354,老婆
355,ろうむしゃ
356,労務者
357,おかま
358,レズ
359,ホモ
360,はいじん
361,チビ
362,ごみや
363,ゴミ屋
364,ばんた
365,げじょ
366,下女
367,げなん
368,下男
369,どこう
370,土工
371,坑夫
372,支那チク
373,しなりょうり
374,支那料理
375,ざいにち
376,在日
377,ヤンキー
378,かんこく・ちょうせん
379,韓国・朝鮮
380,いんかく
381,いんかん
382,いんのう
383,陰嚢
384,う゛ぁぎな
385,オナチン
386,おなちん
387,おまん
388,オマン
389,おまんこやく
390,オマンタン
391,おまんたん
392,おめこやく
393,かんいん
394,姦淫
395,きょちん
396,巨チン
397,きんたま
398,こうがん
399,睾丸
400,コーマン
401,こーまん
402,しょういんしん
403,小陰唇
404,だいいんしん
405,大陰唇
406,チンチン
407,ちんちん
408,ちんちんこ
409,ちんぼう
410,デカチン
411,でかちん
412,ぷっしぃ
413,ぺにす
414,ハメ撮り
415,オナニー
416,しこしこ
417,勃起
418,アクメ
419,ハメる
420,生ハメ
421,おまた
422,二穴責め
423,イラマチオ
424,膣内出し
425,膣内射精
426,膣出し
427,膣射
428,中に出す
429,私の中に
430,私のナカに
431,おかす
432,犯す
433,オメコピー
434,おめこぴー
435,かいしゅん
436,きんしんそうかん
437,近親相姦
438,くんに
439,クンニリングス
440,こうかん
441,ごうかんざい
442,強姦罪
443,ごくまん
444,しかん
445,死姦
446,じつろくれいぷ
447,実録レイプ
448,しんきんそうかん
449,親近相姦
450,スケマン
451,すけまん
452,そうかん
453,相姦
454,そちん
455,粗チン
456,ソリマン
457,そりまん
458,タダマン
459,ただまん
460,ちかん
461,恥姦
462,痴漢
463,ちんかす
464,ちんしこ
465,ちんちょう
466,チン長
467,なぶる
468,嬲る
469,嫐る
470,なまふぇら
471,生フェラ
472,なまほんばん
473,ナマ本番
474,ヌレマン
475,ぬれまん
476,ハミチン
477,はみちん
478,ペニスバンド
479,ぺにすばんど
480,ほんばん
481,本番
482,まんかい
483,マン開
484,まんかす
485,まんきん
486,まん金
487,まんぐり
488,まんぐりがえし
489,まんぐり返し
490,マンゴッコ
491,まんごっこ
492,マンズリ
493,まんずり
494,まんたく
495,マン拓
496,まんちつ
497,満膣
498,マンチン
499,まんちん
500,マンピー
501,まんぴー
502,マンビラ
503,まんびら
504,マン○
505,まんまる
506,もりマン
507,らんかん
508,乱姦
509,りょうぎゃく
510,凌虐
511,りょうはん
512,凌犯
513,ロリータ
514,ろりーた
515,ロリコン
516,ろりこん
517,ロリロリ
518,ろりろり
519,わかん
520,かくしどり
521,隠し撮り
522,かんきん
523,監禁
524,かんきんれいぷ
525,監禁レイプ
526,ぎゃくさつ
527,虐殺
528,ぎゃくたい
529,ぎゃくはん
530,虐犯
531,ぎゃくれいぷ
532,逆レイプ
533,きょうせいわいせつ
534,強制猥褻
535,しゅうだんれいぷ
536,集団レイプ
537,じんしんばいばい
538,人身売買
539,ストーカー
540,すとーかー
541,セクシャルハラスメント
542,せくしゃるはらすめんと
543,とうさつ
544,盗撮
545,とうちょう
546,盗聴
547,のぞき
548,覗き
549,ぴーぴんぐ
550,りょうじょく
551,凌辱
552,陵辱
553,りんかん
554,輪姦
555,リンチ
556,りんち
557,ころす
558,殺害
559,撲殺
560,毒殺
561,死ね
562,奴隷
563,淫縛
564,襲う
565,死体
566,覗く
567,ストーキング
568,裏ビデオ
569,たれ流し
570,おぼれじぬ
571,溺れ死ぬ
572,スチューデント
573,すちゅーでんと
574,ハイスクール
575,はいすくーる
576,ようじ
577,幼児
578,ようじょ
579,幼女
580,中国共産党
581,天安門事件
582,在日韓国人
583,在日朝鮮人
584,アヌラー
585,イマラチオ
586,剃毛
587,仲だし
588,マングリ
589,ш
590,ъ
591,ь
592,アドレス交換
593,肉便器
594,ttp://
595,
596,
597,ezшeь 
598,がんじゃ
599,たちんぼ
600,マジキチ
601,ezweb.ne.jp 
602,softbank.ne.jp
603,めるあど
604,アドレス
605,あどれす
606,異種
607,肉壺
608,口リ
609,しょた
610,転売
611,てんばい
612,メンヘラ
613,yahoo.co.jp
614,gmail.com
615,so-net.ne.jp
616,biglobe.ne.jp
617,nifty.com
618,asahinet.jp
619,wakwak.com
620,ocn.ne.jp
621,plala.or.jp
622,eonet.ne.jp
623,auone-net.jp
624,dion.ne.jp
625,commufa.jp
626,hotmail.co.jp
627,live.jp
628,運営バカ
629,sex 
630,zoho
631,livedoor
632,auone.jp
633,aol.com
634,hotmail
635,mail.goo
636,gmail
637,kobej.zzn
638,infoseek.jp
639,xxne.jp
640,yy.pdx
641,q.vodafone
642,s.vodafone
643,n.vodafone
644,k.vodafone
645,r.vodafone
646,c.vodafone
647,t.vodafone
648,h.vodafone
649,d.vodafone
650,softbank
651,yy.ezweb
652,ezweb
653,docomo
654,dupe
655,デュープ
656,チート
657,frd_id
658,.ne.jp
659,改造
660,キモい
661,キモイ
662,性欲
663,欲情
664,あだると
665,アダルト
666,シコシコ
667,スワッピング
668,乱交
669,イメプ
670,勃
671,金玉
672,陰核
673,女陰
674,オソソ
675,おそそ
676,マソコ
677,セフレ
678,練炭
679,りすとかっと
680,リストカット
681,リスカ
682,乞食
683,風俗
684,白痴
685,キチガイ
686,気違い
687,直メ
688,買春
689,援交
690,自傷
691,自殺
692,ﾀﾋね
693,消えろ
694,アホ
695,ウザイ
696,ピンクローター
697,バイブ
698,ＳＥＸ
699,○
700,キンタマ
701,vertuclub.ne.jp
702,emnet.ne.jp
703,willcom.com
704,pdx.ne.jp
705,sky.tu -ka.ne.jp
706,sky.tkc.ne.jp
707,sky.tkk.ne.jp
708,ido.ne.jp
709,ezweb.ne.jp
710,vodafone.ne.jp
711,disney.ne.jp
712,i.softbank.jp
713,tbank.ne.jp
714,dwmail.jp
715,mopera.net
716,docomo.ne.jp
717,メルアド
718,mail
719,メール
720,メアド
721,顔射
722,青姦
723,陰茎
724,陰毛
725,陰唇
726,阿呆
727,身障
728,菊門
729,自慰
730,膣
731,脱糞
732,肛
733,肉棒
734,素股
735,精液
736,精子
737,童貞
738,知障
739,皮かぶり
740,痴女
741,獣姦
742,潮吹き
743,淫売
744,淫乱
745,早漏
746,手マン
747,手コキ
748,愛液
749,愛撫
750,性感
751,性交
752,巨根
753,娼婦
754,姦
755,奇形
756,売春
757,売女
758,和姦
759,厨
760,包茎
761,処女
762,低能
763,仲田氏
764,亀頭
765,中田氏
766,中出汁
767,中出し
768,中だし
769,上陰唇
770,れずびあん
771,レズビアン
772,ﾚｽﾞﾋﾞｱﾝ
773,れいぷ
774,ﾚｲﾌﾟ
775,ラブジュース
776,ﾗﾌﾞｼﾞｭｰｽ
777,ﾗｳﾞｼﾞｭｰｽ
778,やりまん
779,ヤリマン
780,ﾔﾘﾏﾝ
781,やりちん
782,ヤリチン
783,ﾔﾘﾁﾝ
784,もりまん
785,モリマン
786,ﾓﾘﾏﾝ
787,まん毛
788,まんげ
789,マンゲ
790,ﾏﾝｹﾞ
791,ほもせくしゃる
792,ホモセクシャル
793,ﾎﾓｾｸｼｬﾙ
794,ほてとる
795,ホテトル
796,ﾎﾃﾄﾙ
797,ぼっき
798,ボッキ
799,ﾎﾞｯｷ
800,ぽこちん
801,ポコチン
802,ﾎﾟｺﾁﾝ
803,ほうけい
804,へるす
805,ヘルス
806,ﾍﾙｽ
807,ふぇらちお
808,ﾌｪﾗﾁｵ
809,ふぇら
810,フェラ
811,ﾌｪﾗ
812,ふぁっく
813,ﾌｧｯｸ
814,ぴんさろ
815,ピンサロ
816,ﾋﾟﾝｻﾛ
817,ぴんくさろん
818,ピンクサロン
819,ﾋﾟﾝｸｻﾛﾝ
820,ばいせくしゃる
821,バイセクシャル
822,ﾊﾞｲｾｸｼｬﾙ
823,ぱいずり
824,パイズリ
825,ﾊﾟｲｽﾞﾘ
826,ばいしゅん
827,バイシュン
828,ﾊﾞｲｼｭﾝ
829,にくぼう
830,なかだし
831,でりへる
832,デリヘル
833,ﾃﾞﾘﾍﾙ
834,でりばりーへるす
835,デリバリーヘルス
836,ﾃﾞﾘﾊﾞﾘｰﾍﾙｽ
837,てまん
838,テマン
839,ﾃﾏﾝ
840,てこき
841,テコキ
842,ﾃｺｷ
843,ちん毛
844,ちんぽこ
845,チンポコ
846,ﾁﾝﾎﾟｺ
847,ちんぽ
848,チンポ
849,ﾁﾝﾎﾟ
850,ﾁﾝﾁﾝ
851,ちんげ
852,チンゲ
853,ﾁﾝｹﾞ
854,チジョ
855,ﾁｼﾞｮ
856,たまきん
857,タマキン
858,ﾀﾏｷﾝ
859,ソープランド
860,ｿｰﾌﾟﾗﾝﾄﾞ
861,せんずり
862,センズリ
863,ｾﾝｽﾞﾘ
864,せっくす
865,ｾｯｸｽ
866,せいえき
867,すまた
868,スマタ
869,ｽﾏﾀ
870,すぺるま
871,スペルマ
872,ｽﾍﾟﾙﾏ
873,すかとろ
874,ｽｶﾄﾛ
875,ｼﾞｮｳｶﾝ
876,じょういんしん
877,ジョウインシン
878,ｼﾞｮｳｲﾝｼﾝ
879,じゅうかん
880,ジュウカン
881,しゃせい
882,しっくすないん
883,シックスナイン
884,ｼｯｸｽﾅｲﾝ
885,ざーめん
886,ザーメン
887,ｻﾞｰﾒﾝ
888,ごうかん
889,くんにりんぐす
890,クンニ
891,ｸﾝﾆ
892,くりとりす
893,ｸﾘﾄﾘｽ
894,くりちゃん
895,クリチャン
896,ｸﾘﾁｬﾝ
897,かわかぶり
898,おめこ
899,オメコ
900,ｵﾒｺ
901,おまんちん
902,オマンチン
903,ｵﾏﾝﾁﾝ
904,おまんちょ
905,オマンチョ
906,ｵﾏﾝﾁｮ
907,おまんこ
908,オマンコ
909,ｵﾏﾝｺ
910,ｵﾅﾆｰ
911,ｵﾅﾆｲ
912,ｵﾅﾆｨ
913,ｵﾅﾆ~
914,おちんちん
915,オチンチン
916,ｵﾁﾝﾁﾝ
917,いんらん
918,インラン
919,ｲﾝﾗﾝ
920,いんぽ
921,インポ
922,ｲﾝﾎﾟ
923,いんばい
924,インバイ
925,ｲﾝﾊﾞｲ
926,いんしん
927,インシン
928,ｲﾝｼﾝ
929,いんけい
930,インケイ
931,ｲﾝｹｲ
932,あぬす
933,アヌス
934,ｱﾇｽ
935,あなる
936,ｱﾅﾙ
937,あくめ
938,あおかん
939,アオカン
940,ｱｵｶﾝ
941,あいえき
942,Zephirael
943,Ytte
944,Xeonink
945,TENGA
946,フェラチオ
947,チャンコロ
948,ダッチマン
949,クリトリス
950,かさっかき
951,あきめくら
952,亀甲縛り
953,ファック
954,セックス
955,スカトロ
956,しらっこ
957,コカイン
958,きちがい
959,かつぎ屋
960,おんぼう
961,ヴァギナ
962,アイコラ
963,半島人
964,性行為
965,レイプ
966,マンコ
967,まんこ
968,ペニス
969,バギナ
970,バァカ
971,ニグロ
972,ちんば
973,ちんこ
974,チンコ
975,せむし
976,おなに
977,オナニ
978,アナル
979,殺す
980,北鮮
981,部落
982,馬鹿
983,南鮮
984,土人
985,鮮人
986,射精
987,氏ね
988,支那
989,強姦
990,バカ
991,シネ
992,あほ
993,死
994,vagina
995,sperm
996,sex
997,semen
998,screw
999,rape
1000,porno
1001,porn
1002,piss
1003,pennis
1004,penis
1005,fuck
1006,dick
1007,clitoris
1008,bitch
1009,asshole
1010,anus
1011,anal
1012,xvideo
1013,運営
1014,糞運営
1015,運営者
1016,運営スタッフ
1017,ゲームマスター
1018,gamemaster
1019,NMJ
1020,ネトマ
1021,ネットマーブル
1022,ネットマーブルジャパン
1023,ﾈﾄﾏ
1024,ﾈｯﾄﾏｰﾌﾞﾙ
1025,ﾈｯﾄﾏｰﾌﾞﾙｼﾞｬﾊﾟﾝ
1026,CJインターネット
1027,cjｲﾝﾀｰﾈｯﾄ
1028,LINEAGE
1029,リネージュ
1030,リネージュ2
1031,リネージュ２
1032,リネージュ2レボリューション
1033,リネージュ２レボリューション
1034,LINEAGE2REVOLUTION
1035,ﾘﾈｰｼﾞｭ
1036,ﾘﾈｰｼﾞｭ2
1037,ﾘﾈｰｼﾞｭ2ﾚﾎﾞﾘｭｰｼｮﾝ
1038,ﾘﾈｰｼﾞｭ２ﾚﾎﾞﾘｭｰｼｮﾝ
1039,りねーじゅ
1040,りねーじゅ２れぼりゅーしょん
1041,りねーじゅ2れぼりゅーしょん
1042,りねーじゅ２
1043,りねーじゅ2
1044,エルゼベート
1045,テオドール
1046,アイメル
1047,ハーディン
1048,エンブリオン
1049,ベレス
1050,ラッセル
1051,よろず屋パン
1052,フェルネル
1053,ヴァルター
1054,デュルゼル
1055,Netmarble
1056,netmarble neo
1057,ネットマーブルネオ
1058,倭人
1059,島夷
1060,放射能
1061,バカヤロウ
1062,馬鹿野郎
1063,放射能猿
1064,メス豚
1065,ゴキブリ
1066,イカレポンチ
1067,イカレチンポ
1068,チンカス
1069,市ね
1070,チーノ
1071,チンク
1072,グーク
1073,頭おかしい
1074,チンパン
1075,ポンチ
1076,Fuckyou
1077,Plonker
1078,笨蛋
1079,傻子
1080,混蛋
1081,坏蛋
1082,愚蠢
1083,蠢材
1084,猪头
1085,傻逼
1086,王八蛋
1087,我日你
1088,兰州烧饼  
1089,倭
1090,棒子
1091,黑鬼
1092,见鬼
1093,该死
1094,贱人
1095,操你妈
1096,屌丝
1097,鸡巴
1098,宅男
1099,金教煥
1100,金寅純
1101,道仁会
1102,兰州烧饼
1103,露助
1104,馬鹿でもチョンでも
1105,馬喰
1106,馬場美次
1107,馬丁
1108,飯場
1109,野村悟
1110,運ちゃん
1111,隠亡屋
1112,銀行口座
1113,雑役夫
1114,酒鬼薔薇聖斗
1115,酒梅組
1116,醜男
