Id,NpcName,DialogMessage
15006,@15001,와! 굉장한 장비를 얻었네요!!
15007,@15001,"획득한 장비는 <YellowBold>레벨업</>을 통해
더 강해질 수 있어요!"
15008,@15001,<YellowBold>매일 1회 무료로 고급 장비 상자</>를 얻을 수 있으니까.  잊지 말고 받으세요!
15009,,
16001,鐵匠史密斯,說話之島最強的鐵匠，也就是我，將告訴你如何使裝備<YellowBold>提升等級</>並且變得更強的方法。
16002,@16001,首先，先領取這裝備吧~這對你來說應該相當有幫助~
16003,@16001,那去查看一下剛剛所領取的裝備吧。
16004,@16001,查看防具那邊應該會有。
16005,@16001,來，現在選擇一下我給你的裝備吧。
16006,@16001,可於鐵匠鋪裡進行裝備升級，跟我一起去鐵匠鋪。
16007,@16001,在鐵匠鋪裡可以進行<YellowBold>使裝備性能提升的各種方法</>。
16008,@16001,首先，選擇升級。
16009,@16001,所謂的<YellowBold>裝備升級</>，就是把其他的裝備當成材料消耗掉，再提升自己主要使用的<YellowBold>裝備性能</>。
16010,@16001,"當然，升級的時候需要收取一些金幣作為工資！
畢竟我也要生活啊！"
16011,@16001,用這個做為材料，試著升級一次看看吧。這是我要給你的，所以不要感到有壓力。
16012,@16001,那麼~試著升級一次吧！因為是第一次，我就不收費用了。
16013,@16001,使用的材料是一定會消失的。
16014,,
16015,@16001,好了！來看看吧。裝備升級進行得很順利呢。你一定會滿意的。
16016,@16001,那麼，試著套用已升級的裝備看看吧。
16017,@16001,按下這裡的自動裝備鍵即可。
16018,,
16019,@16001,裝備升級是<YellowBold>提升戰鬥能力最簡單的方法</>，若覺得敵人太強大，那麼可以優先使用裝備升級喔。
16020,,
17001,討伐隊長奧斯汀,來！那麼我就來告訴你技能升級的方法吧。
17002,@17001,首先，應該要先來了解一下你可以使用哪些技能對吧？
17003,@17001,還在等什麼？趕快查看你有什麼技能啊。
17004,@17001,做得很好呢。在這裡，你可以提升你所擁有的<YellowBold>技能等級</>，或是任意變換<YellowBold>技能鍵的位置</>。
17005,@17001,若想提升技能等級，則需要SP。
17006,@17001,藉由提升角色的等級或是每天持續進行不同活動，就可以獲得SP。
17007,@17001,那麼，現在就開始進行<YellowBold>技能升級</>吧。
17008,@17001,來看看吧。這技能真棒呢。
17009,@17001,有看到技能升級鍵嗎？如何啊？有沒有很想趕快按按看呢？
17010,@17001,<YellowBold>技能等級</>可以使用你的<YellowBold>SP</>來提升等級。
17011,@17001,這本來是必須支付金幣的… 但因為在這次的局勢中，你做出很大的貢獻，所以我決定幫助你。
17012,@17001,啊對了。還有一件事忘了說。
17013,@17001,你有看到這裡有個被動技能嗎？
17014,@17001,<YellowBold>被動技能</>也是採取相同的方法來提升等級，試著做一次看看吧。
17015,@17001,選取技能後
17016,@17001,使用SP與金幣後即可進行技能升級。
17017,@17001,<YellowBold>被動技能</>會自動套用效果，所以很容易被疏忽掉。因此，為了要變得更厲害，請多花點心思記住。
17018,,
18001,羅賽爾,若想確認自己的實力如何，透過競技場來得知是最簡單又確切的方法。
18002,@18001,競技場屬於戰場的一部份。
18003,@18001,"有看到競技場的入口嗎？
繃緊神經吧。"
18004,@18001,在這裡可以跟其他的冒險家進行<YellowBold>1vs1的對決</>。這裡也是證明你實力的地方啊。
18005,@18001,從推薦的四名對象中選出一名，並進行決鬥，目標是獲得勝利。若與實力堅強的對象決鬥並且獲勝，那麼則可以更快速地提升至更高的排名。
18006,@18001,每周都會根據排名給予<YellowBold>每週獎勵</>，努力讓自己往更高的排名前進吧。
18007,@18001,還有，這決鬥也會影響你的名譽。
18008,@18001,無論是勝利者或失敗者，都會獲得名譽。
18009,@18001,若累積名譽並提升至較高的排名，則會獲得能變得更強的<YellowBold>能力值獎勵</>。
18010,@18001,你現在雖然沒有名譽，
18011,@18001,以後若漸漸地累積名譽，
18012,@18001,則可以獲得越來越多的獎勵。
18013,@18001,怎麼樣啊？有沒有蠢蠢欲動了呢？
18014,@18001,這種事不需要忍耐吧？現在馬上試著進行決鬥看看。
18015,@18001,"點選開始決鬥。不知道會是哪個傢伙這麼""幸運""，記得要讓他輸的體無完膚！"
18016,,
18017,,
18018,@18001,"我就知道你一定會贏！
恭喜你勝利！"
18019,,
18020,,
18021,,
18022,@18001,"這…真是可惜。差一點就贏了…
下次一定會贏的。"
18023,,
19001,魔法學校老師尤金,告訴你新的裝備成長方法吧。
19002,@19001,"現在要說明的""合成""，在裝備成長方法中算是比較簡單的。"
19003,@19001,為了能夠合成裝備，必須要利用鐵匠鋪才行。
19004,@19001,在這裡可以進行裝備合成。
19005,@19001,所謂的合成，即是藉由同階級、同種類的<YellowBold>兩個30等裝備</>進行合成，因而獲得更高階級的裝備。
19006,@19001,作為合成的裝備分為主要裝備與材料裝備。
19007,@19001,在這裡確認一下主要裝備的詳細資訊吧。
19008,@19001,沒有時間了，快試著合成看看吧。合成材料用這個吧。
19009,,
19010,@19001,按下它。
19011,@19001,再來就是材料裝備了。拿這個。
19012,,
19013,@19001,選擇這個材料裝備。
19014,@19001,兩個材料都準備好的話，就開始來合成看看吧。
19015,@19001,沒時間了呢。動作快點。
19016,,
19017,@19001,成功了！似乎都準備完成了呢。
19018,@19001,記得別忘了穿戴裝備啊。真是的！給你參考一下，合成會出現<YellowBold>與主材料的部位相同的裝備</>！那麼祝你好運！
19019,,
20001,討伐副隊長亞瑟,想知道什麼是血盟嗎？按一下主選單。
20002,@20001,按一下這裡的血盟鍵。
20003,@20001,可以的話，建議加入與自己取向相符合的血盟。
20004,@20001,不管是什麼樣的型態，對你的冒險都將有所幫助。
20005,@20001,哎呀！看我這記性真是糟糕。都還沒跟你說明原因就要勸你去血盟活動了呢。
20006,@20001,說到血盟，最大的特色就是<YellowBold>攻城戰</>與<YellowBold>要塞戰</>。血盟間可以互相爭奪各自領地或是城堡與要塞的決鬥。
20007,@20001,"如果血盟沒有太強大的力量，就無法享受這些活動了嗎？
當然不是。"
20008,@20001,透過<YellowBold>攻城慶典</>，亞丁大陸所有的居民們<YellowBold>會迎接攻城戰的勝利者並能夠獲得獎勵。</>
20009,@20001,這只是其中的一部份。若隸屬於血盟時，甚至還能夠享有<YellowBold>增益效果、商店、與血盟成員一同進行的任務與獎勵</>等。
20010,@20001,那麼現在來了解一下<YellowBold>血盟的加入方法</>吧。
20011,@20001,可以透過這裡來加入血盟。
20012,@20001,選擇一個你願意信任並跟隨的盟主，並與他一起登上最高的地位。
20013,@20001,若於這些人中有令你感到滿意的盟主，則試著<YellowBold>申請加入</>。
20014,@20001,真期待你未來會成為怎麼樣的血盟騎士呢。
20015,@20001,說不定你能成為強大的聖血盟主呢。
20016,,
21001,提歐多爾,有聽過<YellowBold>傲慢之塔</>嗎？身為一個亞丁大陸的冒險家，傲慢之塔是個值得挑戰的地方。
21002,@21001,那麼，移動至傲慢之塔吧。
21003,@21001,可以透過副本進入傲慢之塔。
21004,@21001,그래 이곳이다.
21005,@21001,끝없이 높은 탑이 보이나? 이곳이 오만의 탑이다.
21006,,
21007,@21001,"<YellowBold>오만의 탑</>은 엘모아덴 제국의 황제 바이움에 의해 세워진, 신을 향한 도전의 상징이지."
21008,@21001,한때 영원의 탑이라 불렸으나 분노한 창조신 아인하사드의 신벌에의 의해 지금은 마물만 들끓고 있는 곳이 되어버렸다.
21009,@21001,이 탑은 위로 갈수록 강력한 마물이 등장한다. 그 때문에 많은 모험가들이 자신의 한계를 시험하고 보물을 얻기 위해 도전하고 있지.
21010,@21001,한 번 도전해 보겠나? 지금의 자네라면 1층 정도는 도전해 볼 만할 것 같군.
21011,,
21012,,
21013,,
21014,@21001,제법이군.
21015,,
21016,@21001,"공략에 성공한 층은 하루 한 번, <YellowBold>소탕</>을 통해 추가 보상을 얻을 수 있다."
21017,@21001,각 층의 소탕 보상은 이곳을 통해 확인 할 수 있다.
21018,@21001,"소탕으로 <YellowBold>룬 조각</>이란 것을 얻을 수 있다. 
자네의 전투 능력을 향상을 위한 열쇠라고 할 수 있지."
21019,@21001,룬 조각을 이용하는 방법에 대해서는 다음에 설명해 주도록 하겠다.
21020,,
21021,,
21022,@21001,흠… 아직 수행이 부족한 모양이군…
21023,@21001,화면을 터치해서 돌아가도록 하지.
21024,,
22001,@21001,告訴你如何用符文碎片來變強的方法吧。這個叫做符文刻印。
22002,@21001,符文刻印是個能直接讓角色成長的方法。
22003,@21001,你可以試著使用符文刻印。
22004,@21001,進行刻印時，各個符文的能力會<YellowBold>永久</>擁有。
22005,@21001,但要進行符文刻印必須以<YellowBold>符文碎片</>作為材料。嗯。也就是剛剛掃蕩傲慢之塔後所得到的東西。
22006,@21001,試著進行最基本的符文刻印吧。
22007,@21001,進行符文刻印時所需的材料在此處確認即可。
22008,@21001,那麼就直接進行符文刻印吧。
22009,,
22010,@21001,因為是第一次的緣故，所以提供你進行符文刻印所需的材料。
22011,@21001,似乎都已準備就緒了，那就開始吧。
22012,,
22013,@21001,你有發現中間那個巨大的符文嗎？那個就是<YellowBold>符文核心</>。
22014,@21001,<YellowBold>符文核心</>若與其他頁面所有的符文一樣刻印至相同階段，則等級會上升。
22015,@21001,請銘記，符文核心無法跟其他一般符文相比，因為<YellowBold>可賦予你很多的能力值</>。
22016,@21001,就如同你所觀察到的，這個正是符文核心。
22017,@21001,符文核心可以給你非常多的能力，可以期待一下。
22018,@21001,最後…… 這並不是唯一一個可以刻印的符文。
22019,@21001,可以透過這個去開啟其他的符文頁面。
22020,@21001,<YellowBold>開啟越多的頁面，則可以刻印出更多樣化又強力的符文</>。
22021,@21001,但為了開啟更高階的頁面，必須要刻印目前頁面的<YellowBold>所有符文至等級1</>以上才行。
22022,@21001,符文刻印是個可以帶來強大力量的方法，因此必須要做足準備才能進行。
22023,@21001,當然！期待能夠看到你透過符文刻印而展現出更為強大的樣貌。
22024,,
23001,,
23002,@21001,우선 가방을 열어 보자.
23003,@21001,우선 방어구 탭을 선택하게.
23004,@21001,配戴上我給你的頭盔。
23005,@21001,知道要按下裝備鍵吧？
23006,@21001,仔細看一下剛剛所配戴的頭盔…
23007,,
23008,@21001,可以發現有裝備搜魂石的欄位。
23009,@21001,집혼석은 마물의 혼이 봉인된 보석이다. 이것을 장비에 장착하면 <YellowBold>혼의 능력치를 장비에 적용</> 할 수 있지.
23010,@21001,집혼석은 성향에 따라 서로 다른 능력치를 가지며 혼의 강함에 따라 <YellowBold>더 강력한 능력치를 부여</> 한다.
23011,@21001,집혼석에 다른 집혼석을 재료로 소모하여 <YellowBold>더 강한 집혼석</> 을 만들 수 있다.
23012,@21001,試著將搜魂石鑲嵌於此裝備上。
23013,@21001,這是從剛剛那個魔物那所獲得的搜魂石。
23014,@21001,很好，現在開始進行鑲嵌吧。
23015,@21001,잘했다. 다음은 집혼석 <YellowBold>승급</> 에 대해 알아보도록 하겠다.
23016,@21001,<YellowBold>승급</> 은 집혼석을 <YellowBold>다음 등급</> 으로 올릴 수 있는 유용한 기능이지.
23017,@21001,먼저 여기 승급 버튼을 눌러보도록.
23018,@21001,승급하려는 집혼석을 누른 다음.
23019,@21001,設定數量，
23020,@21001,승급 버튼을 누르면 끝이다.
23021,,
23022,@21001,做得好。先離開這個地方吧。
23023,@21001,若具有其他更好的頭盔，可以進行配戴。
23024,@21001,只要使用自動鑲嵌即可。
23025,@21001,집혼석은 <YellowBold>같은 등급 및 종류</> 를 필요한 수량만큼 가지고 있을 때  <YellowBold>승급</> 을 할 수 있으니 잘 기억하도록.
23026,@21001,집혼석에 관한 설명은 여기까지다. 집혼석 하나의 차이가 전투의 승패를 바꾸는 결과를 만들어 내지. 잘 이용하도록 해라.
23027,@21001,一個搜魂石就可以改變戰鬥的成敗。好好運用啊。
24001,@12001,可以透過副本選單進入菁英副本。
24002,@12001,你應該沒忘了要如何進到副本選單吧？
24003,@12001,여기를 누르게
24004,@12001,자아! 정예 던전이 활성화 된 것이 보이지? 한 번 선택해 보게나.
24005,,
24006,@12001,"바로 이곳들이 내가 발굴단을 하며 발견한 곳들이지…
아덴에서도 가장 흉악한 마물들이 모인 곳들이라네."
24007,@12001,"혼자서는 감당하기 힘든 위험한 녀석들이 많으니, 굳이 갈거라면 <YellowBold>든든한 동료들과 함께</>하도록 하게. 위험한 만큼 보상도 크겠지."
24008,@12001,정예 던전에는 매일 영주가 내건 처치 임무가 부여 된다네.
24009,@12001,임무를 다섯 번 성공 시킬 때마다. 추가 보상이 주어진다네!
24010,@12001,매일 이 시간만큼 더 많은 경험치를 획득할 수 있지.
24011,@12001,정예 던전을 혼자 모험하기는 위험하니. 가능하면 파티를 맺고 들어가도록 하게.
24012,,
25001,@21001,告訴你有關裝備進階的事。
25002,@21001,你還記得去鐵匠鋪的方法吧？
25003,@21001,@21004
25004,@21001,按下進階鍵。
25005,@21001,若利用進階石，則可以<YellowBold>在維持裝備外觀與能力的狀態下提升階級。</>
25006,@21001,進階時，需要使用與裝備種類相符的<YellowBold>進階石</>。
25007,@21001,為了進行飾品的進階，需要<YellowBold>飾品進階石</>。
25008,@21001,進階的預期結果可從此處進行確認。
25009,@21001,那麼，試著進階飾品看看吧。
25010,,
25011,@21001,按下這戒指，讓它顯示於進階視窗上。
25012,@21001,按下這按鈕即可進行進階。按按看。
25013,,
25014,@21001,成功了！恭喜你。
25015,@21001,<YellowBold>為了保有喜歡的裝備屬性或配對出想要的套裝，</>必須要好好利用進階才行。
25016,@21001,另外，由於進階石很稀有也難以取得，建議將它們累積起來再使用。
25017,,
26001,淨化的妖精,強化是利用卷軸的力量來提升性能的方法。
26002,@26001,請按下道具。
26003,@26001,為了進行裝備強化，必須移動至鐵匠鋪。
26004,@26001,請選擇強化。
26005,@26001,進行裝備強化時，需要有與裝備相符的<YellowBold>強化卷軸</>。
26006,@26001,請記得，有個能一次使強化等級+3的<YellowBold>祝福的強化卷軸</>。
26007,@26001,若各裝備的強化等級都一樣時，可以獲得追加的能力值獎勵，因此建議平均進行強化。
26008,@26001,隨著裝備等級的不同，最大強化階段也會有所限制，請別忘記了。
26009,@26001,把這武器進行強化應該就可以了。
26010,,
26011,@26001,強化卷軸應該被保管在其他分頁內。
26012,@26001,請選擇武器強化卷軸。
26013,@26001,請注意，進行強化時也有可能會失敗。
26014,@26001,準備好進行強化了嗎？那麼開始強化吧。
26015,,
26016,@26001,成功了。希望你會喜歡。
26017,@26001,雖然強化能使裝備性能大幅提升，但若勉強強化而失敗時，也可能會導致強化等級下降，請慎重考慮後再進行強化。
26018,,
27001,@12001,告訴你怪物圖鑑的使用方法。首先…
27002,@12001,怪物圖鑑在挑戰選單裡面。
27003,@12001,就是這裡。
27004,@12001,可以將從怪物身上所取得的核心登錄至<YellowBold>怪物圖鑑</>中。若收集核心後提升圖鑑的等級時，你的<YellowBold>能力將會增加</>。
27005,@12001,還有，<YellowBold>若收集到特定地區所有怪物的核心，</>則可以獲得<YellowBold>更多的能力值</>。
27006,@12001,那麼現在就教你<YellowBold>登錄核心的方法</>吧。
27007,@12001,赤紅魯茲是出現於說話之島西部的魔物。選選看吧。
27008,@12001,完成圖鑑所需要的核心足夠呢。很好，試著登錄圖鑑吧！
27009,,
27010,@12001,做得很好呢。不難吧？
27011,@12001,雖然所有的怪物都會掉落核心，但想從一般的傢伙們身上取得卻是不容易的。
27012,@12001,<p>冒險中若遇上叫做<YellowBold>稀有怪</>的傢伙時，一定會有核心掉落，建議可以試著從他身上獲得核心。
27013,,
28001,@26001,我告訴你我知道的一個稀有技能。
28002,@26001,應該對你會有些許幫助。從這裡…
28003,@26001,可從這裡學習稀有技能。
28004,@26001,請選擇技能書。
28005,@26001,<YellowBold>稀有技能</>與普通技能的差別在於，<YellowBold>稀有技能具有較不同的功能性與威力</>。無關乎任何職業，人人皆可使用。
28006,@26001,但這無法藉由一般的方法來學習或升等，必須收集<YellowBold>技能頁</>以完成技能書才行。
28007,@26001,請選擇剛剛給您的技能頁。
28008,@26001,現在需要來製作技能書。
28009,,
28010,@26001,做得很好！
28011,@26001,若想學習稀有技能，則必須使用<YellowBold>技能書</>。請確認一下背包。
28012,@26001,快…
28013,@26001,往這邊。
28014,@26001,快一點…
28015,@26001,打開背包看看。
28016,@26001,技能書在這裡。
28017,@26001,這是剛剛所做的技能書。
28018,@26001,按下使用鍵時，可以學習技能。
28019,@26001,"做得好！
現在將稀有技能配置至欄位中。"
28020,@26001,必須再次移動至技能管理畫面。
28021,@26001,往這裡。
28022,@26001,應該沒忘記吧？
28023,@26001,沒錯，就是這樣。
28024,@26001,這是剛剛所學習的稀有技能。
28025,@26001,稀有技能必須配置至稀有技能欄位中才可使用。
28026,@26001,請按下這裡後配置技能。
28027,@26001,其他的稀有技能可以透過消滅與<YellowBold>狩獵首領</>一樣強大的怪物或是交易所來取得。
28028,@26001,若根據戰鬥的不同來使用稀有技能，將能發揮出良好的效果。盡全力收集稀有技能吧。
28029,,
29001,艾爾美,黑魔法師所創造的空間竟然與象牙塔地下洞穴相通。
29002,@29001,象牙塔地下洞穴？是一個能夠採集製作<YellowBold>靈藥</>所需材料的特別地方。
29003,@29001,你想要再去一次？好啊，那就這麼辦吧。
29004,@29001,應該可以透過副本選單進入。
29005,@29001,일반 던전을 터치해봐
29006,@29001,바로 여기야. 채집 던전이라고도 하지.
29007,,
29008,@29001,"이곳에서 채집할 수 있는 약초들을 조합하면 능력치를 영구적으로 향상시켜주는 비약, <YellowBold>엘릭서</>를 만들 수 있어."
29009,@29001,하지만 상아탑 지하 동굴은 네뷸라이트의 영향으로 오래 머물 수 없어. 네뷸라이트로 부터 흘러나오는 힘이 지성을 가진 생물들을 미쳐버리게 만들거든.
29010,@29001,하루에 채집할 수 있는 약초의 양이 정해져 있다는 의미야.
29011,,
30001,@29001,在這情況下能採集到魔法藥草，代表神明與我們同在。這樣不就可以製作能夠一直提升能力的<YellowBold>靈藥</>嗎～
30002,@29001,沒有時間了，只能說明一次，要聽好囉。
30003,@29001,為了製作靈藥…
30004,@29001,必須要透過位於角色選單上的…
30005,@29001,靈藥鍵移動才行。
30006,@29001,在此處可以製作靈藥。靈藥是由<YellowBold>四種藥草</>所製作而成。
30007,@29001,有許多其他種類的靈藥，每種的效果都不盡相同，必須好好做選擇。
30008,@29001,那麼，試著做HP靈藥吧。
30009,@29001,材料已經都準備好了。趕快進行製作吧。
30010,,
30011,@29001,由於靈藥<YellowBold>在製作的同時會即刻自動發揮作用</>！因此可以即時感受到能力的上升！
30012,@29001,靈藥的材料可以透過每日副本、狩獵場上的魔物、或是商店來取得。
30013,@29001,這是進行成長的必需品，因此盡可能地收集到更多的<YellowBold>藥草與精髓</>。
30014,,
31001,那因,"讓我來告訴你戰熊的騎乘方法！
來吧～ 只說一次，要仔細聽哦～！"
31002,@31001,請先至主要選單
31003,@31001,再到角色選單
31004,@31001,進去寵物裡面就可以囉
31005,@31001,是不是已經選擇了戰熊？
31006,@31001,現在按下按鍵召喚看看吧！
31007,@31001,雖然召喚的戰熊需要出戰，但是是可以騎乘的
31008,@31001,現在出去直接騎乘看看吧
31009,@31001,按下騎乘按鈕吧
31010,@31001,這傢伙已經像在跟著主人般的跟著傭兵大人了呢！好好的培養戰熊啊！
32001,蒙塔,艾保爾加山上，生存著黃金龍克瑞索斯，小心為上策。 而且在召喚石副本中惡魔應該也會出現？
32002,@32001,現在有可能佩勒奈大人陷入困境了呢！
32003,@32001,透過這個地方可以進去召喚石副本！
32004,@32001,일반 던전을 눌러!
32005,@32001,어서 서둘러!
32006,,
32007,@32001,참! 소환석 던전은 생각보다 위험한 곳이니 가급적 동료를 모아 가는 것이 좋을 거야!
32008,,
101001,@3002,請按下主選單鍵。
101002,@3002,接著請按下好友鍵。
101003,@3002,夥伴是冒險中不可或缺的樂趣之一。從此處不僅可以新增好友，還能透過彼此打招呼來交流<YellowBold>友情點數。</>
101004,@3002,對了！我想要向冒險家您介紹好友。
101005,@3002,在這裡～這裡～請按下推薦好友。
101006,@3002,如何？有喜歡的夥伴嗎？
101007,@3002,若結交許多好友，會有很多好處喔!！一起冒險、也一起培養友情！還能夠擊敗巨大的怪物！希望您能結交到好友！
101008,,
102001,@17001,不怎麼難。簡單說明一下。
102002,@17001,首先，可以藉由<YellowBold>建立隊伍</>來募集其他成員。
102003,@17001,<YellowBold>手動尋找隊伍</>是從其他人的隊伍中，自由選擇隊伍並加入。
102004,@17001,最後一個是<YellowBold>自動參加</>。設定你所需的條件，就會自動加入至擁有相同目的的隊伍中。
102005,,
104001,雜貨商潘,"想了解所謂的交易所嗎？
按下主選單鍵～喵～"
104002,@104001,喵喵～按下交易所鍵。
104003,@104001,擁有很棒的物品，可是就這樣賣到商店會很可惜，但這些物品若一直留在背包裡，又會覺得很煩人啊喵。
104004,@104001,想要處理些物品，或是想取得那些無法輕易取得的物品，那來到交易所就對了喵！
104005,@104001,若有想購買的物品，只要選擇期望的條件後進行搜尋，職員就會自動準備好物品的喵！
104006,@104001,還等什麼？試著賣賣看吧！
104007,@104001,來來來。這裡這裡。利用這個地方。
104008,@104001,只要把想賣出的物品登錄至期望的價格後！就會自動進行販賣了喵！不覺得很特別嗎？不過要記得的是，會有最低價的限制以維持物價的穩定。
104009,@104001,"等一等！那該不會是<YellowBold>A級</>道具呢？喵？
<p>交易所若非<YellowBold>S級</>以上可是不受理喔！喵…"
104010,@104001,不要不開心。若隨便賣一些低品質的物品，那麼使用的人也會感到疲累，因此才會有此限制。
104011,@104001,這次來這邊吧。
104012,@104001,若運用此處…
104013,@104001,可以對已投標或登錄為販賣物品的拍賣現況進行確認。
104014,,
112001,魔法學校學生,要不要來了解一下每日任務啊？
112002,@112001,首先，請選擇挑戰。
112003,@112001,接著請選擇任務。
112004,@112001,最後請選擇每日任務。
112005,@112001,在這裡，可以進行最多<YellowBold>十二個</>每日任務。
112006,@112001,不過！最多只可同時進行三個任務。
112007,@112001,任務的難度與獎勵會隨著階級的不同而有所變化，因此必須謹慎選擇。
112008,@112001,從這裡可以了解所進行的任務。
112009,@112001,還有，在這裡可以確認獎勵。
112010,@112001,那麼就試著接受任務吧。
112011,@112001,可以知道內容有所改變。
112012,@112001,"所接受的任務雖然可以直接進行，
<YellowBold>但若超過所規定的時間，則會自動完成</>。"
112013,@112001,另外，<YellowBold>若使用金幣則可立即完成</>。
112014,@112001,"在這裡除了可以確認每日任務的達成率
還可以獲得額外獎勵。"
112015,@112001,在這裡可以變更所有尚未執行的任務。
112016,@112001,若能好好運用<YellowBold>任務變更</>，對成長將有莫大的幫助。
112017,@112001,為了以後不要後悔，請好好記住並運用。
112018,,
113001,@112001,接下來要告訴您的，是每週任務！
113002,@112001,@112002
113003,@112001,接著請選擇任務。
113004,@112001,最後請選擇每週任務。
113005,@112001,這裡可以接取一個星期間能夠進行的任務。
113006,@112001,<YellowBold>每天最多可以進行十五個</>任務。
113007,@112001,若想獲得每週任務的達成獎勵，必須持續地進行任務。
113008,@112001,從這裡可以確認目前正在進行中的任務資訊。
113009,@112001,首先，試著按下任務進行鍵接受任務吧。
113010,@112001,若持續進行每週任務，將可獲得不錯的獎勵。
113011,@112001,請牢記在心。每週任務最重要的是<YellowBold>每天都要持續</>進行任務。
113012,,
114001,@29001,你終於可以進行<YellowBold>血盟捐贈</>了呢。
114002,@29001,那麼現在來告訴你關於血盟的重要資訊吧。
114003,@29001,首先，先告訴你捐贈的方法吧。
114004,@29001,趕緊前往血盟吧。
114005,@29001,按下捐贈鍵。
114006,@29001,可以使用金幣來捐贈，
114007,@29001,也可以使用血之證
114008,@29001,或紅色星石。
114009,@29001,血之證或紅色星石的捐贈效果較大。
114010,@29001,但獲取的方法有所限制，因此需要努力去取得。
114011,@29001,那現在分一些我擁有的血之證給你。
114012,@29001,用血之證來捐贈看看吧。
114013,@29001,進行捐贈就會發送獎勵，所獲得的獎勵要好好收著。
114014,@29001,貢獻分數是呈現血盟成員中誰付出多少貢獻的數值。
114015,@29001,對了！看來要跟你說一下<YellowBold>血盟鑄幣</>呢。血盟鑄幣是當你向血盟捐贈時所獲得的硬幣。使用這血盟鑄幣，可以至血盟商店購買多樣的道具或血盟增益效果。
114016,@29001,現在我們就離開這裡吧。
114017,@29001,啊，剛剛說的血盟商店在這裡。
114018,@29001,這裡有對於血盟成長與你自己本身的成長有幫助的商品，來逛一下吧。
