Id,ReplaceString1,Name,ReplaceString2,QuestDesc1,QuestDesc2
212,@211,@201,@211,@1,@211
301,마물 소환석(희귀),{ReplaceString1} 정화,희귀 몬스터 소환석,@1,"희귀 몬스터 소환석을 사용하고, 던전 내 몬스터를 {TaskCount}마리 처치하세요."
302,@301,@301,@301,@1,@301
303,마물 소환석(보스),@301,보스 몬스터 소환석,@1,"보스 몬스터 소환석을 사용하고, 던전 내 몬스터를 {TaskCount}마리 처치하세요."
351,,虐殺者,,玩家PK,請與其他玩家PK{TaskCount}次。
352,,@351,,@351,@351
401,精靈牧者,消滅{ReplaceString1},@2,{ReplaceString2} 필드 보스 처치,말하는 섬 서부의 보스 정령 목자를 {TaskCount}회 처치하세요.
402,裘迪厄,@401,@3,@401,글루딘 가도의 보스 조디악을 {TaskCount}회 처치하세요.
403,銀鬍子,@401,@4,@401,글루디오 평원의 보스 은빛 수염을 {TaskCount}회 처치하세요.
404,貝帕勒,@401,@5,@401,윈다우드 장원 의 보스 베파르를 {TaskCount}회 처치하세요.
405,卡吉勒,@401,@6,@401,황무지의 보스 카지르를 {TaskCount}회 처치하세요.
406,弗雷根,@401,@7,@401,디온 목초지의 보스 프레곤을 {TaskCount}회 처치하세요.
407,西斯,@401,@8,@401,크루마 늪지의 보스 시스를 {TaskCount}회 처치하세요.
408,阿瑪迪斯,@401,@9,@401,투쟁의 봉우리의 보스 아마데우스를 {TaskCount}회 처치하세요.
409,史坦諾亞,@401,@11,@401,기란 자치령의 보스 스테노아를 {TaskCount}회 처치하세요.
1001,,每天每天都很忙,每日任務,執行{ReplaceString2},請執行{TaskCount}個每日任務。
1002,,每週每週都很忙,每週任務,@1001,請完成{TaskCount}個每週任務。
1011,,아데나 수급에는 스크롤,C,{ReplaceString2}급 이상 퀘스트 스크롤 완료,C급 이상 퀘스트 스크롤을 {TaskCount}번 완료하세요.
1012,,@1011,B,@1011,B급 이상 퀘스트 스크롤을 {TaskCount}번 완료하세요.
1013,,@1011,A,@1011,A급 이상 퀘스트 스크롤을 {TaskCount}번 완료하세요.
1014,,@1011,S,@1011,S급 이상 퀘스트 스크롤을 {TaskCount}번 완료하세요.
1031,,打了又打,,達成連擊,請以連續攻擊達成{TaskCount}連擊。
1032,,압도적 일격,,단일 공격으로 최대 대미지 달성,단일 공격으로 적에게 {TaskCount}000000 이상의 대미지를 달성하세요.
1101,怪物,{ReplaceString1}屠殺者,一般怪物,消滅{ReplaceString2},몬스터를 {TaskCount}마리 처치하세요.
1102,菁英怪物,@1101,菁英怪物,@1101,請消滅{TaskCount}隻精英怪物。
1103,首領怪物,@1101,首領怪物,@1101,請消滅{TaskCount}隻首領怪物。
1104,,轉職任務守護天使,基利歐斯,@1101,請消滅基力歐斯{TaskCount}次。
1105,,庭院守護者,庭院守護者,@1101,請在採集副本消滅{TaskCount}次庭院守護者。
1106,@203,{ReplaceString1}狂熱分子,曼陀羅草,@1101,채집 던전에서 만드라고라를 {TaskCount}회 처치하세요.
1107,綠光,{ReplaceString1}採集副本,綠色拉泰爾洛柏斯特,@1101,請在採集副本消滅{TaskCount}次綠色拉泰爾洛柏斯特。
1108,銀光,@1107,銀色拉泰爾洛柏斯特,@1101,請在採集副本消滅{TaskCount}次銀色拉泰爾洛柏斯特。
1109,金光,@1107,金色拉泰爾洛柏斯特,@1101,請在採集副本消滅{TaskCount}次金色拉泰爾洛柏斯特。
1151,바르칼론 처치,{ReplaceString1} 사전 작업,혈맹 던전(바르칼론) 내 몬스터,@1101,혈맹 던전(바르칼론)에서 몬스터를 {TaskCount}마리 처치하세요.
1152,여왕개미 처치,@1151,혈맹 던전(여왕개미) 내 몬스터,@1101,혈맹 던전(여왕개미)에서 몬스터를 {TaskCount}마리 처치하세요.
1153,크루마 코어 처치,@1151,혈맹 던전(크루마 코어) 내 몬스터,@1101,혈맹 던전(크루마 코어)에서 몬스터를 {TaskCount}마리 처치하세요.
1201,競技場,{ReplaceString1}觀摩,,參加競技場,請參加競技場{TaskCount}次。
1202,@1201,@209,,결투장에서 승리,請在競技場戰勝{TaskCount}次。
1203,@1201,{ReplaceString1} 연승,,결투장에서 연승,결투장에서 {TaskCondition}번 연승하세요.
1301,每日副本,@209,어려움 이상,每日副本({ReplaceString2})過關,요일 던전 어려움 난이도 이상을 {TaskCount}회 클리어 하세요.
1303,,向天空,,掃蕩傲慢之塔,請掃蕩傲慢之塔{TaskCount}次。
1304,,藥草王,,採集副本採集藥草,請在採集副本採集{TaskCount}株藥草。
1306,@207,{ReplaceString1}大師,@1301,金幣副本({ReplaceString2})SS以上過關,請以SS級以上完成{TaskCount}次難度困難以上的金幣副本。
1307,@207,@1106,,達成金幣副本連擊,아데나 던전에서 {TaskCondition}콤보를 달성하세요.
1308,@209,@209,@1301,經驗值副本({ReplaceString2})SSS過關,"경험치 던전 어려움 이상의 난이도를
SSS등급으로 {TaskCount}번 클리어 하세요."
1401,黑暗的君主,@401,바르칼론(쉬움),@1101,바르칼론의 흔적(쉬움)의 바르칼론을 {TaskCount}회 처치하세요.
1402,@1401,@401,바르칼론(보통),@1101,바르칼론의 흔적(보통)의 바르칼론을 {TaskCount}회 처치하세요.
1403,@1401,@401,바르칼론(어려움),@1101,바르칼론의 흔적(어려움)의 바르칼론을 {TaskCount}회 처치하세요.
1411,群落的教母,@401,여왕개미(쉬움),@1101,여왕개미의 동굴(쉬움)의 여왕개미를 {TaskCount}회 처치하세요.
1412,@1411,@401,여왕개미(보통),@1101,여왕개미의 동굴(보통)의 여왕개미를 {TaskCount}회 처치하세요.
1413,@1411,@401,여왕개미(어려움),@1101,여왕개미의 동굴(어려움)의 여왕개미를 {TaskCount}회 처치하세요.
1421,정신 지배자,@401,크루마 코어(쉬움),@1101,크루마 코어의 방(쉬움)의 크루마 코어를 {TaskCount}회 처치하세요.
1422,@1421,@401,크루마 코어(보통),@1101,크루마 코어의 방(보통)의 크루마 코어를 {TaskCount}회 처치하세요.
1423,@1421,@401,크루마 코어(어려움),@1101,크루마 코어의 방(어려움)의 크루마 코어를 {TaskCount}회 처치하세요.
1501,,喜歡符文刻印,,嘗試刻印符文,嘗試符文刻印{TaskCount}次。
1502,,符文刻印最棒,,符文刻印成功,符文刻印成功{TaskCount}次。
1511,,靈藥最棒,,製作靈藥,請製作{TaskCount}瓶靈藥。
1521,,積少成多,金幣,獲得{ReplaceString2},請取得{TaskCount}金幣。
1522,血盟,{ReplaceString1}을 위해,血之證,@1521,請取得{TaskCount}個血之證。
1523,血盟副本,@1522,紅色星石,@1521,請取得{TaskCount}個紅色星石。
1524,怪物核心,@1106,怪物核心,@1521,請取得{TaskCount}個怪物核心。
1525,搜魂石,@1106,搜魂石,@1521,請取得{TaskCount}個搜魂石。
1527,C,{ReplaceString1}급 아이템 매니아,@1011,獲得{ReplaceString2}級道具,C급 아이템을 {TaskCount}개 획득하세요.
1528,B,@1527,@1012,@1527,請取得{TaskCount}個B級道具。
1529,A,@1527,@1013,@1527,請取得{TaskCount}個A級道具。
1530,최고급,{ReplaceString1} 아이템 매니아,@1014,{ReplaceString2}등급 이상 아이템 획득,S급 이상 아이템을 {TaskCount}개 획득하세요.
1551,裝備,@1106,裝備,{ReplaceString2} 아이템 획득,請取得{TaskCount}個裝備道具。
1552,펫 장비,@1106,펫 장비,@1551,펫 장비 아이템을 {TaskCount}개 획득하세요.
1601,,裝備成長的基本,@1551,{ReplaceString2} 레벨업 시도,장비 레벨업을 {TaskCount}번 이상 시도하세요.
1602,,펫 장비도 중요해,@1552,@1601,펫 장비 레벨업을 {TaskCount}번 이상 시도하세요.
1603,,장비 성장의 정석,進階,장비 {ReplaceString2} 시도,장비 승급을 {TaskCount}번 시도하세요.
1604,,원하는 장비를 위해,合成,@1603,請嘗試合成裝備{TaskCount}次以上。
1605,,강화는 침착하게,強化,@1603,請嘗試強化裝備{TaskCount}次以上。
1606,,강화는 냉철하게,裝備強化成功,{ReplaceString2},請強化裝備成功{TaskCount}次以上 。
1607,,끝판왕은 특성강화,特性強化,@1603,장비 특성강화를 {TaskCount}번 시도하세요.
1608,,장비의 디테일은 옵션,變更屬性,@1603,장비 옵션변경을 {TaskCount}번 시도하세요.
1609,,한계를 몰라,超越,@1603,장비 초월을 {TaskCount}번 시도하세요.
1801,,你變強了，快突擊,靈魂彈,使用{ReplaceString2},請使用{TaskCount}個靈魂彈。
1802,건강,@1522,HP藥水,@1801,請使用{TaskCount}瓶HP藥水。
1803,@1802,@1522,MP藥水,@1801,請使用{TaskCount}瓶MP藥水。
1804,아덴 월드,{ReplaceString1}의 성장,@1521,@1801,{TaskCount} 아데나를 사용하세요.
1805,@1804,{ReplaceString1}의 발전,紅色鑽石,@1801,請使用{TaskCount}個紅色鑽石。
1806,@1804,{ReplaceString1}의 영광,藍色鑽石,@1801,請使用{TaskCount}個藍色鑽石。
1807,,강화는 대담하게,@1605,@1603,請嘗試強化{TaskCount}次。
1901,@1522,@1522,,獲得血盟貢獻度,請獲得{TaskCount}血盟貢獻度。
1902,,예의바른 혈맹원,,問候血盟成員,請問候血盟成員{TaskCount}次以上。
1903,,捐贈天使,,血盟捐贈,請捐贈血盟{TaskCount}次。
1904,@1522,@1804,@1521,捐贈{ReplaceString2}給血盟,請捐贈{TaskCount}金幣給血盟。
1905,@1522,@1805,@1522,@1904,請向血盟捐贈{TaskCount}個血之證。
1906,@1522,@1806,@1523,@1904,請捐贈{TaskCount}個紅色星石給血盟。
9015,,차린건 없지만,小型宴會,아지트에서 {ReplaceString2} 주문,혈맹 아지트에서 소형 만찬 {TaskCount}개를 주문하세요.
9016,,좀 차려봤어,中型宴會,@9015,혈맹 아지트에서 중형 만찬 {TaskCount}개를 주문하세요.
9017,,오늘은 먹고 죽는 날,大型宴會,@9015,혈맹 아지트에서 대형 만찬 {TaskCount}개를 주문하세요.
9018,,호랑이 기운이 솟아,,아지트에서 개인 물약 제조,혈맹 아지트에서 개인 물약 {TaskCount}개를 제조하세요.
9019,,유물왕,,아지트에서 유물 감정,혈맹 아지트에서 유물 {TaskCount}개를 감정하세요.
