Id,Name,EffectTypeName,Desc
73022,血腥新月：減少攻擊,@112125,減少攻擊力。
73031,奧爾芬：惡化,惡化奧爾芬,減少防禦力。
73033,奧爾芬之怒,奧爾芬之怒,增加攻擊力和攻擊速度。
74011,死亡之根：擊倒,@1001,
74022,抽空血液,抽空血液：持續治癒(%),
74032,召喚光明,召喚光明：持續,
74042,炎火的詛咒,炎火的詛咒：火焰,
74051,毒坑,毒坑：持續傷害,
74062,@11222,閃電風暴：緩速,
74071,毒氣的沼澤,毒氣的沼澤：持續傷害,
74072,尾擊,尾擊：緩速,@12221
74082,過熱,過熱：攻擊力增加,
74083,@74082,過熱：增加移動速度,
74084,@74082,過熱：減少防禦力,
74085,@74082,@74082,
74086,@74082,@74083,
74087,@74082,@74084,
74088,@74082,@74082,
74089,@74082,@74083,
74090,@74082,@74084,
74091,@74082,@74082,
74092,@74082,@74083,
74093,@74082,@74084,
50074,猛擊: 攻擊力減少,猛擊：傷害量減少,攻擊力疊加每次減少{1}
74095,石化之眼,石化之眼：增加受到的傷害,受到的傷害量增加{1}%
74096,女王的一擊,女王的一擊：失明,命中疊加每次減少{1
74097,鱗片強化: 物理防禦力,鱗片強化: 物理防禦力,物理防禦力{1%}%
74098,鱗片強化: 魔法防禦力,鱗片強化: 魔法防禦力,魔法防禦力{1%}%
74111,死亡的標記,死亡的標記,
74121,湧出的泥土,湧出的泥土：增加受到的傷害,
74122,地面破壞,地面破壞：持續傷害,
74131,마샤의 시선(구),瑪夏的視線：持續傷害,10秒內持續受到傷害，且會影響周圍的我方隊員。
74132,메두사의 저주(구),梅杜莎的詛咒：範圍傷害,5秒內無法移動，5秒後會出現爆炸給予周圍大量傷害。
74134,@74132,梅杜莎的詛咒：爆破,
741341,瑪夏: 誘惑之旋風,瑪夏: 誘惑之旋風,10秒間{1}出現傷害
741342,@741341,@741341,@1011
741351,瑪夏: 刀鋒狂風,瑪夏: 刀鋒狂風,5秒間無法使用技能
7413511,@741351,瑪夏：刀鋒狂風(VE),@741351
741352,@741351,@741351,@741351
741353,@741351,@741351,@741351
77001,@50001,@50001,
77002,@50002,怪物：寒氣、減少移動速度,
77003,@50003,@50003,
77004,@50004,怪物：詛咒、減少防禦力,
77005,@50005,@50005,
77006,@50006,怪物：出血、減少攻擊力,
77007,@50007,@50007,
77008,@50008,@50008,
77010,@50005,@50005,
77085,@73022,@112125,@73022
801011,攻擊力增加,物理、魔法攻擊力增加,30秒內攻擊力增加50%。
801012,物理攻擊力增加,物理攻擊力增加,30秒內攻擊力增加30%。
801013,魔法攻擊力增加,魔法攻擊力增加,@801012
801021,攻擊速度增加,攻擊速度增加,30秒內攻擊速度增加50%。
801022,@801021,@801021,30秒內攻擊速度增加20%。
801031,防禦力上升,物理、魔法防禦力增加,30秒內防禦力增加300%。
801032,物理防禦力增加,物理防禦力增加,30秒內防禦力增加35%。
801033,魔法防禦力增加,魔法防禦力增加,@801032
801041,移動速度上升,移動速度上升,30秒內移動速度增加30%。
801042,@801041,@801041,@801041
80105,MaxHP增加,MaxHP增加,30秒內最大HP增加40%。
80106,MaxMP增加,MaxMP增加,30秒內增加最大MP40%
801043,스킬 데미지 상승,스킬 데미지 상승,30초간 스킬 데미지가 300% 증가합니다.
801044,근접 데미지 오오라(Timer),근접 데미지 오오라,30秒內給予接近的敵人固定傷害300。
801045,물의 수정 보호막,물의 수정 피해면역,30秒內水之水晶形成傷害免疫的防護罩。
801046,狂暴之隊(Timer),파티 공격력 및 방어력 상승,30秒內隊員的攻擊力與防禦力增加30%。
8010461,파티 오브 퓨리,@801046,@801046
801047,오버 파워,공격력 및 공격속도 상승,30秒內攻擊力與攻擊速度增加。
801048,@801047,@801047,10초간 공격력과 공격속도가 상승합니다.
93506,버그베어 광폭화,"공격력, 방어력 대폭 상승, 이동속도, 공격속도 소폭 상승",
94409,데몬 계약자 광폭화,@93506,增加攻擊力、防禦力、移動速度、攻擊速度
90001,血盟健壯,增加HP,增加最大HP {1%}%
90002,血盟之魂,增加MP,增加最大MP {1%}%
90003,血盟保護盾,增加防禦力,增加防禦力 {1%}%
90004,血盟力量強化,增加攻擊力,攻擊力增加{1%}%
90005,血盟導引,增加命中,명중 {1%}% 증가
90006,血盟躲避,@22211,@22261
90007,血盟行動力,增加移動速度,@132221
90008,血盟暴擊傷害,@22241,@132331
90009,血盟暴擊率,增加暴擊率,增加暴擊 {1%}%
905001,等級{TextParam1}凝聚水晶,等級{TextParam2}凝聚水晶增益效果,賦予據點凝聚水晶力量
905002,@905001,@905001,@905001
905003,@905001,@905001,@905001
905004,@905001,@905001,@905001
905005,@905001,@905001,@905001
905006,@905001,@905001,@905001
905007,@905001,@905001,@905001
905008,@905001,@905001,@905001
905009,@905001,@905001,@905001
905010,@905001,@905001,@905001
905101,小型宴會飽足感,"物理, 魔法防禦力增加",物理/魔法防禦力增加500
905102,中型宴會飽足感,HP、MP增加,HP/MP增加1000
905103,大型宴會飽足感,物理、魔法攻擊力增加,物理/魔法攻擊力增加500
905104,小型高級宴會飽足感,@905101,物理/魔法防禦力增加1200
905105,中型高級宴會飽足感,@905102,HP/MP增加2000
905106,大型高級宴會飽足感,@905103,物理/魔法攻擊力增加1200
905107,小型最高級宴會飽足感,物理、魔法防禦力、暴擊增加,物理/魔法/防禦力增加2000、暴擊增加500
905108,中型最高級宴會飽足感,HP、MP、爆擊增加,HP/MP增加3000、暴擊增加 500
905109,大型最高級宴會飽足感,物理、魔法攻擊力、暴擊增加,物理/魔法攻擊力增加
905501,增加物理攻擊力藥水,물리 공격력 증가,물리 공격력이 10% 증가합니다.
905502,增加魔法攻擊力藥水,增加魔法攻擊力,마법 공격력이 10% 증가합니다.
905503,增加物理防禦力藥水,物理防禦力增加,물리 방어력이 10% 증가합니다.
905504,增加魔法防禦力藥水,魔法防禦力增加,마법 방어력이 10% 증가합니다.
905505,增加移動速度藥水,이동 속도 증가,이동 속도가 15% 증가합니다.
905506,채집 속도 증가 물약,採集速度增加,채집 속도가 50% 증가합니다.
905507,공격 속도 증가 물약,공격 속도 증가,공격 속도가 20% 증가합니다.
905508,增加迴避率藥水,@24241,회피율이 50% 증가합니다.
905509,增加韌性藥水,탄력 증가,탄력이 10000 증가합니다.
905510,增加無視防禦傷害藥水,방어무시 피해 증가,방어무시 피해 효과가 2000 증가합니다.
905511,고정피해 감소 증가 물약,고정피해 감소 증가,고정피해 감소 효과가 1000 증가합니다.
905512,減少技能冷卻時間藥水,@21231,스킬 쿨타임이 30% 감소합니다.
905513,관통 증가 물약,관통력 증가,관통력 10000 증가합니다.
905514,增加首領傷害藥水,보스에게 가하는 피해 증가,보스에게 가하는 피해가 15% 증가합니다.
905515,降低被首領襲擊傷害的藥水,보스에게 받는 피해 감소,보스로 부터 받는 피해가 5% 감소합니다.
905516,增加獲得核心藥水,몬스터 코어 획득 증가,몬스터 코어 획득 확률이 25% 증가합니다. (정예 던전 제외)
905601,振奮士氣藥水,사기 진작,나를 포함한 주변 혈맹원의 이동 속도가 30% 증가합니다.
905602,사기 진작 효과,사기 진작 효과,혈맹원의 이동 속도가 30% 증가합니다.
905603,暴風雪藥水,얼음 폭풍,주변 적들의 이동 속도를 50% 느리게 합니다.
905604,얼음 폭풍 효과,얼음 폭풍 효과,이동 속도가 50% 느려집니다.
905605,破壞藥水,공성 파괴,공성 구조물에 가하는 피해가 50% 증가합니다.
905606,HP 회복량 증폭 물약,HP 회복량 증폭,나를 포함한 주변 혈맹원의 HP 회복량이 50% 증가합니다.
905607,HP 회복량 증폭 효과,HP 회복량 증폭 효과,혈맹원의 HP 회복량이 50% 증가합니다.
905608,공격력 증폭 물약,공격력 증폭,"자신의 방어력을 60% 깎고, 공격력을 20% 향상시킵니다."
905609,방어력 증폭 물약,방어력 증폭,"자신의 공격력을 15% 깎고, 방어력을 100% 향상시킵니다."
905610,強化意志藥水,정신 강화,상태이상 저항률이 50% 증가합니다.
905611,消滅MP藥水,MP 소멸,주변 적들의 MP를 1초당 20% 소멸시킵니다.
905612,MP 소멸 효과,@905611,MP가 1초당 20% 소멸됩니다.
906000,명예의 전장 부활 보호,명예의 전장 부활 보호,@1005
906001,名譽戰場,HP回復,아군의 HP가 회복됩니다.
906002,@906001,HP 회복 효과,@906001
906003,@906001,@801041,아군의 이동속도가 증가합니다.
906100,용맹의 전장 부활 보호,용맹의 전장 부활 보호,@1005
906101,용맹의 전장,@906001,HP가 회복됩니다.
906102,@906101,@801041,이동속도가 증가합니다.
906500,난투장 부활 보호,난투장 부활 보호,@1005
906501,混戰聖所,混戰聖所,攻擊力、防禦力、攻擊速度、移動速度增加30%
11,靈魂彈,靈魂彈,這是靈魂彈。
12,擊退測試用,@1001,測試擊退用。
100001,無敵增益效果,@1004,無敵增益效果。
100002,透明增益效果,透明,透明增益效果。
100003,健壯增益效果,健壯,健壯增益效果。
100004,聰明增益效果,聰明,聰明增益效果。
100005,一擊增益效果,一擊必殺,一擊必殺增益效果。
100006,大地的氣息,@20221,"대지의 제단의 가호 : 물리, 마법 공격력 10% 상승, 방어탑에 입히는 피해 25% 상승"
100007,風之力,@20221,"바람의 제단의 가호 : 물리, 마법 공격력 10% 상승, 방어탑에 입히는 피해 25% 상승"
100008,祭壇的庇佑,@20221,"제단의 힘이 증폭되어 물리, 마법 공격력 30% 추가 상승"
100011,等級{TextParam1}連擊效果,連擊 {TextParam2},連擊10增益效果。無圖示標示
100012,@100011,@100011,連擊20增益效果。無圖示標示
100013,@100011,@100011,連擊40增益效果。無圖示標示
100014,@100011,@100011,連擊60增益效果。無圖示標示
100015,@100011,@100011,連擊90增益效果。無圖示標示
100016,@100011,@100011,連擊120增益效果。無圖示標示
100017,@100011,@100011,連擊160增益效果。無圖示標示
100018,@100011,@100011,連擊200增益效果。無圖示標示
100019,@100011,@100011,連擊250增益效果。無圖示標示
100020,@100011,@100011,連擊300增益效果。無圖示標示
100021,良心的譴責,減少攻擊力和防禦力,角色整體攻擊力與防禦力減少50%
100031,PvP補正增益效果,增加攻擊力和防禦力,@100021
100101,대지 제단의 영웅,"공격력, 구조물피해량, 최대체력, 이동속도 증가","물리, 마법 공격력 80% 상승, 방어탑에 입히는 피해 50% 상승, 최대 생명력 100% 상승, 이동 속도 10% 상승, 스턴 저항 30% 상승"
100102,바람 제단의 영웅,@100101,@100101
200000,庇護,庇護,@100001
200001,火之力,"이속, 공속 증가","불의 제단의 가호로 이동속도가 10%, 공격 속도가 10% 증가됩니다."
200002,水之力,"이속 증가, 스킬 쿨타임 감소",물의 제단의 가호로 이동속도가 10% 증가하고 스킬 쿨타임이 15% 감소됩니다.
200003,等級{TextParam1}攻城英雄,增加攻防 {TextParam2},攻擊力、防禦力增加1%
200004,@200003,@200003,攻擊力、防禦力增加2%
200005,@200003,@200003,攻擊力、防禦力增加3%
200006,@200003,@200003,攻擊力、防禦力增加4%
200007,@200003,@200003,攻擊力、防禦力增加5%
200008,@200003,@200003,增加攻擊力、防禦力6%
200009,@200003,@200003,增加攻擊力、防禦力7%
200013,@200003,@200003,@200003
200014,@200003,@200003,@200004
200015,@200003,@200003,@200005
200016,@200003,@200003,@200006
200017,@200003,@200003,@200007
200018,@200003,@200003,@200008
200019,@200003,@200003,@200009
300001,城的威嚴,增加獲得經驗值,"增加透過消滅怪物獲得的能力值50%
僅套用佔領的城堡領地。"
300002,古魯丁城,"공격력, 방어력 1.5% 증가 ","공격력, 방어력 1.5% 증가
(공성전, 요새전 제외)"
300003,狄恩城,攻擊力、防禦力增加2%,"공격력, 방어력 2% 증가
(공성전, 요새전 제외)"
300004,奇岩城,"공격력, 방어력 2.5% 증가 ","공격력, 방어력 2.5% 증가
(공성전, 요새전 제외)"
300005,歐瑞城,攻擊力、防禦力增加3%,"공격력, 방어력 3% 증가
(공성전, 요새전 제외)"
301001,要塞的祝福,增加獲得怪物核心機率,"몬스터 코어 획득 확률 10% 증가
점령한 요새의 지역에서만 적용됩니다."
301002,古魯丁街道要塞,增加對一般怪物的傷害,增加對一般怪物的傷害5%
301003,古魯丁平原要塞,일반 몬스터에게 받는 피해 감소,일반 몬스터에게 받는 피해 2% 감소
301004,溫達伍德莊園要塞,@301002,일반 몬스터에게 주는 피해 10% 증가
301005,荒原要塞,@301003,일반 몬스터에게 받는 피해 4% 감소
301006,狄恩牧草地要塞,엘리트 몬스터에게 주는 피해 증가,엘리트 몬스터에게 주는 피해 5% 증가
301007,克魯瑪沼澤要塞,엘리트 몬스터에게 받는 피해 감소,엘리트 몬스터에게 받는 피해 2% 감소
301008,鬥爭的山峰要塞,@301006,엘리트 몬스터에게 주는 피해 10% 증가
301009,吶喊之地要塞,@301007,엘리트 몬스터에게 받는 피해 4% 감소
301010,奇岩自治區要塞,增加對首領怪物的傷害,增加對首領怪物的傷害5%
301011,死亡之霧海岸要塞,보스 몬스터에게 받는 피해 감소,보스 몬스터에게 받는 피해 2% 감소
301012,惡魔島要塞,@301010,보스 몬스터에게 주는 피해 10% 증가
301013,死亡小徑要塞,@301011,보스 몬스터에게 받는 피해 4% 감소
301014,龍之谷要塞,增加給予玩家的傷害,"플레이어에게 주는 피해 2% 증가
(공성전, 요새전 제외)"
301015,北風高原要塞,減少玩家所給的傷害,"플레이어에게 받는 피해 2% 감소
(공성전, 요새전 제외)"
301016,時間凍結之地要塞,@301014,"플레이어에게 주는 피해 4% 증가
(공성전, 요새전 제외)"
301017,象牙塔自治區要塞,@301015,"플레이어에게 받는 피해 4% 감소
(공성전, 요새전 제외)"
301018,說話之島要塞,@132221,"이동속도 2% 증가
(공성전, 요새전 제외)"
