Id,Word
236,雞雞
237,雞雞在癢
238,雞雞好癢 
239,雞賣  
240,雞麥
241,雞麥  
242,雞掰
243,雞歪
244,系統
245,系統公告
246,系統訊息
247,雞巴
248,雞芭
249,雞吧
250,雞疤
251,雞巴爛
252,雞巴濫
253,雞巴郎做雞巴代
254,雞巴毛
255,雞巴在癢
256,雞八
257,雞叭
258,尻
259,睾
260,古柯鹼
261,靠你媽
262,高麗棒子
263,靠母
264,靠杯
265,靠背
266,靠北
267,靠妖
268,靠腰
269,靠么
270,靠妖  
271,高自聯
272,高潮
273,高治聯
274,靠爸
275,睾丸
276,哭媽逼
277,哭夭
278,哭爸
279,公告
280,共狗
281,贛你娘
282,贛您娘
283,灨你娘
284,共匪
285,戈揚
286,管理員
287,管理者
288,官方
289,關卓中
290,狂幹
291,廣聞
292,狂操
293,狂操你全家
294,掛機
295,姣西
296,鳩
297,狗b
298,狗幹
299,龜公
300,口交
301,口交靠
302,口交射臉上
303,狗娘
304,狗娘養的
305,龜頭
306,狗卵
307,狗卵子
308,狗屁
309,龜孫子
310,狗屎
311,龜兒子
312,狗養
313,狗養的
314,狗日靠
315,狗操
316,狗操賣逼
317,群奸
318,群交
319,軍妓
320,群射
321,窮逼
322,捲毛捲雞掰
323,跪
324,叫雞
325,叫屁   
326,叫床
327,叫小姐
328,叫淫  
329,叫春  
330,妓
331,幾8  
332,機機歪歪
333,妓女
334,騎女人狂射精
335,騎女人狂射精  
336,騎你
337,機掰
338,機歪
339,妓院
340,騎她
341,起秋
342,騎他
343,機巴
344,機八
345,機叭
346,金吉擺
347,金幣
348,捏爆你的奶
349,娘的
350,奶娘
351,奶奶的
352,奶頭  
353,內射
354,奶西
355,奶子
356,女乃
357,女昌
358,腦殘
359,嫩b
360,你娘
361,你娘雞掰
362,你娘咧
363,你娘卡好
364,妳娘的
365,你大爺
366,妳老母的
367,你媽
368,你媽了妹
369,你馬的
370,你媽的
371,妳馬的
372,妳媽的
373,你媽逼
374,您母卡好
375,您杯卡好
376,你是雞
377,你是鴨
378,你她馬的
379,你他媽的
380,你爸
381,蛋蛋
382,大b
383,大莖
384,大雞掰
385,大雞巴
386,大懶啪
387,大懶巴
388,大懶趴
389,代練
390,大麻
391,大麻樹脂
392,大麻油
393,臺灣狗
394,大變
395,大比
396,大便
397,臺幣
398,大逼
399,大血比
400,大花逼
401,淘寶
402,盜竊犯
403,東亞病夫
404,杜冷丁
405,懶8
406,懶教
407,懶叫
408,懶啪  
409,懶趴
410,懶巴  
411,喇叭
412,懶八
413,爛B
414,亂交
415,亂倫
416,爛比
417,爛屄
418,爛鳥
419,爛屌
420,爛逼
421,爛貨
422,濫交
423,覽叫
424,拉K
425,浪叫
426,來幹
427,來幹一炮
428,來插我
429,來爽我
430,老雞排
431,露兩點
432,老母
433,老毛子
434,露三點
435,老二
436,露一點
437,老逼
438,輪奸
439,輪姦
440,輪幹
441,輪流幹
442,輪盤賭
443,淋病
444,媽B
445,媽個
446,媽個B
447,媽你個B 
448,媽你個逼 
449,媽你的B
450,媽你的b 
451,媽你的逼
452,媽媽的
453,馬賣馬屁
454,媽賣媽屁
455,媽批
456,媽比
457,碼的
458,馬的
459,媽的
460,媽的B
461,麻醉乙醚
462,媽逼
463,媽逼靠
464,網管
465,網石
466,網石棒辣椒
467,網愛
468,賣B
469,賣ID
470,賣QQ
471,賣橘子
472,梅毒
473,買賣槍支
474,賣比
475,賣軟體
476,賣淫
477,賣卡
478,賣帳號
479,買點數
480,賣點數
481,買點卡
482,賣點卡
483,賣逼
484,賣號
485,賣號靠
486,猛插
487,綿恒
488,摸咪咪
489,沒屁眼
490,夢遺
491,蒙塵藥
492,無能
493,無恥
494,無恥之徒
495,迷奸
496,迷奸藥
497,美女視頻
498,迷殲藥
499,迷藥
500,迷魂藥
501,迷幻藥
502,密穴
503,發q
504,勃起
505,發騷
506,幫我吹喇叭
507,扒光
508,白老鼠
509,白目
510,白粉
511,白癡
512,法克
513,變態
514,鴇
515,保險套
516,棒辣椒
517,仆街
518,阝月
519,北加
520,北爛
521,北七
522,噴尿
523,噴你
524,笨屄
525,噴精
526,噴精在臉上
527,笨逼
528,妣
529,屄
530,屄毛
531,肥西
532,屁眼
533,賓周
534,冰毒
535,私/服
536,傻B
537,死GM
538,死JB
539,駛你公
540,駛你娘
541,駛你老母
542,駛你老師
543,駛你母
544,駛你爸
545,師濤
546,死白  
547,私服
548,私-服
549,私—服
550,伺服器
551,傻比
552,傻屄
553,傻子
554,死全家
555,射精
556,私處
557,死破麻
558,傻逼
559,三個代婊
560,三個呆婊
561,三去車侖
562,三級片
563,三陪
564,三陪女
565,三唑
566,三唑侖
567,三八雞
568,三八機
569,三浦愛佳
570,插GM
571,插你
572,插妳
573,插你媽
574,插死你
575,插插
576,插深些
577,插我
578,插她
579,插他
580,上你
581,上妳
582,爽你
583,想上你
584,商城幣
585,塞你公
586,塞你娘
587,賽你娘
588,賽妳娘
589,塞你娘卡好
590,塞你老母
591,賽你老母
592,賽你老北
593,塞你老師
594,賽你老師
595,塞你母
596,賽你母
597,賽妳阿母
598,塞你爸
599,賽你爸
600,賽她娘
601,賽他娘
602,色友
603,色情
604,色情靠
605,色情網站
606,色情服務
607,色情小電影
608,色情電影
609,生殖器
610,生兒子沒屁眼  
611,生鴉片
612,生孩子沒屁眼
613,先奸後殺
614,線上GM
615,線上客服
616,線上管理者
617,性高潮
618,性交
619,性交靠
620,性饑渴
621,性濫交
622,性免費電影
623,性無能
624,性病
625,性生活
626,性愛
627,性欲
628,成人區
629,成人圖片
630,成人論壇
631,成人漫畫
632,成人網站
633,成人文學
634,成人小說
635,成人影視
636,成人電影
637,成人片
638,性虐
639,性虐待
640,小.*商
641,小b
642,騷B
643,小gg
644,小雞雞
645,小龜蛋
646,小機機
647,消息
648,小乳頭
649,小肉粒
650,小電影
651,騷逼
652,小穴
653,小穴好癢
654,騷貨
655,騷徽
656,售ID
657,獸交
658,售軟體
659,手淫
660,水晶
661,售號
662,濕了
663,濕透的內褲
664,視奸
665,視姦
666,屎你娘
667,屎妳娘
668,新手指導
669,新手指導員
670,新台幣
671,十八摸
672,雙峰微顫
673,屙
674,我奸
675,我幹
676,我靠
677,我咧幹
678,我日
679,我日你
680,我操
681,我操靠
682,我操你
683,我操妳
684,鴉片
685,鴉片渣
686,鴉片液
687,齷齪
688,安非他命
689,顏射
690,暗陰陽
691,愛液
692,愛滋
693,愛滋病
694,櫻井
695,夜勤病棟
696,祂瑪的
697,夜情
698,陽具
699,陽物
700,陽痿
701,陽精
702,睪
703,睪丸
704,藝莖
705,藝道
706,藝門
707,藝部
708,藝水
709,藝唇
710,藝蒂
711,藝核
712,藝穴
713,藝戶
714,玉莖
715,哇是大懶巴
716,哇是大懶趴
717,完蛋操
718,王八蛋
719,外掛
720,外陰
721,搖頭玩
722,搖頭丸
723,欲火焚身
724,牛比
725,牛逼
726,援交
727,援交妹
728,援妹  
729,遠程偷拍
730,援助交際
731,威而鋼
732,威而柔
733,乳交
734,幼交
735,乳頭
736,有碼
737,乳房
738,乳峰
739,遺精
740,乳波臀浪
741,乳暈
742,遊戲工作人員
743,遊戲工程師
744,遊戲管理者
745,遊戲發獎員
746,肉棍
747,肉棍子
748,肉洞
749,肉壁
750,肉棒
751,肉縫
752,肉欲
753,肉穴
754,肉壺
755,淫
756,陰莖   
757,淫叫  
758,陰囊
759,陰道
760,淫洞
761,淫亂
762,淫魔  
763,淫毛
764,陰毛
765,陰門
766,淫靡
767,淫婦
768,陰部
769,淫西
770,陰小撕大
771,淫水
772,陰水
773,淫水直流
774,淫水賤貨
775,淫濕
776,淫液
777,淫語連連
778,淫穢
779,淫娃  
780,淫欲
781,淫汁
782,陰唇
783,淫賤
784,陰蒂
785,淫蕩
786,陰核  
787,淫穴
788,陰戶
789,淫貨
790,應招
791,意淫
792,二b
793,以莖至洞
794,二屄
795,二逼
796,人民幣
797,人體炸彈
798,日X媽
799,一貫道
800,日你
801,一黨專政
802,一本道
803,日死
804,日死你
805,一夜情
806,日她
807,日他
808,自瀆
809,自焚
810,自殺手冊
811,自殺指南
812,自慰
813,自製手槍
814,作愛
815,雜交
816,雜種
817,裝屄
818,裝逼
819,裝逼靠
820,再奸
821,底褲
822,她娘
823,她奶奶的
824,低能
825,豬玀
826,她瑪的
827,她馬的
828,她媽的
829,豬毛
830,豬生狗養貓帶大
831,豬媳
832,她爺
833,豬容基
834,豬操
835,的娘
836,的爺
837,點數商
838,程凱
839,情色
840,精液
841,精子
842,程真
843,程鐵軍
844,弟大勿勃
845,操
846,肏
847,糙   
848,操78
849,鳥GM
850,操ta
851,操機掰
852,操娘
853,操尼
854,操你
855,操妳
856,叼你
857,操你娘
858,操妳娘
859,懆您娘
860,操你媽
861,操妳媽
862,懆您媽
863,叼你媽
864,操你媽的b
865,操你孃
866,操妳孃
867,操你全家
868,操妳全家
869,操你祖宗
870,操妳祖宗
871,糙你祖宗
872,操蛋
873,操林
874,操媽
875,操媽b
876,操比
877,早洩
878,造愛
879,操她
880,操她媽
881,粗制嗎啡
882,祖宗
883,潮吹  
884,操他
885,操他媽
886,操逼
887,坐交
888,坐莊
889,坐台
890,坐台的
891,做愛
892,蠢蛋
893,蠢豬
894,中.*國.*狗
895,中.*國.*豬
896,中國豬
897,支那
898,指導
899,指導員
900,智障
901,遲浩田
902,車侖
903,車侖女干
904,戳B
905,戳爆你的奶
906,鑽石
907,娼
908,蔡陸軍
909,蔡崇國
910,菜逼
911,處男
912,處女
913,處女膜
914,賤
915,賤B
916,賤男人
917,賤女人
918,賤胚
919,賤比
920,賤人
921,天天幹
922,賤畜
923,賤逼
924,賤貨  
925,賤徽
926,舔
927,舔你的大雞巴  
928,舔你的大懶巴
929,舔我雞巴
930,屌
931,肖強
932,屌鳩
933,招妓
934,草你
935,屌妳
936,草泥馬
937,草你媽
938,草你媽靠
939,草媽
940,屌毛
941,屌西
942,草擬媽
943,草的你媽
944,草枝擺
945,催情藥
946,抽你丫的
947,抽插
948,畜牲狗養貓帶大
949,春藥
950,出售假幣
951,出售手槍
952,出售神符
953,出售帳號
954,出售此號
955,出售槍支
956,臭雞
957,臭雞掰
958,臭雞巴
959,臭雞疤
960,臭機
961,臭機八
962,臭吉擺
963,吹喇叭
964,臭西
965,吹簫
966,吹蕭
967,就是要幹你
968,就是欠幹
969,臭作
970,致幻劑
971,他ㄇ的
972,他幹
973,他娘
974,他奶娘的
975,他奶奶
976,他媽
977,他媽個逼
978,他瑪的
979,他馬的
980,他媽的
981,它瑪的
982,牠瑪的
983,他媽的智障
984,他媽的逼
985,他命
986,打手槍
987,他爺
988,駝八蛋
989,打炮
990,蕩婦
991,台幣
992,土共
993,兔崽子
994,捅你
995,捅你的大雞巴
996,投毒殺人
997,破處
998,破鞋
999,貝哥哥
1000,貝戈戈
1001,姘頭
1002,炮友  
1003,包皮
1004,嫖
1005,婊
1006,嫖客
1007,婊子
1008,嫖娼
1009,逼
1010,逼你老母
1011,逼毛
1012,逼央
1013,逼樣
1014,下流
1015,下三爛
1016,下賤
1017,下體
1018,涵嵐嬌
1019,哈批
1020,嗑藥
1021,肛
1022,肛交
1023,肛門
1024,港幣
1025,海洛因
1026,行房
1027,歇逼
1028,血逼
1029,邢錚
1030,好想被幹
1031,昏藥
1032,換妻
1033,黃色靠
1034,黃色圖片
1035,黃色漫畫
1036,黃色網站
1037,黃色文學
1038,黃色小說
1039,黃色小電影
1040,黃色影視
1041,黃色電影
1042,獲獎
1043,胸罩
1044,吃大便
1045,吃屎
1046,欠幹
1047,欠幹大雞掰
1048,欠幹喔
1049,欠騎
1050,欠人騎
1051,欠操
1052,吸你的蛋蛋
1053,吸你的屌
1054,吸毒
1055,吸我的屌
1056,$ex
1057,$hit
1058,( . Y . )
1059,(.Y.)
1060,*damn
1061,*dyke
1062,*fuck*
1063,*shit*
1064,*sucker
1065,@$$
1066,@nal
1067,@nalhole
1068,2girls1cup
1069,5h1t
1070,5hit
1071,A$$
1072,A$$whipe
1073,A$$wipe
1074,a_s_s
1075,a55
1076,AdolphHitler
1077,adultery
1078,ADULTSEXSHOP
1079,adultsonly
1080,ADULTVIDEO
1081,ADULTZONE
1082,afric00n
1083,africoon
1084,aftercum
1085,ahole
1086,aids
1087,aidsbearer
1088,alphanigg
1089,americ00n
1090,americunt
1091,amerikkkan
1092,anal
1093,analcumdrip
1094,analdoctor
1095,analpunisher
1096,angeladevi
1097,angeldust
1098,annal
1099,annaslut
1100,anolinctus
1101,antichrist
1102,anul
1103,anus
1104,aperape
1105,arschloch
1106,arsehole
1107,aryan
1108,ash0le
1109,ash0les
1110,asholes
1111,asiacarrera
1112,assbandit
1113,assbasher
1114,asses
1115,assface
1116,assfucker
1117,ass-fucker
1118,assfukka
1119,assh0le
1120,assh0lez
1121,asshat
1122,asshole
1123,assholes
1124,assholz
1125,asshunter
1126,asskiss
1127,asslick
1128,assman
1129,assmaster
1130,asspound
1131,assram
1132,assrammer
1133,assrape
1134,asswhole
1135,asswipe
1136,aurorasnow
1137,azzhole
1138,b!+ch
1139,b!nl@den
1140,b!tch
1141,b00b*
1142,b00bs
1143,b17ch
1144,b1tch
1145,ballsack
1146,bassterds
1147,bastardz
1148,basterds
1149,basterdz
1150,BDSM
1151,Be@n B@nd!t
1152,Be@n B@ndit
1153,beaner
1154,beanlicker
1155,beastiality
1156,beavereater
1157,bestiality
1158,bi+ch
1159,bi7ch
1160,biatch
1161,bigfatasscow
1162,bigtits
1163,bigtitties
1164,BIMBO
1165,binladen
1166,BINYA
1167,biotch
1168,bitch
1169,bitch*
1170,bitcher
1171,bitchers
1172,bitches
1173,bitchface
1174,BitchFaces
1175,bitchin
1176,bitching
1177,blackanese
1178,blackenstein
1179,blackie
1180,blaxican
1181,bloodyhell
1182,blowjob
1183,blowjob*
1184,blueball
1185,bollock
1186,bollock*
1187,bollocks
1188,bollok
1189,boner
1190,boners
1191,boob
1192,boob*
1193,BOOBIES
1194,boobs
1195,boofer
1196,booobs
1197,boooobs
1198,booooobs
1199,booooooobs
1200,bootylicious
1201,bukake
1202,bukakke
1203,bukkake
1204,bullshirt
1205,bumsnudel
1206,burntheblks
1207,burnthejews
1208,bustanut
1209,bustydusty
1210,butplugg
1211,buttbang
1212,buttboy
1213,buttfloss
1214,buttfucker
1215,butthead
1216,butthhead
1217,butthole
1218,buttlick
1219,buttman
1220,buttmonkey
1221,buttmuch
1222,buttmunch
1223,Buttmuncher
1224,buttnugget
1225,buttocks
1226,buttpirate
1227,butt-pirate
1228,buttplug
1229,buttplugs
1230,buttslam
1231,buttstain
1232,buttwipe
1233,c()()n
1234,c00n
1235,c0ck
1236,c0ck*
1237,c0cks
1238,c0cksucker
1239,c0k
1240,cabron
1241,callgirl
1242,cameljockey
1243,cameltoe
1244,candyandes
1245,cannabis
1246,carpetmuncher
1247,CARPORNO
1248,CARSEX
1249,caucazoid
1250,cawk
1251,cawks
1252,cazzo
1253,ch!ngch0ng
1254,ch!nk
1255,cheapwhore
1256,cherry boy
1257,cherry_boy
1258,cherryboy
1259,Chigger
1260,chinaman
1261,chinawhite
1262,chink
1263,chinko
1264,chinks
1265,choad
1266,chokeoncocks
1267,christilake
1268,circlejerk
1269,circumcise
1270,cl1t
1271,clirotis
1272,clit
1273,clitoris
1274,clits
1275,clowjob
1276,cnts
1277,cntz
1278,cnut
1279,cocaina
1280,cocaine
1281,coccaine
1282,cock
1283,cock*
1284,cockface
1285,cockhead
1286,cock-head
1287,cockmunch
1288,cockmuncher
1289,cocks
1290,cocksuck*
1291,cocksucked
1292,cocksucker
1293,cock-sucker
1294,cocksucking
1295,cocksucks
1296,cocksuka
1297,cocksukka
1298,cocostarfish
1299,coitus
1300,cojones
1301,cokmuncher
1302,coksucka
1303,condom
1304,coochie
1305,cootch
1306,cooter
1307,cooze
1308,coprophagy
1309,copulate
1310,cornhole
1311,cornholes
1312,COSEX
1313,cracka
1314,crackdealer
1315,cracker
1316,crackerass
1317,crackhead
1318,crackpipe
1319,cracksmoker
1320,creamtits
1321,Creem
1322,crystalmeth
1323,cullons
1324,cumboy
1325,cumbubble
1326,cumbucket
1327,cumcatcher
1328,Cumdump
1329,cumdumpster
1330,cumeater
1331,cumguz
1332,cummer
1333,cumming
1334,cumonmyface
1335,cums
1336,cumshooter
1337,cumshot
1338,cumslot
1339,cumstain
1340,cumtaster
1341,cunilingus
1342,cunillingus
1343,cunnilingus
1344,cunninlingus
1345,Cunnnnt
1346,cunnnt
1347,cunnter
1348,cunny
1349,cunt
1350,cunt*
1351,cuntlick
1352,cuntlicker
1353,cuntlicking
1354,cunts
1355,cuntz
1356,cyberfuc
1357,cyberfuck
1358,cyberfucked
1359,cyberfucker
1360,cyberfuckers
1361,cyberfucking
1362,d!ck
1363,d!cksucker
1364,d1ck
1365,d4mn
1366,dammit
1367,damn
1368,damned
1369,DAMOIMSEX
1370,dank
1371,dankhoe
1372,danknugg
1373,darkwanker
1374,darky
1375,deancoulter
1376,debidiamond
1377,defecat
1378,derneger
1379,dich
1380,dichwad
1381,dick
1382,dick*
1383,dickhead
1384,Dickhole
1385,dickholster
1386,dike
1387,dike*
1388,dikes
1389,dild0
1390,dild0s
1391,dildo
1392,DildoMonster
1393,dildos
1394,dilld0
1395,dilld0s
1396,dimebag
1397,dink
1398,dirtaysanchez
1399,dirttysanchez
1400,dirtyho
1401,dirtysanchez
1402,ditavontease
1403,dlck
1404,dog-fucker
1405,doggystyle
1406,dollybuster
1407,dominatricks
1408,dominatrics
1409,dominatrix
1410,donkeypunch
1411,donkeyribber
1412,doosh
1413,dopecheffe
1414,dumbass
1415,dunecoon
1416,dyck
1417,dyckwad
1418,dyke
1419,ejackulate
1420,ejaculate
1421,ejaculated
1422,ejaculates
1423,ejaculating
1424,ejaculatings
1425,ejaculation
1426,ejakulate
1427,enema
1428,erection
1429,erotic
1430,escroto
1431,esperm
1432,euthanasie
1433,extasy
1434,F U C K
1435,f u c k y o u
1436,f_u_c_k
1437,F0CK
1438,F0urskin
1439,f4nny
1440,facial
1441,facism
1442,fack
1443,faen
1444,fag
1445,fag*
1446,fag1t
1447,faget
1448,fagg1t
1449,fagging
1450,faggit
1451,faggitt
1452,faggot
1453,faggs
1454,fagit
1455,fagot
1456,fagots
1457,fags
1458,fagz
1459,faig
1460,faigs
1461,fakeboobs
1462,fannyflaps
1463,fannyfucker
1464,Fapchug
1465,FapFapFap
1466,FapFapFapFap
1467,Fapper
1468,Fappmachine
1469,FappMunch
1470,fatass
1471,fawk
1472,fawker
1473,FCK
1474,FCKER
1475,FCKR
1476,FCKU
1477,fcuk
1478,fcuker
1479,fcuking
1480,FEALLATIO
1481,feces
1482,feck
1483,fecker
1484,felatio
1485,felch
1486,felcher
1487,felching
1488,fellate
1489,fellatio
1490,feltch
1491,FEMSUB
1492,fetish
1493,FETISHWOMAN
1494,fetus
1495,filthymuslim
1496,fingerbang
1497,fingerfuck
1498,fingerfucked
1499,fingerfucker
1500,fingerfuckers
1501,fingerfucking
1502,fingerfucks
1503,fistfuck
1504,fistfucked
1505,fistfucker
1506,fistfuckers
1507,fistfucking
1508,fistfuckings
1509,fistfucks
1510,fisting
1511,fluffer
1512,focker
1513,fockerz
1514,fook
1515,fooker
1516,foreplay
1517,foreskin
1518,fornicat
1519,fostersmunch
1520,fu c k
1521,fu c k y o u
1522,fu(*
1523,fuck
1524,Fuck Head
1525,Fuck Off
1526,fuck u
1527,Fuck You
1528,fucka
1529,fucked
1530,fucker
1531,fuckers
1532,FUCKFACE
1533,fuckhead
1534,fuckheads
1535,fuckin
1536,fucking
1537,Fucking Asshole
1538,Fucking Bastard
1539,fuckings
1540,fuckingshitmotherfucker
1541,fuckme
1542,FUCKR
1543,fucks
1544,FucktheHo
1545,fucku
1546,FUCKUP
1547,fuckwhit
1548,fuckwit
1549,Fuckyou
1550,fuck-you
1551,fudgepacker
1552,fuk
1553,fuk*
1554,fukah
1555,fukass
1556,fuken
1557,fuker
1558,fukin
1559,fuking
1560,fukk
1561,fukkah
1562,fukken
1563,fukker
1564,fukkin
1565,fuks
1566,fukwhit
1567,fukwit
1568,fusck
1569,fux
1570,fux0r
1571,g00c
1572,g00k
1573,g0oc
1574,g0ok
1575,GAGASEXY
1576,gagepowers
1577,GAJASEX
1578,gangbang
1579,gangbanged
1580,gangbangs
1581,gangrape
1582,GANGSHAQ
1583,ganja
1584,gayboy
1585,gaygirl
1586,gaylord
1587,gayoverlord
1588,gaysex
1589,gayz
1590,genital
1591,GENITALIA
1592,genitals
1593,genocide
1594,ginawild
1595,gingerhill
1596,gizzing
1597,GLORY HOLE
1598,gloryhole
1599,go0c
1600,go0K
1601,Goatbanger
1602,goatse
1603,god damn
1604,GODAMMET
1605,GODAMMIT
1606,GODDAMMET
1607,GODDAMMIT
1608,goddamn
1609,goebbels
1610,gofukyorself
1611,GOJASEX
1612,goldenshower
1613,gooc
1614,gooch
1615,goochgravy
1616,gook
1617,gookenator
1618,gspot
1619,gutterslut
1620,h!tl3r
1621,h!tler
1622,h00r
1623,h0ar
1624,h0m0
1625,h0r
1626,h0re
1627,h4x0r
1628,hach[ií]s
1629,Hair Pie
1630,hairyhorny
1631,handjob
1632,hardboob
1633,HARDCORE
1634,HARDCOREPORNO
1635,hardcoresex
1636,heidifleiss
1637,Heilhitler
1638,hentai
1639,hentail
1640,hero[ií]na
1641,Heroinuser
1642,herpies
1643,himen
1644,hitler
1645,HitlerAdolph
1646,holocaust
1647,holybijesis
1648,holywanker
1649,homo
1650,homoerectus
1651,homos
1652,Homosexual
1653,hoodrat
1654,HOOKER
1655,horney
1656,horni
1657,horny
1658,hornytauren
1659,HOTBOJY
1660,hotcarl
1661,hotdamn
1662,hotsex
1663,HOTSEXKOREA
1664,hotslut
1665,hymen
1666,IJSEX
1667,Ilikelilboys
1668,Ilovelilboys
1669,Ilovelilgirl
1670,ImPedoBear
1671,irapekids
1672,itouchbois
1673,itouchboys
1674,itouchg!rls
1675,itouchgirls
1676,ituchg!rls
1677,ituchgirls
1678,j3w
1679,j3ww3r
1680,jackass
1681,jackoff
1682,jack-off
1683,japs
1684,jennahaze
1685,jennajameson
1686,jerkoff
1687,jerk-off
1688,jessicadee
1689,Jewbacca
1690,JewButt
1691,jeweldenyle
1692,Jewer
1693,JewMonster
1694,Jewww
1695,JewYork
1696,Jew-York
1697,JFANTASY
1698,JGIRLS
1699,jillkelly
1700,jiz
1701,jizm
1702,jizz
1703,jizzing
1704,juliashton
1705,junglebunny
1706,karadavis
1707,kawk
1708,kike
1709,kikes
1710,kikkityler
1711,KINGSEX
1712,kinky
1713,kkk
1714,klismaphilia
1715,klitori
1716,knobend
1717,knobhead
1718,knobjocky
1719,knobjokey
1720,kock
1721,koon
1722,kooter
1723,Kream
1724,krystalsteal
1725,KSEX
1726,kuksuger
1727,kummer
1728,kumming
1729,kunilingus
1730,kunt
1731,kunts
1732,kuntz
1733,kyke
1734,l3itch
1735,lardass
1736,larryflynt
1737,lesb
1738,lesbi
1739,lesbo
1740,lessy
1741,lezbian
1742,lezbo
1743,lezzian
1744,lezzie
1745,lingerie
1746,lipshits
1747,lipshitz
1748,littlearse
1749,loloferrari
1750,longdong
1751,longusdongus
1752,lubricant
1753,m0f0
1754,m0fo
1755,m45terbate
1756,ma5terb8
1757,ma5terbate
1758,marycarey
1759,masochist
1760,masokist
1761,massterbait
1762,masstrbait
1763,masstrbate
1764,masterb8
1765,masterbaiter
1766,masterbat*
1767,masterbat3
1768,masterbate
1769,master-bate
1770,masterbater
1771,masterbates
1772,masterbating
1773,masterbation
1774,masterbations
1775,masterbator
1776,mastorbate
1777,mastorbator
1778,masturbat*
1779,masturbate
1780,masturbati
1781,masturbating
1782,masturbation
1783,masturbator
1784,Meat puppet
1785,meatsword
1786,meatwad
1787,MeinAdolph
1788,MeinKaumpf
1789,methhead
1790,methmonster
1791,mfucker
1792,milf
1793,minga
1794,minge
1795,misogynist
1796,mof0
1797,mo-fo
1798,Momphucker
1799,moneyshot
1800,monstercock
1801,mooncricket
1802,morningwood
1803,mothafuck
1804,mothafucka
1805,mothafuckas
1806,mothafuckaz
1807,mothafucked
1808,mothafucker
1809,mothafuckers
1810,mothafuckin
1811,mothafucking
