Id,GipText
51,<FontBlue>장비 던전</>은 <FontBlue>파티를 구성</>하신 후 입장할 수 있습니다
52,장비 던전을 <FontBlue>높은 등급으로 클리어</>하면 <FontBlue>더욱 좋은 장비</>를 얻을 수 있습니다
53,사방에서 몰려드는 적으로부터 <FontBlue>성물을 지키세요</>
54,던전의 <FontBlue>드래곤을 공격</>하고 <FontBlue>아데나를 차지</>하세요
55,<FontBlue>아데나 보물 상자</>를 처치하면 <FontBlue>추가 아데나</>를 받을 수 있습니다
56,몬스터를 <FontBlue>더 많이 처치</>할수록 더 많은 <FontBlue>추가 경험치</>를 얻을 수 있습니다
57,던전 내에서 생성되는 버프를 얻으면 더욱 강력해집니다
58,내가 소속된 혈맹 뿐만 아니라 <FontBlue>다른 혈맹의 아지트</>에도 입장할 수 있습니다
59,<FontBlue>결속의 수정</>을 <FontBlue>성장</>시키면 모든 혈맹원이 <FontBlue>다양한 버프 효과</>를 받을 수 있습니다
60,난투장 내에서는 <FontBlue>카오틱 수치</>가 증가하지 않습니다
61,난투장 내에서도 <FontBlue>PK 모드의 설정</>에 따라 PK를 즐길 수 있습니다
62,난투장 <FontBlue>성소 버프</>를 가진 유저를 처리하면 처치한 유저로부터 버프를 빼앗을 수 있습니다
1003,혈맹을 이루어 요새와 성을 점령하세요! 점령에 성공하면 특별한 혜택이 주어집니다
1009,<FontBlue>광활한 월드</>에서 <FontBlue>다양한 스토리</>와 <FontBlue>퀘스트</>를 즐겨 보세요
1011,드넓은 <FontBlue>오픈 필드</>에서 <FontBlue>실시간 전투 플레이</>를 즐길 수 있습니다
1014,PVP가 가능한 지역에서는 다른 유저를 공격할 수 있습니다
1015,<FontBlue>파티</>를 이루어 <FontBlue>강력한 적</>에게 <FontBlue>함께 대항</>해 보세요
1019,<FontBlue>다양한 방식의 던전</>들이 여러분을 기다립니다
1023,<FontBlue>혈맹</>에 가입하면 더욱 더 <FontBlue>다양한 콘텐츠</>와 혜택을 체험하실 수 있습니다
1024,다른 혈맹과 <FontBlue>동맹</>을 맺어 더욱 강력한 힘을 가질 수 있습니다
1025,<FontBlue>대규모 공성전</>을 통해 성을 점령하여 <FontBlue>혈맹의 힘</>을 과시할 수 있습니다
1026,<FontBlue>요새전</>에서 지역을 점령하면 <FontBlue>막대한 이득</>과 <FontBlue>명예</>를 얻을 수 있습니다
72,<FontBlue>자유 요새전</>은 혼자서 혹은 전장 파티를 맺어 진행할 수 있습니다.
73,자유 요새전에서는 <FontBlue>동등한 능력치</>의 <FontBlue>캐릭터 및 클래스를 자유롭게 선택</>하여 사용하실 수 있습니다.
74,<FontBlue>탑승펫</>과 함께 <FontBlue>광활한 필드</>를 누비세요!
75,<FontBlue>소환석 던전</>에서 <FontBlue>탑승펫 성장 재료</>를 획득하세요!
76,"강화 등급을 지켜드립니다. <FontBlue>강화 보호 시스템!</>
+7/+10/+20 강화 등급 이하로 떨어지지 않습니다."
77,"<FontBlue>전투 덱 설정</>으로 전투 상황별로<FontBlue>편리하게</> 
스킬 및 장비 <FontBlue>변경</>이 가능합니다."
78,<FontBlue>특성 강화</>로 보다 <FontBlue>특별한 힘</>을 얻을 수 있습니다.
79,다양한 <FontBlue>혈맹 아지트 콘텐츠</>를 이용해 보세요!
80,장비 <FontBlue>합성</> 시 낮은 확률로 <FontBlue>희귀 장비</>를 얻을 수 있습니다.
81,<FontBlue>고급 장비 상자</>에서 낮은 확률로 <FontBlue>희귀 장비</>를 얻을 수 있습니다.
