CapeInfoId,Level,ExpForNextLevel,LevelUpItem,Resource,OptionEffectParam,EquipEffectId
71002,25,2020,1301001,"Private,2",43100,7100225
71002,26,2270,1301001,"Private,2",44500,7100226
71002,27,2520,1301001,"Private,2",45900,7100227
71002,28,2770,1301001,"Private,2",47200,7100228
71002,29,3020,1301001,"Private,2",48600,7100229
71002,30,3270,1301001,"Private,2",50000,7100230
71002,31,3290,1301001,"Private,2",51400,7100231
71002,32,3310,1301001,"Private,2",52800,7100232
71002,33,3330,1301001,"Private,2",54200,7100233
71002,34,3350,1301001,"Private,2",55600,7100234
71002,35,3370,1301001,"Private,2",57000,7100235
71002,36,3390,1301001,"Private,2",58400,7100236
71002,37,3410,1301001,"Private,2",59800,7100237
71002,38,3430,1301001,"Private,2",61200,7100238
71002,39,3450,1301001,"Private,2",62600,7100239
71002,40,,1301001,"Private,2",64000,7100240
71003,1,2,1301001,"Private,1",10000,7100301
71003,2,7,1301001,"Private,1",11400,7100302
71003,3,12,1301001,"Private,1",12700,7100303
71003,4,17,1301001,"Private,1",14100,7100304
71003,5,22,1301001,"Private,1",15500,7100305
71003,6,27,1301001,"Private,1",16900,7100306
71003,7,32,1301001,"Private,1",18300,7100307
71003,8,37,1301001,"Private,1",19600,7100308
71003,9,42,1301001,"Private,1",21000,7100309
71003,10,70,1301001,"Private,1",22400,7100310
71003,11,120,1301001,"Private,1",23800,7100311
71003,12,170,1301001,"Private,1",25200,7100312
71003,13,220,1301001,"Private,1",26500,7100313
71003,14,270,1301001,"Private,1",27900,7100314
71003,15,320,1301001,"Private,1",29300,7100315
71003,16,370,1301001,"Private,1",30700,7100316
71003,17,420,1301001,"Private,1",32100,7100317
71003,18,470,1301001,"Private,1",33400,7100318
71003,19,520,1301001,"Private,1",34800,7100319
71003,20,770,1301001,"Private,1",36200,7100320
71003,21,1020,1301001,"Private,1",37600,7100321
71003,22,1270,1301001,"Private,1",39000,7100322
71003,23,1520,1301001,"Private,1",40300,7100323
71003,24,1770,1301001,"Private,1",41700,7100324
71003,25,2020,1301001,"Private,1",43100,7100325
71003,26,2270,1301001,"Private,1",44500,7100326
71003,27,2520,1301001,"Private,1",45900,7100327
71003,28,2770,1301001,"Private,1",47200,7100328
71003,29,3020,1301001,"Private,1",48600,7100329
71003,30,3270,1301001,"Private,1",50000,7100330
71003,31,3290,1301001,"Private,1",51400,7100331
71003,32,3310,1301001,"Private,1",52800,7100332
71003,33,3330,1301001,"Private,1",54200,7100333
71003,34,3350,1301001,"Private,1",55600,7100334
71003,35,3370,1301001,"Private,1",57000,7100335
71003,36,3390,1301001,"Private,1",58400,7100336
71003,37,3410,1301001,"Private,1",59800,7100337
71003,38,3430,1301001,"Private,1",61200,7100338
71003,39,3450,1301001,"Private,1",62600,7100339
71003,40,,1301001,"Private,1",64000,7100340
71004,1,2,1301001,"Private,4",10000,7100401
71004,2,7,1301001,"Private,4",11400,7100402
71004,3,12,1301001,"Private,4",12700,7100403
71004,4,17,1301001,"Private,4",14100,7100404
71004,5,22,1301001,"Private,4",15500,7100405
71004,6,27,1301001,"Private,4",16900,7100406
71004,7,32,1301001,"Private,4",18300,7100407
71004,8,37,1301001,"Private,4",19600,7100408
71004,9,42,1301001,"Private,4",21000,7100409
71004,10,70,1301001,"Private,4",22400,7100410
71004,11,120,1301001,"Private,4",23800,7100411
71004,12,170,1301001,"Private,4",25200,7100412
71004,13,220,1301001,"Private,4",26500,7100413
71004,14,270,1301001,"Private,4",27900,7100414
71004,15,320,1301001,"Private,4",29300,7100415
71004,16,370,1301001,"Private,4",30700,7100416
71004,17,420,1301001,"Private,4",32100,7100417
71004,18,470,1301001,"Private,4",33400,7100418
71004,19,520,1301001,"Private,4",34800,7100419
71004,20,770,1301001,"Private,4",36200,7100420
71004,21,1020,1301001,"Private,4",37600,7100421
71004,22,1270,1301001,"Private,4",39000,7100422
71004,23,1520,1301001,"Private,4",40300,7100423
71004,24,1770,1301001,"Private,4",41700,7100424
71004,25,2020,1301001,"Private,4",43100,7100425
71004,26,2270,1301001,"Private,4",44500,7100426
71004,27,2520,1301001,"Private,4",45900,7100427
71004,28,2770,1301001,"Private,4",47200,7100428
71004,29,3020,1301001,"Private,4",48600,7100429
71004,30,3270,1301001,"Private,4",50000,7100430
71006,1,2,1301002,"Private,6",10000,7100601
71006,2,7,1301002,"Private,6",11400,7100602
71006,3,12,1301002,"Private,6",12700,7100603
71006,4,17,1301002,"Private,6",14100,7100604
71006,5,22,1301002,"Private,6",15500,7100605
71006,6,27,1301002,"Private,6",16900,7100606
71006,7,32,1301002,"Private,6",18300,7100607
71006,8,37,1301002,"Private,6",19600,7100608
71006,9,42,1301002,"Private,6",21000,7100609
71006,10,70,1301002,"Private,6",22400,7100610
71006,11,120,1301002,"Private,6",23800,7100611
71006,12,170,1301002,"Private,6",25200,7100612
71006,13,220,1301002,"Private,6",26500,7100613
71006,14,270,1301002,"Private,6",27900,7100614
71006,15,320,1301002,"Private,6",29300,7100615
71006,16,370,1301002,"Private,6",30700,7100616
71006,17,420,1301002,"Private,6",32100,7100617
71006,18,470,1301002,"Private,6",33400,7100618
71006,19,520,1301002,"Private,6",34800,7100619
71006,20,770,1301002,"Private,6",36200,7100620
71006,21,1020,1301002,"Private,6",37600,7100621
71006,22,1270,1301002,"Private,6",39000,7100622
71006,23,1520,1301002,"Private,6",40300,7100623
71006,24,1770,1301002,"Private,6",41700,7100624
71006,25,2020,1301002,"Private,6",43100,7100625
71006,26,2270,1301002,"Private,6",44500,7100626
71006,27,2520,1301002,"Private,6",45900,7100627
71006,28,2770,1301002,"Private,6",47200,7100628
71006,29,3020,1301002,"Private,6",48600,7100629
71006,30,3270,1301002,"Private,6",50000,7100630
71006,31,3290,1301002,"Private,6",51400,7100631
71006,32,3310,1301002,"Private,6",52800,7100632
71006,33,3330,1301002,"Private,6",54200,7100633
71006,34,3350,1301002,"Private,6",55600,7100634
71006,35,3370,1301002,"Private,6",57000,7100635
71006,36,3390,1301002,"Private,6",58400,7100636
71006,37,3410,1301002,"Private,6",59800,7100637
71006,38,3430,1301002,"Private,6",61200,7100638
71006,39,3450,1301002,"Private,6",62600,7100639
71006,40,,1301002,"Private,6",64000,7100640
71007,1,2,1301003,"Private,5",10000,7100701
71007,2,7,1301003,"Private,5",11400,7100702
71007,3,12,1301003,"Private,5",12700,7100703
71007,4,17,1301003,"Private,5",14100,7100704
71007,5,22,1301003,"Private,5",15500,7100705
71007,6,27,1301003,"Private,5",16900,7100706
71007,7,32,1301003,"Private,5",18300,7100707
71007,8,37,1301003,"Private,5",19600,7100708
71007,9,42,1301003,"Private,5",21000,7100709
71007,10,70,1301003,"Private,5",22400,7100710
71007,11,120,1301003,"Private,5",23800,7100711
71007,12,170,1301003,"Private,5",25200,7100712
71007,13,220,1301003,"Private,5",26500,7100713
71007,14,270,1301003,"Private,5",27900,7100714
71007,15,320,1301003,"Private,5",29300,7100715
71007,16,370,1301003,"Private,5",30700,7100716
71007,17,420,1301003,"Private,5",32100,7100717
71007,18,470,1301003,"Private,5",33400,7100718
71007,19,520,1301003,"Private,5",34800,7100719
71007,20,770,1301003,"Private,5",36200,7100720
71007,21,1020,1301003,"Private,5",37600,7100721
71007,22,1270,1301003,"Private,5",39000,7100722
71007,23,1520,1301003,"Private,5",40300,7100723
71007,24,1770,1301003,"Private,5",41700,7100724
71007,25,2020,1301003,"Private,5",43100,7100725
71007,26,2270,1301003,"Private,5",44500,7100726
71007,27,2520,1301003,"Private,5",45900,7100727
71007,28,2770,1301003,"Private,5",47200,7100728
71007,29,3020,1301003,"Private,5",48600,7100729
71007,30,3270,1301003,"Private,5",50000,7100730
71007,31,3290,1301003,"Private,5",51400,7100731
71007,32,3310,1301003,"Private,5",52800,7100732
71007,33,3330,1301003,"Private,5",54200,7100733
71007,34,3350,1301003,"Private,5",55600,7100734
71007,35,3370,1301003,"Private,5",57000,7100735
71007,36,3390,1301003,"Private,5",58400,7100736
71007,37,3410,1301003,"Private,5",59800,7100737
71007,38,3430,1301003,"Private,5",61200,7100738
71007,39,3450,1301003,"Private,5",62600,7100739
71007,40,,1301003,"Private,5",64000,7100740
71008,1,2,1301005,"Private,7",10000,7100801
71008,2,7,1301005,"Private,7",11400,7100802
71008,3,12,1301005,"Private,7",12700,7100803
71008,4,17,1301005,"Private,7",14100,7100804
71008,5,22,1301005,"Private,7",15500,7100805
71008,6,27,1301005,"Private,7",16900,7100806
71008,7,32,1301005,"Private,7",18300,7100807
71008,8,37,1301005,"Private,7",19600,7100808
71008,9,42,1301005,"Private,7",21000,7100809
71008,10,70,1301005,"Private,7",22400,7100810
71008,11,120,1301005,"Private,7",23800,7100811
71008,12,170,1301005,"Private,7",25200,7100812
71008,13,220,1301005,"Private,7",26500,7100813
71008,14,270,1301005,"Private,7",27900,7100814
71008,15,320,1301005,"Private,7",29300,7100815
71008,16,370,1301005,"Private,7",30700,7100816
71008,17,420,1301005,"Private,7",32100,7100817
71008,18,470,1301005,"Private,7",33400,7100818
71008,19,520,1301005,"Private,7",34800,7100819
71008,20,770,1301005,"Private,7",36200,7100820
71008,21,1020,1301005,"Private,7",37600,7100821
71008,22,1270,1301005,"Private,7",39000,7100822
71008,23,1520,1301005,"Private,7",40300,7100823
71008,24,1770,1301005,"Private,7",41700,7100824
71008,25,2020,1301005,"Private,7",43100,7100825
71008,26,2270,1301005,"Private,7",44500,7100826
71008,27,2520,1301005,"Private,7",45900,7100827
71008,28,2770,1301005,"Private,7",47200,7100828
71008,29,3020,1301005,"Private,7",48600,7100829
71008,30,3270,1301005,"Private,7",50000,7100830
71008,31,3290,1301005,"Private,7",51400,7100831
71008,32,3310,1301005,"Private,7",52800,7100832
71008,33,3330,1301005,"Private,7",54200,7100833
71008,34,3350,1301005,"Private,7",55600,7100834
71008,35,3370,1301005,"Private,7",57000,7100835
71008,36,3390,1301005,"Private,7",58400,7100836
71008,37,3410,1301005,"Private,7",59800,7100837
71008,38,3430,1301005,"Private,7",61200,7100838
71008,39,3450,1301005,"Private,7",62600,7100839
71008,40,,1301005,"Private,7",64000,7100840
