ShopId,ProductType,ProductValue,ItemType,Grade,ItemInfoId,ProductItemType,BuffInfoId,EventItemPeriodId
7002,3,150,113,18,,4,,
7003,2,1660,113,18,,1,,
7003,3,160,113,18,,4,,
7004,2,3000,113,18,,1,,
7004,3,300,113,18,,1,,
7004,2,250,113,18,,4,,
7004,3,50,113,18,,4,,
8001,2,1500,113,18,,1,,
8001,100,1,38,18,911122,1,,
8001,2,500,113,18,,5,,
8001,100,1,24,18,491010,5,,
8001,2,500,113,18,,5,,
8001,100,1,24,18,491020,5,,
8001,2,1000,113,18,,5,,
8001,100,1,24,18,491030,5,,
8001,2,1500,113,18,,5,,
8001,100,1,24,18,491040,5,,
8001,2,1500,113,18,,5,,
8001,100,1,24,18,491050,5,,
8001,2,2000,113,18,,5,,
8001,100,1,24,18,491060,5,,
8011,2,1500,113,18,,1,,
8011,100,1,33,18,490027,1,,
8011,2,500,113,18,,5,,
8011,100,20,11,18,490066,5,,
8011,2,500,113,18,,5,,
8011,100,20,11,18,490066,5,,
8011,2,1000,113,18,,5,,
8011,100,1,33,18,490027,5,,
8011,2,1000,113,18,,5,,
8011,100,20,11,18,490066,5,,
8011,2,1000,113,18,,5,,
8011,100,20,11,18,490066,5,,
8011,2,1000,113,18,,5,,
8011,100,1,33,18,490037,5,,
8021,2,2000,113,18,,1,,
8021,2,1000,113,18,,5,,
8021,100,1,11,18,510011,5,,
8021,2,1000,113,18,,5,,
8021,100,25,11,18,510102,5,,
8021,2,1000,113,18,,5,,
8021,100,25,11,18,510102,5,,
8021,2,1000,113,18,,5,,
8021,100,25,38,18,911013,5,,
8021,2,1000,113,18,,5,,
8021,100,25,11,18,510102,5,,
8021,2,1000,113,18,,5,,
8021,100,25,11,18,510102,5,,
8021,2,2000,113,18,,5,,
8021,100,1,33,18,490038,5,,
8022,2,3000,113,18,,1,,
8022,2,1000,113,18,,5,,
8022,100,3,38,18,911013,5,,
8022,100,10,17,18,400000,5,,
8022,2,2000,113,18,,5,,
8022,100,1,103,18,490096,5,,
8022,2,1000,113,18,,5,,
8022,100,3,38,18,911013,5,,
8022,2,2000,113,18,,5,,
8022,100,2,103,18,490096,5,,
8022,2,1000,113,18,,5,,
8022,100,3,38,18,911013,5,,
8002,2,1500,113,18,,1,,
8002,2,200,113,18,,6,,
8002,100,1,38,18,490019,6,,
8002,100,1,38,18,910007,6,,
8002,2,200,113,18,,6,,
8002,100,1,38,18,490019,6,,
8002,100,2,38,18,910007,6,,
8002,100,1,2,18,410002,6,,
8002,2,200,113,18,,6,,
8002,100,2,38,18,490019,6,,
8002,100,3,38,18,910007,6,,
8002,100,1,0,18,410003,6,,
8002,2,200,113,18,,6,,
8002,100,2,38,18,490019,6,,
8002,100,4,38,18,910007,6,,
8002,100,1,19,18,410001,6,,
8002,2,200,113,18,,6,,
8002,100,3,38,18,490019,6,,
8002,100,6,38,18,910007,6,,
8002,100,2,2,18,410002,6,,
8002,2,200,113,18,,6,,
8002,100,3,38,18,490019,6,,
8002,100,8,38,18,910007,6,,
8002,100,2,0,18,410003,6,,
8002,2,200,113,18,,6,,
8002,100,5,38,18,490019,6,,
8002,100,10,38,18,910007,6,,
8002,100,2,19,18,410001,6,,
8002,100,1,17,18,400000,6,,
8003,2,1000,113,18,,1,,
8003,2,500,113,18,,7,,
8003,2,500,113,18,,7,,
8003,2,500,113,18,,7,,
8003,2,500,113,18,,7,,
8003,2,500,113,18,,7,,
8003,2,500,113,18,,7,,
8003,2,500,113,18,,7,,
8003,2,500,113,18,,7,,
8003,2,500,113,18,,7,,
8003,2,500,113,18,,7,,
8004,2,1000,113,18,,1,,
8004,2,500,113,18,,8,,
8004,2,500,113,18,,8,,
8004,2,500,113,18,,8,,
8004,2,500,113,18,,8,,
8004,2,500,113,18,,8,,
8004,2,500,113,18,,8,,
8004,2,500,113,18,,8,,
8004,2,500,113,18,,8,,
8004,2,500,113,18,,8,,
8004,2,500,113,18,,8,,
8014,2,1000,113,18,,1,,
8014,2,1000,113,18,,8,,
8014,2,1000,113,18,,8,,
8014,2,1000,113,18,,8,,
8014,2,1000,113,18,,8,,
8024,2,2000,113,18,,1,,
8024,2,1000,113,18,,8,,
8024,100,1,50,18,1000104,8,,
8024,100,30,40,18,449999,8,,
8024,100,2,38,18,910237,8,,
8024,2,1000,113,18,,8,,
8024,100,1,50,18,1000104,8,,
8024,100,30,40,18,449999,8,,
8024,100,2,38,18,910237,8,,
8024,2,1000,113,18,,8,,
8024,100,1,50,18,1000104,8,,
8024,100,30,40,18,449999,8,,
8024,100,2,38,18,910237,8,,
9001,3,1200,113,18,,1,,
9001,100,5000,18,18,400001,2,,
9001,100,1000,13,18,440001,2,,
9001,100,1000,15,18,440011,2,,
9001,201,120,113,18,,2,,
9001,4,30,113,18,,2,,
9008,2,1000,113,18,,1,,
9008,100,1,38,18,911132,2,,
9008,100,1000,29,18,490005,2,,
9009,2,4000,113,18,,1,,
9009,100,1,38,18,910212,2,,
9009,100,10,20,18,420001,2,,
9010,2,4000,113,18,,1,,
9010,100,1,38,18,910213,2,,
9010,100,1,32,18,490026,2,,
9019,2,300,113,18,,1,,
9019,100,1,30,18,490050,1,,
9019,4,10,113,18,,2,,
9020,2,1500,113,18,,1,,
9020,100,10,38,18,910207,2,,
9020,1,100000,113,18,,1,,
9021,2,3000,113,18,,1,,
9021,100,30,38,18,910207,2,,
9021,1,300000,113,18,,1,,
9022,2,1500,113,18,,1,,
9022,100,10,38,18,910207,2,,
9030,1,100000,113,18,,1,,
9030,100,10,38,18,910011,2,,
9030,100,1000,29,18,490005,1,,
9031,1,200000,113,18,,1,,
9031,100,20,38,18,910011,2,,
9031,100,2000,29,18,490005,1,,
9032,1,300000,113,18,,1,,
9032,100,30,38,18,910011,2,,
9032,100,3000,29,18,490005,2,,
9035,100,5,38,18,910308,1,,
9035,100,20,38,18,910007,2,,
9036,100,10,38,18,910308,1,,
9036,100,30,38,18,910007,2,,
9037,100,15,38,18,910308,1,,
9037,100,40,38,18,910007,2,,
9051,2,3000,113,18,,1,,
9051,100,20,38,18,910221,2,,
9051,1,200000,113,18,,2,,
9052,100,10,38,18,910237,2,,
9052,100,2,113,18,400000,2,,
9052,2,1200,113,18,,1,,
9052,4,20,113,18,,2,,
9053,2,2000,113,18,,1,,
9053,100,3,17,18,400000,2,,
9053,100,1,33,18,490038,2,,
9053,4,100,113,18,,2,,
9054,2,1800,113,18,,1,,
9054,100,10000,18,18,400001,2,,
9054,100,1000,13,18,440001,2,,
9054,100,1000,15,18,440011,2,,
9054,201,100,113,18,,2,,
9054,4,50,113,18,,2,,
9501,2,500,113,18,,1,,
9501,100,5,46,18,480007,2,,
9501,100,5,47,18,480008,2,,
9501,100,5,48,18,480009,2,,
9501,1,300000,113,18,,2,,
9502,2,1000,113,18,,2,,
9502,100,5,38,18,910004,1,,
9502,100,1,17,18,400000,2,,
9502,4,50,113,18,,2,,
9503,2,2500,113,18,,2,,
9503,100,3,38,18,900005,1,,
9503,1,150000,113,18,,2,,
9503,4,50,113,18,,2,,
9601,2,1500,113,18,,1,,
9601,100,10,38,18,910207,2,,
9601,1,100000,113,18,,1,,
9602,1,200000,113,18,,1,,
9602,100,20,38,18,910011,2,,
9602,100,2000,29,18,490005,1,,
9603,100,15,38,18,910308,1,,
9603,100,40,38,18,910307,2,,
9604,2,300,113,18,,1,,
9604,100,1,30,18,490050,1,,
9605,2,2000,113,18,,1,,
9605,1,300000,113,18,,1,,
9605,100,2,38,18,911008,1,,
9606,2,1500,113,18,,1,,
9606,1,200000,113,18,,1,,
9606,100,30,38,18,911009,1,,
9607,100,1,38,18,911013,1,,
9607,100,30,38,18,911030,1,,
9607,100,10,38,18,911031,1,,
9607,100,1,38,18,911034,1,,
9608,2,300,113,18,,1,,
9608,100,1,38,18,911191,1,,
9609,100,5,38,18,910237,1,,
9609,100,10,38,18,910253,1,,
9609,1,200000,113,18,,1,,
9610,2,1000,113,18,,1,,
9610,100,250,62,18,470001,1,,
9611,2,2000,113,18,,1,,
9611,100,1,33,18,490038,1,,
9611,100,1,32,18,490026,1,,
9611,1,200000,113,18,,1,,
9611,4,100,113,18,,2,,
9614,2,300,113,18,,1,,
9614,100,1,38,18,911176,1,,
9615,2,1500,113,18,,1,,
9615,100,6,30,18,490050,1,,
9615,1,100000,113,18,,1,,
9615,4,50,113,18,,2,,
9616,100,1,38,18,910212,1,,
9616,100,5,38,18,911041,1,,
9616,1,150000,113,18,,1,,
9617,2,500,113,18,,1,,
9617,100,1,38,18,911035,1,,
9617,100,10,38,18,910221,1,,
9617,1,50000,113,18,,1,,
9504,2,500,113,18,,1,,
9504,100,3,38,18,910219,2,,
9504,100,10,38,18,910218,2,,
9505,2,500,113,18,,2,,
9505,100,10,38,18,910004,1,,
9505,100,5,17,18,400000,2,,
9505,4,50,113,18,,2,,
9506,2,2000,113,18,,2,,
9506,100,2,38,18,910213,1,,
9506,1,100000,113,18,,2,,
9506,4,50,113,18,,2,,
9618,100,5,38,18,910237,1,,
9618,100,10,38,18,910253,1,,
9618,1,200000,113,18,,1,,
9619,2,3000,113,18,,1,,
9619,100,25,38,18,910221,2,,
9619,100,1,38,18,911021,2,,
9619,1,200000,113,18,,2,,
9620,2,300,113,18,,1,,
9620,100,1,38,18,911176,1,,
9621,2,300,113,18,,1,,
9621,100,1,38,18,911176,1,,
9622,100,1,69,18,490076,1,,
9623,100,3,38,18,910237,1,,
9623,100,3,113,18,400000,1,,
9623,2,300,113,18,,1,,
9624,2,300,113,18,,1,,
9624,100,1,38,18,911176,1,,
9625,2,300,113,18,,1,,
9625,100,1,38,18,911176,1,,
9626,100,5,38,18,910237,1,,
9626,100,10,38,18,911048,1,,
9626,1,200000,113,18,,1,,
9627,100,1,32,18,490026,1,,
9627,1,300000,113,18,,1,,
9628,1,1500000,113,18,,1,,
9629,100,3,38,18,912101,1,,
9629,100,2000,38,18,911024,1,,
9629,1,300000,113,18,,1,,
9629,100,3,38,18,911033,10,,
9629,5,100,113,18,,2,,
9629,4,50,113,18,,2,,
9630,100,1,83,18,490091,1,,
9631,2,300,113,18,,1,,
9631,100,1,38,18,911176,1,,
9632,2,300,113,18,,1,,
9632,100,1,38,18,911176,1,,
9633,2,300,113,18,,1,,
9633,100,1,38,18,911176,1,,
9639,2,1500,113,18,,1,,
9639,100,2,38,18,911064,2,,
9639,1,100000,113,18,,2,,
9640,2,3000,113,18,,1,,
9640,100,5,38,18,911064,2,,
9640,1,300000,113,18,,2,,
9641,2,500,113,18,,1,,
9641,100,3,38,18,911064,2,,
9641,1,200000,113,18,,2,,
9642,2,1500,113,18,,1,,
9642,100,2,38,18,911064,2,,
9642,1,100000,113,18,,2,,
9643,1,1500000,113,18,,1,,
9719,100,15,38,18,910237,1,,
9719,100,5,38,18,900011,2,,
9719,100,2,17,18,400000,2,,
9719,2,1000,113,18,,2,,
9719,4,30,113,18,,2,,
9719,4,100,113,18,,2,,
9720,100,13,17,18,400000,1,,
9720,100,5,38,18,910004,2,,
9720,4,30,113,18,,2,,
9720,4,100,113,18,,2,,
9721,100,5,38,18,917001,1,,
9721,100,5,64,18,505017,2,,
9721,100,200,13,18,440002,2,,
9721,4,50,113,18,,2,,
10001,100,10,13,18,440001,1,,
10002,100,10,15,18,440011,1,,
10003,100,250,18,18,400001,1,,
10004,100,1,51,18,500304,1,,
10005,100,1,51,18,500404,1,,
10006,100,1,51,18,500504,1,,
10007,100,1,51,18,500604,1,,
10008,100,1,51,18,500704,1,,
10009,100,1,51,18,500804,1,,
10010,100,1,51,18,500904,1,,
10011,100,1,51,18,501004,1,,
10018,100,1,51,18,501104,1,,
10019,100,1,51,18,501204,1,,
10021,100,1,51,18,501304,1,,
10022,100,1,51,18,501404,1,,
10026,100,1,51,18,501504,1,,
10027,100,1,51,18,501604,1,,
10028,100,1,51,18,501704,1,,
10012,100,1,50,18,1000100,1,,
10013,100,1,50,18,1000101,1,,
10014,100,1,50,18,1000102,1,,
10015,100,1,50,18,1000103,1,,
10016,1000,1,50,18,1000104,1,,
10017,100,1,38,18,919337,1,,
10020,100,1,43,18,910310,1,,
10023,100,1,11,18,510004,1,,
10024,100,1,11,18,510005,1,,
10025,100,1,11,18,510006,1,,
10032,100,1,38,18,919337,1,,
11001,3,50,113,18,,1,,
11001,1,20000,113,18,,9,,
11002,1,500000,113,18,,1,,
11002,1,130000,113,18,,11,,
90001,100,1,43,18,910316,1,,
90002,100,1,38,18,911003,1,,
90003,100,1,11,18,510001,1,,
90004,100,1,11,18,510002,1,,
90005,100,1,11,18,510003,1,,
90006,100,10,11,18,510101,1,,
90007,100,1,38,18,911033,1,,
91001,100,1,38,18,911088,1,,
91002,100,11,38,18,911088,1,,
91013,100,1,38,18,911088,1,,
91014,100,11,38,18,911088,1,,
91003,100,1,10,18,330063,1,,
91004,100,1,10,18,330064,1,,
91015,100,1,10,18,310063,1,,
91016,100,1,10,18,310064,1,,
91005,100,1,48,18,480009,1,,
91006,100,1,38,18,911087,1,,
91007,100,10,11,18,510101,1,,
91008,100,1,11,18,510009,1,,
91009,100,1,11,18,510008,1,,
91010,100,1,11,18,510007,1,,
91011,100,1,43,18,910316,1,,
91012,100,1,38,18,911033,1,,
91017,100,11,38,18,919238,1,,
91018,100,11,38,18,919238,1,,
91019,100,1,38,18,919239,1,,
91020,100,1,38,18,919239,1,,
999999,1,300000,113,18,,1,,
999999,100,2,38,18,910204,1,,
999998,1,1000000,113,18,,1,,
999997,2,300,113,18,,1,,
999997,100,1,30,18,490050,1,,
3014,100,1,38,18,911034,1,,
9011,2,2000,113,18,,1,,
9011,100,1,32,6,490026,2,,
9011,100,5,17,18,400000,2,,
9011,100,3,38,18,911034,2,,
9011,100,2,38,18,911064,2,,
9011,1,500000,113,18,,2,,
9012,2,2000,113,18,,1,,
9012,100,1,32,7,490078,2,,
9012,100,5,38,18,910237,2,,
9012,100,2,38,18,911013,2,,
12000,100,1,113,18,500305,1,,
12001,100,1,113,18,500306,1,,
12002,100,1,113,18,500307,1,,
12008,2,1,113,18,,1,,
12009,2,5,113,18,,1,,
12010,2,10,113,18,,1,,
12011,2,30,113,18,,1,,
12012,2,50,113,18,,1,,
12013,2,100,113,18,,1,,
12014,2,500,113,18,,1,,
12015,2,3000,113,18,,1,,
13000,100,1,51,18,500304,1,,
13001,100,1,51,18,500404,1,,
13002,100,1,51,18,500504,1,,
13003,100,1,51,18,500604,1,,
13004,100,1,51,18,500704,1,,
13005,100,1,51,18,500804,1,,
13006,100,1,51,18,500904,1,,
13007,100,1,51,18,501004,1,,
13008,100,1,51,18,501104,1,,
13009,100,1,51,18,501204,1,,
13010,100,1,51,18,501304,1,,
13011,100,1,51,18,501404,1,,
13012,100,1,51,18,501504,1,,
13013,100,1,51,18,501604,1,,
13014,100,1,51,18,501704,1,,
13015,100,1,51,18,501804,1,,
13016,100,1,51,18,501904,1,,
13017,100,1,51,18,502004,1,,
13100,100,1,51,18,500302,1,,
13101,100,1,51,18,500402,1,,
13102,100,1,51,18,500502,1,,
13103,100,1,51,18,500602,1,,
13104,100,1,51,18,500702,1,,
13105,100,1,51,18,500802,1,,
13106,100,1,51,18,500902,1,,
13107,100,1,51,18,501002,1,,
13108,100,1,51,18,501102,1,,
13109,100,1,51,18,501202,1,,
13110,100,1,51,18,501302,1,,
13111,100,1,51,18,501402,1,,
13112,100,1,51,18,501502,1,,
13113,100,1,51,18,501602,1,,
13114,100,1,51,18,501702,1,,
13115,100,1,51,18,501802,1,,
13116,100,1,51,18,501902,1,,
13117,100,1,51,18,502002,1,,
13200,100,1,51,18,500301,1,,
13201,100,1,51,18,500401,1,,
13202,100,1,51,18,500501,1,,
13203,100,1,51,18,500601,1,,
13204,100,1,51,18,500701,1,,
13205,100,1,51,18,500801,1,,
13206,100,1,51,18,500901,1,,
13207,100,1,51,18,501001,1,,
13208,100,1,51,18,501101,1,,
13209,100,1,51,18,501201,1,,
13210,100,1,51,18,501301,1,,
13211,100,1,51,18,501401,1,,
13212,100,1,51,18,501501,1,,
13213,100,1,51,18,501601,1,,
13214,100,1,51,18,501701,1,,
13215,100,1,51,18,501801,1,,
13216,100,1,51,18,501901,1,,
13217,100,1,51,18,502001,1,,
13300,100,1,113,18,500305,1,,
13301,100,1,113,18,500306,1,,
13302,100,1,113,18,500307,1,,
13303,100,1,113,18,490093,1,,
10029,100,100,53,18,490049,1,,
10030,100,1,64,18,510110,1,,
10031,100,1,64,18,510108,1,,
9636,1,500000,113,18,,1,,
9636,100,2,38,18,910222,1,,
9636,100,2,38,18,900011,1,,
9636,100,1,17,18,400000,1,,
9636,100,500,30,18,490033,1,,
9636,100,30,40,18,449999,1,,
9636,4,30,113,18,,2,,
6010,100,1,38,18,911034,1,,
9638,2,1500,113,18,,1,,
9638,100,1,38,18,916001,1,,
9638,100,1,38,18,917001,1,,
9638,100,1,38,18,911191,10,,
9638,100,100,30,18,490033,10,,
9638,100,20,13,18,440002,10,,
9638,4,30,113,18,,2,,
9644,100,1,62,18,471002,1,,
9644,100,1,61,18,470007,1,,
9644,2,2000,113,18,,2,,
9644,100,10,38,18,915001,2,,
9644,4,100,113,18,,2,,
9645,100,5,67,18,410004,1,,
9645,100,10,38,18,910220,1,,
9645,100,3,64,18,505016,1,,
9645,100,300,38,18,919008,1,,
9646,100,1,38,18,910237,1,,
9646,100,1,38,18,900011,1,,
9646,100,200,30,18,490033,1,,
9646,4,5,113,18,,2,,
9647,2,300,113,18,,1,,
9647,100,1,38,18,911176,1,,
9648,2,300,113,18,,1,,
9648,100,1,38,18,911176,1,,
9649,2,300,113,18,,1,,
9649,100,1,38,18,911176,1,,
9650,2,300,113,18,,1,,
9650,100,1,38,18,911176,1,,
9651,100,5,67,18,410004,1,,
9651,100,10,38,18,910220,1,,
9651,100,3,64,18,505016,1,,
9651,100,300,38,18,919008,1,,
9651,4,10,113,18,,2,,
9667,8002,,113,18,,1,,
9667,8003,,113,18,,1,,
9667,100,3,113,18,911059,12,,
9667,2,1200,113,18,,1,,
9668,8004,,113,18,,1,,
9668,2,1200,113,18,,1,,
9668,5,20,113,18,,13,,
9668,100,1,93,18,490090,12,,
9668,8005,,113,18,,1,510002,
9653,100,1,103,18,490096,1,,
9653,100,300,30,18,490033,1,,
9653,100,20,13,18,440002,1,,
9653,2,200,113,18,,1,,
9653,4,10,113,18,,2,,
9654,2,300,113,18,,1,,
9654,100,1,38,18,911176,1,,
9655,2,500,113,18,,1,,
9655,100,1,38,18,911035,1,,
9655,100,10,38,18,910221,1,,
9655,1,50000,113,18,,1,,
9656,2,300,113,18,,1,,
9656,100,1,38,18,911176,1,,
9657,100,400,14,18,450001,1,,
9657,100,400,14,18,450002,1,,
9657,100,400,14,18,450003,1,,
9657,100,400,14,18,450004,1,,
9657,100,400,38,18,911085,1,,
9657,100,40,38,18,910214,1,,
9657,4,30,113,18,,2,,
9658,100,1,38,18,919041,1,,
9658,100,1,38,18,919042,1,,
9658,100,1,38,18,919043,1,,
9658,201,100,113,18,,1,,
9658,1,1000000,113,18,,1,,
9658,4,30,113,18,,2,,
9659,100,1,33,18,490038,1,,
9659,100,5,38,18,910212,1,,
9659,100,5,38,18,911042,1,,
9659,100,1,38,18,919050,1,,
9659,1,1000000,113,18,,1,,
9659,4,30,113,18,,2,,
9660,100,500,38,18,918001,1,,
9661,100,1,38,18,919001,1,,
9661,100,2,38,18,910205,1,,
9662,100,1,38,18,911008,1,,
9662,100,2,38,18,911003,1,,
9669,1,1500000,113,18,,1,,
9671,100,1,38,7,919016,1,,
9671,100,2,38,7,919091,1,,
9671,100,2,38,7,911013,1,,
9671,100,2,38,18,911034,2,,
