Id,TabType,Name,TemplateName,TemplateDesc,TaskType,TaskCondition,GradeGroupId,MoveContentType,IconTexture,CategoryType,Keyword,PromoteGroupId
201018,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,9456,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201019,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,10336,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201020,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,11606,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201021,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,12988,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201022,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,14496,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201023,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,16150,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201024,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,17936,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201025,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,19872,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201026,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,21960,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201027,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,24224,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201028,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,26660,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201029,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,29276,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201030,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,32090,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201031,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,35112,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201032,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,38342,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201033,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,41792,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201034,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,45472,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201035,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,49408,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201036,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,53590,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201037,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,58036,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201038,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,62760,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201039,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,67776,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201040,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,73092,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201041,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,78694,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201042,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,84016,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201043,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,89606,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201044,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,95476,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201045,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,101614,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201046,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,108038,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201047,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,114742,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201048,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,121756,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201049,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,129062,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201050,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,136692,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201051,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,144644,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201052,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,152932,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201053,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,161552,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201054,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,170516,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201055,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,179840,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201056,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,189520,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201057,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,199586,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201058,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,210020,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201059,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,220844,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201060,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,232058,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201061,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,243686,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201062,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,255722,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201063,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,268184,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201064,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,281074,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201065,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,294406,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201066,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,308184,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201067,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,322414,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201068,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,337116,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201069,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,352298,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201070,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,367952,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201071,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,384106,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201072,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,400748,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201073,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,417920,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201074,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,435598,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201075,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,453804,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201076,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,472558,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201077,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,491844,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201078,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,511700,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201079,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,532102,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201080,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,553100,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201081,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,574664,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201082,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,596830,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201083,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,619604,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201084,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,642974,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201085,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,666980,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201086,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,691604,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201087,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,716872,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201088,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,742790,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201089,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,769376,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201090,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,796620,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201091,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,824540,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201092,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,853162,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201093,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,882472,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201094,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,912494,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201095,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,943232,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201096,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,974696,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201097,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,1006906,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201098,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,1039856,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201099,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,1073558,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
201100,0,장착 아이템 전투력,,장착 아이템을 성장시켜 전투력을 높일 수 있습니다.,2,1108028,1,64,Texture/UI_Btn_BattleField,0,Inventory,1
203000,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,8,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203001,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,10,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203002,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,12,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203003,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,14,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203004,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,16,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203005,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,18,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203006,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,20,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203007,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,22,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203008,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,24,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203009,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,26,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203010,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,28,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203011,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,30,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203012,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,32,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203013,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,34,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203014,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,36,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203015,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,38,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203016,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,40,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203017,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,42,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203018,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,44,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203019,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,46,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203020,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,48,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203021,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,50,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203022,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,52,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203023,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,54,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203024,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,56,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203025,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,58,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203026,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,60,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203027,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,62,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203028,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,64,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203029,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,66,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203030,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,68,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203031,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,72,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203032,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,74,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203033,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,76,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203034,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,78,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203035,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,82,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203036,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,84,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203037,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,88,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203038,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,90,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203039,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,92,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203040,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,96,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203041,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,100,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203042,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,102,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203043,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,106,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203044,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,108,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203045,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,112,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203046,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,116,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203047,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,118,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203048,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,122,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203049,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,126,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203050,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,130,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203051,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,134,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203052,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,138,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203053,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,140,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203054,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,144,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203055,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,148,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203056,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,152,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203057,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,158,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203058,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,162,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203059,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,166,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203060,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,170,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203061,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,174,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203062,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,178,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203063,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,184,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
203064,0,장착 아이템 강화도,,장착한 아이템을 강화하여 성장할 수 있습니다.,4,188,1,59,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant,3
