Id,GroupId,Type,DialogTexture,NpcName,Message,Animation
119,155,0,HardinsFollower,테오도르,"이제 겨우 R등급이라니, 들뜨지 말고 더 노력하도록.",
120,156,0,Aimel,아이멜,SR등급을 달성! 이제 근육바보 러셀은 따라잡을 꿈도 못 꾸겠는데?<p>하지만 이미 테오도르 님은 UR 등급 막바지야. 힘내라고!,
121,157,0,Aimel,아이멜,"드디어 마지막 UR 등급이네!<p>너무 무리하는 것 아니야~? 어차피 테오도르 님은 진작 끝마치고 가셨고, 근육바보는 저~멀리 있으니 천천히 하라구~",
122,158,0,Aimel,아이멜,"UR 등급까지 모두 완료! 테오도르 님 다음으로 제일 빨랐어!<p>근육바보나 다른 사람들은 거의 포기 상태인데 말이야~<p>다른 단원들도 끝마칠 때까지 기다려야 되니, 심심하면 처음부터 다시 해보는건 어때?",
100011,10001,1,,,말하는 섬에 오신걸 환영합니다.,
100021,10002,1,,,실력을 키우기에는 말하는 섬 만한 곳은 없지!,
100041,10004,1,,,이곳부터는 몬스터들이 득실댄다. 방심하지 말도록!,
101171,10117,1,,,말하는 섬의 치안은 우리가 지킨다!,
101181,10118,1,,,오늘도 좋은 거래를 많이 진행 했군!,
101191,10119,1,,,좋은 장비가 당신의 목숨을 지켜줄겁니다!,
101201,10120,1,,,자자 이제 곧! 글루디오에서 가져온 특산품의 경매가 시작됩니다.,
101211,10121,1,,,글루디오행 표는 저에게 사시면 됩니다~,
101231,10123,1,,,말하는 섬 하면 역시! 전승기념탑은 꼭 봐야지!,
101241,10124,1,,,항구는 역시 시끌 벅적해야 제 맛이지!,
101261,10126,1,,,요즘 들어 말하는 섬에 여행객이 많아졌어~,
101301,10130,1,,,오크? 오크라니!?,
101311,10131,1,,,글루디오행 배가 곧 출항합니다. 탑승자는 빠르게 승선해 주십시오.,
101331,10133,1,,,아까 여행객들 보았나? 딱 내 스타일이던데?,
101341,10134,1,,,오늘도 출항하기 좋은 날씨군!,
101381,10138,1,,,오크들을 조심하십시오!!!,
101391,10139,1,,,긴장을 늦추지 마라!!!,
101441,10144,1,,,긴장을 늦추지 마라!!!,
101451,10145,1,,,이곳이 뚫려서는 안됩니다!!,
101461,10146,1,,,오크들을 조심하십시오!!!,
101471,10147,1,,,긴장을 늦추지 마라!!!,
101501,10150,1,,,후후후. 과연 말년이 끝날까…,
101541,10154,1,,,자자 말하는 섬 특산품! 황금 모피 팝니다!,
101542,10154,1,,,이것은 말하는 섬에서도 여기서만 살 수 있지.,
101543,10154,1,,,말하는 섬을 제대로 관광하려면 이거 하나는 있어야지.,
101544,10154,1,,,어서 오시게!,
101545,10154,1,,,자네 포션은 부족하지 않는가?,
101551,10155,1,,,헤헤~ 우리 애기가 벌써 3살이나 됐어요!,
101571,10157,1,,,멍청한 모험가들… 돈 따위에 목숨을 내놓다니..,
101611,10161,1,,,아까 내가 잡은 물고기 봤나? 역시! 말하는 섬 낚시터는 정말 최고야!,
101621,10162,1,,,마을 북쪽에 오크가 출현했다는데! 정말 사실일까?,
101771,10177,1,,,귀걸이 사세요~ 귀걸이~ 효과 좋은 귀걸이 있어요~!,
101811,10181,1,,,지역 이동을 하기 위해서는 스팟을 이용하세요,
101821,10182,1,,,혈맹에 들어가게! 함께하는 동료가 있다면 누구도 무섭지 않을걸세!,
101831,10183,1,,,장비를 강화하면 적들과 싸우기 쉬워질 걸세!!,
101841,10184,1,,,정령탄! 팝니다. 몬스터에게 더 많은 피해가 들어가는 정령탄 팝니다!,
101911,10191,1,,,오크따위 저희가 처리 하겠습니다.,
101921,10192,1,,,마을의 치안은 저희가 책임집니다.,
101931,10193,1,,,말하는 섬 마을은 안전합니다.,
101941,10194,1,,,마을에 오신 것을 환영합니다!!,
101961,10196,1,,,섬의 분위기가 심상치 않어. 북쪽은 지금 전쟁중이라던데?,
101971,10197,1,,,빨리 섬을 벗어나는 게 좋을 것 같아.,
101981,10198,1,,,북쪽의 오크들이 1만이 넘는 다던데?,
102011,10201,1,,,오크가 북쪽에 출현했데요!!!,
102221,10222,1,,,걱정 마십시요! 안전하게 제대하실 수 있지 말입니다.,
102501,10250,1,,,오크놈들! 반드시 동료의 복수를 해주마!,
102511,10251,1,,,이 전쟁에서 질 수 없습니다. 마을에 제 가족이 있습니다.,
102551,10255,1,,,오크가 쳐들어 올 줄이야. 말년에 이게 뭐람…,
102561,10256,1,,,오크와 전쟁 중입니다. 이곳이 밀리면 마을까지 피해가 가게 됩니다.,
103001,10300,1,,,오크들이 쳐들어 왔어요… 마법으로 막아는 내고 있는데..,
103011,10301,1,,,후우…후우…. 이젠 힘이 부치네요.,
103021,10302,1,,,오크 따위! 무섭지 않아요!,
111671,11167,1,,,말하는 섬을 위해 토벌대에 지원해주십시오!,
111691,11169,1,,,토벌대에 지원하러 오셨습니까?,
111851,11185,1,,,허튼 짓 하나 잘 지켜보겠습니다!,
111861,11186,1,,,봐줄 필요가 없습니다!,
111891,11189,1,,,단 칼에 끝내버리십쇼!,
111971,11197,1,,,오크 놈에게 본 때를 보여주세요!,
111981,11198,1,,,가…감사합니다! 무서웠어요!,
210011,21001,1,,,골렘한텐 이 정령탄이 딱이다냥! 사봐라냥!,
280811,28081,1,,,주….죽여줘…,
280821,28082,1,,,고통스러워….끝내…,
300171,30017,1,,,지팡이만 있었다면 내가 싸웠을텐데!,
300181,30018,1,,,아까 울면서 숨어있던 주제에!,
304081,30408,1,,,아인하사드께서 당신을 보낼 거란 계시를 받았습니다.,
304111,30411,1,,,자네의 활약은 잘 보았네! 정말 고맙군!,
305851,30585,1,,,아니 왠 해적들이 갑자기 쳐들어 오나! 대해적 시대도 아닌데!,
307781,30778,1,,,아아. 이곳에 여행을 오는게 아니었어..,
307791,30779,1,,,당신! 진정 좀 해요!,
309371,30937,1,,,말하는 섬 항구로 가는 표는 이쪽입니다.,
309391,30939,1,,,자네 글루딘의 병사로 지원하지 않겠는가?,
309411,30941,1,,,라라라…내 친구들은 모두 어디 갔을까…,
309441,30944,1,,,"당신이 이번에는 영웅이었지만, 다음은 내 차례다!",
309451,30945,1,,,어서오십시오. 글루딘 항구 마을입니다.,
309791,30979,1,,,당신이 아인하사드께서 보낸 계시자로군요,
309801,30980,1,,,여기 있는 스팟을 이용하면 원하는 곳으로 갈 수 있어요.,
309811,30981,1,,,성을 쟁탈하는 공성전을 하고 싶다면 나에게 신청하게!,
309831,30983,1,,,정령탄 파는 건 취미로 하는 거네~,
309841,30984,1,,,가방에 물건이 많다면 창고를 이용하게!,
309851,30985,1,,,아이쿠! 또 미끄러졌구만!,
309861,30986,1,,,마을이 또 소란 스럽구만. 조용히 낚시나 하면서 살고 싶은데,
309871,30987,1,,,마을을 구한 영웅 아닌가? 자네라면 내 특별히 싸게 주지~,
309891,30989,1,,,이곳은 우리가 지킵니다.,
309901,30990,1,,,아.. 교대 시간은 언제쯤 돌아올까…,
309921,30992,1,,,이곳은 우리가 지킵니다.,
309951,30995,1,,,은빛용병이시다!!! 어서오십시오!,
309961,30996,1,,,이번 습격을 막은게 은빛 용병단 사람이라더라고~,
309971,30997,1,,,그래요? 어쩐지 너무 멋지더라고요!,
310331,31033,1,,,은빛 용병단 만세~!,
310341,31034,1,,,아이쿠~ 난 죽어도 섬에는 못가~ 난 도시체질인가봐,
310441,31044,1,,,안녕하세요!,
318221,31822,1,,,옛날에 배를 타고 여행 다니던 때가 참 좋았는데!,
318231,31823,1,,,고맙네! 자네 덕에 내 승객들을 지킬 수 있었어!,
318241,31824,1,,,자네가 그 해적들을 물리쳤다지? 정말 대단해!,
322561,32256,1,,,조심하세요. 여기부턴 올 마훔 소굴입니다.,
322611,32261,1,,,올 마훔 토벌대 지원자입니까?,
322701,32270,1,,,무엇보다 인질의 안전이 우선이다. 알겠나?,
322711,32271,1,,,미쳤어요? 저라면 묘지에 안 들어갈겁니다!,
322981,32298,1,,,"올 마훔 토벌하는데, 포션은 필수다냥!",
392751,39275,1,,,이보게 자네! 어서 저 놈들 좀 어떻게 해보게!,
392781,39278,1,,,으…여기까지 와서 무슨 고생이야,
350151,35015,1,,,"아 그러지 말고 좀만 더 줘, 깍쟁아!",
350152,35015,1,,,이런 짠돌이 고양이!,
350161,35016,1,,,언데드 잡는데는 또 정령탄 아니겠습니까!,
350162,35016,1,,,거기 모험가 님! 포션 좀 사가셔야 겠는데요?,
350163,35016,1,,,준비는 전투의 기본이죠! 그러니 하나 구매 좀 헤헤…,
350181,35018,1,,,언데드 때문에 일을 할 수가 있어야지 원…,
350182,35018,1,,,"자네, 온 김에 관이나 하나 짜가지 그러나? 하핫!",
350191,35019,1,,,음산한 기운 안 느껴지세요?,
350192,35019,1,,,이곳은 유령이 나와요. 모쪼록 조심하세요. 후훗,
350201,35020,1,,,"아, 정말 유령을 봤다니까! 좀 믿어줘!",
350202,35020,1,,,분명 백발의 여자 엘프 유령이었다니까!,
350211,35021,1,,,"거짓말 좀 작작해, 뻥쟁아!",
350212,35021,1,,,말이 되는 소릴해야 믿어주지! 어휴…,
350221,35022,1,,,정말인가? 정말 이 근처에서 카오를 못 봤나?,
350222,35022,1,,,거짓말 하는 것은 아니겠지? 자네도 유력 용의자야!,
350231,35023,1,,,정말 못 봤다니까요. 내가 어딜봐서 카오예요!,
350232,35023,1,,,저기 지나가는 저 사람이 더 힘쎄겠구만!,
350241,35024,1,,,글루디오부터는 카오가 활개치고 다니니 조심하십시오.,
350242,35024,1,,,실종 사건을 조사하러 오셨습니까?,
350261,35026,1,,,저 사람 좀 봐! 은빛 용병단이라던데?,
350262,35026,1,,,나도 은빛 용병단에 입단할 수 있었으면…,
350281,35028,1,,,"실종 사건 조사 의뢰라…까다로워 보이는데, 어쩌지?",
350282,35028,1,,,어디 손 쉬운 의뢰없나…?,
350311,35031,1,,,항구 마을답게 활기가 넘치는걸!,
350312,35031,1,,,어디 또 구경거리 없나?,
350321,35032,1,,,"빨리, 빨리! 저쪽에도 가보자!",
350322,35032,1,,,"으와, 넓다 넓어!",
350331,35033,1,,,"어휴, 조금만 천천히 가면 안돼?",
350332,35033,1,,,다리 아파~ 천천히 좀 가,
309911,30991,1,,,이것도 많이 처준거다냥!,
309912,30991,1,,,내가 스핑크스 고양이가 되기 전엔 안 된다냥!,
309931,30993,1,,,무법자들이 많습니다. 조심하세요.,
309932,30993,1,,,밀수품은 없으시겠죠?,
401151,40115,1,,,젠장할…두고봐 반드시 살아남을거야.,
401152,40115,1,,,반드시 살아서 가족의 얼굴을 보겠어.,
410421,41042,1,,,혹시 리자드맨이 따라오진 않았습니까?,
410422,41042,1,,,"약탈당한 농경지를 무사히 지나시다니, 제법이군요!",
410331,41033,1,,,마물 소탕에 지원하러  온 용병인가? 여기 좀 들렸다 가게나!,
410332,41033,1,,,도마뱀 놈들 썰 때는 내 칼이 제격이지!,
400131,40013,1,,,"자네, 소탕대에 지원하지 않겠는가?",
400132,40013,1,,,그렇게 사지 멀쩡하면서 놀면 뭐하나! 어서 지원하게!,
409511,40951,1,,,버그베어가 지능이 낮다고 얕봐선 안 된다. 알겠나?,
409512,40951,1,,,실종된 소대원들을 발견하면 그들의 안전을 최우선으로 하도록.,
410391,41039,1,,,마물들이 코앞까지 왔다던데… 괜찮을까……,
410392,41039,1,,,아인하사드시여… 글루디오를 지켜주세요……,
410521,41052,1,,,아아…언제쯤 집에 갈 수 있을까……,
410522,41052,1,,,지긋지긋한 마물놈들 얼마나 더 죽여야 되는거야?,
410541,41054,1,,,영영 끝나지 않을 것 같은 느낌이야……,
410542,41054,1,,,엄마…엄마 보고 싶다……,
410571,41057,1,,,이곳은 몹시 위험합니다. 전투원이 아니라면 돌아가세요.,
410572,41057,1,,,소탕대에 지원하셨다면 먼저 대장님께 보고하세요.,
418501,41850,1,,,마을에선 소란피우시면 안 됩니다.,
418502,41850,1,,,"일거리가 필요하다면, 소탕대에 지원해보시는건 어떻습니까?",
418561,41856,1,,,더 이상 리자드맨이 넘어오게 두어선 안 됩니다!,
418562,41856,1,,,건방진 도마뱀 놈들…호시탐탐 기회를 노리고 있어요.,
400401,40040,1,,,이런 도마뱀 놈들…우리 마을을 이 지경으로…!,
400402,40040,1,,,영주님은 원군을 보내주지 않고 뭐하는게야?,
450471,45047,1,,,어쩌지…마물 소탕대에 지원해볼까?,
450472,45047,1,,,우리 실력에는 좀 위험하지 않을까?,
450481,45048,1,,,까짓거 한 번 지원해보자! 죽기야 하겠어?,
450482,45048,1,,,버그베어따위 통구이로 만들어버리면 되지!,
450491,45049,1,,,폰 윈다우드 경이 윈다우드 수복 작전을 지휘하신다던데?,
450492,45049,1,,,"수복 작전이 시작되었으니, 윈다우드 부흥도 코앞이겠어.",
450501,45050,1,,,빨리 윈다우드를 수복해야 될텐데 말이야.,
450502,45050,1,,,윈다우드의 비극이 이제 끝나야 할텐데. 쯧쯧,
450531,45053,1,,,곧 글루디오 공성이 시작된다며?!,
450532,45053,1,,,아~나도 공성전에 한번 참여해봤으면!,
450541,45054,1,,,내가 공성전에 참여하면 단칼에 적들을 그냥!,
450542,45054,1,,,나같은 인재를 두고 공성전을 진행하다니……!,
450551,45055,1,,,어디보자……글루디오 공성전 지원자를 모집합니다?,
450552,45055,1,,,엘프 출신의 인간 왕국 국왕도 멋지겠는데? 힛,
450561,45056,1,,,"엉뚱한 생각하지 말고, 성 혈맹에 입단 신청이나 해보자!",
450562,45056,1,,,성 혈맹의 미모의 기사단장! 꿈을 이루겠어!,
499711,49971,1,,,리자드맨 잡을 땐 이 정령탄이 최고다냥!,
506751,50675,1,,,"돌입할 준비를 해야하니, 대열을 유지하고 있도록.",
506752,50675,1,,,혹시 흩어진 병사들을 더 보지 못 했나?,
508741,50874,1,,,"올 마훔 놈들, 정신이 어떻게 되었나?",
508742,50874,1,,,도적단 따위가 수정같은 것에 갑자기 왜 관심을 갖는거야?,
512641,51264,1,,,갑자기 언데드가 창궐하다니!,
512642,51264,1,,,다들 흩어지지 않게 정신 똑바로 차리도록!,
514601,51460,1,,,윈다우드 수복이 눈 앞에 있다! 힘을 내도록!,
514602,51460,1,,,오크 놈들을 우리들의 고향에서 몰아낼 때가 왔다!,
550011,55001,1,,,아름다웠던 윈다우드가 이꼴이 되다니……,
550012,55001,1,,,"오크놈들, 반드시 복수를 해줘야 겠어!",
550021,55002,1,,,나무들이 모두 죽어버렸어……,
550022,55002,1,,,주변에서 고통에 찬 비명소리가 자꾸 들리는 것 같아……,
550031,55003,1,,,오크 친구들 만나기 전에 물약 좀 사가라냥.,
550032,55003,1,,,그 정도 정령탄으로 오크나 잡겠냥.,
607241,60724,1,,,크..큰일났다… 물건이 좀 비는거 같은데?,
607251,60725,1,,,이걸 언제 다 옮기지…,
607261,60726,1,,,왜요? 무슨 일 있어요?,
607521,60752,1,,,근무 중! 이상 없음!,
607541,60754,1,,,근무 중! 이상 없음!,
607551,60755,1,,,교…교대 좀…,
612811,61281,1,,,상단 보급품은 언제쯤 도착하려나……,
612812,61281,1,,,슬슬 물품이 다 떨어져가는걸?,
630251,63025,1,,,"자네, 그런 준비 상태론 위험하네. 포션 좀 사가!",
630252,63025,1,,,여기 개미들한테는 정령탄이 약이라네.,
650061,65006,1,,,으……지긋지긋한 개미들!,
650062,65006,1,,,대체 무슨 일이 생기면 저런 개미가 탄생하는거야?,
650071,65007,1,,,이곳 지하에 있는 개미굴에 거대한 여왕 개미가 있대!,
650072,65007,1,,,으아~여왕 개미~ 얼마나 아름다울까? 여왕이잖아!,
650081,65008,1,,,상아탑 마법사들이 의문사했다며?,
650082,65008,1,,,어떤 놈들인데 상아탑 마법사를 죽일 수 있지?,
650121,65012,1,,,남쪽으로 가면 디온 영지입니다. 수배범은 아니시겠죠?,
650122,65012,1,,,디온으로 가기 전에 꼭 신분 증명을 하시기 바랍니다.,
650181,65018,1,,,"디온 영지로 가려는데, 통행 허가가 빨리 안 나지 뭐야!",
650182,65018,1,,,빨리 이 지긋지긋한 사막을 벗어나고 싶어!,
650191,65019,1,,,목 마르지 않아요? 포션 좀 드시고 가세요~,
650192,65019,1,,,야영지에 온 김에 물건 좀 챙겨가세요!,
650231,65023,1,,,"바로 앞에 카지르가 나타난다던데, 조심해!",
650232,65023,1,,,카지르라고 들어봤어! 사막의 포식자라던데?,
699711,69971,1,,,거친 황무지를 지나가려면 이 포션이 필수다냥!,
706031,70603,1,,,거기 자네! 검이 많이 낡았구만!,
706041,70604,1,,,물건을 안전하게 보관해 드립니다!,
706051,70605,1,,,내가 지금 물건 판매할 때가 아닌데..,
706061,70606,1,,,아까 그 꼬맹이 봤나?,
706071,70607,1,,,필요한 일이 있으면 말만하게!,
706101,70610,1,,,홀홀홀. 구스녀석 장사는 잘하고 있겠지? ,
706111,70611,1,,,사라한테 또 혼나겠구만!,
706121,70612,1,,,"꼬마냥, 키 크는 약 안 필요하냥?",
706122,70612,1,,,이거 먹으면 키가 버그베어만큼 자란다냥!,
706131,70613,1,,,우와! 근데 고양이 아저씨는 왜 그리 작아요?,
706132,70613,1,,,에이~ 거짓말! 그런 약이 세상에 어디있어요~,
706141,70614,1,,,마물들 때문에 밖에 나가질 못하겠어~,
706151,70615,1,,,아~ 약초를 모아야 하는데..,
706171,70617,1,,,오늘도 한잔 하는건가?,
706181,70618,1,,,좋아! 이따 근무 끝나고 보자고!,
706191,70619,1,,,어서오십시오. 디온마을 입니다.,
706201,70620,1,,,치안은 저희에게 맡기십시오!,
706211,70621,1,,,자네 아까 그 소녀를 보았나?,
706221,70622,1,,,당연하지! 굉장히 신비로워 보이던데?,
706231,70623,1,,,거미들이 사람을 잡아먹는다고 하더군!,
706241,70624,1,,,요즘 북쪽에 거미들이 많다던데!,
799711,79971,1,,,앗! 그대론 위험하다냥! 이 정령탄을 사라냥!,
780471,78047,1,,,저기있군!,
780481,78048,1,,,이번엔 놓치지 않는다!,
780491,78049,1,,,열쇠를 잡아라!,
780911,78091,1,,,우리에게 도망가지 못한다!!!,
780921,78092,1,,,쫒아라! 쫒아!,
780951,78095,1,,,죽어라! 죽어!,
780981,78098,1,,,주술이 너희를 삼킬 것이다.,
781001,78100,1,,,잡아라! 잡아!,
781021,78102,1,,,산채로 잡아!!,
720091,72009,1,,,네놈은! 이곳에서 살아돌아가지 못할 것이다!!,
750051,75005,1,,,"아 글쎄, 정말이라니까요!",
750052,75005,1,,,제가 직접 오크 대장의 머리를 이럇챠! 해서!,
750061,75006,1,,,오크들이 디온 성 앞까지 진출했다고?,
750062,75006,1,,,"디온 성이 위험하다니, 어서 여길 정리하고 지원해야 해!",
750081,75008,1,,,풋! 니가 무슨 힘이 있다고 오크 대장을 잡아?,
750082,75008,1,,,거짓말도 정도껏해라! 하하하!,
750501,75050,1,,,지금 개간지는 리자드맨들이 넘칩니다. 조심하세요.,
750502,75050,1,,,저희는 리자드맨이 다른 곳으로 못 가게 감시하겠습니다.,
750521,75052,1,,,그거 들었나? 잠잠하던 크루마 탑이 기운을 뿜기 시작했다던데.,
750522,75052,1,,,크루마 탑이라니……꼭 한 번 도전해보고 싶군!,
750531,75053,1,,,"하거인의 탑이라니, 어떤 비밀이 있을지 궁금해!",
750532,75053,1,,,어둠의 결사가 크루마 탑을 노린다고 하던데……,
750551,75055,1,,,히히 나 잡아봐라!,
750552,75055,1,,,마차 지나가요! 빵빵~,
750561,75056,1,,,디온 성 공성이 곧 열린다면서? 피가 끓어 오르는군!,
750562,75056,1,,,"디온 성, 아니 디온 영지의 주인은 과연 누가 되려나!",
750601,75060,1,,,아~나도 성 혈맹 같은 멋진 혈맹에 참여했으면!,
750602,75060,1,,,어쩌지? 나도 성 혈맹에 입단 신청이라도 해볼까?,
750591,75059,1,,,"우린 노력이 부족해서 안 될거야, 아마…… 흑……",
750592,75059,1,,,너…너 입단 신청하면 나도 한다!,
750621,75062,1,,,이거봐! 디온 공성전에 참여할 혈맹을 구하고 있대!,
750622,75062,1,,,음~ 어디보자~ 간단한 의뢰 없을까? 고양이 잡기 같은걸로……,
750651,75065,1,,,쉿! 아직 저 고양이 눈치 못 챘어! 어서 챙겨!,
750652,75065,1,,,짠돌이 고양이 몰래 한 두개만 빼가자!,
750661,75066,1,,,꼬마한테 정신이 팔려 있는 지금이 기회야!,
750662,75066,1,,,너도 챙길래? 그럼 공범인거다?,
750681,75068,1,,,저기 좀 봐! 짠돌이 고양이의 희생양이 또 늘겠군.,
750682,75068,1,,,설마 꼬마도 속일 셈이야? 으이그!,
800381,80038,1,,,크루마 탑을 보러 오셨나요?,
800382,80038,1,,,"하거인의 연구 탑이라니, 으으! 흥분되는데!",
803881,80388,1,,,으으…늪지라 그런지 으슬으슬 춥구만 그래.,
803882,80388,1,,,불 좀 더 강하게 피울 순 없나?,
804101,80410,1,,,"하나, 둘…어? 몇 개가 비는 것 같은데?",
804102,80410,1,,,이 나이먹고 물품 조사나 하고 있다니!,
804131,80413,1,,,페르넬 발굴단의 연구 캠프에 오신걸 환영합니다!,
804132,80413,1,,,혹시 지원품을 가지고 오셨나요?,
850641,85064,1,,,하거인의 기술이면……내 마법도 더 강해지지 않을까?,
850642,85064,1,,,크루마에는 마법 생물이 가득하다던데!,
850661,85066,1,,,으…문서 정리는 왜 항상 나만 시키는거야?,
850662,85066,1,,,"평소에 정리 좀 해놓지, 이게 뭐야 정말!",
850671,85067,1,,,이 앞으로는 망자들이 많으니 조심하게!,
850672,85067,1,,,연락이 두절된 이들을 발견하면 이리로 데려오게!,
899711,89971,1,,,이 위험한 크루마 탑에 필요한건? 이 물약이다냥!,
998711,99871,1,,,"장사할 땐, 종족이 상관 없다냥!",
1019911,101991,1,,,절규의 땅에 가려면 정령탄 좀 더 사가지 그러냥?,
1050001,105000,1,,,"자네, 혹시 작전에 도움 좀 주지 않겠나?",
1050002,105000,1,,,여긴 모험하기엔 좋지 못한 곳이라네.,
1050021,105002,1,,,으…뼈까지 오그라드는 기분이야.,
1050022,105002,1,,,언데드 대비는 제대로 하고 가십니까?,
1050031,105003,1,,,아인하사드의 가호가 그대를 지켜주길.,
1050032,105003,1,,,부디 저들에게 안식을 주시길 바랍니다.,
1050061,105006,1,,,화로 밖으로 나가시면 위험합니다.,
1050062,105006,1,,,저흰 고통의 군대를 감시하기 위해 나왔습니다.,
1050051,105005,1,,,"저들을 보고 있으면, 왠지 서글퍼지는군요.",
1050052,105005,1,,,저들의 동료가 되고 싶지 않으면 조심하세요.,
1050201,105020,1,,,모험가인가? 기란은 현재 봉쇄된 상태다.,
1050202,105020,1,,,절규의 땅의 낌새가 줄어들 때까지 기란은 갈 수 없네.,
1050231,105023,1,,,지금은 기란으로 가실 수 없으십니다.,
1050232,105023,1,,,영주님이 출입 금지령을 내리신 상태입니다.,
1106931,110693,1,,,거기가는 이쁜 자기들! 무기 안 필요해?,
1106932,110693,1,,,그런 이쁘장한 차림새론 고르곤 수집품이 된다고!,
1106933,110693,1,,,자~자~ 와서 장비 하나 사가라고! 돈도 많아 보이는구만!,
1191421,119142,1,,,자넨 뭔가? 혹시 수상한 자를 보지 못했나?,
1191422,119142,1,,,혹시 이 사건과 관련있는 것은 아니겠지?,
1191431,119143,1,,,혹시 오렌 첩자를 보지 못했습니까?,
1191461,119146,1,,,"오렌 놈들, 분명 첩자를 보냈을겁니다.",
1150411,115041,1,,,기란 성 마을에 어서오세요!,
1150412,115041,1,,,"상업의 중심, 기란에 오신걸 환영합니다!",
1117001,111700,1,,,사람들이 많이 다니니 한 눈 팔면 안 된다!,
1117002,111700,1,,,낯선 사람들이 먹을 것 줘도 따라가면 안 돼.,
1117003,111700,1,,,집까지 오는 길을 잘 기억할 수 있겠니?,
1117021,111702,1,,,잠깐 들어오셔서 맛 좋은 럼주 한 잔 하세요!,
1117022,111702,1,,,거기 지나가는 멋진 모험가 님~ 한 번 들어오세요~,
1117023,111702,1,,,여행하느라 지치시진 않나요? 와서 쉬었다가 가세요!,
1170041,117004,1,,,넌 뭐야? 한 판 붙어볼테냐?,
1170042,117004,1,,,"크게 다치기 전에, 뒤돌아가시지?",
1170043,117004,1,,,뭘 쳐다보는거야? 당장 저리 안가?,
1170081,117008,1,,,기란이랑 오렌 사이가 많이 악화되었다던데?,
1170082,117008,1,,,"가뜩이나 불안한데, 전쟁이 나진 않겠지?",
1170083,117008,1,,,오렌에 꼭 한 번 가보고 싶은데……,
1170091,117009,1,,,"모험이니 뭐니, 요즘 젊은 것들은 쯧쯧……",
1170092,117009,1,,,"사절단이 온다던데, 이참에 연줄 좀 만들어야 겠군.",
1170111,117011,1,,,들어와서 따뜻한 수프 한 그릇 하고 가게나!,
1170112,117011,1,,,외지에서 온 사람인가? 여기서 하루 묵고 가지 그래!,
