Group,Type,Day,RewardType,RewardItemInfoId,RewardCount,RewardIcon
25,2,1,6,919162,1,Icon_Shop_Gacha_Acc_01
25,2,2,6,919125,1,Icon_AccLevelMaterial_03
25,2,3,6,919199,1,Icon_Shop_Gacha_Armor_01
25,2,4,6,919124,1,Icon_ArmorLevelMaterial_03
25,2,5,6,919119,1,Icon_Shop_Gacha_Weapon_01
25,2,6,6,919123,1,Icon_WeaponLevelMaterial_03
25,2,7,6,490038,1,Icon_GachaItem_WeaponR
25,0,1,6,919162,1,Icon_Shop_Gacha_Acc_01
25,0,2,6,919125,1,Icon_AccLevelMaterial_03
25,0,3,6,919199,1,Icon_Shop_Gacha_Armor_01
25,0,4,6,919124,1,Icon_ArmorLevelMaterial_03
25,0,5,6,919119,1,Icon_Shop_Gacha_Weapon_01
25,0,6,6,919123,1,Icon_WeaponLevelMaterial_03
25,0,7,6,490038,1,Icon_Transcendence_04
25,1,1,6,919162,1,Icon_Shop_Gacha_Acc_01
25,1,2,6,919125,1,Icon_AccLevelMaterial_03
25,1,3,6,919199,1,Icon_Shop_Gacha_Armor_01
25,1,4,6,919124,1,Icon_ArmorLevelMaterial_03
25,1,5,6,919119,1,Icon_Shop_Gacha_Weapon_01
25,1,6,6,919123,1,Icon_WeaponLevelMaterial_03
25,1,7,6,490038,1,Icon_Transcendence_04
26,2,1,6,919212,1,Icon_GachaItem_WeaponSR
26,2,2,6,400000,3,Icon_Asset_Protector_01
26,2,3,6,911019,100,Icon_Combine_Unidentify_RndWeaponRecipe
26,2,4,6,493003,1,Icon_Ability_Detection_SR
26,2,5,6,400000,3,Icon_Asset_Protector_01
26,2,6,6,510104,1000,equipmentcraft_UpgradeCrystal_01
26,2,7,6,919213,3,Icon_SelectBox_WeaponRecipe
26,0,1,6,919212,1,Icon_GachaItem_WeaponSR
26,0,2,6,400000,3,Icon_Asset_Protector_01
26,0,3,6,911019,100,Icon_Combine_Unidentify_RndWeaponRecipe
26,0,4,6,493003,1,Icon_Ability_Detection_SR
26,0,5,6,400000,3,Icon_Asset_Protector_01
26,0,6,6,510104,1000,equipmentcraft_UpgradeCrystal_01
26,0,7,6,919213,3,Icon_SelectBox_WeaponRecipe
26,1,1,6,919212,1,Icon_GachaItem_WeaponSR
26,1,2,6,400000,3,Icon_Asset_Protector_01
26,1,3,6,911019,100,Icon_Combine_Unidentify_RndWeaponRecipe
26,1,4,6,493003,1,Icon_Ability_Detection_SR
26,1,5,6,400000,3,Icon_Asset_Protector_01
26,1,6,6,510104,1000,equipmentcraft_UpgradeCrystal_01
26,1,7,6,919213,3,Icon_SelectBox_WeaponRecipe
27,2,1,6,911084,1,Icon_GachaItem_WeaponS
27,2,2,6,911021,3,Icon_GachaItem_TranscendenceBox
27,2,3,6,911024,100,Icon_Combine_Unidentifiy_UpgradeCrystal
27,2,4,6,911042,5,Icon_Shop_Gacha_Acc_01
27,2,5,6,490011,5,Icon_Box_Adena_02
27,2,6,6,910237,3,Icon_Gacha_EnchantScroll
27,2,7,6,919005,1,Icon_Shop_Gacha_Armor_01
27,0,1,6,911084,1,Icon_GachaItem_WeaponS
27,0,2,6,911021,3,Icon_GachaItem_TranscendenceBox
27,0,3,6,911024,100,Icon_Combine_Unidentifiy_UpgradeCrystal
27,0,4,6,911042,5,Icon_Shop_Gacha_Acc_01
27,0,5,6,490011,5,Icon_Box_Adena_02
27,0,6,6,910237,3,Icon_Gacha_EnchantScroll
27,0,7,6,919005,1,Icon_Shop_Gacha_Armor_01
27,1,1,6,911084,1,Icon_GachaItem_WeaponS
27,1,2,6,911021,3,Icon_GachaItem_TranscendenceBox
27,1,3,6,911024,100,Icon_Combine_Unidentifiy_UpgradeCrystal
27,1,4,6,911042,5,Icon_Shop_Gacha_Acc_01
27,1,5,6,490011,5,Icon_Box_Adena_02
27,1,6,6,910237,3,Icon_Gacha_EnchantScroll
27,1,7,6,919005,1,Icon_Shop_Gacha_Armor_01
28,2,1,6,481032,1,Icon_PetSaddle_LevelMaterial_02
28,2,2,6,410004,5,Icon_PetEnchantScroll_01
28,2,3,6,481031,1,Icon_PetHoof_LevelMaterial_02
28,2,4,6,410004,5,Icon_PetEnchantScroll_01
28,2,5,6,481030,1,Icon_PetArmor_LevelMaterial_02
28,2,6,6,410004,5,Icon_PetEnchantScroll_01
28,2,7,6,481029,1,Icon_PetHelmet_LevelMaterial_02
28,0,1,6,481032,1,Icon_PetSaddle_LevelMaterial_02
28,0,2,6,410004,5,Icon_PetEnchantScroll_01
28,0,3,6,481031,1,Icon_PetHoof_LevelMaterial_02
28,0,4,6,410004,5,Icon_PetEnchantScroll_01
28,0,5,6,481030,1,Icon_PetArmor_LevelMaterial_02
28,0,6,6,410004,5,Icon_PetEnchantScroll_01
28,0,7,6,481029,1,Icon_PetHelmet_LevelMaterial_02
28,1,1,6,481032,1,Icon_PetSaddle_LevelMaterial_02
28,1,2,6,410004,5,Icon_PetEnchantScroll_01
28,1,3,6,481031,1,Icon_PetHoof_LevelMaterial_02
28,1,4,6,410004,5,Icon_PetEnchantScroll_01
28,1,5,6,481030,1,Icon_PetArmor_LevelMaterial_02
28,1,6,6,410004,5,Icon_PetEnchantScroll_01
28,1,7,6,481029,1,Icon_PetHelmet_LevelMaterial_02
29,2,1,6,493070,1,Icon_Ability_DragonAttack_R
29,2,2,6,493070,1,Icon_Ability_DragonAttack_R
29,2,3,6,919318,1,Icon_Shop_Gacha_Weapon_01
29,2,4,6,493074,1,Icon_Ability_DragonDefence_R
29,2,5,6,493074,1,Icon_Ability_DragonDefence_R
29,2,6,6,493071,1,Icon_Ability_DragonAttack_SR
29,2,7,6,490138,1,Icon_Transcendence_DragonAttack_SR
29,0,1,6,493070,1,Icon_Ability_DragonAttack_R
29,0,2,6,493070,1,Icon_Ability_DragonAttack_R
29,0,3,6,919318,1,Icon_Shop_Gacha_Weapon_01
29,0,4,6,493074,1,Icon_Ability_DragonDefence_R
29,0,5,6,493074,1,Icon_Ability_DragonDefence_R
29,0,6,6,493071,1,Icon_Ability_DragonAttack_SR
29,0,7,6,490138,1,Icon_Transcendence_DragonAttack_SR
29,1,1,6,493070,1,Icon_Ability_DragonAttack_R
29,1,2,6,493070,1,Icon_Ability_DragonAttack_R
29,1,3,6,919318,1,Icon_Shop_Gacha_Weapon_01
29,1,4,6,493074,1,Icon_Ability_DragonDefence_R
29,1,5,6,493074,1,Icon_Ability_DragonDefence_R
29,1,6,6,493071,1,Icon_Ability_DragonAttack_SR
29,1,7,6,490138,1,Icon_Transcendence_DragonAttack_SR
