MArketType,ShopId,CurrencyType,Cost,DisplayCost,OriginCost,SaleRatio,ProductId
1,9615,2,44.99,49.49,,,
1,9616,2,44.99,49.49,,,
1,9617,2,89.99,98.99,,,
1,9504,2,44.99,49.49,,,
1,9505,2,89.99,98.99,,,
1,9506,2,89.99,98.99,,,
1,9618,2,44.99,49.49,,,
1,9619,2,89.99,98.99,,,
1,9620,2,26.99,29.69,,,
1,9621,2,26.99,29.69,,,
1,9622,2,44.99,49.49,,,
1,9623,2,44.99,49.49,,,
1,9624,2,89.99,98.99,,,
1,9625,2,89.99,98.99,,,
1,9626,2,44.99,49.49,,,
1,9628,2,26.99,29.69,,,
1,8021,2,44.99,49.49,,,
1,8024,2,26.99,29.69,,,
1,9011,2,89.99,98.99,,,
1,9012,2,89.99,98.99,,,
1,9629,2,44.99,49.49,,,
1,9630,2,44.99,49.49,,,
1,9631,2,44.99,49.49,,,
1,9632,2,89.99,98.99,,,
1,9633,2,89.99,98.99,,,
1,9634,2,89.99,98.99,,,
1,9635,2,89.99,98.99,,,
1,9636,2,26.99,29.69,,,
1,9637,2,89.99,98.99,,,
1,9638,2,26.99,29.69,,,
1,9639,2,44.99,49.49,,,
1,9640,2,89.99,98.99,,,
1,9641,2,26.99,29.69,,,
1,9642,2,44.99,49.49,,,
1,9643,2,26.99,29.69,,,
1,9644,2,89.99,98.99,,,
1,9645,2,3.99,4.39,,,
1,9646,2,3.99,4.39,,,
1,9647,2,3.99,4.39,,,
1,9648,2,3.99,4.39,,,
1,9649,2,3.99,4.39,,,
1,9650,2,3.99,4.39,,,
1,9651,2,8.99,9.89,,,
1,9652,2,8.99,9.89,,,
1,9653,2,8.99,9.89,,,
1,9654,2,17.98,19.79,,,
1,9655,2,17.98,19.79,,,
1,9656,2,17.98,19.79,,,
1,9657,2,26.99,29.69,,,
1,9658,2,26.99,29.69,,,
1,9659,2,26.99,29.69,,,
1,9667,2,8.99,9.89,,,
1,9668,2,8.99,9.89,,,
1,9669,2,26.99,29.69,,,
1,9670,2,89.99,98.99,,,
1,9671,2,89.99,98.99,,,
1,9672,2,89.99,98.99,,,
1,9673,2,44.99,49.49,,,
1,9674,2,44.99,49.49,,,
1,9675,2,44.99,49.49,,,
1,9676,2,89.99,98.99,,,
1,9677,2,89.99,98.99,,,
1,9678,2,89.99,98.99,,,
1,9679,2,89.99,98.99,,,
1,9680,2,89.99,98.99,,,
1,9681,2,89.99,98.99,,,
1,9682,2,89.99,98.99,,,
1,9683,2,89.99,98.99,,,
1,9684,2,89.99,98.99,,,
1,9685,2,44.99,49.49,,,
1,9686,2,44.99,49.49,,,
1,9687,2,26.99,29.69,,,
1,9688,2,26.99,29.69,,,
1,9689,2,8.99,9.89,,,
1,9690,2,8.99,9.89,,,
1,9691,2,8.99,9.89,,,
1,9694,2,44.99,49.49,,,
1,9695,2,44.99,49.49,,,
1,9696,2,44.99,49.49,,,
1,9697,2,44.99,49.49,,,
1,9698,2,44.99,49.49,,,
1,11002,2,17.98,19.79,,,
1,999997,2,0,0,,,
1,999996,2,0,0,,,
1,999995,2,0,0,,,
1,999994,2,0,0,,,
1,999993,2,0,0,,,
1,999992,2,0,0,,,
1,151005,2,17.98,19.79,,,
1,152001,2,8.99,9.89,,,
1,3000007,2,26.99,29.69,,,
1,3000008,2,8.99,9.89,,,
1,3000002,2,26.99,29.69,,,
1,3000009,2,0.99,1.09,,,
1,3000010,2,0.99,1.09,,,
1,3000011,2,26.99,29.69,,,
1,3000012,2,26.99,29.69,,,
1,3000013,2,26.99,29.69,,,
1,3000014,2,26.99,29.69,,,
1,3000015,2,26.99,29.69,,,
1,8022,2,44.99,49.49,,,
1,9699,2,89.99,98.99,,,
1,9700,2,89.99,98.99,,,
1,9701,2,89.99,98.99,,,
1,9702,2,89.99,98.99,,,
1,9703,2,89.99,98.99,,,
1,9704,2,44.99,49.49,,,
1,9705,2,89.99,98.99,,,
1,9706,2,89.99,98.99,,,
1,9707,2,26.99,29.69,,,
1,9708,2,44.99,49.49,,,
1,9709,2,89.99,98.99,,,
1,9710,2,26.99,29.69,,,
1,9711,2,26.99,29.69,,,
1,9712,2,44.99,49.49,,,
1,9719,2,89.99,98.99,,,
1,9720,2,89.99,98.99,,,
1,9721,2,44.99,49.49,,,
1,9722,2,26.99,29.69,,,
1,9723,2,26.99,29.69,,,
1,9724,2,26.99,29.69,,,
1,9725,2,26.99,29.69,,,
1,9726,2,26.99,29.69,,,
1,9727,2,44.99,49.49,,,
1,9728,2,44.99,49.49,,,
1,9729,2,44.99,49.49,,,
1,9730,2,44.99,49.49,,,
1,9731,2,44.99,49.49,,,
1,9732,2,44.99,49.49,,,
1,9733,2,44.99,49.49,,,
1,9734,2,44.99,49.49,,,
1,9735,2,44.99,49.49,,,
1,9736,2,44.99,49.49,,,
1,9737,2,89.99,98.99,,,
1,9738,2,89.99,98.99,,,
1,9739,2,89.99,98.99,,,
1,9740,2,89.99,98.99,,,
1,9741,2,89.99,98.99,,,
1,9742,2,89.99,98.99,,,
1,9743,2,89.99,98.99,,,
1,9744,2,89.99,98.99,,,
1,9745,2,89.99,98.99,,,
1,9746,2,89.99,98.99,,,
1,9747,2,89.99,98.99,,,
1,9748,2,89.99,98.99,,,
1,9749,2,64.99,71.49,,,
1,9750,2,64.99,71.49,,,
1,9751,2,64.99,71.49,,,
1,9752,2,64.99,71.49,,,
1,9753,2,64.99,71.49,,,
1,9754,2,64.99,71.49,,,
1,9755,2,64.99,71.49,,,
1,9756,2,64.99,71.49,,,
1,9757,2,64.99,71.49,,,
1,9758,2,64.99,71.49,,,
1,9759,2,0.99,1.09,,,
1,9760,2,0.99,1.09,,,
1,9761,2,2.99,3.29,,,
1,9762,2,2.99,3.29,,,
1,9764,2,26.99,29.69,,,
1,9767,2,44.99,49.49,,,
1,9768,2,26.99,29.69,,,
1,9769,2,44.99,49.49,,,
1,9770,2,44.99,49.49,,,
1,9771,2,44.99,49.49,,,
1,9772,2,44.99,49.49,,,
1,9773,2,44.99,49.49,,,
1,9774,2,26.99,29.69,,,
1,163003,2,44.99,49.49,,,
1,163004,2,44.99,49.49,,,
1,9775,2,89.99,98.99,,,
1,9776,2,89.99,98.99,,,
1,9777,2,89.99,98.99,,,
1,9778,2,89.99,98.99,,,
1,9779,2,89.99,98.99,,,
1,9780,2,89.99,98.99,,,
1,9781,2,89.99,98.99,,,
1,9782,2,89.99,98.99,,,
0,2001,1,3300,3300,,,
0,2002,1,5500,5500,,,
0,2003,1,11000,11000,,,
0,2004,1,3300,3300,,,
0,2005,1,5500,5500,,,
0,2006,1,11000,11000,,,
0,2007,1,33000,33000,,,
0,2008,1,55000,55000,,,
0,2009,1,110000,110000,,,
0,2020,1,3300,3300,,,
0,2021,1,5500,5500,,,
0,2022,1,11000,11000,,,
0,2023,1,5500,5500,,,
0,2024,1,11000,11000,,,
0,2025,1,33000,33000,,,
0,2026,1,55000,55000,,,
0,2027,1,110000,110000,,,
0,7001,1,5500,5500,,,
0,7002,1,11000,11000,,,
0,7003,1,11000,11000,,,
0,7004,1,11000,11000,,,
0,9001,1,33000,33000,,,
0,9008,1,33000,33000,,,
0,9009,1,110000,110000,,,
0,9010,1,110000,110000,,,
0,9019,1,11000,11000,,,
0,9020,1,55000,55000,,,
0,9021,1,110000,110000,,,
0,9022,1,33000,33000,,,
0,8003,1,33000,33000,,,
0,8004,1,33000,33000,,,
0,8014,1,33000,33000,,,
0,9051,1,110000,110000,,,
0,9052,1,110000,110000,,,
0,9053,1,110000,110000,,,
0,9054,1,55000,55000,,,
0,9501,1,55000,55000,,,
0,9502,1,110000,110000,,,
0,9503,1,110000,110000,,,
0,9601,1,55000,55000,,,
0,9604,1,11000,11000,,,
0,11001,1,3300,3300,,,
0,9605,1,110000,110000,,,
0,9606,1,110000,110000,,,
0,9607,1,110000,110000,,,
0,9608,1,110000,110000,,,
0,9609,1,55000,55000,,,
0,9610,1,55000,55000,,,
0,9611,1,110000,110000,,,
0,8011,1,33000,33000,,,
0,999999,1,0,0,,,
0,999998,1,0,0,,,
0,9613,1,33000,33000,,,
0,9614,1,33000,33000,,,
0,9615,1,55000,55000,,,
0,9616,1,55000,55000,,,
0,9617,1,110000,110000,,,
0,9504,1,55000,55000,,,
0,9505,1,110000,110000,,,
0,9506,1,110000,110000,,,
0,9618,1,55000,55000,,,
0,9619,1,110000,110000,,,
0,9620,1,33000,33000,,,
0,9621,1,33000,33000,,,
0,9622,1,55000,55000,,,
0,9623,1,55000,55000,,,
0,9624,1,110000,110000,,,
0,9625,1,110000,110000,,,
0,9626,1,55000,55000,,,
0,9628,1,33000,33000,,,
0,8021,1,55000,55000,,,
0,8024,1,33000,33000,,,
0,9011,1,110000,110000,,,
0,9012,1,110000,110000,,,
0,9629,1,55000,55000,,,
0,9630,1,55000,55000,,,
0,9631,1,55000,55000,,,
0,9632,1,110000,110000,,,
0,9633,1,110000,110000,,,
0,9634,1,110000,110000,,,
0,9635,1,110000,110000,,,
0,9636,1,33000,33000,,,
0,9637,1,110000,110000,,,
0,9638,1,33000,33000,,,
0,9639,1,55000,55000,,,
0,9640,1,110000,110000,,,
0,9641,1,33000,33000,,,
0,9642,1,55000,55000,,,
0,9643,1,33000,33000,,,
0,9644,1,110000,110000,,,
0,9645,1,5500,5500,,,
0,9646,1,5500,5500,,,
0,9647,1,5500,5500,,,
0,9648,1,5500,5500,,,
0,9649,1,5500,5500,,,
0,9650,1,5500,5500,,,
0,9651,1,11000,11000,,,
0,9652,1,11000,11000,,,
0,9653,1,11000,11000,,,
0,9654,1,22000,22000,,,
0,9655,1,22000,22000,,,
0,9656,1,22000,22000,,,
0,9657,1,33000,33000,,,
0,9658,1,33000,33000,,,
0,9659,1,33000,33000,,,
0,9667,1,11000,11000,,,
0,9668,1,11000,11000,,,
0,9669,1,33000,33000,,,
0,9670,1,110000,110000,,,
0,9671,1,110000,110000,,,
0,9672,1,110000,110000,,,
0,9673,1,55000,55000,,,
0,9674,1,55000,55000,,,
0,9675,1,55000,55000,,,
0,9676,1,110000,110000,,,
0,9677,1,110000,110000,,,
0,9678,1,110000,110000,,,
0,9679,1,110000,110000,,,
0,9680,1,110000,110000,,,
0,9681,1,110000,110000,,,
0,9682,1,110000,110000,,,
0,9683,1,110000,110000,,,
0,9684,1,110000,110000,,,
0,9685,1,55000,55000,,,
0,9686,1,55000,55000,,,
0,9687,1,33000,33000,,,
0,9688,1,33000,33000,,,
0,9689,1,11000,11000,,,
0,9690,1,11000,11000,,,
0,9691,1,11000,11000,,,
0,9694,1,55000,55000,,,
0,9695,1,55000,55000,,,
0,9696,1,55000,55000,,,
0,9697,1,55000,55000,,,
0,9698,1,55000,55000,,,
0,11002,1,22000,22000,,,
0,999997,1,0,0,,,
0,999996,1,0,0,,,
0,999995,1,0,0,,,
0,999994,1,0,0,,,
0,999993,1,0,0,,,
0,999992,1,0,0,,,
0,151005,1,22000,22000,,,
0,152001,1,11000,11000,,,
0,3000007,1,33000,33000,,,
0,3000008,1,11000,11000,,,
0,3000002,1,33000,33000,,,
0,3000009,1,1100,1100,,,
0,3000010,1,1100,1100,,,
0,3000011,1,33000,33000,,,
0,3000012,1,33000,33000,,,
0,3000013,1,33000,33000,,,
0,3000014,1,33000,33000,,,
0,3000015,1,33000,33000,,,
0,8022,1,55000,55000,,,
0,9699,1,110000,110000,,,
0,9700,1,110000,110000,,,
0,9701,1,110000,110000,,,
0,9702,1,110000,110000,,,
0,9703,1,110000,110000,,,
0,9704,1,55000,55000,,,
0,9705,1,110000,110000,,,
0,9706,1,110000,110000,,,
0,9707,1,33000,33000,,,
0,9708,1,55000,55000,,,
0,9709,1,110000,110000,,,
0,9710,1,33000,33000,,,
0,9711,1,33000,33000,,,
0,9712,1,55000,55000,,,
0,9719,1,110000,110000,,,
0,9720,1,110000,110000,,,
0,9721,1,55000,55000,,,
0,9722,1,33000,33000,,,
0,9723,1,33000,33000,,,
0,9724,1,33000,33000,,,
0,9725,1,33000,33000,,,
0,9726,1,33000,33000,,,
0,9727,1,55000,55000,,,
0,9728,1,55000,55000,,,
0,9729,1,55000,55000,,,
0,9730,1,55000,55000,,,
0,9731,1,55000,55000,,,
0,9732,1,55000,55000,,,
0,9733,1,55000,55000,,,
0,9734,1,55000,55000,,,
0,9735,1,55000,55000,,,
0,9736,1,55000,55000,,,
0,9737,1,110000,110000,,,
0,9738,1,110000,110000,,,
0,9739,1,110000,110000,,,
0,9740,1,110000,110000,,,
0,9741,1,110000,110000,,,
0,9742,1,110000,110000,,,
0,9743,1,110000,110000,,,
0,9744,1,110000,110000,,,
0,9745,1,110000,110000,,,
0,9746,1,110000,110000,,,
0,9747,1,110000,110000,,,
0,9748,1,110000,110000,,,
0,9749,1,77000,77000,,,
0,9750,1,77000,77000,,,
0,9751,1,77000,77000,,,
0,9752,1,77000,77000,,,
0,9753,1,77000,77000,,,
0,9754,1,77000,77000,,,
0,9755,1,77000,77000,,,
0,9756,1,77000,77000,,,
0,9757,1,77000,77000,,,
0,9758,1,77000,77000,,,
0,9759,1,1100,1100,,,
0,9760,1,1100,1100,,,
0,9761,1,3300,3300,,,
0,9762,1,3300,3300,,,
0,9764,1,33000,33000,,,
0,9767,1,55000,55000,,,
0,9768,1,33000,33000,,,
0,9769,1,55000,55000,,,
0,9770,1,55000,55000,,,
0,9771,1,55000,55000,,,
0,9772,1,55000,55000,,,
0,9773,1,55000,55000,,,
0,9774,1,33000,33000,,,
0,163003,1,55000,55000,,,
0,163004,1,55000,55000,,,
0,9775,1,110000,110000,,,
0,9776,1,110000,110000,,,
0,9777,1,110000,110000,,,
0,9778,1,110000,110000,,,
0,9779,1,110000,110000,,,
0,9780,1,110000,110000,,,
0,9781,1,110000,110000,,,
0,9782,1,110000,110000,,,
