Id,GroupId,Name,Description,Tire,Type,Grade,MaxLevel,LevelMatchGroupId,MaxCastDistance,PrevSkillId,FireCount,LightningEffectInfoId,MpMin,MpMax,MpGrowth,CastingTime,CoolTimeMin,CollisionUnitType,CollisionUnitParam,TargetType,MaxTargetCount,OffsetDistance,EffectFireConditionType,SkillDamageRatio,Animation,Rotatable,WeaponDependent,CameraShake,CameraShakeIntensity,CameraShakeObject,EffectDescription,Texture,HitFX,HitSocket,DirAlign,DirAlignRange,AddForceOnKill,Sound,BasicAttack,DetailType,ShowSkillArea,DashStart,AvailableUnderCC,SkillDialogue,SkillDialogGroupId,GroupRandomFireRate
1102,1102,휴먼 검 콤보 2,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5712,Attack_Sword_B,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1103,1103,휴먼 검 콤보 3,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,6720,Attack_Sword_C,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1104,1104,휴먼 검 콤보 4,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5712,Attack_Sword_D,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1105,1105,휴먼 검 콤보 5,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5712,Attack_Sword_E,0,000001,Shake_UpAndDown,2,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1106,1106,휴먼 검 콤보 6,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,12768,Attack_Sword_F,0,000001,Shake_UpAndDown,3,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1201,1201,엘프 검 콤보 1,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5712,Attack_Sword_A,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,1,0,,,10000
1202,1202,엘프 검 콤보 2,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,4368,Attack_Sword_B,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1203,1203,엘프 검 콤보 3,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5712,Attack_Sword_C,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1204,1204,엘프 검 콤보 4,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,6384,Attack_Sword_D,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1205,1205,엘프 검 콤보 5,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,7392,Attack_Sword_E,0,000001,Shake_UpAndDown,2,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1206,1206,엘프 검 콤보 6,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,13104,Attack_Sword_F,0,000001,Shake_UpAndDown,3,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1301,1301,다크 엘프 검 콤보 1,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5040,Attack_Sword_A,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,1,0,,,10000
1302,1302,다크 엘프 검 콤보 2,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5712,Attack_Sword_B,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1303,1303,다크 엘프 검 콤보 3,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5040,Attack_Sword_C,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1304,1304,다크 엘프 검 콤보 4,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,8400,Attack_Sword_D,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1305,1305,다크 엘프 검 콤보 5,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,6048,Attack_Sword_E,0,000001,Shake_UpAndDown,2,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1306,1306,다크 엘프 검 콤보 6,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,12768,Attack_Sword_F,0,000001,Shake_UpAndDown,3,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1401,1401,드워프 검 콤보 1,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,7728,Attack_Sword_A,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,1,0,,,10000
1402,1402,드워프 검 콤보 2,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5712,Attack_Sword_B,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1403,1403,드워프 검 콤보 3,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,4704,Attack_Sword_C,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1404,1404,드워프 검 콤보 4,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5712,Attack_Sword_D,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1405,1405,드워프 검 콤보 5,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,6720,Attack_Sword_E,0,000001,Shake_UpAndDown,2,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1406,1406,드워프 검 콤보 6,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,15120,Attack_Sword_F,0,000001,Shake_UpAndDown,3,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1501,1501,오크 검 콤보 1,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,7728,Attack_Sword_A,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,1,0,,,10000
1502,1502,오크 검 콤보 2,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5712,Attack_Sword_B,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1503,1503,오크 검 콤보 3,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,4704,Attack_Sword_C,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1504,1504,오크 검 콤보 4,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5712,Attack_Sword_D,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1505,1505,오크 검 콤보 5,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,6720,Attack_Sword_E,0,000001,Shake_UpAndDown,2,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1506,1506,오크 검 콤보 6,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,15120,Attack_Sword_F,0,000001,Shake_UpAndDown,3,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1601,1601,카마엘 검 콤보 1,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,7728,Attack_Sword_A,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,1,0,,,10000
1602,1602,카마엘 검 콤보 2,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5712,Attack_Sword_B,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1603,1603,카마엘 검 콤보 3,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,4704,Attack_Sword_C,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1604,1604,카마엘 검 콤보 4,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,5712,Attack_Sword_D,0,000001,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1605,1605,카마엘 검 콤보 5,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,6720,Attack_Sword_E,0,000001,Shake_UpAndDown,2,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
1606,1606,카마엘 검 콤보 6,검과 방패를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,15120,Attack_Sword_F,0,000001,Shake_UpAndDown,3,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
2101,2101,휴먼 창 콤보 1,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,10150,Attack_Spear_A,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,1,0,,,10000
2102,2102,휴먼 창 콤보 2,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,5950,Attack_Spear_B,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2103,2103,휴먼 창 콤보 3,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,5950,Attack_Spear_C,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2104,2104,휴먼 창 콤보 4,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,8050,Attack_Spear_D,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2105,2105,휴먼 창 콤보 5,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,11200,Attack_Spear_E,0,000010,Shake_UpAndDown,2,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2106,2106,휴먼 창 콤보 6,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,13300,Attack_Spear_F,0,000010,Shake_UpAndDown,3,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2201,2201,엘프 창 콤보 1,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,4988,Attack_Spear_A,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,1,0,,,10000
2202,2202,엘프 창 콤보 2,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,4323,Attack_Spear_B,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2203,2203,엘프 창 콤보 3,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,5985,Attack_Spear_C,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2204,2204,엘프 창 콤보 4,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,8313,Attack_Spear_D,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2205,2205,엘프 창 콤보 5,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,8978,Attack_Spear_E,0,000010,Shake_UpAndDown,2,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2206,2206,엘프 창 콤보 6,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,15295,Attack_Spear_F,0,000010,Shake_UpAndDown,3,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2301,2301,다크 엘프 창 콤보 1,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,5320,Attack_Spear_A,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,1,0,,,10000
2302,2302,다크 엘프 창 콤보 2,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,3990,Attack_Spear_B,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2303,2303,다크 엘프 창 콤보 3,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,4323,Attack_Spear_C,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2304,2304,다크 엘프 창 콤보 4,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,10640,Attack_Spear_D,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2305,2305,다크 엘프 창 콤보 5,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,10973,Attack_Spear_E,0,000010,Shake_UpAndDown,2,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2306,2306,다크 엘프 창 콤보 6,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,11638,Attack_Spear_F,0,000010,Shake_UpAndDown,3,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2401,2401,드워프 창 콤보 1,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,5950,Attack_Spear_A,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,1,0,,,10000
2402,2402,드워프 창 콤보 2,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,11200,Attack_Spear_B,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2403,2403,드워프 창 콤보 3,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,5950,Attack_Spear_C,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2404,2404,드워프 창 콤보 4,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,10150,Attack_Spear_D,0,000010,Shake_UpAndDown,1,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2405,2405,드워프 창 콤보 5,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,7000,Attack_Spear_E,0,000010,Shake_UpAndDown,2,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
2406,2406,드워프 창 콤보 6,창을 이용한 기본 공격입니다,-1,0,3,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,15400,Attack_Spear_F,0,000010,Shake_UpAndDown,3,Caster,,,,,1,2.65,0,,1,0,0,0,0,,,10000
3101,3101,휴먼 이도류 콤보 1,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,5653,Attack_DualSword_A,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,1,0,,,10000
3102,3102,휴먼 이도류 콤보 2,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,5653,Attack_DualSword_B,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3103,3103,휴먼 이도류 콤보 3,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,4655,Attack_DualSword_C,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3104,3104,휴먼 이도류 콤보 4,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,6650,Attack_DualSword_D,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3105,3105,휴먼 이도류 콤보 5,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,7648,Attack_DualSword_E,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3106,3106,휴먼 이도류 콤보 6,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,4655,Attack_DualSword_F,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3107,3107,휴먼 이도류 콤보 7,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,6650,Attack_DualSword_G,0,000100,Shake_UpAndDown,2,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3108,3108,휴먼 이도류 콤보 8,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,10640,Attack_DualSword_H,0,000100,Shake_UpAndDown,3,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3201,3201,엘프 이도류 콤보 1,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,4200,Attack_DualSword_A,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,1,0,,,10000
3202,3202,엘프 이도류 콤보 2,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,7350,Attack_DualSword_B,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3203,3203,엘프 이도류 콤보 3,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,10500,Attack_DualSword_C,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3204,3204,엘프 이도류 콤보 4,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,4900,Attack_DualSword_D,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3205,3205,엘프 이도류 콤보 5,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,6300,Attack_DualSword_E,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3206,3206,엘프 이도류 콤보 6,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,6650,Attack_DualSword_F,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3207,3207,엘프 이도류 콤보 7,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,6300,Attack_DualSword_G,0,000100,Shake_UpAndDown,2,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3208,3208,엘프 이도류 콤보 8,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,8750,Attack_DualSword_H,0,000100,Shake_UpAndDown,3,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3301,3301,다크 엘프 이도류 콤보 1,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,5250,Attack_DualSword_A,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,1,0,,,10000
3302,3302,다크 엘프 이도류 콤보 2,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,4900,Attack_DualSword_B,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3303,3303,다크 엘프 이도류 콤보 3,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,6300,Attack_DualSword_C,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3304,3304,다크 엘프 이도류 콤보 4,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,6300,Attack_DualSword_D,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3305,3305,다크 엘프 이도류 콤보 5,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,7700,Attack_DualSword_E,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
3306,3306,다크 엘프 이도류 콤보 6,이도류를 이용한 기본 공격입니다,-1,0,3,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,3850,Attack_DualSword_F,0,000100,Shake_UpAndDown,1,Caster,,,,,1,2,0,,1,0,0,0,0,,,10000
