Id,Type,GroupId,SwapPrint,SideType,ItemInfoId,LimitPeriod,LimitCount,ResultName,Param1,Param2,Param3,ItemCount,CostType,CostValue,EventId,MainType,UseConditionType,UseConditionParam,EventItemPeriodId
30,0,5,0,1,450001,0,,,,,,2,25,,,18,2,,
31,0,5,0,1,450002,0,,,,,,2,25,,,18,2,,
32,0,5,0,1,450003,0,,,,,,2,25,,,18,2,,
33,0,5,0,1,450004,0,,,,,,2,25,,,18,2,,
34,0,5,0,1,452001,0,,,,,,2,25,,,18,2,,
35,0,5,0,0,,0,,,,,,,0,4800,,18,2,,
36,0,6,0,2,451006,0,,,,,,1,25,,,18,2,,
37,0,6,0,1,450001,0,,,,,,2,25,,,18,2,,
38,0,6,0,1,450002,0,,,,,,2,25,,,18,2,,
39,0,6,0,1,450003,0,,,,,,2,25,,,18,2,,
40,0,6,0,1,450004,0,,,,,,2,25,,,18,2,,
41,0,6,0,1,452002,0,,,,,,2,25,,,18,2,,
42,0,6,0,0,,0,,,,,,,0,4800,,18,2,,
43,0,7,0,2,451007,0,,,,,,1,25,,,18,2,,
44,0,7,0,1,450001,0,,,,,,2,25,,,18,2,,
45,0,7,0,1,450002,0,,,,,,2,25,,,18,2,,
46,0,7,0,1,450003,0,,,,,,2,25,,,18,2,,
47,0,7,0,1,450004,0,,,,,,2,25,,,18,2,,
48,0,7,0,1,452003,0,,,,,,2,25,,,18,2,,
49,0,7,0,0,,0,,,,,,,0,4800,,18,2,,
50,0,8,0,2,451008,0,,,,,,1,25,,,18,2,,
51,0,8,0,1,450001,0,,,,,,2,25,,,18,2,,
52,0,8,0,1,450002,0,,,,,,2,25,,,18,2,,
53,0,8,0,1,450003,0,,,,,,2,25,,,18,2,,
54,0,8,0,1,450004,0,,,,,,2,25,,,18,2,,
55,0,8,0,1,452004,0,,,,,,2,25,,,18,2,,
56,0,8,0,0,,0,,,,,,,0,4800,,18,2,,
57,0,9,0,2,451009,0,,,,,,1,25,,,18,2,,
58,0,9,0,1,450001,0,,,,,,3,25,,,18,2,,
59,0,9,0,1,450002,0,,,,,,3,25,,,18,2,,
60,0,9,0,1,450003,0,,,,,,3,25,,,18,2,,
61,0,9,0,1,450004,0,,,,,,3,25,,,18,2,,
62,0,9,0,1,452001,0,,,,,,3,25,,,18,2,,
63,0,9,0,0,,0,,,,,,,0,9600,,18,2,,
64,0,10,0,2,451010,0,,,,,,1,25,,,18,2,,
65,0,10,0,1,450001,0,,,,,,3,25,,,18,2,,
66,0,10,0,1,450002,0,,,,,,3,25,,,18,2,,
67,0,10,0,1,450003,0,,,,,,3,25,,,18,2,,
68,0,10,0,1,450004,0,,,,,,3,25,,,18,2,,
69,0,10,0,1,452002,0,,,,,,3,25,,,18,2,,
70,0,10,0,0,,0,,,,,,,0,9600,,18,2,,
71,0,11,0,2,451011,0,,,,,,1,25,,,18,2,,
72,0,11,0,1,450001,0,,,,,,3,25,,,18,2,,
73,0,11,0,1,450002,0,,,,,,3,25,,,18,2,,
74,0,11,0,1,450003,0,,,,,,3,25,,,18,2,,
75,0,11,0,1,450004,0,,,,,,3,25,,,18,2,,
76,0,11,0,1,452003,0,,,,,,3,25,,,18,2,,
77,0,11,0,0,,0,,,,,,,0,9600,,18,2,,
78,0,12,0,2,451012,0,,,,,,1,25,,,18,2,,
79,0,12,0,1,450001,0,,,,,,3,25,,,18,2,,
80,0,12,0,1,450002,0,,,,,,3,25,,,18,2,,
81,0,12,0,1,450003,0,,,,,,3,25,,,18,2,,
82,0,12,0,1,450004,0,,,,,,3,25,,,18,2,,
83,0,12,0,1,452004,0,,,,,,3,25,,,18,2,,
84,0,12,0,0,,0,,,,,,,0,9600,,18,2,,
85,0,13,0,2,451013,0,,,,,,1,25,,,18,2,,
86,0,13,0,1,450001,0,,,,,,4,25,,,18,2,,
87,0,13,0,1,450002,0,,,,,,4,25,,,18,2,,
88,0,13,0,1,450003,0,,,,,,4,25,,,18,2,,
89,0,13,0,1,450004,0,,,,,,4,25,,,18,2,,
90,0,13,0,1,452001,0,,,,,,4,25,,,18,2,,
91,0,13,0,0,,0,,,,,,,0,16000,,18,2,,
92,0,14,0,2,451014,0,,,,,,1,25,,,18,2,,
93,0,14,0,1,450001,0,,,,,,4,25,,,18,2,,
94,0,14,0,1,450002,0,,,,,,4,25,,,18,2,,
95,0,14,0,1,450003,0,,,,,,4,25,,,18,2,,
96,0,14,0,1,450004,0,,,,,,4,25,,,18,2,,
97,0,14,0,1,452002,0,,,,,,4,25,,,18,2,,
98,0,14,0,0,,0,,,,,,,0,16000,,18,2,,
99,0,15,0,2,451015,0,,,,,,1,25,,,18,2,,
100,0,15,0,1,450001,0,,,,,,4,25,,,18,2,,
101,0,15,0,1,450002,0,,,,,,4,25,,,18,2,,
102,0,15,0,1,450003,0,,,,,,4,25,,,18,2,,
103,0,15,0,1,450004,0,,,,,,4,25,,,18,2,,
104,0,15,0,1,452003,0,,,,,,4,25,,,18,2,,
105,0,15,0,0,,0,,,,,,,0,16000,,18,2,,
106,0,16,0,2,451016,0,,,,,,1,25,,,18,2,,
107,0,16,0,1,450001,0,,,,,,4,25,,,18,2,,
108,0,16,0,1,450002,0,,,,,,4,25,,,18,2,,
109,0,16,0,1,450003,0,,,,,,4,25,,,18,2,,
110,0,16,0,1,450004,0,,,,,,4,25,,,18,2,,
111,0,16,0,1,452004,0,,,,,,4,25,,,18,2,,
112,0,16,0,0,,0,,,,,,,0,16000,,18,2,,
113,0,17,0,2,451017,0,,,,,,1,25,,,18,2,,
114,0,17,0,1,450001,0,,,,,,5,25,,,18,2,,
115,0,17,0,1,450002,0,,,,,,5,25,,,18,2,,
116,0,17,0,1,450003,0,,,,,,5,25,,,18,2,,
117,0,17,0,1,450004,0,,,,,,5,25,,,18,2,,
118,0,17,0,1,452001,0,,,,,,5,25,,,18,2,,
119,0,17,0,0,,0,,,,,,,0,24000,,18,2,,
120,0,18,0,2,451018,0,,,,,,1,25,,,18,2,,
121,0,18,0,1,450001,0,,,,,,5,25,,,18,2,,
122,0,18,0,1,450002,0,,,,,,5,25,,,18,2,,
123,0,18,0,1,450003,0,,,,,,5,25,,,18,2,,
124,0,18,0,1,450004,0,,,,,,5,25,,,18,2,,
125,0,18,0,1,452002,0,,,,,,5,25,,,18,2,,
126,0,18,0,0,,0,,,,,,,0,24000,,18,2,,
127,0,19,0,2,451019,0,,,,,,1,25,,,18,2,,
128,0,19,0,1,450001,0,,,,,,5,25,,,18,2,,
129,0,19,0,1,450002,0,,,,,,5,25,,,18,2,,
130,0,19,0,1,450003,0,,,,,,5,25,,,18,2,,
131,0,19,0,1,450004,0,,,,,,5,25,,,18,2,,
132,0,19,0,1,452003,0,,,,,,5,25,,,18,2,,
133,0,19,0,0,,0,,,,,,,0,24000,,18,2,,
134,0,20,0,2,451020,0,,,,,,1,25,,,18,2,,
135,0,20,0,1,450001,0,,,,,,5,25,,,18,2,,
136,0,20,0,1,450002,0,,,,,,5,25,,,18,2,,
137,0,20,0,1,450003,0,,,,,,5,25,,,18,2,,
138,0,20,0,1,450004,0,,,,,,5,25,,,18,2,,
139,0,20,0,1,452004,0,,,,,,5,25,,,18,2,,
140,0,20,0,0,,0,,,,,,,0,24000,,18,2,,
141,0,21,0,2,451021,0,,,,,,1,25,,,18,2,,
142,0,21,0,1,450001,0,,,,,,6,25,,,18,2,,
143,0,21,0,1,450002,0,,,,,,6,25,,,18,2,,
144,0,21,0,1,450003,0,,,,,,6,25,,,18,2,,
145,0,21,0,1,450004,0,,,,,,6,25,,,18,2,,
146,0,21,0,1,452001,0,,,,,,6,25,,,18,2,,
147,0,21,0,0,,0,,,,,,,0,33600,,18,2,,
148,0,22,0,2,451022,0,,,,,,1,25,,,18,2,,
149,0,22,0,1,450001,0,,,,,,6,25,,,18,2,,
150,0,22,0,1,450002,0,,,,,,6,25,,,18,2,,
151,0,22,0,1,450003,0,,,,,,6,25,,,18,2,,
152,0,22,0,1,450004,0,,,,,,6,25,,,18,2,,
153,0,22,0,1,452002,0,,,,,,6,25,,,18,2,,
154,0,22,0,0,,0,,,,,,,0,33600,,18,2,,
155,0,23,0,2,451023,0,,,,,,1,25,,,18,2,,
156,0,23,0,1,450001,0,,,,,,6,25,,,18,2,,
157,0,23,0,1,450002,0,,,,,,6,25,,,18,2,,
158,0,23,0,1,450003,0,,,,,,6,25,,,18,2,,
159,0,23,0,1,450004,0,,,,,,6,25,,,18,2,,
160,0,23,0,1,452003,0,,,,,,6,25,,,18,2,,
161,0,23,0,0,,0,,,,,,,0,33600,,18,2,,
162,0,24,0,2,451024,0,,,,,,1,25,,,18,2,,
163,0,24,0,1,450001,0,,,,,,6,25,,,18,2,,
164,0,24,0,1,450002,0,,,,,,6,25,,,18,2,,
165,0,24,0,1,450003,0,,,,,,6,25,,,18,2,,
166,0,24,0,1,450004,0,,,,,,6,25,,,18,2,,
167,0,24,0,1,452004,0,,,,,,6,25,,,18,2,,
168,0,24,0,0,,0,,,,,,,0,33600,,18,2,,
169,0,25,0,2,451025,0,,,,,,1,25,,,18,2,,
170,0,25,0,1,450001,0,,,,,,7,25,,,18,2,,
171,0,25,0,1,450002,0,,,,,,7,25,,,18,2,,
172,0,25,0,1,450003,0,,,,,,7,25,,,18,2,,
173,0,25,0,1,450004,0,,,,,,7,25,,,18,2,,
174,0,25,0,1,452001,0,,,,,,7,25,,,18,2,,
175,0,25,0,0,,0,,,,,,,0,44800,,18,2,,
176,0,26,0,2,451026,0,,,,,,1,25,,,18,2,,
177,0,26,0,1,450001,0,,,,,,7,25,,,18,2,,
178,0,26,0,1,450002,0,,,,,,7,25,,,18,2,,
179,0,26,0,1,450003,0,,,,,,7,25,,,18,2,,
180,0,26,0,1,450004,0,,,,,,7,25,,,18,2,,
181,0,26,0,1,452002,0,,,,,,7,25,,,18,2,,
182,0,26,0,0,,0,,,,,,,0,44800,,18,2,,
183,0,27,0,2,451027,0,,,,,,1,25,,,18,2,,
184,0,27,0,1,450001,0,,,,,,7,25,,,18,2,,
185,0,27,0,1,450002,0,,,,,,7,25,,,18,2,,
186,0,27,0,1,450003,0,,,,,,7,25,,,18,2,,
187,0,27,0,1,450004,0,,,,,,7,25,,,18,2,,
188,0,27,0,1,452003,0,,,,,,7,25,,,18,2,,
189,0,27,0,0,,0,,,,,,,0,44800,,18,2,,
190,0,28,0,2,451028,0,,,,,,1,25,,,18,2,,
191,0,28,0,1,450001,0,,,,,,7,25,,,18,2,,
192,0,28,0,1,450002,0,,,,,,7,25,,,18,2,,
193,0,28,0,1,450003,0,,,,,,7,25,,,18,2,,
194,0,28,0,1,450004,0,,,,,,7,25,,,18,2,,
195,0,28,0,1,452004,0,,,,,,7,25,,,18,2,,
196,0,28,0,0,,0,,,,,,,0,44800,,18,2,,
197,0,29,0,2,451029,0,,,,,,1,25,,,18,2,,
198,0,29,0,1,450001,0,,,,,,8,25,,,18,2,,
199,0,29,0,1,450002,0,,,,,,8,25,,,18,2,,
200,0,29,0,1,450003,0,,,,,,8,25,,,18,2,,
201,0,29,0,1,450004,0,,,,,,8,25,,,18,2,,
202,0,29,0,1,452001,0,,,,,,8,25,,,18,2,,
203,0,29,0,0,,0,,,,,,,0,57600,,18,2,,
204,0,30,0,2,451030,0,,,,,,1,25,,,18,2,,
205,0,30,0,1,450001,0,,,,,,8,25,,,18,2,,
206,0,30,0,1,450002,0,,,,,,8,25,,,18,2,,
207,0,30,0,1,450003,0,,,,,,8,25,,,18,2,,
208,0,30,0,1,450004,0,,,,,,8,25,,,18,2,,
209,0,30,0,1,452002,0,,,,,,8,25,,,18,2,,
210,0,30,0,0,,0,,,,,,,0,57600,,18,2,,
211,0,31,0,2,451031,0,,,,,,1,25,,,18,2,,
212,0,31,0,1,450001,0,,,,,,8,25,,,18,2,,
213,0,31,0,1,450002,0,,,,,,8,25,,,18,2,,
214,0,31,0,1,450003,0,,,,,,8,25,,,18,2,,
215,0,31,0,1,450004,0,,,,,,8,25,,,18,2,,
216,0,31,0,1,452003,0,,,,,,8,25,,,18,2,,
217,0,31,0,0,,0,,,,,,,0,57600,,18,2,,
218,0,32,0,2,451032,0,,,,,,1,25,,,18,2,,
219,0,32,0,1,450001,0,,,,,,8,25,,,18,2,,
220,0,32,0,1,450002,0,,,,,,8,25,,,18,2,,
221,0,32,0,1,450003,0,,,,,,8,25,,,18,2,,
222,0,32,0,1,450004,0,,,,,,8,25,,,18,2,,
223,0,32,0,1,452004,0,,,,,,8,25,,,18,2,,
224,0,32,0,0,,0,,,,,,,0,57600,,18,2,,
225,0,33,0,2,451033,0,,,,,,1,25,,,18,2,,
226,0,33,0,1,450001,0,,,,,,9,25,,,18,2,,
227,0,33,0,1,450002,0,,,,,,9,25,,,18,2,,
228,0,33,0,1,450003,0,,,,,,9,25,,,18,2,,
229,0,33,0,1,450004,0,,,,,,9,25,,,18,2,,
230,0,33,0,1,452001,0,,,,,,9,25,,,18,2,,
231,0,33,0,0,,0,,,,,,,0,72000,,18,2,,
232,0,34,0,2,451034,0,,,,,,1,25,,,18,2,,
233,0,34,0,1,450001,0,,,,,,9,25,,,18,2,,
234,0,34,0,1,450002,0,,,,,,9,25,,,18,2,,
235,0,34,0,1,450003,0,,,,,,9,25,,,18,2,,
236,0,34,0,1,450004,0,,,,,,9,25,,,18,2,,
237,0,34,0,1,452002,0,,,,,,9,25,,,18,2,,
238,0,34,0,0,,0,,,,,,,0,72000,,18,2,,
239,0,35,0,2,451035,0,,,,,,1,25,,,18,2,,
240,0,35,0,1,450001,0,,,,,,9,25,,,18,2,,
241,0,35,0,1,450002,0,,,,,,9,25,,,18,2,,
242,0,35,0,1,450003,0,,,,,,9,25,,,18,2,,
243,0,35,0,1,450004,0,,,,,,9,25,,,18,2,,
244,0,35,0,1,452003,0,,,,,,9,25,,,18,2,,
245,0,35,0,0,,0,,,,,,,0,72000,,18,2,,
246,0,36,0,2,451036,0,,,,,,1,25,,,18,2,,
247,0,36,0,1,450001,0,,,,,,9,25,,,18,2,,
248,0,36,0,1,450002,0,,,,,,9,25,,,18,2,,
249,0,36,0,1,450003,0,,,,,,9,25,,,18,2,,
250,0,36,0,1,450004,0,,,,,,9,25,,,18,2,,
251,0,36,0,1,452004,0,,,,,,9,25,,,18,2,,
252,0,36,0,0,,0,,,,,,,0,72000,,18,2,,
265,2,6,0,2,461016,0,,,,,,1,25,,,18,2,,
266,2,6,0,1,460016,0,,,,,,10,25,,,18,2,,
267,2,6,0,0,,0,,,,,,,0,80000,,18,2,,
268,2,7,0,2,461017,0,,,,,,1,25,,,18,2,,
269,2,7,0,1,460017,0,,,,,,10,25,,,18,2,,
270,2,7,0,0,,0,,,,,,,0,40000,,18,2,,
271,2,8,0,2,461008,0,,,,,,1,25,,,18,2,,
272,2,8,0,1,460008,0,,,,,,10,25,,,18,2,,
273,2,8,0,0,,0,,,,,,,0,10000,,18,2,,
286,2,13,0,2,461013,0,,,,,,1,25,,,18,2,,
287,2,13,0,1,460013,0,,,,,,10,25,,,18,2,,
288,2,13,0,0,,0,,,,,,,0,20000,,18,2,,
289,2,14,0,2,461014,0,,,,,,1,25,,,18,2,,
290,2,14,0,1,460014,0,,,,,,10,25,,,18,2,,
291,2,14,0,0,,0,,,,,,,0,40000,,18,2,,
295,2,16,0,2,461003,0,,,,,,1,25,,,18,2,,
296,2,16,0,1,460003,0,,,,,,10,25,,,18,2,,
297,2,16,0,0,,0,,,,,,,0,20000,,18,2,,
298,3,490066,0,2,400000,0,,마프르의 가호,,,,1,25,,,13,2,,
299,3,490066,0,1,490066,0,,,,,,100,25,,,13,2,,
300,3,490066,0,0,,0,,,,,,,6,,,13,2,,
304,3,500303,0,2,500302,0,,[{Param1}LV] 퀘스트 스크롤,20,,,1,25,,,0,2,,
305,3,500303,0,1,500303,0,,,,,,5,25,,,0,2,,
306,3,500303,0,0,,0,,,,,,,6,,,0,2,,
307,3,500304,0,2,500303,0,,[{Param1}LV] 퀘스트 스크롤,20,,,1,25,,,0,2,,
308,3,500304,0,1,500304,0,,,,,,5,25,,,0,2,,
309,3,500304,0,0,,0,,,,,,,6,,,0,2,,
313,3,500403,0,2,500402,0,,[{Param1}LV] 퀘스트 스크롤,30,,,1,25,,,0,2,,
314,3,500403,0,1,500403,0,,,,,,5,25,,,0,2,,
315,3,500403,0,0,,0,,,,,,,6,,,0,2,,
316,3,500404,0,2,500403,0,,[{Param1}LV] 퀘스트 스크롤,30,,,1,25,,,0,2,,
317,3,500404,0,1,500404,0,,,,,,5,25,,,0,2,,
318,3,500404,0,0,,0,,,,,,,6,,,0,2,,
322,3,500503,0,2,500502,0,,[{Param1}LV] 퀘스트 스크롤,40,,,1,25,,,0,2,,
323,3,500503,0,1,500503,0,,,,,,5,25,,,0,2,,
324,3,500503,0,0,,0,,,,,,,6,,,0,2,,
325,3,500504,0,2,500503,0,,[{Param1}LV] 퀘스트 스크롤,40,,,1,25,,,0,2,,
326,3,500504,0,1,500504,0,,,,,,5,25,,,0,2,,
327,3,500504,0,0,,0,,,,,,,6,,,0,2,,
331,3,500603,0,2,500602,0,,[{Param1}LV] 퀘스트 스크롤,50,,,1,25,,,0,2,,
332,3,500603,0,1,500603,0,,,,,,5,25,,,0,2,,
333,3,500603,0,0,,0,,,,,,,6,,,0,2,,
334,3,500604,0,2,500603,0,,[{Param1}LV] 퀘스트 스크롤,50,,,1,25,,,0,2,,
335,3,500604,0,1,500604,0,,,,,,5,25,,,0,2,,
336,3,500604,0,0,,0,,,,,,,6,,,0,2,,
340,3,500703,0,2,500702,0,,[{Param1}LV] 퀘스트 스크롤,60,,,1,25,,,0,2,,
341,3,500703,0,1,500703,0,,,,,,5,25,,,0,2,,
342,3,500703,0,0,,0,,,,,,,6,,,0,2,,
343,3,500704,0,2,500703,0,,[{Param1}LV] 퀘스트 스크롤,60,,,1,25,,,0,2,,
344,3,500704,0,1,500704,0,,,,,,5,25,,,0,2,,
345,3,500704,0,0,,0,,,,,,,6,,,0,2,,
349,3,500803,0,2,500802,0,,[{Param1}LV] 퀘스트 스크롤,75,,,1,25,,,0,2,,
350,3,500803,0,1,500803,0,,,,,,5,25,,,0,2,,
351,3,500803,0,0,,0,,,,,,,6,,,0,2,,
352,3,500804,0,2,500803,0,,[{Param1}LV] 퀘스트 스크롤,75,,,1,25,,,0,2,,
353,3,500804,0,1,500804,0,,,,,,5,25,,,0,2,,
354,3,500804,0,0,,0,,,,,,,6,,,0,2,,
358,3,500903,0,2,500902,0,,[{Param1}LV] 퀘스트 스크롤,90,,,1,25,,,0,2,,
359,3,500903,0,1,500903,0,,,,,,5,25,,,0,2,,
360,3,500903,0,0,,0,,,,,,,6,,,0,2,,
361,3,500904,0,2,500903,0,,[{Param1}LV] 퀘스트 스크롤,90,,,1,25,,,0,2,,
362,3,500904,0,1,500904,0,,,,,,5,25,,,0,2,,
363,3,500904,0,0,,0,,,,,,,6,,,0,2,,
367,3,501003,0,2,501002,0,,[{Param1}LV] 퀘스트 스크롤,105,,,1,25,,,0,2,,
368,3,501003,0,1,501003,0,,,,,,5,25,,,0,2,,
369,3,501003,0,0,,0,,,,,,,6,,,0,2,,
370,3,501004,0,2,501003,0,,[{Param1}LV] 퀘스트 스크롤,105,,,1,25,,,0,2,,
371,3,501004,0,1,501004,0,,,,,,5,25,,,0,2,,
372,3,501004,0,0,,0,,,,,,,6,,,0,2,,
528,3,501103,0,2,501102,0,,[{Param1}LV] 퀘스트 스크롤,120,,,1,25,,,0,2,,
529,3,501103,0,1,501103,0,,,,,,5,25,,,0,2,,
530,3,501103,0,0,,0,,,,,,,6,,,0,2,,
531,3,501104,0,2,501103,0,,[{Param1}LV] 퀘스트 스크롤,120,,,1,25,,,0,2,,
532,3,501104,0,1,501104,0,,,,,,5,25,,,0,2,,
533,3,501104,0,0,,0,,,,,,,6,,,0,2,,
534,3,501203,0,2,501202,0,,[{Param1}LV] 퀘스트 스크롤,135,,,1,25,,,0,2,,
535,3,501203,0,1,501203,0,,,,,,5,25,,,0,2,,
536,3,501203,0,0,,0,,,,,,,6,,,0,2,,
537,3,501204,0,2,501203,0,,[{Param1}LV] 퀘스트 스크롤,135,,,1,25,,,0,2,,
538,3,501204,0,1,501204,0,,,,,,5,25,,,0,2,,
539,3,501204,0,0,,0,,,,,,,6,,,0,2,,
540,3,501303,0,2,501302,0,,[{Param1}LV] 퀘스트 스크롤,150,,,1,25,,,0,2,,
541,3,501303,0,1,501303,0,,,,,,5,25,,,0,2,,
542,3,501303,0,0,,0,,,,,,,6,,,0,2,,
543,3,501304,0,2,501303,0,,[{Param1}LV] 퀘스트 스크롤,150,,,1,25,,,0,2,,
544,3,501304,0,1,501304,0,,,,,,5,25,,,0,2,,
545,3,501304,0,0,,0,,,,,,,6,,,0,2,,
546,3,501403,0,2,501402,0,,[{Param1}LV] 퀘스트 스크롤,165,,,1,25,,,0,2,,
547,3,501403,0,1,501403,0,,,,,,5,25,,,0,2,,
548,3,501403,0,0,,0,,,,,,,6,,,0,2,,
549,3,501404,0,2,501403,0,,[{Param1}LV] 퀘스트 스크롤,165,,,1,25,,,0,2,,
550,3,501404,0,1,501404,0,,,,,,5,25,,,0,2,,
551,3,501404,0,0,,0,,,,,,,6,,,0,2,,
552,3,501503,0,2,501502,0,,[{Param1}LV] 퀘스트 스크롤,180,,,1,25,,,0,2,,
553,3,501503,0,1,501503,0,,,,,,5,25,,,0,2,,
554,3,501503,0,0,,0,,,,,,,6,,,0,2,,
555,3,501504,0,2,501503,0,,[{Param1}LV] 퀘스트 스크롤,180,,,1,25,,,0,2,,
556,3,501504,0,1,501504,0,,,,,,5,25,,,0,2,,
557,3,501504,0,0,,0,,,,,,,6,,,0,2,,
558,3,501603,0,2,501602,0,,[{Param1}LV] 퀘스트 스크롤,200,,,1,25,,,0,2,,
559,3,501603,0,1,501603,0,,,,,,5,25,,,0,2,,
560,3,501603,0,0,,0,,,,,,,6,,,0,2,,
561,3,501604,0,2,501603,0,,[{Param1}LV] 퀘스트 스크롤,200,,,1,25,,,0,2,,
562,3,501604,0,1,501604,0,,,,,,5,25,,,0,2,,
563,3,501604,0,0,,0,,,,,,,6,,,0,2,,
564,3,501703,0,2,501702,0,,[{Param1}LV] 퀘스트 스크롤,230,,,1,25,,,0,2,,
565,3,501703,0,1,501703,0,,,,,,5,25,,,0,2,,
566,3,501703,0,0,,0,,,,,,,6,,,0,2,,
567,3,501704,0,2,501703,0,,[{Param1}LV] 퀘스트 스크롤,230,,,1,25,,,0,2,,
568,3,501704,0,1,501704,0,,,,,,5,25,,,0,2,,
569,3,501704,0,0,,0,,,,,,,6,,,0,2,,
570,3,501803,0,2,501802,0,,[{Param1}LV] 퀘스트 스크롤,260,,,1,25,,,0,2,,
571,3,501803,0,1,501803,0,,,,,,5,25,,,0,2,,
572,3,501803,0,0,,0,,,,,,,6,,,0,2,,
573,3,501804,0,2,501803,0,,[{Param1}LV] 퀘스트 스크롤,260,,,1,25,,,0,2,,
574,3,501804,0,1,501804,0,,,,,,5,25,,,0,2,,
575,3,501804,0,0,,0,,,,,,,6,,,0,2,,
576,3,501903,0,2,501902,0,,[{Param1}LV] 퀘스트 스크롤,270,,,1,25,,,0,2,,
577,3,501903,0,1,501903,0,,,,,,5,25,,,0,2,,
578,3,501903,0,0,,0,,,,,,,6,,,0,2,,
579,3,501904,0,2,501903,0,,[{Param1}LV] 퀘스트 스크롤,270,,,1,25,,,0,2,,
580,3,501904,0,1,501904,0,,,,,,5,25,,,0,2,,
581,3,501904,0,0,,0,,,,,,,6,,,0,2,,
582,3,502003,0,2,502002,0,,[{Param1}LV] 퀘스트 스크롤,295,,,1,25,,,0,2,,
583,3,502003,0,1,502003,0,,,,,,5,25,,,0,2,,
584,3,502003,0,0,,0,,,,,,,6,,,0,2,,
585,3,502004,0,2,502003,0,,[{Param1}LV] 퀘스트 스크롤,295,,,1,25,,,0,2,,
586,3,502004,0,1,502004,0,,,,,,5,25,,,0,2,,
587,3,502004,0,0,,0,,,,,,,6,,,0,2,,
373,4,600000,0,2,910222,0,,,,,,1,25,,1,18,2,,
374,4,600000,0,1,600028,0,,,,,,1,25,,1,18,2,,
375,4,600000,0,1,600015,0,,,,,,1,25,,1,18,2,,
376,4,600000,0,1,600032,0,,,,,,1,25,,1,18,2,,
377,4,600000,0,1,600025,0,,,,,,1,25,,1,18,2,,
378,4,600000,0,1,600022,0,,,,,,1,25,,1,18,2,,
379,4,600000,0,1,600031,0,,,,,,1,25,,1,18,2,,
380,4,600000,0,1,600030,0,,,,,,1,25,,1,18,2,,
381,4,600000,0,1,600019,0,,,,,,1,25,,1,18,2,,
382,4,600000,0,1,600025,0,,,,,,1,25,,1,18,2,,
383,4,600000,0,1,600024,0,,,,,,1,25,,1,18,2,,
385,4,600000,0,0,,0,,,,,,,6,,1,18,2,,
386,4,600001,0,2,910228,0,,,,,,1,25,,1,18,2,,
387,4,600001,0,1,600022,0,,,,,,1,25,,1,18,2,,
388,4,600001,0,1,600019,0,,,,,,1,25,,1,18,2,,
389,4,600001,0,1,600024,0,,,,,,1,25,,1,18,2,,
390,4,600001,0,1,600003,0,,,,,,1,25,,1,18,2,,
391,4,600001,0,0,,0,,,,,,,6,,1,18,2,,
392,4,600002,0,2,900010,0,,,,,,3,25,,1,18,2,,
393,4,600002,0,1,600022,0,,,,,,1,25,,1,18,2,,
394,4,600002,0,1,600025,0,,,,,,1,25,,1,18,2,,
395,4,600002,0,1,600032,0,,,,,,1,25,,1,18,2,,
396,4,600002,0,1,600015,0,,,,,,1,25,,1,18,2,,
397,4,600002,0,1,600003,0,,,,,,1,25,,1,18,2,,
398,4,600002,0,0,,0,,,,,,,6,,1,18,2,,
