Id,GroupId,Effect,ItemInfoId1,MinCount1,MaxCount1,ItemInfoId2,MinCount2,MaxCount2,ItemInfoId3,MinCount3,MaxCount3,ItemInfoId4,MinCount4,MaxCount4,ItemInfoId5,MinCount5,MaxCount5
47,230033,0,510105,150,150,713201,2,2,,,,,,,,,
48,240033,0,510105,150,150,713201,2,2,,,,,,,,,
49,210043,0,510105,150,150,711201,2,2,,,,,,,,,
50,220043,0,510105,150,150,711201,2,2,,,,,,,,,
51,230043,0,510105,150,150,711201,2,2,,,,,,,,,
52,240043,0,510105,150,150,711201,2,2,,,,,,,,,
53,210053,0,510105,150,150,712201,2,2,,,,,,,,,
54,220053,0,510105,150,150,712201,2,2,,,,,,,,,
55,230053,0,510105,150,150,712201,2,2,,,,,,,,,
56,240053,0,510105,150,150,712201,2,2,,,,,,,,,
57,210063,0,510105,150,150,713201,2,2,,,,,,,,,
58,220063,0,510105,150,150,713201,2,2,,,,,,,,,
59,230063,0,510105,150,150,713201,2,2,,,,,,,,,
60,240063,0,510105,150,150,713201,2,2,,,,,,,,,
61,210073,0,510105,225,225,711201,2,2,711202,2,2,,,,,,
62,220073,0,510105,225,225,711201,2,2,711202,2,2,,,,,,
63,230073,0,510105,225,225,711201,2,2,711202,2,2,,,,,,
64,240073,0,510105,225,225,711201,2,2,711202,2,2,,,,,,
65,210083,0,510105,225,225,712201,2,2,712202,2,2,,,,,,
66,220083,0,510105,225,225,712201,2,2,712202,2,2,,,,,,
67,230083,0,510105,225,225,712201,2,2,712202,2,2,,,,,,
68,240083,0,510105,225,225,712201,2,2,712202,2,2,,,,,,
69,210093,0,510105,225,225,713201,2,2,713202,2,2,,,,,,
70,220093,0,510105,225,225,713201,2,2,713202,2,2,,,,,,
71,230093,0,510105,225,225,713201,2,2,713202,2,2,,,,,,
72,240093,0,510105,225,225,713201,2,2,713202,2,2,,,,,,
73,210103,0,510105,150,150,711201,2,2,,,,,,,,,
74,220103,0,510105,150,150,711201,2,2,,,,,,,,,
75,230103,0,510105,150,150,711201,2,2,,,,,,,,,
76,240103,0,510105,150,150,711201,2,2,,,,,,,,,
77,210113,0,510105,150,150,712201,2,2,,,,,,,,,
78,220113,0,510105,150,150,712201,2,2,,,,,,,,,
79,230113,0,510105,150,150,712201,2,2,,,,,,,,,
80,240113,0,510105,150,150,712201,2,2,,,,,,,,,
81,210123,0,510105,150,150,713201,2,2,,,,,,,,,
82,220123,0,510105,150,150,713201,2,2,,,,,,,,,
83,230123,0,510105,150,150,713201,2,2,,,,,,,,,
84,240123,0,510105,150,150,713201,2,2,,,,,,,,,
85,310004,0,510106,150,150,710001,2,2,,,,,,,,,
86,320004,0,510106,150,150,710001,2,2,,,,,,,,,
87,330004,0,510106,150,150,710001,2,2,,,,,,,,,
88,310014,0,510106,150,150,710001,2,2,,,,,,,,,
89,320014,0,510106,150,150,710001,2,2,,,,,,,,,
90,330014,0,510106,150,150,710001,2,2,,,,,,,,,
91,310024,0,510106,150,150,710001,2,2,,,,,,,,,
92,320024,0,510106,150,150,710001,2,2,,,,,,,,,
93,330024,0,510106,150,150,710001,2,2,,,,,,,,,
94,310034,0,510106,150,150,710001,2,2,,,,,,,,,
95,320034,0,510106,150,150,710001,2,2,,,,,,,,,
96,330034,0,510106,150,150,710001,2,2,,,,,,,,,
97,310044,0,510106,150,150,710001,2,2,,,,,,,,,
98,320044,0,510106,150,150,710001,2,2,,,,,,,,,
99,330044,0,510106,150,150,710001,2,2,,,,,,,,,
100,310054,0,510106,150,150,710001,2,2,,,,,,,,,
101,320054,0,510106,150,150,710001,2,2,,,,,,,,,
102,330054,0,510106,150,150,710001,2,2,,,,,,,,,
103,310064,0,510106,150,150,710002,2,2,,,,,,,,,
104,320064,0,510106,150,150,710002,2,2,,,,,,,,,
105,330064,0,510106,150,150,710002,2,2,,,,,,,,,
106,110014,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
107,110024,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
108,110034,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
109,110044,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
110,110054,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
111,110064,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
112,120014,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
113,120024,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
114,120034,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
115,120044,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
116,120054,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
117,120064,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
118,130014,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
119,130024,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
120,130034,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
121,130044,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
122,130054,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
123,130064,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
124,140014,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
125,140024,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
126,140034,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
127,140044,0,510104,525,525,712101,8,8,712102,8,8,,,,,,
128,140054,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
129,140064,0,510104,525,525,712101,8,8,712102,8,8,,,,,,
130,150014,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
131,150024,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
132,150034,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
133,150044,0,510104,525,525,712101,8,8,712102,8,8,,,,,,
134,150054,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
135,150064,0,510104,525,525,712101,8,8,712102,8,8,,,,,,
136,160014,0,510104,350,350,713101,8,8,713102,2,2,,,,,,
137,160024,0,510104,350,350,713101,8,8,713102,2,2,,,,,,
138,160034,0,510104,350,350,713101,8,8,713102,2,2,,,,,,
139,160044,0,510104,525,525,713101,8,8,713102,8,8,,,,,,
140,160054,0,510104,350,350,713101,8,8,713102,2,2,,,,,,
141,160064,0,510104,525,525,713101,8,8,713102,8,8,,,,,,
142,210014,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
143,220014,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
144,230014,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
145,240014,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
146,210024,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
147,220024,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
148,230024,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
149,240024,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
150,210034,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
151,220034,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
152,230034,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
153,240034,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
154,210044,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
155,220044,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
156,230044,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
157,240044,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
158,210054,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
159,220054,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
160,230054,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
161,240054,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
162,210064,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
163,220064,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
164,230064,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
165,240064,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
166,210074,0,510105,525,525,711201,8,8,711202,8,8,,,,,,
167,220074,0,510105,525,525,711201,8,8,711202,8,8,,,,,,
168,230074,0,510105,525,525,711201,8,8,711202,8,8,,,,,,
169,240074,0,510105,525,525,711201,8,8,711202,8,8,,,,,,
170,210084,0,510105,525,525,712201,8,8,712202,8,8,,,,,,
171,220084,0,510105,525,525,712201,8,8,712202,8,8,,,,,,
172,230084,0,510105,525,525,712201,8,8,712202,8,8,,,,,,
173,240084,0,510105,525,525,712201,8,8,712202,8,8,,,,,,
174,210094,0,510105,525,525,713201,8,8,713202,8,8,,,,,,
175,220094,0,510105,525,525,713201,8,8,713202,8,8,,,,,,
176,230094,0,510105,525,525,713201,8,8,713202,8,8,,,,,,
177,240094,0,510105,525,525,713201,8,8,713202,8,8,,,,,,
178,210104,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
179,220104,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
180,230104,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
181,240104,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
182,210114,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
183,220114,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
184,230114,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
185,240114,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
186,210124,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
187,220124,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
188,230124,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
189,240124,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
190,310005,0,510106,350,350,710001,8,8,,,,,,,,,
191,320005,0,510106,350,350,710001,8,8,,,,,,,,,
192,330005,0,510106,350,350,710001,8,8,,,,,,,,,
193,310015,0,510106,350,350,710001,8,8,,,,,,,,,
194,320015,0,510106,350,350,710001,8,8,,,,,,,,,
195,330015,0,510106,350,350,710001,8,8,,,,,,,,,
196,310025,0,510106,350,350,710001,8,8,,,,,,,,,
197,320025,0,510106,350,350,710001,8,8,,,,,,,,,
198,330025,0,510106,350,350,710001,8,8,,,,,,,,,
199,310035,0,510106,350,350,710001,8,8,,,,,,,,,
200,320035,0,510106,350,350,710001,8,8,,,,,,,,,
201,330035,0,510106,350,350,710001,8,8,,,,,,,,,
202,310045,0,510106,350,350,710001,8,8,,,,,,,,,
203,320045,0,510106,350,350,710001,8,8,,,,,,,,,
204,330045,0,510106,350,350,710001,8,8,,,,,,,,,
205,310055,0,510106,350,350,710001,8,8,,,,,,,,,
206,320055,0,510106,350,350,710001,8,8,,,,,,,,,
207,330055,0,510106,350,350,710001,8,8,,,,,,,,,
208,310065,0,510106,350,350,710002,8,8,,,,,,,,,
209,320065,0,510106,350,350,710002,8,8,,,,,,,,,
210,330065,0,510106,350,350,710002,8,8,,,,,,,,,
211,110015,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
212,110025,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
213,110035,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
214,110045,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
215,110055,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
216,110065,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
217,120015,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
218,120025,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
219,120035,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
220,120045,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
221,120055,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
222,120065,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
223,130015,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
224,130025,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
225,130035,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
226,130045,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
227,130055,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
228,130065,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
229,140015,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
230,140025,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
231,140035,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
232,140045,0,510104,1208,1208,712101,30,30,712102,30,30,510103,7,7,,,
233,140055,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
234,140065,0,510104,1208,1208,712101,30,30,712102,30,30,510103,7,7,,,
235,150015,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
236,150025,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
237,150035,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
238,150045,0,510104,1208,1208,712101,30,30,712102,30,30,510103,7,7,,,
239,150055,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
240,150065,0,510104,1208,1208,712101,30,30,712102,30,30,510103,7,7,,,
241,160015,0,510104,805,805,713101,30,30,713102,7,7,510103,3,3,,,
242,160025,0,510104,805,805,713101,30,30,713102,7,7,510103,3,3,,,
243,160035,0,510104,805,805,713101,30,30,713102,7,7,510103,3,3,,,
244,160045,0,510104,1208,1208,713101,30,30,713102,30,30,510103,7,7,,,
245,160055,0,510104,805,805,713101,30,30,713102,7,7,510103,3,3,,,
246,160065,0,510104,1208,1208,713101,30,30,713102,30,30,510103,7,7,,,
247,210015,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
248,220015,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
249,230015,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
250,240015,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
251,210025,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
252,220025,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
253,230025,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
254,240025,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
255,210035,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
256,220035,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
257,230035,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
258,240035,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
259,210045,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
260,220045,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
261,230045,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
262,240045,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
263,210055,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
264,220055,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
265,230055,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
266,240055,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
267,210065,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
268,220065,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
269,230065,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
270,240065,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
271,210075,0,510105,1208,1208,711201,30,30,711202,30,30,510103,7,7,,,
272,220075,0,510105,1208,1208,711201,30,30,711202,30,30,510103,7,7,,,
273,230075,0,510105,1208,1208,711201,30,30,711202,30,30,510103,7,7,,,
274,240075,0,510105,1208,1208,711201,30,30,711202,30,30,510103,7,7,,,
275,210085,0,510105,1208,1208,712201,30,30,712202,30,30,510103,7,7,,,
276,220085,0,510105,1208,1208,712201,30,30,712202,30,30,510103,7,7,,,
277,230085,0,510105,1208,1208,712201,30,30,712202,30,30,510103,7,7,,,
278,240085,0,510105,1208,1208,712201,30,30,712202,30,30,510103,7,7,,,
279,210095,0,510105,1208,1208,713201,30,30,713202,30,30,510103,7,7,,,
280,220095,0,510105,1208,1208,713201,30,30,713202,30,30,510103,7,7,,,
281,230095,0,510105,1208,1208,713201,30,30,713202,30,30,510103,7,7,,,
282,240095,0,510105,1208,1208,713201,30,30,713202,30,30,510103,7,7,,,
283,210105,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
284,220105,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
285,230105,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
286,240105,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
287,210115,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
288,220115,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
289,230115,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
290,240115,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
291,210125,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
292,220125,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
293,230125,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
294,240125,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
295,310006,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
296,320006,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
297,330006,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
298,310016,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
299,320016,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
300,330016,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
301,310026,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
302,320026,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
303,330026,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
304,310036,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
305,320036,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
306,330036,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
307,310046,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
308,320046,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
309,330046,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
310,310056,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
311,320056,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
312,330056,0,510106,805,805,710001,30,30,510103,3,3,510117,1,1,,,
313,310066,0,510106,805,805,710002,30,30,510103,3,3,510117,1,1,,,
314,320066,0,510106,805,805,710002,30,30,510103,3,3,510117,1,1,,,
315,330066,0,510106,805,805,710002,30,30,510103,3,3,510117,1,1,,,
316,420011,0,420001,10,10,,,,,,,,,,,,
317,420012,0,420002,10,10,,,,,,,,,,,,
318,420013,0,420003,10,10,,,,,,,,,,,,
319,470005,0,470001,10,10,,,,,,,,,,,,
320,470004,0,470001,15,15,,,,,,,,,,,,
321,470003,0,470001,35,35,,,,,,,,,,,,
322,470007,0,470001,55,55,,,,,,,,,,,,
324,470008,0,470001,65,65,,,,,,,,,,,,
325,471003,0,470001,85,85,,,,,,,,,,,,
326,470006,0,470001,55,55,,,,,,,,,,,,
327,471001,0,470001,70,70,,,,,,,,,,,,
470011,470011,0,1111111,1,1,,,,,,,,,,,,
470012,470012,0,1111111,2,2,,,,,,,,,,,,
470013,470013,0,1111111,2,2,,,,,,,,,,,,
470014,470014,0,1111111,1,1,,,,,,,,,,,,
470015,470015,0,1111111,1,1,,,,,,,,,,,,
470021,470021,0,1111111,1,1,,,,,,,,,,,,
470022,470022,0,1111111,1,1,,,,,,,,,,,,
470023,470023,0,1111111,1,1,,,,,,,,,,,,
470024,470024,0,1111111,2,2,,,,,,,,,,,,
470025,470025,0,1111111,20,20,,,,,,,,,,,,
470031,470031,0,1111111,1,1,,,,,,,,,,,,
470032,470032,0,1111111,1,1,,,,,,,,,,,,
470033,470033,0,1111111,1,1,,,,,,,,,,,,
470034,470034,0,1111111,1,1,,,,,,,,,,,,
470035,470035,0,1111111,1,1,,,,,,,,,,,,
470036,470036,0,1111111,1,1,,,,,,,,,,,,
470037,470037,0,1111111,20,20,,,,,,,,,,,,
470041,470041,0,1111111,2,2,,,,,,,,,,,,
470042,470042,0,1111111,2,2,,,,,,,,,,,,
470043,470043,0,1111111,2,2,,,,,,,,,,,,
470044,470044,0,1111111,1,1,,,,,,,,,,,,
470045,470045,0,1111111,2,2,,,,,,,,,,,,
470046,470046,0,1111111,1,1,,,,,,,,,,,,
470047,470047,0,1111111,20,20,,,,,,,,,,,,
470051,470051,0,1111111,1,1,,,,,,,,,,,,
470052,470052,0,1111111,2,2,,,,,,,,,,,,
470053,470053,0,1111111,2,2,,,,,,,,,,,,
470054,470054,0,1111111,1,1,,,,,,,,,,,,
470055,470055,0,1111111,1,1,,,,,,,,,,,,
470056,470056,0,1111111,1,1,,,,,,,,,,,,
470057,470057,0,1111111,20,20,,,,,,,,,,,,
470061,470061,0,1111111,1,1,,,,,,,,,,,,
470062,470062,0,1111111,2,2,,,,,,,,,,,,
470063,470063,0,1111111,2,2,,,,,,,,,,,,
470064,470064,0,1111111,2,2,,,,,,,,,,,,
470065,470065,0,1111111,2,2,,,,,,,,,,,,
470066,470066,0,1111111,2,2,,,,,,,,,,,,
470067,470067,0,1111111,2,2,,,,,,,,,,,,
470068,470068,0,1111111,20,20,,,,,,,,,,,,
470071,470071,0,1111111,1,1,,,,,,,,,,,,
470072,470072,0,1111111,1,1,,,,,,,,,,,,
470073,470073,0,1111111,1,1,,,,,,,,,,,,
470074,470074,0,1111111,2,2,,,,,,,,,,,,
470075,470075,0,1111111,2,2,,,,,,,,,,,,
470076,470076,0,1111111,2,2,,,,,,,,,,,,
470077,470077,0,1111111,2,2,,,,,,,,,,,,
470078,470078,0,1111111,20,20,,,,,,,,,,,,
470081,470081,0,1111111,1,1,,,,,,,,,,,,
470082,470082,0,1111111,1,1,,,,,,,,,,,,
470083,470083,0,1111111,1,1,,,,,,,,,,,,
470084,470084,0,1111111,1,1,,,,,,,,,,,,
470085,470085,0,1111111,2,2,,,,,,,,,,,,
470086,470086,0,1111111,20,20,,,,,,,,,,,,
470091,470091,0,1111111,1,1,,,,,,,,,,,,
470092,470092,0,1111111,2,2,,,,,,,,,,,,
470093,470093,0,1111111,2,2,,,,,,,,,,,,
470094,470094,0,1111111,2,2,,,,,,,,,,,,
470095,470095,0,1111111,1,1,,,,,,,,,,,,
470096,470096,0,1111111,20,20,,,,,,,,,,,,
470101,470101,0,1111111,1,1,,,,,,,,,,,,
470102,470102,0,1111111,1,1,,,,,,,,,,,,
470103,470103,0,1111111,1,1,,,,,,,,,,,,
470104,470104,0,1111111,2,2,,,,,,,,,,,,
470105,470105,0,1111111,1,1,,,,,,,,,,,,
470106,470106,0,1111111,1,1,,,,,,,,,,,,
470107,470107,0,1111111,1,1,,,,,,,,,,,,
470108,470108,0,1111111,30,30,,,,,,,,,,,,
470111,470111,0,1111111,1,1,,,,,,,,,,,,
470112,470112,0,1111111,2,2,,,,,,,,,,,,
470113,470113,0,1111111,2,2,,,,,,,,,,,,
470114,470114,0,1111111,2,2,,,,,,,,,,,,
470115,470115,0,1111111,2,2,,,,,,,,,,,,
470116,470116,0,1111111,1,1,,,,,,,,,,,,
470117,470117,0,1111111,2,2,,,,,,,,,,,,
470118,470118,0,1111111,20,20,,,,,,,,,,,,
470121,470121,0,1111111,1,1,,,,,,,,,,,,
470122,470122,0,1111111,1,1,,,,,,,,,,,,
470123,470123,0,1111111,2,2,,,,,,,,,,,,
470124,470124,0,1111111,2,2,,,,,,,,,,,,
470125,470125,0,1111111,2,2,,,,,,,,,,,,
470126,470126,0,1111111,2,2,,,,,,,,,,,,
470127,470127,0,1111111,20,20,,,,,,,,,,,,
470131,470131,0,1111111,1,1,,,,,,,,,,,,
470132,470132,0,1111111,2,2,,,,,,,,,,,,
470133,470133,0,1111111,2,2,,,,,,,,,,,,
470134,470134,0,1111111,2,2,,,,,,,,,,,,
470135,470135,0,1111111,30,30,,,,,,,,,,,,
470141,470141,0,1111111,2,2,,,,,,,,,,,,
470142,470142,0,1111111,1,1,,,,,,,,,,,,
470143,470143,0,1111111,1,1,,,,,,,,,,,,
470144,470144,0,1111111,2,2,,,,,,,,,,,,
470145,470145,0,1111111,2,2,,,,,,,,,,,,
470146,470146,0,1111111,2,2,,,,,,,,,,,,
470147,470147,0,1111111,1,1,,,,,,,,,,,,
470148,470148,0,1111111,20,20,,,,,,,,,,,,
470151,470151,0,1111111,2,2,,,,,,,,,,,,
