GroupID,ConditionParam,RewardType,RewardItemInfoId,RewardCount,RewardIcon
7,2,1,,10500,Icon_Asset_Adena_01
7,3,5,,17500,Icon_Exp_01
7,3,6,410002,3,Icon_EnchantScroll_02
7,3,1,,10500,Icon_Asset_Adena_01
7,4,5,,17500,Icon_Exp_01
7,4,6,420002,3,Icon_Asset_Upgrade_02
7,4,1,,10500,Icon_Asset_Adena_01
7,5,5,,17500,Icon_Exp_01
7,5,6,410003,3,Icon_EnchantScroll_03
7,5,1,,10500,Icon_Asset_Adena_01
7,6,5,,17500,Icon_Exp_01
7,6,6,420003,3,Icon_Asset_Upgrade_03
7,6,1,,10500,Icon_Asset_Adena_01
107,0,5,,25000,Icon_Exp_01
107,0,6,910221,4,Icon_GachaItem_Transcendence
107,0,1,,15000,Icon_Asset_Adena_01
107,1,5,,25000,Icon_Exp_01
107,1,6,410001,4,Icon_EnchantScroll_01
107,1,1,,15000,Icon_Asset_Adena_01
107,2,5,,25000,Icon_Exp_01
107,2,6,420001,4,Icon_Asset_Upgrade_01
107,2,1,,15000,Icon_Asset_Adena_01
107,3,5,,25000,Icon_Exp_01
107,3,6,410002,4,Icon_EnchantScroll_02
107,3,1,,15000,Icon_Asset_Adena_01
107,4,5,,25000,Icon_Exp_01
107,4,6,420002,4,Icon_Asset_Upgrade_02
107,4,1,,15000,Icon_Asset_Adena_01
107,5,5,,25000,Icon_Exp_01
107,5,6,410003,4,Icon_EnchantScroll_03
107,5,1,,15000,Icon_Asset_Adena_01
107,6,5,,25000,Icon_Exp_01
107,6,6,420003,4,Icon_Asset_Upgrade_03
107,6,1,,15000,Icon_Asset_Adena_01
19,0,5,,28000,Icon_Exp_01
19,0,6,910221,7,Icon_GachaItem_Transcendence
19,0,1,,14000,Icon_Asset_Adena_01
19,1,5,,28000,Icon_Exp_01
19,1,6,410001,4,Icon_EnchantScroll_01
19,1,1,,14000,Icon_Asset_Adena_01
19,2,5,,28000,Icon_Exp_01
19,2,6,420001,7,Icon_Asset_Upgrade_01
19,2,1,,14000,Icon_Asset_Adena_01
19,3,5,,28000,Icon_Exp_01
19,3,6,410002,4,Icon_EnchantScroll_02
19,3,1,,14000,Icon_Asset_Adena_01
19,4,5,,28000,Icon_Exp_01
19,4,6,420002,7,Icon_Asset_Upgrade_02
19,4,1,,14000,Icon_Asset_Adena_01
19,5,5,,28000,Icon_Exp_01
19,5,6,410003,4,Icon_EnchantScroll_03
19,5,1,,14000,Icon_Asset_Adena_01
19,6,5,,28000,Icon_Exp_01
19,6,6,420003,7,Icon_Asset_Upgrade_03
19,6,1,,14000,Icon_Asset_Adena_01
119,0,5,,40000,Icon_Exp_01
119,0,6,911021,1,Icon_GachaItem_Transcendence2
119,0,1,,20000,Icon_Asset_Adena_01
119,1,5,,40000,Icon_Exp_01
119,1,6,410001,5,Icon_EnchantScroll_01
119,1,6,410004,1,Icon_PetEnchantScroll_01
119,1,1,,20000,Icon_Asset_Adena_01
119,2,5,,40000,Icon_Exp_01
119,2,6,420011,1,Icon_Asset_Upgrade_04
119,2,1,,20000,Icon_Asset_Adena_01
119,3,5,,40000,Icon_Exp_01
119,3,6,410002,5,Icon_EnchantScroll_02
119,3,6,410004,1,Icon_PetEnchantScroll_01
119,3,1,,20000,Icon_Asset_Adena_01
119,4,5,,40000,Icon_Exp_01
119,4,6,420012,1,Icon_Asset_Upgrade_05
119,4,1,,20000,Icon_Asset_Adena_01
119,5,5,,40000,Icon_Exp_01
119,5,6,410003,5,Icon_EnchantScroll_03
119,5,6,410004,1,Icon_PetEnchantScroll_01
119,5,1,,20000,Icon_Asset_Adena_01
119,6,5,,40000,Icon_Exp_01
119,6,6,420013,1,Icon_Asset_Upgrade_06
119,6,1,,20000,Icon_Asset_Adena_01
8,,5,,1000,Icon_Exp_01
8,,1,,500,Icon_Asset_Adena_01
108,,5,,2000,Icon_Exp_01
108,,1,,1000,Icon_Asset_Adena_01
9,,5,,1000,Icon_Exp_01
9,,1,,500,Icon_Asset_Adena_01
109,,5,,2000,Icon_Exp_01
109,,1,,1000,Icon_Asset_Adena_01
10,,5,,7000,Icon_Exp_01
10,,6,400002,14,Currency_BloodCrystal_01
10,,1,,2100,Icon_Asset_Adena_01
110,,5,,10000,Icon_Exp_01
110,,6,400002,20,Currency_BloodCrystal_01
110,,6,481101,1,Icon_SoulCrystalMaterial_01
110,,1,,3000,Icon_Asset_Adena_01
11,,5,,14000,Icon_Exp_01
11,,6,400002,14,Currency_BloodCrystal_01
11,,1,,2100,Icon_Asset_Adena_01
111,,5,,20000,Icon_Exp_01
111,,6,400002,20,Currency_BloodCrystal_01
111,,6,481101,1,Icon_SoulCrystalMaterial_01
111,,1,,3000,Icon_Asset_Adena_01
12,,5,,21000,Icon_Exp_01
12,,6,400002,14,Currency_BloodCrystal_01
12,,1,,3500,Icon_Asset_Adena_01
112,,5,,30000,Icon_Exp_01
112,,6,400002,20,Currency_BloodCrystal_01
112,,6,481101,1,Icon_SoulCrystalMaterial_01
112,,1,,5000,Icon_Asset_Adena_01
13,,5,,28000,Icon_Exp_01
13,,6,400002,14,Currency_BloodCrystal_01
13,,1,,3500,Icon_Asset_Adena_01
113,,5,,40000,Icon_Exp_01
113,,6,400002,20,Currency_BloodCrystal_01
113,,6,481101,1,Icon_SoulCrystalMaterial_01
113,,1,,5000,Icon_Asset_Adena_01
14,,5,,35000,Icon_Exp_01
14,,6,400002,14,Currency_BloodCrystal_01
14,,1,,4900,Icon_Asset_Adena_01
114,,5,,50000,Icon_Exp_01
114,,6,400002,20,Currency_BloodCrystal_01
114,,6,481102,1,Icon_SoulCrystalMaterial_01
114,,1,,7000,Icon_Asset_Adena_01
15,,5,,42000,Icon_Exp_01
15,,6,400002,14,Currency_BloodCrystal_01
15,,1,,4900,Icon_Asset_Adena_01
115,,5,,60000,Icon_Exp_01
115,,6,400002,20,Currency_BloodCrystal_01
115,,6,481102,1,Icon_SoulCrystalMaterial_01
115,,1,,7000,Icon_Asset_Adena_01
16,,5,,49000,Icon_Exp_01
16,,6,400002,14,Currency_BloodCrystal_01
16,,1,,7000,Icon_Asset_Adena_01
116,,5,,70000,Icon_Exp_01
116,,6,400002,20,Currency_BloodCrystal_01
116,,6,481103,1,Icon_SoulCrystalMaterial_01
116,,1,,10000,Icon_Asset_Adena_01
17,,5,,56000,Icon_Exp_01
17,,6,400002,14,Currency_BloodCrystal_01
17,,1,,7000,Icon_Asset_Adena_01
117,,5,,80000,Icon_Exp_01
117,,6,400002,20,Currency_BloodCrystal_01
117,,6,481103,1,Icon_SoulCrystalMaterial_01
117,,1,,10000,Icon_Asset_Adena_01
18,,5,,63000,Icon_Exp_01
18,,6,400002,14,Currency_BloodCrystal_01
18,,1,,7000,Icon_Asset_Adena_01
118,,5,,90000,Icon_Exp_01
118,,6,400002,20,Currency_BloodCrystal_01
118,,6,481103,1,Icon_SoulCrystalMaterial_01
118,,1,,10000,Icon_Asset_Adena_01
60,,5,,63000,Icon_Exp_01
60,,6,1000103,1,Icon_SummonGem_Giran_01
60,,1,,7000,Icon_Asset_Adena_01
160,,5,,90000,Icon_Exp_01
160,,6,1000103,1,Icon_SummonGem_Giran_01
160,,6,481103,1,Icon_SoulCrystalMaterial_01
160,,1,,10000,Icon_Asset_Adena_01
61,,5,,70000,Icon_Exp_01
61,,6,400002,14,Currency_BloodCrystal_01
61,,1,,8400,Icon_Asset_Adena_01
161,,5,,100000,Icon_Exp_01
161,,6,400002,20,Currency_BloodCrystal_01
161,,6,481104,1,Icon_SoulCrystalMaterial_01
161,,1,,12000,Icon_Asset_Adena_01
62,,5,,77000,Icon_Exp_01
62,,6,400002,14,Currency_BloodCrystal_01
62,,1,,8400,Icon_Asset_Adena_01
162,,5,,110000,Icon_Exp_01
162,,6,400002,20,Currency_BloodCrystal_01
162,,6,481104,1,Icon_SoulCrystalMaterial_01
162,,1,,12000,Icon_Asset_Adena_01
63,,5,,77000,Icon_Exp_01
63,,6,1000104,1,Icon_SummonGem_Oren_01
63,,1,,8400,Icon_Asset_Adena_01
163,,5,,110000,Icon_Exp_01
163,,6,1000104,1,Icon_SummonGem_Oren_01
163,,6,481104,1,Icon_SoulCrystalMaterial_01
163,,1,,12000,Icon_Asset_Adena_01
64,,5,,84000,Icon_Exp_01
64,,6,400002,14,Currency_BloodCrystal_01
64,,1,,10500,Icon_Asset_Adena_01
164,,5,,120000,Icon_Exp_01
164,,6,400002,20,Currency_BloodCrystal_01
164,,6,481105,1,Icon_SoulCrystalMaterial_01
164,,1,,15000,Icon_Asset_Adena_01
65,,5,,84000,Icon_Exp_01
65,,6,400002,14,Currency_BloodCrystal_01
65,,1,,10500,Icon_Asset_Adena_01
165,,5,,120000,Icon_Exp_01
165,,6,400002,20,Currency_BloodCrystal_01
165,,6,481105,1,Icon_SoulCrystalMaterial_01
165,,1,,15000,Icon_Asset_Adena_01
66,,5,,84000,Icon_Exp_01
66,,6,1000105,1,Icon_SummonGem_Advento_01
66,,1,,10500,Icon_Asset_Adena_01
166,,5,,120000,Icon_Exp_01
166,,6,1000105,1,Icon_SummonGem_Advento_01
166,,6,481105,1,Icon_SoulCrystalMaterial_01
166,,1,,15000,Icon_Asset_Adena_01
21,,1,,12200,Icon_Asset_Adena_01
121,,1,,17600,Icon_Asset_Adena_01
22,,1,,22000,Icon_Asset_Adena_01
122,,1,,31600,Icon_Asset_Adena_01
23,,1,,28000,Icon_Asset_Adena_01
123,,1,,40000,Icon_Asset_Adena_01
24,,1,,37800,Icon_Asset_Adena_01
124,,1,,54000,Icon_Asset_Adena_01
25,,1,,55000,Icon_Asset_Adena_01
125,,1,,79000,Icon_Asset_Adena_01
31,,6,911226,2,Icon_Box_BossReward
31,,6,900025,4,Icon_Shop_Gacha_Equipment_04
131,,6,911226,2,Icon_Box_BossReward
131,,6,910216,2,Icon_Box_EquipLevelMaterial
131,,6,900025,4,Icon_Shop_Gacha_Equipment_04
32,,6,911227,2,Icon_Box_BossReward
32,,6,900025,10,Icon_Shop_Gacha_Equipment_04
132,,6,911227,2,Icon_Box_BossReward
132,,6,910217,2,Icon_Box_EquipLevelMaterial
132,,6,900025,10,Icon_Shop_Gacha_Equipment_04
33,,6,911228,2,Icon_Box_BossReward
33,,6,900025,14,Icon_Shop_Gacha_Equipment_04
133,,6,911228,2,Icon_Box_BossReward
133,,6,910218,2,Icon_Box_EquipLevelMaterial
133,,6,900025,14,Icon_Shop_Gacha_Equipment_04
34,,6,911229,2,Icon_Box_BossReward
34,,6,911024,52,Icon_Combine_Unidentifiy_UpgradeCrystal
134,,6,911229,2,Icon_Box_BossReward
134,,6,910219,2,Icon_Box_EquipLevelMaterial
134,,6,911024,52,Icon_Combine_Unidentifiy_UpgradeCrystal
35,,6,911236,2,Icon_Box_BossReward
35,,6,911024,60,Icon_Combine_Unidentifiy_UpgradeCrystal
135,,6,911236,2,Icon_Box_BossReward
135,,6,911041,2,Icon_Box_EquipLevelMaterial
135,,6,911024,60,Icon_Combine_Unidentifiy_UpgradeCrystal
41,,5,,1000,Icon_Exp_01
141,,5,,1000,Icon_Exp_01
51,,6,911001,2,Item_Box_GrowStone_01
51,,6,911006,2,Item_Box_PetEquip_01
151,,6,911001,2,Item_Box_GrowStone_01
151,,6,911005,2,Item_Box_SummonStone_01
151,,6,911006,2,Item_Box_PetEquip_01
52,,6,911002,2,Item_Box_GrowStone_02
52,,6,911006,8,Item_Box_PetEquip_01
152,,6,911002,2,Item_Box_GrowStone_02
152,,6,911005,4,Item_Box_SummonStone_01
152,,6,911006,8,Item_Box_PetEquip_01
53,,6,911003,2,Item_Box_GrowStone_03
53,,6,911006,14,Item_Box_PetEquip_01
153,,6,911003,2,Item_Box_GrowStone_03
153,,6,914001,6,Item_Box_SummonStone_02
153,,6,911006,14,Item_Box_PetEquip_01
54,,6,911004,2,Item_Box_GrowStone_04
54,,6,911006,20,Item_Box_PetEquip_01
154,,6,911004,2,Item_Box_GrowStone_04
154,,6,914001,8,Item_Box_SummonStone_02
154,,6,911006,20,Item_Box_PetEquip_01
20,0,5,,42000,Icon_Exp_01
20,0,6,911021,1,Icon_GachaItem_Transcendence2
20,0,1,,17500,Icon_Asset_Adena_01
20,1,5,,42000,Icon_Exp_01
20,1,6,410001,4,Icon_EnchantScroll_01
20,1,6,410004,1,Icon_PetEnchantScroll_01
20,1,1,,17500,Icon_Asset_Adena_01
20,2,5,,42000,Icon_Exp_01
20,2,6,420011,1,Icon_Asset_Upgrade_04
20,2,1,,17500,Icon_Asset_Adena_01
20,3,5,,42000,Icon_Exp_01
20,3,6,410002,4,Icon_EnchantScroll_02
20,3,6,410004,1,Icon_PetEnchantScroll_01
20,3,1,,17500,Icon_Asset_Adena_01
20,4,5,,42000,Icon_Exp_01
20,4,6,420012,1,Icon_Asset_Upgrade_05
20,4,1,,17500,Icon_Asset_Adena_01
20,5,5,,42000,Icon_Exp_01
20,5,6,410003,4,Icon_EnchantScroll_03
20,5,6,410004,1,Icon_PetEnchantScroll_01
20,5,1,,17500,Icon_Asset_Adena_01
20,6,5,,42000,Icon_Exp_01
20,6,6,420013,1,Icon_Asset_Upgrade_06
20,6,1,,17500,Icon_Asset_Adena_01
120,0,5,,60000,Icon_Exp_01
120,0,6,911021,1,Icon_GachaItem_Transcendence2
120,0,6,910221,5,Icon_GachaItem_Transcendence
120,0,1,,25000,Icon_Asset_Adena_01
120,1,5,,60000,Icon_Exp_01
120,1,6,410001,6,Icon_EnchantScroll_01
120,1,6,410004,2,Icon_PetEnchantScroll_01
120,1,1,,25000,Icon_Asset_Adena_01
120,2,5,,60000,Icon_Exp_01
120,2,6,420011,1,Icon_Asset_Upgrade_04
120,2,6,420001,5,Icon_Asset_Upgrade_01
120,2,1,,25000,Icon_Asset_Adena_01
120,3,5,,60000,Icon_Exp_01
120,3,6,410002,6,Icon_EnchantScroll_02
120,3,6,410004,2,Icon_PetEnchantScroll_01
120,3,1,,25000,Icon_Asset_Adena_01
120,4,5,,60000,Icon_Exp_01
120,4,6,420012,1,Icon_Asset_Upgrade_05
120,4,6,420002,5,Icon_Asset_Upgrade_02
120,4,1,,25000,Icon_Asset_Adena_01
120,5,5,,60000,Icon_Exp_01
120,5,6,410003,6,Icon_EnchantScroll_03
120,5,6,410004,2,Icon_PetEnchantScroll_01
120,5,1,,25000,Icon_Asset_Adena_01
120,6,5,,60000,Icon_Exp_01
120,6,6,420013,1,Icon_Asset_Upgrade_06
120,6,6,420003,5,Icon_Asset_Upgrade_03
120,6,1,,25000,Icon_Asset_Adena_01
36,,6,911237,2,Icon_Box_BossReward
36,,6,911024,100,Icon_Combine_Unidentifiy_UpgradeCrystal
136,,6,911237,2,Icon_Box_BossReward
136,,6,911238,2,Icon_Box_EquipLevelMaterial
136,,6,911024,100,Icon_Combine_Unidentifiy_UpgradeCrystal
55,,6,911004,2,Item_Box_GrowStone_04
55,,6,911003,2,Item_Box_GrowStone_03
55,,6,911006,30,Item_Box_PetEquip_01
155,,6,911004,2,Item_Box_GrowStone_04
155,,6,911003,2,Item_Box_GrowStone_03
155,,6,914001,10,Item_Box_SummonStone_02
155,,6,911006,30,Item_Box_PetEquip_01
