Id,BookLevel,GroupId,MonsterId,CardBorder,SlotImage,BeadImage,UseLargeBeadImage,CardImage,MonsterCoreItemId,RequiredQuantity,StatusIcon,EffectType,EffectType2,EffectParam,HuntType,HuntingSpotId,NameDirection
22,4,5,20385,0,,,0,67,470035,70,Icon_Skill_Unique_30001,21,22,110,0,,0
23,0,5,20386,0,,,0,67,470036,10,Icon_Skill_Passive_23211,58,253,31,0,,0
23,1,5,20386,0,,,0,67,470036,20,Icon_Skill_Passive_23211,58,253,62,0,,0
23,2,5,20386,0,,,0,67,470036,40,Icon_Skill_Passive_23211,58,253,93,0,,0
23,3,5,20386,0,,,0,67,470036,60,Icon_Skill_Passive_23211,58,253,124,0,,0
23,4,5,20386,0,,,0,67,470036,70,Icon_Skill_Passive_23211,58,253,155,0,,0
24,0,5,20398,3,,,0,70,470037,1,Icon_Skill_Passive_23251,60,253,62,0,,0
24,1,5,20398,3,,,0,70,470037,2,Icon_Skill_Passive_23251,60,253,124,0,,0
24,2,5,20398,3,,,0,70,470037,4,Icon_Skill_Passive_23251,60,253,186,0,,0
24,3,5,20398,3,,,0,70,470037,6,Icon_Skill_Passive_23251,60,253,248,0,,0
24,4,5,20398,3,,,0,70,470037,7,Icon_Skill_Passive_23251,60,253,310,0,,0
25,0,6,20481,1,,,0,68,470041,10,Icon_Skill_Passive_20232,101,253,20,0,,0
25,1,6,20481,1,,,0,68,470041,30,Icon_Skill_Passive_20232,101,253,40,0,,0
25,2,6,20481,1,,,0,68,470041,60,Icon_Skill_Passive_20232,101,253,60,0,,0
25,3,6,20481,1,,,0,68,470041,90,Icon_Skill_Passive_20232,101,253,80,0,,0
25,4,6,20481,1,,,0,68,470041,100,Icon_Skill_Passive_20232,101,253,100,0,,0
26,0,6,20482,1,,,0,68,470042,10,Icon_Skill_Passive_20233,102,253,23,0,,0
26,1,6,20482,1,,,0,68,470042,30,Icon_Skill_Passive_20233,102,253,46,0,,0
26,2,6,20482,1,,,0,68,470042,60,Icon_Skill_Passive_20233,102,253,69,0,,0
26,3,6,20482,1,,,0,68,470042,90,Icon_Skill_Passive_20233,102,253,92,0,,0
26,4,6,20482,1,,,0,68,470042,100,Icon_Skill_Passive_20233,102,253,115,0,,0
27,0,6,20483,1,,,0,68,470043,10,Icon_Skill_Passive_20234,10,253,27,0,,0
27,1,6,20483,1,,,0,68,470043,30,Icon_Skill_Passive_20234,10,253,54,0,,0
27,2,6,20483,1,,,0,68,470043,60,Icon_Skill_Passive_20234,10,253,81,0,,0
27,3,6,20483,1,,,0,68,470043,90,Icon_Skill_Passive_20234,10,253,108,0,,0
27,4,6,20483,1,,,0,68,470043,100,Icon_Skill_Passive_20234,10,253,135,0,,0
28,0,6,20484,0,,,0,67,470044,10,Icon_Skill_Passive_20235,11,253,43,0,,0
28,1,6,20484,0,,,0,67,470044,20,Icon_Skill_Passive_20235,11,253,86,0,,0
28,2,6,20484,0,,,0,67,470044,50,Icon_Skill_Passive_20235,11,253,129,0,,0
28,3,6,20484,0,,,0,67,470044,80,Icon_Skill_Passive_20235,11,253,172,0,,0
28,4,6,20484,0,,,0,67,470044,90,Icon_Skill_Passive_20235,11,253,215,0,,0
29,0,6,20485,1,,,0,68,470045,10,Icon_Skill_Passive_21251,29,253,22,0,,0
29,1,6,20485,1,,,0,68,470045,30,Icon_Skill_Passive_21251,29,253,44,0,,0
29,2,6,20485,1,,,0,68,470045,60,Icon_Skill_Passive_21251,29,253,66,0,,0
29,3,6,20485,1,,,0,68,470045,90,Icon_Skill_Passive_21251,29,253,88,0,,0
29,4,6,20485,1,,,0,68,470045,100,Icon_Skill_Passive_21251,29,253,110,0,,0
30,0,6,20486,0,,,0,67,470046,10,Icon_Skill_Passive_20231,26,253,19,0,,0
30,1,6,20486,0,,,0,67,470046,20,Icon_Skill_Passive_20231,26,253,38,0,,0
30,2,6,20486,0,,,0,67,470046,50,Icon_Skill_Passive_20231,26,253,57,0,,0
30,3,6,20486,0,,,0,67,470046,80,Icon_Skill_Passive_20231,26,253,76,0,,0
30,4,6,20486,0,,,0,67,470046,90,Icon_Skill_Passive_20231,26,253,95,0,,0
31,0,6,20498,3,,,0,70,470047,1,Icon_Skill_Active_10112,1,2,67,0,,0
31,1,6,20498,3,,,0,70,470047,2,Icon_Skill_Active_10112,1,2,134,0,,0
31,2,6,20498,3,,,0,70,470047,4,Icon_Skill_Active_10112,1,2,201,0,,0
31,3,6,20498,3,,,0,70,470047,6,Icon_Skill_Active_10112,1,2,268,0,,0
31,4,6,20498,3,,,0,70,470047,7,Icon_Skill_Active_10112,1,2,335,0,,0
32,0,7,20581,0,,,0,67,470051,10,Icon_Skill_Unique_30001,21,22,36,0,,0
32,1,7,20581,0,,,0,67,470051,30,Icon_Skill_Unique_30001,21,22,72,0,,0
32,2,7,20581,0,,,0,67,470051,70,Icon_Skill_Unique_30001,21,22,108,0,,0
32,3,7,20581,0,,,0,67,470051,110,Icon_Skill_Unique_30001,21,22,144,0,,0
32,4,7,20581,0,,,0,67,470051,130,Icon_Skill_Unique_30001,21,22,180,0,,0
33,0,7,20582,1,,,0,68,470052,20,Icon_Skill_Passive_23211,58,253,50,0,,0
33,1,7,20582,1,,,0,68,470052,40,Icon_Skill_Passive_23211,58,253,100,0,,0
33,2,7,20582,1,,,0,68,470052,90,Icon_Skill_Passive_23211,58,253,150,0,,0
33,3,7,20582,1,,,0,68,470052,130,Icon_Skill_Passive_23211,58,253,200,0,,0
33,4,7,20582,1,,,0,68,470052,150,Icon_Skill_Passive_23211,58,253,250,0,,0
34,0,7,20583,1,,,0,68,470053,20,Icon_Skill_Passive_23251,60,253,59,0,,0
34,1,7,20583,1,,,0,68,470053,40,Icon_Skill_Passive_23251,60,253,118,0,,0
34,2,7,20583,1,,,0,68,470053,90,Icon_Skill_Passive_23251,60,253,177,0,,0
34,3,7,20583,1,,,0,68,470053,130,Icon_Skill_Passive_23251,60,253,236,0,,0
34,4,7,20583,1,,,0,68,470053,150,Icon_Skill_Passive_23251,60,253,295,0,,0
35,0,7,20584,0,,,0,67,470054,10,Icon_Skill_Passive_20232,101,253,38,0,,0
35,1,7,20584,0,,,0,67,470054,30,Icon_Skill_Passive_20232,101,253,76,0,,0
35,2,7,20584,0,,,0,67,470054,70,Icon_Skill_Passive_20232,101,253,114,0,,0
35,3,7,20584,0,,,0,67,470054,110,Icon_Skill_Passive_20232,101,253,152,0,,0
35,4,7,20584,0,,,0,67,470054,130,Icon_Skill_Passive_20232,101,253,190,0,,0
36,0,7,20585,0,,,0,67,470055,10,Icon_Skill_Passive_20233,102,253,36,0,,0
36,1,7,20585,0,,,0,67,470055,30,Icon_Skill_Passive_20233,102,253,72,0,,0
36,2,7,20585,0,,,0,67,470055,70,Icon_Skill_Passive_20233,102,253,108,0,,0
36,3,7,20585,0,,,0,67,470055,110,Icon_Skill_Passive_20233,102,253,144,0,,0
36,4,7,20585,0,,,0,67,470055,130,Icon_Skill_Passive_20233,102,253,180,0,,0
37,0,7,20586,0,,,0,67,470056,10,Icon_Skill_Passive_20234,10,253,43,0,,0
37,1,7,20586,0,,,0,67,470056,30,Icon_Skill_Passive_20234,10,253,86,0,,0
37,2,7,20586,0,,,0,67,470056,70,Icon_Skill_Passive_20234,10,253,129,0,,0
37,3,7,20586,0,,,0,67,470056,110,Icon_Skill_Passive_20234,10,253,172,0,,0
37,4,7,20586,0,,,0,67,470056,130,Icon_Skill_Passive_20234,10,253,215,0,,0
38,0,7,20598,3,,,0,70,470057,1,Icon_Skill_Passive_20235,11,253,117,0,,0
38,1,7,20598,3,,,0,70,470057,2,Icon_Skill_Passive_20235,11,253,234,0,,0
38,2,7,20598,3,,,0,70,470057,4,Icon_Skill_Passive_20235,11,253,351,0,,0
38,3,7,20598,3,,,0,70,470057,6,Icon_Skill_Passive_20235,11,253,468,0,,0
38,4,7,20598,3,,,0,70,470057,7,Icon_Skill_Passive_20235,11,253,585,0,,0
39,0,8,20681,0,,,0,67,470061,10,Icon_Skill_Passive_21251,29,253,25,0,,0
39,1,8,20681,0,,,0,67,470061,30,Icon_Skill_Passive_21251,29,253,50,0,,0
39,2,8,20681,0,,,0,67,470061,70,Icon_Skill_Passive_21251,29,253,75,0,,0
39,3,8,20681,0,,,0,67,470061,100,Icon_Skill_Passive_21251,29,253,100,0,,0
39,4,8,20681,0,,,0,67,470061,120,Icon_Skill_Passive_21251,29,253,125,0,,0
40,0,8,20682,1,,,0,68,470062,20,Icon_Skill_Passive_20231,26,253,30,0,,0
40,1,8,20682,1,,,0,68,470062,40,Icon_Skill_Passive_20231,26,253,60,0,,0
40,2,8,20682,1,,,0,68,470062,80,Icon_Skill_Passive_20231,26,253,90,0,,0
40,3,8,20682,1,,,0,68,470062,120,Icon_Skill_Passive_20231,26,253,120,0,,0
40,4,8,20682,1,,,0,68,470062,140,Icon_Skill_Passive_20231,26,253,150,0,,0
41,0,8,20683,1,,,0,68,470063,20,Icon_Skill_Active_10112,1,2,51,0,,0
41,1,8,20683,1,,,0,68,470063,40,Icon_Skill_Active_10112,1,2,102,0,,0
41,2,8,20683,1,,,0,68,470063,80,Icon_Skill_Active_10112,1,2,153,0,,0
41,3,8,20683,1,,,0,68,470063,120,Icon_Skill_Active_10112,1,2,204,0,,0
41,4,8,20683,1,,,0,68,470063,140,Icon_Skill_Active_10112,1,2,255,0,,0
42,0,8,20684,1,,,0,68,470064,20,Icon_Skill_Unique_30001,21,22,45,0,,0
42,1,8,20684,1,,,0,68,470064,40,Icon_Skill_Unique_30001,21,22,90,0,,0
42,2,8,20684,1,,,0,68,470064,80,Icon_Skill_Unique_30001,21,22,135,0,,0
42,3,8,20684,1,,,0,68,470064,120,Icon_Skill_Unique_30001,21,22,180,0,,0
42,4,8,20684,1,,,0,68,470064,140,Icon_Skill_Unique_30001,21,22,225,0,,0
43,0,8,20685,1,,,0,68,470065,20,Icon_Skill_Passive_23211,58,253,74,0,,0
43,1,8,20685,1,,,0,68,470065,40,Icon_Skill_Passive_23211,58,253,148,0,,0
43,2,8,20685,1,,,0,68,470065,80,Icon_Skill_Passive_23211,58,253,222,0,,0
43,3,8,20685,1,,,0,68,470065,120,Icon_Skill_Passive_23211,58,253,296,0,,0
43,4,8,20685,1,,,0,68,470065,140,Icon_Skill_Passive_23211,58,253,370,0,,0
44,0,8,20686,1,,,0,68,470066,20,Icon_Skill_Passive_23251,60,253,77,0,,0
44,1,8,20686,1,,,0,68,470066,40,Icon_Skill_Passive_23251,60,253,154,0,,0
44,2,8,20686,1,,,0,68,470066,80,Icon_Skill_Passive_23251,60,253,231,0,,0
44,3,8,20686,1,,,0,68,470066,120,Icon_Skill_Passive_23251,60,253,308,0,,0
44,4,8,20686,1,,,0,68,470066,140,Icon_Skill_Passive_23251,60,253,385,0,,0
45,0,8,20687,1,,,0,68,470067,20,Icon_Skill_Passive_20232,101,253,41,0,,0
45,1,8,20687,1,,,0,68,470067,40,Icon_Skill_Passive_20232,101,253,82,0,,0
45,2,8,20687,1,,,0,68,470067,80,Icon_Skill_Passive_20232,101,253,123,0,,0
45,3,8,20687,1,,,0,68,470067,120,Icon_Skill_Passive_20232,101,253,164,0,,0
45,4,8,20687,1,,,0,68,470067,140,Icon_Skill_Passive_20232,101,253,205,0,,0
46,0,8,20698,3,,,0,70,470068,1,Icon_Skill_Passive_20233,102,253,104,0,,0
46,1,8,20698,3,,,0,70,470068,2,Icon_Skill_Passive_20233,102,253,208,0,,0
46,2,8,20698,3,,,0,70,470068,4,Icon_Skill_Passive_20233,102,253,312,0,,0
46,3,8,20698,3,,,0,70,470068,6,Icon_Skill_Passive_20233,102,253,416,0,,0
46,4,8,20698,3,,,0,70,470068,7,Icon_Skill_Passive_20233,102,253,520,0,,0
47,0,9,30281,2,,,0,69,472021,20,Icon_Skill_Passive_20234,10,253,83,0,,0
47,1,9,30281,2,,,0,69,472021,50,Icon_Skill_Passive_20234,10,253,166,0,,0
47,2,9,30281,2,,,0,69,472021,100,Icon_Skill_Passive_20234,10,253,249,0,,0
47,3,9,30281,2,,,0,69,472021,150,Icon_Skill_Passive_20234,10,253,332,0,,0
47,4,9,30281,2,,,0,69,472021,170,Icon_Skill_Passive_20234,10,253,415,0,,0
48,0,9,30282,2,,,0,69,472022,20,Icon_Skill_Passive_20235,11,253,93,0,,0
48,1,9,30282,2,,,0,69,472022,50,Icon_Skill_Passive_20235,11,253,186,0,,0
48,2,9,30282,2,,,0,69,472022,100,Icon_Skill_Passive_20235,11,253,279,0,,0
48,3,9,30282,2,,,0,69,472022,150,Icon_Skill_Passive_20235,11,253,372,0,,0
48,4,9,30282,2,,,0,69,472022,170,Icon_Skill_Passive_20235,11,253,465,0,,0
49,0,10,30381,2,,,0,69,472031,30,Icon_Skill_Passive_21251,29,253,54,0,,0
49,1,10,30381,2,,,0,69,472031,60,Icon_Skill_Passive_21251,29,253,108,0,,0
49,2,10,30381,2,,,0,69,472031,130,Icon_Skill_Passive_21251,29,253,162,0,,0
49,3,10,30381,2,,,0,69,472031,200,Icon_Skill_Passive_21251,29,253,216,0,,0
49,4,10,30381,2,,,0,69,472031,230,Icon_Skill_Passive_21251,29,253,270,0,,0
50,0,10,30382,2,,,0,69,472032,30,Icon_Skill_Passive_20231,26,253,55,0,,0
50,1,10,30382,2,,,0,69,472032,60,Icon_Skill_Passive_20231,26,253,110,0,,0
50,2,10,30382,2,,,0,69,472032,130,Icon_Skill_Passive_20231,26,253,165,0,,0
50,3,10,30382,2,,,0,69,472032,200,Icon_Skill_Passive_20231,26,253,220,0,,0
50,4,10,30382,2,,,0,69,472032,230,Icon_Skill_Passive_20231,26,253,275,0,,0
51,0,11,20781,0,,,0,67,470071,20,Icon_Skill_Active_10112,1,2,53,0,,0
51,1,11,20781,0,,,0,67,470071,50,Icon_Skill_Active_10112,1,2,106,0,,0
51,2,11,20781,0,,,0,67,470071,110,Icon_Skill_Active_10112,1,2,159,0,,0
51,3,11,20781,0,,,0,67,470071,170,Icon_Skill_Active_10112,1,2,212,0,,0
51,4,11,20781,0,,,0,67,470071,200,Icon_Skill_Active_10112,1,2,265,0,,0
52,0,11,20782,0,,,0,67,470072,20,Icon_Skill_Unique_30001,21,22,64,0,,0
52,1,11,20782,0,,,0,67,470072,50,Icon_Skill_Unique_30001,21,22,128,0,,0
52,2,11,20782,0,,,0,67,470072,110,Icon_Skill_Unique_30001,21,22,192,0,,0
52,3,11,20782,0,,,0,67,470072,170,Icon_Skill_Unique_30001,21,22,256,0,,0
52,4,11,20782,0,,,0,67,470072,200,Icon_Skill_Unique_30001,21,22,320,0,,0
53,0,11,20783,0,,,0,67,470073,20,Icon_Skill_Passive_23211,58,253,90,0,,0
53,1,11,20783,0,,,0,67,470073,50,Icon_Skill_Passive_23211,58,253,180,0,,0
53,2,11,20783,0,,,0,67,470073,110,Icon_Skill_Passive_23211,58,253,270,0,,0
53,3,11,20783,0,,,0,67,470073,170,Icon_Skill_Passive_23211,58,253,360,0,,0
53,4,11,20783,0,,,0,67,470073,200,Icon_Skill_Passive_23211,58,253,450,0,,0
54,0,11,20784,1,,,0,68,470074,20,Icon_Skill_Passive_23251,60,253,78,0,,0
54,1,11,20784,1,,,0,68,470074,40,Icon_Skill_Passive_23251,60,253,156,0,,0
54,2,11,20784,1,,,0,68,470074,90,Icon_Skill_Passive_23251,60,253,234,0,,0
54,3,11,20784,1,,,0,68,470074,140,Icon_Skill_Passive_23251,60,253,312,0,,0
54,4,11,20784,1,,,0,68,470074,160,Icon_Skill_Passive_23251,60,253,390,0,,0
55,0,11,20785,1,,,0,68,470075,20,Icon_Skill_Passive_20232,101,253,58,0,,0
55,1,11,20785,1,,,0,68,470075,40,Icon_Skill_Passive_20232,101,253,116,0,,0
55,2,11,20785,1,,,0,68,470075,90,Icon_Skill_Passive_20232,101,253,174,0,,0
55,3,11,20785,1,,,0,68,470075,140,Icon_Skill_Passive_20232,101,253,232,0,,0
55,4,11,20785,1,,,0,68,470075,160,Icon_Skill_Passive_20232,101,253,290,0,,0
56,0,11,20786,1,,,0,68,470076,20,Icon_Skill_Passive_20233,102,253,63,0,,0
56,1,11,20786,1,,,0,68,470076,40,Icon_Skill_Passive_20233,102,253,126,0,,0
56,2,11,20786,1,,,0,68,470076,90,Icon_Skill_Passive_20233,102,253,189,0,,0
56,3,11,20786,1,,,0,68,470076,140,Icon_Skill_Passive_20233,102,253,252,0,,0
56,4,11,20786,1,,,0,68,470076,160,Icon_Skill_Passive_20233,102,253,315,0,,0
57,0,11,20787,1,,,0,68,470077,20,Icon_Skill_Passive_20234,10,253,66,0,,0
57,1,11,20787,1,,,0,68,470077,40,Icon_Skill_Passive_20234,10,253,132,0,,0
57,2,11,20787,1,,,0,68,470077,90,Icon_Skill_Passive_20234,10,253,198,0,,0
57,3,11,20787,1,,,0,68,470077,140,Icon_Skill_Passive_20234,10,253,264,0,,0
57,4,11,20787,1,,,0,68,470077,160,Icon_Skill_Passive_20234,10,253,330,0,,0
58,0,11,20798,3,,,0,70,470078,1,Icon_Skill_Passive_20235,11,253,170,0,,0
58,1,11,20798,3,,,0,70,470078,2,Icon_Skill_Passive_20235,11,253,340,0,,0
