Id,EffectType,EffectParam,EffectGrowth1,EffectGrowth2,PointCount
21251,44,"6, 1153, 10000, 10000",1.35,1,
212611,150,"200,1000",1,1,
212611,174,"69,3194",1.8,1,
212621,117,"500, 2500",1,1,
21263,181,"16203,135258",1,1,
212512,2,"57, 5763",1,1,
212521,165,"10000,30000",1,1,
222121,21,"380, 7512",1,1,
222122,22,"380, 7512",1,1,
22211,28,"1500, 2500",1,1,
22213,28,"1500,3000",1,1,
22213,26,"6823,34200",1,1,
22221,14,"400, 1000",1,1,
22223,1,"3116,27263",1,1,
22232,114,222321,1,1,
22231,7,"100, 200",1,1,3
22231,62,"100, 200",1,1,3
22233,192,"500,1000",1,1,3
22241,62,"2000, 3500",1,1,
222421,240,,1,1,
222421,237,"10000,15000",1,1,
22253,3,"-1800,-4000",1,1,
22253,4,"-1800,-4000",1,1,
22261,28,"1500, 2500",1,1,
22262,181,"16203,135258",1,1,
23211,52,"300, 800",1,1,
132133,181,"56713,410283",1,1,
23221,9,"3000, 10000",1,1,
23223,137,"2,1",1,1,
232231,1,"6232,41697",1,1,
23231,23,"-1000, -1500",1,1,
23231,24,"-1000, -1500",1,1,
23233,21,"-11938,-113154",1,1,
23233,22,"-11938,-113154",1,1,
23231,13,"-500, -1000",1.6,1,
23241,31,"1000, 3000",1,1,
23251,9,"3000, 10000",1,1,
23253,117,"8000,8000",1,1,
232531,2,"18698,125093",1,1,
23261,52,"10, 60",1,1,3
23262,181,"16203,135258",1,1,
24211,1,"28, 6052",1.35,1,
242121,137,1,,,
24213,46,"42130,281337,0,0",1,1,
24221,1,"54, 3265",1.5,1,
24221,104,"1, 1",1.5,1,
242231,7,"2000, 4000",1,1,
24224,37,"1500,2000",1,1,
24224,21,"13265,96143",1,1,
24224,22,"13265,96143",1,1,
24231,14,"400, 1000",1,1,
242321,10,"173, 7987",1.5,1,
24241,28,"1200, 2000",1,1,
24241,7,"500, 1000",1,1,
242421,74,,,,
2424211,3,"-300, -600",1,1,
2424211,4,"-300, -600",1,1,
242422,74,,,,
24243,74,,,,
242431,21,"-19898,-166403",1,1,
242431,22,"-19898,-166403",1,1,
242432,62,"-3000,-3000",1,1,
24251,4,"500, 3500",1,1,
24252,21,"362, 8943",1.4,1,
24252,22,"362, 8943",1.4,1,
242521,55,,,,
24253,189,"13265,125729",1,1,
24253,190,"13265,125729",1,1,
24261,136,"500, 2000",1,1,
24263,181,"16203,135258",1,1,
20107,241,"-2000,-2000",1,1,
30001,23,"2500, 10000",1,1,
30001,24,"2500, 10000",1,1,
30001,81,"3000, 3000",1,1,
30001,98,"3000, 3000",1,1,
30002,62,"2000, 5000",1,1,
30004,43,"0, 0, 8000, 30000",1.5,1,
30004,44,"0, 0, 8000, 30000",1.5,1,
30006,74,,,,
30008,23,"500, 5000",1.5,1,
30008,24,"500, 5000",1.5,1,
30008,114,,,,
30010,117,"500, 5000",1,1,
30013,70,"1000, 5500",1,1,
30014,32,"-5000, -7000",1,1,
30014,62,"-6000, -8000",1,1,
300141,43,"0, 0, 8000, 30000",1,1,
300141,44,"0, 0, 8000, 30000",1,1,
30015,99,"10000, 10000",1,1,
300151,37,"3000, 5000",1,1,
300151,162,"1000, 2500",1,1,
31001,62,"-2000, -5000",1,1,
35001,1,"10, 10950",2.3,2.3,
35002,37,"200, 500",1,1,
35003,1,"12, 25362",2.3,2.3,
35004,28,"200, 500",1,1,
35005,2,"11, 16945",2.3,2.3,
35006,32,"100, 700",1,1,
35011,41,"1500, 2500",1,1,
35011,42,"2000, 3000",1,1,
35011,21,"311, 9191",1.8,1,
35011,22,"311, 9191",1.8,1,
35021,3,"100, 600",1,1,
35031,14,"500, 1000",1,1,
35031,9,"2500, 5000",1,1,
35111,41,"2000, 3000",1,1,
35111,42,"1500, 2500",1,1,
35111,21,"311, 9191",1.8,1,
35111,22,"311, 9191",1.8,1,
35121,14,"400, 1000",1,1,
35122,3,"100, 600",1,1,
35131,10,"52,6174",1.5,1.5,
35141,237,"300, 1500",1,1,
35151,35,"1000, 3000",1,1,
35161,28,"1500, 2500",1,1,
35221,3,"100, 600",1,1,
35231,9,"3000, 10000",1,1,
35231,141,"2000, 5000",1,1,
35311,41,"1750, 2750",1,1,
35311,42,"1750, 2750",1,1,
35311,59,"500, 1500",1,1,
35311,21,"311, 9191",1.8,1,
35311,22,"311, 9191",1.8,1,
35321,3,"100, 600",1,1,
35331,14,"400, 1000",1,1,
35332,10,"173, 7987",1.5,1,
35332,35,"1500, 3000",1,1,
35341,28,"1200,2000",1,1,
35341,7,"500,1000",1,1,
35441,141,"1500,3000",1,1,
35441,35,"1500,3000",1,1,
35531,192,"1000,2000",1,1,
35641,29,"6810,36048",1,1,
35641,194,"1500,3000",1,1,
35731,142,"1500,3000",1,1,
35731,196,"1500,3000",1,1,
35751,189,"13265,125729",,,
35751,190,"13265,125729",,,
11223102,3,"500,500",1,1,
11261103,3,"-1000,-1000",1,1,
11261103,4,"-1000,-1000",1,1,
12223102,3,"300,300",1,1,
12223102,4,"300,300",1,1,
12223103,3,"300,300",1,1,
12223103,4,"300,300",1,1,
12224103,14,"300,300",1,1,
12243102,14,"700,700",1,1,
13223102,3,"700,700",1,1,
13243102,9,"800,800",1,1,
14212103,3,"-500,-500",1,1,
14212103,4,"-500,-500",1,1,
14253102,7,"1000,1000",1,1,
14253103,37,"700,700",1,1,
23261101,52,"30,30",1,1,
24242101,3,"300,300",1,1,
24242102,3,"300,300",1,1,
40004,1,"100, 5000",1,1,
40005,2,"100, 5000",1,1,
40006,3,"100, 5000",1,1,
40007,4,"100, 5000",1,1,
40008,5,"100, 5000",1,1,
40009,6,"100, 5000",1,1,
40010,7,"1000, 5000",1,1,
40011,9,"100, 5000",1,1,
40012,14,"100, 5000",1,1,
40013,15,"100, 5000",1,1,
40014,16,"100, 5000",1,1,
40015,17,"100, 5000",1,1,
40016,18,"100, 5000",1,1,
40017,19,"100, 5000",1,1,
40018,20,"100, 5000",1,1,
40019,21,"100, 5000",1,1,
40020,22,"100, 5000",1,1,
40021,23,"100, 5000",1,1,
40022,24,"100, 5000",1,1,
40023,26,"100, 5000",1,1,
40024,27,"100, 5000",1,1,
40025,28,"100, 5000",1,1,
40026,29,"100, 5000",1,1,
40027,30,"100, 5000",1,1,
40028,31,"100, 5000",1,1,
40029,32,"100, 5000",1,1,
40030,33,"100, 5000",1,1,
40031,34,"100, 5000",1,1,
40032,35,"100, 5000",1,1,
40033,36,"100, 5000",1,1,
40034,37,"100, 5000",1,1,
40035,38,"100, 5000",1,1,
40036,39,"100, 5000",1,1,
40037,40,"100, 5000",1,1,
40038,41,"100, 5000",1,1,
40039,42,"100, 5000",1,1,
40040,43,"100, 5000",1,1,
40041,44,"100, 5000",1,1,
40042,45,"100, 5000",1,1,
40043,46,"100, 5000",1,1,
40044,48,"100, 5000",1,1,
40045,51,"100, 5000",1,1,
40046,52,"100, 5000",1,1,
40047,53,"100, 5000",1,1,
40048,54,"100, 5000",1,1,
40049,58,"100, 5000",1,1,
40050,59,"100, 5000",1,1,
40051,60,"100, 5000",1,1,
40052,61,"100, 5000",1,1,
40053,62,"2000, 5000",1,1,
40054,65,"100, 5000",1,1,
40055,66,"100, 5000",1,1,
40056,67,"100, 5000",1,1,
40057,70,"100, 5000",1,1,
40058,75,"100, 5000",1,1,
40059,76,"100, 5000",1,1,
40060,77,"100, 5000",1,1,
40061,78,"100, 5000",1,1,
40062,79,"100, 5000",1,1,
40063,81,"100, 5000",1,1,
40064,87,"100, 5000",1,1,
40065,89,"100, 5000",1,1,
40066,97,"100, 5000",1,1,
40067,98,"100, 5000",1,1,
40068,99,"100, 5000",1,1,
40069,103,"100, 5000",1,1,
40070,104,"100, 5000",1,1,
40071,100,"100, 5000",1,1,
40072,101,"100, 5000",1,1,
40073,102,"100, 5000",1,1,
40074,10,"100, 5000",1,1,
40075,11,"100, 5000",1,1,
40076,12,"100, 5000",1,1,
40077,13,"100, 5000",1,1,
50001,43,"100, 100, 15000, 15000",1.5,1.5,
50002,7,"-3000, -3000",1.5,1.5,
50002,62,"-3000, -3000",1.5,1.5,
50003,31,"-3000, -3000",1.5,1.5,
50004,43,"100, 100, 15000, 15000",1.5,1.5,
50005,74,"0, 0",,,
50006,43,"100, 100, 15000, 15000",1.5,1.5,
50007,43,"100, 100, 15000, 15000",1.5,1.5,
50008,23,"-3000, -3000",1.5,1.5,
50008,3,"-3000, -3000",1.5,1.5,
50010,74,"0, 0",,,
60099,43,"15, 15, 30000, 30000",1.5,1.5,
60103,62,,,,
60118,21,"100000,  100000",0,0,
60118,22,"100000,  100000",0,0,
60136,74,"0, 0",,,
60137,74,"0, 0",,,
71023,62,"-4000, -4000",,,
71452,43,"0, 0, 30000, 30000",1.5,1.5,
71462,43,"0, 0, 20000, 20000",1.5,1.5,
71574,23,"-6000, -6000",,,
71574,24,"-6000, -6000",,,
71575,74,"0, 0",,,
71576,74,"0, 0",,,
71577,43,"15, 15, 30000, 30000",1.5,1.5,
71578,31,"-6000, -6000",1,1,
71579,62,"-4000, -4000",,,
71580,36,"73000, 82000",1,1,
71581,74,"0, 0",,,
73013,3,"3000, 3000",,,
73013,4,"3000, 3000",,,
73013,7,"2000, 2000",,,
73022,3,"-1000, -1000",,,
73022,4,"-1000, -1000",,,
73031,23,"-1000, -1000",,,
73031,24,"-1000, -1000",,,
73033,3,"500, 500",,,
73033,7,"1000, 1000",,,
74011,74,"0, 0",,,
74022,111,"100, 100",1.5,1.5,
74032,109,"2000, 2000",1.5,1.5,
74042,44,"500, 500, 30000, 30000",,,
74051,44,"500, 500, 52000, 52000",1.5,1.5,
74051,62,"-3000, -3000",1.5,1.5,
74062,62,"-6000, -6000",1.5,1.5,
74071,44,"500, 500, 45000, 45000",1.5,1.5,
74072,62,"-7500, -7500",1.5,1.5,
74082,1,"5000, 5000",1.5,1.5,
74083,62,"5000, 5000",1.5,1.5,
74084,23,"-5000, -5000",1.5,1.5,
74085,1,"5000, 5000",1.5,1.5,
74086,62,"5000, 5000",1.5,1.5,
74087,23,"-5000, -5000",1.5,1.5,
74088,1,"5000, 5000",1.5,1.5,
74089,62,"5000, 5000",1.5,1.5,
74090,23,"-5000, -5000",1.5,1.5,
74091,1,"3000, 3000",1.5,1.5,
74092,62,"3000, 3000",1.5,1.5,
74093,23,"-5000, -5000",1.5,1.5,
74094,74,"10000, 10000",1.5,1.5,
74095,37,"-10000, -10000",1.5,1.5,
74111,62,"-7500, -7500",1.5,1.5,
74121,37,"-10000, -10000",1.5,1.5,
74122,43,"500, 500, 15000, 15000",1.5,1.5,
74131,43,"500, 500, 15000, 15000",1.5,1.5,
74132,74,"10000, 10000",1.5,1.5,
74134,47,,,,
741341,43,"0, 0, 100000, 100000",,,
741342,74,,,,
741351,115,"74136, 0",,,
7413511,84,,,,
741352,128,,,,
741353,43,,1.5,1.5,
77001,43,"0, 0, 15000, 15000",1.5,1.5,
77002,7,"-3000, -3000",1.5,1.5,
77002,62,"-4500, -4500",1.5,1.5,
77003,31,"-3000, -3000",1.5,1.5,
77004,43,"0, 0, 15000, 15000",1.5,1.5,
77004,23,"-2000, -2000",1.5,1.5,
77005,74,"0, 0",,,
77006,43,"100, 100, 15000, 15000",1.5,1.5,
77006,3,"-2000, -2000",1.5,1.5,
77006,4,"-2000, -2000",1.5,1.5,
77007,43,"0, 0, 15000, 15000",1.5,1.5,
77007,62,"-3000, -3000",1.5,1.5,
77008,24,"-3000, -3000",1.5,1.5,
77008,4,"-3000, -3000",1.5,1.5,
77008,23,"-3000, -3000",1.5,1.5,
77008,3,"-3000, -3000",1.5,1.5,
77085,3,"-1000, -1000",,,
79009,23,"-3000, -3000",1.5,1.5,
79009,3,"-3000, -3000",1.5,1.5,
79010,74,"0, 0",,,
801011,3,"5000, 5000",1,1,
801011,4,"5000, 5000",1,1,
801012,3,"3000, 3000",1,1,
801013,4,"3000, 3000",1,1,
801021,7,"5000, 5000",1,1,
801022,7,"2000, 2000",1,1,
801031,23,"30000, 30000",1,1,
801031,24,"30000, 30000",1,1,
801032,23,"3500, 3500",1,1,
801033,24,"3500, 3500",1,1,
801041,62,"3000, 3000",1,1,
801042,62,"3000, 3000",1,1,
801053,3,"5000, 5000",1,1,
801053,4,"5000, 5000",1,1,
801054,7,"2000, 2000",1,1,
801055,62,"3000, 3000",1,1,
801056,3,"5000,5000",1,1,
801057,7,"6000,6000",1,1,
801058,133,"30000,30000",1,1,
801059,240,,1,1,3
80105,59,"4000, 4000",1,1,
80106,61,"4000, 4000",1,1,
90001,59,"300, 1200",1,1,
90002,61,"300, 1200",1,1,
90003,23,"300, 1200",1,1,
90003,24,"300, 1200",1,1,
90004,3,"300, 1200",1,1,
90004,4,"300, 1200",1,1,
90005,30,"300, 1200",1,1,
90006,27,"300, 1200",1,1,
90007,62,"300, 1200",1,1,
90008,9,"300, 1200",1,1,
90009,12,"300, 1200",1,1,
905001,89,"100, 100",1,1,
905001,57,"100, 100",1,1,
905001,120,"100, 100",1,1,
905001,122,"100, 100",1,1,
905001,123,"100, 100",1,1,
905002,89,"200, 200",1,1,
905002,57,"200, 200",1,1,
905002,120,"100, 100",1,1,
905002,122,"100, 100",1,1,
905002,123,"100, 100",1,1,
905002,105,"100, 100",1,1,
905002,100,"100, 100",1,1,
905003,89,"300, 300",1,1,
905003,57,"300, 300",1,1,
905003,120,"200, 200",1,1,
905003,122,"200, 200",1,1,
905003,123,"200, 200",1,1,
905003,105,"100, 100",1,1,
905003,100,"100, 100",1,1,
905004,89,"400, 400",1,1,
905004,57,"400, 400",1,1,
905004,120,"200, 200",1,1,
905004,122,"200, 200",1,1,
905004,123,"200, 200",1,1,
905004,105,"200, 200",1,1,
905004,100,"200, 200",1,1,
905005,89,"500, 500",1,1,
905005,57,"500, 500",1,1,
905005,120,"300, 300",1,1,
905005,122,"300, 300",1,1,
905005,123,"300, 300",1,1,
905005,105,"200, 200",1,1,
905005,100,"200, 200",1,1,
905006,89,"600, 600",1,1,
905006,57,"600, 600",1,1,
905006,120,"300, 300",1,1,
905006,122,"300, 300",1,1,
905006,123,"300, 300",1,1,
905006,105,"300, 300",1,1,
905006,100,"300, 300",1,1,
905007,89,"700, 700",1,1,
905007,57,"700, 700",1,1,
905007,120,"400, 400",1,1,
905007,122,"400, 400",1,1,
905007,123,"400, 400",1,1,
905007,105,"300, 300",1,1,
905007,100,"300, 300",1,1,
905008,89,"800, 800",1,1,
905008,57,"800, 800",1,1,
905008,120,"400, 400",1,1,
905008,122,"400, 400",1,1,
905008,123,"400, 400",1,1,
905008,105,"400, 400",1,1,
905008,100,"400, 400",1,1,
905009,89,"900, 900",1,1,
905009,57,"900, 900",1,1,
905009,120,"500, 500",1,1,
905009,122,"500, 500",1,1,
905009,123,"500, 500",1,1,
905009,105,"400, 400",1,1,
905009,100,"400, 400",1,1,
905010,89,"1000, 1000",1,1,
905010,57,"1000, 1000",1,1,
905010,120,"500, 500",1,1,
905010,122,"500, 500",1,1,
905010,123,"500, 500",1,1,
905010,105,"500, 500",1,1,
905010,100,"500, 500",1,1,
905101,21,"500, 500",1,1,
905101,22,"500, 500",1,1,
905102,58,"1000, 1000",1,1,
905102,60,"1000, 1000",1,1,
905103,1,"500, 500",1,1,
905103,2,"500, 500",1,1,
905104,21,"1200, 1200",1,1,
905104,22,"1200, 1200",1,1,
905105,58,"2000, 2000",1,1,
905105,60,"2000, 2000",1,1,
905106,1,"1200, 1200",1,1,
905106,2,"1200, 1200",1,1,
905107,21,"2000, 2000",1,1,
905107,22,"2000, 2000",1,1,
905107,10,"500, 500",1,1,
905108,58,"3000, 3000",1,1,
905108,60,"3000, 3000",1,1,
905108,10,"500, 500",1,1,
905109,1,"2000, 2000",1,1,
905109,2,"2000, 2000",1,1,
905109,10,"500, 500",1,1,
905501,3,"1000, 1000",1,1,
905502,4,"1000, 1000",1,1,
905503,23,"1000, 1000",1,1,
905504,24,"1000, 1000",1,1,
905505,62,"1500, 1500",1,1,
905506,105,"5000, 5000",1,1,
905507,7,"2000, 2000",1,1,
905508,28,"5000, 5000",1,1,
905509,102,"10000, 10000",1,1,
905510,36,"2000, 2000",1,1,
905511,40,"1000, 1000",1,1,
905512,140,"3000, 3000",1,1,
905513,101,"10000, 10000",1,1,
905514,116,"201, 1",1,1,
905515,116,"202, 1",1,1,
905516,120,"2500, 2500",1,1,
905601,115,"905602, 0",1,1,
905602,62,"3000, 3000",1,1,
905603,115,"905604, 0",1,1,
905604,62,"-5000, -5000",1,1,
905605,116,"203, 1",1,1,
905606,115,"905607, 0",1,1,
905607,136,"5000, 5000",1,1,
905608,3,"2000, 2000",1,1,
905608,4,"2000, 2000",1,1,
905608,23,"-6000, -6000",1,1,
905608,24,"-6000, -6000",1,1,
905609,3,"-1500, -1500",1,1,
905609,4,"-1500, -1500",1,1,
905609,23,"10000, 10000",1,1,
905609,24,"10000, 10000",1,1,
905610,99,"5000, 5000",1,1,
905611,115,"905612, 0",1,1,
905612,147,"2000, 2000, 1",,,
906000,55,,1,1,
906001,115,"906002, 0",1,1,
906002,111,"5000, 5000",1,1,
906003,62,"2500, 2500",1,1,
906100,55,,1,1,
906100,62,"3000, 3000",1,1,
906101,111,"5000, 5000",1,1,
906102,62,"3000, 3000",1,1,
906500,55,,1,1,
906500,99,"10000, 10000",1,1,
906501,3,"3000, 3000",1,1,
906501,4,"3000, 3000",1,1,
906501,23,"3000, 3000",1,1,
906501,24,"3000, 3000",1,1,
906501,7,"3000, 3000",1,1,
906501,62,"3000, 3000",1,1,
944151,115,"94416, 0",1,1,
944161,23,"50000,50000",1,1,
944161,24,"50000,50000",1,1,
11,33,"5000, 5000",1.5,1.5,
11,34,"5000, 5000",1.5,1.5,
12,74,"0, 0",,,
100001,55,"0, 0",,,
100002,56,"0, 0",,,
100003,73,"0, 0",,,
100004,71,"0, 0",,,
100005,68,"0, 0",,,
100006,3,"1000, 1000",1.5,1.5,
100006,4,"1000, 1000",1.5,1.5,
100007,3,"1000, 1000",1.5,1.5,
100007,4,"1000, 1000",1.5,1.5,
100008,3,"3000, 3000",1.5,1.5,
100008,4,"3000, 3000",1.5,1.5,
100009,246,"0, 0",,,
100011,33,"100, 100",1.5,1.5,
100011,34,"100, 100",1.5,1.5,
100012,33,"200, 200",1.5,1.5,
100012,34,"200, 200",1.5,1.5,
100013,33,"300, 300",1.5,1.5,
100013,34,"300, 300",1.5,1.5,
100014,33,"400, 400",1.5,1.5,
100014,34,"400, 400",1.5,1.5,
