Id,Title,Name,NameEN,Grade,Type,InteractionType,ScaleFactor,VisibleLevel,Level,BasicAttackSkillInfoIdList,CreateSkillInfoId,IgnoreHitAnim,Aggressive,Movable,Rotatable,IsMonster,SpawnAnim,DisableSpawnVFX,SpawnVFX,HitFX,HitSocket,HitSound,BP_Name,IconTexture,QuestOnly,AppearanceScenePlay,IsBoss,MonsterCoreItemInfoId,RaceType,RaceIconPath,JobIconPath,CutSceneType,UseMatineeActor,MonsterType,MonsterGrade,InteractionVoiceID,QuestFinishVoiceID,IconTexture2,IconTitle,MinimapMark
119,,성물방문 왼쪽 방어탑 ,CastleSiege_DefenseTower,5,2,24,1,0,116,80008,,0,1,0,0,1,,0,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,,,0
120,,성물방문 오른쪽 방어탑 ,CastleSiege_DefenseTower,5,2,24,1,0,116,80008,,0,1,0,0,1,,0,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,,,0
121,,성물 왼쪽 방어탑 ,CastleSiege_DefenseTower,5,2,24,1,0,116,80008,,0,1,0,0,1,,0,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,,,0
122,,성물 오른쪽 방어탑 ,CastleSiege_DefenseTower,5,2,24,1,0,116,80008,,0,1,0,0,1,,0,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,,,0
123,,좌측 함정 ,CastleSiege_Trap,5,5,24,1,0,116,80002,,0,1,0,0,1,,0,,,,,BP_CastleSiegeTrap, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,,,0
124,,우측 함정 ,CastleSiege_Trap,5,5,24,1,0,116,80002,,0,1,0,0,1,,0,,,,,BP_CastleSiegeTrap, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,,,0
201,퀘스트 관리인,로이드,Noble_01,0,17,10,1,0,290,,,0,0,0,1,0,,0,,,,,BP_Noble_01,Noble_01,0,0,0,,0,Icon_Ability_Human,,,0,5,7,33,34,UI_Icon_AgitInfo_Minimap,퀘스트 관리인,0
202,유물 관리인,페르넬,Fernel,0,17,15,1,0,290,,,0,0,0,1,0,,0,,,,,BP_Fernel, Icon_MonsterCore_Sample,0,0,0,,0,Icon_Ability_Human,,,0,5,7,105,106,UI_Icon_AgitRelic_Minimap,유물 관리인,0
203,물약 관리인,제키,SmeltingMerchant,0,17,14,1,0,290,,,0,0,0,1,0,,0,,,,,BP_SmeltingMerchant,SmeltingMerchant_01,0,0,0,,0,Icon_Ability_Human,,,0,5,7,51,52,UI_Icon_AgitLiquid_Minimap,물약 관리인,0
204,만찬 관리인,엠마,WarehouseKeeper_W_01,0,17,11,1,0,290,,,0,0,0,1,0,,0,,,,,BP_WarehouseKeeper_W_01, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,120,121,UI_Icon_AgitBanquet_MiniMap,만찬 관리인,0
205,만물상,판,CatTheCat,1,17,16,1,0,290,152101,,0,0,0,1,0,,0,,,,,BP_CatTheCat,CatTheCat_01,0,0,0,,0,Icon_Ability_Human,,,0,5,7,9,10,UI_Icon_CatFestival_MiniMap,만물상,0
211,,결속의 수정,Object_AgitCrystal_Spawn,2,12,12,1,0,290,,,0,0,0,1,0,,0,,,,,BP_Object_AgitCrystal_Spawn, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_AgitCrystal_MiniMap,,0
212,,벽난로,Object_AgitFireplace,2,12,13,1,0,290,,,0,0,0,1,0,,0,,,,,BP_Object_AgitFireplace, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_AgitFirePlace_MiniMap,,0
221,채집,빨강 픽시,Pixy_Collect02,0,16,24,1,1,10,,311,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Collect02, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Red,,0
222,채집,주황 픽시,Pixy_Collect03,0,16,24,1,1,10,,312,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Collect03, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Orange,,0
223,채집,노랑 픽시,Pixy_Collect04,0,16,24,1,1,10,,311,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Collect04, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Yellow,,0
224,채집,초록 픽시,Pixy_Collect01,0,16,24,1,1,10,,311,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Collect01, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Green,,0
225,채집,파랑 픽시,Pixy_Collect05,0,16,24,1,1,10,,314,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Collect05, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Blue,,0
226,채집,보라 픽시,Pixy_Collect06,0,16,24,1,1,10,,311,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Collect06, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Purple,,0
231,광부,빨강 픽시,Pixy_Dig02,0,16,24,1,1,10,,311,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Dig02, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Red,,0
232,광부,주황 픽시,Pixy_Dig03,0,16,24,1,1,10,,312,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Dig03, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Orange,,0
233,광부,노랑 픽시,Pixy_Dig04,0,16,24,1,1,10,,311,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Dig04, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Yellow,,0
234,광부,초록 픽시,Pixy_Dig01,0,16,24,1,1,10,,311,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Dig01, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Green,,0
235,광부,파랑 픽시,Pixy_Dig05,0,16,24,1,1,10,,314,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Dig05, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Blue,,0
236,광부,보라 픽시,Pixy_Dig06,0,16,24,1,1,10,,311,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Dig06, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Purple,,0
241,황금,빨강 픽시,Pixy_Gold02,0,16,24,1,1,10,,311,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Gold02, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Red,,0
242,황금,주황 픽시,Pixy_Gold03,0,16,24,1,1,10,,312,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Gold03, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Orange,,0
243,황금,노랑 픽시,Pixy_Gold04,0,16,24,1,1,10,,311,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Gold04, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Yellow,,0
244,황금,초록 픽시,Pixy_Gold01,0,16,24,1,1,10,,311,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Gold01, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Green,,0
245,황금,파랑 픽시,Pixy_Gold05,0,16,24,1,1,10,,314,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Gold05, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Blue,,0
246,황금,보라 픽시,Pixy_Gold06,0,16,24,1,1,10,,311,0,0,1,1,1,,0,,,,Common/PC_Hit_Pixie_01,BP_Pixy_Gold06, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,UI_Icon_MinimapPixie_Purple,,0
301,,그린 라텔 로버스트,Ratel,0,17,24,1,0,402,304,304,0,0,1,1,1,,0,,,,,BP_Ratel_SecretMine_01, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,,,0
302,,실버 라텔 로버스트,Ratel,0,17,24,1,0,402,304,304,0,0,1,1,1,,0,,,,,BP_Ratel_SecretMine_02, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,,,0
303,,골드 라텔 로버스트,Ratel,0,17,24,1,0,402,304,304,0,0,1,1,1,,0,,,,,BP_Ratel_SecretMine_03, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0,,,0
304,,만드라고라,Root,0,17,24,1,0,402,50035,,0,1,1,1,1,,0,,,,,BP_Mandragora,Icon_MonsterCore_Mandragora,0,0,0,,6,Icon_Ability_Monster,Icon_Ability_Walker,S,0,5,7,0,0,,,0
305,,정원의 수호자,SecretEnt,2,17,24,1,0,402,,305,1,0,1,1,1,,0,,,,,BP_SecretEnt,Icon_MonsterCore_SecretEnt,0,0,0,,1,Icon_Ability_MagicalCreature,Icon_Ability_Patrol,S,1,5,7,0,0,,,0
401,계정 창고지기,니겔,WarehouseKeeper,0,17,17,1,0,290,,,0,0,1,1,0,,1,,,,,BP_WarehouseKeeper,WarehouseKeeper,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,0,5,7,71,72,UI_Icon_Strorage_MiniMap,계정 창고지기,0
402,은빛용병단,아이멜,Aimel_NoWeapon,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Aimel_NoWeapon, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,21,22,,,0
403,만물상,판,CatTheCat,1,17,24,1,0,30,152101,,0,0,1,1,0,,1,,,,,BP_CatTheCat,CatTheCat_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,5,6,,,0
404,,은빛용병단원,SilverCompanyGuard_01,1,17,24,1,0,30,"155024,155025",,0,0,1,1,0,,1,,,,,BP_SilverCompanyGuard_01, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,142,143,,,0
405,,은빛용병단원,SilverCompanyGuard_01,1,17,24,1,0,30,"155024,155025",,0,0,1,1,0,,1,,,,,BP_SilverCompanyGuard_01, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,142,143,,,0
406,대장장이 장인,모바트,WarehouseKeeper,1,17,3,1,0,30,,,0,0,1,1,0,,1,,,,,BP_WarehouseKeeper,WarehouseKeeper,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,71,72,,,0
407,,구경꾼,Noble_02,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Noble_02, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,83,84,,,0
408,,구경꾼,Noble_01,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Noble_01,Noble_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Patrol,M,1,5,7,33,34,,,0
409,스크롤 할인 상인,델리아,CattheCat_Merchant_02,1,17,20,1,0,30,,,0,0,1,1,0,,1,,,,,BP_CattheCat_Merchant_02, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,168,169,,,0
410,,초보 마법사,Resident_02,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Resident_02,Resident_02,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,45,46,,,0
411,전직 마스터,파제인,TemplePriest,1,17,23,1,0,30,,,0,0,1,1,0,,1,,,,,BP_TemplePriest,TemplePriest_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,67,68,,,0
414,제빵사,브레만,ItemMerchant,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_ItemMerchant,ItemMerchant_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,17,18,,,0
415,,빵집 아이,LittleGirl,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_LittleGirl,LittleGirl_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Patrol,S,1,5,7,23,24,,,0
416,,배고픈 아이,Student,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Student,student,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,S,1,5,7,57,58,,,0
417,,심심한 아이,LittleGirl,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_LittleGirl,LittleGirl_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Patrol,S,1,5,7,23,24,,,0
418,소모품 할인 상인,폰디악,CattheCat_Merchant_01,1,17,19,1,0,30,,,0,0,1,1,0,,1,,,,,BP_CattheCat_Merchant_01, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,166,167,UI_Icon_GodGift_MiniMap,소모품 할인 상인,0
419,,모험가,Officer,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Officer,Officer,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,39,40,,,0
420,,모험가,CityGuard,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_CityGuard,CityGuard_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,11,12,,,0
421,낚시꾼,테그마,WarehouseKeeper,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_WarehouseKeeper,WarehouseKeeper,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,S,1,5,7,71,72,,,0
422,,낚시꾼,Resident_02,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Resident_02,Resident_02,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,45,46,,,0
423,,마법사,Magician,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Magician,Magician,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,27,28,,,0
424,마구간지기,호세,Resident_04,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Resident_04, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,1,2,,,0
425,,젊은 귀부인,Noble_03,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Noble_03, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,93,94,,,0
426,,호기심 많은 아이,LittleGirl,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_LittleGirl,LittleGirl_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Patrol,S,1,5,7,23,24,,,0
427,,로미,Resident_02,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Resident_02,Resident_02,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,M,1,5,7,45,46,,,0
428,,줄리,ItemMerchant,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_ItemMerchant,ItemMerchant_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,17,18,,,0
429,,노인,Noble_01,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Noble_01,Noble_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Patrol,M,1,5,7,33,34,,,0
430,,신난 아이,Student,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Student,student,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,S,1,5,7,57,58,,,0
431,,꼬마,LittleGirl,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_LittleGirl,LittleGirl_01,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Patrol,S,1,5,7,23,24,,,0
432,,아기 블랙베어,BabyBear,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_BabyBear, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0,,,0
433,,탐험가,Noble_02,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Noble_02, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,83,84,,,0
435,,리에,Student,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Student,student,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,S,1,5,7,57,58,,,0
436,,미오,Resident_03,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Resident_03,Resident_03,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Shaman,S,1,5,7,47,48,,,0
437,,용병단 간부,Officer,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Officer,Officer,0,0,0,,0,Icon_Ability_Human,Icon_Ability_Fighter,M,1,5,7,39,40,,,0
438,,인부,Resident_04,1,17,24,1,0,30,,,0,0,1,1,0,,1,,,,,BP_Resident_04, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,1,2,,,0
