Index,Id,Name,BoxType,BoxItemInfoId,MinItemCount
9024,910101,C 등급 장비 상자,1,210010,1
9025,910101,C 등급 장비 상자,1,220010,1
9026,910101,C 등급 장비 상자,1,230010,1
9027,910101,C 등급 장비 상자,1,240010,1
9028,910101,C 등급 장비 상자,1,210020,1
9029,910101,C 등급 장비 상자,1,220020,1
9030,910101,C 등급 장비 상자,1,230020,1
9031,910101,C 등급 장비 상자,1,240020,1
9032,910101,C 등급 장비 상자,1,210030,1
9033,910101,C 등급 장비 상자,1,220030,1
9034,910101,C 등급 장비 상자,1,230030,1
9035,910101,C 등급 장비 상자,1,240030,1
9036,910101,C 등급 장비 상자,1,210040,1
9037,910101,C 등급 장비 상자,1,220040,1
9038,910101,C 등급 장비 상자,1,230040,1
9039,910101,C 등급 장비 상자,1,240040,1
9040,910101,C 등급 장비 상자,1,210050,1
9041,910101,C 등급 장비 상자,1,220050,1
9042,910101,C 등급 장비 상자,1,230050,1
9043,910101,C 등급 장비 상자,1,240050,1
9044,910101,C 등급 장비 상자,1,210060,1
9045,910101,C 등급 장비 상자,1,220060,1
9046,910101,C 등급 장비 상자,1,230060,1
9047,910101,C 등급 장비 상자,1,240060,1
9048,910101,C 등급 장비 상자,1,210100,1
9049,910101,C 등급 장비 상자,1,220100,1
9050,910101,C 등급 장비 상자,1,230100,1
9051,910101,C 등급 장비 상자,1,240100,1
9052,910101,C 등급 장비 상자,1,210110,1
9053,910101,C 등급 장비 상자,1,220110,1
9054,910101,C 등급 장비 상자,1,230110,1
9055,910101,C 등급 장비 상자,1,240110,1
9056,910101,C 등급 장비 상자,1,210120,1
9057,910101,C 등급 장비 상자,1,220120,1
9058,910101,C 등급 장비 상자,1,230120,1
9059,910101,C 등급 장비 상자,1,240120,1
9084,910101,C 등급 장비 상자,1,210130,1
9085,910101,C 등급 장비 상자,1,220130,1
9086,910101,C 등급 장비 상자,1,230130,1
9087,910101,C 등급 장비 상자,1,240130,1
9088,910101,C 등급 장비 상자,1,210140,1
9089,910101,C 등급 장비 상자,1,220140,1
9090,910101,C 등급 장비 상자,1,230140,1
9091,910101,C 등급 장비 상자,1,240140,1
9092,910101,C 등급 장비 상자,1,210150,1
9093,910101,C 등급 장비 상자,1,220150,1
9094,910101,C 등급 장비 상자,1,230150,1
9095,910101,C 등급 장비 상자,1,240150,1
9060,910101,C 등급 장비 상자,1,310001,1
9061,910101,C 등급 장비 상자,1,320001,1
9062,910101,C 등급 장비 상자,1,330001,1
9063,910101,C 등급 장비 상자,1,310011,1
9064,910101,C 등급 장비 상자,1,320011,1
9065,910101,C 등급 장비 상자,1,330011,1
9066,910101,C 등급 장비 상자,1,310021,1
9067,910101,C 등급 장비 상자,1,320021,1
9068,910101,C 등급 장비 상자,1,330021,1
9069,910101,C 등급 장비 상자,1,310031,1
9070,910101,C 등급 장비 상자,1,320031,1
9071,910101,C 등급 장비 상자,1,330031,1
9072,910101,C 등급 장비 상자,1,310041,1
9073,910101,C 등급 장비 상자,1,320041,1
9074,910101,C 등급 장비 상자,1,330041,1
9075,910101,C 등급 장비 상자,1,310051,1
9076,910101,C 등급 장비 상자,1,320051,1
9077,910101,C 등급 장비 상자,1,330051,1
10000,910102,C 등급 무기 상자,1,110010,1
10001,910102,C 등급 무기 상자,1,110020,1
10002,910102,C 등급 무기 상자,1,110030,1
10003,910102,C 등급 무기 상자,1,120010,1
10004,910102,C 등급 무기 상자,1,120020,1
10005,910102,C 등급 무기 상자,1,120030,1
10006,910102,C 등급 무기 상자,1,130010,1
10007,910102,C 등급 무기 상자,1,130020,1
10008,910102,C 등급 무기 상자,1,130030,1
10009,910102,C 등급 무기 상자,1,140010,1
10010,910102,C 등급 무기 상자,1,140020,1
10011,910102,C 등급 무기 상자,1,140030,1
10012,910102,C 등급 무기 상자,1,150010,1
10013,910102,C 등급 무기 상자,1,150020,1
10014,910102,C 등급 무기 상자,1,150030,1
10015,910102,C 등급 무기 상자,1,160010,1
10016,910102,C 등급 무기 상자,1,160020,1
10017,910102,C 등급 무기 상자,1,160030,1
10018,910102,C 등급 무기 상자,1,110050,1
10019,910102,C 등급 무기 상자,1,120050,1
10020,910102,C 등급 무기 상자,1,130050,1
10021,910102,C 등급 무기 상자,1,140050,1
10022,910102,C 등급 무기 상자,1,150050,1
10023,910102,C 등급 무기 상자,1,160050,1
10024,910102,C 등급 무기 상자,1,110070,1
10025,910102,C 등급 무기 상자,1,120070,1
10026,910102,C 등급 무기 상자,1,130070,1
10027,910102,C 등급 무기 상자,1,140070,1
10028,910102,C 등급 무기 상자,1,150070,1
10029,910102,C 등급 무기 상자,1,160070,1
11000,910103,C 등급 방어구 상자,1,210010,1
11001,910103,C 등급 방어구 상자,1,220010,1
11002,910103,C 등급 방어구 상자,1,230010,1
11003,910103,C 등급 방어구 상자,1,240010,1
11004,910103,C 등급 방어구 상자,1,210020,1
11005,910103,C 등급 방어구 상자,1,220020,1
11006,910103,C 등급 방어구 상자,1,230020,1
11007,910103,C 등급 방어구 상자,1,240020,1
11008,910103,C 등급 방어구 상자,1,210030,1
11009,910103,C 등급 방어구 상자,1,220030,1
11010,910103,C 등급 방어구 상자,1,230030,1
11011,910103,C 등급 방어구 상자,1,240030,1
11012,910103,C 등급 방어구 상자,1,210040,1
11013,910103,C 등급 방어구 상자,1,220040,1
11014,910103,C 등급 방어구 상자,1,230040,1
11015,910103,C 등급 방어구 상자,1,240040,1
11016,910103,C 등급 방어구 상자,1,210050,1
11017,910103,C 등급 방어구 상자,1,220050,1
11018,910103,C 등급 방어구 상자,1,230050,1
11019,910103,C 등급 방어구 상자,1,240050,1
11020,910103,C 등급 방어구 상자,1,210060,1
11021,910103,C 등급 방어구 상자,1,220060,1
11022,910103,C 등급 방어구 상자,1,230060,1
11023,910103,C 등급 방어구 상자,1,240060,1
11024,910103,C 등급 방어구 상자,1,210100,1
11025,910103,C 등급 방어구 상자,1,220100,1
11026,910103,C 등급 방어구 상자,1,230100,1
11027,910103,C 등급 방어구 상자,1,240100,1
11028,910103,C 등급 방어구 상자,1,210110,1
11029,910103,C 등급 방어구 상자,1,220110,1
11030,910103,C 등급 방어구 상자,1,230110,1
11031,910103,C 등급 방어구 상자,1,240110,1
11032,910103,C 등급 방어구 상자,1,210120,1
11033,910103,C 등급 방어구 상자,1,220120,1
11034,910103,C 등급 방어구 상자,1,230120,1
11035,910103,C 등급 방어구 상자,1,240120,1
11036,910103,C 등급 방어구 상자,1,210130,1
11037,910103,C 등급 방어구 상자,1,220130,1
11038,910103,C 등급 방어구 상자,1,230130,1
11039,910103,C 등급 방어구 상자,1,240130,1
11040,910103,C 등급 방어구 상자,1,210140,1
11041,910103,C 등급 방어구 상자,1,220140,1
11042,910103,C 등급 방어구 상자,1,230140,1
11043,910103,C 등급 방어구 상자,1,240140,1
11044,910103,C 등급 방어구 상자,1,210150,1
11045,910103,C 등급 방어구 상자,1,220150,1
11046,910103,C 등급 방어구 상자,1,230150,1
11047,910103,C 등급 방어구 상자,1,240150,1
12000,910104,C 등급 장신구 상자,1,310001,1
12001,910104,C 등급 장신구 상자,1,320001,1
12002,910104,C 등급 장신구 상자,1,330001,1
12003,910104,C 등급 장신구 상자,1,310011,1
12004,910104,C 등급 장신구 상자,1,320011,1
12005,910104,C 등급 장신구 상자,1,330011,1
12006,910104,C 등급 장신구 상자,1,310021,1
12007,910104,C 등급 장신구 상자,1,320021,1
12008,910104,C 등급 장신구 상자,1,330021,1
12009,910104,C 등급 장신구 상자,1,310031,1
12010,910104,C 등급 장신구 상자,1,320031,1
12011,910104,C 등급 장신구 상자,1,330031,1
12012,910104,C 등급 장신구 상자,1,310041,1
12013,910104,C 등급 장신구 상자,1,320041,1
12014,910104,C 등급 장신구 상자,1,330041,1
12015,910104,C 등급 장신구 상자,1,310051,1
12016,910104,C 등급 장신구 상자,1,320051,1
12017,910104,C 등급 장신구 상자,1,330051,1
13000,910111,B 등급 장비 상자,1,110011,1
13001,910111,B 등급 장비 상자,1,110021,1
13002,910111,B 등급 장비 상자,1,110031,1
13003,910111,B 등급 장비 상자,1,120011,1
13004,910111,B 등급 장비 상자,1,120021,1
13005,910111,B 등급 장비 상자,1,120031,1
13006,910111,B 등급 장비 상자,1,130011,1
13007,910111,B 등급 장비 상자,1,130021,1
13008,910111,B 등급 장비 상자,1,130031,1
13009,910111,B 등급 장비 상자,1,140011,1
13010,910111,B 등급 장비 상자,1,140021,1
13011,910111,B 등급 장비 상자,1,140031,1
13012,910111,B 등급 장비 상자,1,150011,1
13013,910111,B 등급 장비 상자,1,150021,1
13014,910111,B 등급 장비 상자,1,150031,1
13015,910111,B 등급 장비 상자,1,160011,1
13016,910111,B 등급 장비 상자,1,160021,1
13017,910111,B 등급 장비 상자,1,160031,1
13018,910111,B 등급 장비 상자,1,110051,1
13019,910111,B 등급 장비 상자,1,120051,1
13020,910111,B 등급 장비 상자,1,130051,1
13021,910111,B 등급 장비 상자,1,140051,1
13022,910111,B 등급 장비 상자,1,150051,1
13023,910111,B 등급 장비 상자,1,160051,1
13078,910111,B 등급 장비 상자,1,110071,1
13079,910111,B 등급 장비 상자,1,120071,1
13080,910111,B 등급 장비 상자,1,130071,1
13081,910111,B 등급 장비 상자,1,140071,1
13082,910111,B 등급 장비 상자,1,150071,1
13083,910111,B 등급 장비 상자,1,160071,1
13024,910111,B 등급 장비 상자,1,210011,1
13025,910111,B 등급 장비 상자,1,220011,1
13026,910111,B 등급 장비 상자,1,230011,1
13027,910111,B 등급 장비 상자,1,240011,1
13028,910111,B 등급 장비 상자,1,210021,1
13029,910111,B 등급 장비 상자,1,220021,1
13030,910111,B 등급 장비 상자,1,230021,1
13031,910111,B 등급 장비 상자,1,240021,1
13032,910111,B 등급 장비 상자,1,210031,1
13033,910111,B 등급 장비 상자,1,220031,1
13034,910111,B 등급 장비 상자,1,230031,1
13035,910111,B 등급 장비 상자,1,240031,1
13036,910111,B 등급 장비 상자,1,210041,1
13037,910111,B 등급 장비 상자,1,220041,1
13038,910111,B 등급 장비 상자,1,230041,1
13039,910111,B 등급 장비 상자,1,240041,1
13040,910111,B 등급 장비 상자,1,210051,1
13041,910111,B 등급 장비 상자,1,220051,1
13042,910111,B 등급 장비 상자,1,230051,1
13043,910111,B 등급 장비 상자,1,240051,1
13044,910111,B 등급 장비 상자,1,210061,1
13045,910111,B 등급 장비 상자,1,220061,1
13046,910111,B 등급 장비 상자,1,230061,1
13047,910111,B 등급 장비 상자,1,240061,1
13048,910111,B 등급 장비 상자,1,210101,1
13049,910111,B 등급 장비 상자,1,220101,1
13050,910111,B 등급 장비 상자,1,230101,1
13051,910111,B 등급 장비 상자,1,240101,1
13052,910111,B 등급 장비 상자,1,210111,1
13053,910111,B 등급 장비 상자,1,220111,1
13054,910111,B 등급 장비 상자,1,230111,1
13055,910111,B 등급 장비 상자,1,240111,1
13056,910111,B 등급 장비 상자,1,210121,1
13057,910111,B 등급 장비 상자,1,220121,1
13058,910111,B 등급 장비 상자,1,230121,1
13059,910111,B 등급 장비 상자,1,240121,1
13084,910111,B 등급 장비 상자,1,210131,1
13085,910111,B 등급 장비 상자,1,220131,1
13086,910111,B 등급 장비 상자,1,230131,1
13087,910111,B 등급 장비 상자,1,240131,1
13088,910111,B 등급 장비 상자,1,210141,1
13089,910111,B 등급 장비 상자,1,220141,1
13090,910111,B 등급 장비 상자,1,230141,1
13091,910111,B 등급 장비 상자,1,240141,1
13092,910111,B 등급 장비 상자,1,210151,1
13093,910111,B 등급 장비 상자,1,220151,1
13094,910111,B 등급 장비 상자,1,230151,1
13095,910111,B 등급 장비 상자,1,240151,1
13060,910111,B 등급 장비 상자,1,310002,1
13061,910111,B 등급 장비 상자,1,320002,1
13062,910111,B 등급 장비 상자,1,330002,1
13063,910111,B 등급 장비 상자,1,310012,1
13064,910111,B 등급 장비 상자,1,320012,1
13065,910111,B 등급 장비 상자,1,330012,1
13066,910111,B 등급 장비 상자,1,310022,1
13067,910111,B 등급 장비 상자,1,320022,1
13068,910111,B 등급 장비 상자,1,330022,1
13069,910111,B 등급 장비 상자,1,310032,1
13070,910111,B 등급 장비 상자,1,320032,1
13071,910111,B 등급 장비 상자,1,330032,1
13072,910111,B 등급 장비 상자,1,310042,1
13073,910111,B 등급 장비 상자,1,320042,1
13074,910111,B 등급 장비 상자,1,330042,1
13075,910111,B 등급 장비 상자,1,310052,1
13076,910111,B 등급 장비 상자,1,320052,1
13077,910111,B 등급 장비 상자,1,330052,1
14000,910112,B 등급 무기 상자,1,110011,1
14001,910112,B 등급 무기 상자,1,110021,1
14002,910112,B 등급 무기 상자,1,110031,1
14003,910112,B 등급 무기 상자,1,120011,1
14004,910112,B 등급 무기 상자,1,120021,1
14005,910112,B 등급 무기 상자,1,120031,1
14006,910112,B 등급 무기 상자,1,130011,1
14007,910112,B 등급 무기 상자,1,130021,1
14008,910112,B 등급 무기 상자,1,130031,1
14009,910112,B 등급 무기 상자,1,140011,1
14010,910112,B 등급 무기 상자,1,140021,1
14011,910112,B 등급 무기 상자,1,140031,1
14012,910112,B 등급 무기 상자,1,150011,1
14013,910112,B 등급 무기 상자,1,150021,1
14014,910112,B 등급 무기 상자,1,150031,1
14015,910112,B 등급 무기 상자,1,160011,1
14016,910112,B 등급 무기 상자,1,160021,1
14017,910112,B 등급 무기 상자,1,160031,1
14018,910112,B 등급 무기 상자,1,110051,1
14019,910112,B 등급 무기 상자,1,120051,1
14020,910112,B 등급 무기 상자,1,130051,1
14021,910112,B 등급 무기 상자,1,140051,1
14022,910112,B 등급 무기 상자,1,150051,1
14023,910112,B 등급 무기 상자,1,160051,1
14024,910112,B 등급 무기 상자,1,110071,1
14025,910112,B 등급 무기 상자,1,120071,1
14026,910112,B 등급 무기 상자,1,130071,1
14027,910112,B 등급 무기 상자,1,140071,1
14028,910112,B 등급 무기 상자,1,150071,1
14029,910112,B 등급 무기 상자,1,160071,1
15000,910113,B 등급 방어구 상자,1,210011,1
15001,910113,B 등급 방어구 상자,1,220011,1
15002,910113,B 등급 방어구 상자,1,230011,1
15003,910113,B 등급 방어구 상자,1,240011,1
15004,910113,B 등급 방어구 상자,1,210021,1
15005,910113,B 등급 방어구 상자,1,220021,1
15006,910113,B 등급 방어구 상자,1,230021,1
15007,910113,B 등급 방어구 상자,1,240021,1
15008,910113,B 등급 방어구 상자,1,210031,1
15009,910113,B 등급 방어구 상자,1,220031,1
15010,910113,B 등급 방어구 상자,1,230031,1
15011,910113,B 등급 방어구 상자,1,240031,1
15012,910113,B 등급 방어구 상자,1,210041,1
15013,910113,B 등급 방어구 상자,1,220041,1
15014,910113,B 등급 방어구 상자,1,230041,1
15015,910113,B 등급 방어구 상자,1,240041,1
15016,910113,B 등급 방어구 상자,1,210051,1
15017,910113,B 등급 방어구 상자,1,220051,1
15018,910113,B 등급 방어구 상자,1,230051,1
15019,910113,B 등급 방어구 상자,1,240051,1
15020,910113,B 등급 방어구 상자,1,210061,1
15021,910113,B 등급 방어구 상자,1,220061,1
15022,910113,B 등급 방어구 상자,1,230061,1
15023,910113,B 등급 방어구 상자,1,240061,1
15024,910113,B 등급 방어구 상자,1,210101,1
15025,910113,B 등급 방어구 상자,1,220101,1
15026,910113,B 등급 방어구 상자,1,230101,1
15027,910113,B 등급 방어구 상자,1,240101,1
15028,910113,B 등급 방어구 상자,1,210111,1
15029,910113,B 등급 방어구 상자,1,220111,1
15030,910113,B 등급 방어구 상자,1,230111,1
15031,910113,B 등급 방어구 상자,1,240111,1
15032,910113,B 등급 방어구 상자,1,210121,1
15033,910113,B 등급 방어구 상자,1,220121,1
15034,910113,B 등급 방어구 상자,1,230121,1
15035,910113,B 등급 방어구 상자,1,240121,1
15036,910113,B 등급 방어구 상자,1,210131,1
15037,910113,B 등급 방어구 상자,1,220131,1
15038,910113,B 등급 방어구 상자,1,230131,1
15039,910113,B 등급 방어구 상자,1,240131,1
15040,910113,B 등급 방어구 상자,1,210141,1
15041,910113,B 등급 방어구 상자,1,220141,1
15042,910113,B 등급 방어구 상자,1,230141,1
15043,910113,B 등급 방어구 상자,1,240141,1
15044,910113,B 등급 방어구 상자,1,210151,1
15045,910113,B 등급 방어구 상자,1,220151,1
15046,910113,B 등급 방어구 상자,1,230151,1
15047,910113,B 등급 방어구 상자,1,240151,1
16000,910114,B 등급 장신구 상자,1,310002,1
16001,910114,B 등급 장신구 상자,1,320002,1
16002,910114,B 등급 장신구 상자,1,330002,1
16003,910114,B 등급 장신구 상자,1,310012,1
16004,910114,B 등급 장신구 상자,1,320012,1
16005,910114,B 등급 장신구 상자,1,330012,1
16006,910114,B 등급 장신구 상자,1,310022,1
16007,910114,B 등급 장신구 상자,1,320022,1
16008,910114,B 등급 장신구 상자,1,330022,1
16009,910114,B 등급 장신구 상자,1,310032,1
16010,910114,B 등급 장신구 상자,1,320032,1
16011,910114,B 등급 장신구 상자,1,330032,1
16012,910114,B 등급 장신구 상자,1,310042,1
16013,910114,B 등급 장신구 상자,1,320042,1
16014,910114,B 등급 장신구 상자,1,330042,1
16015,910114,B 등급 장신구 상자,1,310052,1
16016,910114,B 등급 장신구 상자,1,320052,1
16017,910114,B 등급 장신구 상자,1,330052,1
17000,910121,A 등급 장비 상자,1,110012,1
17001,910121,A 등급 장비 상자,1,110022,1
17002,910121,A 등급 장비 상자,1,110032,1
17003,910121,A 등급 장비 상자,1,120012,1
17004,910121,A 등급 장비 상자,1,120022,1
17005,910121,A 등급 장비 상자,1,120032,1
17006,910121,A 등급 장비 상자,1,130012,1
17007,910121,A 등급 장비 상자,1,130022,1
17008,910121,A 등급 장비 상자,1,130032,1
17009,910121,A 등급 장비 상자,1,140012,1
17010,910121,A 등급 장비 상자,1,140022,1
17011,910121,A 등급 장비 상자,1,140032,1
17012,910121,A 등급 장비 상자,1,150012,1
17013,910121,A 등급 장비 상자,1,150022,1
17014,910121,A 등급 장비 상자,1,150032,1
17015,910121,A 등급 장비 상자,1,160012,1
17016,910121,A 등급 장비 상자,1,160022,1
17017,910121,A 등급 장비 상자,1,160032,1
17018,910121,A 등급 장비 상자,1,110052,1
17019,910121,A 등급 장비 상자,1,120052,1
17020,910121,A 등급 장비 상자,1,130052,1
17021,910121,A 등급 장비 상자,1,140052,1
17022,910121,A 등급 장비 상자,1,150052,1
17023,910121,A 등급 장비 상자,1,160052,1
17078,910121,A 등급 장비 상자,1,110072,1
17079,910121,A 등급 장비 상자,1,120072,1
17080,910121,A 등급 장비 상자,1,130072,1
17081,910121,A 등급 장비 상자,1,140072,1
17082,910121,A 등급 장비 상자,1,150072,1
17083,910121,A 등급 장비 상자,1,160072,1
17024,910121,A 등급 장비 상자,1,210012,1
17025,910121,A 등급 장비 상자,1,220012,1
17026,910121,A 등급 장비 상자,1,230012,1
17027,910121,A 등급 장비 상자,1,240012,1
17028,910121,A 등급 장비 상자,1,210022,1
17029,910121,A 등급 장비 상자,1,220022,1
17030,910121,A 등급 장비 상자,1,230022,1
17031,910121,A 등급 장비 상자,1,240022,1
17032,910121,A 등급 장비 상자,1,210032,1
17033,910121,A 등급 장비 상자,1,220032,1
17034,910121,A 등급 장비 상자,1,230032,1
17035,910121,A 등급 장비 상자,1,240032,1
17036,910121,A 등급 장비 상자,1,210042,1
17037,910121,A 등급 장비 상자,1,220042,1
17038,910121,A 등급 장비 상자,1,230042,1
17039,910121,A 등급 장비 상자,1,240042,1
17040,910121,A 등급 장비 상자,1,210052,1
17041,910121,A 등급 장비 상자,1,220052,1
17042,910121,A 등급 장비 상자,1,230052,1
17043,910121,A 등급 장비 상자,1,240052,1
17044,910121,A 등급 장비 상자,1,210062,1
17045,910121,A 등급 장비 상자,1,220062,1
17046,910121,A 등급 장비 상자,1,230062,1
17047,910121,A 등급 장비 상자,1,240062,1
17048,910121,A 등급 장비 상자,1,210102,1
17049,910121,A 등급 장비 상자,1,220102,1
17050,910121,A 등급 장비 상자,1,230102,1
17051,910121,A 등급 장비 상자,1,240102,1
17052,910121,A 등급 장비 상자,1,210112,1
17053,910121,A 등급 장비 상자,1,220112,1
17054,910121,A 등급 장비 상자,1,230112,1
17055,910121,A 등급 장비 상자,1,240112,1
17056,910121,A 등급 장비 상자,1,210122,1
17057,910121,A 등급 장비 상자,1,220122,1
17058,910121,A 등급 장비 상자,1,230122,1
17059,910121,A 등급 장비 상자,1,240122,1
17084,910121,A 등급 장비 상자,1,210132,1
17085,910121,A 등급 장비 상자,1,220132,1
17086,910121,A 등급 장비 상자,1,230132,1
17087,910121,A 등급 장비 상자,1,240132,1
17088,910121,A 등급 장비 상자,1,210142,1
17089,910121,A 등급 장비 상자,1,220142,1
17090,910121,A 등급 장비 상자,1,230142,1
17091,910121,A 등급 장비 상자,1,240142,1
17092,910121,A 등급 장비 상자,1,210152,1
17093,910121,A 등급 장비 상자,1,220152,1
17094,910121,A 등급 장비 상자,1,230152,1
17095,910121,A 등급 장비 상자,1,240152,1
17060,910121,A 등급 장비 상자,1,310003,1
17061,910121,A 등급 장비 상자,1,320003,1
17062,910121,A 등급 장비 상자,1,330003,1
17063,910121,A 등급 장비 상자,1,310013,1
17064,910121,A 등급 장비 상자,1,320013,1
17065,910121,A 등급 장비 상자,1,330013,1
17066,910121,A 등급 장비 상자,1,310023,1
17067,910121,A 등급 장비 상자,1,320023,1
17068,910121,A 등급 장비 상자,1,330023,1
17069,910121,A 등급 장비 상자,1,310033,1
17070,910121,A 등급 장비 상자,1,320033,1
17071,910121,A 등급 장비 상자,1,330033,1
17072,910121,A 등급 장비 상자,1,310043,1
17073,910121,A 등급 장비 상자,1,320043,1
17074,910121,A 등급 장비 상자,1,330043,1
17075,910121,A 등급 장비 상자,1,310053,1
17076,910121,A 등급 장비 상자,1,320053,1
17077,910121,A 등급 장비 상자,1,330053,1
18000,910122,A 등급 무기 상자,1,110012,1
18001,910122,A 등급 무기 상자,1,110022,1
18002,910122,A 등급 무기 상자,1,110032,1
18003,910122,A 등급 무기 상자,1,120012,1
18004,910122,A 등급 무기 상자,1,120022,1
18005,910122,A 등급 무기 상자,1,120032,1
18006,910122,A 등급 무기 상자,1,130012,1
18007,910122,A 등급 무기 상자,1,130022,1
18008,910122,A 등급 무기 상자,1,130032,1
18009,910122,A 등급 무기 상자,1,140012,1
18010,910122,A 등급 무기 상자,1,140022,1
18011,910122,A 등급 무기 상자,1,140032,1
18012,910122,A 등급 무기 상자,1,150012,1
18013,910122,A 등급 무기 상자,1,150022,1
18014,910122,A 등급 무기 상자,1,150032,1
18015,910122,A 등급 무기 상자,1,160012,1
18016,910122,A 등급 무기 상자,1,160022,1
18017,910122,A 등급 무기 상자,1,160032,1
18018,910122,A 등급 무기 상자,1,110052,1
18019,910122,A 등급 무기 상자,1,120052,1
18020,910122,A 등급 무기 상자,1,130052,1
18021,910122,A 등급 무기 상자,1,140052,1
18022,910122,A 등급 무기 상자,1,150052,1
18023,910122,A 등급 무기 상자,1,160052,1
18024,910122,A 등급 무기 상자,1,110072,1
18025,910122,A 등급 무기 상자,1,120072,1
18026,910122,A 등급 무기 상자,1,130072,1
18027,910122,A 등급 무기 상자,1,140072,1
18028,910122,A 등급 무기 상자,1,150072,1
18029,910122,A 등급 무기 상자,1,160072,1
19000,910123,A 등급 방어구 상자,1,210012,1
19001,910123,A 등급 방어구 상자,1,220012,1
19002,910123,A 등급 방어구 상자,1,230012,1
19003,910123,A 등급 방어구 상자,1,240012,1
19004,910123,A 등급 방어구 상자,1,210022,1
19005,910123,A 등급 방어구 상자,1,220022,1
19006,910123,A 등급 방어구 상자,1,230022,1
19007,910123,A 등급 방어구 상자,1,240022,1
19008,910123,A 등급 방어구 상자,1,210032,1
19009,910123,A 등급 방어구 상자,1,220032,1
19010,910123,A 등급 방어구 상자,1,230032,1
19011,910123,A 등급 방어구 상자,1,240032,1
19012,910123,A 등급 방어구 상자,1,210042,1
19013,910123,A 등급 방어구 상자,1,220042,1
19014,910123,A 등급 방어구 상자,1,230042,1
19015,910123,A 등급 방어구 상자,1,240042,1
19016,910123,A 등급 방어구 상자,1,210052,1
19017,910123,A 등급 방어구 상자,1,220052,1
19018,910123,A 등급 방어구 상자,1,230052,1
19019,910123,A 등급 방어구 상자,1,240052,1
