Id,Type,Grade,Name,ActivityType,ActivityVolatile,ActivityCondition1,ActivityCondition2,StatType1,StatValue1,StatType2,StatValue2,StatType3,StatValue3,StatType4,StatValue4,BattlePointRating,TitleIcon,TitleIcon2,FontColor,Description,DisplayHide
2000700,0,1,귀중품 애호가,0,0,30710,3,0,144,1,144,172,0,172,0,720,UI_CharacterTitle02,,D2FFA5FF,업적 '이런 것 본 적 있어? (10단계)' 를 완료 시 활성 됩니다.,0
2000800,0,1,반려동물 애호가,0,0,32610,3,16,166,17,166,172,0,172,0,498,UI_CharacterTitle02,,D2FFA5FF,업적 '진정한 탑승펫 애호가 (10단계)' 를 완료 시 활성 됩니다.,0
2000900,0,1,럭키가이,0,0,31210,3,44,243,41,120,172,0,172,0,388,UI_CharacterTitle02,,D2FFA5FF,업적 '행운이 당신과 함께 (10단계)' 를 완료 시 활성 됩니다.,0
2001000,0,1,펫 트레이너,0,0,32910,3,46,243,50,120,172,0,172,0,261,UI_CharacterTitle02,,D2FFA5FF,업적 '더 사납고 용맹하게! (10단계)' 를 완료 시 활성 됩니다.,0
2001100,0,1,정령의 가호,0,0,41710,3,30,5,23,233,172,0,172,0,245,UI_CharacterTitle02,,D2FFA5FF,업적 '전투시 필수 (10단계)' 를 완료 시 활성 됩니다.,0
2001200,0,1,과학 수사관,0,0,41110,3,34,5,20,233,172,0,172,0,245,UI_CharacterTitle02,,D2FFA5FF,업적 '남다른 피 (10단계)' 를 완료 시 활성 됩니다.,0
2001300,0,1,안전제일!,0,0,41610,3,0,147,1,147,172,0,172,0,735,UI_CharacterTitle02,,D2FFA5FF,업적 '안전한 길로 가는 법 (10단계)' 를 완료 시 활성 됩니다.,0
2001400,0,1,변신의 귀재,0,0,31410,3,16,169,17,169,172,0,172,0,507,UI_CharacterTitle02,,D2FFA5FF,업적 '변덕 부리기도 쉽지 않아 (10단계)' 를 완료 시 활성 됩니다.,0
2001500,0,1,웨폰 마이스터,0,0,40810,3,44,247,41,122,172,0,172,0,394,UI_CharacterTitle02,,D2FFA5FF,업적 '전설속에서나 볼 법한 (10단계)' 를 완료 시 활성 됩니다.,0
2001600,0,1,아머 마이스터,0,0,40910,3,46,247,50,122,172,0,172,0,265,UI_CharacterTitle02,,D2FFA5FF,업적 '꿈에서만 만나본 주문서 (10단계)' 를 완료 시 활성 됩니다.,0
2001700,0,1,비법 전승자,0,0,20710,3,30,6,23,237,172,0,172,0,252,UI_CharacterTitle02,,D2FFA5FF,업적 '내 능력이 이 정도야 (10단계)' 를 완료 시 활성 됩니다.,0
2001800,0,1,합성술사,0,0,31510,3,34,6,20,237,172,0,172,0,252,UI_CharacterTitle02,,D2FFA5FF,업적 '장비의 무한 변신 (10단계)' 를 완료 시 활성 됩니다.,0
2001900,0,1,쥬얼리 마이스터,0,0,41010,3,44,246,41,122,172,0,172,0,393,UI_CharacterTitle02,,D2FFA5FF,"업적 '찾았다, 내 주문서 (10단계)' 를 완료 시 활성 됩니다.",0
2002000,0,1,슬레이어,0,0,10610,3,46,246,50,122,172,0,172,0,264,UI_CharacterTitle02,,D2FFA5FF,업적 '전설의 몬스터 처치 (10단계)' 를 완료 시 활성 됩니다.,0
2002100,0,1,승급의 달인,0,0,31610,3,30,6,23,236,172,0,172,0,251,UI_CharacterTitle02,,D2FFA5FF,"업적 '급이 달라, 남달라 (10단계)' 를 완료 시 활성 됩니다.",0
2400100,0,1,시즌2 근성의 결투사,16,0,1201201,3,34,4,20,192,172,0,172,0,202,UI_CharacterTitle02,,D2FFA5FF,"'명예의 전장 시즌2 근성의 징표' 를 사용 시 활성 됩니다.
(해당 징표는 명예의 전장 시즌2 종료 후, '플레티넘3' 리그 이상으로 진입한 용사에게 지급 됩니다.)",1
2400200,0,1,시즌3 근성의 결투사,16,0,1201202,3,30,4,23,192,172,0,172,0,202,UI_CharacterTitle02,,D2FFA5FF,"'명예의 전장 시즌3 근성의 징표' 를 사용 시 활성 됩니다.
(해당 징표는 명예의 전장 시즌3 종료 후, '플레티넘3' 리그 이상으로 진입한 용사에게 지급 됩니다.)",0
2400300,0,1,시즌4 근성의 결투사,16,0,1201203,3,34,4,20,192,172,0,172,0,202,UI_CharacterTitle02,,D2FFA5FF,"'명예의 전장 시즌4 근성의 징표' 를 사용 시 활성 됩니다.
(해당 징표는 명예의 전장 시즌4 종료 후, '플레티넘3' 리그 이상으로 진입한 용사에게 지급 됩니다.)",1
3000100,1,2,명예의 검투사,14,1,10000000,3,0,268,1,268,41,187,172,0,1377,UI_CharacterTitle03,,C5EFFFFF,"명예의 전장에서 '마스터' 리그로 승격 시 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있으며,
새 시즌 시작 시, 다시 조건을 달성해야 활성 됩니다.)",0
3000200,1,2,투지의 승부사,1,0,100,3,16,307,17,307,50,187,172,0,949,UI_CharacterTitle03,,C5EFFFFF,결투장 랭킹 100위 이내에 도달 시 활성 됩니다.,0
3000300,1,2,압도적인 강자,9,0,100,3,44,370,80,106,23,354,172,0,1121,UI_CharacterTitle03,,C5EFFFFF,전투력 랭킹 100위 이내에 도달 시 활성 됩니다.,0
3000500,1,2,지식의 탐구자,8,0,100,3,44,366,80,104,30,9,172,0,779,UI_CharacterTitle03,,C5EFFFFF,레벨 랭킹 100위 이내에 도달 시 활성 됩니다.,0
3000700,1,2,창공의 은빛용병단,16,0,1201001,3,44,366,80,104,23,350,172,0,1107,UI_CharacterTitle03,,C5EFFFFF,"창공의 은빛용병단 징표' 를 사용 시 활성 됩니다.
(해당 징표는 '창공섬 마그나딘' 퀘스트를 완료 시, 획득 할 수 있습니다.)",1
3000900,0,2,스페셜리스트,0,0,31810,3,0,273,1,273,41,190,172,0,1403,UI_CharacterTitle03,,C5EFFFFF,업적 '특별한 장비를 만드는 법 (10단계)' 를 완료 시 활성 됩니다.,0
3001000,0,2,한계를 초월한 자,0,0,31710,3,16,314,17,314,50,190,172,0,970,UI_CharacterTitle03,,C5EFFFFF,업적 '그게 최선입니까? (10단계)' 를 완료 시 활성 됩니다.,0
3100100,1,2,요새 지휘관,5,1,,3,0,297,1,297,41,207,172,0,1526,UI_CharacterTitle05_Frame_FortressKing,UI_CharacterTitle05_Icon_FortressKing,C5EFFFFF,"요새를 점령한 혈맹의 부군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
3100200,1,2,요새 수호자,7,1,,3,16,342,17,342,50,207,172,0,1057,UI_CharacterTitle05_Frame_FortressKing,UI_CharacterTitle05_Icon_FortressKing,C5EFFFFF,"요새를 점령한 혈맹의 혈맹원인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
3400100,1,2,시즌2 용맹한 결투사,16,0,1201301,3,46,362,81,103,34,9,172,0,590,UI_CharacterTitle03,,C5EFFFFF,"'명예의 전장 시즌2 용맹의 징표' 를 사용 시 활성 됩니다.
(해당 징표는 명예의 전장 시즌2 종료 후, '마스터' 리그에 진입한 용사에게 지급 됩니다.)",1
3400200,1,2,시즌3 용맹한 결투사,16,0,1201302,3,46,362,81,103,20,346,172,0,914,UI_CharacterTitle03,,C5EFFFFF,"'명예의 전장 시즌3 용맹의 징표' 를 사용 시 활성 됩니다.
(해당 징표는 명예의 전장 시즌3 종료 후, '마스터' 리그에 진입한 용사에게 지급 됩니다.)",0
3400300,1,2,시즌4 용맹한 결투사,16,0,1201303,3,44,362,80,103,23,346,172,0,1095,UI_CharacterTitle03,,C5EFFFFF,"'명예의 전장 시즌4 용맹의 징표' 를 사용 시 활성 됩니다.
(해당 징표는 명예의 전장 시즌4 종료 후, '마스터' 리그에 진입한 용사에게 지급 됩니다.)",1
3503000,1,2,LRT 시즌1 용사,16,0,1200003,3,172,,172,,172,,172,,0,UI_CharacterTitle03,,C5EFFFFF,"레볼루션 토너먼트 시즌1 참여자에게 지급 되는 명예 칭호로, 'LRT 시즌1 참여의 징표' 를 사용 시 활성 됩니다.",1
4000100,1,3,학살의 마스터,16,0,1210101,3,0,161,1,161,46,181,50,98,1000,UI_CharacterTitle04_Frame,UI_CharacterTitle06_Icon_Genocide,FFC9F8FF,"'학살의 마스터 징표'를 사용 시 활성 됩니다.
(위 징표는 장비 수집의 '학살 특성 수집'을 100% 완성 시 보상으로 지급 됩니다.)",0
4000200,1,3,사냥의 마스터,16,0,1210102,3,0,161,1,161,46,181,50,98,1000,UI_CharacterTitle04_Frame,UI_CharacterTitle06_Icon_Hunting,FFC9F8FF,"'사냥의 마스터 징표'를 사용 시 활성 됩니다.
(위 징표는 장비 수집의 '사냥 특성 수집'을 100% 완성 시 보상으로 지급 됩니다.)",0
4000300,1,3,용맹의 마스터,16,0,1210103,3,0,161,1,161,46,181,50,98,1000,UI_CharacterTitle04_Frame,UI_CharacterTitle06_Icon_Courage,FFC9F8FF,"'용맹의 마스터 징표'를 사용 시 활성 됩니다.
(위 징표는 장비 수집의 '용맹 특성 수집'을 100% 완성 시 보상으로 지급 됩니다.)",0
4000400,1,3,척살의 마스터,16,0,1210104,3,0,161,1,161,46,181,50,98,1000,UI_CharacterTitle04_Frame,UI_CharacterTitle06_Icon_Stab,FFC9F8FF,"'척살의 마스터 징표'를 사용 시 활성 됩니다.
(위 징표는 장비 수집의 '척살 특성 수집'을 100% 완성 시 보상으로 지급 됩니다.)",0
4000500,1,3,간파의 마스터,16,0,1210105,3,0,161,1,161,46,181,50,98,1000,UI_CharacterTitle04_Frame,UI_CharacterTitle06_Icon_Detection,FFC9F8FF,"'간파의 마스터 징표'를 사용 시 활성 됩니다.
(위 징표는 장비 수집의 '간파 특성 수집'을 100% 완성 시 보상으로 지급 됩니다.)",0
4000600,1,3,번뜩임의 마스터,16,0,1210106,3,0,161,1,161,46,181,50,98,1000,UI_CharacterTitle04_Frame,UI_CharacterTitle06_Icon_Sparkle,FFC9F8FF,"'번뜩임의 마스터 징표'를 사용 시 활성 됩니다.
(위 징표는 장비 수집의 '번뜩임 특성 수집'을 100% 완성 시 보상으로 지급 됩니다.)",0
4000700,1,3,용격의 마스터,16,0,1210107,3,0,161,1,161,46,181,50,98,1000,UI_CharacterTitle04_Frame,UI_CharacterTitle06_Icon_DragonAttack,FFC9F8FF,"'용격의 마스터 징표'를 사용 시 활성 됩니다.
(위 징표는 장비 수집의 '용격 특성 수집'을 100% 완성 시 보상으로 지급 됩니다.)",0
4001000,1,3,인내의 마스터,16,0,1210201,3,16,184,17,184,13,195,81,78,1000,UI_CharacterTitle04_Frame,UI_CharacterTitle06_Icon_Patience,FFC9F8FF,"'인내의 마스터 징표'를 사용 시 활성 됩니다.
(위 징표는 장비 수집의 '인내 특성 수집'을 100% 완성 시 보상으로 지급 됩니다.)",0
4001100,1,3,가호의 마스터,16,0,1210202,3,16,184,17,184,13,195,81,78,1000,UI_CharacterTitle04_Frame,UI_CharacterTitle06_Icon_Blessing,FFC9F8FF,"'가호의 마스터 징표'를 사용 시 활성 됩니다.
(위 징표는 장비 수집의 '가호 특성 수집'을 100% 완성 시 보상으로 지급 됩니다.)",0
4001200,1,3,철벽의 마스터,16,0,1210203,3,16,184,17,184,13,195,81,78,1000,UI_CharacterTitle04_Frame,UI_CharacterTitle06_Icon_Impregnable,FFC9F8FF,"'철벽의 마스터 징표'를 사용 시 활성 됩니다.
(위 징표는 장비 수집의 '철벽 특성 수집'을 100% 완성 시 보상으로 지급 됩니다.)",0
4001300,1,3,수호의 마스터,16,0,1210204,3,16,184,17,184,13,195,81,78,1000,UI_CharacterTitle04_Frame,UI_CharacterTitle06_Icon_Guard,FFC9F8FF,"'수호의 마스터 징표'를 사용 시 활성 됩니다.
(위 징표는 장비 수집의 '수호 특성 수집'을 100% 완성 시 보상으로 지급 됩니다.)",0
4001400,1,3,용린의 마스터,16,0,1210205,3,16,184,17,184,13,195,81,78,1000,UI_CharacterTitle04_Frame,UI_CharacterTitle06_Icon_DragonDefence,FFC9F8FF,"'용린의 마스터 징표'를 사용 시 활성 됩니다.
(위 징표는 장비 수집의 '용린 특성 수집'을 100% 완성 시 보상으로 지급 됩니다.)",0
4100100,1,3,요새 사령관,3,1,,3,0,477,1,477,23,545,41,291,2988,UI_CharacterTitle05_Frame_FortressKing,UI_CharacterTitle05_Icon_FortressKing,FFC9F8FF,"요새를 점령한 혈맹의 군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4100500,1,3,글루디오의 심판관,4,1,1,2,0,485,1,485,23,554,41,296,3038,UI_CharacterTitle05_Frame_CastleAssistantRuler_Dark,UI_CharacterTitle05_Icon_CastleRuler_Gludior,ED1C24FF,"글루디오성을 점령 후 '어둠의성'을 선택 한 혈맹의 부군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4100501,1,3,디온의 심판관,4,1,2,2,0,485,1,485,23,554,41,296,3038,UI_CharacterTitle05_Frame_CastleAssistantRuler_Dark,UI_CharacterTitle05_Icon_CastleRuler_Dion,ED1C24FF,"디온성을 점령 후 '어둠의성'을 선택 한 혈맹의 부군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4100502,1,3,기란의 심판관,4,1,3,2,0,485,1,485,23,554,41,296,3038,UI_CharacterTitle05_Frame_CastleAssistantRuler_Dark,UI_CharacterTitle05_Icon_CastleRuler_Giran,ED1C24FF,"기란성을 점령 후 '어둠의성'을 선택 한 혈맹의 부군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4100600,1,3,글루디오의 부군주,4,1,1,1,16,558,17,558,20,554,50,296,2272,UI_CharacterTitle05_Frame_CastleAssistantRuler,UI_CharacterTitle05_Icon_CastleRuler_Gludior,FFC9F8FF,"글루디오성을 점령 후 '빛의성'을 선택 한 혈맹의 부군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4100601,1,3,디온의 부군주,4,1,2,1,16,558,17,558,20,554,50,296,2272,UI_CharacterTitle05_Frame_CastleAssistantRuler,UI_CharacterTitle05_Icon_CastleRuler_Dion,FFC9F8FF,"디온성을 점령 후 '빛의성'을 선택 한 혈맹의 부군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4100602,1,3,기란의 부군주,4,1,3,1,16,558,17,558,20,554,50,296,2272,UI_CharacterTitle05_Frame_CastleAssistantRuler,UI_CharacterTitle05_Icon_CastleRuler_Giran,FFC9F8FF,"기란성을 점령 후 '빛의성'을 선택 한 혈맹의 부군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4100700,1,3,글루디오의 집행자,6,1,1,2,44,545,80,237,12,594,30,15,2220,UI_CharacterTitle05_Frame_CastleGuardian_Dark,UI_CharacterTitle05_Icon_CastleRuler_Gludior,ED1C24FF,"글루디오성을 점령 후 '어둠의성'을 선택 한 혈맹의 혈맹원인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4100701,1,3,디온의 집행자,6,1,2,2,44,545,80,237,12,594,30,15,2220,UI_CharacterTitle05_Frame_CastleGuardian_Dark,UI_CharacterTitle05_Icon_CastleRuler_Dion,ED1C24FF,"디온성을 점령 후 '어둠의성'을 선택 한 혈맹의 혈맹원인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4100702,1,3,기란의 집행자,6,1,3,2,44,545,80,237,12,594,30,15,2220,UI_CharacterTitle05_Frame_CastleGuardian_Dark,UI_CharacterTitle05_Icon_CastleRuler_Giran,ED1C24FF,"기란성을 점령 후 '어둠의성'을 선택 한 혈맹의 혈맹원인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4100800,1,3,글루디오의 수호자,6,1,1,1,46,545,81,237,13,594,34,15,1947,UI_CharacterTitle05_Frame_CastleGuardian,UI_CharacterTitle05_Icon_CastleRuler_Gludior,FFC9F8FF,"글루디오성을 점령 후 '빛의성'을 선택 한 혈맹의 혈맹원인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4100801,1,3,디온의 수호자,6,1,2,1,46,545,81,237,13,594,34,15,1947,UI_CharacterTitle05_Frame_CastleGuardian,UI_CharacterTitle05_Icon_CastleRuler_Dion,FFC9F8FF,"디온성을 점령 후 '빛의성'을 선택 한 혈맹의 혈맹원인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4100802,1,3,기란의 수호자,6,1,3,1,46,545,81,237,13,594,34,15,1947,UI_CharacterTitle05_Frame_CastleGuardian,UI_CharacterTitle05_Icon_CastleRuler_Giran,FFC9F8FF,"기란성을 점령 후 '빛의성'을 선택 한 혈맹의 혈맹원인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4100900,1,3,10인의 검투사,14,1,10,3,0,483,1,483,23,552,41,294,3025,UI_CharacterTitle04,,FFC9F8FF,"명예의 전장에서 소속서버 랭킹 10위 이내에 도달 시 활성 됩니다. (조건을 유지하는 동안에만 칭호를 보유 할 수 있으며, 새 시즌 시작 시, 다시 조건을 달성해야 활성 됩니다.)",0
4101000,1,3,10인의 승부사,1,1,10,3,16,556,17,556,20,552,50,294,2264,UI_CharacterTitle04,,FFC9F8FF,"결투장 랭킹 10위 이내에 도달 시 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4101100,1,3,10대 절대강자,9,1,10,3,44,543,80,236,12,591,30,15,2210,UI_CharacterTitle04,,FFC9F8FF,"전투력 랭킹 10위 이내에 도달 시 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4101200,1,3,세계의 탐구자,8,1,10,3,46,543,81,236,13,591,34,15,1939,UI_CharacterTitle04,,FFC9F8FF,"레벨 랭킹 10위 이내에 도달 시 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
4400100,1,3,시즌2 야성의 결투사,16,0,1201401,3,44,455,80,197,12,495,30,12,1849,UI_CharacterTitle04,,FFC9F8FF,"'명예의 전장 시즌2 야성의 징표' 를 사용 시 활성 됩니다.
(해당 징표는 명예의 전장 시즌2 종료 후, '그랜드마스터' 리그에 진입한 용사에게 지급 됩니다.)",1
4400200,1,3,시즌3 야성의 결투사,16,0,1201402,3,46,455,81,197,13,495,34,12,1621,UI_CharacterTitle04,,FFC9F8FF,"'명예의 전장 시즌3 야성의 징표' 를 사용 시 활성 됩니다.
(해당 징표는 명예의 전장 시즌3 종료 후, '그랜드마스터' 리그에 진입한 용사에게 지급 됩니다.)",0
4400300,1,3,시즌4 야성의 결투사,16,0,1201403,3,44,455,80,197,12,495,30,12,1849,UI_CharacterTitle04,,FFC9F8FF,"'명예의 전장 시즌4 야성의 징표' 를 사용 시 활성 됩니다.
(해당 징표는 명예의 전장 시즌4 종료 후, '그랜드마스터' 리그에 진입한 용사에게 지급 됩니다.)",1
4503000,1,3,LRT 시즌1 강자,16,0,1200002,3,172,,172,,172,,172,,,UI_CharacterTitle04,,FFC9F8FF,"레볼루션 토너먼트 시즌1 4강 진출자에게 지급 되는 명예 칭호로, 'LRT 시즌1 4강의 징표' 를 사용 시 활성 됩니다.",1
5100100,1,4,챔피언,14,1,1,3,0,668,1,668,23,676,41,375,4091,UI_CharacterTitle05_Frame_RankOne_Battlefield3vs3_Common,UI_CharacterTitle05_Icon_RankOne_Battlefield3vs3_Common,FFE9AAFF,"명예의 전장에서 소속서버 랭킹 1위 달성 시 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있으며,
새 시즌 시작 시, 다시 조건을 달성해야 활성 됩니다.)",0
5100200,1,4,결투의 제왕,1,1,1,3,16,769,17,769,20,676,50,375,3039,UI_CharacterTitle05_Frame_RankOne_Challenge,UI_CharacterTitle05_Icon_RankOne_Challenge,FFE9AAFF,"결투장 랭킹 1위 달성 시 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
5100300,1,4,나는 최강이다,9,1,1,3,44,753,80,360,12,876,30,22,3218,UI_CharacterTitle05_Frame_RankOne_FightingPower,UI_CharacterTitle05_Icon_RankOne_FightingPower,FFE9AAFF,"전투력 랭킹 1위 달성 시 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
5100400,1,4,진리에 도달한 자,8,1,1,3,46,753,81,360,13,876,34,22,2842,UI_CharacterTitle05_Frame_RankOne_Level,UI_CharacterTitle05_Icon_RankOne_Level,FFE9AAFF,"레벨 랭킹 1위 달성 시 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
5101300,1,4,글루디오의 지배자,2,1,1,2,0,670,1,670,23,678,41,376,4103,UI_CharacterTitle05_Frame_CastleRuler_Dark,UI_CharacterTitle05_Icon_CastleRuler_Gludior,ED1C24FF,"글루디오성을 점령 후 '어둠의성'을 선택 한 혈맹의 군주인 경우 활성 됩니다.
(조건을 유지하는 동안에만 칭호를 보유 할 수 있습니다.)",0
