GroupId,Id,Name,Desc,NpcAutoMoveID,TaskType,TaskCount,RewardExp,RewardAdena,RewardItemGroup,RewardCount
2,20,엘프의 유적지 지하 2층 공략,스파토이 광전사 20회 처치,20101,83,20,20000,3000,13200,1
2,21,엘프의 유적지 지하 2층 공략,스파토이 척후병 20회 처치,20102,83,20,20000,3000,13200,1
2,22,엘프의 유적지 지하 2층 공략,폐허 강철 거미 20회 처치,20103,83,20,20000,3000,13200,1
2,23,엘프의 유적지 지하 2층 공략,폐허 송곳니 거미 20회 처치,20104,83,20,20000,3000,13200,1
2,24,엘프의 유적지 지하 2층 공략,스파토이 추격자 20회 처치,20105,83,20,20000,3000,13200,1
2,25,엘프의 유적지 지하 2층 공략,스파토이 습격자 20회 처치,20106,83,20,20000,3000,13200,1
2,26,엘프의 유적지 지하 2층 공략,마니아코스 1회 처치,20107,83,1,20000,3000,13200,1
2,27,엘프의 유적지 지하 2층 공략,필락스 1회 처치,20108,83,1,20000,3000,13200,1
2,28,엘프의 유적지 지하 2층 공략,데스 게이저 1회 처치,20109,83,1,20000,3000,13200,1
2,29,엘프의 유적지 지하 2층 공략,네크로스 1회 처치,20110,83,1,20000,3000,13200,1
2,30,엘프의 유적지 지하 2층 공략,몬스터 코어 2개 획득,20101,50,2,20000,3000,13200,1
2,31,엘프의 유적지 지하 2층 공략,몬스터 코어 2개 획득,20105,50,2,20000,3000,13200,1
2,32,엘프의 유적지 지하 2층 공략,몬스터 코어 2개 획득,20105,50,2,20000,3000,13200,1
2,33,엘프의 유적지 지하 2층 공략,던전 몬스터 20회 처치,20111,81,20,20000,3000,13200,1
2,34,엘프의 유적지 지하 2층 공략,던전 몬스터 20회 처치,20112,81,20,20000,3000,13200,1
2,35,엘프의 유적지 지하 2층 공략,던전 몬스터 20회 처치,20113,81,20,20000,3000,13200,1
3,36,개미굴 지하 1층 공략,병정개미 유충 30회 처치,20201,83,30,30000,5000,13300,1
3,37,개미굴 지하 1층 공략,일개미 유충 30회 처치,20202,83,30,30000,5000,13300,1
3,38,개미굴 지하 1층 공략,일개미 30회 처치,20203,83,30,30000,5000,13300,1
3,39,개미굴 지하 1층 공략,병정개미 30회 처치,20204,83,30,30000,5000,13300,1
3,40,개미굴 지하 1층 공략,병정개미 유충 30회 처치,20201,83,30,30000,5000,13300,1
3,41,개미굴 지하 1층 공략,일개미 유충 30회 처치,20202,83,30,30000,5000,13300,1
3,42,개미굴 지하 1층 공략,일개미 30회 처치,20203,83,30,30000,5000,13300,1
3,43,개미굴 지하 1층 공략,리버 1회 처치,20205,83,1,30000,5000,13300,1
3,44,개미굴 지하 1층 공략,개미굴 감독관 1회 처치,20206,83,1,30000,5000,13300,1
3,45,개미굴 지하 1층 공략,몬스터 코어 2개 획득,20201,50,2,30000,5000,13300,1
3,46,개미굴 지하 1층 공략,몬스터 코어 2개 획득,20207,50,2,30000,5000,13300,1
3,47,개미굴 지하 1층 공략,몬스터 코어 2개 획득,20207,50,2,30000,5000,13300,1
3,48,개미굴 지하 1층 공략,던전 몬스터 30회 처치,20207,81,30,30000,5000,13300,1
3,49,개미굴 지하 1층 공략,던전 몬스터 30회 처치,20208,81,30,30000,5000,13300,1
3,50,개미굴 지하 1층 공략,던전 몬스터 30회 처치,20207,81,30,30000,5000,13300,1
4,51,개미굴 지하 2층 공략,개미 유충 30회 처치,20301,83,30,40000,5000,13400,1
4,52,개미굴 지하 2층 공략,일개미 감독 30회 처치,20302,83,30,40000,5000,13400,1
4,53,개미굴 지하 2층 공략,병정개미 신병 30회 처치,20303,83,30,40000,5000,13400,1
4,54,개미굴 지하 2층 공략,개미 유충 30회 처치,20301,83,30,40000,5000,13400,1
4,55,개미굴 지하 2층 공략,일개미 감독 30회 처치,20302,83,30,40000,5000,13400,1
4,56,개미굴 지하 2층 공략,병정개미 신병 30회 처치,20303,83,30,40000,5000,13400,1
4,57,개미굴 지하 2층 공략,개미굴 근위대장 1회 처치,20304,83,1,40000,5000,13400,1
4,58,개미굴 지하 2층 공략,산란지 관리자 1회 처치,20305,83,1,40000,5000,13400,1
4,59,개미굴 지하 2층 공략,몬스터 코어 2개 획득,20306,50,2,40000,5000,13400,1
4,60,개미굴 지하 2층 공략,몬스터 코어 2개 획득,20308,50,2,40000,5000,13400,1
4,61,개미굴 지하 2층 공략,몬스터 코어 2개 획득,20306,50,2,40000,5000,13400,1
4,62,개미굴 지하 2층 공략,던전 몬스터 30회 처치,20306,81,30,40000,5000,13400,1
4,63,개미굴 지하 2층 공략,던전 몬스터 30회 처치,20307,81,30,40000,5000,13400,1
4,64,개미굴 지하 2층 공략,던전 몬스터 30회 처치,20308,81,30,40000,5000,13400,1
5,65,크루마 탑 2층 공략,모르데오의 부하 40회 처치,20401,83,40,50000,7000,13500,1
5,66,크루마 탑 2층 공략,엑스쿠로 40회 처치,20402,83,40,50000,7000,13500,1
5,67,크루마 탑 2층 공략,포르타 40회 처치,20403,83,40,50000,7000,13500,1
5,68,크루마 탑 2층 공략,하이 엑스쿠로 40회 처치,20404,83,40,50000,7000,13500,1
5,69,크루마 탑 2층 공략,모르데오의 근위대 40회 처치,20405,83,40,50000,7000,13500,1
5,70,크루마 탑 2층 공략,결속된 포르타 40회 처치,20406,83,40,50000,7000,13500,1
5,71,크루마 탑 2층 공략,미스틱 1회 처치,20407,83,1,50000,7000,13500,1
5,72,크루마 탑 2층 공략,스테레오스 1회 처치,20408,83,1,50000,7000,13500,1
5,73,크루마 탑 2층 공략,마스터 모르데오 1회 처치,20409,83,1,50000,7000,13500,1
5,74,크루마 탑 2층 공략,세르보 프라임 1회 처치,20410,83,1,50000,7000,13500,1
5,75,크루마 탑 2층 공략,몬스터 코어 2개 획득,20402,50,2,50000,7000,13500,1
5,76,크루마 탑 2층 공략,몬스터 코어 2개 획득,20402,50,2,50000,7000,13500,1
5,77,크루마 탑 2층 공략,몬스터 코어 2개 획득,20403,50,2,50000,7000,13500,1
5,78,크루마 탑 2층 공략,몬스터 코어 2개 획득,20403,50,2,50000,7000,13500,1
5,79,크루마 탑 2층 공략,몬스터 코어 2개 획득,20405,50,2,50000,7000,13500,1
5,80,크루마 탑 2층 공략,몬스터 코어 2개 획득,20413,50,2,50000,7000,13500,1
5,81,크루마 탑 2층 공략,던전 몬스터 40회 처치,20411,81,40,50000,7000,13500,1
5,82,크루마 탑 2층 공략,던전 몬스터 40회 처치,20412,81,40,50000,7000,13500,1
5,83,크루마 탑 2층 공략,던전 몬스터 40회 처치,20413,81,40,50000,7000,13500,1
5,84,크루마 탑 2층 공략,던전 몬스터 40회 처치,20414,81,40,50000,7000,13500,1
5,85,크루마 탑 2층 공략,던전 몬스터 40회 처치,20415,81,40,50000,7000,13500,1
5,86,크루마 탑 2층 공략,던전 몬스터 40회 처치,20411,81,40,50000,7000,13500,1
6,87,크루마 탑 3층 공략,발리두스 경비병 40회 처치,20501,83,40,60000,7000,13600,1
6,88,크루마 탑 3층 공략,발리두스 척후병 40회 처치,20502,83,40,60000,7000,13600,1
6,89,크루마 탑 3층 공략,구스토스 수스켑터 40회 처치,20503,83,40,60000,7000,13600,1
6,90,크루마 탑 3층 공략,쿠시언 수스켑터 40회 처치,20504,83,40,60000,7000,13600,1
6,91,크루마 탑 3층 공략,메포르데 40회 처치,20505,83,40,60000,7000,13600,1
6,92,크루마 탑 3층 공략,발리두스 경비병 40회 처치,20501,83,40,60000,7000,13600,1
6,93,크루마 탑 3층 공략,발리두스 척후병 40회 처치,20502,83,40,60000,7000,13600,1
6,94,크루마 탑 3층 공략,구스토스 수스켑터 40회 처치,20503,83,40,60000,7000,13600,1
6,95,크루마 탑 3층 공략,쿠시언 수스켑터 40회 처치,20504,83,40,60000,7000,13600,1
6,96,크루마 탑 3층 공략,메포르데 40회 처치,20505,83,40,60000,7000,13600,1
6,97,크루마 탑 3층 공략,그리조 1회 처치,20506,83,1,60000,7000,13600,1
6,98,크루마 탑 3층 공략,유리우스 1회 처치,20507,83,1,60000,7000,13600,1
6,99,크루마 탑 3층 공략,매그너스 1회 처치,20508,83,1,60000,7000,13600,1
6,100,크루마 탑 3층 공략,몬스터 코어 2개 획득,20501,50,2,60000,7000,13600,1
6,101,크루마 탑 3층 공략,몬스터 코어 2개 획득,20505,50,2,60000,7000,13600,1
6,102,크루마 탑 3층 공략,몬스터 코어 2개 획득,20505,50,2,60000,7000,13600,1
6,103,크루마 탑 3층 공략,던전 몬스터 40회 처치,20509,81,40,60000,7000,13600,1
6,104,크루마 탑 3층 공략,던전 몬스터 40회 처치,20510,81,40,60000,7000,13600,1
6,105,크루마 탑 3층 공략,던전 몬스터 40회 처치,20511,81,40,60000,7000,13600,1
7,107,상아탑 지하 1층 공략,가시 디코르 50회 처치,20602,83,50,70000,10000,13700,1
7,108,상아탑 지하 1층 공략,오염된 펑거스 50회 처치,20603,83,50,70000,10000,13700,1
7,109,상아탑 지하 1층 공략,가시 디코르 50회 처치,20602,83,50,70000,10000,13700,1
7,110,상아탑 지하 1층 공략,오염된 펑거스 50회 처치,20603,83,50,70000,10000,13700,1
7,111,상아탑 지하 1층 공략,머쉼프 1회 처치,20610,83,1,70000,10000,13700,1
7,112,상아탑 지하 1층 공략,코르피오 1회 처치,20611,83,1,70000,10000,13700,1
7,113,상아탑 지하 1층 공략,프레타 1회 처치,20612,83,1,70000,10000,13700,1
7,114,상아탑 지하 1층 공략,몬스터 코어 2개 획득,20603,50,2,70000,10000,13700,1
7,115,상아탑 지하 1층 공략,몬스터 코어 2개 획득,20605,50,2,70000,10000,13700,1
7,116,상아탑 지하 1층 공략,몬스터 코어 2개 획득,20609,50,2,70000,10000,13700,1
7,117,상아탑 지하 1층 공략,던전 몬스터 50회 처치,20605,81,50,70000,10000,13700,1
7,118,상아탑 지하 1층 공략,던전 몬스터 50회 처치,20607,81,50,70000,10000,13700,1
7,119,상아탑 지하 1층 공략,던전 몬스터 50회 처치,20609,81,50,70000,10000,13700,1
8,120,상아탑 지하 2층 공략,늪지 메두사 50회 처치,20701,83,50,80000,10000,13800,1
8,121,상아탑 지하 2층 공략,동굴 메두사 50회 처치,20702,83,50,80000,10000,13800,1
8,122,상아탑 지하 2층 공략,스타카토 솔져 50회 처치,20703,83,50,80000,10000,13800,1
8,123,상아탑 지하 2층 공략,스타카토 트루퍼 50회 처치,20704,83,50,80000,10000,13800,1
8,124,상아탑 지하 2층 공략,늪지 메두사 50회 처치,20701,83,50,80000,10000,13800,1
8,125,상아탑 지하 2층 공략,동굴 메두사 50회 처치,20702,83,50,80000,10000,13800,1
8,126,상아탑 지하 2층 공략,스타카토 솔져 50회 처치,20703,83,50,80000,10000,13800,1
8,127,상아탑 지하 2층 공략,스타카토 트루퍼 50회 처치,20704,83,50,80000,10000,13800,1
8,128,상아탑 지하 2층 공략,벌쳐 1회 처치,20710,83,1,80000,10000,13800,1
8,129,상아탑 지하 2층 공략,가르구 1회 처치,20711,83,1,80000,10000,13800,1
8,130,상아탑 지하 2층 공략,모르피스 1회 처치,20712,83,1,80000,10000,13800,1
8,131,상아탑 지하 2층 공략,몬스터 코어 2개 획득,20703,50,2,80000,10000,13800,1
8,132,상아탑 지하 2층 공략,몬스터 코어 2개 획득,20707,50,2,80000,10000,13800,1
8,133,상아탑 지하 2층 공략,몬스터 코어 2개 획득,20708,50,2,80000,10000,13800,1
8,134,상아탑 지하 2층 공략,던전 몬스터 50회 처치,20706,81,50,80000,10000,13800,1
8,135,상아탑 지하 2층 공략,던전 몬스터 50회 처치,20707,81,50,80000,10000,13800,1
9,136,상아탑 지하 3층 공략,해골 돌격병 50회 처치,20805,83,50,90000,10000,13900,1
9,137,상아탑 지하 3층 공략,흑성가단 소울 프리마 50회 처치,20802,83,50,90000,10000,13900,1
9,138,상아탑 지하 3층 공략,흑성가단 다크 프리마 50회 처치,20803,83,50,90000,10000,13900,1
9,139,상아탑 지하 3층 공략,해골 돌격병 50회 처치,20805,83,50,90000,10000,13900,1
9,140,상아탑 지하 3층 공략,흑성가단 소울 프리마 50회 처치,20802,83,50,90000,10000,13900,1
9,141,상아탑 지하 3층 공략,흑성가단 다크 프리마 50회 처치,20803,83,50,90000,10000,13900,1
9,142,상아탑 지하 3층 공략,스컬체이서 1회 처치,20810,83,1,90000,10000,13900,1
9,143,상아탑 지하 3층 공략,크리아테스 1회 처치,20811,83,1,90000,10000,13900,1
9,144,상아탑 지하 3층 공략,샌드스톰 1회 처치,20812,83,1,90000,10000,13900,1
9,145,상아탑 지하 3층 공략,몬스터 코어 2개 획득,20805,50,2,90000,10000,13900,1
9,146,상아탑 지하 3층 공략,몬스터 코어 2개 획득,20807,50,2,90000,10000,13900,1
9,147,상아탑 지하 3층 공략,몬스터 코어 2개 획득,20809,50,2,90000,10000,13900,1
9,148,상아탑 지하 3층 공략,던전 몬스터 50회 처치,20805,81,50,90000,10000,13900,1
9,149,상아탑 지하 3층 공략,던전 몬스터 50회 처치,20807,81,50,90000,10000,13900,1
10,150,상아탑 지하 연구소 공략,뒤틀린 실험체 50회 처치,20841,83,50,90000,10000,13950,1
10,151,상아탑 지하 연구소 공략,통제불능 골렘 50회 처치,20842,83,50,90000,10000,13950,1
10,152,상아탑 지하 연구소 공략,구속된 실험체 50회 처치,20843,83,50,90000,10000,13950,1
10,153,상아탑 지하 연구소 공략,오작동 하는 기계골렘 50회 처치,20844,83,50,90000,10000,13950,1
10,154,상아탑 지하 연구소 공략,잠들지 못한 수습생 50회 처치,20845,83,50,90000,10000,13950,1
10,155,상아탑 지하 연구소 공략,잠들지 못한 마법사 50회 처치,20846,83,50,90000,10000,13950,1
10,156,상아탑 지하 연구소 공략,어둠의 결사 조사자 50회 처치,20847,83,50,90000,10000,13950,1
10,157,상아탑 지하 연구소 공략,어둠의 결사 수호자 50회 처치,20848,83,50,90000,10000,13950,1
10,158,상아탑 지하 연구소 공략,어둠의 결사 연구원 50회 처치,20849,83,50,90000,10000,13950,1
10,159,상아탑 지하 연구소 공략,뒤틀린 조수 50회 처치,20850,83,50,90000,10000,13950,1
10,160,상아탑 지하 연구소 공략,지하 바실리스크 50회 처치,20851,83,50,90000,10000,13950,1
10,161,상아탑 지하 연구소 공략,아돌프 1회 처치,20853,83,1,90000,10000,13950,1
10,162,상아탑 지하 연구소 공략,게노스 1회 처치,20854,83,1,90000,10000,13950,1
10,163,상아탑 지하 연구소 공략,알렉산더 1회 처치,20855,83,1,90000,10000,13950,1
10,164,상아탑 지하 연구소 공략,트라소스 1회 처치,20856,83,1,90000,10000,13950,1
10,165,상아탑 지하 연구소 공략,바바라 1회 처치,20857,83,1,90000,10000,13950,1
10,166,상아탑 지하 연구소 공략,아모스 1회 처치,20858,83,1,90000,10000,13950,1
10,167,상아탑 지하 연구소 공략,엔클레마 1회 처치,20859,83,1,90000,10000,13950,1
10,168,상아탑 지하 연구소 공략,클라우드 1회 처치,20860,83,1,90000,10000,13950,1
10,169,상아탑 지하 연구소 공략,소포스 1회 처치,20861,83,1,90000,10000,13950,1
10,170,상아탑 지하 연구소 공략,에드윈 1회 처치,20862,83,1,90000,10000,13950,1
10,171,상아탑 지하 연구소 공략,에나스 1회 처치,20863,83,1,90000,10000,13950,1
10,172,상아탑 지하 연구소 공략,몬스터 코어 2개 획득,20841,50,2,90000,10000,13950,1
10,173,상아탑 지하 연구소 공략,몬스터 코어 2개 획득,20842,50,2,90000,10000,13950,1
10,174,상아탑 지하 연구소 공략,몬스터 코어 2개 획득,20843,50,2,90000,10000,13950,1
10,175,상아탑 지하 연구소 공략,몬스터 코어 2개 획득,20844,50,2,90000,10000,13950,1
10,176,상아탑 지하 연구소 공략,몬스터 코어 2개 획득,20845,50,2,90000,10000,13950,1
10,177,상아탑 지하 연구소 공략,몬스터 코어 2개 획득,20846,50,2,90000,10000,13950,1
10,178,상아탑 지하 연구소 공략,몬스터 코어 2개 획득,20847,50,2,90000,10000,13950,1
10,179,상아탑 지하 연구소 공략,몬스터 코어 2개 획득,20848,50,2,90000,10000,13950,1
10,180,상아탑 지하 연구소 공략,몬스터 코어 2개 획득,20849,50,2,90000,10000,13950,1
10,181,상아탑 지하 연구소 공략,몬스터 코어 2개 획득,20850,50,2,90000,10000,13950,1
10,182,상아탑 지하 연구소 공략,몬스터 코어 2개 획득,20851,50,2,90000,10000,13950,1
10,184,상아탑 지하 연구소 공략,던전 몬스터 50회 처치,20841,81,50,90000,10000,13950,1
10,185,상아탑 지하 연구소 공략,던전 몬스터 50회 처치,20842,81,50,90000,10000,13950,1
10,186,상아탑 지하 연구소 공략,던전 몬스터 50회 처치,20843,81,50,90000,10000,13950,1
10,187,상아탑 지하 연구소 공략,던전 몬스터 50회 처치,20844,81,50,90000,10000,13950,1
10,188,상아탑 지하 연구소 공략,던전 몬스터 50회 처치,20845,81,50,90000,10000,13950,1
10,189,상아탑 지하 연구소 공략,던전 몬스터 50회 처치,20846,81,50,90000,10000,13950,1
10,190,상아탑 지하 연구소 공략,던전 몬스터 50회 처치,20847,81,50,90000,10000,13950,1
10,191,상아탑 지하 연구소 공략,던전 몬스터 50회 처치,20848,81,50,90000,10000,13950,1
10,192,상아탑 지하 연구소 공략,던전 몬스터 50회 처치,20849,81,50,90000,10000,13950,1
10,193,상아탑 지하 연구소 공략,던전 몬스터 50회 처치,20850,81,50,90000,10000,13950,1
10,194,상아탑 지하 연구소 공략,던전 몬스터 50회 처치,20851,81,50,90000,10000,13950,1
11,195,비밀의 숲 상층 공략,숲의 그렌델 80회 처치,20813,83,80,100000,12000,14000,1
11,196,비밀의 숲 상층 공략,독성 아트록스 80회 처치,20814,83,80,100000,12000,14000,1
11,197,비밀의 숲 상층 공략,비밀의 감시자 80회 처치,20815,83,80,100000,12000,14000,1
11,198,비밀의 숲 상층 공략,숲의 감시자 80회 처치,20816,83,80,100000,12000,14000,1
11,199,비밀의 숲 상층 공략,숲의 그렌델 80회 처치,20813,83,80,100000,12000,14000,1
11,200,비밀의 숲 상층 공략,독성 아트록스 80회 처치,20814,83,80,100000,12000,14000,1
11,201,비밀의 숲 상층 공략,비밀의 감시자 80회 처치,20815,83,80,100000,12000,14000,1
11,202,비밀의 숲 상층 공략,숲의 감시자 80회 처치,20816,83,80,100000,12000,14000,1
11,203,비밀의 숲 상층 공략,아르고스 1회 처치,20824,83,1,100000,12000,14000,1
11,204,비밀의 숲 상층 공략,헬리사 1회 처치,20825,83,1,100000,12000,14000,1
11,205,비밀의 숲 상층 공략,슬링 1회 처치,20826,83,1,100000,12000,14000,1
11,206,비밀의 숲 상층 공략,몬스터 코어 2개 획득,20813,50,2,100000,12000,14000,1
11,207,비밀의 숲 상층 공략,몬스터 코어 2개 획득,20814,50,2,100000,12000,14000,1
11,208,비밀의 숲 상층 공략,몬스터 코어 2개 획득,20818,50,2,100000,12000,14000,1
11,209,비밀의 숲 상층 공략,던전 몬스터 80회 처치,20819,81,80,100000,12000,14000,1
11,210,비밀의 숲 상층 공략,던전 몬스터 80회 처치,20820,81,80,100000,12000,14000,1
12,211,비밀의 숲 하층 공략,판 디펜더 80회 처치,20827,83,80,110000,12000,14100,1
12,212,비밀의 숲 하층 공략,님프 슬래셔 80회 처치,20828,83,80,110000,12000,14100,1
12,213,비밀의 숲 하층 공략,님프 어벤져 80회 처치,20829,83,80,110000,12000,14100,1
12,214,비밀의 숲 하층 공략,비밀의 서큐버스 80회 처치,20830,83,80,110000,12000,14100,1
12,215,비밀의 숲 하층 공략,판 디펜더 80회 처치,20827,83,80,110000,12000,14100,1
12,216,비밀의 숲 하층 공략,님프 슬래셔 80회 처치,20828,83,80,110000,12000,14100,1
12,217,비밀의 숲 하층 공략,님프 어벤져 80회 처치,20829,83,80,110000,12000,14100,1
12,218,비밀의 숲 하층 공략,비밀의 서큐버스 80회 처치,20830,83,80,110000,12000,14100,1
12,219,비밀의 숲 하층 공략,바누크 1회 처치,20838,83,1,110000,12000,14100,1
12,220,비밀의 숲 하층 공략,케일린 1회 처치,20839,83,1,110000,12000,14100,1
12,221,비밀의 숲 하층 공략,베일로스 1회 처치,20840,83,1,110000,12000,14100,1
12,222,비밀의 숲 하층 공략,몬스터 코어 2개 획득,20827,50,2,110000,12000,14100,1
12,223,비밀의 숲 하층 공략,몬스터 코어 2개 획득,20834,50,2,110000,12000,14100,1
12,224,비밀의 숲 하층 공략,몬스터 코어 2개 획득,20835,50,2,110000,12000,14100,1
12,225,비밀의 숲 하층 공략,던전 몬스터 80회 처치,20833,81,80,110000,12000,14100,1
12,226,비밀의 숲 하층 공략,던전 몬스터 80회 처치,20836,81,80,110000,12000,14100,1
13,227,비밀의 숲 학살지 공략,길잃은 리자드맨 투사 80회 처치,20864,83,80,110000,12000,14150,1
13,228,비밀의 숲 학살지 공략,길잃은 리자드맨 전사 80회 처치,20865,83,80,110000,12000,14150,1
13,229,비밀의 숲 학살지 공략,식인 숲 거미 80회 처치,20866,83,80,110000,12000,14150,1
13,230,비밀의 숲 학살지 공략,격노한 페어리 윌로우 80회 처치,20867,83,80,110000,12000,14150,1
13,231,비밀의 숲 학살지 공략,인트레피데즈 1회 처치,20875,83,1,110000,12000,14150,1
13,232,비밀의 숲 학살지 공략,아베투라 1회 처치,20876,83,1,110000,12000,14150,1
13,233,비밀의 숲 학살지 공략,가리 1회 처치,20877,83,1,110000,12000,14150,1
13,234,비밀의 숲 학살지 공략,알카이오스 1회 처치,20878,83,1,110000,12000,14150,1
13,235,비밀의 숲 학살지 공략,몬스터 코어 2개 획득,20864,50,2,110000,12000,14150,1
13,236,비밀의 숲 학살지 공략,몬스터 코어 2개 획득,20865,50,2,110000,12000,14150,1
13,237,비밀의 숲 학살지 공략,몬스터 코어 2개 획득,20866,50,2,110000,12000,14150,1
13,238,비밀의 숲 학살지 공략,몬스터 코어 2개 획득,20867,50,2,110000,12000,14150,1
13,239,비밀의 숲 학살지 공략,던전 몬스터 80회 처치,20864,81,80,110000,12000,14150,1
13,240,비밀의 숲 학살지 공략,던전 몬스터 80회 처치,20865,81,80,110000,12000,14150,1
13,241,비밀의 숲 학살지 공략,던전 몬스터 80회 처치,20866,81,80,110000,12000,14150,1
13,242,비밀의 숲 학살지 공략,던전 몬스터 80회 처치,20867,81,80,110000,12000,14150,1
14,243,용의 동굴 지하 1층 공략,말룩 서번트 80회 처치,20885,83,80,120000,15000,14200,1
14,244,용의 동굴 지하 1층 공략,말룩 로드 80회 처치,20886,83,80,120000,15000,14200,1
14,245,용의 동굴 지하 1층 공략,말룩 나이트 80회 처치,20887,83,80,120000,15000,14200,1
14,246,용의 동굴 지하 1층 공략,말룩 리더 80회 처치,20888,83,80,120000,15000,14200,1
14,247,용의 동굴 지하 1층 공략,말룩 버서커 80회 처치,20889,83,80,120000,15000,14200,1
14,248,용의 동굴 지하 1층 공략,말룩 레이디 80회 처치,20890,83,80,120000,15000,14200,1
14,249,용의 동굴 지하 1층 공략,리말 카린니스 80회 처치,20891,83,80,120000,15000,14200,1
14,250,용의 동굴 지하 1층 공략,말룩 프린세스 80회 처치,20892,83,80,120000,15000,14200,1
14,251,용의 동굴 지하 1층 공략,리말 에스파다 80회 처치,20893,83,80,120000,15000,14200,1
14,252,용의 동굴 지하 1층 공략,오버로드 1회 처치,20894,83,1,120000,15000,14200,1
14,253,용의 동굴 지하 1층 공략,리미에르 1회 처치,20895,83,1,120000,15000,14200,1
14,254,용의 동굴 지하 1층 공략,에라크 1회 처치,20896,83,1,120000,15000,14200,1
14,255,용의 동굴 지하 1층 공략,몬스터 코어 2개 획득,20885,50,2,120000,15000,14200,1
14,256,용의 동굴 지하 1층 공략,몬스터 코어 2개 획득,20888,50,2,120000,15000,14200,1
14,257,용의 동굴 지하 1층 공략,몬스터 코어 2개 획득,20891,50,2,120000,15000,14200,1
14,258,용의 동굴 지하 1층 공략,몬스터 코어 2개 획득,20888,50,2,120000,15000,14200,1
14,259,용의 동굴 지하 1층 공략,몬스터 코어 2개 획득,20891,50,2,120000,15000,14200,1
14,260,용의 동굴 지하 1층 공략,던전 몬스터 80회 처치,20885,81,80,120000,15000,14200,1
14,261,용의 동굴 지하 1층 공략,던전 몬스터 80회 처치,20893,81,80,120000,15000,14200,1
15,262,용의 동굴 지하 2층 공략,베히모스 크러셔 80회 처치,20897,83,80,120000,15000,14250,1
15,263,용의 동굴 지하 2층 공략,드래곤 버서커 80회 처치,20898,83,80,120000,15000,14250,1
15,264,용의 동굴 지하 2층 공략,베히모스 워커 80회 처치,20899,83,80,120000,15000,14250,1
15,265,용의 동굴 지하 2층 공략,드래곤 파아탄 80회 처치,20900,83,80,120000,15000,14250,1
15,266,용의 동굴 지하 2층 공략,블러디 레이디 80회 처치,20901,83,80,120000,15000,14250,1
15,267,용의 동굴 지하 2층 공략,블러디 카린니스 80회 처치,20902,83,80,120000,15000,14250,1
15,268,용의 동굴 지하 2층 공략,블러디 카리크 80회 처치,20903,83,80,120000,15000,14250,1
15,269,용의 동굴 지하 2층 공략,블러디 퀸 80회 처치,20904,83,80,120000,15000,14250,1
15,270,용의 동굴 지하 2층 공략,블러디 에스파다 80회 처치,20905,83,80,120000,15000,14250,1
15,271,용의 동굴 지하 2층 공략,더스크블리시 1회 처치,20906,83,1,120000,15000,14250,1
15,272,용의 동굴 지하 2층 공략,하스톤 1회 처치,20907,83,1,120000,15000,14250,1
15,273,용의 동굴 지하 2층 공략,라나텔 1회 처치,20908,83,1,120000,15000,14250,1
15,274,용의 동굴 지하 2층 공략,몬스터 코어 2개 획득,20897,50,2,120000,15000,14250,1
15,275,용의 동굴 지하 2층 공략,몬스터 코어 2개 획득,20903,50,2,120000,15000,14250,1
