ClassGroupId,ActId,ActName,QuestId,RequiredQuestId,RecommendedPower,RecommendedPersonnel,QuestImg,QuestDesc,QuestImg2,QuestDesc2,QuestImg3,QuestDesc3,QuestImg4,QuestDesc4,QuestImg5,QuestDesc5,TaskContentType,QuestTaskID
35,3,거인의 감옥,2035301,2035209,1141100,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," 거인의 정수를 구하는 방법을 알아내려고
 거인추적대의 수장인 에스데스를 겨우겨우 만났습니다.
 하지만 에스데스는 거인의 정수가 아닌 다크스톤을 구해오라고 했습니다.
 의구심을 누르고 겨우 다크스톤을 구해왔고
 이제 그 이유를 좀 들어봐야겠군요.

 에스데스는 대체 왜 <GreenBold>다크스톤</>을 구해오라고 했을까요?",QuestDialog/Esdeath," 거인의 정수를 찾는다면서 다크스톤에 대해 전혀 몰랐던 것 같군?
 심지어 거인의 상자까지 가지고 있으면서 말이야.

 다크스톤은 오염된 거인의 정수가 굳어서 만들어진 물건이다.
 그 탓에 거인의 정수 같은 역할을 할 수는 없지만
 거인의 상자가 있다면 이야기가 다르지.

 거인의 상자를 사용하면 <GreenBold>다크스톤에서 거인의 정수를 정제</>할 수 있거든.
 너희들 입장에서는 다크스톤을 구하는 것이
 곧 거인의 정수를 구하는 것이나 마찬가지니까 말이다.",QuestDialog/Esdeath," 자~아... 너희들이 원하던 거인의 정수를 가지게 해주었다.
 이제 나를 좀 도와줘야겠어.
 
 <GreenBold>거인의 감옥에 문제</>가 생긴 게 확실하다.
 원인을 조사해야겠지만... 그곳의 상태가 어떨지 걱정이로군...
 추적대 전원을 끌고 감옥으로 갈 수는 없다.
 이 숲을 방어해야 하기도 하고, 애꿎은 희생자만 늘어날 테니까.",QuestDialog/Fernel," 거인의 감옥이라! 정말 대단한 곳이군.
 이곳의 고고학적인 가치를 말로 설명할 수가 없구만!
 
 근데... 
 거인의 감옥이... 말만 감옥이지...
 지금은 그냥 위험한 거인 범죄자들의 소굴이 된 것 같군.
 조심해야겠어…",QuestDialog/Image_ClassTransferQuest_CompleteMark," 다크스톤은 <GreenBold>거인의 정수</>가 오염되어 굳어진 물건이며,
 거인의 상자로 정화하면 거인의 정수를 얻을 수 있다고 합니다.
 그리하여 마침내 거인의 정수를 얻을 수 있었습니다.

 에스데스는 거인의 정수를 얻게 해주었으니,
 이젠 자신을 도와달라고 합니다.
 에스데스의 요청대로 거인의 감옥의 문제를 조사하기로 합니다.",,
35,3,거인의 감옥,2035302,2035301,1141100,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," 거인추적대의 영역에 나타난 악마들과
 아덴성을 공격한 이슬레이는 거인의 감옥에 갇혀 있었어야했습니다.

 거인의 감옥에 무슨 문제가 생긴 것이 분명합니다.
 에스데스의 부탁으로 함께 <GreenBold>거인의 감옥을 조사</>해야 합니다.
 어떤 위험이 도사리고 있을지 모르지만
 어쩌면 또 다른 거인의 정수를 얻을 기회일지도 모릅니다.",QuestDialog/Esdeath," 이곳은 과거 거인들이 중범죄자, 정신이상자, 혹은 정치적 라이벌들을
 영원한 동면의 형태로 수감 시켰던 곳이다.

 아이러니하게도...
 이들만이 아인하사드의 분노를 피해 살아남을 수 있었지...

 그런데 지금... 이곳의 수감자들이 풀려나 돌아다니고 있군…",QuestDialog/Esdeath," 경솔하고 무지한 고고학자 같으니!

 시키지도 않은 짓을 해서, 일이 번거롭게 됐어!

 조심해라!

 여기 경보장치가 누구를 대상으로 만들어졌는지를 상기해라!",QuestDialog/Fernel," 나.. 나는 경보장치를 해제하려고 한 것이라네...
 
 결과가 좀 나빴지... 면목 없구만.

 이런말하긴 좀 그렇지만... 함정들을 조심해야 할 것 같네.

 보통 수준이 아니야.",QuestDialog/Image_ClassTransferQuest_CompleteMark," 거인의 감옥에 수감된 죄수들은 위험천만한 자들입니다.
 
 그들이 감옥을 탈출할 수 없도록 고안된 시설들은,
 한 발짝 움직일 때마다 발목을 잡습니다.
 
 또한 탈출해서 방황하는 죄수들 때문에 숨돌릴 틈도 없군요.",,
35,3,거인의 감옥,2035303,2035302,1141100,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," 페르넬 같은 뛰어난 수완가도
 거인의 감옥 경보장치를 해제하기에는 버거워 보입니다.
 
 이곳의 경보장치나 함정들은 탈옥한 거인들을 대상으로 만들어졌습니다.
 거인이 아닌 자들에겐 매우 치명적일 것입니다.
 
 최대한 안전한 방법으로 신중하게 움직여야 할 것 같습니다.",QuestDialog/Esdeath," 이미 일어난 일은 어쩔 수 없다.
 지금부터는 작은 실수도 해서는 안된다.
 
 앞쪽에 있는 수많은 경보장치가 보이나?
 탈옥수를 무력화시키기 위한 장치 같은데... 그건 거인 기준이다.
 우리가 걸리면 어떻게 될지 장담할 수 없군.
 한순간에 목숨을 잃고 싶지 않다면 신중해라.",QuestDialog/Esdeath," 강력한 거인을 가두어 두었던 곳이다.
 
 탈옥을 시도했을 정도의 죄수라면 그 역시 보통이 아니었을 것이다.

 그런 탈옥수를 저지하기 위한 장치에 공격당한다면...
  
 끔찍한 결과만이 있겠지.",QuestDialog/Fernel," 허허허... 심장이 서늘해지는 느낌이야!
 다이어트를 해야겠다는 생각이 저절로 드는구만!

 에스데스가 여기서 뭘 하려는 건지 확실히 해두는 게 좋겠네.
 우리는 거인의 정수를 찾아야 한단 말일세.

 여기에 거인의 정수나 다크스톤이 있는지 확인해봐야겠어.",QuestDialog/Image_ClassTransferQuest_CompleteMark," 거인의 감옥의 일부 기능은 필요 이상으로 정상적이었습니다.
 
 거인 죄수를 고려해 만든 함정들은
 사전지식이 없는 자들에겐 사형선고나 마찬가지였습니다.

 페르넬은 거인의 정수를 찾아야 할 사명을 상기시키며
 거인의 감옥에 거인의 정수나 다크스톤이 있는지 확인하겠다고 합니다.",,
35,3,거인의 감옥,2035304,2035303,1141100,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," 거인의 감옥에서 이번 사건의 원인을 조사하는 것도 중요하지만,
 
 아덴성의 문제를 해결을 위해서는 거인의 정수가 필요합니다.
 
 페르넬의 속은 타들어가기만 하는데,
 거인의 감옥은 풀려난 죄수들이 점점 늘어나고 있는 것 같습니다.
 일이 점점 커지고만 있습니다.",QuestDialog/Esdeath," 초조해하는군? 그럴 필요 없다.
 이곳에 너희가 찾는 거인의 정수가 있을 것이다.
 아마 다크스톤의 형태로 존재할 테지.

 나는 거인의 감옥이 이렇게 된 이유를 알아내고 원래대로 되돌려야 한다.
 이슬레이를 처치해야 하는 것도 같은 입장이지.
 이제 우리가 동행할 충분한 이유를 알겠나?",QuestDialog/Esdeath," 오래전에...
 
 이 감옥의 수감자 리스트를 본 기억이 어렴풋이 난다.

 <GreenBold>거인시대의 가장 위험하고 사악한 것들의 이름</>을 확인할 수 있었지...

 그들의 동면이 아직 풀리지 않았기를 바래야지...",QuestDialog/Esdeath," 우려하던 상황이군!

 여기 <GreenBold>동면장치</>에 무슨 문제가 생긴 거야.
 위험한 놈들이 모두 동면에서 풀려나고있어...

 이대로 가다간 거인시대의 사악한 것들이 활보하는 세상이 되겠어!",QuestDialog/Image_ClassTransferQuest_CompleteMark," 동면에서 풀려난 수감자 중에는 악마도 있었습니다.
 
 이대로 시간이 지나,
 모든 죄수가 동면에서 해방되면 어떤 끔찍한 일이 일어날지 모릅니다.
 
 빨리 동면장치를 재가동해야 합니다!",,
35,3,거인의 감옥,2035305,2035304,1141100,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," 죄수들을 동면상태로 만들고 있던 장치에 문제가 생긴 것 같습니다.

 이대로 시간이 흘러,
 위험한 악마들, 혹은 또 다른 이슬레이가 풀려난다면
 어떤 끔찍한 일이 일어날지 모릅니다.
 다행히,
 에스데스는 동면장치의 구조에 대해서 파악하고 있는 것 같습니다.
 그녀가 알려주는 방법대로 빠르게 움직이는 것만이 답일 것 같습니다.",QuestDialog/Fernel," 여기엔 대체 어떤 놈들이 있는 건가...
 이슬레이도 여기에 수감되어 있었던 거라던데...

 이거 정말 곤란하군...
 만만한 놈이 없어. 하긴 그런놈들이니 이런곳에 가두었겠지.

 거인들은 어쩌자구 그냥 가둬두기만 한거야!
 크으..이제 이 일을 어떡한다!",QuestDialog/Esdeath," 당황하지 마라. 아직 바로 잡을 기회는 있다.
 동면장치를 재가동 시키면 적어도 상황이 악화되는 것은 막을 수 있다.

 이곳에는 네개의 동면장치가 있다.
 저기 붉은 색으로 빛나는 기둥이 파괴된 동면 제어장치지.
 동면장치를 네개를 재가동 시켜야 한다.
 그러기 위해선... <GreenBold>세개의 열쇠</>가 필요하군...
 부지런히 열쇠를 찾아야겠어... ",QuestDialog/Fernel," 나머지 동면장치도 빨리 재가동 시켜야 하네.
 방금전의 그 열쇠면 충분할 거야.

 거인시대의 흉악범이랑 같은 공간에 있어야 한다니!
 정말 간담이 서늘해지는군!

 저절로 발걸음이 빨라지는 것 같네!",QuestDialog/Image_ClassTransferQuest_CompleteMark," 동면장치를 재가동시킬 세개의 열쇠를 찾았습니다.
 
 이제부터는 동면장치를 재가동시키기만 하면 됩니다.
 가동해야할 동면장치는 총 네개입니다.
 
 이제 하나를 가동시켰으니 나머지 세개를 재가동해야 합니다.",,
35,3,거인의 감옥,2035306,2035305,1141100,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," 남은 세개의 동면장치를 재가동해야 합니다.
 
 이미 열쇠를 찾았으니 방해만 없다면 금방 해결할 수 있을 것입니다.
 
 
 방해만 없다면요...",QuestDialog/Fernel," 열쇠는 잘 가지고 있겠지?
 
 <GreenBold>동면장치</>는 모두 같은 구조로 되어있다.
 열쇠를 다시 구할 필요는 없을 거야. 이제 남은 장치는 세개다.

 서두르도록 하지!",QuestDialog/Esdeath," 멍청한 감시자들 같으니!
 
 동면장치를 재가동시키려고 하는거란 말이다!
 
 탈옥수들은 못 잡고 감옥을 정상화하는 일을 방해만 하는군!",QuestDialog/Fernel," 에스데스가 슬슬 짜증이 나나보구만.
 
 하긴, 감옥의 감시자들이 정작 탈옥수들은 저지하지도 못하고
 감옥을 정상화 시키려는 우리를 방해하니 짜증이 날만도 하지.
 
 흠... 갑갑한건 이쪽도 마찬가지인데 말이야.
 저친구만 믿고 있다가는 거인의 정수를 언제 찾을 수 있을지 모르겠군.",QuestDialog/Image_ClassTransferQuest_CompleteMark," 동면장치를 재가동시키려는데 고장 난 경비시스템이 말썽이었습니다.
 
 탈옥수는 못 잡고 애꿎은 방해만 해대는 경비시스템 때문에
 에스데스는 짜증이 난듯합니다.

 페르넬 역시 거인의 정수를 구하는 일에 진척이 없자,
 조금씩 불만이 쌓여가는 듯합니다.",,
35,3,거인의 감옥,2035307,2035306,1141100,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," 두개의 동면장치를 재가동하고 이제 하나만 남았습니다.

 일이 쉽게 풀리지 않고 있으니 마지막까지 방심할 수가 없군요.
 먼저 풀려난 악마들이
 동료애를 발휘해 동면장치를 재가동하는 것을 방해하러 올 리는 없습니다.

 그들은 단지
 억눌렸었던 본성과 오랜 허기를 달랠 먹잇감이 필요해서
 당신을 그냥 두지 않을 것입니다. ",QuestDialog/Fernel," 에스데스를 돕는 것도 좋지만,
 우리가 <GreenBold>거인의 정수</>를 찾아야 하는 것을 잊지말게

 거인의 감옥 어딘가에 거인의 정수... 혹은 다크스톤이 있을테니
 눈 잘 뜨고 찾아보게!

 근데 하도 방해하는 것들이 많으니 그것도 영 쉽지는 않구만! ",QuestDialog/Esdeath," 대체 여긴 어디란 말인가?
 악마놈들은 이상한 짓을 해대는 군!
 
 지금, 한번 지더니 자기 영역으로 우릴 강제로 소환시켰군.
 속좁은 자식들 같으니!

 일일이 상대할 시간은 없는데... 곤란하군...",QuestDialog/Esdeath," 우릴 데려온 놈을 처치했는데도 나갈 수가 없어...
 매우 난처하군.
 
 이곳은... <GreenBold>악마의 둥지</> 같다. 사방에 악마가 득실거리는 곳이지...
 살육을 즐기는 놈들이 우리의 존재를 눈치채면 그냥 내버려 둘리가 없다.

 제길! 이런 경우까진 예상못했는데!!!",QuestDialog/Image_ClassTransferQuest_CompleteMark," 마지막 동면장치를 재가동 시키려는데
 풀려난 악마중에 하나가 공격해왔습니다.
 쉽게 무찌르는가 했는데...
 악마가 일행을 이공간으로 보내버렸습니다.

 그곳은 악마의 둥지라 불리는 악마의 안방 같은 곳이었습니다.
 이곳에서 악마와 싸우는 것은
 물속에서 촛불을 켜려고 하는 것과 같습니다.
 최대한 빨리 탈출해야 합니다.",,
35,3,거인의 감옥,2035308,2035307,1141100,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," 마지막 동면장치를 재가동 하려던 찰나
 당신을 공격해온 악마는 싸움에 패배하자
 당신을 자신의 영역인 악마의 둥지로 강제이동 시켰습니다.

 이곳에 머무르는 것은 거인의 감옥에 있는 것보다 더 위험합니다.
 빨리 탈출해야 하는데,
 정상적인 방법으로는 탈출할 수 없는가 봅니다.",QuestDialog/Esdeath," 일반적으로 이런 곳에서는 순간이동을 하기 어렵다.
 소용돌이 위에서 똑바로 항해하려는 것과 같은 행동이지.
 좌표가 엉켜버려서...
 바위속이나 땅속으로 순간이동하는 끔찍한 결과가 발생할 수 있다.
 
 잠깐 기다려라...
 방법을 생각하는 중이니까.",QuestDialog/Esdeath," 악마의 안방에서 악마와 싸워야하는 상황이군...
 이런 싸움은 무의미하다. 악마들에게 놀아날 순 없어!
 
 여길 벗어나려면 거인의 상자의 힘에 기댈 수밖에 없다.
 어서 마력을 모아서 거인의 상자로 포탈을 열자!
 
 악마들의 공간이라 마력을 쉽게 빼앗기게 되니
 강한 악마를 처치해라! 그래야 마력을 빼앗기지 않을 수 있다!

 이곳을 나가자마자 나머지 동면장치를 재가동해야 한다.
 우리가 여길 왜 왔는지 잊지 마라!",QuestDialog/Fernel," 여길 온 이유?
 에스데스 저자가 우릴 여기로 데려왔지!
 우린 진작에 거인의 정수를 찾는다고 말하지 않았던가!
 다크스톤이 여기 있으면 빨리 말을 했어야지!
 심사가 뒤틀린 양반같으니!
 
 그런데! 그 고생을 했는데! 여기에 다크스톤이 없는 건가?
 에스데스에게 한마디 해야겠네! 이거원!",QuestDialog/Image_ClassTransferQuest_CompleteMark," 악마의 둥지를 탈출하기 위해서는
 충분한 마력을 확보해 거인의 상자로 포탈을 여는 방법을 써야 했습니다.
 마력을 확보하기 위해서는 강한 마력을 지닌
 상급 악마와 싸워야 했는데
 불행인지 다행인지, 악마의 둥지에는 그런 강한 악마가 즐비했습니다.
 
 격렬한 싸움 끝에 거인의 상자를 이용해서 악마의 둥지를 탈출했고
 탈출하자마자 재빨리 동면장치를 재가동했습니다.
 그리고 페르넬의 독촉으로
 에스데스는 다크스톤이 있는 곳으로 당신을 데려갑니다. 하지만...  ",,
35,3,거인의 감옥,2035309,2035308,1141100,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," 악마의 둥지를 탈출하고 동면장치를 재가동하자
 초조해진 페르넬은 거인의 정수를 찾아야 함을 독촉하기 시작했습니다.
 
 사실 에스데스는 이미 다크스톤을 염두에 두고 있었고
 일행을 다크스톤이 있는 곳으로 인도했습니다.
 
 그런데 막상 도착해보니,
 아무런 방해 없이 드나들 수 있었던 곳의 길목이 봉인되어 있었습니다.",QuestDialog/Esdeath," 분명... 이 너머에 다크스톤이 있을 텐데...
 
 대체 누가 한 짓이지?

 이... 문양은 악마의 것인데... 악마가 문을 봉인했다고?

 대체 왜? ",QuestDialog/Esdeath," 오크똥같은 악마놈들 때문에 자꾸만 일이 꼬이는군.
 
 허나, 여기 봉인된 문 너머에 다크스톤이 있을테니 이젠,
 부지런을 떨기만 하면 된다.
 
 봉인된 문을 열기 위해서는 똑같은 악마의 문양이 필요로 하다.
 하나는 붉은, 다른 하나는 푸른 문양이군.
 내가 룬석을 주도록 하지. 가장 빠른 방법은 이 룬석을 소지한 채로
 <GreenBold>지옥 난이도의 경험치 던전</>에서 싸우는 것이다.
 
 지옥 난이도의 경험치 던전정도는 네겐 그리 힘든일은 아닐 것 같은데?
 안 그런가?",QuestDialog/Fernel," 어휴~! 고생했구만!
 
 매번 이런식으로 고생시켜서 미안하네.

 아직 악마의 문양이 하나 더 있네. 이번엔 또 뭘 해야 하는 겐지...
 내가 좀 도움이 되면 좋겠는데...",QuestDialog/Image_ClassTransferQuest_CompleteMark," 악마의 봉인을 풀고 다크스톤을 찾으러 가려면
 봉인에 사용된 두개의 악마 문양과 같은 문양이 필요합니다.

 에스데스는 독특한 힘을 가진 룬석을 건네주며
 <GreenBold>지옥 난이도의 경험치 던전</>에서 붉은 악마의 기운을 채워오라고 했습니다.",ExpDungeon,3
35,3,거인의 감옥,2035310,2035309,1141100,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," <GreenBold>악마가 봉인</>에 사용한 두개의 문양과
 같은 문양이 있으면 봉인을 풀 수 있습니다.
 
 에스데스가 준 룬석에 악마의 기운만 모을 수 있다면
 일이 어렵지는 않을 것입니다.
 붉은색 문양을 준비하기 위해 지옥 난이도의 경험치 던전을 다녀왔습니다.
 푸른색 문양을 위해서는 어디를 가야 할까요.",QuestDialog/Esdeath," 두 번째 악마의 문양 역시 같은 방법으로 모으면 된다.
 
 내가 준 룬석에 푸른 악마의 기운을 모아와야 하니...
 
 자네가 이번에 가야할 곳은...
 매우 어려움 난이도의 소환석 던전이다.",QuestDialog/Fernel," 이야~! 이번에 가야할 곳은
 매우 어려움 난이도의 소환석 던전인가?
 
 그쪽은 내 전문이지! 하하하! 계속 도움이 안돼서 찜찜했는데!
 잘 됐지 뭔가! 나만 믿게나!

 <GreenBold>소환석 던전의 매우 어려움 난이도</>지만 자넨 해낼 수 있을 거라 믿네!",QuestDialog/Fernel," 이번엔 면이 좀 섰구만!
 간만에 도움이 좀 되서 기쁘다네!

 두개의 악마의 기운이 모였고, 인제 저 안으로 들어갈 수 있겠지?

 드디어 거인의 정수를 하나 더 얻을 수 있겠군!",QuestDialog/Image_ClassTransferQuest_CompleteMark," 나머지 문양을 확보하기 위해 가야 했었던 곳은
 매우 어려움 난이도의 소환석 던전이었습니다.

 매번 별다른 도움이 못 되어
 속상해했었던 페르넬이 간만에 제 역할을 해서 기분이 좋은 듯합니다.
 
 봉인을 해제하는데 필요한 두개의 문양을 모두 확보했으니,
 이제 봉인을 풀고 그 안으로 들어가면 됩니다.",SummonStoneDungeon,4
35,3,거인의 감옥,2035311,2035310,1141100,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," 악마의 의중을 이해하려고 하는 것은 의미 없는 일로 알려져있습니다.
 
 그럼에도 불구하고,
 
 에스데스는 악마가 굳이 봉인을 선택한 이유가 무척 불안했습니다.
 악마가 아무런 이유도 없이 그런 귀찮은 일을 했을 리가 없으니까요.",QuestDialog/Esdeath," 자네들이 찾는 다크스톤은 이 안에 있을 것이다.

 다만... 악마들이 굳이 여길 봉인한 이유를 모르겠군...
 
 어떤 상황이 벌어질지 모르니 조심하는 것이 좋겠다.",QuestDialog/Esdeath," ...

 ...  어쩌면 ...

 이번일로 우린 다른길을 갈 수도 있다.

 부디...현명하게 선택하길 바란다.",QuestDialog/Fernel," 에스데스와 이렇게 된 것은 유감이지만...
 어쩔수가 없네.

 우린 조금이라도 확률이 높은 쪽에 걸어야 하네!
 테오도르가 힘을 내서 아덴성을 어떻게든 방어하고 있겠지만
 무한정 버틸 수는 없을 거야.
 가능한 모든 방법을 동원해야 하네! 힘을 내자구! 아직 기회가 있어!",QuestDialog/Image_ClassTransferQuest_CompleteMark," 악마의 봉인 뒤에는 <GreenBold>크로노스라는 고대의 거인</>이 갇혀있었습니다.
 
 인간의 편이었다는 크로노스의 말에,
 페르넬은 크로노스와 한편이 되어 이슬레이를 무찌르자고 제안했지만
 에스데스의 생각은 달랐습니다.
 페르넬의 설득과 애원에도 불구하고,
 끝끝내 에스데스는 매정하게 떠나버리고 말았습니다.",,
35,4,시험의 자격,2035401,2035311,1218600,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," 크로노스를 풀어주고 그의 힘을 빌어 이슬레이를 무찌르자는 페르넬과
 거인을 풀어줄 수는 없다는 에스데스는 서로 견해차이를 좁히지 못하고
 결국 에스데스는 떠나버리고 맙니다.

 크로노스를 풀어주기 위해서는 세개의 다크스톤이 필요했습니다.
 세번째 다크스톤은 에스데스가 가지고 있었고
 일행이 가진 다크스톤은 두개였기 때문에
 크로노스를 풀어주려면 다크스톤을 하나 더 찾아야만 합니다.",QuestDialog/Fernel," 후우… 에스데스가 갖고 있던 다크스톤만 있었어도,
 지금 쯤이면 크로노스와 아덴성으로 향하고 있었을텐데..

 자신의 사명만 아는 고집불통같은 사람이야..

 크로노스가 알려준 포탈이 분명 이 근처 어딘가에 있을 것이야.
 어서 포탈을 찾도록 하지!",QuestDialog/Cronos," 거인이 아닌 필멸자가 거인의 시험을 치루기 위해서는
 그만한 자격이 있다는 것을 증명해야 한다.

 콜로서스의 무기와 학살의 징표가 있다면
 시험장의 깐깐한 시험관들도 충분히 납득할 것이다.

 거인중에서도 가장 뛰어나고 현명한 자들만이 콜로서스가 될 수 있었다.
 콜로서스들은 거인세계에서 가장 존경받는 자들 중에 하나였지.
 신들과의 전쟁이 일어났을때도
 콜로서스는 동족들의 운명과 자신들의 명예를 걸고
 선봉장이 되어 용맹하게 싸웠다.
 비록, 패배했고 지금은 그들의 무구만이 덩그러니 남아있지만
 실로 그들은 대단하고 명예로운 용사들이었다.

 자네가 서 있는 그 땅에 그들의 무기가 있을 것이다.
 그곳에 있는 마물들에게는
 콜로서스의 무기가 가진 기운이 깃들었을 것이다.
 콜로서스의 무기들이 가진 강력한 힘은
 주변에 있는 모든 것에 영향을 주고, 그 흔적을 남긴다.
 먼저 근처의 마물들을 처치해서 무기의 기운을 찾도록 해라.

 마침 거인의 상자가 있으니,
 콜로서스의 무기들을 찾는 가장 합리적인 방법이 될 것이다.",QuestDialog/Cronos," 거인의 상자를 이용할 차례로군.

 거인의 상자는 제법 잘 만들어진 물건이지.
 우리시대 기준에서도 훌륭한 축에 속하는 물건이었다.
 자네들은 아직 거인의 상자를 제대로 활용할 줄 모르는 것 같지만...

 이제 거인의 상자가 모아온 콜로서스의 무기의 기운을 이용해
 콜로서스의 무기를 찾을 것이다.",QuestDialog/Image_ClassTransferQuest_CompleteMark," 에스데스와 결별한 이후,
 크로노스를 풀어주는 방법을 택한 일행은
 크로노스를 풀어주는데 필요한 세번째 다크스톤을 찾기위해
 거인의 시험장에서 시험을 치르기로 합니다.
 
 다만 시험을 치르기 위해서는 자격이 필요했고
 그 자격을 얻기위해서는
 콜로서스의 무기와 학살의 징표를 찾아야 했습니다.
 
 크로노스는 일행이 거인의 상자를 가진 것에 착안하여
 콜로서스의 무기가 내뿜는 힘에 물든 주변의 마물들에게서
 무기의 기운을 모아오라고 합니다.",,
35,4,시험의 자격,2035402,2035401,1218600,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," 크로노스가 말하길
 거인의 상자를 사용하면
 <GreenBold>같은 종류의 비슷한 힘</>을 찾아낼 수 있다고 합니다.

 근처 마물들에게서 모아온 콜로서스 무기의 기운을 통해
 거인의 상자는 유사한 종류의 힘을 추적할 수 있게 됩니다.
 
 과연,
 거인의 상자가 가리키는 곳에서 콜로서스의 무기를 발견할 수 있을까요?",QuestDialog/Fernel," 출발이 순조롭군!
 
 시간은 좀 걸렸지만, 거인의 상자는 콜로서스의 기운이 모여있는
 무언가를 가리키고 있는 것 같네.

 어서 이 기운을 추적해서 콜로서스의 무기를 찾아보도록 하자고!",QuestDialog/Cronos," 거인의 상자가 알려주는 곳으로 가서 <GreenBold>콜로서스의 무기</>를 찾아라.

 그리고 조심해라.

 콜로서스의 무기는 강력한 마력을 품고 있기 때문에
 그 마력에 이끌린 것들이 항상 존재한다.
 그것들이 무기의 본래 주인이었든 아니든 반드시 너를 방해할 것이다.
 망설임 없이 처치하도록 해라.",QuestDialog/Fernel," 좋네! 드디어 콜로서스의 무기를 찾았어.

 자네의 실력이라면 세상에 어떤 것도 찾을 수 있겠구만!

 이 기세대로 나머지도 후딱 모으도록 하자고!


",QuestDialog/Image_ClassTransferQuest_CompleteMark," 크로노스의 조언대로 거인의 상자와 무기의 기운을 이용해 
 콜로서스의 무기를 찾는 데 성공했습니다.

 현재까지는 매우 순조로운 출발인 것은 확실합니다.

 나머지를 찾는 방법도 크게 다르지는 않지만,
 어떤 방해가 있을지는 아무도 모릅니다.
 콜로서스의 무기 주변에는
 무기가 가진 마력을 노리는 자들이 항상 있으니까요.",,
35,4,시험의 자격,2035403,2035402,1218600,1인,QuestDialog/Image_ClassTransferQuest_QuestionMark," 크로노스가 이야기한 콜로서스의 무기 하나를 찾았습니다.

 크로노스는
 나머지 역시 같은 방법으로 찾을 수 있다며, 재촉하기 시작합니다.

 지금은 생각보다는 행동이 필요한 순간입니다.
 콜로서스의 무기를 찾기 위해 마물들을 처치해야 합니다.
",QuestDialog/Fernel," 거인의 상자는 정말 신박한 물건이군!
 그 활용법이 무궁무진할 줄은 알았는데 이렇게 유용할 줄이야.

 나머지 무기도 역시 같은 방법으로 찾으면 될 것이야!
 콜로서스 무기의 기운을 가진 몬스터들을 찾아서 박살을 내버리자고!

 기운을 모두 찾으면 남은 무기의 행방을 알 수 있겠지!",QuestDialog/Cronos," 콜로서스의 무기는 강력한 마력을 품고 있다.
 주변의 환경에 영향을 줄 정도의 순수하고 강렬한 마력이지.
 단지 주변에 있는 것만으로도 모든 생명체들은 영향을 받게 된다.
 그때문에 근처에 있는 마물들의 몸에는
 콜로서스의 마력이 자연스럽게 축적되어있다.

 콜로서스의 기운이 깃든 몬스터들을 처치하도록 해라.
 그들에게 스며든 기운을 모으면,
 콜로서스 무기의 행방을 찾을 수 있을 것이다.
 
 시간이 없다! 어서 몬스터들을 처치해라!",QuestDialog/Fernel," 좋아! 이 정도면 충분한 것 같네.

 그나저나 이 거인의 상자는 무슨 원리로 이런 것들을 추적하고
 찾을 수 있는 건지. 게다가 크로노스의 말까지 전해주고 있지 않은가.

 다시 생각해봐도 정말 거인들의 기술력은 대단하군.
 거인들이 신에게 멸망 당하지 않았다면,
 우린 지금도 거인들의 수발이나 들며 살고 있었을 것이야.",QuestDialog/Image_ClassTransferQuest_CompleteMark," 크로노스는 고대의 거인답게
 콜로서스의 무기의 특징과 거인의 상자의 활용법에 정통해있었습니다.
 그 지식을 바탕으로 그는 콜로서스의 무기를 찾는
 가장 합리적이고 빠른 방법을 제시했습니다.

 <GreenBold>거인의 상자가 가리키는 마물</>을 처치하고
 <GreenBold>거인의 상자가 가리키는 장소</>로 가면
 다른 콜로서스의 무기를 발견할 수 있을 것입니다.",,
