Id,ContentShow,Name,Difficulty,RecommendedAttack,RecommendedDefense,RecommendedPower,Type,IntParam,RecommendedPC,RecommendedLevel,EnterLevelRestriction,BackgroundImage,WorldId,RepresentRewardId,RepresentRewardName,RepresentRewardDescription,RepresentRewardIconPath,RepresentRewardID1,RepresentRewardCount1,RepresentRewardID2,RepresentRewardCount2,RepresentRewardID3,RepresentRewardCount3,AddSubLevel,Description,ResetGemType,ResetGemCount,SubLevelForLight,BGM,ConflictRegular,HardMode,RecommendedAbilityType,RecommendedAbilityPower,SummonMonsterInfo,MidBossAbilityType,LastBossAbilityType
210,1,비밀의 숲 상층,1,26875,32560,653100,1,11,,,180,Texture/Image_Dungeon_Elite_05,210,10,,,,400002,,490049,,3001,,,페어리가 거주하고 있는 거주지였으나 전쟁의 위협으로 페어리들이 사라지자 몬스터들이 점령해버린 곳입니다.,25,,,,0,,6,,,6,6
211,1,비밀의 숲 하층,1,26875,32560,847600,1,12,,,230,Texture/Image_Dungeon_Elite_06,211,10,,,,400002,,490049,,3001,,,비밀의 숲이 우거져 있어 햇빛이 잘 들지 않고 몬스터들에 의해 파괴된 공간입니다.,25,,,,0,,6,,,6,6
212,1,비밀의 숲 학살지,1,,,1024900,1,13,,,260,Texture/Image_Dungeon_Elite_06,212,15,,,,1000104,,400002,,1000104,,,"페어리 사냥을 피해 도주하던 페어리들이 최후까지 저항하다가 학살된 곳으로, 항상 음산한 핏빛 안개가 자욱합니다.",25,,,,1,,6,,,6,6
213,1,용의 동굴 지하 1층,1,,,1334900,1,14,,,268,Texture/Image_Dungeon_Elite_07,213,10,,,,1000104,,400002,,1000104,,,과거 실렌이 마물들을 출산했던 곳으로 오래된 용의 뼈와 뜨거운 용암으로 마물들 외에 누구도 오지 않았던 곳입니다.,25,,,,0,,6,,,6,6
214,1,용의 동굴 지하 2층,1,,,1655100,1,15,,,294,Texture/Image_Dungeon_Elite_07,214,10,,,,1000104,,400002,,1000104,,,안타라스가 휴식을 취하기 위해 악마들에게 용족의 뼈를 주었고 이 뼈로 실렌의 피를 추출하여 더욱 강력해졌습니다.,25,,,,0,,6,,,6,6
215,1,용의 동굴 심층,1,,,1983600,1,16,,,320,Texture/Image_Dungeon_Elite_07,215,15,,,,1000104,,400002,,1000104,,,안타라스가 잠든 곳과 가장 가까운 동굴. 안타라스가 뿜어내는 독으로 인해 동굴 곳곳이 오염되어 있습니다.,25,,,,1,,6,,,6,6
4000,1,무지개 비늘 정원(더미),1,0,0,0,16,,,,0,Texture/UI_Image_GatheringDungeon,18600,,,,,,,,,,,,,25,,,,0,,6,,,6,6
9000,1,경험치 던전 I,0,577,619,75900,8,0,,,38,Texture/Image_Dungeon_Daily_07,18200,900009,승급석,승급석 뽑기 1개를 획득합니다.,Icon_GachaItem_Transcendence,3005,,,,,,OthersideRift_Trigger,"어둠의 결사가 설치한 마물 소환석 중에는 발견이 안된 강력한
것들도 많이 있습니다. 이것을 해제 하기 위해서는 이공간으로
들어가 마물들을 처치해야만 합니다.",25,,,6,0,,6,,,6,6
9001,1,경험치 던전 II,1,4567,5828,147600,8,0,,,60,Texture/Image_Dungeon_Daily_07,18200,900009,승급석,승급석 뽑기 2개를 획득합니다.,Icon_GachaItem_Transcendence,3005,,,,,,OthersideRift_Trigger,"어둠의 결사가 설치한 마물 소환석 중에는 발견이 안된 강력한
것들도 많이 있습니다. 이것을 해제 하기 위해서는 이공간으로
들어가 마물들을 처치해야만 합니다.",25,,,6,0,,6,,,6,6
9002,1,경험치 던전 III,2,8722,10768,243800,8,0,,,100,Texture/Image_Dungeon_Daily_07,18200,900009,승급석,승급석 뽑기 3개를 획득합니다.,Icon_GachaItem_Transcendence,3005,,,,,,OthersideRift_Trigger,"어둠의 결사가 설치한 마물 소환석 중에는 발견이 안된 강력한
것들도 많이 있습니다. 이것을 해제 하기 위해서는 이공간으로
들어가 마물들을 처치해야만 합니다.",25,,,6,0,,6,,,6,6
9003,1,경험치 던전 IV,3,15070,18385,420300,8,0,,,150,Texture/Image_Dungeon_Daily_07,18200,900009,승급석,승급석 뽑기 5개를 획득합니다.,Icon_GachaItem_Transcendence,3005,,,,,,OthersideRift_Trigger,"어둠의 결사가 설치한 마물 소환석 중에는 발견이 안된 강력한
것들도 많이 있습니다. 이것을 해제 하기 위해서는 이공간으로
들어가 마물들을 처치해야만 합니다.",25,,,6,0,,6,,,6,6
9100,1,경험치 던전 V,4,15070,18385,798900,8,0,,,220,Texture/Image_Dungeon_Daily_07,18200,900009,승급석,승급석 뽑기 5개를 획득합니다.,Icon_GachaItem_Transcendence,3005,,,,,,OthersideRift_Trigger,"어둠의 결사가 설치한 마물 소환석 중에는 발견이 안된 강력한
것들도 많이 있습니다. 이것을 해제 하기 위해서는 이공간으로
들어가 마물들을 처치해야만 합니다.",25,,,6,0,,6,,,6,6
9101,1,경험치 던전 VI,5,15070,18385,1647900,8,0,,,293,Texture/Image_Dungeon_Daily_07,18200,900009,승급석,승급석 뽑기 5개를 획득합니다.,Icon_GachaItem_Transcendence,3005,,,,,,OthersideRift_Trigger,"어둠의 결사가 설치한 마물 소환석 중에는 발견이 안된 강력한
것들도 많이 있습니다. 이것을 해제 하기 위해서는 이공간으로
들어가 마물들을 처치해야만 합니다.",25,,,6,0,,6,,,6,6
9004,1,아데나 던전 I,0,577,619,52100,9,0,,,0,Texture/Image_Dungeon_Daily_07,18100,900009,승급석,승급석 뽑기 1개를 획득합니다.,Icon_GachaItem_Transcendence,3004,,,,,,VaultofChrysos_Trigger,"엘모아덴의 황제인 슈나이만이 오만의 탑을 짓기 위해 황금을
보관한 성채. 탐욕스런 슈나이만이 서거한 후, 잊혀졌던
이 성채는 현재 황금용 크뤼소스의 보금자리가 되었습니다.",25,,,6,0,,6,,,6,6
9005,1,아데나 던전 II,1,4567,5828,127700,9,0,,,0,Texture/Image_Dungeon_Daily_07,18100,900009,승급석,승급석 뽑기 2개를 획득합니다.,Icon_GachaItem_Transcendence,3004,,,,,,VaultofChrysos_Trigger,"엘모아덴의 황제인 슈나이만이 오만의 탑을 짓기 위해 황금을
보관한 성채. 탐욕스런 슈나이만이 서거한 후, 잊혀졌던
이 성채는 현재 황금용 크뤼소스의 보금자리가 되었습니다.",25,,,6,0,,6,,,6,6
9006,1,아데나 던전 III,2,8722,10768,228600,9,0,,,0,Texture/Image_Dungeon_Daily_07,18100,900009,승급석,승급석 뽑기 3개를 획득합니다.,Icon_GachaItem_Transcendence,3004,,,,,,VaultofChrysos_Trigger,"엘모아덴의 황제인 슈나이만이 오만의 탑을 짓기 위해 황금을
보관한 성채. 탐욕스런 슈나이만이 서거한 후, 잊혀졌던
이 성채는 현재 황금용 크뤼소스의 보금자리가 되었습니다.",25,,,6,0,,6,,,6,6
9008,1,아데나 던전 IV,3,15070,18385,478800,9,0,,,0,Texture/Image_Dungeon_Daily_07,18100,900009,승급석,승급석 뽑기 5개를 획득합니다.,Icon_GachaItem_Transcendence,3004,,,,,,VaultofChrysos_Trigger,"엘모아덴의 황제인 슈나이만이 오만의 탑을 짓기 위해 황금을
보관한 성채. 탐욕스런 슈나이만이 서거한 후, 잊혀졌던
이 성채는 현재 황금용 크뤼소스의 보금자리가 되었습니다.",25,,,6,0,,6,,,6,6
9200,1,아데나 던전 V,4,15070,18385,847600,9,0,,,0,Texture/Image_Dungeon_Daily_07,18100,900009,승급석,승급석 뽑기 5개를 획득합니다.,Icon_GachaItem_Transcendence,3004,,,,,,VaultofChrysos_Trigger,"엘모아덴의 황제인 슈나이만이 오만의 탑을 짓기 위해 황금을
보관한 성채. 탐욕스런 슈나이만이 서거한 후, 잊혀졌던
이 성채는 현재 황금용 크뤼소스의 보금자리가 되었습니다.",25,,,6,0,,6,,,6,6
9009,1,장비 던전 I,0,577,619,15600,10,0,,,20,Texture/Image_Dungeon_Daily_07,18400,900009,승급석,승급석 뽑기 1개를 획득합니다.,Icon_GachaItem_Transcendence,911226,,910216,,,,WaterTemple_Trigger,"에바의 축복을 받은 물의 수정이 보관된 엘프신전.
하딘은 어둠의 결사로부터 물의 수정을 보호하기 위해
은빛용병단이 신전을 수호하도록 하였습니다.",25,,,6,0,,6,,,6,6
9010,1,장비 던전 II,1,4567,5828,104400,10,0,,,46,Texture/Image_Dungeon_Daily_07,18400,900009,승급석,승급석 뽑기 2개를 획득합니다.,Icon_GachaItem_Transcendence,911227,,910217,,,,WaterTemple_Trigger,"에바의 축복을 받은 물의 수정이 보관된 엘프신전.
하딘은 어둠의 결사로부터 물의 수정을 보호하기 위해
은빛용병단이 신전을 수호하도록 하였습니다.",25,,,6,0,,6,,,6,6
9011,1,장비 던전 III,2,8722,10768,216200,10,0,,,89,Texture/Image_Dungeon_Daily_07,18400,900009,승급석,승급석 뽑기 3개를 획득합니다.,Icon_GachaItem_Transcendence,911228,,910218,,,,WaterTemple_Trigger,"에바의 축복을 받은 물의 수정이 보관된 엘프신전.
하딘은 어둠의 결사로부터 물의 수정을 보호하기 위해
은빛용병단이 신전을 수호하도록 하였습니다.",25,,,6,0,,6,,,6,6
9012,1,장비 던전 IV,3,15070,18385,409500,10,0,,,146,Texture/Image_Dungeon_Daily_07,18400,900009,승급석,승급석 뽑기 5개를 획득합니다.,Icon_GachaItem_Transcendence,911229,,910219,,,,WaterTemple_Trigger,"에바의 축복을 받은 물의 수정이 보관된 엘프신전.
하딘은 어둠의 결사로부터 물의 수정을 보호하기 위해
은빛용병단이 신전을 수호하도록 하였습니다.",25,,,6,0,,6,,,6,6
9300,1,장비 던전 V,4,15070,18385,790300,10,0,,,218,Texture/Image_Dungeon_Daily_07,18400,900009,승급석,승급석 뽑기 5개를 획득합니다.,Icon_GachaItem_Transcendence,911236,,911041,,,,WaterTemple_Trigger,"에바의 축복을 받은 물의 수정이 보관된 엘프신전.
하딘은 어둠의 결사로부터 물의 수정을 보호하기 위해
은빛용병단이 신전을 수호하도록 하였습니다.",25,,,6,0,,6,,,6,6
9301,1,장비 던전 VI,5,15070,18385,1629900,10,0,,,291,Texture/Image_Dungeon_Daily_07,18400,900009,승급석,승급석 뽑기 5개를 획득합니다.,Icon_GachaItem_Transcendence,911237,,911238,,,,WaterTemple_Trigger,"에바의 축복을 받은 물의 수정이 보관된 엘프신전.
하딘은 어둠의 결사로부터 물의 수정을 보호하기 위해
은빛용병단이 신전을 수호하도록 하였습니다.",25,,,6,0,,6,,,6,6
9013,1,소환석 던전 I,0,577,619,130700,14,0,,,50,Texture/Image_Dungeon_Daily_07,18300,900009,승급석,승급석 뽑기 1개를 획득합니다.,Icon_GachaItem_Transcendence,911005,,911001,,,,SealedEntrance_Trigger,"페르넬이 봉인된 성물의 주술을 해제하는 동안 보호하고, 던전을 공략하여 소환석을 획득하세요.",25,,,6,0,,6,,,6,6
9014,1,소환석 던전 II,1,4567,5828,248900,14,0,,,102,Texture/Image_Dungeon_Daily_07,18300,900009,승급석,승급석 뽑기 2개를 획득합니다.,Icon_GachaItem_Transcendence,911005,,911002,,,,SealedEntrance_Trigger,"페르넬이 봉인된 성물의 주술을 해제하는 동안 보호하고, 던전을 공략하여 소환석을 획득하세요.",25,,,6,0,,6,,,6,6
9015,1,소환석 던전 III,2,8722,10768,427900,14,0,,,152,Texture/Image_Dungeon_Daily_07,18300,900009,승급석,승급석 뽑기 3개를 획득합니다.,Icon_GachaItem_Transcendence,914001,,911003,,,,SealedEntrance_Trigger,"페르넬이 봉인된 성물의 주술을 해제하는 동안 보호하고, 던전을 공략하여 소환석을 획득하세요.",25,,,6,0,,6,,,6,6
9016,1,소환석 던전 IV,3,15070,18385,812500,14,0,,,223,Texture/Image_Dungeon_Daily_07,18300,900009,승급석,승급석 뽑기 5개를 획득합니다.,Icon_GachaItem_Transcendence,914001,,911004,,,,SealedEntrance_Trigger,"페르넬이 봉인된 성물의 주술을 해제하는 동안 보호하고, 던전을 공략하여 소환석을 획득하세요.",25,,,6,0,,6,,,6,6
9400,1,소환석 던전 V,4,15070,18385,1666000,14,0,,,295,Texture/Image_Dungeon_Daily_07,18300,900009,승급석,승급석 뽑기 5개를 획득합니다.,Icon_GachaItem_Transcendence,914001,,911004,,,,SealedEntrance_Trigger,"페르넬이 봉인된 성물의 주술을 해제하는 동안 보호하고, 던전을 공략하여 소환석을 획득하세요.",25,,,6,0,,6,,,6,6
11100,1,고대의 성소 I,0,577,619,2700,2,0,,,0,Texture/Image_Dungeon_Daily_05,11000,910221,승급석 선택 상자,승급석 선택 상자 1개를 획득합니다.,Icon_GachaItem_Transcendence,910221,1,,,,,E_Sub_001,,25,,Sub_Environment_Apostle,2,0,,6,,,6,6
11101,1,고대의 성소 II,1,4567,5828,44700,2,0,,,0,Texture/Image_Dungeon_Daily_05,11000,910221,승급석 선택 상자,승급석 선택 상자 2개를 획득합니다.,Icon_GachaItem_Transcendence,910221,2,,,,,E_Sub_001,,25,,Sub_Environment_Apostle,2,0,,6,,,6,6
11102,1,고대의 성소 III,2,8722,10768,124700,2,0,,,0,Texture/Image_Dungeon_Daily_05,11000,910221,승급석 선택 상자,승급석 선택 상자 3개를 획득합니다.,Icon_GachaItem_Transcendence,910221,3,,,,,E_Sub_001,,25,,Sub_Environment_Apostle,2,0,,6,,,6,6
11103,1,고대의 성소 IV,3,15070,18385,226000,2,0,,,0,Texture/Image_Dungeon_Daily_05,11000,910221,승급석 선택 상자,승급석 선택 상자 4개를 획득합니다.,Icon_GachaItem_Transcendence,910221,4,,,,,E_Sub_001,,25,,Sub_Environment_Apostle,2,0,,6,,,6,6
11104,1,고대의 성소 V,4,15070,18385,649800,2,0,,,0,Texture/Image_Dungeon_Daily_05,11000,911021,빛나는 승급석 선택 상자,빛나는 승급석 선택 상자 1개를 획득합니다.,Icon_GachaItem_TranscendenceBox,911021,1,,,,,E_Sub_001,,25,,Sub_Environment_Apostle,2,0,,6,,,6,6
11105,1,고대의 성소 VI,5,15070,18385,1541000,2,0,,,0,Texture/Image_Dungeon_Daily_05,11000,911021,빛나는 승급석 선택 상자,빛나는 승급석 선택 상자 1개를 획득합니다.,Icon_GachaItem_TranscendenceBox,911021,1,910221,5,,,E_Sub_001,,25,,Sub_Environment_Apostle,2,0,,6,,,6,6
11200,1,추적자의 성소 I,0,577,619,2700,2,1,,,0,Texture/Image_Dungeon_Daily_01,11000,410001,무기 강화주문서,무기 강화주문서 1개를 획득합니다,Icon_EnchantScroll_01,410001,1,,,,,E_Sub_002,,25,,Sub_Environment_Orbis,2,0,,6,,,6,6
11201,1,추적자의 성소 II,1,4567,5828,44700,2,1,,,0,Texture/Image_Dungeon_Daily_01,11000,410001,무기 강화주문서,무기 강화주문서 2개를 획득합니다,Icon_EnchantScroll_01,410001,2,,,,,E_Sub_002,,25,,Sub_Environment_Orbis,2,0,,6,,,6,6
11202,1,추적자의 성소 III,2,8722,10768,124700,2,1,,,0,Texture/Image_Dungeon_Daily_01,11000,410001,무기 강화주문서,무기 강화주문서 3개를 획득합니다,Icon_EnchantScroll_01,410001,3,,,,,E_Sub_002,,25,,Sub_Environment_Orbis,2,0,,6,,,6,6
11203,1,추적자의 성소 IV,3,15070,18385,226000,2,1,,,0,Texture/Image_Dungeon_Daily_01,11000,410001,무기 강화주문서,무기 강화주문서 4개를 획득합니다,Icon_EnchantScroll_01,410001,4,,,,,E_Sub_002,,25,,Sub_Environment_Orbis,2,0,,6,,,6,6
11204,1,추적자의 성소 V,4,15070,18385,649800,2,1,,,0,Texture/Image_Dungeon_Daily_01,11000,410001,무기&펫장비 강화주문서,"무기 강화주문서 5개와 펫장비 강화주문서 1개를
획득합니다.",Icon_Gacha_EnchantScroll,410001,5,410004,1,,,E_Sub_002,,25,,Sub_Environment_Orbis,2,0,,6,,,6,6
11205,1,추적자의 성소 VI,5,15070,18385,1541000,2,1,,,0,Texture/Image_Dungeon_Daily_01,11000,410001,무기&펫장비 강화주문서,"무기 강화주문서 5개와 펫장비 강화주문서 1개를
획득합니다.",Icon_Gacha_EnchantScroll,410001,6,410004,2,,,E_Sub_002,,25,,Sub_Environment_Orbis,2,0,,6,,,6,6
11300,1,전사의 성소 I,0,577,619,2700,2,2,,,0,Texture/Image_Dungeon_Daily_02,11000,420001,무기 승급석,무기 승급석 1개를 획득합니다.,Icon_Asset_Upgrade_01,420001,1,,,,,E_Sub_003,,25,,Sub_Environment_Marshal,2,0,,6,,,6,6
11301,1,전사의 성소 II,1,4567,5828,44700,2,2,,,0,Texture/Image_Dungeon_Daily_02,11000,420001,무기 승급석,무기 승급석 2개를 획득합니다.,Icon_Asset_Upgrade_01,420001,2,,,,,E_Sub_003,,25,,Sub_Environment_Marshal,2,0,,6,,,6,6
11302,1,전사의 성소 III,2,8722,10768,124700,2,2,,,0,Texture/Image_Dungeon_Daily_02,11000,420001,무기 승급석,무기 승급석 3개를 획득합니다.,Icon_Asset_Upgrade_01,420001,3,,,,,E_Sub_003,,25,,Sub_Environment_Marshal,2,0,,6,,,6,6
11303,1,전사의 성소 IV,3,15070,18385,226000,2,2,,,0,Texture/Image_Dungeon_Daily_02,11000,420001,무기 승급석,무기 승급석 4개를 획득합니다.,Icon_Asset_Upgrade_01,420001,4,,,,,E_Sub_003,,25,,Sub_Environment_Marshal,2,0,,6,,,6,6
11304,1,전사의 성소 V,4,15070,18385,649800,2,2,,,0,Texture/Image_Dungeon_Daily_02,11000,420011,빛나는 무기 승급석,빛나는 무기 승급석 1개를 획득합니다.,Icon_Asset_Upgrade_04,420011,1,,,,,E_Sub_003,,25,,Sub_Environment_Marshal,2,0,,6,,,6,6
11305,1,전사의 성소 VI,5,15070,18385,1541000,2,2,,,0,Texture/Image_Dungeon_Daily_02,11000,420011,빛나는 무기 승급석,빛나는 무기 승급석 1개를 획득합니다.,Icon_Asset_Upgrade_04,420011,1,420001,5,,,E_Sub_003,,25,,Sub_Environment_Marshal,2,0,,6,,,6,6
11400,1,괴수의 성소 I,0,577,619,2700,2,3,,,0,Texture/Image_Dungeon_Daily_03,11000,410002,방어구 강화주문서,방어구 강화주문서 1개를 획득합니다,Icon_EnchantScroll_02,410002,1,,,,,E_Sub_004,,25,,Sub_Environment_Traikan,2,0,,6,,,6,6
11401,1,괴수의 성소 II,1,4567,5828,44700,2,3,,,0,Texture/Image_Dungeon_Daily_03,11000,410002,방어구 강화주문서,방어구 강화주문서 2개를 획득합니다,Icon_EnchantScroll_02,410002,2,,,,,E_Sub_004,,25,,Sub_Environment_Traikan,2,0,,6,,,6,6
11402,1,괴수의 성소 III,2,8722,10768,124700,2,3,,,0,Texture/Image_Dungeon_Daily_03,11000,410002,방어구 강화주문서,방어구 강화주문서 3개를 획득합니다,Icon_EnchantScroll_02,410002,3,,,,,E_Sub_004,,25,,Sub_Environment_Traikan,2,0,,6,,,6,6
11403,1,괴수의 성소 IV,3,15070,18385,226000,2,3,,,0,Texture/Image_Dungeon_Daily_03,11000,410002,방어구 강화주문서,방어구 강화주문서 4개를 획득합니다,Icon_EnchantScroll_02,410002,4,,,,,E_Sub_004,,25,,Sub_Environment_Traikan,2,0,,6,,,6,6
11404,1,괴수의 성소 V,4,15070,18385,649800,2,3,,,0,Texture/Image_Dungeon_Daily_03,11000,410002,방어구&펫장비 강화주문서,"방어구 강화주문서 5개와 펫장비 강화주문서 1개를
획득합니다.",Icon_Gacha_EnchantScroll,410002,5,410004,1,,,E_Sub_004,,25,,Sub_Environment_Traikan,2,0,,6,,,6,6
11405,1,괴수의 성소 VI,5,15070,18385,1541000,2,3,,,0,Texture/Image_Dungeon_Daily_03,11000,410002,방어구&펫장비 강화주문서,"방어구 강화주문서 5개와 펫장비 강화주문서 1개를
획득합니다.",Icon_Gacha_EnchantScroll,410002,6,410004,2,,,E_Sub_004,,25,,Sub_Environment_Traikan,2,0,,6,,,6,6
11500,1,마물의 성소 I,0,577,619,2700,2,4,,,0,Texture/Image_Dungeon_Daily_04,11000,420002,방어구 승급석,방어구 승급석 1개를 획득합니다.,Icon_Asset_Upgrade_02,420002,1,,,,,E_Sub_005,,25,,Sub_Environment_BloodyKing,2,0,,6,,,6,6
11501,1,마물의 성소 II,1,4567,5828,44700,2,4,,,0,Texture/Image_Dungeon_Daily_04,11000,420002,방어구 승급석,방어구 승급석 2개를 획득합니다.,Icon_Asset_Upgrade_02,420002,2,,,,,E_Sub_005,,25,,Sub_Environment_BloodyKing,2,0,,6,,,6,6
11502,1,마물의 성소 III,2,8722,10768,124700,2,4,,,0,Texture/Image_Dungeon_Daily_04,11000,420002,방어구 승급석,방어구 승급석 3개를 획득합니다.,Icon_Asset_Upgrade_02,420002,3,,,,,E_Sub_005,,25,,Sub_Environment_BloodyKing,2,0,,6,,,6,6
11503,1,마물의 성소 IV,3,15070,18385,226000,2,4,,,0,Texture/Image_Dungeon_Daily_04,11000,420002,방어구 승급석,방어구 승급석 4개를 획득합니다.,Icon_Asset_Upgrade_02,420002,4,,,,,E_Sub_005,,25,,Sub_Environment_BloodyKing,2,0,,6,,,6,6
11504,1,마물의 성소 V,4,15070,18385,649800,2,4,,,0,Texture/Image_Dungeon_Daily_04,11000,420012,빛나는 방어구 승급석,빛나는 방어구 승급석 1개를 획득합니다.,Icon_Asset_Upgrade_05,420012,1,,,,,E_Sub_005,,25,,Sub_Environment_BloodyKing,2,0,,6,,,6,6
11505,1,마물의 성소 VI,5,15070,18385,1541000,2,4,,,0,Texture/Image_Dungeon_Daily_04,11000,420012,빛나는 방어구 승급석,빛나는 방어구 승급석 1개를 획득합니다.,Icon_Asset_Upgrade_05,420012,1,420002,5,,,E_Sub_005,,25,,Sub_Environment_BloodyKing,2,0,,6,,,6,6
11600,1,마성의 성소 I,0,577,619,2700,2,5,,,0,Texture/Image_Dungeon_Daily_07,11000,410003,장신구 강화주문서,장신구 강화주문서 1개를 획득합니다,Icon_EnchantScroll_03,410003,1,,,,,E_Sub_006,,25,,Sub_Environment_ArchonBamue,2,0,,6,,,6,6
11601,1,마성의 성소 II,1,4567,5828,44700,2,5,,,0,Texture/Image_Dungeon_Daily_07,11000,410003,장신구 강화주문서,장신구 강화주문서 2개를 획득합니다,Icon_EnchantScroll_03,410003,2,,,,,E_Sub_006,,25,,Sub_Environment_ArchonBamue,2,0,,6,,,6,6
11602,1,마성의 성소 III,2,8722,10768,124700,2,5,,,0,Texture/Image_Dungeon_Daily_07,11000,410003,장신구 강화주문서,장신구 강화주문서 3개를 획득합니다,Icon_EnchantScroll_03,410003,3,,,,,E_Sub_006,,25,,Sub_Environment_ArchonBamue,2,0,,6,,,6,6
11603,1,마성의 성소 IV,3,15070,18385,226000,2,5,,,0,Texture/Image_Dungeon_Daily_07,11000,410003,장신구 강화주문서,장신구 강화주문서 4개를 획득합니다,Icon_EnchantScroll_03,410003,4,,,,,E_Sub_006,,25,,Sub_Environment_ArchonBamue,2,0,,6,,,6,6
11604,1,마성의 성소 V,4,15070,18385,649800,2,5,,,0,Texture/Image_Dungeon_Daily_07,11000,410003,장신구&펫장비 강화주문서,"장신구 강화주문서 5개와 펫장비 강화주문서 1개를
획득합니다.",Icon_Gacha_EnchantScroll,410003,5,410004,1,,,E_Sub_006,,25,,Sub_Environment_ArchonBamue,2,0,,6,,,6,6
11605,1,마성의 성소 VI,5,15070,18385,1541000,2,5,,,0,Texture/Image_Dungeon_Daily_07,11000,410003,장신구&펫장비 강화주문서,"장신구 강화주문서 5개와 펫장비 강화주문서 1개를
획득합니다.",Icon_Gacha_EnchantScroll,410003,6,410004,2,,,E_Sub_006,,25,,Sub_Environment_ArchonBamue,2,0,,6,,,6,6
11700,1,기억의 성소 I,0,577,619,2700,2,6,,,0,Texture/Image_Dungeon_Daily_06,11000,420003,장신구 승급석,장신구 승급석 1개를 획득합니다.,Icon_Asset_Upgrade_03,420003,1,,,,,E_Sub_007,,25,,Sub_Environment_Boreas,2,0,,6,,,6,6
11701,1,기억의 성소 II,1,4567,5828,44700,2,6,,,0,Texture/Image_Dungeon_Daily_06,11000,420003,장신구 승급석,장신구 승급석 2개를 획득합니다.,Icon_Asset_Upgrade_03,420003,2,,,,,E_Sub_007,,25,,Sub_Environment_Boreas,2,0,,6,,,6,6
