Id,DisassembleType,ItemInfoId,ItemType,EquipmentType,ItemGrade,CostType,CostValue
320056,1,320056,113,12,18,25,
330056,1,330056,113,12,18,25,
310066,1,310066,113,12,18,25,
320066,1,320066,113,12,18,25,
330066,1,330066,113,12,18,25,
420011,1,420011,113,12,18,25,
420012,1,420012,113,12,18,25,
420013,1,420013,113,12,18,25,
470005,1,470005,113,12,18,25,
470004,1,470004,113,12,18,25,
470003,1,470003,113,12,18,25,
470007,1,470007,113,12,18,25,
470008,1,470008,113,12,18,25,
471003,1,471003,113,12,18,25,
470006,1,470006,113,12,18,25,
471001,1,471001,113,12,18,25,
470011,3,470011,113,12,18,25,
470012,3,470012,113,12,18,25,
470013,3,470013,113,12,18,25,
470014,3,470014,113,12,18,25,
470015,3,470015,113,12,18,25,
470021,3,470021,113,12,18,25,
470022,3,470022,113,12,18,25,
470023,3,470023,113,12,18,25,
470024,3,470024,113,12,18,25,
470025,3,470025,113,12,18,25,
470031,3,470031,113,12,18,25,
470032,3,470032,113,12,18,25,
470033,3,470033,113,12,18,25,
470034,3,470034,113,12,18,25,
470035,3,470035,113,12,18,25,
470036,3,470036,113,12,18,25,
470037,3,470037,113,12,18,25,
470041,3,470041,113,12,18,25,
470042,3,470042,113,12,18,25,
470043,3,470043,113,12,18,25,
470044,3,470044,113,12,18,25,
470045,3,470045,113,12,18,25,
470046,3,470046,113,12,18,25,
470047,3,470047,113,12,18,25,
470051,3,470051,113,12,18,25,
470052,3,470052,113,12,18,25,
470053,3,470053,113,12,18,25,
470054,3,470054,113,12,18,25,
470055,3,470055,113,12,18,25,
470056,3,470056,113,12,18,25,
470057,3,470057,113,12,18,25,
470061,3,470061,113,12,18,25,
470062,3,470062,113,12,18,25,
470063,3,470063,113,12,18,25,
470064,3,470064,113,12,18,25,
470065,3,470065,113,12,18,25,
470066,3,470066,113,12,18,25,
470067,3,470067,113,12,18,25,
470068,3,470068,113,12,18,25,
470071,3,470071,113,12,18,25,
470072,3,470072,113,12,18,25,
470073,3,470073,113,12,18,25,
470074,3,470074,113,12,18,25,
470075,3,470075,113,12,18,25,
470076,3,470076,113,12,18,25,
470077,3,470077,113,12,18,25,
470078,3,470078,113,12,18,25,
470081,3,470081,113,12,18,25,
470082,3,470082,113,12,18,25,
470083,3,470083,113,12,18,25,
470084,3,470084,113,12,18,25,
470085,3,470085,113,12,18,25,
470086,3,470086,113,12,18,25,
470091,3,470091,113,12,18,25,
470092,3,470092,113,12,18,25,
470093,3,470093,113,12,18,25,
470094,3,470094,113,12,18,25,
470095,3,470095,113,12,18,25,
470096,3,470096,113,12,18,25,
470101,3,470101,113,12,18,25,
470102,3,470102,113,12,18,25,
470103,3,470103,113,12,18,25,
470104,3,470104,113,12,18,25,
470105,3,470105,113,12,18,25,
470106,3,470106,113,12,18,25,
470107,3,470107,113,12,18,25,
470108,3,470108,113,12,18,25,
470111,3,470111,113,12,18,25,
470112,3,470112,113,12,18,25,
470113,3,470113,113,12,18,25,
470114,3,470114,113,12,18,25,
470115,3,470115,113,12,18,25,
470116,3,470116,113,12,18,25,
470117,3,470117,113,12,18,25,
470118,3,470118,113,12,18,25,
470121,3,470121,113,12,18,25,
470122,3,470122,113,12,18,25,
470123,3,470123,113,12,18,25,
470124,3,470124,113,12,18,25,
470125,3,470125,113,12,18,25,
470126,3,470126,113,12,18,25,
470127,3,470127,113,12,18,25,
470131,3,470131,113,12,18,25,
470132,3,470132,113,12,18,25,
470133,3,470133,113,12,18,25,
470134,3,470134,113,12,18,25,
470135,3,470135,113,12,18,25,
470141,3,470141,113,12,18,25,
470142,3,470142,113,12,18,25,
470143,3,470143,113,12,18,25,
470144,3,470144,113,12,18,25,
470145,3,470145,113,12,18,25,
470146,3,470146,113,12,18,25,
470147,3,470147,113,12,18,25,
470148,3,470148,113,12,18,25,
470151,3,470151,113,12,18,25,
470152,3,470152,113,12,18,25,
470153,3,470153,113,12,18,25,
470154,3,470154,113,12,18,25,
470155,3,470155,113,12,18,25,
470156,3,470156,113,12,18,25,
470157,3,470157,113,12,18,25,
470161,3,470161,113,12,18,25,
470162,3,470162,113,12,18,25,
470163,3,470163,113,12,18,25,
470164,3,470164,113,12,18,25,
470165,3,470165,113,12,18,25,
470166,3,470166,113,12,18,25,
470167,3,470167,113,12,18,25,
470168,3,470168,113,12,18,25,
470171,3,470171,113,12,18,25,
470172,3,470172,113,12,18,25,
470173,3,470173,113,12,18,25,
470174,3,470174,113,12,18,25,
470175,3,470175,113,12,18,25,
470176,3,470176,113,12,18,25,
470177,3,470177,113,12,18,25,
470178,3,470178,113,12,18,25,
470182,3,470182,113,12,18,25,
470183,3,470183,113,12,18,25,
470184,3,470184,113,12,18,25,
472001,3,472001,113,12,18,25,
472002,3,472002,113,12,18,25,
472003,3,472003,113,12,18,25,
472011,3,472011,113,12,18,25,
472012,3,472012,113,12,18,25,
472013,3,472013,113,12,18,25,
472014,3,472014,113,12,18,25,
472015,3,472015,113,12,18,25,
472021,3,472021,113,12,18,25,
472022,3,472022,113,12,18,25,
472031,3,472031,113,12,18,25,
472032,3,472032,113,12,18,25,
472033,3,472033,113,12,18,25,
472041,3,472041,113,12,18,25,
472042,3,472042,113,12,18,25,
472043,3,472043,113,12,18,25,
472044,3,472044,113,12,18,25,
472051,3,472051,113,12,18,25,
472052,3,472052,113,12,18,25,
472053,3,472053,113,12,18,25,
472054,3,472054,113,12,18,25,
472061,3,472061,113,12,18,25,
472062,3,472062,113,12,18,25,
472063,3,472063,113,12,18,25,
472064,3,472064,113,12,18,25,
472071,3,472071,113,12,18,25,
472072,3,472072,113,12,18,25,
472073,3,472073,113,12,18,25,
472081,3,472081,113,12,18,25,
472082,3,472082,113,12,18,25,
472083,3,472083,113,12,18,25,
472084,3,472084,113,12,18,25,
472085,3,472085,113,12,18,25,
472086,3,472086,113,12,18,25,
472087,3,472087,113,12,18,25,
472088,3,472088,113,12,18,25,
472089,3,472089,113,12,18,25,
472110,3,472110,113,12,18,25,
472111,3,472111,113,12,18,25,
472112,3,472112,113,12,18,25,
472113,3,472113,113,12,18,25,
472114,3,472114,113,12,18,25,
472115,3,472115,113,12,18,25,
472116,3,472116,113,12,18,25,
472117,3,472117,113,12,18,25,
472118,3,472118,113,12,18,25,
472119,3,472119,113,12,18,25,
472120,3,472120,113,12,18,25,
472121,3,472121,113,12,18,25,
472122,3,472122,113,12,18,25,
472123,3,472123,113,12,18,25,
472124,3,472124,113,12,18,25,
473001,3,473001,113,12,18,25,
473011,3,473011,113,12,18,25,
470181,3,470181,113,12,18,25,
470185,3,470185,113,12,18,25,
470186,3,470186,113,12,18,25,
470192,3,470192,113,12,18,25,
470193,3,470193,113,12,18,25,
470196,3,470196,113,12,18,25,
470191,3,470191,113,12,18,25,
470194,3,470194,113,12,18,25,
470195,3,470195,113,12,18,25,
470201,3,470201,113,12,18,25,
470203,3,470203,113,12,18,25,
470205,3,470205,113,12,18,25,
470204,3,470204,113,12,18,25,
470202,3,470202,113,12,18,25,
470206,3,470206,113,12,18,25,
472131,3,472131,113,12,18,25,
472132,3,472132,113,12,18,25,
472133,3,472133,113,12,18,25,
472141,3,472141,113,12,18,25,
472142,3,472142,113,12,18,25,
472143,3,472143,113,12,18,25,
473021,3,473021,113,12,18,25,
494003,3,494003,113,12,18,25,
473002,3,473002,113,12,18,25,
473012,3,473012,113,12,18,25,
472144,3,472144,113,12,18,25,
472145,3,472145,113,12,18,25,
472146,3,472146,113,12,18,25,
3470011,4,3470011,113,12,18,25,
3470012,4,3470012,113,12,18,25,
3470013,4,3470013,113,12,18,25,
3470014,4,3470014,113,12,18,25,
3470015,4,3470015,113,12,18,25,
3470021,4,3470021,113,12,18,25,
3470022,4,3470022,113,12,18,25,
3470023,4,3470023,113,12,18,25,
3470024,4,3470024,113,12,18,25,
3470025,4,3470025,113,12,18,25,
3470031,4,3470031,113,12,18,25,
3470032,4,3470032,113,12,18,25,
3470033,4,3470033,113,12,18,25,
3470034,4,3470034,113,12,18,25,
3470035,4,3470035,113,12,18,25,
3470036,4,3470036,113,12,18,25,
3470037,4,3470037,113,12,18,25,
3470041,4,3470041,113,12,18,25,
3470042,4,3470042,113,12,18,25,
3470043,4,3470043,113,12,18,25,
3470044,4,3470044,113,12,18,25,
3470045,4,3470045,113,12,18,25,
3470046,4,3470046,113,12,18,25,
3470047,4,3470047,113,12,18,25,
3470051,4,3470051,113,12,18,25,
3470052,4,3470052,113,12,18,25,
3470053,4,3470053,113,12,18,25,
3470054,4,3470054,113,12,18,25,
3470055,4,3470055,113,12,18,25,
3470056,4,3470056,113,12,18,25,
3470057,4,3470057,113,12,18,25,
3470061,4,3470061,113,12,18,25,
3470062,4,3470062,113,12,18,25,
3470063,4,3470063,113,12,18,25,
3470064,4,3470064,113,12,18,25,
3470065,4,3470065,113,12,18,25,
3470066,4,3470066,113,12,18,25,
3470067,4,3470067,113,12,18,25,
3470068,4,3470068,113,12,18,25,
3470071,4,3470071,113,12,18,25,
3470072,4,3470072,113,12,18,25,
3470073,4,3470073,113,12,18,25,
3470074,4,3470074,113,12,18,25,
3470075,4,3470075,113,12,18,25,
3470076,4,3470076,113,12,18,25,
3470077,4,3470077,113,12,18,25,
3470078,4,3470078,113,12,18,25,
3470081,4,3470081,113,12,18,25,
3470082,4,3470082,113,12,18,25,
3470083,4,3470083,113,12,18,25,
3470084,4,3470084,113,12,18,25,
3470085,4,3470085,113,12,18,25,
3470086,4,3470086,113,12,18,25,
3470091,4,3470091,113,12,18,25,
3470092,4,3470092,113,12,18,25,
3470093,4,3470093,113,12,18,25,
3470094,4,3470094,113,12,18,25,
3470095,4,3470095,113,12,18,25,
3470096,4,3470096,113,12,18,25,
3470101,4,3470101,113,12,18,25,
3470102,4,3470102,113,12,18,25,
3470103,4,3470103,113,12,18,25,
3470104,4,3470104,113,12,18,25,
3470105,4,3470105,113,12,18,25,
3470106,4,3470106,113,12,18,25,
3470107,4,3470107,113,12,18,25,
3470108,4,3470108,113,12,18,25,
3470111,4,3470111,113,12,18,25,
3470112,4,3470112,113,12,18,25,
3470113,4,3470113,113,12,18,25,
3470114,4,3470114,113,12,18,25,
3470115,4,3470115,113,12,18,25,
3470116,4,3470116,113,12,18,25,
3470117,4,3470117,113,12,18,25,
3470118,4,3470118,113,12,18,25,
3470121,4,3470121,113,12,18,25,
3470122,4,3470122,113,12,18,25,
3470123,4,3470123,113,12,18,25,
3470124,4,3470124,113,12,18,25,
3470125,4,3470125,113,12,18,25,
3470126,4,3470126,113,12,18,25,
3470127,4,3470127,113,12,18,25,
3470131,4,3470131,113,12,18,25,
3470132,4,3470132,113,12,18,25,
3470133,4,3470133,113,12,18,25,
3470134,4,3470134,113,12,18,25,
3470135,4,3470135,113,12,18,25,
3470141,4,3470141,113,12,18,25,
3470142,4,3470142,113,12,18,25,
3470143,4,3470143,113,12,18,25,
3470144,4,3470144,113,12,18,25,
3470145,4,3470145,113,12,18,25,
3470146,4,3470146,113,12,18,25,
3470147,4,3470147,113,12,18,25,
3470148,4,3470148,113,12,18,25,
3470151,4,3470151,113,12,18,25,
3470152,4,3470152,113,12,18,25,
3470153,4,3470153,113,12,18,25,
3470154,4,3470154,113,12,18,25,
3470155,4,3470155,113,12,18,25,
3470156,4,3470156,113,12,18,25,
3470157,4,3470157,113,12,18,25,
3470161,4,3470161,113,12,18,25,
3470162,4,3470162,113,12,18,25,
3470163,4,3470163,113,12,18,25,
3470164,4,3470164,113,12,18,25,
3470165,4,3470165,113,12,18,25,
3470166,4,3470166,113,12,18,25,
3470167,4,3470167,113,12,18,25,
3470168,4,3470168,113,12,18,25,
3470171,4,3470171,113,12,18,25,
3470172,4,3470172,113,12,18,25,
3470173,4,3470173,113,12,18,25,
3470174,4,3470174,113,12,18,25,
3470175,4,3470175,113,12,18,25,
3470176,4,3470176,113,12,18,25,
3470177,4,3470177,113,12,18,25,
3470178,4,3470178,113,12,18,25,
3470182,4,3470182,113,12,18,25,
3470183,4,3470183,113,12,18,25,
3470184,4,3470184,113,12,18,25,
3472001,4,3472001,113,12,18,25,
3472002,4,3472002,113,12,18,25,
3472003,4,3472003,113,12,18,25,
3472011,4,3472011,113,12,18,25,
3472012,4,3472012,113,12,18,25,
3472013,4,3472013,113,12,18,25,
3472014,4,3472014,113,12,18,25,
3472015,4,3472015,113,12,18,25,
3472021,4,3472021,113,12,18,25,
3472022,4,3472022,113,12,18,25,
3472031,4,3472031,113,12,18,25,
3472032,4,3472032,113,12,18,25,
3472033,4,3472033,113,12,18,25,
3472041,4,3472041,113,12,18,25,
3472042,4,3472042,113,12,18,25,
3472043,4,3472043,113,12,18,25,
3472044,4,3472044,113,12,18,25,
3472051,4,3472051,113,12,18,25,
3472052,4,3472052,113,12,18,25,
3472053,4,3472053,113,12,18,25,
3472054,4,3472054,113,12,18,25,
3472061,4,3472061,113,12,18,25,
3472062,4,3472062,113,12,18,25,
3472063,4,3472063,113,12,18,25,
3472064,4,3472064,113,12,18,25,
3472071,4,3472071,113,12,18,25,
3472072,4,3472072,113,12,18,25,
3472073,4,3472073,113,12,18,25,
3472081,4,3472081,113,12,18,25,
3472082,4,3472082,113,12,18,25,
3472083,4,3472083,113,12,18,25,
3472084,4,3472084,113,12,18,25,
3472085,4,3472085,113,12,18,25,
3472086,4,3472086,113,12,18,25,
3472087,4,3472087,113,12,18,25,
3472088,4,3472088,113,12,18,25,
3472089,4,3472089,113,12,18,25,
3472110,4,3472110,113,12,18,25,
3472111,4,3472111,113,12,18,25,
3472112,4,3472112,113,12,18,25,
3472113,4,3472113,113,12,18,25,
3472114,4,3472114,113,12,18,25,
3472115,4,3472115,113,12,18,25,
3472116,4,3472116,113,12,18,25,
3472117,4,3472117,113,12,18,25,
3472118,4,3472118,113,12,18,25,
3472119,4,3472119,113,12,18,25,
3472120,4,3472120,113,12,18,25,
3472121,4,3472121,113,12,18,25,
3472122,4,3472122,113,12,18,25,
3472123,4,3472123,113,12,18,25,
3472124,4,3472124,113,12,18,25,
3473001,4,3473001,113,12,18,25,
3473011,4,3473011,113,12,18,25,
3470181,4,3470181,113,12,18,25,
3470185,4,3470185,113,12,18,25,
3470186,4,3470186,113,12,18,25,
3470192,4,3470192,113,12,18,25,
3470193,4,3470193,113,12,18,25,
3470196,4,3470196,113,12,18,25,
3470191,4,3470191,113,12,18,25,
3470194,4,3470194,113,12,18,25,
3470195,4,3470195,113,12,18,25,
3470201,4,3470201,113,12,18,25,
3470203,4,3470203,113,12,18,25,
3470205,4,3470205,113,12,18,25,
3470204,4,3470204,113,12,18,25,
3470202,4,3470202,113,12,18,25,
3470206,4,3470206,113,12,18,25,
3472131,4,3472131,113,12,18,25,
3472132,4,3472132,113,12,18,25,
3472133,4,3472133,113,12,18,25,
3472141,4,3472141,113,12,18,25,
3472142,4,3472142,113,12,18,25,
3472143,4,3472143,113,12,18,25,
3473021,4,3473021,113,12,18,25,
3473002,4,3473002,113,12,18,25,
3473012,4,3473012,113,12,18,25,
3472144,4,3472144,113,12,18,25,
3472145,4,3472145,113,12,18,25,
3472146,4,3472146,113,12,18,25,
493001,1,493001,113,12,18,25,
493002,1,493002,113,12,18,25,
493003,1,493003,113,12,18,25,
493004,1,493004,113,12,18,25,
493005,1,493005,113,12,18,25,
493006,1,493006,113,12,18,25,
493007,1,493007,113,12,18,25,
493008,1,493008,113,12,18,25,
493009,1,493009,113,12,18,25,
493010,1,493010,113,12,18,25,
493011,1,493011,113,12,18,25,
493012,1,493012,113,12,18,25,
493013,1,493013,113,12,18,25,
493014,1,493014,113,12,18,25,
493015,1,493015,113,12,18,25,
493016,1,493016,113,12,18,25,
493017,1,493017,113,12,18,25,
493018,1,493018,113,12,18,25,
493019,1,493019,113,12,18,25,
493020,1,493020,113,12,18,25,
493021,1,493021,113,12,18,25,
493022,1,493022,113,12,18,25,
493023,1,493023,113,12,18,25,
493024,1,493024,113,12,18,25,
493025,1,493025,113,12,18,25,
493026,1,493026,113,12,18,25,
493027,1,493027,113,12,18,25,
493028,1,493028,113,12,18,25,
493029,1,493029,113,12,18,25,
493030,1,493030,113,12,18,25,
493031,1,493031,113,12,18,25,
493032,1,493032,113,12,18,25,
493033,1,493033,113,12,18,25,
493034,1,493034,113,12,18,25,
493035,1,493035,113,12,18,25,
493036,1,493036,113,12,18,25,
493037,1,493037,113,12,18,25,
493038,1,493038,113,12,18,25,
493039,1,493039,113,12,18,25,
493040,1,493040,113,12,18,25,
493041,1,493041,113,12,18,25,
493042,1,493042,113,12,18,25,
493043,1,493043,113,12,18,25,
493044,1,493044,113,12,18,25,
493045,1,493045,113,12,18,25,
493046,1,493046,113,12,18,25,
493047,1,493047,113,12,18,25,
493048,1,493048,113,12,18,25,
493049,1,493049,113,12,18,25,
493050,1,493050,113,12,18,25,
493051,1,493051,113,12,18,25,
493052,1,493052,113,12,18,25,
493053,1,493053,113,12,18,25,
493054,1,493054,113,12,18,25,
493055,1,493055,113,12,18,25,
493056,1,493056,113,12,18,25,
493057,1,493057,113,12,18,25,
493058,1,493058,113,12,18,25,
493059,1,493059,113,12,18,25,
493060,1,493060,113,12,18,25,
493061,1,493061,113,12,18,25,
493062,1,493062,113,12,18,25,
493063,1,493063,113,12,18,25,
