Id,GroupId,Name,TeamId,Type,UseType,ManualControl,ControlTime,ControlText,MultiControl,HitCancel,ForbidUserCancel,Radius,BPName,WorldInfoId,Visible,InitialSpawning,Period,Repeatable,LifeTime,ControlCoolingTime,MaxCount,BasePosX,BasePosY,BasePosZ,RotateP,RotateY,RotateR,SpawnRadius,TotalControlCount,ControlActionType1,ControlActionParam1,ControlActionType2,ControlActionParam2,ControlActionType3,ControlActionParam3,SiegeWarParentNpcSpawnInfoId,CollisionUnitType,CollisionUnitParam,InteractionType,InteractionAnimation,ActivateMaterial,InactivateMaterial,ControlProcessingEffect,ControlCompleteStartEffect,ControlCompleteLoopEffect,InstanceResetAfterControl,DisableSpawnVFX,ShowName
21300101,213001,용의 동굴 지하 1층 보물상자(글로벌 스폰용),0,12,1,1,5,자물쇠 따는 중,0,1,0,100,BP_Gadget_QuestScrollBox_01,213,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,15,"""itemDropGroupId"":5200",12,"{""npcInfoId"":31380, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1}",45,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0
21400101,214001,용의 동굴 지하 2층 보물상자(글로벌 스폰용),0,12,1,1,5,자물쇠 따는 중,0,1,0,100,BP_Gadget_QuestScrollBox_01,214,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,15,"""itemDropGroupId"":5300",12,"{""npcInfoId"":31480, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1}",45,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0
21500101,215001,용의 동굴 심층 보물상자(글로벌 스폰용),0,12,1,1,5,자물쇠 따는 중,0,1,0,100,BP_Gadget_QuestScrollBox_01,215,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,15,"""itemDropGroupId"":5301",12,"{""npcInfoId"":31580, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1}",45,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0
14005101,140051,난투장 황금 연마제 상자(글로벌 스폰용),0,12,1,1,15,자물쇠 따는 중,0,1,0,100,BP_Gadget_EinhasadBox,14005,1,1,7200,1,0,0,0,0,0,226,0,0,0,0,0,45,,45,,45,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0
14005201,140052,난투장 순백 연마제 상자 (글로벌 스폰용),0,12,1,1,10,자물쇠 따는 중,0,1,0,100,BP_Gadget_GrankainBox,14005,1,1,3600,1,0,0,0,0,0,226,0,0,0,0,0,45,,45,,45,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0
1202,300201001,엘프의 유적지 2층,0,12,0,0,0,,0,0,0,0,BP_Gadget_TutoArrow_01_Short_01,300201,1,1,0,0,0,0,1,45461,-5312,302,0,90,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1203,300201001,엘프의 유적지 2층,0,12,0,0,0,,0,0,0,0,BP_Gadget_TutoArrow_01_Short_01,300201,1,1,0,0,0,0,1,45604,-4545,302,0,-20,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1204,300201001,엘프의 유적지 2층,0,12,0,0,0,,0,0,0,0,BP_Gadget_TutoArrow_01_Short_01,300201,1,1,0,0,0,0,1,45333,-4545,302,0,-160,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1205,300201001,엘프의 유적지 2층,0,12,0,0,0,,0,0,0,0,BP_Gadget_TutoArrow_02_Short_01,300201,1,1,0,0,0,0,1,45477,-6896,911,0,-90,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1206,300203001,개미굴 지하 2층,0,12,0,0,0,,0,0,0,0,BP_Gadget_TutoArrow_02,300203,1,1,0,0,0,0,1,-1039,1283,1101,0,-90,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1218,300203002,개미굴 지하 2층,0,12,0,0,0,,0,0,0,0,BP_Level_line4,0,1,1,0,0,0,0,1,-1270,-240,840,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1207,206002,상아탑 1층 가이드 화살표,0,12,0,0,0,,0,0,0,0,BP_Gadget_TutoArrow_01_Short_01,206,1,1,0,0,0,0,1,-16336,33320,542,0,5,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1208,208002,상아탑 3층 가이드 화살표,0,12,0,0,0,,0,0,0,0,BP_Gadget_TutoArrow_02,208,1,1,0,0,0,0,1,-10240,17310,250,0,90,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1209,206003,상아탑 1층 반대편 길막,0,12,0,0,0,,0,0,0,0,BP_Gadget_IvoryTower_Block_01,206,1,1,0,0,0,0,1,-10145,20130,535,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1210,208003,상아탑 3층 반대편 길막,0,12,0,0,0,,0,0,0,0,BP_Gadget_IvoryTower_Block_03,208,1,1,0,0,0,0,1,-15669,33320,565,0,-80,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1211,209002,비밀의 숲 상층 가이드 화살표,0,12,0,0,0,,0,0,0,0,BP_Gadget_TutoArrow_01_Short_01,209,1,1,0,0,0,0,1,-3567,-159,271,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1212,210002,비밀의 숲 하층 가이드 화살표 1,0,12,0,0,0,,0,0,0,0,BP_Gadget_TutoArrow_02,210,1,1,0,0,0,0,1,40626,839,0,0,-35,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1214,212001,비밀의 숲 학살지 길막기 가젯,0,12,0,0,0,,0,0,0,0,BP_Gadget_Block_20,212,1,1,0,0,0,0,1,56940,-3108,0,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1215,212001,비밀의 숲 학살지 길막기 가젯,0,12,0,0,0,,0,0,0,0,BP_Gadget_Block_20,212,1,1,0,0,0,0,1,54514,3290,0,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1216,212002,그랑카인의 성소 : 상아탑 지하 연구소,0,12,1,1,10,그랑카인의 힘을 흡수하는 중,0,1,0,150,BP_Buff_Sanctuary_Top,209,1,1,1800,1,0,0,1,14120,46339,1287,0,0,0,0,1,32,holyTowerInfoId:100002,45,,45,,,6,,11,,,,,,,0,0,0
1217,212002,그랑카인의 성소 : 비밀의 숲 학살지,0,12,1,1,10,그랑카인의 힘을 흡수하는 중,0,1,0,150,BP_Buff_Sanctuary_Top,212,1,1,1800,1,0,0,1,60128,176,0,0,0,0,0,1,32,holyTowerInfoId:100002,45,,45,,,6,,11,,,,,,,0,0,0
1219,204002,크루마탑 2층 화살표,0,12,0,0,0,,0,0,0,0,BP_Gadget_TutoArrow_02,204,1,1,0,0,0,0,1,10,1190,340,0,90,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1220,205002,크루마탑 3층 화살표,0,12,0,0,0,,0,0,0,0,BP_Gadget_TutoArrow_02,205,1,1,0,0,0,0,1,13740,18570,340,0,-90,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1221,402,자켄의 유령선,0,12,0,0,0,,0,0,0,0,BP_Level_line4,402,1,1,0,0,0,0,1,-336,3096,830,0,-90,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1222,402,자켄의 유령선,0,12,0,0,0,,0,0,0,0,BP_Level_line5,402,1,1,0,0,0,0,1,-706,-184,764,0,-90,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1223,212003,그랑카인의 성소 : 용의 동굴 심층,0,12,1,1,10,그랑카인의 힘을 흡수하는 중,0,1,0,150,BP_Buff_Sanctuary_Top_2,215,1,1,1800,1,0,0,1,5246,24208,-900,0,0,0,0,1,32,holyTowerInfoId:100002,45,,45,,,6,,10,SiegeCapture,,,,,,0,0,0
1224,212004,그랑카인의 성소 밑부분,0,12,0,0,0,,0,0,0,0,BP_Buff_Sanctuary_Bottom,215,1,1,,1,0,0,1,5246,24208,-900,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211010101,2110101,이벤트용 크루마탑 길막기 가젯,0,12,0,0,0,,0,0,0,0,BP_Gadget_CrumaTower_Block_01,211010,1,1,0,0,0,0,1,-4120,7090,340,0,90,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211010201,2110102,이벤트용 크루마탑 나가기용 가젯,0,12,1,1,2,제어장치 조작 중,1,0,0,100,BP_Gadget_Cruma_04,211010,1,1,0,0,0,0,1,-2630,7090,350,0,0,0,0,,13,"""worldInfoId"" : 8,
""pos"":""50195, 28222""",45,,45,,,6,,11,,,,,,,0,0,0
82601,826,이벤트용 크루마탑 입장용 가젯 퀘스트용,0,12,2,1,2,제어장치 조작 중,1,0,0,100,BP_Gadget_Cruma_04,8,0,1,0,0,0,0,1,50104,27858,1710,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
82701,827,이벤트용 크루마탑 입장용 가젯,0,12,1,1,2,제어장치 조작 중,1,0,0,100,BP_Gadget_Cruma_04,8,0,1,0,0,0,0,1,50104,27858,1710,0,0,0,0,,13,"""worldInfoId"" : 211010,
""pos"":""-3190, 7210""",45,,45,,,6,,11,,,,,,,0,0,0
211010301,2110103,거인의 첫번째 연구자료,0,12,2,1,4,거인의 연구 자료 확인 중,1,0,0,100,BP_Gadget_StoneFragment_03,211010,1,1,0,0,0,0,1,-2640,8950,340,0,45,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211010401,2110104,거인의 두번째 연구자료,0,12,2,1,4,거인의 연구 자료 확인 중,1,0,0,100,BP_Gadget_StoneFragment_03,211010,1,1,0,0,0,0,1,-3740,8950,340,0,-45,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211010501,2110105,거인의 세번째 연구자료,0,12,2,1,4,거인의 연구 자료 확인 중,1,0,0,100,BP_Gadget_StoneFragment_03,211010,1,1,0,0,0,0,1,-3740,10060,340,0,-135,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211010601,2110106,거인의 네번째 연구자료,0,12,2,1,4,거인의 연구 자료 확인 중,1,0,0,100,BP_Gadget_StoneFragment_03,211010,1,1,0,0,0,0,1,-2640,10060,340,0,-225,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211010701,2110107,거인의 상자,0,12,2,1,4,거인의 상자를 꺼내는 중,1,0,0,100,BP_Event_box_1,211010,1,1,0,0,0,0,1,0,4710,350,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211010801,2110108,비어버린 거인의 만물상자,0,12,2,0,0,상자가 보이지 않는다.,0,0,0,100,BP_Event_box_2,211010,0,1,0,0,0,0,1,0,4710,350,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211010901,2110109,쓰러진 하딘,0,12,2,1,2,하딘을 깨우는 중,0,0,0,100,BP_Hardin_Down,211010,0,1,0,0,0,0,1,310,3920,340,0,175,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211011001,2110110,코어 바닥,0,12,0,0,0,,0,0,0,0,BP_CrumaCore_Bottom,211010,1,1,0,0,0,0,1,0,740,340,0,90,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211011101,2110111,방어막 해제 장치 1 - 활성,0,12,2,1,2,전력 장치를 조작해 보는 중…,1,0,0,100,BP_Gadget_CrumaPillar,211010,1,1,0,0,0,0,1,2170,4710,420,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211011201,2110112,방어막 해제 장치 1 - 비활성화,0,12,2,0,0,,0,0,0,100,BP_Gadget_CrumaPillar_Stop,211010,0,1,0,0,0,0,1,2170,4710,420,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211011301,2110113,방어막 해제 장치 2 - 활성,0,12,2,1,2,전력 장치를 조작해 보는 중…,1,0,0,100,BP_Gadget_CrumaPillar,211010,1,1,0,0,0,0,1,-2160,4710,420,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211011401,2110114,방어막 해제 장치 2 - 비활성화,0,12,2,0,0,,0,0,0,100,BP_Gadget_CrumaPillar_Stop,211010,0,1,0,0,0,0,1,-2160,4710,420,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211011501,2110115,거인의 다섯번째 연구자료,0,12,2,1,3,거인의 연구 자료 확인 중,1,0,0,100,BP_Gadget_StoneFragment_03,211010,1,1,0,0,0,0,1,610,8950,340,0,45,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211011601,2110116,거인의 여섯번째 연구자료,0,12,2,1,3,거인의 연구 자료 확인 중,1,0,0,100,BP_Gadget_StoneFragment_03,211010,1,1,0,0,0,0,1,-570,8950,340,0,-45,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211011701,2110117,거인의 일곱번째 연구자료,0,12,2,1,3,거인의 연구 자료 확인 중,1,0,0,100,BP_Gadget_StoneFragment_03,211010,1,1,0,0,0,0,1,-570,10060,340,0,-135,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
211011801,2110118,거인의 여덟번째 연구자료,0,12,2,1,3,거인의 연구 자료 확인 중,1,0,0,100,BP_Gadget_StoneFragment_03,211010,1,1,0,0,0,0,1,610,10060,340,0,-225,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1958,10001,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,8183,3912,832,0,44,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1959,10001,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,5631,6366,549,0,49,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1960,10002,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9183,4151,785,0,-179,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1961,10002,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9186,6598,555,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1962,10003,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,10226,3851,833,0,135,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1963,10003,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,12698,6352,514,0,-44,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1964,10004,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,6063,7217,786,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1965,10004,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,7845,7724,847,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1970,10005,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,10255,7518,544,0,-89,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1971,10005,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,12382,7509,524,0,-89,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
1982,10009,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,6077,11472,-4,0,-89,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
2014,10008,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,13669,10295,305,0,89,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
2015,10008,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,13456,8423,526,0,-179,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
2016,10007,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9244,10585,297,0,-179,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
2017,10009,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,8446,12048,269,0,89,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
2021,10010,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,9967,11529,290,0,85,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
2022,10006,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,4912,8269,541,0,0,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
2023,10010,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,12509,11464,-1,0,-89,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
2027,10007,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9194,8680,532,0,-179,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
2029,10006,성소의 벽,0,12,0,1,2,,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,4679,10409,319,0,89,0,0,,45,,45,,45,,,6,,11,,,,,,,0,0,0
2038,13000,붉은색 약초,0,12,5,1,5,붉은색 약초 채집 중,1,1,0,80,BP_Gadget_SecretMine_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150002",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",45,,,6,,8,,,,,,,0,0,0
2039,13000,푸른색 약초,0,12,5,1,5,푸른색 약초 채집 중,1,1,0,80,BP_Gadget_SecretMine_02,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150003",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",45,,,6,,8,,,,,,,0,0,0
2040,13000,보라색 약초,0,12,5,1,5,보라색 약초 채집 중,1,1,0,80,BP_Gadget_SecretMine_04,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150004",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",45,,,6,,8,,,,,,,0,0,0
2041,13000,노란색 약초,0,12,5,1,5,노란색 약초 채집 중,1,1,0,80,BP_Gadget_SecretMine_03,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150005",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",45,,,6,,8,,,,,,,0,0,0
2042,13000,무명초,0,12,5,1,15,무명초 채집 중,1,1,0,80,BP_Gadget_SecretMine_05,13000,1,1,300,1,30,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150006",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":5000}",45,,,6,,8,,,,,,,0,0,0
2043,13000,대형 붉은색 약초,0,12,5,1,10,대형 붉은색 약초 채집 중,1,1,0,80,BP_Gadget_SecretMine_01_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150007",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",45,,,6,,8,,,,,,,0,0,0
2044,13000,대형 푸른색 약초,0,12,5,1,10,대형 푸른색 약초 채집 중,1,1,0,80,BP_Gadget_SecretMine_02_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150008",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",45,,,6,,8,,,,,,,0,0,0
2045,13000,대형 보라색 약초,0,12,5,1,10,대형 보라색 약초 채집 중,1,1,0,80,BP_Gadget_SecretMine_04_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150009",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",45,,,6,,8,,,,,,,0,0,0
2046,13000,대형 노란색 약초,0,12,5,1,10,대형 노란색 약초 채집 중,1,1,0,80,BP_Gadget_SecretMine_03_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150010",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",45,,,6,,8,,,,,,,0,0,0
2047,13000,대형 무명초,0,12,5,1,20,대형 무명초 채집 중,1,1,0,80,BP_Gadget_SecretMine_05_01,13000,1,1,300,1,30,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150011",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":10000}",45,,,6,,8,,,,,,,0,0,0
2048,14000,공격력 상승,,12,7,0,0,공격력 소폭 상승,0,0,0,0,BP_Buff_06,0,1,1,30,1,20,0,1,-880,-680,120,0,0,0,0,,17,"""buffInfoId"":801011,""type"":""Player""",45,,45,,,6,,11,,,,,,,0,0,0
