Id,RunePage,Group,RuneNumber,RuneLevel,EffectGroupId,EffectType1,EffectType2,EffectParam,CostAdena,CostRunePiece,StampProbability,RunePosX,RunePosY,TexturePath,TextureFramePath,RuneType
2001002,2,1,2,4,,29,253,32,2000,140,7820,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,5,,29,253,40,2500,160,6900,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,6,,29,253,48,3000,200,5980,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,7,,29,253,56,4000,280,4600,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001003,2,1,3,0,,1,2,0,0,0,0,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,1,,1,2,11,1300,100,8700,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,2,,1,2,22,1560,120,8265,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,3,,1,2,33,1950,150,7830,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,4,,1,2,44,2600,170,7395,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,5,,1,2,55,3250,200,6525,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,6,,1,2,66,3900,250,5655,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,7,,1,2,77,5200,350,4350,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2002001,2,2,1,0,,58,253,0,0,0,0,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,1,,58,253,17,700,60,9700,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,2,,58,253,34,840,70,9215,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,3,,58,253,51,1050,90,8730,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,4,,58,253,68,1400,100,8245,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,5,,58,253,85,1750,120,7275,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,6,,58,253,102,2100,150,6305,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,7,,58,253,119,2800,210,4850,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002002,2,2,2,0,,26,253,0,0,0,0,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,1,,26,253,8,1000,80,9200,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,2,,26,253,16,1200,100,8740,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,3,,26,253,24,1500,120,8280,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,4,,26,253,32,2000,140,7820,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,5,,26,253,40,2500,160,6900,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,6,,26,253,48,3000,200,5980,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,7,,26,253,56,4000,280,4600,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,0,,21,22,0,0,0,0,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,1,,21,22,13,1300,100,8700,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,2,,21,22,26,1560,120,8265,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,3,,21,22,39,1950,150,7830,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,4,,21,22,52,2600,170,7395,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,5,,21,22,65,3250,200,6525,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,6,,21,22,78,3900,250,5655,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,7,,21,22,91,5200,350,4350,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3000001,3,0,1,0,,84,253,0,0,0,0,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,1,10301,84,253,0,1000,70,9500,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,2,10302,84,253,0,1200,80,9025,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,3,10303,84,253,0,1500,110,8550,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,4,10304,84,253,0,2000,120,8075,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,5,10305,84,253,0,2500,140,7125,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,6,10306,84,253,0,3000,180,6175,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,7,10307,84,253,0,4000,250,4750,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3001001,3,1,1,0,,29,253,0,0,0,0,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,1,,29,253,9,1000,70,9500,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,2,,29,253,18,1200,80,9025,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,3,,29,253,27,1500,110,8550,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,4,,29,253,36,2000,120,8075,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,5,,29,253,45,2500,140,7125,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,6,,29,253,54,3000,180,6175,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,7,,29,253,63,4000,250,4750,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001002,3,1,2,0,,10,253,0,0,0,0,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,1,,10,253,17,1300,100,9000,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,2,,10,253,34,1560,110,8550,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,3,,10,253,51,1950,140,8100,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,4,,10,253,68,2600,160,7650,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,5,,10,253,85,3250,190,6750,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,6,,10,253,102,3900,240,5850,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,7,,10,253,119,5200,330,4500,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,0,,1,2,0,0,0,0,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,1,,1,2,14,1600,120,8500,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,2,,1,2,28,1920,140,8075,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,3,,1,2,42,2400,180,7650,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,4,,1,2,56,3200,200,7225,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,5,,1,2,70,4000,240,6375,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,6,,1,2,84,4800,300,5525,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,7,,1,2,98,6400,420,4250,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,0,,36,253,0,0,0,0,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,1,,36,253,1,1900,150,8000,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,2,,36,253,2,2280,170,7600,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,3,,36,253,3,2850,220,7200,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,4,,36,253,4,3800,250,6800,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,5,,36,253,5,4750,290,6000,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,6,,36,253,6,5700,360,5200,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,7,,36,253,7,7600,510,4000,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3002001,3,2,1,0,,26,253,0,0,0,0,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,1,,26,253,9,1000,70,9500,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,2,,26,253,18,1200,80,9025,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,3,,26,253,27,1500,110,8550,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,4,,26,253,36,2000,120,8075,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,5,,26,253,45,2500,140,7125,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,6,,26,253,54,3000,180,6175,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,7,,26,253,63,4000,250,4750,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002002,3,2,2,0,,11,253,0,0,0,0,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,1,,11,253,21,1300,100,9000,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,2,,11,253,42,1560,110,8550,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,3,,11,253,63,1950,140,8100,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,4,,11,253,84,2600,160,7650,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,5,,11,253,105,3250,190,6750,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,6,,11,253,126,3900,240,5850,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,7,,11,253,147,5200,330,4500,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002003,3,2,3,0,,21,22,0,0,0,0,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,1,,21,22,16,1600,120,8500,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,2,,21,22,32,1920,140,8075,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,3,,21,22,48,2400,180,7650,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,4,,21,22,64,3200,200,7225,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,5,,21,22,80,4000,240,6375,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,6,,21,22,96,4800,300,5525,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,7,,21,22,112,6400,420,4250,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002004,3,2,4,0,,40,253,0,0,0,0,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,1,,40,253,1,1900,150,8000,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,2,,40,253,2,2280,170,7600,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,3,,40,253,3,2850,220,7200,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,4,,40,253,4,3800,250,6800,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,5,,40,253,5,4750,290,6000,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,6,,40,253,6,5700,360,5200,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,7,,40,253,7,7600,510,4000,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
4000001,4,0,1,0,,84,253,0,0,0,0,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,1,10401,84,253,0,1200,80,9200,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,2,10402,84,253,0,1440,100,8740,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,3,10403,84,253,0,1800,120,8280,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,4,10404,84,253,0,2400,140,7820,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,5,10405,84,253,0,3000,160,6900,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,6,10406,84,253,0,3600,200,5980,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,7,10407,84,253,0,4800,280,4600,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4001001,4,1,1,0,,101,253,0,0,0,0,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,1,,101,253,22,1200,80,9200,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,2,,101,253,44,1440,100,8740,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,3,,101,253,66,1800,120,8280,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,4,,101,253,88,2400,140,7820,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,5,,101,253,110,3000,160,6900,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,6,,101,253,132,3600,200,5980,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,7,,101,253,154,4800,280,4600,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,0,,29,253,0,0,0,0,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,1,,29,253,12,1700,110,8700,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,2,,29,253,24,2040,130,8265,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,3,,29,253,36,2550,170,7830,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,4,,29,253,48,3400,190,7395,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,5,,29,253,60,4250,220,6525,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,6,,29,253,72,5100,280,5655,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,7,,29,253,84,6800,390,4350,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001003,4,1,3,0,,1,2,0,0,0,0,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,1,,1,2,18,2200,140,8200,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,2,,1,2,36,2640,170,7790,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,3,,1,2,54,3300,210,7380,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,4,,1,2,72,4400,240,6970,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,5,,1,2,90,5500,280,6150,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,6,,1,2,108,6600,350,5330,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,7,,1,2,126,8800,490,4100,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4002001,4,2,1,0,,102,253,0,0,0,0,-32,50,UI_Icon_Rune_Resilience,MI_UI_Image_MiddleRuneStone,1
4002001,4,2,1,1,,102,253,22,1200,80,9200,-32,50,UI_Icon_Rune_Resilience,MI_UI_Image_MiddleRuneStone,1
4002001,4,2,1,2,,102,253,44,1440,100,8740,-32,50,UI_Icon_Rune_Resilience,MI_UI_Image_MiddleRuneStone,1
