Keyword,Url,NaverUrl,LocType
FlatRateAuto,http://guide.netmarble.com/lineageII#cont/1209,,
FreeFortressSiege,http://guide.netmarble.com/lineageII#cont/1493,,
EventDropBox,http://guide.netmarble.com/lineageII#cont/1496,,
LuckyBoardEvent,http://guide.netmarble.com/lineageII#cont/1556,,
DailyBenefitShop,http://guide.netmarble.com/lineageII#cont/1209,,
PackageShop,http://guide.netmarble.com/lineageII#cont/114,,
NeroDiceEvent,http://guide.netmarble.com/lineageII#cont/1514,1472823,614
MasteryShop,http://guide.netmarble.com/lineageII#cont/1510,,
TimeShop,http://guide.netmarble.com/lineageII#cont/1554,,
ChargeEventShop,http://guide.netmarble.com/lineageII#cont/1555,,
GuildMemberRanking,http://guide.netmarble.com/lineageII#cont/1710,,
LineageTipForum,http://forum.netmarble.com/article/list?bbsId=2765705&cafeId=lineageII&sort=DATE,,
Talisman,http://guide.netmarble.com/lineageII#cont/1712,,
Class2ndTransferQuest,http://guide.netmarble.com/lineageII#cont/1711,,
Costume,http://guide.netmarble.com/lineageII#cont/1713,,
BeautyShop,http://guide.netmarble.com/lineageII#cont/1714,,
DiscountShop,http://guide.netmarble.com/lineageII#cont/1709,,
Avento,http://guide.netmarble.com/lineageII#cont/1793,,
EquipAchievement,http://guide.netmarble.com/lineageII#cont/1835,,
GuildAllianceMain,http://guide.netmarble.com/lineageII#cont/1836,,
GuildAllianceCreate,http://guide.netmarble.com/lineageII#cont/1836,,
GuildAllianceJoin,http://guide.netmarble.com/lineageII#cont/1836,,
GuildAllianceInfo,http://guide.netmarble.com/lineageII#cont/1836,,
GuildAllianceInvite,http://guide.netmarble.com/lineageII#cont/1836,,
GuildStab,http://guide.netmarble.com/lineageII#cont/2068,,
BATTLESTATS,http://guide.netmarble.com/lineageII#cont/2093,,
ACHIEVEMENTEVENT,http://guide.netmarble.com/lineageII#cont/2095,,
DiamondChangeShop,http://guide.netmarble.com/lineageII#cont/2099,,
