Id,ItemName,Desc1,Desc2
158,1 esencia de elixir de PV,Esencia roja usada para fabricar elixires de PV.,Disponible al conquistar una fortaleza de grado C o superior.
159,1 esencia de elixir de PM,Esencia azul usada para fabricar elixires de PM.,@158
160,1 esencia de elixir de ATQ,Esencia morada usada para fabricar elixires de ATQ.,@158
161,1 esencia de elixir de DEF,Esencia amarilla usada para fabricar elixires de DEF.,@158
165,1 piedra de aumento de arma,Se utiliza para aumentar un arma al siguiente grado.,@158
166,1 piedra de aumento de armadura,Se utiliza para aumentar una armadura al siguiente grado.,@158
401,Tinte de Capa del clan: grado inferior,Objeto necesario para cambiar el color de la Capa del clan.,Disponible al conquistar una fortaleza.
402,Tinte de Capa del clan: grado medio,@401,Disponible al conquistar una fortaleza de grado A o superior.
404,Tinte del emblema de Capa del clan: grado inferior,Objeto necesario para cambiar el color del emblema de la Capa del clan.,@401
405,Tinte del emblema de Capa del clan: grado medio,@404,@402
810000001,Poción para el clan de nivel 5: Potenciador de adenas,Aumenta la cantidad de adenas ganada en un 50% durante 1 hora. (Solo en Cacería de campo),@158
810000002,Cofre de reliquias harapientas,"Esta es una reliquia harapienta.
Pide al protector de reliquias de la sala del clan que valore esta reliquia para obtener una recompensa.",@158
810000003,Poción para el clan de nivel 5: Potenc. obtención de corazón,"Al usarlo, la tasa de obtención de corazones aumenta en un 50%.
El efecto dura 1 hora.",Disponible al conquistar una fortaleza de grado B o superior.
810000004,Protección de Maphr,Se utiliza para mejorar el equipamiento. Los fallos no disminuyen el valor de mejora.,Disponible al conquistar una fortaleza de grado A o superior.
810000005,Caja de Pergamino bendecido,Úsalo para obtener un Pergamino bendecido aleatorio.,@810000003
810000006,Piedra de atributo de grado S,Usar para mejorar un atributo de una pieza de equipamiento.,@810000003
810000007,Piedra de atributo de grado R,Usar para mejorar un atributo de una pieza de equipamiento.,@810000004
