Id,BookLevel,GroupId,MonsterId,CardBorder,SlotImage,BeadImage,UseLargeBeadImage,CardImage,RequiredQuantity,StatusIcon,EffectType,EffectType2,EffectParam,HuntType,HuntingSpotId,NameDirection
2,9,1,Urca,3,3,10,0,67,20,Icon_Skill_Passive_23251,Max MP,,100,0,,0
3,0,1,Kobaka,1,1,1,1,67,2,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,5,0,,0
3,1,1,Kobaka,1,1,2,1,67,2,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,10,0,,0
3,2,1,Kobaka,1,1,3,1,67,4,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,15,0,,0
3,3,1,Kobaka,1,1,4,1,67,4,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,20,0,,0
3,4,1,Kobaka,1,1,5,1,67,6,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,25,0,,0
3,5,1,Kobaka,2,2,6,0,67,6,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,30,0,,0
3,6,1,Kobaka,2,2,7,0,67,10,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,35,0,,0
3,7,1,Kobaka,2,2,8,0,67,10,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,40,0,,0
3,8,1,Kobaka,3,3,9,0,67,20,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,45,0,,0
3,9,1,Kobaka,3,3,10,0,67,20,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,50,0,,0
4,0,1,Silverhorn,1,1,1,1,68,4,Icon_Skill_Unique_30001,P. Def./M. Def.,,8,0,,0
4,1,1,Silverhorn,1,1,2,1,68,4,Icon_Skill_Unique_30001,P. Def./M. Def.,,16,0,,0
4,2,1,Silverhorn,1,1,3,1,68,6,Icon_Skill_Unique_30001,P. Def./M. Def.,,24,0,,0
4,3,1,Silverhorn,1,1,4,1,68,6,Icon_Skill_Unique_30001,P. Def./M. Def.,,32,0,,0
4,4,1,Silverhorn,1,1,5,1,68,10,Icon_Skill_Unique_30001,P. Def./M. Def.,,40,0,,0
4,5,1,Silverhorn,2,2,6,0,68,10,Icon_Skill_Unique_30001,P. Def./M. Def.,,48,0,,0
4,6,1,Silverhorn,2,2,7,0,68,20,Icon_Skill_Unique_30001,P. Def./M. Def.,,56,0,,0
4,7,1,Silverhorn,2,2,8,0,68,20,Icon_Skill_Unique_30001,P. Def./M. Def.,,64,0,,0
4,8,1,Silverhorn,3,3,9,0,68,35,Icon_Skill_Unique_30001,P. Def./M. Def.,,72,0,,0
4,9,1,Silverhorn,3,3,10,0,68,35,Icon_Skill_Unique_30001,P. Def./M. Def.,,80,0,,0
5,0,1,Queen Sylop,1,1,1,1,68,4,Icon_Skill_Passive_23211,Max HP,,10,0,,0
5,1,1,Queen Sylop,1,1,2,1,68,4,Icon_Skill_Passive_23211,Max HP,,20,0,,0
5,2,1,Queen Sylop,1,1,3,1,68,6,Icon_Skill_Passive_23211,Max HP,,30,0,,0
5,3,1,Queen Sylop,1,1,4,1,68,6,Icon_Skill_Passive_23211,Max HP,,40,0,,0
5,4,1,Queen Sylop,1,1,5,1,68,10,Icon_Skill_Passive_23211,Max HP,,50,0,,0
5,5,1,Queen Sylop,2,2,6,0,68,10,Icon_Skill_Passive_23211,Max HP,,60,0,,0
5,6,1,Queen Sylop,2,2,7,0,68,20,Icon_Skill_Passive_23211,Max HP,,70,0,,0
5,7,1,Queen Sylop,2,2,8,0,68,20,Icon_Skill_Passive_23211,Max HP,,80,0,,0
5,8,1,Queen Sylop,3,3,9,0,68,35,Icon_Skill_Passive_23211,Max HP,,90,0,,0
5,9,1,Queen Sylop,3,3,10,0,68,35,Icon_Skill_Passive_23211,Max HP,,100,0,,0
10,0,2,Sting,1,1,1,1,67,3,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,6,0,,0
10,1,2,Sting,1,1,2,1,67,3,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,12,0,,0
10,2,2,Sting,1,1,3,1,67,5,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,18,0,,0
10,3,2,Sting,1,1,4,1,67,5,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,24,0,,0
10,4,2,Sting,1,1,5,1,67,8,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,30,0,,0
10,5,2,Sting,2,2,6,0,67,8,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,36,0,,0
10,6,2,Sting,2,2,7,0,67,15,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,42,0,,0
10,7,2,Sting,2,2,8,0,67,15,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,48,0,,0
10,8,2,Sting,3,3,9,0,67,35,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,54,0,,0
10,9,2,Sting,3,3,10,0,67,35,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,60,0,,0
11,0,2,Red Rouse,1,1,1,1,67,3,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,4,0,,0
11,1,2,Red Rouse,1,1,2,1,67,3,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,8,0,,0
11,2,2,Red Rouse,1,1,3,1,67,5,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,12,0,,0
11,3,2,Red Rouse,1,1,4,1,67,5,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,16,0,,0
11,4,2,Red Rouse,1,1,5,1,67,8,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,20,0,,0
11,5,2,Red Rouse,2,2,6,0,67,8,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,24,0,,0
11,6,2,Red Rouse,2,2,7,0,67,15,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,28,0,,0
11,7,2,Red Rouse,2,2,8,0,67,15,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,32,0,,0
11,8,2,Red Rouse,3,3,9,0,67,35,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,36,0,,0
11,9,2,Red Rouse,3,3,10,0,67,35,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,40,0,,0
12,0,2,Taarka,1,1,1,1,67,3,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,4,0,,0
12,1,2,Taarka,1,1,2,1,67,3,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,8,0,,0
12,2,2,Taarka,1,1,3,1,67,5,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,12,0,,0
12,3,2,Taarka,1,1,4,1,67,5,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,16,0,,0
12,4,2,Taarka,1,1,5,1,67,8,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,20,0,,0
12,5,2,Taarka,2,2,6,0,67,8,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,24,0,,0
12,6,2,Taarka,2,2,7,0,67,15,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,28,0,,0
12,7,2,Taarka,2,2,8,0,67,15,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,32,0,,0
12,8,2,Taarka,3,3,9,0,67,35,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,36,0,,0
12,9,2,Taarka,3,3,10,0,67,35,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,40,0,,0
13,0,2,Bane King,1,1,1,1,68,4,Icon_Skill_Passive_21251,Accuracy,,6,0,,0
13,1,2,Bane King,1,1,2,1,68,4,Icon_Skill_Passive_21251,Accuracy,,12,0,,0
13,2,2,Bane King,1,1,3,1,68,6,Icon_Skill_Passive_21251,Accuracy,,18,0,,0
13,3,2,Bane King,1,1,4,1,68,6,Icon_Skill_Passive_21251,Accuracy,,24,0,,0
13,4,2,Bane King,1,1,5,1,68,10,Icon_Skill_Passive_21251,Accuracy,,30,0,,0
13,5,2,Bane King,2,2,6,0,68,10,Icon_Skill_Passive_21251,Accuracy,,36,0,,0
13,6,2,Bane King,2,2,7,0,68,20,Icon_Skill_Passive_21251,Accuracy,,42,0,,0
13,7,2,Bane King,2,2,8,0,68,20,Icon_Skill_Passive_21251,Accuracy,,48,0,,0
13,8,2,Bane King,3,3,9,0,68,35,Icon_Skill_Passive_21251,Accuracy,,54,0,,0
13,9,2,Bane King,3,3,10,0,68,35,Icon_Skill_Passive_21251,Accuracy,,60,0,,0
14,0,2,Spirit Shepherd,1,1,1,1,70,1,Icon_Skill_Passive_20231,Evasion,,11,0,,0
14,1,2,Spirit Shepherd,1,1,2,1,70,1,Icon_Skill_Passive_20231,Evasion,,22,0,,0
14,2,2,Spirit Shepherd,1,1,3,1,70,1,Icon_Skill_Passive_20231,Evasion,,33,0,,0
14,3,2,Spirit Shepherd,1,1,4,1,70,1,Icon_Skill_Passive_20231,Evasion,,44,0,,0
14,4,2,Spirit Shepherd,1,1,5,1,70,2,Icon_Skill_Passive_20231,Evasion,,55,0,,0
14,5,2,Spirit Shepherd,2,2,6,0,70,2,Icon_Skill_Passive_20231,Evasion,,66,0,,0
14,6,2,Spirit Shepherd,2,2,7,0,70,3,Icon_Skill_Passive_20231,Evasion,,77,0,,0
14,7,2,Spirit Shepherd,2,2,8,0,70,3,Icon_Skill_Passive_20231,Evasion,,88,0,,0
14,8,2,Spirit Shepherd,3,3,9,0,70,4,Icon_Skill_Passive_20231,Evasion,,99,0,,0
14,9,2,Spirit Shepherd,3,3,10,0,70,4,Icon_Skill_Passive_20231,Evasion,,110,0,,0
20,0,3,Horror Wing,1,1,1,1,69,5,Icon_Skill_Active_10112,P. Atk./M. Atk.,,12,0,,0
20,1,3,Horror Wing,1,1,2,1,69,5,Icon_Skill_Active_10112,P. Atk./M. Atk.,,24,0,,0
20,2,3,Horror Wing,1,1,3,1,69,8,Icon_Skill_Active_10112,P. Atk./M. Atk.,,36,0,,0
20,3,3,Horror Wing,1,1,4,1,69,8,Icon_Skill_Active_10112,P. Atk./M. Atk.,,48,0,,0
20,4,3,Horror Wing,1,1,5,1,69,15,Icon_Skill_Active_10112,P. Atk./M. Atk.,,60,0,,0
20,5,3,Horror Wing,2,2,6,0,69,15,Icon_Skill_Active_10112,P. Atk./M. Atk.,,72,0,,0
20,6,3,Horror Wing,2,2,7,0,69,30,Icon_Skill_Active_10112,P. Atk./M. Atk.,,84,0,,0
20,7,3,Horror Wing,2,2,8,0,69,30,Icon_Skill_Active_10112,P. Atk./M. Atk.,,96,0,,0
20,8,3,Horror Wing,3,3,9,0,69,60,Icon_Skill_Active_10112,P. Atk./M. Atk.,,108,0,,0
20,9,3,Horror Wing,3,3,10,0,69,60,Icon_Skill_Active_10112,P. Atk./M. Atk.,,120,0,,0
21,0,3,Ryukaon,1,1,1,1,69,5,Icon_Skill_Unique_30001,P. Def./M. Def.,,13,0,,0
21,1,3,Ryukaon,1,1,2,1,69,5,Icon_Skill_Unique_30001,P. Def./M. Def.,,26,0,,0
21,2,3,Ryukaon,1,1,3,1,69,8,Icon_Skill_Unique_30001,P. Def./M. Def.,,39,0,,0
21,3,3,Ryukaon,1,1,4,1,69,8,Icon_Skill_Unique_30001,P. Def./M. Def.,,52,0,,0
21,4,3,Ryukaon,1,1,5,1,69,15,Icon_Skill_Unique_30001,P. Def./M. Def.,,65,0,,0
21,5,3,Ryukaon,2,2,6,0,69,15,Icon_Skill_Unique_30001,P. Def./M. Def.,,78,0,,0
21,6,3,Ryukaon,2,2,7,0,69,30,Icon_Skill_Unique_30001,P. Def./M. Def.,,91,0,,0
21,7,3,Ryukaon,2,2,8,0,69,30,Icon_Skill_Unique_30001,P. Def./M. Def.,,104,0,,0
21,8,3,Ryukaon,3,3,9,0,69,60,Icon_Skill_Unique_30001,P. Def./M. Def.,,117,0,,0
21,9,3,Ryukaon,3,3,10,0,69,60,Icon_Skill_Unique_30001,P. Def./M. Def.,,130,0,,0
22,0,3,Arachne,1,1,1,1,69,5,Icon_Skill_Passive_23211,Max HP,,20,0,,0
22,1,3,Arachne,1,1,2,1,69,5,Icon_Skill_Passive_23211,Max HP,,40,0,,0
22,2,3,Arachne,1,1,3,1,69,8,Icon_Skill_Passive_23211,Max HP,,60,0,,0
22,3,3,Arachne,1,1,4,1,69,8,Icon_Skill_Passive_23211,Max HP,,80,0,,0
22,4,3,Arachne,1,1,5,1,69,15,Icon_Skill_Passive_23211,Max HP,,100,0,,0
22,5,3,Arachne,2,2,6,0,69,15,Icon_Skill_Passive_23211,Max HP,,120,0,,0
22,6,3,Arachne,2,2,7,0,69,30,Icon_Skill_Passive_23211,Max HP,,140,0,,0
22,7,3,Arachne,2,2,8,0,69,30,Icon_Skill_Passive_23211,Max HP,,160,0,,0
22,8,3,Arachne,3,3,9,0,69,60,Icon_Skill_Passive_23211,Max HP,,180,0,,0
22,9,3,Arachne,3,3,10,0,69,60,Icon_Skill_Passive_23211,Max HP,,200,0,,0
30,0,4,Maniskull,1,1,1,1,69,8,Icon_Skill_Passive_23251,Max MP,,20,0,,0
30,1,4,Maniskull,1,1,2,1,69,8,Icon_Skill_Passive_23251,Max MP,,40,0,,0
30,2,4,Maniskull,1,1,3,1,69,15,Icon_Skill_Passive_23251,Max MP,,60,0,,0
30,3,4,Maniskull,1,1,4,1,69,15,Icon_Skill_Passive_23251,Max MP,,80,0,,0
30,4,4,Maniskull,1,1,5,1,69,30,Icon_Skill_Passive_23251,Max MP,,100,0,,0
30,5,4,Maniskull,2,2,6,0,69,30,Icon_Skill_Passive_23251,Max MP,,120,0,,0
30,6,4,Maniskull,2,2,7,0,69,50,Icon_Skill_Passive_23251,Max MP,,140,0,,0
30,7,4,Maniskull,2,2,8,0,69,50,Icon_Skill_Passive_23251,Max MP,,160,0,,0
30,8,4,Maniskull,3,3,9,0,69,100,Icon_Skill_Passive_23251,Max MP,,180,0,,0
30,9,4,Maniskull,3,3,10,0,69,100,Icon_Skill_Passive_23251,Max MP,,200,0,,0
31,0,4,Felix,1,1,1,1,69,8,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,11,0,,0
31,1,4,Felix,1,1,2,1,69,8,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,22,0,,0
31,2,4,Felix,1,1,3,1,69,15,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,33,0,,0
31,3,4,Felix,1,1,4,1,69,15,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,44,0,,0
31,4,4,Felix,1,1,5,1,69,30,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,55,0,,0
31,5,4,Felix,2,2,6,0,69,30,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,66,0,,0
31,6,4,Felix,2,2,7,0,69,50,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,77,0,,0
31,7,4,Felix,2,2,8,0,69,50,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,88,0,,0
31,8,4,Felix,3,3,9,0,69,100,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,99,0,,0
31,9,4,Felix,3,3,10,0,69,100,Icon_Skill_Passive_20232,Abnormal Status Resist Rate,,110,0,,0
32,0,4,Death Gazer,1,1,1,1,69,8,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,13,0,,0
32,1,4,Death Gazer,1,1,2,1,69,8,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,26,0,,0
32,2,4,Death Gazer,1,1,3,1,69,15,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,39,0,,0
32,3,4,Death Gazer,1,1,4,1,69,15,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,52,0,,0
32,4,4,Death Gazer,1,1,5,1,69,30,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,65,0,,0
32,5,4,Death Gazer,2,2,6,0,69,30,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,78,0,,0
32,6,4,Death Gazer,2,2,7,0,69,50,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,91,0,,0
32,7,4,Death Gazer,2,2,8,0,69,50,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,104,0,,0
32,8,4,Death Gazer,3,3,9,0,69,100,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,117,0,,0
32,9,4,Death Gazer,3,3,10,0,69,100,Icon_Skill_Passive_20233,Abnormal Status Resist Rate,,130,0,,0
33,0,4,Necross,1,1,1,1,69,8,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,13,0,,0
33,1,4,Necross,1,1,2,1,69,8,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,26,0,,0
33,2,4,Necross,1,1,3,1,69,15,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,39,0,,0
33,3,4,Necross,1,1,4,1,69,15,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,52,0,,0
33,4,4,Necross,1,1,5,1,69,30,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,65,0,,0
33,5,4,Necross,2,2,6,0,69,30,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,78,0,,0
33,6,4,Necross,2,2,7,0,69,50,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,91,0,,0
33,7,4,Necross,2,2,8,0,69,50,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,104,0,,0
33,8,4,Necross,3,3,9,0,69,100,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,117,0,,0
33,9,4,Necross,3,3,10,0,69,100,Icon_Skill_Passive_20234,Critical Damage Increase Rate,,130,0,,0
34,0,4,Varkaron,1,1,1,1,71,1,Icon_Skill_Active_10112,P. Atk./M. Atk.,,128,1,,0
34,1,4,Varkaron,1,1,2,1,71,1,Icon_Skill_Active_10112,P. Atk./M. Atk.,,256,1,,0
34,2,4,Varkaron,1,1,3,1,71,1,Icon_Skill_Active_10112,P. Atk./M. Atk.,,384,1,,0
34,3,4,Varkaron,1,1,4,1,71,1,Icon_Skill_Active_10112,P. Atk./M. Atk.,,512,1,,0
34,4,4,Varkaron,1,1,5,1,71,3,Icon_Skill_Active_10112,P. Atk./M. Atk.,,640,1,,0
34,5,4,Varkaron,2,2,6,0,71,3,Icon_Skill_Active_10112,P. Atk./M. Atk.,,768,1,,0
34,6,4,Varkaron,2,2,7,0,71,4,Icon_Skill_Active_10112,P. Atk./M. Atk.,,896,1,,0
34,7,4,Varkaron,2,2,8,0,71,4,Icon_Skill_Active_10112,P. Atk./M. Atk.,,1024,1,,0
34,8,4,Varkaron,3,3,9,0,71,6,Icon_Skill_Active_10112,P. Atk./M. Atk.,,1152,1,,0
34,9,4,Varkaron,3,3,10,0,71,6,Icon_Skill_Active_10112,P. Atk./M. Atk.,,1280,1,,0
40,0,5,Canine,1,1,1,1,67,5,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,12,0,,0
40,1,5,Canine,1,1,2,1,67,5,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,24,0,,0
40,2,5,Canine,1,1,3,1,67,8,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,36,0,,0
40,3,5,Canine,1,1,4,1,67,8,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,48,0,,0
40,4,5,Canine,1,1,5,1,67,15,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,60,0,,0
40,5,5,Canine,2,2,6,0,67,15,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,72,0,,0
40,6,5,Canine,2,2,7,0,67,25,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,84,0,,0
40,7,5,Canine,2,2,8,0,67,25,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,96,0,,0
40,8,5,Canine,3,3,9,0,67,50,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,108,0,,0
40,9,5,Canine,3,3,10,0,67,50,Icon_Skill_Passive_20235,Critical Damage Increase Rate,,120,0,,0
41,0,5,Freki,1,1,1,1,67,5,Icon_Skill_Passive_21251,Accuracy,,7,0,,0
41,1,5,Freki,1,1,2,1,67,5,Icon_Skill_Passive_21251,Accuracy,,14,0,,0
41,2,5,Freki,1,1,3,1,67,8,Icon_Skill_Passive_21251,Accuracy,,21,0,,0
41,3,5,Freki,1,1,4,1,67,8,Icon_Skill_Passive_21251,Accuracy,,28,0,,0
41,4,5,Freki,1,1,5,1,67,15,Icon_Skill_Passive_21251,Accuracy,,35,0,,0
41,5,5,Freki,2,2,6,0,67,15,Icon_Skill_Passive_21251,Accuracy,,42,0,,0
41,6,5,Freki,2,2,7,0,67,25,Icon_Skill_Passive_21251,Accuracy,,49,0,,0
41,7,5,Freki,2,2,8,0,67,25,Icon_Skill_Passive_21251,Accuracy,,56,0,,0
41,8,5,Freki,3,3,9,0,67,50,Icon_Skill_Passive_21251,Accuracy,,63,0,,0
41,9,5,Freki,3,3,10,0,67,50,Icon_Skill_Passive_21251,Accuracy,,70,0,,0
42,0,5,Melville,1,1,1,1,67,5,Icon_Skill_Passive_20231,Evasion,,8,0,,0
42,1,5,Melville,1,1,2,1,67,5,Icon_Skill_Passive_20231,Evasion,,16,0,,0
42,2,5,Melville,1,1,3,1,67,8,Icon_Skill_Passive_20231,Evasion,,24,0,,0
42,3,5,Melville,1,1,4,1,67,8,Icon_Skill_Passive_20231,Evasion,,32,0,,0
42,4,5,Melville,1,1,5,1,67,15,Icon_Skill_Passive_20231,Evasion,,40,0,,0
42,5,5,Melville,2,2,6,0,67,15,Icon_Skill_Passive_20231,Evasion,,48,0,,0
42,6,5,Melville,2,2,7,0,67,25,Icon_Skill_Passive_20231,Evasion,,56,0,,0
42,7,5,Melville,2,2,8,0,67,25,Icon_Skill_Passive_20231,Evasion,,64,0,,0
42,8,5,Melville,3,3,9,0,67,50,Icon_Skill_Passive_20231,Evasion,,72,0,,0
42,9,5,Melville,3,3,10,0,67,50,Icon_Skill_Passive_20231,Evasion,,80,0,,0
43,0,5,Moretti,1,1,1,1,67,5,Icon_Skill_Active_10112,P. Atk./M. Atk.,,11,0,,0
43,1,5,Moretti,1,1,2,1,67,5,Icon_Skill_Active_10112,P. Atk./M. Atk.,,22,0,,0
43,2,5,Moretti,1,1,3,1,67,8,Icon_Skill_Active_10112,P. Atk./M. Atk.,,33,0,,0
43,3,5,Moretti,1,1,4,1,67,8,Icon_Skill_Active_10112,P. Atk./M. Atk.,,44,0,,0
43,4,5,Moretti,1,1,5,1,67,15,Icon_Skill_Active_10112,P. Atk./M. Atk.,,55,0,,0
43,5,5,Moretti,2,2,6,0,67,15,Icon_Skill_Active_10112,P. Atk./M. Atk.,,66,0,,0
43,6,5,Moretti,2,2,7,0,67,25,Icon_Skill_Active_10112,P. Atk./M. Atk.,,77,0,,0
43,7,5,Moretti,2,2,8,0,67,25,Icon_Skill_Active_10112,P. Atk./M. Atk.,,88,0,,0
43,8,5,Moretti,3,3,9,0,67,50,Icon_Skill_Active_10112,P. Atk./M. Atk.,,99,0,,0
43,9,5,Moretti,3,3,10,0,67,50,Icon_Skill_Active_10112,P. Atk./M. Atk.,,110,0,,0
44,0,5,Olvar,1,1,1,1,67,5,Icon_Skill_Unique_30001,P. Def./M. Def.,,11,0,,0
44,1,5,Olvar,1,1,2,1,67,5,Icon_Skill_Unique_30001,P. Def./M. Def.,,22,0,,0
44,2,5,Olvar,1,1,3,1,67,8,Icon_Skill_Unique_30001,P. Def./M. Def.,,33,0,,0
44,3,5,Olvar,1,1,4,1,67,8,Icon_Skill_Unique_30001,P. Def./M. Def.,,44,0,,0
44,4,5,Olvar,1,1,5,1,67,15,Icon_Skill_Unique_30001,P. Def./M. Def.,,55,0,,0
44,5,5,Olvar,2,2,6,0,67,15,Icon_Skill_Unique_30001,P. Def./M. Def.,,66,0,,0
44,6,5,Olvar,2,2,7,0,67,25,Icon_Skill_Unique_30001,P. Def./M. Def.,,77,0,,0
44,7,5,Olvar,2,2,8,0,67,25,Icon_Skill_Unique_30001,P. Def./M. Def.,,88,0,,0
44,8,5,Olvar,3,3,9,0,67,50,Icon_Skill_Unique_30001,P. Def./M. Def.,,99,0,,0
44,9,5,Olvar,3,3,10,0,67,50,Icon_Skill_Unique_30001,P. Def./M. Def.,,110,0,,0
45,0,5,Alle,1,1,1,1,67,5,Icon_Skill_Passive_23211,Max HP,,16,0,,0
45,1,5,Alle,1,1,2,1,67,5,Icon_Skill_Passive_23211,Max HP,,32,0,,0
45,2,5,Alle,1,1,3,1,67,8,Icon_Skill_Passive_23211,Max HP,,48,0,,0
45,3,5,Alle,1,1,4,1,67,8,Icon_Skill_Passive_23211,Max HP,,64,0,,0
45,4,5,Alle,1,1,5,1,67,15,Icon_Skill_Passive_23211,Max HP,,80,0,,0
45,5,5,Alle,2,2,6,0,67,15,Icon_Skill_Passive_23211,Max HP,,96,0,,0
45,6,5,Alle,2,2,7,0,67,25,Icon_Skill_Passive_23211,Max HP,,112,0,,0
45,7,5,Alle,2,2,8,0,67,25,Icon_Skill_Passive_23211,Max HP,,128,0,,0
45,8,5,Alle,3,3,9,0,67,50,Icon_Skill_Passive_23211,Max HP,,144,0,,0
45,9,5,Alle,3,3,10,0,67,50,Icon_Skill_Passive_23211,Max HP,,160,0,,0
46,0,5,Zodiac,1,1,1,1,70,1,Icon_Skill_Passive_23251,Max MP,,31,0,,0
46,1,5,Zodiac,1,1,2,1,70,1,Icon_Skill_Passive_23251,Max MP,,62,0,,0
46,2,5,Zodiac,1,1,3,1,70,1,Icon_Skill_Passive_23251,Max MP,,93,0,,0
46,3,5,Zodiac,1,1,4,1,70,1,Icon_Skill_Passive_23251,Max MP,,124,0,,0
