Name,TaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
Ork Pususu,Savaşçı Orkları Yen,Muhafız Yüzbaşı Harold,"Orklar geminin yanında toplanıyor. Birdenbire ortaya çıktılar. Geldiklerini nasıl fark edemedik?
<p>Ne pahasına olursa olsun gemiyi korumalıyız! Bizimle savaş!",,
Ork Pususu,Refakatçi Orkları Yen,,,,
Ork Pususu,Ork Birliği Yüzbaşısı'nı Bul,,,,
Ork Pususu,Ork Birliği Yüzbaşısı'nı Bul,Muhafız Yüzbaşı Harold,"Kahretsin! Birlik Yüzbaşısı gitti!
<P>Liman kapısına gitmiş olmalı. Acele edelim!",,
Ork Pususu,Liman kapısına git,,,,
Ork Pususu,Limandan kaçan orkları yen,,,,
Ork Pususu,Birlik Yüzbaşısı ve refakatçilerini durdur,,,,
Savaşa Hazırlan,Oto Kullan'ı Öğren,Muhafız Yüzbaşı Harold,"Teşekkürler! Sana borçlandık. Bu kadar eski bir zırh giyen birinin böyle kahramanca savaşabileceğini düşünemezdim.
<P>Sana yardım edeceğim. Ekipmanlarını daha kolay giymeni sağlayan <YellowBold>Oto Kullan</> özelliğini öğreteyim.",,
Kayıp Arkeologlar,Codellia ile Konuş,Muhafız Yüzbaşı Harold,"Senden sürekli bir şeyler istediğimin farkındayım ama ufak bir işte yardımına ihtiyacım var.
<p>Bu civardaki birkaç arkeolog kaybolmuş.
Gidip kendim bakardım ama Ork tehlikesine karşı limanda kalmam gerekiyor.
<p>Benim için bu iş ile ilgilenebilir misin?",Codellia,"Kim? Hah, muhafız yüzbaşının gönderdiği sen olmalısın.
<p>Geldiğin için teşekkürler."
İpuçlarını Ara,Kazı Ekipmanı Arayışı,Codellia,"Sanırım sana durumu özetlediler ama ben yine de söyleyeyim. Son zamanlarda iş arkadaşlarım kayboluyor.
<p>Her yeri aradım ama hiçbirinin Dolmen bölgesinden ayrıldığını gösteren bir ize rastlamadım. Yakınlarda bir yerlerde olmalılar...
<p>Bu olayda civardaki canavarların parmağı olabilir. 
<p>Canavarlardan bazılarını yok edersen belki bir ipucu bulabilirsin.",Codellia,"Bu ekipmanı yarasalardan mı buldum dedin? Burada yarasa olmaz ki!
<p>Acaba yarasaları doğal yaşam ortamlarının dışına iten ne?"
Gizemli Hırsızlar,Kaçakcı Ork Anahtarı Bul,Codellia,"Yerleşen Orklara güvenmiyorum. Sanırım bir şeylerin peşindeler.
<p>Gidip kamplarını bul. Belki bir iki tanesini pataklarsan bir şeyler öğrenebilirsin.",Codellia,Orklarmış demek! Bir de arkadaşlarımı hapsetmişler?! Anahtarı bulmuşsun!
Arkeologları Kurtar,1. Tutsak Arkeologu Özgür Bırak,Codellia,"Harika, anahtarı bulduğuna göre iş arkadaşlarımı kurtarabiliriz!
<p>Geç olmadan harekete geç!",Demirci Ferron,Beni kurtardığın için teşekkürler! İşim yüzünden buraya gelmiştim o pis orkların beni öldürmeye kalkacağı aklıma bile gelmezdi!
Arkeologları Kurtar,2. Tutsak Arkeologu Özgür Bırak,,,,
Arkeologları Kurtar,3. Tutsak Arkeologu Özgür Bırak,,,,
Arkeologları Kurtar,Demirci Ferron'u Takip Et,,,,
Arkeologları Kurtar,Demirci Ferron ile Konuş,,,,
Demircinin Teşekkürü,Ekipman Seviyesi Yükseltmeyi Öğren,Demirci Ferron,"Bu sefer işimin gerçekten bittiğini sandım! Hahaha!
<P>Sana borcumu ödemenin bir yolu olmalı...
<P>Buldum! Sana ekipman yükseltmeyi öğretebilirim.",,
Demircinin Teşekkürü,Ekipman Seviyesi Yükseltmeyi Öğren,,,,
Codellia'nın Çağrısı,Codellia ile Konuş,Demirci Ferron,Sanırım evime geri döneceğim. Seni de davet etmek isterdim ama şuradaki kadın seninle konuşmak istiyor.,,
Perde Aralandı,Sinsi Büyücü'ye Yaklaş,Codellia,"Teşekkürler! İş arkadaşlarımın çoğu sağ salim döndü.
<p>Sen onları kurtarırken, bir sürü Ork gördüm.
<p>Sanırım daha fazla insan kaçırmayı planlıyorlar.
<p>Gidip birkaç muhafız bulacağım ama o zamana kadar bana yardım etmelisin!",,
Perde Aralandı,Sinsi Büyücü Gelir,,,,
Perde Aralandı,Sinsi Büyücü'ye Yaklaş,,,,
Perde Aralandı,Çağrılmış canavarları yen,Sinsi Büyücü,"Off, bir maydonoz daha! Vaktimi senin değersiz hayatın ile harcayamam!
<p>Yolumdan çekilmezsen acı içinde öleceksin!",,
Perde Aralandı,Çağrılmış canavarları yen,,,,
Perde Aralandı,Çağrılmış canavarları yen,,,,
Perde Aralandı,Sinsi Büyücü ile Karşılaş,,,,
Sinsi Geri Çekilme,Codellia'yı Bilgilendir,Sinsi Büyücü,"Anlaşılan seni hafife almışım. Daha önce hiç tanışmadığımız halde neden işimize burnunu sokuyorsun?
<p>Şimdilik geri çekiliyorum ama dikkatli ol. Anlamsız kahramanlığın bir gün sonunu getirecek.",Codellia,"Muhafızlar temizliği bitirmek üzere.
<p>Arkadaşlarımı ve bu kazıyı kurtardın, teşekkürler!"
Feldheim'a Git,Baş Arkeolog Feldheim ile Tanış,Codellia,Neredeyse unutuyordum. Kurtardığın Baş Arkeolog sana teşekkür etmek istiyor. Neden gidip onunla tanışmıyorsun?,,
Engel,Kurtadamları Hakla,Feldheim,"Arkeologlarımı sen mi kurtardın? Teşekkürler. Elf Kalıntıları'ndaki kazımızı duymuşsundur.
<p>Çok üzgünüm ama bana bir kez daha yardım edebilir misin? Harcadığın zamanı fazlasıyla telafi edeceğim.
<p>Kazıda bize çok faydalı olacağından emin olabilirsin. 
<p>Endişelenme, senin gibi biri için oldukça kolay bir görev olacak. Sadece bölgenin etrafındaki Kurtadam sürüsünden kurtulman gerek.",,
Güç Şerbetinin Gücü,Güç Şerbeti Kullanmayı Öğren,Feldheim,"Teşekkürler! Sayende arkeologlar güven içinde çalışabilirler. Sana ne ödül versem acaba?
<p>Buldum! <YellowBold>Güç Şerbeti</>'ni daha önce duydun mu? Elementlerin güçlerini kullanmanı sağlayan bir eşyadan bahsediyorum.",,
Güç Şerbetinin Gücü,Güç Şerbeti Kullanmayı Öğren,,,,
Güç Şerbetinin Gücü,Güç Şerbeti Kullanmayı Öğren,Feldheim,"Ne düşünüyorsun? Haydi hemen dene?
<p>Et fıçısını aç. Kurtadamlar kokuya gelecektir ve sen de  <YellowBold>Güç Şerbetini</> deneyebilirsin!",,
Güç Şerbetinin Gücü,Et Fıçısını Aç,,,,
Güç Şerbetinin Gücü,Güç Şerbeti Dene,,,,
Engel II,Vampir Yarasaları Yen,Feldheim,"Hazır Güç Şerbetini almışken bana bir iyilik yapar mısın?
<p>Asistanım Niah buranın biraz kuzeyinde kazı yapıyor. Ancak Vampir Yarasalar işine engel oluyor.
<p>Bana bir iyilik yapıp, Niah fark etmeden o yaratıklardan kurtulabilir misin?",Niah,"O vampir yarasalara ne yapıyorsun sen?
<p>Ne? Feldheim öldürmeni mi istedi? O salak yarasaları öldürteceğine iş yükünü azaltmalı!
<p>Aa, haberin yok... Feldheim benim babam. Evladından çok kazısının derdine düşen biri yani."
Dolmen Parçaları,Dolmen Parçaları Topla,Niah,"Sanırım, yarasalar olmadan çalışmak daha güzel. Tabii ki bu daha çok iş anlamına geliyor. Babamın amacı da buydu.
<p>O zaman bu civardaki Dolmen Parçaları'nı topla lütfen. Dolmen Parçaları'nı bulmak için bu Elf Yüzüğü'nü kullanabilirsin.
<p>Teşekkürler! İşin bitince bana haber verirsin.",Arındırıcı Peri,"Hoş geldin, güvenilir kişi. Seni bekliyordum. Ben Arındırıcı Peri, bariyeri koruyorum."
Dolmen Parçaları,Dolmen Işığında Hareket Et,Niah,Çok ilginç! Dolmen Parçaları'nı birleştirince harabenin merkezi ışık saçmaya başladı. Bu ne olabilir ki?,,
Dolmen Parçaları,Bariyeri bırak,,,,
Dolmen Parçaları,Dolmen Işığında Hareket Et,,,,
Dolmen Parçaları,Dolmen Işığında Hareket Et,,,,
Bariyer İçindeki Canavarlar,Gorsaur'un Asil Muhafızlarını Yen,Arındırıcı Peri,"Bir zamanlar burada yaşayan Elfler, Yaşam Ağacı'ndan dört dal ile bu adaya bir bariyer kurdu.
<p>""Maceracı Adası"" ve ""Başlangıç Adası"" isimleri buradan geliyor. Burası her zaman tehlikeli canavarlardan korunmuştur.
<p>Son zamanlarda bariyer karanlığın etkisi altına girmeye başladı. Bariyer yok olursa, Konuşkan Ada'da canavarlar cirit atacak.
<p>Neyse ki arındırma sunaklarını kullanarak karanlığı uzaklaştırabiliriz. Ancak sunakları kullanırken yardımına ihtiyacım olacak.",,
Bariyer İçindeki Canavarlar,Arındırıcı Peri ile konuş,,,,
Arındırma Başlangıcı,Arındırıcı Peri'yi Koru,Arındırıcı Peri,Bir sorunumuz var. Sanırım canavarlar bariyerdeki çatlaklardan içeri girmiş.<p>Acele etmeliyiz. Bariyeri arındırmak için merkeze gitmeliyiz. Haydi!,,
Arındırma Başlangıcı,Arındırıcı Peri ile konuş,,,,
Arındırma Ara Noktasına Giden Yol,Gorsaur'un Yardakçılarını öldür,Arındırıcı Peri,Merkeze yaklaştıkça canavarlar güçleniyor. Ah! Oldukça güçlü bir canavar hissediyorum.<p>Bu canavar gelmeden diğerlerinin icabına bakmalıyız. Lütfen yardım et.,,
Arındırma Ara Noktasına Giden Yol,Arındırıcı Peri ile konuş,,,,
Bariyerdeki Davetsiz Misafir,Gorsaur'u Yen,Arındırıcı Peri,Ah! Bu nasıl olabilir? Gorsaur! Gorsaur burada!<p>Gorsaur'u yok etmeliyiz!,Arındırıcı Peri,"Bariyerin içinde Gorsaur gibi bir canavar olmamalıydı!<p>Ciddi bir sorun var, arındırma sunağını bir an önce aktif etmeliyiz."
Bariyerdeki Davetsiz Misafir,Arındırıcı Peri ile konuş,,,,
Bariyerdeki Davetsiz Misafir,Arındırıcı Peri ile konuş,,,,
İlk Arındırma,Işınlanma Taşı'nı Etkinleştir,Arındırıcı Peri,Bitti ama dinlenecek zaman yok. Diğer üç bariyer de tehlike altında olmalı.<p>Diğer arındırma sunaklarını da aktif hale getirmemiz gerekir. Lütfen bana yardımcı ol!<p>İşte burada! Ayrılırken bu ışınlanma taşını kullan. Hazır olduğunda seni bulacağım.,,
İlk Arındırma,Işınlanma Taşı'nı Etkinleştir,,,,
Mühürlü Anılar Tapınağı,Günlük Zindana Girmeyi Öğren,Niah,"Burada ne oldu? Sen de mi bilmiyorsun?<p>Bir dakika, sen burada değilken bir şey buldum. Bariyeri nasıl aşacağımızı biliyorum.<p>Görünüşe göre basit bir girişten çok daha fazlası var. Ne diyorsun, göz atalım mı?<p>Bu arada niyetim aslında seni kurtarmak değildi, yanlış bir şey düşünmeni istemem.",,
Mühürlü Anılar Tapınağı,Günlük Zindana Girmeyi Öğren,,,,
İçten İçe Tatlı,Balıkçı Aman ile konuş,Niah,"Vay be, bugün çok hareketliydi! Şehre dönmem gerekiyor.<p>Ama önce senden küçük bir iyilik isteyebilir miyim? İlerideki balık avlama alanında benim için birkaç balık tutar mısın?
<p>Sanırım babam için biraz balık pişirsem iyi olacak. Bana tonlarca iş yüklese de aslında çok iyi yürekli biridir.
<p>Bu arada yılın istediğin zamanı şuradaki balıkçıdan balık alabilirsin.",Balıkçı Aman,"Balık avlamayı sever misin? Ne? Niah için bir iyilik mi? Anlaşılan Niah yine birini ağına düşürmüş. Kendini kötü hissetme, Niah bunu hep yapar."
Kusursuz Yem,Vampir Yarasa Eti Bul,Balıkçı Aman,"Üzgünüm, şu anda balık yok. Hepsini sattım.
<p>Balık tutmak için yem lazım. Yemim bitti.
<p>Bana biraz Vampir Yarasa eti getirebilir misin? Bana bu iyiliği yaparsan, sana biraz balık tutabilirim.",Balıkçı Aman,"Çokmuş. Hadi başlayalım!
<p>Kendin balık avlamayı denemez miydin? Buralarda bir balık avlama yarışması olabilir, etrafa bakınsana."
Balıkçılık Sahası,Pişmiş Yarasa Etini Pesca'ya Götür,Balıkçı Aman,"Kendin tutmayacak mısın? O zaman gidip diğer balıkçılara sorabilirsin.
<p>Şurada Pesca adında bir balıkçı var. Adı kötü olsa da balık tutmada çok iyidir. Gidip onunla konuş.
<p>Ah! Yarasa etini pişirmen işe yarayabilir.
<p>Evet, yarasa eti. Pasca'nın damak tadı çok gariptir.",,
Tüccar Pan ile buluş,Tüm balığı kim aldı?,Balıkçı Pesca,"Balık mı? Hepsini kedi satın aldı.  Ondan daha fazla para istemeliydim!
<p>Her neyse, kedi şu tarafa gitti. Kimseye söyleme ama bence kedi bulabildiği tüm balıkları satın alacak.
<p>Balık pazarı kurulduğunda onun düzenli müşterilerden biri olacağına eminim.",,
Tüccar Pan ile buluş,Kedinanesi Topla,Tüccar Pan,"Şüpheli birine benziyorsun. Böyle bir bölgede silahlarla gezmek yorucu olmalı. Ne istiyorsun?<p>Balık mı? Satın almak mı istiyorsun? Ama bana da balık lazım. Burada hayatımdaki en lezzetli balıkları yedim.<p>Bak ne diyeceğim, gerçekten istiyorsan, benim için biraz kedinanesi topla.<p>Kedinanesi getirirsen bir şeyler ayarlarım.",,
Tüccar Pan ile buluş,Kedinanesi Topla,,,,
Aceleci Niah,Niah'yı Bul,Tüccar Pan,"Kedinanesi severim ancak köklerinin kokusuna dayanamıyorum. Al, bu balıklar senin. Kedi Tüccarlar sözlerinin eridir!",Tedarikçi Terre,"Ben Terre, Niah şu tarafa gitti. Acil bir işi varmış.<p>Acele edersen yetişirsin."
Aceleci Niah,Feldheim'ın Sandığını Bul,Niah,"Bir sorunumuz var. Çığlıklar duydum ve koşarak geldim. Babam dahil kimseyi bulamadım.
<p>Kaçırılıp kaçırılmadıklarını anlamam için ipuçlarına ihtiyacım var. Bana yardım et!",,
Aceleci Niah,Feldheim'ın Sandığını Bul,,,,
Aceleci Niah,Feldheim'ın Pelerinini Bul,,,,
Aceleci Niah,Feldheim'ın Sırtçantasını Bul,,,,
Aceleci Niah,Şahit Bul,Niah,"Babamın çantası. Bunu asla bırakmazdı. Yadigar da gitmiş...
<p>Ne? Sakinleşeyim mi? Haklısın. Buradan çıkmak için tek bir yol var. Belki bir şahit  bulabiliriz!",,
Aceleci Niah,Şahit Bul,,,,
Çalıntı Vagon,Vagonu araştır,Helia,"Yardım edin! Haydutlar beni tuzağa düşürdü ve vagonumu aldı.
<p>Şuraya bak! Vagonumun etrafındalar!",Helia,Teşekkürler!
Çalıntı Vagon,Sinsi Büyücü ile ilgilen,Sinsi Büyücü,Seni uyarmıştım ama jetonun köşeli sanırım. Bu sondu!,,
Çalıntı Vagon,Sinsi Büyücü ile ilgilen,,,,
Feldheim Firarda,Feldheim'ı Bul,Helia,Şüpheli kişiler mi? Şimdi düşündüm de benim vagonumun yanında başka bir vagon daha vardı. Neden bilmiyorum ama benim vagonuma olan saldırı ile...<p>Bak! Orada biri var! Acele edelim!,,
Dengeleyici,Bozkır Antilopu Boynuzu Topla,Feldheim,Herkesi götürdüler. Direnmeye çalıştım ama dövüşürken bayılmışım. Ah...Sakinleşmem lazım.<p>Bu civarda Antilop avlayıp boynuzlarındaki tozdan getirebilir misiniz? Tozun sakinleştirici bir etkisi var.,Feldheim,"Tamamdır. Nerede kalmıştım? Hah, kendime geldiğimde vagondaydım ve bir yerlere gidiyordum.<p>Vagondan aşağı yuvarlanarak kaçtım. Şişman olmak bazen işe yarıyor..."
Hırsızın Yerini Bul,Feldheim'ı Takip Et,Feldheim,"Pekala, zamanımız yok. Diğerlerini bulmama yardım et lütfen. Onları ölüme terk edemem.<p>Ne tarafa gittiklerini biliyorum. Beni izle.",Kasaba Muhafızı,"Şüphe uyandıran mı? Buradan o kadar çok kişi geçiyor ki ""şüphe uyandıranları"" fark etmek zor olur. Sadece arananlara dikkat ediyoruz."
Bilgi Deposu,Hükümdarı Bul,Kasaba Muhafızı,Git ve yardım için kasabanın hükümdarını bul. Bu bölgede onun bilmediği hiçbir şey olmaz.,Hükümdar Daniel,"Kaçırılma mı? Hımm, birkaç maceracı da kaybolmuştu, belki bir ilgisi vardır. Bir araştırma başlatayım."
Başarımları Aç,Başarımları Öğren,Hükümdar Daniel,"Bekle...Senin hakkında çok şey duydum. Muhafızların dediğine göre Konuşkan Ada'ya ayak bastığından beri herkese yardımcı oluyormuşsun.
<p>Liman Sorumlusu da bana senden bahsetti. Diğer maceracılardan farklı olduğunu görebiliyorum. Büyük şeyler başaracağını hissediyorum.
<p>Biraz bekle... Sana <YellowBold>Başarımlara</> nasıl bakacağını göstereyim.",,
Başarımları Aç,Başarımları Öğren,,,,
Kızıl Kolcu Birliği Başvurusu,Başvuru Gönder,Hükümdar Daniel,Öğrendiğime göre şüpheli bir grup kuzeye hareket ediyor. Senin bahsettiğin kişiler olabilirler. Belki kontrol etmek istersin.<p>Kuzey bölgesi Orklar ile çatışma halinde. Dikkatli olmalısın. Kızıl Kolcu yüzbaşısını senin için bilgilendireceğim.,Kızıl Kolcu Yzb Austin,İnanılmazdın! Sana Konuşkan Ada Limanı Kahramanı demelerine şaşmamak gerek.
Kızıl Kolcu Birliği Başvurusu,Başvuru Gönder,Kızıl Kolcu Yzb Austin,"Hükümdarın habercisinin getirdiği havadisleri duydum. Demek meşhur kahraman sensin.
<p>Hem limanda hem de harabelerde yaptıklarından bahsediyorlar ama ben sadece gördüklerime inanırım. Becerilerini adamlarıma karşı neden göstermiyorsun?",,
Kızıl Kolcu Birliği Başvurusu,Yolun Ortasına Git,,,,
Kızıl Kolcu Birliği Başvurusu,Hünerlerini Göster,,,,
Kızıl Kolcu Birliği Başvurusu,Daha Fazlasını Göster,,,,
Kızıl Kolcu Birliği Başvurusu,Talim Ustası'nı Yen,,,,
Kızıl Kolcu Birliği Başvurusu,Talim Ustası'nı Yen,,,,
Kızıl Kolcu Birliği Başvurusu,Austin ile Konuş,,,,
Öteki Lejyoner,Russel'e git,Kızıl Kolcu Yzb Austin,"Diğer birkaç lejyoner göreve başladı, onlara katılabilirsin.
<p>Üzgünüm ama seninle gelemem. Son Ork saldırıları yüzünden nöbet yerimden ayrılamıyorum.",Russel,Sen mi geldin? Hoş geldin! Limanda yaptıklarını gördüm.
Feldheim'in Emanet Eşyası,Tüccara git,Russel,"Feldheim'dan gelen bir mesaj vardı. Kaçırılma olayını çözmene yardımcı olacak bir şeyi tüccarlardan birine verdi.
<p>İddiaya varım onu bulmana yardımcı olacak bir şeydir.
<p>Ha? Ben de bilmiyorum. Çok merak ediyorsan git tüccarı bul.",,
Yüksek Seviyeli Çağırma,Yüksek Seviyeli Çağırma'yı Öğren,Tüccar Anais,"Feldheim'ın bana verdiği sandık bu. <YellowBold>Yüksek Dereceli Ekipman Şans Sandığı</>. Şimdi, dikkatlice dinle.",Tüccar Anais,"Bu fırsat az bulunur, yani kaçırma.<p>Kötü ekipmanla lejyoner olunmaz."
Yüksek Seviyeli Çağırma,Yüksek Seviyeli Çağırma'yı Öğren,,,,
Russel'ın Mesajı,Hükümdarı Bul,Tüccar Anais,"Aa, senle konuşurken Russel bana bir mesaj göndermiş.
<p><GreenBold>“Hükümdara gittim. Seninle orada görüşürüz.”</>
<p>Artık gitmeliyim. Tabii başka bir şeye ihtiyacın yoksa?",,
Kuzey'i Destekle,Russel'e git,Hükümdar,Şehre girdiklerini düşündüğün Tüccarlar hakkında araştırma yaptım ve şehirdeki kayıp kişilerle ilgili olduklarını öğrendim.<p>Şimdilik sadece yakalanan arkeologların nereye götürüldüklerini araştırıyorum... Kuzey'deki karışıklık olanları fark etmemi engelledi. Bilgilendirmeseydin daha da fazla kurban verebilirdik.<p>Ben bu sorunla ilgilenirken sen şehrin kuzey bölgesine yardım eder misin?<p>Lejyoner Russel ile orada buluşursun.,,
Kuzey Köprüsü Savaşı,İzci Orkları Yen,Russel,Duyduğun gibi Orklar köprünün kuzeyinde karmaşaya neden oluyor.<p>Onları durdurmak için sezonluk lejyonerleri topluyoruz ancak Orklar gerçekten çok güçlü.<p>Oha! Orklar buraya kadar gelip ne yapıyorlar?! Onlarla ilgilenin de köprüyü geçelim!,,
Kuzey Köprüsü Savaşı,Asker Orkları Yen,,,,
Karşı Saldırı,Korunaklı Kamp'ı Ziyaret Et,Russel,"Böyle bir yere varamayız. Başka bir plana ihtiyacımız var.
<p>Pekala, şunu deneyelim. Üssü boş bırakıp Orkların saldırmasını bekleyelim. Sonra arkadan saldıralım.
<p>Şu saman beyinli Orklara strateji neymiş gösterelim.",Kızıl Kolcu Yzb Austin,"Karşılaştığımız şey gerçek bir canavarlıktı, sen olmasan çok daha fazla insan ölürdü.<p>Adamlarım minnettar."
Karşı Saldırı,Ani Saldırı,,,,
Karşı Saldırı,Köşeye Sıkışmış Orkları Yen,,,,
Karşı Saldırı,Carpheous Gelir,,,,
Karşı Saldırı,Carpheous'u Yen,,,,
Daha Güçlü Yetenekler!,Yetenek Yükseltmeyi Öğren,Kızıl Kolcu Yzb Austin,Sahip olduğun yeteneklerle orada hiç sorun yaşamayacaksındır ancak yine de geliştirmen gereken özelliklerin var.<p>Bu bilgiyi sadece ordu mensupları alabilir ama sen de almayı hak ettin.,,
Daha Güçlü Yetenekler!,Yetenek Yükseltmeyi Öğren,,,,
Üstünlük Savaşı,Koruyucu Orkları Yen,Kızıl Kolcu Yzb Austin,Yine geliyorlar. Zaman kazandığımızı sanmıştım. Acımasız barbar Orklar.<p>Ama onların da sayısı sınırlı. Bu saldırıyı püskürtürsen yavaşlarlar. Haydi üstünlüğü kazanmak için karşı saldırıya geçelim. Önce bu bölgeye bakan gözcüyü yok ederek başlayalım.,,
,Kızıl Kolcu Yüzbaşısı Austin ile Konuş,,,,
Bastır,Yağmacı Orkları Yen,Kızıl Kolcu Yzb Austin,Yağmacı Orklar! Onları alt edebilecek misin? Zaferimiz buna bağlı!,,
Kaçırılanı Bul,Russel ile konuş,Kızıl Kolcu Yzb Austin,Hükümdar bir mesaj gönderdi. Arkeologların ve kasaba halkının nerede olduğunu biliyor. Gidip Russel'ı bul. İyi şanslar!,,
Savaş Şefi ile Düello,Ork Savaş Şefi'ne Meydan Oku,Russel,"Arkeologların bıraktığı iz buradan devam ediyor.<p>Fakat geçeceğimiz yol Orklar tarafından kapatılmış durumda... Aralarında bir de Savaş Şefi var!<p>Nedense birimizle düello yapmak istiyor. Yolu temizlememiz gerekiyor, neden onunla dövüşmüyorsun?",Russel,"Harika, başarabileceğini biliyordum. Zamanın olduğunda <YellowBold>Arena</>'ya uğra, Aden'de ün kazanmak için en iyi yöntemlerden biridir."
Savaş Şefi ile Düello,Ork Savaş Şefi'ne Meydan Oku,,,,
Savaş Şefi ile Düello,Yaklaşan Orkları durdur,,,,
Savaş Şefi ile Düello,Russel'e geri dön,,,,
Düello Ustası,Arenada Meydan Oku,Russel,"Hazır lafı gelmişken, sana <YellowBold>Arena</>'ya nasıl katılacağını öğreteyim.",,
Düello Ustası,Arenada Meydan Oku,,,,
Birliğe Katıl,Kızıl Kolcu Birliği Teğmenini Bul,Russel,"Artık anlaştığımıza göre kayıp insanları bulalım.
<p>Konuşkan Ada'yı senden daha iyi biliyorum, o yüzden bırak da araştırmayı ben yapayım.
<p>Gidip kızıl kolculara katıl ve vereceğim yeni bilgileri bekle.",Kızıl Kolcu Birliği Tğm Arthur,"<YellowBold>[player]</> sen misin? Russel'dan bahsini duymuştum. Beklerken bana yardım edebilir misin?<p>Konuşkan Ada'da birkaç olay oldu, o yüzden biraz eleman eksiğimiz var."
Arcane Akademisi Kuşatma Altında,Arcane Akademisi Profesörü'nü Bul,Kızıl Kolcu Birliği Tğm Arthur,"Vay be, Orklar tüm adanın altını üstüne getiriyor. Yine de bir amaçları varmış gibi gözükmüyor. Neden böyle öfkeliler?<p>Einhovant Arcane Akademisi'ne gidebilir misin? Orada çok sayıda Ork toplanıyor.",,
Elf Tacı,Hazır Ol,Akademisyen Eugene,"<YellowBold>[player]</>, sen misin? Seni nasıl mı tanıdım? Sonra açıklarım, şimdi daha önemli bir sorunumuz var.
<p>Orklar birazdan buraya ulaşır, bu yüzden harekete geçmeliyiz.",Akademisyen Eugene,"Tamam, bu yeter.<p>Fildişi Kulesi'ni duydun mu? İnanmayacaksın ama tam onun altındayız.<p>Einhovant Arcane Akademisi, Fildişi Kulesi'nin bodrumuna bağlanıyor."
Elf Tacı,Yaklaşan Orkları yen,,,,
Elf Tacı,Işınlanma Taşı'nı Etkinleştir,,,,
Elf Tacı,Işınlanma Taşı'nı Etkinleştir,,,,
Gizli Mekan,Mantarları Yen,Akademisyen Eugene,"Burada bir sürü canavar olduğunu görebiliyorsun. Son zamanlarda ortaya çıktılar.
<p>Einhovant saldırısı ile bağlantılıymış gibi görünüyor.
<p>İçeride sakladığımız eşyalardan birini çıkarmamız gerekiyor. Lütfen canavarları halledip bölgeyi temizle.",,
Gizli Mekan,Güvenilmez Premoları Yen,,,,
Gizli Mekan,Arcane Akademisi Profesörü'ne Dön,,,,
Gizli Mekan,Arcane Akademisi Profesörü'ne Dön,Akademisyen Eugene,Artık güvenli olduğuna göre eşyayı bulacağım. Lütfen bir dakika bekle.,,
Gizli Mekan,Saptanıyor,,,,
