Id,EffectTypeName
132441,Kader Engeli: Yüksek Sldr. Artışı ve Kaçınma Düşürme
132511,Kara Nefes
132521,Bozulma
132522,@132521
132531,B. Sldr. Artışı: Yüksek B. Sldr. Artışı
132611,
132613,İyileştirme
132621,
132623,Kanlı Öfke: Yavaşlatma
132624,Kanlı Öfke: Zayıflatma Kaldırma
132631,Güçleniş: Grubun B. Sldr.'lerini fazla Artırır
132632,@112621
132641,@112621
142111,
142113,Aşırı Isınma: Svn. Düşürme
142121,
142122,Deprem: Yere Yıkma
142123,@142122
142211,Güçlü Eziş
142221,Zıplama Saldırısı: Yere Yıkma
142223,@142221
142231,"Kızgın Cüce: Sldr. Artışı, Svn. Düşürme"
142311,
142313,Kan Sıçraması: Kritik Direnci Azaltma
142321,
142322,Sonik Yıldız: İsabet Düşürme
142323,Sonik Yıldız: Sessizlik
142331,Adena Arayışı: Adena Kazanma Artışı
142411,Üçlü Atış
142412,Üçlü Atış: Yere Yıkma
142413,Üçlü Atış: Süreli Hasar
142421,Kaçınma Atışı
142422,Kaçınma Atışı: Yavaşlatma
142423,Kaçınma Atışı: Menzil Artışı
142511,
142513,@112323
142521,
142531,İçsel Dövüş: Grubun Normal Saldırılarını Güçlendirir
142611,@132613
142612,Ulvi Koruma: Svn. Artışı
142621,Zemin
142631,Büyük Zindelik: Grubun Maks Can'larını Artırır
210011,Sldr. Artışı
211111,@210011
211121,Hsr. Azaltma
211211,Silah Sldr. Artışı
211221,Kaçınma Oranı Artışı
211311,@210011
211321,Hsr. Artışı
220011,@210011
221111,@210011
221121,@211121
221211,@211211
221221,@211221
221311,@210011
221321,@211321
230011,@210011
231111,@210011
231121,@211121
231211,@211211
231221,@211221
231311,@210011
231321,@211321
240011,@210011
241111,@210011
241121,@211121
241211,@211211
241221,@211221
241311,@210011
241321,@211321
202111,Svn. Artışı
202121,Aggro Çekme Artışı
202122,Canavar Hsr. Artışı
202123,Canavar Hsr. Düşürme
202211,@210011
202311,Hız Artışı
202411,İsabet Artışı
202511,Krit. Hasar Artışı
202611,Maks Can Artışı
212111,Blok Şansı
212112,Yansıtma Hsr. Azaltma Oranı
212113,F. Svn.
212114,B. Svn.
212211,@210011
212221,Savaş Ustalığı
212311,Yetenek Bekleme Süresi
212312,@210011
212321,Gelişmiş Kritik Saldırı: Krit. Oranı
212322,Gelişmiş Kritik Saldırı: Az Hsr. Artışı
212411,Yavaşlatma
212412,Güçlendirilmiş Yavaşlatma: Kanama Hasarı
212511,@210011
212611,Grup Üyesi sayısına Göre Svn. Artışı
212621,Harlı Hafif İyileştirme: Zayıf İyileştirme
222113,@211221
222121,@212111
222122,@212112
222123,@212113
222124,@212114
222211,Krit. Artış Oranı
222221,@212221
222311,Sldr. Hızı Artışı
222321,Krit. Oranı: Yüksek Krit. Oranı Artışı (Pasif)
222411,Normal Sldr. Hsr. Artışı
222511,Hedef Yavaşlatma Sldr. Artışı
222521,Hafif İyileştirme için Saldırı: Saldırıların iyileştirme ihtimali vardır
222611,@211221
232111,Can Çalma Artışı
232211,Krit. Hasar Artışı
232221,@212221
232311,@210011
232321,Kritik Güç
232322,Bonus Kanama Hasarı
232411,İsabet Oranı Artışı
232412,Mana Yenileme
232511,@232211
232521,Saldırgan Hafif İyileştirme: Hafif İyileştirme
232611,Grup Can Çalma Oranı Artışı
242111,@212111
242112,@212112
242113,Maks Can Artış Oranı
242114,@212113
242115,@212114
242121,Şanslı Çeviklik: Gruba saldırıldığına bekleme sürelerinde azalma şansı
242122,Şanslı Çeviklik: Hafif İyileştirme
242211,@210011
242221,@212221
242231,Şanslı Cani: Grup saldırdığında Sldr. Hızı artış şansı
242311,@222211
242321,Şanslı Öldürme: Kritik
242322,@222511
242331,Adena Arayışı: Zehirleme
242411,Akrobasi: Kaçınma Oranı Artışı
242412,Akrobasi: Sldr. Hızı Artışı
242421,Şanslı Hızlı Adım: Sersemletme
242422,Şanslı Hızlı Adım: Sldr. Düşürme
242511,@210011
242521,Şanslı Savunma: Grup saldırdığında F. Svn. ve M. Svn. yükseltme şansı
242611,Can Yenileme
242621,Şanslı Saf İyileştirme: Saldırıya Uğradığından Grubu İyileştirir
300011,Mutlak Kalkan
300021,Çevik Adım
300031,
300032,Ölümsüzlük
300041,@111251
300051,@112421
300061,@111241
300071,@112421
300081,Buz Zırhı
300091,Sahte Kaçınma Atışı
300101,Mana Kalkanı
300111,@132613
300121,@112421
300131,Bekleme Süresi Azaltma
300141,Fiziksel Hasar
300142,Magic Hasar
300143,Zehir Saldırısı: Zayıflatma
300144,@300143
300151,Floor Hasar
300152,Savunma Alanı: Zayıflatma Direnci
310011,Yavaşlatma
310021,
310022,@11062
310031,
310032,@11062
310041,
310042,@11062
310051,
310052,@11062
310061,
310071,
310081,@300091
350011,
350021,
350031,
350041,
350051,
350061,
350111,
350211,
350311,
351111,
351211,
351221,
351311,
351411,
351511,
351611,
352211,
352311,
353111,
353211,
353311,
353321,
353411,
400011,F. Sldr.
400021,B. Sldr.
400031,F. Sldr. Artış Oranı
400041,B. Sldr. Artış Oranı
400051,Normal Saldırı Gücü
400061,Grup Üyesi Sldr. Artış Oranı
400071,Sldr. Hızı Artış Oranı
400081,Kritik Hasar Artış Oranı
400091,Kritik Vurma Oranı
400101,Kritik Direnç Oranı
400111,F. Hasar
400121,B. Hasarı
400131,Svn. Yok Say
400141,Hedefin Can Azalması
400151,Hedefin Can Azalması (%)
400161,@212113
400171,@212114
400181,F. Svn. Artış Oranı
400191,B. Svn. Artış Oranı
400201,Kaçınma
400211,Kaçınma Oranı Artışı
400221,Kaçınma Oranı
400231,İsabet
400241,İsabet Oranı Artışı
400251,İsabet Oranı
400261,Hasar Artma Oranı
400271,F. Hasar Artış Oranı
400281,@400271
400291,Yavaşlamış Hedeflere Verilen Hasar Artışı Oranı
400301,Svn. Yok Sayma Hasarı
400311,Hasar Azaltma Oranı
400321,F. Hasar Azaltma Oranı
400331,B. Hasarı Azaltma Oranı
400341,Sabit Hasar Azaltma
400351,Yansıtma Oranı
400361,Yansıtılan Hasar Azaltma Oranı
400371,Süreli F. Hasar
400381,Süreli B. Hasarı
400391,Sldr. Temelli İyileştirme
400401,Süreli İyileştirme
400411,Taarruz Artış Oranı
400421,@242611
400431,Can Çalma
400441,Can Soğurma (düşmanlarından can çeken aktif yetenek)
400451,Can Soğurma (grubunun düşmanlardan can çalmasını sağlayan aktif yetenek)
400461,Maks Can
400471,Maks Can Yenileme Oranı
400481,Maks Mana
400491,Maks Mana Artış Oranı
400501,Hız Artış Oranı
400511,Gereken Mana Azalış Oranı
400521,Gereken Manayı Azaltma
400531,@232412
400541,@212311
400551,Küçümseme (aggroyu maksimuma çeker)
400561,Hedefe Kitlen
400571,Hedefe Hareket Et
400581,Hedefi Çek
400591,Çekme Direnci Oranı
400601,Düşürülme Direnci Oranı
400611,TP Kazanma Artış Oranı
400621,Adena Kazanma Artış Oranı
400631,Yavaşlatma Direnci Oranı
400641,Sersemletme Direnci Oranı
400651,Anormal Durum Direnci Oranı
400661,Yetenek Menzili Artışı
400671,Yetenek Vuruş Sayısı Artışı
400681,Kombo Bitiş Süresi Artışı
400691,Delme
400701,Direnç
400711,Krit. Oranı
400721,Kritik Direnci
400731,Krit. Oran Artış Oranı
400741,Kritik Direnci Artış oranı
500011,
500021,
500031,
500041,
500051,
500061,
500071,
500081,
500091,Canavar: Rüzgar Büyüsü
500101,
500111,Canavar: Ateş Büyüsü
500121,
500131,
500141,Canavar: Karanlık Büyü
500151,
500161,
500171,
500181,
500191,
500201,
500211,
500221,
500231,
500241,
500251,
500261,
500271,@500091
500281,
500291,
500301,
500311,
500321,
500331,
500341,
500351,
500361,
500371,
500381,
500391,
500401,
500411,
500421,
500431,
500441,
500451,
500461,
500471,
500481,
500491,
500501,
500511,
500521,
500531,
500541,
500551,
500561,
500571,
500581,
500601,
500611,
500621,
500631,
500641,@500091
500651,
500661,
500671,
500681,
500691,
500701,
500711,
500721,
500731,
500741,
500742,Hasar Azaltma
500751,
500761,
500771,
500781,
500791,
500801,
500811,
500821,
500831,
500841,
500851,
500861,
500871,
500881,Canavar: Ateş Topu
500891,
500901,
500911,
500921,
500931,
500941,
500951,
500961,
500971,
500981,
500991,
501001,
501011,
501021,
501031,@500141
501041,
501051,
501061,
501071,
501081,
501091,
501101,
501111,
501121,
501131,
501141,
501151,
501161,
501171,
501181,
501191,
501201,
501211,
501221,
501231,
501241,
501251,
501261,
501271,
501281,
501291,
501301,
501311,
501321,
501331,
501341,
501351,
501361,
501371,
501381,
501391,
501401,
501411,
501421,
501431,
501441,
501451,
501461,
501471,
501481,
501491,
501501,
501511,
501521,
501531,
501541,
501551,
501561,
501571,
501581,
501591,
501601,
501611,
501621,
501631,
501641,
501651,
501661,
501671,
501681,
501691,
501701,
501711,
501721,
501731,
501741,
501751,
501761,
501771,
501781,
501791,
501801,
501811,
501821,
501831,
501841,
501851,
501861,Saldıranların Kontrol Kulesinin Fırlattıkları
501871,
501881,
501891,
501892,Kanama
5018911,
501901,
501911,
580011,
580021,
580031,Yıldırım Kalkanı
580041,@500881
580051,
580061,
580111,
580121,@500091
580211,Canavar: Enerji Oku
580221,Canavar: İkili Atış
580231,
580241,
580311,
580321,@580221
580331,
580341,
580411,
580511,@500881
580611,
580711,
580721,Canavar: Toprak Büyüsü
580811,@500141
580911,
581011,@500091
581111,
581211,
581311,
581411,@580211
581511,
581521,
581531,
581611,
581621,
581631,
581641,
600011,
600021,
600031,
600041,
600051,
600061,
600071,
600081,
600091,
600101,
600111,
600121,
600131,
600141,
600151,
600161,
600171,
600181,
600191,
600201,
600211,
600221,
600231,
600241,
600251,
600261,
600271,
600281,
600291,
600301,
600311,
600321,
600331,
600341,
600351,
600361,
600371,
600381,
600391,
600401,
600411,
600421,
600431,
600441,
600451,
600461,
600471,
600481,
600491,
600501,
600511,
600521,
600531,
600541,
600551,
600561,
600571,
600581,
600591,
600601,
600611,
600621,
600631,
600641,
600651,
600661,
600671,
600681,
600691,
600701,
600711,
600721,
600731,
600741,
600751,
600761,
600771,
600781,
600791,
600801,
600811,
600821,
600831,
600841,
600851,
600861,
600871,
600881,
600891,
600901,
600911,
600921,
600931,
600941,
1600181,
1600321,
1600331,
1600561,
600951,
600961,
600971,
600981,
600991,Konuşkan Ada Canavarı: Kanama
600992,
601001,Kara Tırpan Dönüşü
601011,
601021,
601031,Sahte Yetenek
601041,
601042,@11062
601051,
601061,@132613
601071,@111321
601081,
601082,Sonik Yıldız: Sarp
601091,@111241
601101,Kasırga Fırtınası
601111,@132511
601121,Yıldırım Kalkanı: Doğma Sonrası
601122,@11062
601131,Fırtına Saldırısı
601132,@11062
601133,Can Çalma
601141,Akışkan Kırık
601142,
601143,@601133
601151,
601161,@580031
601171,
601172,@11062
601181,@202111
601211,
601221,
710111,
710121,
710122,@11062
710131,
710132,@11062
710211,
710221,
710222,@11062
710231,
710232,Kritik Gürültü
710311,
710321,@601001
710331,
710411,
710421,
710422,@11062
710431,
710432,@11062
710511,
710521,
710522,@501892
710531,
710611,
710621,
710622,@501892
710623,@11062
710631,
710711,
710721,
710731,
711111,
711121,
711122,@11062
711131,
711132,@11062
711211,
711221,
711222,@11062
711231,
711232,@710232
711311,
711321,@601001
711331,
711411,
711421,
711422,@11062
711431,
711432,@11062
711511,
711521,
711522,@501892
711531,
711611,
711621,
711622,@501892
711623,@11062
711631,
711711,
711721,
711731,
712111,
712121,
712122,@11062
712131,
712132,@11062
712211,
712221,
712222,@11062
712231,
712232,@710232
712311,
712321,@601001
712331,
712411,
712421,
712422,@11062
712431,
712432,@11062
712511,
712521,
712522,@501892
712531,
712611,
712621,
712622,@501892
712623,@11062
712631,
712711,
712721,
712731,
713111,
713121,
713122,@11062
713131,
713132,@11062
713211,
713221,
713222,@11062
713231,
713232,@710232
713311,
713321,@601001
713331,
713411,
713421,
713422,@11062
713431,
713432,@11062
713511,
713521,
713522,@501892
713531,
713611,
713621,
713622,@501892
713623,@11062
713631,
713711,
713721,
713731,Boreas Yeteneği 02
714111,
714121,
714122,@11062
714131,
714132,@11062
714211,
714221,
714222,@11062
714231,
714232,@710232
714311,
714321,@601001
714331,
714411,
714421,
714422,@11062
714431,
714432,@11062
714511,
714521,
714522,@501892
714531,
714611,
714621,
714622,@501892
714623,@11062
714631,
714711,
714721,
714731,@713731
720111,
500591,
5005911,
720211,
720212,@112323
720221,
720222,Zehirleme
720231,
720241,Görünmez
720242,Yenilmez
720243,@112323
720251,F. Sldr. Artışı
720261,
720262,
720271,
720272,
7202711,
7202712,
720281,
720282,
720291,@132613
720301,
721211,
721221,
721222,@720222
721231,
7212411,
721241,
721251,
721261,
721271,
721281,
721291,
1720211,
1720212,@112323
1720221,
1720222,@720222
1720231,
1720241,
1720251,
1720252,@720222
1720261,
1720262,@720222
1720271,
1720272,@720222
1720281,
1720282,
1720283,
1720291,
17203101,
17203102,
17203111,
17203121,
17203131,
17203141,
17203151,
17203161,
17203171,@720241
17203172,@720242
17203181,
17203191,
17203201,
721301,
721311,
721312,
721321,Bağlama
721331,@132613
721332,@132613
721341,
17200011,
17200021,
17200022,Zehirleme
17200031,
17200032,Zehir Birikintisi
17200033,@112323
17200034,Zehirleme
17200041,
17200042,Zehirleme
17200051,
17200052,Zehirleme
17200061,
17200062,Zehirleme
17200071,
17200081,
17200091,@720251
720311,
7203111,
720321,Kalkan
720331,
720332,
720341,
720342,@112412
720351,@210011
720352,Sldr. Hızı Artışı
7203531,Cinnet
720361,
720362,@601133
7203611,
7203612,@601133
720371,
720372,
720373,@112323
7203711,
7203712,
7203713,@112323
720381,
720382,Svn. Artışı
720383,Yetenekten Sonra Bonus Temel Hasar
7204011,@720383
7204021,@720383
720391,Bekleme Süresi Sıfırlama (Canavar çağırma için sahte yetenek)
1720311,
1720321,@720321
1720331,
1720332,
1720341,
1720351,Sldr. Artırma Güçlendirmesi
1720361,Artırma Güçlendirmesini Kaldırma
1720381,
730111,Svn. Yok Sayma Hasarı
730121,
730131,
730211,@210011
730411,Orfen: Zayıflatma
730421,@142621
730431,Güçlendirme
740111,
740112,Ölümün Kökü: Yere Yıkma
740121,
740211,
740212,@501892
740221,Kan Çekme: Süreli İyileştirme (%)
740311,
740321,
740411,
740421,Cehennem Laneti: Alev
740511,Zehirli Çukur
740521,
740611,Elektrik Dalgası
740621,
740711,Garez Bataklığı
740721,
740722,Kuyruk Darbesi: Yavaşlatma
740811,
740812,@11062
740821,Aşırı Isınma: Sldr. Artışı
740822,Aşırı Isınma: Hız Artışı
740823,Aşırı Isınma: Svn. Düşürme
740831,@740821
740832,@740822
740833,@740823
740841,@740821
740842,@740822
740843,@740823
740851,@740821
740852,@740822
740853,@740823
740911,
740913,Taşlaştıran Bakış: Alınan Hasar Artar
740921,
740922,Katlanan Kör Etme Güçlendirmesi
740931,
740941,
741011,
741021,
741111,
741112,
741121,
741122,@11062
741211,
741221,
741222,Yere Vurma
741311,
741312,
741321,
741322,
741323,
741331,
750161,
750171,
750181,
750191,
750291,
750381,
750441,
750451,
750601,
750611,
750661,
750981,
760011,
760021,
760031,
760041,
760051,
760061,
760071,
760081,
760091,Canavar: Buz Kargı
760101,
760111,@580721
760121,
760131,
760141,@500141
760151,
760161,
760171,
760181,
760191,
760201,
760211,
760221,
760231,
760241,
760251,
760261,
760271,@500091
760281,
760291,
760301,
760311,
760321,
760331,
760341,
760351,
760361,
760371,
760381,
760391,
760401,
760411,
760421,
760431,
760441,
760451,
760461,
760471,
760481,
760491,
760501,
760511,
760521,
760531,
760541,
760551,
760561,
760571,
760581,
760591,
760601,
760611,
760621,
760631,
760641,@500091
760651,
760661,
760671,
760681,
760691,
760701,
760711,
760721,
760731,
760741,
760751,
760761,
760771,
760781,
760791,
760801,
760811,
760821,
760831,
760841,
760851,
760861,
760871,
760881,@500881
760891,
760901,
760911,
760921,
760931,
760941,
760951,
760961,
760971,
760981,
760991,
761001,
761011,
761021,
761031,@500141
761041,
761051,
770011,
770021,
770031,
770041,
770042,Zehirleme
770051,
770052,@112323
770061,
770062,Zehirleme
770071,
770072,@112323
770081,
770091,
770101,
770111,
770121,
770122,Zehirleme
770131,
770141,
770151,
770152,@112323
770161,
770162,@501892
770171,
770181,
770182,@112323
770191,
770192,@112323
770201,
770211,
770221,
770222,Zehirleme
770231,
770241,
770251,
770252,Zayıflatma
770261,
770271,
770272,Zayıflatma
770281,
770282,Zayıflatma
770291,
770292,@112323
770301,
770311,
770312,Zehirleme
770321,
770331,
770341,
770351,
770352,@501892
770361,
770371,
770381,
770382,@112323
770391,
770392,@501892
770401,
770402,Zehirleme
770411,
770412,@112323
770421,
770422,@501892
770431,
770432,Zayıflatma
770441,
770442,@501892
770451,
770452,Zehirleme
770461,
770462,Zehirleme
770471,
770472,@112323
770481,
770491,
770492,@112323
770501,
770502,@501892
770511,
770521,
770522,Zehirleme
770531,
770532,Zayıflatma
770541,
770551,
770561,
770571,
770581,
770591,
770601,
770611,
770621,
770622,Can Çalma
770631,
770641,
770642,Zehirleme
770651,
770652,@501892
770661,
770662,Can Çalma
770671,
770681,
770682,@112323
770691,
770701,
770702,@501892
770711,
770712,Zehirleme
770721,
770731,
770732,Zehirleme
770741,
770751,
770761,
770762,Zayıflatma
770771,
770772,Zayıflatma
770781,
770791,
770801,
770811,
770812,Can Çalma
770821,
770831,
770841,
770851,Menzilli
770861,@210011
770871,@400431
800011,Rakip Savunma Kulesi Menzili
800021,
800031,
800041,
800052,
811161,
811171,
800081,Şato Savunma Kulesi Menzili
800082,@800081
800091,Saldıranların Fırlattıkları
800092,@800091
900021,
900031,
1000011,Klan Canı
1000021,Klan Ruhu
1000031,Klan Kalkanı
1000041,Klan Kudreti
1000051,Klan Kılavuzu
1000061,Klan Kaçınması
1000071,Klan Hareketi
1000081,Klan Ölümcül Hasarı
1000091,Klan Krit. Oranı
5000011,Eldru'nun Öfkesi
9000011,Güçlü
9056021,Moral Arttırıcı Etki
9056041,Buz Fırtınası Etkisi
9056071,Can Yenileme Arttırıcı
9056121,Anti-Büyü Etkisi
9060021,Can Yenileme Etkisi
3011,Gürbüz Ratel Kutsaması 1
3021,Gürbüz Ratel Kutsaması 2
3031,Gürbüz Ratel Kutsaması 3
3041,
3051,Bahçe Nöbetçisi
3061,Bahçe Nöbetçisi Etkisi
4011,Şifa Pınarı
4021,Şifa Pınarı Güçlendirmesi
4511,
1500011,
1500021,
1500031,
1501011,
1501021,
1501031,
1501041,
1502011,
1502021,
1502031,
1503011,
1503021,
1503031,
1504011,
1504021,@580031
1505011,
1505021,
1505031,
1506011,
1506021,
1506031,
1507011,
1507021,
1507031,
1508011,
1508021,
1508031,@111331
1509011,
1509021,
1509031,
1510011,
1510021,
1510031,
1511011,
1511021,
1511031,
1512011,
1512021,
1512031,@111311
1512041,
1512051,
1512061,
1513011,
1513021,@111311
1513031,
1513041,
1513051,
1513061,
1513071,@111251
1513081,
1513091,
1513101,
1514011,
1514021,
1514031,
1514041,
1514051,@111241
1515011,
1515021,
1515031,
1516011,
1516021,
1516031,
1516041,
1516051,
1517011,
1517021,
1517031,
1517041,
1517051,
1517061,
1518011,
1518021,
1518031,Buz Oku
1519011,
1519021,@111311
1520011,
1520021,
1520031,
1521011,
1521021,
1521031,
1530011,
1530021,
1530031,
7204111,
7204121,
7204131,
7204141,
720421,
7204311,
7204312,
7204321,
7204322,
7204331,
7204332,
720441,
720451,
720461,
720471,
720472,
720481,
720482,
720511,
720521,
720531,
720541,
720551,
720561,
720571,
720581,
720591,
720601,
502031,
741341,
741342,
741343,
741351,
741352,
741361,
741371,
601361,
601362,
601371,
601372,
601481,
601491,
601501,
601511,
601521,
501921,
601231,
501931,
601241,
601251,
601252,
501941,
501951,
501961,
601261,
501971,
502091,
601271,
601281,
501981,
601291,
501991,
601301,
502001,
601311,
502011,
601321,
601351,
502021,
601331,
601341,
502041,
601381,
601391,
502051,
601401,
601402,
601411,
601412,
502061,
601421,
601431,
502071,
601441,
601451,
502081,
601461,
601462,
601471,
601472,
502101,
601531,
502111,
601541,
601551,
502121,
601561,
601,
602,
701,
702,
703,
704,
502131,
601571,
502141,
601581,
601591,
601601,
601611,
601612,
601621,
601631,
601632,
601641,
601642,
2000011,@211121
2100011,@211321
8010441,
8010461,
8010471,
8010472,
93506,
944091,
805000,
805001,
805002,
805003,
805004,
741131,
741132,
741141,
741142,
741151,
741161,
741171,
741181,
741191,
741201,
7411611,
4110011,
4110021,
4110051,
4110053,
4110061,
4110062,
4110063,
4110064,
4110072,
4110073,
4110083,
4110091,
4110101,
4110111,
4110121,
4110122,
4110151,
4110153,
4110154,
4110161,
4110171,
4110172,
4110173,
4110181,
4110182,
4110191,
4110192,
4110193,
4110194,
4110201,
4110202,
4110203,
4110204,
41102102,
41102103,
4110221,
4110222,@11062
4110251,
4110252,
4110253,
4110281,
4110361,
4110371,
4110381,
4110421,
4110422,
4110423,
4110424,
4120051,
4120053,
4120061,
4120062,
4120063,
4120064,
4120072,
4120073,
4120083,
4120091,
4120101,
4120111,
4120121,
4120122,
4120151,
4120153,
4120154,
4120161,
4120171,
4120172,
4120173,
4120181,
4120182,
4120191,
4120192,
4120193,
4120194,
4120201,
4120202,
4120203,
4120204,
41202102,
41202103,
4120221,
4120222,@11062
4120251,
4120252,
4120253,
4120281,
4120361,
4120371,
4120381,
4120421,
4120422,
4120423,
4120424,
4130021,
4130031,
4130032,@11062
4130051,
4130053,
4130061,
4130062,
4130063,
4130064,
4130072,
4130073,
4130083,
4130091,
4130101,
4130111,
4130121,
4130122,
4130123,
4130131,
4130132,
4130151,
4130153,
4130154,
4130161,
4130171,
4130172,
4130173,
4130181,
4130182,
4130191,
4130192,
4130193,
4130194,
4130201,
4130202,
4130203,
4130204,
41302102,
41302103,
4130221,
4130222,@11062
4130231,
4130241,
4130242,
4130243,
4130251,
4130252,
4130253,
4130272,
4130281,
4130292,
4130293,
4130301,
4130321,
4130341,
4130351,
4130361,
4130371,
4130381,
4130391,
4130401,
4130411,
4130421,
4130422,
4130423,
4130424,
4140021,
4140031,
4140032,@11062
4140051,
4140053,
4140061,
4140062,
4140063,
4140064,
4140072,
4140073,
4140083,
4140091,
4140101,
4140111,
4140121,
4140122,
4140123,
4140131,
4140132,
4140151,
4140153,
4140154,
4140161,
