Id,Name,ControlText
12401,@10901,@10901
12501,@10901,@10901
11101,Demir Çubuklar,
11102,@11101,
11103,@11101,
11104,@11101,
11201,İnşaat Odunu,Odun toplanıyor...
11202,@11201,@11201
11203,@11201,@11201
11204,@11201,@11201
11205,@11201,@11201
11206,@11201,@11201
11207,@11201,@11201
11208,@11201,@11201
11209,@11201,@11201
11210,@11201,@11201
11211,@11201,@11201
11212,@11201,@11201
11301,Yakalanmış Yerliler,@10901
12601,@11301,@10901
12701,@11301,@10901
11401,Büyülü Koruma Taşı,Koruma Taşı kaldırılıyor...
11901,Elf Tacı,Elf Tacı alınıyor...
12001,Işınlanma Taşı,Işınlanma Taşı kullanılıyor...
12101,İkmal Eşyaları,İkmal alınıyor...
12301,@11101,
12302,@11101,
12303,@11101,
12304,@11101,
12305,@11101,
12801,Kızıl Kolcu Başvurusu,Kızıl Kolcu başvurusu dolduruluyor...
12901,Zırh Sandığı,Zırh ikmali alınıyor...
13001,Pis Çöp Kutusu,Kokusuna rağmen kapağını açıyorum...
13101,Boş Hapishane,
13102,@13101,
13103,@13101,
13201,@13101,
13301,@13101,
13401,@13101,
13501,Görünmez Duvar (kısım 5'te kullanılır),
13502,@13501,
13601,Kısım 5 Kalabalık Teçhizatı,
13701,Kısım 5 Talim Ustası Teçhizatı,
19401,Yol Engeli Teçhizatı,
19501,@19401,
19502,@19401,
19503,@19401,
19504,@19401,
19601,Arındırma Sunağı,Arıtma başlatılıyor...
19701,@12001,@12001
19801,@19601,@19601
19901,@12001,@12001
20101,Terk Edilmiş Çanta,Terk edilmiş çanta inceleniyor...
20102,@20101,@20101
20103,@20101,@20101
20104,@20101,@20101
20201,Brazier'in Çantası,Ateş yakılıyor...
20301,Uğursuz Pelerin,@20201
20401,@10201,
20402,@10201,
20501,Odun Yığını,Odun kontrol ediliyor...
21901,@20501,@20501
22001,@20501,@20501
20601,Şüpheli Sandık,Sandık inceleniyor...
20901,Köz Etkisi,
20902,@20901,
20903,@20901,
20904,@20901,
20905,Ateş,
20906,@20905,
20907,@20905,
20908,@20905,
20909,@20905,
20910,@20905,
20911,@20905,
20912,@20905,
20913,@20905,
20914,@20905,
20916,@20905,
20917,@20905,
20918,@20905,
20919,@20905,
20920,@20905,
20921,@20905,
21001,Kötülük Çağırma Taşı,Çağırma Taşı Bozuluyor...
21101,@21001,@21001
21201,Elf Çiçeği,Elf Çiçeği toplanıyor...
21202,@21201,@21201
21203,@21201,@21201
21204,@21201,@21201
21205,@21201,@21201
21206,@21201,@21201
21207,@21201,@21201
21208,@21201,@21201
21209,@21201,@21201
21210,@21201,@21201
21301,Arkeologların Tutulduğu Hücre,@10901
21401,@21301,@10901
21501,@21301,@10901
21801,Muhafız Cesedi,Cesetler yakılıyor...
21802,@21801,@21801
21803,@21801,@21801
21804,@21801,@21801
21805,@21801,@21801
21806,@21801,@21801
21807,@21801,@21801
21808,@21801,@21801
21809,@21801,@21801
21810,@21801,@21801
29401,@11101,
29402,@11101,
29403,@11101,
29404,@11101,
29501,@11101,
29502,@11101,
29503,@11101,
29504,@11101,
29505,@11101,
29506,@11101,
29601,@19601,@19601
29701,@12001,@12001
29801,@19601,@19601
29901,@12001,@12001
30201,Ol Mahum Silah Sandığı,Aymel'in kılıcı aranıyor...
30202,@30201,@30201
30203,@30201,@30201
30204,@30201,@30201
30301,Yağma,Yağma toplanıyor...
30302,@30301,@30301
30303,@30301,@30301
30304,@30301,@30301
30305,@30301,@30301
30306,@30301,@30301
30307,@30301,@30301
30308,@30301,@30301
30401,Şüpheli Ganimet,Yağma inceleniyor...
30501,Korsan Gemisi,
30601,Alabora Bot,
30701,Kaçırılmış Kasabalı,@10901
32501,Kereste,Kereste alınıyor...
32502,@32501,@32501
32503,@32501,@32501
32504,@32501,@32501
32701,Einhasad’s Kutsal Kristali,Kutsal Kristal alınıyor...
32801,Çürümüş Bitki,Çürümüş bitki İnceleniyor...
32802,@32801,@32801
32803,@32801,@32801
32804,@32801,@32801
32901,Eski Emirler,Emirler okunuyor...
33101,Kara Mistik'in Kazanı,Kazan inceleniyor...
33201,Pislik Yığını,Kazan boşaltılıyor...
33401,Şüpheli Bodrum Kapısı,Bodrum Kapısı açılıyor...
33801,Tutsak Seyyar Satıcı,@10901
34001,Tutsak Aymel,@10901
34201,Strateji,
34202,@34201,
34203,@34201,
34501,@2038,Bitki toplanıyor...
34601,@2039,@34501
34701,@2041,@34501
34801,@2040,@34501
34901,@12001,@12001
35001,Sinsi Büyülü Çember,
35002,@35001,
35101,Bodrum Demir Parmaklıkları,
35102,@35101,
35201,Kasabalının Cesedi,
35202,@35201,
35203,@35201,
35204,@35201,
35301,Kafes,Kafes kapısı açılıyor...
35401,Boş Kafes,
35501,Parçalanmış Ana Defter Sayfa 84,Parçalanmış Ana Defter Sayfa 84 alınıyor...
35601,Parçalanmış Ana Defter Sayfa 7,Parçalanmış Ana Defter Sayfa 7 alınıyor...
35701,Parçalanmış Ana Defter Sayfa 31,Parçalanmış Ana Defter Sayfa 31 alınıyor...
40101,Kudret Bitkisi,Kudret Bitkisi toplanıyor...
40102,@40101,@40101
40103,@40101,@40101
40104,@40101,@40101
40105,@40101,@40101
40106,@40101,@40101
40107,@40101,@40101
40108,@40101,@40101
40109,@40101,@40101
40110,@40101,@40101
40201,Böcayı Kafesi,@10901
40202,@40201,@10901
40203,@40201,@10901
40204,@40201,@10901
40205,@40201,@10901
40301,Asker Cesedi,Ceset toplanıyor...
40302,@40301,@40301
40303,@40301,@40301
40304,@40301,@40301
40305,@40301,@40301
40306,@40301,@40301
40307,@40301,@40301
40308,@40301,@40301
40309,@40301,@40301
40401,Askerin Silahı,Silah alınıyor...
40402,@40401,@40401
40403,@40401,@40401
40404,@40401,@40401
40405,@40401,@40401
40406,@40401,@40401
40407,@40401,@40401
40408,@40401,@40401
40409,@40401,@40401
40601,@21001,Çağırma taşı yok ediliyor...
40701,@40301,@40301
40702,@40301,@40301
40703,@40301,@40301
40704,@40301,@40301
40705,@40301,@40301
40706,@40301,@40301
40707,@40301,@40301
40801,Toplanmış Ekinler,Ekinler alınıyor...
40802,@40801,@40801
40803,@40801,@40801
40804,@40801,@40801
40805,@40801,@40801
40806,@40801,@40801
40901,Kara Büyü Kitabı,Kitap Yığını inceleniyor...
41001,Kertenkeleadam Kamp Ateşi,Kertenkeleadam kanı yakılıyor...
41101,@41001,@41001
41201,Kaçırılmış Yaşlı Adam,@10901
41301,Kaçırılmış Kadın,@10901
41401,Kaçırılmış Çocuk,@10901
41501,Kertenkeleadam Totemi,@20201
41701,Tutuklu Askerler,@10901
41801,Tutuklu Kumandan,@10901
41901,@12901,Ork zırhı toplanıyor...
41902,@12901,@41901
41903,@12901,@41901
41904,@12901,@41901
41905,@12901,@41901
41906,@12901,@41901
42201,Tutsak Kasabalılar,@10901
42301,Tutsak Muhafız,@10901
42401,@41501,@20201
42501,@21001,
42601,Yanan Kertenkeleadam Totemi,
43101,@42601,
42701,@12001,@12001
42801,Baş Şaman'ın Mangalı,Liderlerin kanları yakılıyor...
42901,@41701,@10901
43201,@12001,@12001
43301,Elizabeth'in Kalkanı,
43302,@43301,
43303,@43301,
43304,@43301,
43401,Büyük Boş Kafes,
43501,Küçük Boş Kafes,
43601,@43401,
43801,Teğmen'in Kafesi,
50101,Başkasının Kanı,
50102,@50101,
50103,@50101,
50104,@50101,
50105,@50101,
50106,@50101,
50107,@50101,
50301,Terk Edilmiş Kuyu,Su çekiliyor...
50401,Tutsak Asker,Hücre açılıyor...
50501,Gizemli Kemik,
50502,@50501,
50503,@50501,
50504,@50501,
50505,@50501,
50506,@50501,
50507,@50501,
50508,@50501,
50509,@50501,
50510,@50501,
50511,@50501,
50512,@13101,
50513,@13101,
50514,@13101,
50515,@50501,
50516,@50501,
50517,@50501,
50518,@50501,
50519,@50501,
50520,@50501,
50521,@50501,
50522,@50501,
50523,@50501,
50524,@50501,
50525,@35301,
50526,@35301,
50527,@50501,
50528,@50501,
50529,@50501,
50530,@50501,
50531,@50501,
50532,@50501,
50533,@13101,
50534,@13101,
50535,@13101,
50536,@50501,
50537,@50501,
50538,@50501,
50539,@50501,
50540,@50501,
50541,@50501,
50542,@50501,
50543,@50501,
50544,@50501,
50545,@50501,
50546,@50501,
50547,@50501,
50548,@50501,
50601,@40301,@21801
50602,@40301,@21801
50603,@40301,@21801
50604,@40301,@21801
50605,@40301,@21801
50606,@40301,@21801
50607,@40301,@21801
50608,@40301,@21801
50609,@40301,@21801
50610,@40301,@21801
50611,@40301,@21801
50612,@40301,@21801
50613,@40301,@21801
50614,@40301,@21801
50615,@40301,@21801
50616,@40301,@21801
50617,@40301,@21801
50618,@40301,@21801
50619,@40301,@21801
50620,@40301,@21801
50621,@40301,@21801
50622,@40301,@21801
50623,@40301,@21801
50624,@40301,@21801
50701,Başkasının Ekipmanı,Ekipman alınıyor...
50702,@50701,@50701
50703,@50701,@50701
50704,@50701,@50701
50801,Gözaltına Alınmış Kolcu Yüzbaşısı,@10901
50901,Kolcunun Cesedi,Eşya toplanıyor...
50902,@50901,@50901
50903,@50901,@50901
50904,@50901,@50901
50905,@50901,@50901
51001,Bozulmamış Elf Kristali,Kristal toplanıyor...
51002,@51001,@51001
51003,@51001,@51001
51004,@51001,@51001
51005,@51001,@51001
51006,@51001,@51001
51007,@51001,@51001
51008,@51001,@51001
51009,@51001,@51001
51010,@51001,@51001
51011,@51001,@51001
51012,@51001,@51001
51013,@51001,@51001
51014,@51001,@51001
51015,@51001,@51001
51101,Kristal Sandığı,@51001
51102,@51101,@51001
51103,@51101,@51001
51104,@51101,@51001
51201,Yitik Elfin Kristali,@51001
51202,@51201,@51001
51203,@51201,@51001
51204,@51201,@51001
51205,@51201,@51001
51301,@51201,@51001
51302,@51201,@51001
51303,@51201,@51001
51304,@51201,@51001
51305,@51201,@51001
51306,@51201,@51001
51307,@51201,@51001
51308,@51201,@51001
51309,@51201,@51001
51310,@51201,@51001
51311,@51201,@51001
51312,@51201,@51001
51401,Gizemli Adam,Adam inceleniyor...
51501,Kan Kırmızı Ağaç,Ağaç inceleniyor...
51601,Saçılmış Ekipmanlar,Kitaplar toplanıyor...
51602,@51601,@51601
51603,@51601,@51601
51604,@51601,@51601
51605,@51601,@51601
51606,@51601,@51601
51607,@51601,@51601
51608,@51601,@51601
51609,@51601,@51601
51610,@51601,@51601
51611,@51601,@51601
51701,@12001,Işınlanma taşı kullanılıyor...
51801,@50701,@50701
51802,@50701,@50701
51803,@50701,@50701
51804,@50701,@50701
51805,@50701,@50701
51806,@50701,@50701
51807,@50701,@50701
51808,@50701,@50701
51809,@50701,@50701
51810,@50701,@50701
51811,@50701,@50701
51812,@50701,@50701
51901,Silah Sandığı,Silah sandığı yakılıyor...
51902,@51901,@51901
51903,@51901,@51901
51904,@51901,@51901
51905,@51901,@51901
51906,@51901,@51901
51907,@51901,@51901
51908,@51901,@51901
52001,@35301,@10901
52002,@35301,@10901
52003,@35301,@10901
52004,@35301,@10901
52005,@35301,@10901
52006,@35301,@10901
52007,@35301,@10901
52008,@35301,@10901
52009,@35301,@10901
52010,@35301,@10901
52011,@35301,@10901
52012,@35301,@10901
52013,@35301,@10901
52101,@12001,@51701
52201,@13101,Kafes kontrol ediliyor...
52301,@13101,@52201
52501,@13101,@52201
52502,@13101,@52201
52503,@13101,@52201
52504,@13101,@52201
52601,@13101,@52201
52602,@13101,@52201
52603,@13101,@52201
52801,@33101,Kazan yok ediliyor...
52901,@33101,@52801
53001,@33101,@52801
53101,Ork Uyarı Ateşi,Uyarı ateşi yok ediliyor...
53201,@51101,
53202,@51101,
53501,Vapar Çağırma Taşı,
53502,Vapar'ın Büyülü Çemberi,
54001,Hardin'in Büyülü Çemberi,
54101,@10201,
54201,Mammon'un Büyülü Çemberi,
54301,Set,
54302,@54301,
54303,@54301,
54304,@54301,
54601,Esir Müritler,Müritler serbest bırakılıyor...
54801,Qupown'un Büyülü Çemberi,
54901,Yitik Valter ve Büyülü Çember,
55001,Dorothy'nin Aradığı Hazine,Hazine sandığı açılıyor...
55101,Kaçırılmış Kasabalı,Kafes açılıyor...
55201,Varot'tan Yağmalanmış Mallar,Özel eşyalar alınıyor...
55301,Dev Elf'in Kristali,Elf kristali toplanıyor...
55401,Elf Yadigarı,Yadigar toplanıyor...
55501,Tutuklu Kasabalılar,@55101
55601,Hücre Sırası,
55602,@55601,
55603,@55601,
55604,@55601,
55605,@55601,
55606,@55601,
55607,@55601,
60101,Büyücü'nün İzi,İz sürülüyor...
60201,Kara Büyü Çantası,Çantalar toplanıyor...
60401,Çıra,Çıra toplanıyor...
60402,@60401,@60401
60403,@60401,@60401
60404,@60401,@60401
60405,@60401,@60401
60406,@60401,@60401
60407,@60401,@60401
60408,@60401,@60401
60501,Basilisk Yumurtası,Yumurta toplanıyor...
60502,@60501,@60501
60503,@60501,@60501
60504,@60501,@60501
60505,@60501,@60501
60506,@60501,@60501
60507,@60501,@60501
60508,@60501,@60501
60509,@60501,@60501
60510,@60501,@60501
60701,Tablet Parçası,Tablet toplanıyor...
60702,@60701,@60701
60703,@60701,@60701
60704,@60701,@60701
60705,@60701,@60701
60706,@60701,@60701
60801,Eksik Tablet,@60701
60802,@60801,@60701
60803,@60801,@60701
60804,@60801,@60701
60805,@60801,@60701
60806,@60801,@60701
60807,@60801,@60701
60901,Fildişi Kulesi Büyücüsü'nün Bedeni,@40301
61001,Ol Mahum Cesedi,@40301
61002,@61001,@40301
61003,@61001,@40301
61004,@61001,@40301
61005,@61001,@40301
61006,@61001,@40301
61007,@61001,@40301
61008,@61001,@40301
61101,Yağmalanmış Yiyecekler,Yemek alınıyor...
61102,@61101,@61101
61103,@61101,@61101
61104,@61101,@61101
61105,@61101,@61101
61106,@61101,@61101
61107,@61101,@61101
61108,@61101,@61101
61201,@12001,@51701
61301,@60901,İnceleniyor...
61401,Tutsak Staris,Staris serbest bırakılıyor...
61501,Vagon,
61502,@61501,
61601,@13101,
61901,Kasa Yığını,Özel eşyalar karıştırılıyor...
62001,@61901,@61901
62101,@61901,@61901
62301,Bozulmuş Vagon,Vagon tamir ediliyor...
62402,@61001,
62403,Silah,
62404,@61001,
62405,@61001,
62406,@61001,
62407,@61001,
62408,@61001,
62409,@61001,
62410,@61001,
62411,@61001,
62412,@61001,
62413,@61001,
62414,@61001,
62415,@61001,
62416,@62403,
62417,@61001,
62418,@62403,
62419,@62403,
62420,@62403,
62421,@61001,
62422,@61001,
62423,@62403,
62424,@62403,
62425,@62403,
62426,@62403,
62427,@62403,
62428,@62403,
62429,@62403,
62430,@62403,
62431,@62403,
62701,Ufalanmış Kaya,
62702,@62701,
62703,@62701,
62704,@62701,
62706,@62701,
62707,@62701,
62708,@62701,
62901,@60201,Envanter inceleniyor...
63001,@60201,@62901
63101,Kara Büyü Çemberi,
63201,@63101,
63801,Ol Mahum Bölgesi,
63901,@63801,
64001,Boş Alan,Ol Mahum tuzağa düşürülüyor...
64101,@64001,@64001
64201,@63801,
64301,@63801,
64401,Haydut Ol Mahum,
64402,@64401,
64403,@64401,
64501,Büyülü Çember,Büyülü Çember'in büyüsü bozuluyor...
64601,Yitik Asker,
64602,Yitik Asker,
64603,Yitik Asker,
64701,General Karınca'nın Mağarası,General Karınca'nın Mağarası inceleniyor...
64801,Shane'in Duası,Bir dua hazırlanıyor...
64901,Shane'in Kayıp Yazıtları,Yazıtlar alınıyor...
65001,@60501,@60501
65101,Yem İçin Eşyalar,Tüccar gibi davranılıyor...
65201,@65101,@65101
70101,Çalınan Silah Sandığı,Silah sandığı alınıyor...
70102,@70101,@70101
70103,@70101,@70101
70104,@70101,@70101
70105,@70101,@70101
70201,Orc Silah Sandığı,Silah Sandığı yakılıyor...
70202,@70201,@70201
70203,@70201,@70201
70204,@70201,@70201
70205,@70201,@70201
70206,@70201,@70201
70207,@70201,@70201
70301,Ork Tedarik Eşyaları,İkmal eşyaları yakılıyor...
70302,@70301,@70301
70303,@70301,@70301
70304,@70301,@70301
70401,Şüpheli Mektup,Şüpheli mektup inceleniyor...
70501,Parçalanmış Ağaç,Ağaç kökü toplanıyor...
70601,@35301,@10901
70701,@13101,
70801,Elf Harabeleri Kalıntıları,Kalıntılar inceleniyor...
70802,@70801,@70801
70803,@70801,@70801
70804,@70801,@70801
70901,@70801,Kalıntılar düzenleniyor...
70902,@70801,@70901
70903,@70801,@70901
70904,@70801,@70901
70905,@70801,@70901
71001,Yaralı Asker,Asker uyandırılıyor...
71101,Panzehir Mantarı,Mantar toplanıyor...
71102,@71101,@71101
71103,@71101,@71101
71104,@71101,@71101
71105,@71101,@71101
71106,@71101,@71101
71201,@21001,
71401,Örümcek Yumurtası Kesesi,Örümcek yumurtası yok ediliyor...
71402,@71401,@71401
71403,@71401,@71401
71404,@71401,@71401
71405,@71401,@71401
71406,@71401,@71401
71407,@71401,@71401
71501,Elf Harabeleri Işınlanma Çemberi,
71601,Meşale,
71602,@71601,
71603,@71601,
71604,@71601,
71701,Işınlanma Taşı,Işınlanma taşı kullanılıyor...
71801,Yıkılmış Sütun,
71802,@71801,
71803,@71801,
71804,@71801,
71901,Leia'nın Çantası,Envanter karıştırılıyor...
80101,Fener,Ateş yakılıyor...
80201,@80101,@80101
80601,Meşale Işığı,@80101
80701,@80601,@80101
80301,Araştırma Raporu,Araştırma raporu alınıyor...
80302,@80301,@80301
80303,@80301,@80301
80304,@80301,@80301
80401,Barakalar,
80501,Tomar,Tomar karıştırılıyor...
80901,Zayıf Dev'in Kristali,Dev'in Kristali toplanıyor...
80902,@80901,@80901
80903,@80901,@80901
80904,@80901,@80901
80905,@80901,@80901
80906,@80901,@80901
80907,@80901,@80901
80908,@80901,@80901
80909,@80901,@80901
80910,@80901,@80901
80911,@80901,@80901
80912,@80901,@80901
81001,Dev'in yadigarının parçası,Dev'in yadigarının parçası alınıyor...
81002,@81001,@81001
81003,@81001,@81001
81004,@81001,@81001
81005,@81001,@81001
81006,@81001,@81001
81007,@81001,@81001
81101,İlaç Kutusu,İlaç Kutusu alınıyor...
81102,@81101,@81101
81103,@81101,@81101
81104,@81101,@81101
81105,@81101,@81101
81106,@81101,@81101
81107,@81101,@81101
81201,Yadigar Parçası,Yadigar Parçası alınıyor...
81202,@81201,@81201
81203,@81201,@81201
81204,@81201,@81201
81205,@81201,@81201
81206,@81201,@81201
81207,@81201,@81201
81301,Dev'in Kristali,Dev'in Kristali alınıyor...
81302,@81301,@81301
81303,@81301,@81301
81304,@81301,@81301
81305,@81301,@81301
81306,@81301,@81301
81307,@81301,@81301
81401,@81301,@81301
81402,@81301,@81301
81403,@81301,@81301
81404,@81301,@81301
81405,@81301,@81301
81406,@81301,@81301
81407,@81301,@81301
81408,@81301,@81301
81409,@81301,@81301
81410,@81301,@81301
81411,@81301,@81301
81412,@81301,@81301
81501,Zehirli Mantar,Zehirli Mantar toplanıyor...
81502,@81501,@81501
81503,@81501,@81501
81504,@81501,@81501
81505,@81501,@81501
81506,@81501,@81501
81507,@81501,@81501
81601,@12001,Cruma Kulesi'ne gidiliyor...
81701,@12001,Kuleden çıkılıyor...
81901,Sandık,Ateş söndürülüyor...
82001,@81901,@81901
82101,@81901,@81901
82201,@81901,@81901
82401,Dev Koza,Hans aranıyor...
82501,Bataklık Gezen Sığınağı,Çukur seçiliyor...
90201,Tanor Saman Vagonu,Vagon yakılıyor...
90401,Tanor Cesedi,@21801
90402,@90401,@21801
90403,@90401,@21801
90404,@90401,@21801
90405,@90401,@21801
90406,@90401,@21801
90407,@90401,@21801
90408,@90401,@21801
90409,@90401,@21801
90410,@90401,@21801
90411,@90401,@21801
90412,@90401,@21801
90413,@90401,@21801
90414,@90401,@21801
90415,@90401,@21801
90416,@90401,@21801
90501,Ol Mahum Yiyecek Yığını,@20201
90601,Tanor'u Tutulduğu Çelik Kafes,@10901
90801,@10301,@20201
90901,@90401,
90902,@90401,
90903,@90401,
90904,@90401,
90905,@90401,
90906,@61001,
90907,@61001,
90908,@61001,
90909,@61001,
90910,@61001,
90911,@90401,
90912,@61001,
90913,@90401,
90914,@61001,
90915,@90401,
90916,@61001,
90917,@90401,
90918,@61001,
91001,@62403,
91002,@62403,
91003,Gürz,
91004,@91003,
91005,@62403,
91006,@62403,
91007,@62403,
91008,@62403,
91009,@62403,
91010,@91003,
91011,@91003,
91012,Yay,
91013,@91012,
91014,@91012,
91015,@91012,
91016,@91012,
91017,@91012,
91018,@91012,
91019,@91012,
91020,@91012,
91021,@91012,
91022,@91003,
91023,@91003,
91024,@91003,
91025,@91003,
91026,@91003,
91027,@91003,
91028,@91003,
91101,Tanor Saman Vagonu Yangını,
