Id,Name,Desc,DialogNpcName,Dialog
1124,@1114,@1114,@1112,@1114
1125,@1115,@1115,@1112,@1115
1126,@1116,@1116,@1112,@1116
1127,@1117,@1117,@1112,@1117
1131,@1111,@1111,,
1132,@1112,@1112,@1112,@1112
1133,@1113,@1113,@1112,@1113
1134,@1114,@1114,@1112,@1114
1135,@1115,@1115,@1112,@1115
1136,@1116,@1116,@1112,@1116
1137,@1117,@1117,@1112,@1117
1211,@1111,@1111,,
1212,@1112,@1112,@1112,@1112
1213,@1113,@1113,@1112,@1113
1214,@1114,@1114,@1112,@1114
1215,@1115,@1115,@1112,@1115
1216,@1116,@1116,@1112,@1116
1217,@1117,@1117,@1112,@1117
1221,@1111,@1111,,
1222,@1112,@1112,@1112,@1112
1223,@1113,@1113,@1112,@1113
1224,@1114,@1114,@1112,@1114
1225,@1115,@1115,@1112,@1115
1226,@1116,@1116,@1112,@1116
1227,@1117,@1117,@1112,@1117
1231,@1111,@1111,,
1232,@1112,@1112,@1112,@1112
1233,@1113,@1113,@1112,@1113
1234,@1114,@1114,@1112,@1114
1235,@1115,@1115,@1112,@1115
1236,@1116,@1116,@1112,@1116
1237,@1117,@1117,@1112,@1117
1311,@1111,@1111,,
1312,@1112,@1112,@1112,@1112
1313,@1113,@1113,@1112,@1113
1314,@1114,@1114,@1112,@1114
1315,@1115,@1115,@1112,@1115
1316,@1116,@1116,@1112,@1116
1317,@1117,@1117,@1112,@1117
1321,@1111,@1111,,
1322,@1112,@1112,@1112,@1112
1323,@1113,@1113,@1112,@1113
1324,@1114,@1114,@1112,@1114
1325,@1115,@1115,@1112,@1115
1326,@1116,@1116,@1112,@1116
1327,@1117,@1117,@1112,@1117
1331,@1111,@1111,,
1332,@1112,@1112,@1112,@1112
1333,@1113,@1113,@1112,@1113
1334,@1114,@1114,@1112,@1114
1335,@1115,@1115,@1112,@1115
1336,@1116,@1116,@1112,@1116
1337,@1117,@1117,@1112,@1117
1411,@1111,@1111,,
1412,@1112,@1112,@1112,@1112
1413,@1113,@1113,@1112,@1113
1414,@1114,@1114,@1112,@1114
1415,@1115,@1115,@1112,@1115
1416,@1116,@1116,@1112,@1116
1417,@1117,@1117,@1112,@1117
1421,@1111,@1111,,
1422,@1112,@1112,@1112,@1112
1423,@1113,@1113,@1112,@1113
1424,@1114,@1114,@1112,@1114
1425,@1115,@1115,@1112,@1115
1426,@1116,@1116,@1112,@1116
1427,@1117,@1117,@1112,@1117
1431,@1111,@1111,,
1432,@1112,@1112,@1112,@1112
1433,@1113,@1113,@1112,@1113
1434,@1114,@1114,@1112,@1114
1435,@1115,@1115,@1112,@1115
1436,@1116,@1116,@1112,@1116
1437,@1117,@1117,@1112,@1117
