Key,WarningSoundPlay
AUCTION_HOUSE_LOG_STATE_SELL_FAILED,1
AUCTION_HOUSE_LOG_STATE_SELLING,0
AUCTION_HOUSE_LOG_STATE_TIMEOVER,0
AUCTION_HOUSE_LOG_STATE_WAITING_REGISTER,0
AUCTION_HOUSE_MAX_PRICE,0
AUCTION_HOUSE_RESULT_GET,0
AUCTION_HOUSE_RESULT_GET_ALL,0
AUCTION_HOUSE_SALES_TYPE,0
AUCTION_HOUSE_SELECT_CATEGORY,0
AUCTION_HOUSE_SELECT_GRADE,0
AUCTION_HOUSE_SELECT_SORT,0
AUCTION_HOUSE_SELECT_TYPE,0
AUCTION_HOUSE_SORT,0
AUCTION_HOUSE_SORT_CLOSING_DATE,0
AUCTION_HOUSE_SORT_HIGH_PRICE,0
AUCTION_HOUSE_SORT_LATELY_DATE,0
AUCTION_HOUSE_SORT_LOW_PRICE,0
AUCTION_HOUSE_TYPE,0
AUCTION_HOUSE_TYPE_ACCESSORY_ALL,0
AUCTION_HOUSE_TYPE_ACCESSORY_ENCHANT_SCROLL,0
AUCTION_HOUSE_TYPE_ACCESSORY_UPGRADE_STONE,0
AUCTION_HOUSE_TYPE_ALL,0
AUCTION_HOUSE_TYPE_ARMOR,0
AUCTION_HOUSE_TYPE_ARMOR_ALL,0
AUCTION_HOUSE_TYPE_ARMOR_ENCHANT_SCROLL,0
AUCTION_HOUSE_TYPE_ARMOR_UPGRADE_STONE,0
AUCTION_HOUSE_TYPE_BLESSED_ACCESSORY_ENCHANT_SCROLL,0
AUCTION_HOUSE_TYPE_BLESSED_ARMOR_ENCHANT_SCROLL,0
AUCTION_HOUSE_TYPE_BLESSED_WEAPON_ENCHANT_SCROLL,0
AUCTION_HOUSE_TYPE_BOW,0
AUCTION_HOUSE_TYPE_DAGGER,0
AUCTION_HOUSE_TYPE_DUALSWORD,0
AUCTION_HOUSE_TYPE_ENCHANT_MISC_ALL,0
AUCTION_HOUSE_TYPE_HERB,0
AUCTION_HOUSE_TYPE_HP_PORTION,0
AUCTION_HOUSE_TYPE_MONSTER_CORE,0
AUCTION_HOUSE_TYPE_MP_PORTION,0
AUCTION_HOUSE_TYPE_RUNE_PIECE,0
AUCTION_HOUSE_TYPE_SKILL_BOOK_PAGE,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_ALL,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_BLACK,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_BLUE,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_GREEN,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_INDIGO,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_ORANGE,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_PURPLE,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_RED,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_WHITE,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_YELLOW,0
AUCTION_HOUSE_TYPE_SOUL_SHOT,0
AUCTION_HOUSE_TYPE_SPEAR,0
AUCTION_HOUSE_TYPE_STAFF,0
AUCTION_HOUSE_TYPE_SWORD,0
AUCTION_HOUSE_TYPE_WEAPON_ALL,0
AUCTION_HOUSE_TYPE_WEAPON_ENCHANT_SCROLL,0
AUCTION_HOUSE_TYPE_WEAPON_UPGRADE_STONE,0
AUCTION_HOUSE_UPGRADE_LEVEL,0
AUCTION_ITEM_SEARCH_BUTTON,0
AUCTION_MARKET_LOG_EMPTY,1
AUCTION_REGISTERD_NONE,1
AUCTION_SEARCH_CONDITION,0
AUCTION_SEARCH_GUIDE,1
AUCTION_SUB_GROUP_ACCESSORYENCHANTSCROLL,0
AUCTION_SUB_GROUP_ACCESSORYUPGRADESTONE,0
AUCTION_SUB_GROUP_ANTICRITICAL,0
AUCTION_SUB_GROUP_ANTTUNNEL1,0
AUCTION_SUB_GROUP_ANTTUNNEL2,0
AUCTION_SUB_GROUP_ARMOR,0
AUCTION_SUB_GROUP_ARMORENCHANTSCROLL,0
AUCTION_SUB_GROUP_ARMORUPGRADESTONE,0
AUCTION_SUB_GROUP_ATTACKPOWER,0
AUCTION_SUB_GROUP_ATTACKPOWERELIXIR,0
AUCTION_SUB_GROUP_BLESSEDACCESSORYENCHANTSCROLL,0
AUCTION_SUB_GROUP_BLESSEDARMORENCHANTSCROLL,0
AUCTION_SUB_GROUP_BLESSEDWEAPONENCHANTSCROLL,0
AUCTION_SUB_GROUP_BLUEHERB,0
AUCTION_SUB_GROUP_BLUERECIPE,0
AUCTION_SUB_GROUP_BOOTS,0
AUCTION_SUB_GROUP_BOW,0
AUCTION_SUB_GROUP_CRITICAL,0
AUCTION_SUB_GROUP_CRUMASWAMP,0
AUCTION_SUB_GROUP_CRUMATOWER2,0
AUCTION_SUB_GROUP_CRUMATOWER3,0
AUCTION_SUB_GROUP_DAGGER,0
AUCTION_SUB_GROUP_DEATHCOASTALFOG,0
AUCTION_SUB_GROUP_DEFENSEPOWER,0
AUCTION_SUB_GROUP_DEFENSEPOWERELIXIR,0
AUCTION_SUB_GROUP_DEVILISLE,0
AUCTION_SUB_GROUP_DODGE,0
AUCTION_SUB_GROUP_DRAGONVALLEY,0
AUCTION_SUB_GROUP_DUALSWORD,0
AUCTION_SUB_GROUP_EARRING,0
AUCTION_SUB_GROUP_ELVENRUINS1,0
AUCTION_SUB_GROUP_ELVENRUINS2,0
AUCTION_SUB_GROUP_ETC,0
AUCTION_SUB_GROUP_GIRANDOMINION,0
AUCTION_SUB_GROUP_GLOVES,0
AUCTION_SUB_GROUP_GLUDINMAINROAD,0
AUCTION_SUB_GROUP_GLUDIOPLAIN,0
AUCTION_SUB_GROUP_HELMET,0
AUCTION_SUB_GROUP_HIGHHPPOTION,0
AUCTION_SUB_GROUP_HIGHMPPOTION,0
AUCTION_SUB_GROUP_HIT,0
AUCTION_SUB_GROUP_HP,0
AUCTION_SUB_GROUP_HPELIXIR,0
AUCTION_SUB_GROUP_HPPOTION,0
AUCTION_SUB_GROUP_IVORYTOBASEMENT1,0
AUCTION_SUB_GROUP_IVORYTOBASEMENT2,0
AUCTION_SUB_GROUP_IVORYTOBASEMENT3,0
AUCTION_SUB_GROUP_IVORYTOBASEMENT_CONFLICT,0
AUCTION_SUB_GROUP_IVORYTOWER,0
AUCTION_SUB_GROUP_LANDOFSTOPPEDTIME,0
AUCTION_SUB_GROUP_SECRETFOREST1,0
AUCTION_SUB_GROUP_SECRETFOREST2,0
AUCTION_SUB_GROUP_SECRETFOREST_CONFLICT,0
AUCTION_SUB_GROUP_MPELIXIR,0
AUCTION_SUB_GROUP_MPPOTION,0
AUCTION_SUB_GROUP_NECKLACE,0
AUCTION_SUB_GROUP_NORTHWIND,0
AUCTION_SUB_GROUP_PASTURE,0
AUCTION_SUB_GROUP_PEAKSOFSTRUGGLE,0
AUCTION_SUB_GROUP_PENETRATION,0
AUCTION_SUB_GROUP_PROTECTIONJEWEL,0
AUCTION_SUB_GROUP_PURPLEHERB,0
AUCTION_SUB_GROUP_PURPLERECIPE,0
AUCTION_SUB_GROUP_REDHERB,0
AUCTION_SUB_GROUP_REDRECIPE,0
AUCTION_SUB_GROUP_RESILIENCE,0
AUCTION_SUB_GROUP_RING,0
AUCTION_SUB_GROUP_ROADSIDEOFDEATH,0
AUCTION_SUB_GROUP_RUNEPIECE,0
AUCTION_SUB_GROUP_SCREAM,0
AUCTION_SUB_GROUP_SKILLBOOK,0
AUCTION_SUB_GROUP_SKILLBOOKPAGE,0
AUCTION_SUB_GROUP_SOULSHOT,0
AUCTION_SUB_GROUP_SPEAR,0
AUCTION_SUB_GROUP_STAFF,0
AUCTION_SUB_GROUP_SWORD,0
AUCTION_SUB_GROUP_TALKINGSISLANDEASTERN,0
AUCTION_SUB_GROUP_TALKINGSISLANDEASWESTERN,0
AUCTION_SUB_GROUP_TELEPORTSCROLL,0
AUCTION_SUB_GROUP_WASTELAND,0
AUCTION_SUB_GROUP_WEAPONENCHANTSCROLL,0
AUCTION_SUB_GROUP_WEAPONUPGRADESTONE,0
AUCTION_SUB_GROUP_WINDAWOOD,0
AUCTION_SUB_GROUP_YELLOWHERB,0
AUCTION_SUB_GROUP_YELLOWRECIPE,0
AUCTION_SUB_GROUP_QUESTSCROLL,0
AUCTION_SUB_GROUP_SUMMONGEM,0
AUCTION_SUB_GROUP_LECIPE,0
AUCTION_SUB_GROUP_EquipmemtMaterial,0
AUCTION_SUB_GROUP_UpgradeCrystal,0
AUCTION_SUB_GROUP_ABILITYSTONE,0
AUCTION_SUB_GROUP_LIMITBREAK,0
AUCTION_SUB_GROUP_PetEquipment,0
AUCTION_SUB_GROUP_PetFood,0
AUCTION_SUB_GROUP_PetSummonStone,0
AUCTION_SUB_GROUP_PetEquipmentEnchantMaterial,0
AUCTION_SUB_GROUP_PetEtc,0
AUCTION_SUB_GROUP_WEAPONMATERIAL,0
AUCTION_SUB_GROUP_ARMORMATERIAL,0
AUCTION_SUB_GROUP_ACCESSORYMATERIAL,0
AUCTION_SUB_GROUP_BUFFSCROLL,0
AUCTION_TRADE_CONTENTS,0
AUCTION_TRADE_TIME,0
AUTO_COMBAT_RADIUS_MAX,0
AUTO_COMBAT_RADIUS_MAXIMUM,0
AUTO_COMBAT_RADIUS_MEDIUM,0
AUTO_COMBAT_RADIUS_MIN,0
AUTOPANEL_HP_POTION,0
AUTOPANEL_MP_POTION,0
AUTOPANEL_QUEST,0
AUTOPANEL_SOULSHOT,0
BIDDING_MAXVALUE_NOTIFY,1
BIDDING_MINVALUE_NOTIFY,1
BLACKSMITH_ABILILTY,1
BLACKSMITH_ABILILTY_BIND,1
BLACKSMITH_ABILILTY_ENCHANT,1
BLACKSMITH_ABILILTY_LIMIT_GRADE,1
BLACKSMITH_ABILILTY_SOULCRYSTAL,1
BLACKSMITH_COMPOSITE,1
BLACKSMITH_COMPOSITE_BIND,1
BLACKSMITH_COMPOSITE_ENCHANT,1
BLACKSMITH_COMPOSITE_LIMIT_GRADE,1
BLACKSMITH_COMPOSITE_LIMIT_LEVEL,1
BLACKSMITH_COMPOSITE_SOULCRYSTAL,1
BLACKSMITH_ENCHANT_REQUIRED_COUNT,0
BLACKSMITH_LEVELUP,0
BLACKSMITH_LEVELUP_BIND,1
BLACKSMITH_LEVELUP_ENCHANT,1
BLACKSMITH_LEVELUP_HIGH_GRADE,1
BLACKSMITH_LEVELUP_LIMIT_MAX_LEVEL,1
BLACKSMITH_LEVELUP_SOULCRYSTAL,1
BLACKSMITH_LIMITBREAK,1
BLACKSMITH_LIMITBREAK_BIND,1
BLACKSMITH_LIMITBREAK_ENCHANT,1
BLACKSMITH_LIMITBREAK_LIMIT_GRADE,1
BLACKSMITH_LIMITBREAK_LIMIT_LEVEL,1
BLACKSMITH_LIMITBREAK_SOULCRYSTAL,1
BLACKSMITH_SAFESTONE_NOT_ENOUGH,1
BLACKSMITH_SAFESTONE_NOT_NEED,0
BLACKSMITH_TARGET_NONE,1
BLACKSMITH_UPGRADE_BIND,1
BLACKSMITH_UPGRADE_LIMIT_GRADE,1
BLACKSMITH_UPGRADE_LIMIT_LEVEL,1
CAHT_PROMOTE_ADMISSION,0
CHAT_PROMOTE_PARTY_DUNGEON,0
CHAT_PROMOTE_PARTY_BOSSRAID,0
CHAT_PROMOTE_PARTY_GATHERING,0
CHAT_PROMOTE_PARTY_PARTYDUNGEON,0
CHAT_PROMOTE_PARTY,0
CAHT_PROMOTE_GUILD,0
CHAT_PROMOTE_BOSS_SUMMONS,0
CHAT_PROMOTE_GUILD_DUNGEON,0
CHAT_PROMOTE_GUILD_SEARCH,0
CHAT_NEED_SELECT,0
CHAT_GUILDNOTICE_EMPTY,0
CHAT_BLOCK_ME,1
CHAT_BLOCK_YOU,1
CASTLE_FESTIVAL_COUPON_CHANGE_GUIDE,0
CASTLE_FESTIVAL_OFF_NOTICE,0
CASTLE_FESTIVAL_ENTRY,0
CASTLE_FESTIVAL_RETRY,0
CASTLE_FESTIVAL_GUILDINFO,0
CASTLE_FESTIVAL_TIP,0
CASTLE_SIEGE,0
CASTLE_SIEGE_BIDDING_INFO,0
CASTLE_SIEGE_BIDDING_LABEL,0
CASTLE_SIEGE_BIDDING_NOTHING,1
CASTLE_SIEGE_BIDDING_RANK,0
CASTLE_SIEGE_CASTELAN,0
CASTLE_SIEGE_EMPTY,0
CASTLE_SIEGE_EMPTY_GUIDE,0
CASTLE_SIEGE_ENTER,0
CASTLE_SIEGE_FESTIVAL,0
CASTLE_SIEGE_FESTIVAL_DESC,0
CASTLE_SIEGE_FESTIVAL_GIFTCARD_DUIDE,0
CASTLE_SIEGE_FESTIVAL_NAME,0
CASTLE_SIEGE_FESTIVAL_BREAK,1
CASTLE_SIEGE_GUILD_EMPTY,1
CASTLE_SIEGE_GUILD_INFO,0
CASTLE_SIEGE_MINIMUM_BIDDING_VALUE,0
CASTLE_SIEGE_MY_BIDDING_RANK,0
CASTLE_SIEGE_NONE_BID_TIME,1
CASTLE_SIEGE_NONE_FESTIVAL_TIME,1
CASTLE_SIEGE_RANK,0
CASTLE_SIEGE_SHORTCUTS_GUILD,0
CASTLE_SIEGE_STARTTIME,0
CASTLE_SIEGE_STARTTIME_LABEL,0
CASTLE_SIEGE_STRUCTURE,0
CASTLE_SIEGE_WARPGUIDE,0
CASTLE_UPGRADE_INVALID,1
CASTLE_UPGRADE_MAX_LEVEL,0
CASTLE_UPGRADE_NAME_LEVEL,0
CASTLESIEGE_DESTROY_DEFENSETOWER,0
CASTLESIEGE_DESTROY_GATE,0
CASTLESIEGE_DESTROY_GUARDTOWER,0
CASTLESIEGE_DESTROY_OFFENSETOWER,0
CASTLESIEGE_RESULT_DEFENCE_WIN,0
CASTLESIEGE_RESULT_OFFENCE_WIN,0
CASTLESIEGE_RESULT_OFFENCE_LOSE,1
CASTLESIEGE_RESULT_REWARD_DESC,0
CASTLESIEGE_TAKEBACK_GUARDTOWER,0
CHANNEL_CANNOT_MOVE,1
CHANNEL_HEAVY_TRAFFIC,0
CHANNEL_IMPORT_MESSAGE,0
CHANNEL_IMPORT_NOTICE,0
CHANNEL_IMPORT_NOTICE_NOT_SAVED,0
CHANNEL_IMPORT_CONFIRM_MESSAGE_FOR_GUEST,0
CHANNEL_IMPORT_CONFIRM_MESSAGE_FOR_NORMAL,0
CHANNEL_LIGHT_TRAFFIC,0
CHANNEL_MIDDLE_TRAFFIC,0
CHANNEL_NEW_DATA_NOTICE,0
CHANNEL_TEMPLATE_HEAVY_TRAFFIC,0
CHANNEL_TEMPLATE_LIGHT_TRAFFIC,0
CHANNEL_TEMPLATE_MIDDLE_TRAFFIC,0
CHARACTER_CREATE_CLASSLABEL,0
CHARACTER_CREATE_STATGRAPH_TITLE,0
CHARACTER_CREATE_TITLE,0
CHARACTER_SELECT_CHARACTER_LIST_EMPTY_MOVE_TO_TITLE,1
CHARACTER_SELECT_TITLE,0
CHARACTERINFO_BUTTON_STAT_DETAIL_COLLAPSE,0
CHARACTERINFO_BUTTON_STAT_DETAIL_EXPAND,0
CHARACTERINFO_LEVEL,0
CHARACTERINFO_TOTAL_COMBAT,0
CHARACTERSELECT_LEVEL,0
CHARACTERSELECT_LEVEL_CLASS,0
CHAT_CHANNEL,0
CHAT_COOLTIME_WARNING,1
CHAT_SPAM_MSG_WARNING,1
CHAT_LOCAL_LEVEL_LIMIT,1
CHAT_HINT_MEGAPHONE,1
CHAT_HINT_NORMAL,0
CHAT_MAXLENGTH,1
CHAT_NO_FRIENDS,1
CHAT_NO_SELECT_FRIEND,1
CHAT_TYPE_FRIEND,0
CHAT_TYPE_GUILD,0
CHAT_TYPE_LOCAL,0
CHAT_TYPE_PARTY,0
CHAT_TYPE_WORLD,0
CHATTYPE_ALL,0
CHATTYPE_CHANNEL,0
CHATTYPE_FRIEND,0
CHATTYPE_GUILD,0
CHATTYPE_LOCAL,0
CHATTYPE_PARTY,0
CHATTYPE_ALERT,0
CHATTYPE_PROMOTE,0
CHATTYPE_TEXT_STYLE,0
CHATTYPE_WORLD,0
CLASS_REQUIRE_LEVEL_DESCRIPTION,0
CLASS_DEFAULT_CLASS,0
CLASS_SELECT_LEBEL,0
CLEAR_DUNGEON_LEAVE,1
CLEAR_DUNGEON2_LEAVE,1
COLLECT_DUNGEON,0
COLLECT_DUNGEON_BOSS_APPEARED,0
COLLECT_DUNGEON_BOSS_APPEARED_REMAIN_TIME,0
COLLECT_DUNGEON_BOSS_DIE,0
COLLECT_DUNGEON_BOSS_DISAPPEARED,0
COLLECT_DUNGEON_BOSS_HIT,0
COLLECT_DUNGEON_NOT_ENOUGH_COLLECT_COUNT,1
COMBO_EFFECT,0
COMMON_ACCESSORY,0
COMMON_AM,0
COMMON_AUTOEQUIP_TIP,0
COMMON_AUTOEQUIP_TIP2,0
COMMON_AUTOSALE,0
COMMON_AUTOFILTER_SELL,0
COMMON_AUTOFILTER_TIP,0
COMMON_AVAILABLE,0
COMMON_AVAILABLE_TO_ENTER,0
COMMON_BATTLEDECK_TITLE,0
COMMON_BEFORE,0
COMMON_BIND,0
COMMON_BIDDING,0
COMMON_GACHATICKET,0
COMMON_FESTIVAL_COUPON,0
COMMON_PCSTATUS,0
COMMON_BLOODCLISTAL,0
COMMON_BUY,0
COMMON_NORMAL_PURCHASE,0
COMMON_PAID_PURCHASE,0
COMMON_RECHARGE_TIME,0
COMMON_CANNOT_MOVE,0
COMMON_CASH,0
COMMON_CASH_GUILD_GIFT_CONTEXT,0
COMMON_CASH_GUILD_GIFT_TITLE,0
COMMON_CASH_REBIRTH_CONTEXT,0
COMMON_CASH_REBIRTH_TITLE,0
COMMON_CASH_SHOP_CONTEXT,0
COMMON_CASH_SHOP_TITLE,0
COMMON_CASTLE_ATTACK,0
COMMON_CASTLE_DEFENSE,0
COMMON_CHANGE,0
COMMON_CHANGE_DO,0
COMMON_CHARGE_REWARD_COUNT,0
COMMON_CLASSTRANSFER,0
COMMON_ACTIVATE,0
COMMON_DEACTIVATE,0
COMMON_COMPOUND,0
COMMON_CONTENT_NO_SPACE,1
COMMON_CONTENT_NOT_ENOUGH_ADENA,1
COMMON_CONTENT_NOT_ENOUGH_DIAMOND,1
COMMON_CONTENT_NOTREADY,0
COMMON_COUNT_ADENA,0
COMMON_COUNT_BLOODCRYSTAL,0
COMMON_COUNT_CASH,0
COMMON_COUNT_CRYSTAL,0
COMMON_COUNT_EXP,0
COMMON_COUNT_LOWER_SYMBOL,0
COMMON_COUNT_MAX,0
COMMON_COUNT_UPPPER_SYMBOL,0
COMMON_CRYSTAL,0
COMMON_CURRENT_POSITION,0
COMMON_CUSTOMER_CENTER,0
COMMON_DAILY_ACTIVITY,0
COMMON_DARAKELF,0
COMMON_DEATH,0
COMMON_DEATH_DESC,0
COMMON_DEATH_MSG,0
COMMON_DEATH_TIP,0
COMMON_DEFAULT_REWARD,0
COMMON_DEFENSE,0
COMMON_DEFENSEPOWER,0
COMMON_DELETE_ACCOUNT,0
COMMON_DEV,0
COMMON_DEVICE,0
COMMON_DIA,0
COMMON_DIFFICULTY_VERYEASY,0
COMMON_DIFFICULTY_EASY,0
COMMON_DIFFICULTY_HARD,0
COMMON_DIFFICULTY_NORMAL,0
COMMON_DIFFICULTY_VERY_HARD,0
COMMON_DRAW,0
COMMON_DUNGEON,0
COMMON_DUNGEON_FAILED,1
COMMON_DWARF,0
COMMON_ELF,0
COMMON_ENCHANT,0
COMMON_ENCHANT_VALUE,0
COMMON_ENTER,0
COMMON_EQUIPMENT_GETTABLE,0
COMMON_EQUIPMENT_EQUIP,0
COMMON_EQUIPMENT_EQUIP_WITH_COUNT,0
COMMON_EQUIPMENT_UNEQUIP,0
COMMON_EXIT,0
COMMON_FAILED,1
COMMON_FAVORITE,0
COMMON_FIELD,0
COMMON_FRIDAY,0
COMMON_FRIENDSHIP_POINT,0
COMMON_GAME,0
COMMON_GRAPHIC,0
COMMON_GET,0
COMMON_GET_PRIZE,0
COMMON_REMAIN_REWARD,0
COMMON_GRADE_A,0
COMMON_GRADE_B,0
COMMON_GRADE_C,0
COMMON_GRADE_D,0
COMMON_GRADE_HIGH,0
COMMON_GRADE_LOW,0
COMMON_GRADE_R,0
COMMON_GRADE_S,0
COMMON_GRADE_SR,0
COMMON_GRADE_UR,0
COMMON_GREATER,0
COMMON_HELP,0
COMMON_HUMAN,0
COMMON_INCREASE,0
COMMON_INFINITE,0
COMMON_INFO,0
COMMON_INPUT_SEARCH_KEYWORD,1
COMMON_INVENTORY,0
COMMON_INVITATION,0
COMMON_ITEM,0
COMMON_ITEM_COUNT,0
COMMON_ITEM_GRADE,0
COMMON_JOIN,0
COMMON_JOSA_EUL,0
COMMON_JOSA_EULO,0
COMMON_JOSA_LEUL,0
COMMON_JOSA_LO,0
COMMON_KILL,0
COMMON_KILL_DESC,0
COMMON_KNIGHT_LEADER,0
COMMON_LACK_MESSAGE,1
COMMON_LESSER,0
COMMON_LEVEL,0
COMMON_LEVEL_ENG,0
COMMON_LEVEL_GREEN,0
COMMON_LEVEL_MAX_LEVEL,0
COMMON_LIKE,0
COMMON_LIKE_CANCEL,0
COMMON_LOGIN,0
COMMON_LOGOUT,0
COMMON_LOST,0
COMMON_MAKE_ALL,0
COMMON_MATERIAL,0
COMMON_MAXIMUM,0
COMMON_MEMBERS,0
COMMON_MONDAY,0
COMMON_MOVETO,0
COMMON_NAME,0
COMMON_NEXT,0
COMMON_NO,0
COMMON_NO_GUILD_HOLD,1
COMMON_NO_LONGER_SELECTED,1
COMMON_NO_LONGER_SELECTED_LEVEL_LIMIT,1
COMMON_NO_LONGER_SELECTED_MATERIAL_LIMIT,1
COMMON_NOT_DURATION_EVENT,1
COMMON_NOT_ENOUGH_LEVEL,1
COMMON_NOT_USE,0
COMMON_OFF,0
COMMON_OFFLINE,0
COMMON_ON,0
COMMON_OPEN,0
COMMON_OPEN_ALL,0
COMMON_OPTION,0
COMMON_PEOPLE_COUNT,0
COMMON_PK_WINNER_POPUP,0
COMMON_PM,0
COMMON_PROMOTE_LINK,0
COMMON_PROMOTION,0
COMMON_PATCHSIZE,0
COMMON_QUALITY_EPIC,0
COMMON_QUALITY_HIGH,0
COMMON_QUALITY_LOW,0
COMMON_QUALITY_MEDIUM,0
COMMON_QUALITY_LOWEST,0
COMMON_RANK,0
COMMON_RANK_REWARD,0
COMMON_RANKING,0
COMMON_RANKING_SCORE,0
COMMON_RATE_VALUE,0
COMMON_RECEIVE_REWARD,0
COMMON_REFRESH,0
COMMON_REFUSAL,0
COMMON_RESULT,0
COMMON_REVIVAL_DESC_NEAREST,0
COMMON_REVIVAL_INSTANT,0
COMMON_REVIVAL_NOW,0
COMMON_REVIVAL_WAIT,0
COMMON_REWARD,0
COMMON_REWARD_LIST,0
COMMON_ROYAL_GUARD_LEADER,0
COMMON_SERVER_QUEING_TITLE,0
COMMON_SERVER_QUEING,0
COMMON_SALE,0
COMMON_SATURDAY,0
COMMON_SCORE,0
COMMON_SEARCH_NO_RESULT,1
COMMON_SECOND_GREEN,0
COMMON_SELECT,0
COMMON_SELL,0
COMMON_SEND_MAIL,0
COMMON_SETTING,0
COMMON_SHORTCUTS,0
COMMON_SOLD_OUT,0
COMMON_SOULCRYSTAL,0
COMMON_SOUND,0
COMMON_ALARM,0
COMMON_SPOT_REVIVE,0
COMMON_START,0
COMMON_SUCCEED,0
COMMON_SUNDAY,0
COMMON_SWAP,0
COMMON_TAX_RATE,0
COMMON_THURSDAY,0
COMMON_TIME_BEFORE,0
COMMON_TIME_DAYS,0
COMMON_TIME_HOURS,0
COMMON_TIME_LEFT,0
COMMON_TIME_MINUTES,0
COMMON_TIME_MINUTES_LESS,0
COMMON_TIME_MINUTES_UNDER,0
COMMON_TIME_SECONDS,0
COMMON_TIME_MINUTE_DURATION,0
COMMON_TITLE_NO_SPACE,1
COMMON_TITLE_NOT_ENOUGH_DIAMOND,1
COMMON_TOPAZ,0
COMMON_TOTALAMOUNT,0
COMMON_TOTAL,0
COMMON_MY_TOTAL,0
COMMON_TRADE_LOG,0
COMMON_TUESDAY,0
COMMON_UNABLE_TO_ENTER,0
COMMON_UNABLE_TO_SPOT_MOVE_DURING_COMBAT,1
COMMON_UNSEAL,0
COMMON_UPGRADE,0
COMMON_UPGRADE_STAT,0
COMMON_USE,0
COMMON_USE_ALL,0
COMMON_VIEW_DETAIL,0
COMMON_WEEKLY,0
COMMON_MY_WEEKLY,0
COMMON_WENDESDAY,0
COMMON_WIN,0
COMMON_YES,0
COMMON_ABANDON_GUILD_CHAR_NAME,0
COMMON_ACCOUNTSTORAGE,0
COMMON_PLAYERSTORAGE,0
COMPOUND,0
COMPOUND_ADD_ITESELECT,0
COMPOUND_ALERT,1
COMPOUND_BASE_ITESELECT,0
