Level,ItemId,Icon
188,30492010,Icon_Box_Adena_01
189,30492010,Icon_Box_Adena_01
190,30492014,Icon_Box_Adena_01
191,30492010,Icon_Box_Adena_01
192,30492010,Icon_Box_Adena_01
193,30492203,Icon_Box_Achievement_01
194,30492010,Icon_Box_Adena_01
195,30492010,Icon_Box_Adena_01
196,30492010,Icon_Box_Adena_01
197,30492105,Icon_Box_Dia_04
198,30492010,Icon_Box_Adena_01
199,30492010,Icon_Box_Adena_01
200,30492014,Icon_Box_Adena_01
201,30492011,Icon_Box_Adena_01
202,30492011,Icon_Box_Adena_01
203,492033,Icon_Box_Honor_01
204,30492011,Icon_Box_Adena_01
205,30492011,Icon_Box_Adena_01
206,30492011,Icon_Box_Adena_01
207,30492203,Icon_Box_Achievement_01
208,30492011,Icon_Box_Adena_01
209,30492011,Icon_Box_Adena_01
210,30492016,Icon_Box_Adena_01
211,30492011,Icon_Box_Adena_01
212,30492011,Icon_Box_Adena_01
213,492020,Icon_Box_Dia_04
214,30492011,Icon_Box_Adena_01
215,30492011,Icon_Box_Adena_01
216,30492011,Icon_Box_Adena_01
217,492033,Icon_Box_Honor_01
218,30492011,Icon_Box_Adena_01
219,30492011,Icon_Box_Adena_01
220,30492016,Icon_Box_Adena_01
221,30492011,Icon_Box_Adena_01
222,30492011,Icon_Box_Adena_01
223,30492203,Icon_Box_Achievement_01
224,30492011,Icon_Box_Adena_01
225,30492011,Icon_Box_Adena_01
226,30492013,Icon_Box_Adena_01
227,30492106,Icon_Box_Dia_04
228,30492013,Icon_Box_Adena_01
229,30492013,Icon_Box_Adena_01
230,30492018,Icon_Box_Adena_01
231,30492013,Icon_Box_Adena_01
232,30492013,Icon_Box_Adena_01
233,30492303,Icon_Box_Honor_01
234,30492013,Icon_Box_Adena_01
235,30492013,Icon_Box_Adena_01
236,30492013,Icon_Box_Adena_01
237,30492203,Icon_Box_Achievement_01
238,30492013,Icon_Box_Adena_01
239,30492013,Icon_Box_Adena_01
240,30492018,Icon_Box_Adena_01
241,30492013,Icon_Box_Adena_01
242,30492013,Icon_Box_Adena_01
243,492101,Icon_Box_Dia_04
244,30492013,Icon_Box_Adena_01
245,30492013,Icon_Box_Adena_01
246,30492013,Icon_Box_Adena_01
247,30492303,Icon_Box_Honor_01
248,30492013,Icon_Box_Adena_01
249,30492013,Icon_Box_Adena_01
250,30492018,Icon_Box_Adena_01
251,30492015,Icon_Box_Adena_01
252,30492015,Icon_Box_Adena_01
253,30492203,Icon_Box_Achievement_01
254,30492015,Icon_Box_Adena_01
255,30492015,Icon_Box_Adena_01
256,30492015,Icon_Box_Adena_01
257,30492107,Icon_Box_Dia_04
258,30492015,Icon_Box_Adena_01
259,30492015,Icon_Box_Adena_01
260,30492020,Icon_Box_Adena_01
261,30492015,Icon_Box_Adena_01
262,30492015,Icon_Box_Adena_01
263,30492303,Icon_Box_Honor_01
264,30492015,Icon_Box_Adena_01
265,30492015,Icon_Box_Adena_01
266,30492015,Icon_Box_Adena_01
267,492023,Icon_Box_Achievement_01
268,30492015,Icon_Box_Adena_01
269,30492015,Icon_Box_Adena_01
270,30492020,Icon_Box_Adena_01
271,30492015,Icon_Box_Adena_01
272,30492015,Icon_Box_Adena_01
273,492102,Icon_Box_Dia_04
274,30492015,Icon_Box_Adena_01
275,30492015,Icon_Box_Adena_01
276,30492017,Icon_Box_Adena_01
277,30492304,Icon_Box_Honor_01
278,30492017,Icon_Box_Adena_01
279,30492017,Icon_Box_Adena_01
280,30492023,Icon_Box_Adena_01
281,30492017,Icon_Box_Adena_01
282,30492017,Icon_Box_Adena_01
283,492023,Icon_Box_Achievement_01
284,30492017,Icon_Box_Adena_01
285,30492017,Icon_Box_Adena_01
286,30492017,Icon_Box_Adena_01
287,30492108,Icon_Box_Dia_04
288,30492017,Icon_Box_Adena_01
289,30492017,Icon_Box_Adena_01
290,30492023,Icon_Box_Adena_01
291,30492017,Icon_Box_Adena_01
292,30492017,Icon_Box_Adena_01
293,30492304,Icon_Box_Honor_01
294,30492017,Icon_Box_Adena_01
295,30492017,Icon_Box_Adena_01
296,30492017,Icon_Box_Adena_01
297,492023,Icon_Box_Achievement_01
298,30492017,Icon_Box_Adena_01
299,30492017,Icon_Box_Adena_01
300,30492023,Icon_Box_Adena_01
301,30492019,Icon_Box_Adena_01
302,30492019,Icon_Box_Adena_01
303,492103,Icon_Box_Dia_04
304,30492019,Icon_Box_Adena_01
305,30492019,Icon_Box_Adena_01
306,30492019,Icon_Box_Adena_01
307,30492304,Icon_Box_Honor_01
308,30492019,Icon_Box_Adena_01
309,30492019,Icon_Box_Adena_01
310,30492025,Icon_Box_Adena_01
311,30492019,Icon_Box_Adena_01
312,30492019,Icon_Box_Adena_01
313,492023,Icon_Box_Achievement_01
314,30492019,Icon_Box_Adena_01
315,30492019,Icon_Box_Adena_01
316,30492019,Icon_Box_Adena_01
317,30492109,Icon_Box_Dia_04
318,30492019,Icon_Box_Adena_01
319,30492019,Icon_Box_Adena_01
320,30492025,Icon_Box_Adena_01
321,30492019,Icon_Box_Adena_01
322,30492019,Icon_Box_Adena_01
323,30492305,Icon_Box_Honor_01
324,30492019,Icon_Box_Adena_01
325,30492019,Icon_Box_Adena_01
326,30492021,Icon_Box_Adena_01
327,492023,Icon_Box_Achievement_01
328,30492021,Icon_Box_Adena_01
329,30492021,Icon_Box_Adena_01
330,30492026,Icon_Box_Adena_01
331,30492021,Icon_Box_Adena_01
332,30492021,Icon_Box_Adena_01
333,492104,Icon_Box_Dia_04
334,30492021,Icon_Box_Adena_01
335,30492021,Icon_Box_Adena_01
336,30492021,Icon_Box_Adena_01
337,30492305,Icon_Box_Honor_01
338,30492021,Icon_Box_Adena_01
339,30492021,Icon_Box_Adena_01
340,30492026,Icon_Box_Adena_01
341,30492021,Icon_Box_Adena_01
342,30492021,Icon_Box_Adena_01
343,30492204,Icon_Box_Achievement_01
344,30492021,Icon_Box_Adena_01
345,30492021,Icon_Box_Adena_01
346,30492021,Icon_Box_Adena_01
347,30492110,Icon_Box_Dia_04
348,30492021,Icon_Box_Adena_01
349,30492021,Icon_Box_Adena_01
350,30492026,Icon_Box_Adena_01
351,30492022,Icon_Box_Adena_01
352,30492022,Icon_Box_Adena_01
353,30492305,Icon_Box_Honor_01
354,30492022,Icon_Box_Adena_01
355,30492022,Icon_Box_Adena_01
356,30492022,Icon_Box_Adena_01
357,30492204,Icon_Box_Achievement_01
358,30492022,Icon_Box_Adena_01
359,30492022,Icon_Box_Adena_01
360,30492027,Icon_Box_Adena_01
361,30492022,Icon_Box_Adena_01
362,30492022,Icon_Box_Adena_01
363,492105,Icon_Box_Dia_04
364,30492022,Icon_Box_Adena_01
365,30492022,Icon_Box_Adena_01
366,30492022,Icon_Box_Adena_01
367,492034,Icon_Box_Honor_01
368,30492022,Icon_Box_Adena_01
369,30492022,Icon_Box_Adena_01
370,30492027,Icon_Box_Adena_01
371,30492022,Icon_Box_Adena_01
372,30492022,Icon_Box_Adena_01
373,30492204,Icon_Box_Achievement_01
374,30492022,Icon_Box_Adena_01
375,30492022,Icon_Box_Adena_01
376,30492024,Icon_Box_Adena_01
377,30492111,Icon_Box_Dia_04
378,30492024,Icon_Box_Adena_01
379,30492024,Icon_Box_Adena_01
380,30492028,Icon_Box_Adena_01
381,30492024,Icon_Box_Adena_01
382,30492024,Icon_Box_Adena_01
383,492034,Icon_Box_Honor_01
384,30492024,Icon_Box_Adena_01
385,30492024,Icon_Box_Adena_01
386,30492024,Icon_Box_Adena_01
387,30492204,Icon_Box_Achievement_01
388,30492024,Icon_Box_Adena_01
389,30492024,Icon_Box_Adena_01
390,30492028,Icon_Box_Adena_01
391,30492024,Icon_Box_Adena_01
392,30492024,Icon_Box_Adena_01
393,492106,Icon_Box_Dia_04
394,30492024,Icon_Box_Adena_01
395,30492024,Icon_Box_Adena_01
396,30492024,Icon_Box_Adena_01
397,492034,Icon_Box_Honor_01
398,30492024,Icon_Box_Adena_01
399,30492024,Icon_Box_Adena_01
400,30492028,Icon_Box_Adena_01
