Id,OptionGroup,EffectType,EffectParam
480,10507,22,133
481,10507,58,175
482,10507,60,175
483,10507,29,77
484,10507,26,77
485,10507,101,147
486,10507,102,147
487,10507,36,7
488,10507,40,7
489,10507,10,147
490,10507,11,175
491,10601,1,19
492,10601,2,19
493,10601,21,22
494,10601,22,22
495,10601,58,29
496,10601,60,29
497,10601,29,13
498,10601,26,13
499,10601,101,24
500,10601,102,24
501,10601,36,2
502,10601,40,2
503,10601,10,24
504,10601,11,29
505,10602,1,38
506,10602,2,38
507,10602,21,44
508,10602,22,44
509,10602,58,58
510,10602,60,58
511,10602,29,26
512,10602,26,26
513,10602,101,48
514,10602,102,48
515,10602,36,4
516,10602,40,4
517,10602,10,48
518,10602,11,58
519,10603,1,57
520,10603,2,57
521,10603,21,66
522,10603,22,66
523,10603,58,87
524,10603,60,87
525,10603,29,39
526,10603,26,39
527,10603,101,72
528,10603,102,72
529,10603,36,6
530,10603,40,6
531,10603,10,72
532,10603,11,87
533,10604,1,76
534,10604,2,76
535,10604,21,88
536,10604,22,88
537,10604,58,116
538,10604,60,116
539,10604,29,52
540,10604,26,52
541,10604,101,96
542,10604,102,96
543,10604,36,8
544,10604,40,8
545,10604,10,96
546,10604,11,116
547,10605,1,95
548,10605,2,95
549,10605,21,110
550,10605,22,110
551,10605,58,145
552,10605,60,145
553,10605,29,65
554,10605,26,65
555,10605,101,120
556,10605,102,120
557,10605,36,10
558,10605,40,10
559,10605,10,120
560,10605,11,145
561,10606,1,114
562,10606,2,114
563,10606,21,132
564,10606,22,132
565,10606,58,174
566,10606,60,174
567,10606,29,78
568,10606,26,78
569,10606,101,144
570,10606,102,144
571,10606,36,12
572,10606,40,12
573,10606,10,144
574,10606,11,174
575,10607,1,133
576,10607,2,133
577,10607,21,154
578,10607,22,154
579,10607,58,203
580,10607,60,203
581,10607,29,91
582,10607,26,91
583,10607,101,168
584,10607,102,168
585,10607,36,14
586,10607,40,14
587,10607,10,168
588,10607,11,203
589,10701,1,22
590,10701,2,22
591,10701,21,25
592,10701,22,25
593,10701,58,33
594,10701,60,33
595,10701,29,15
596,10701,26,15
597,10701,101,28
598,10701,102,28
599,10701,36,2
600,10701,40,2
601,10701,10,27
602,10701,11,33
603,10702,1,44
604,10702,2,44
605,10702,21,50
606,10702,22,50
607,10702,58,66
608,10702,60,66
609,10702,29,30
610,10702,26,30
611,10702,101,56
612,10702,102,56
613,10702,36,4
614,10702,40,4
615,10702,10,54
616,10702,11,66
617,10703,1,66
618,10703,2,66
619,10703,21,75
620,10703,22,75
621,10703,58,99
622,10703,60,99
623,10703,29,45
624,10703,26,45
625,10703,101,84
626,10703,102,84
627,10703,36,6
628,10703,40,6
629,10703,10,81
630,10703,11,99
631,10704,1,88
632,10704,2,88
633,10704,21,100
634,10704,22,100
635,10704,58,132
636,10704,60,132
637,10704,29,60
638,10704,26,60
639,10704,101,112
640,10704,102,112
641,10704,36,8
642,10704,40,8
643,10704,10,108
644,10704,11,132
645,10705,1,110
646,10705,2,110
647,10705,21,125
648,10705,22,125
649,10705,58,165
650,10705,60,165
651,10705,29,75
652,10705,26,75
653,10705,101,140
654,10705,102,140
655,10705,36,10
656,10705,40,10
657,10705,10,135
658,10705,11,165
659,10706,1,132
660,10706,2,132
661,10706,21,150
662,10706,22,150
663,10706,58,198
664,10706,60,198
665,10706,29,90
666,10706,26,90
667,10706,101,168
668,10706,102,168
669,10706,36,12
670,10706,40,12
671,10706,10,162
672,10706,11,198
673,10707,1,154
674,10707,2,154
675,10707,21,175
676,10707,22,175
677,10707,58,231
678,10707,60,231
679,10707,29,105
680,10707,26,105
681,10707,101,196
682,10707,102,196
683,10707,36,14
684,10707,40,14
685,10707,10,189
686,10707,11,231
687,10801,1,24
688,10801,2,24
689,10801,21,28
690,10801,22,28
691,10801,58,37
692,10801,60,37
693,10801,29,16
694,10801,26,16
695,10801,101,31
696,10801,102,31
697,10801,36,2
698,10801,40,2
699,10801,10,30
700,10801,11,37
701,10802,1,48
702,10802,2,48
703,10802,21,56
704,10802,22,56
705,10802,58,74
706,10802,60,74
707,10802,29,32
708,10802,26,32
709,10802,101,62
710,10802,102,62
711,10802,36,4
712,10802,40,4
713,10802,10,60
714,10802,11,74
715,10803,1,72
716,10803,2,72
717,10803,21,84
718,10803,22,84
719,10803,58,111
720,10803,60,111
721,10803,29,48
722,10803,26,48
723,10803,101,93
724,10803,102,93
725,10803,36,6
726,10803,40,6
727,10803,10,90
728,10803,11,111
729,10804,1,96
730,10804,2,96
731,10804,21,112
732,10804,22,112
733,10804,58,148
734,10804,60,148
735,10804,29,64
736,10804,26,64
737,10804,101,124
738,10804,102,124
739,10804,36,8
740,10804,40,8
741,10804,10,120
742,10804,11,148
743,10805,1,120
744,10805,2,120
745,10805,21,140
746,10805,22,140
747,10805,58,185
748,10805,60,185
749,10805,29,80
750,10805,26,80
751,10805,101,155
752,10805,102,155
753,10805,36,10
754,10805,40,10
755,10805,10,150
756,10805,11,185
757,10806,1,144
758,10806,2,144
759,10806,21,168
760,10806,22,168
761,10806,58,222
762,10806,60,222
763,10806,29,96
764,10806,26,96
765,10806,101,186
766,10806,102,186
767,10806,36,12
768,10806,40,12
769,10806,10,180
770,10806,11,222
771,10807,1,168
772,10807,2,168
773,10807,21,196
774,10807,22,196
775,10807,58,259
776,10807,60,259
777,10807,29,112
778,10807,26,112
779,10807,101,217
780,10807,102,217
781,10807,36,14
782,10807,40,14
783,10807,10,210
784,10807,11,259
785,10901,1,29
786,10901,2,29
787,10901,21,34
788,10901,22,34
789,10901,58,46
790,10901,60,46
791,10901,29,21
792,10901,26,21
793,10901,101,39
794,10901,102,39
795,10901,36,3
796,10901,40,3
797,10901,10,38
798,10901,11,46
799,10902,1,58
800,10902,2,58
801,10902,21,68
802,10902,22,68
803,10902,58,92
804,10902,60,92
805,10902,29,42
806,10902,26,42
807,10902,101,78
808,10902,102,78
809,10902,36,6
810,10902,40,6
811,10902,10,76
812,10902,11,92
813,10903,1,87
814,10903,2,87
815,10903,21,102
816,10903,22,102
817,10903,58,138
818,10903,60,138
819,10903,29,63
820,10903,26,63
821,10903,101,117
822,10903,102,117
823,10903,36,9
824,10903,40,9
825,10903,10,114
826,10903,11,138
827,10904,1,116
828,10904,2,116
829,10904,21,136
830,10904,22,136
831,10904,58,184
832,10904,60,184
833,10904,29,84
834,10904,26,84
835,10904,101,156
836,10904,102,156
837,10904,36,12
838,10904,40,12
839,10904,10,152
840,10904,11,184
841,10905,1,145
842,10905,2,145
843,10905,21,170
844,10905,22,170
845,10905,58,230
846,10905,60,230
847,10905,29,105
848,10905,26,105
849,10905,101,195
850,10905,102,195
851,10905,36,15
852,10905,40,15
853,10905,10,190
854,10905,11,230
855,10906,1,174
856,10906,2,174
857,10906,21,204
858,10906,22,204
859,10906,58,276
860,10906,60,276
861,10906,29,126
862,10906,26,126
863,10906,101,234
864,10906,102,234
865,10906,36,18
866,10906,40,18
867,10906,10,228
868,10906,11,276
869,10907,1,203
870,10907,2,203
871,10907,21,238
872,10907,22,238
873,10907,58,322
874,10907,60,322
875,10907,29,147
876,10907,26,147
877,10907,101,273
878,10907,102,273
879,10907,36,21
880,10907,40,21
881,10907,10,266
882,10907,11,322
883,11001,1,37
884,11001,2,37
885,11001,21,43
886,11001,22,43
887,11001,58,56
888,11001,60,56
889,11001,29,25
890,11001,26,25
891,11001,101,47
892,11001,102,47
893,11001,36,4
894,11001,40,4
895,11001,10,46
896,11001,11,56
897,11002,1,74
898,11002,2,74
899,11002,21,86
900,11002,22,86
901,11002,58,112
902,11002,60,112
903,11002,29,50
904,11002,26,50
905,11002,101,94
906,11002,102,94
907,11002,36,8
908,11002,40,8
909,11002,10,92
910,11002,11,112
911,11003,1,111
912,11003,2,111
913,11003,21,129
914,11003,22,129
915,11003,58,168
916,11003,60,168
917,11003,29,75
918,11003,26,75
919,11003,101,141
920,11003,102,141
921,11003,36,12
922,11003,40,12
923,11003,10,138
924,11003,11,168
925,11004,1,148
926,11004,2,148
927,11004,21,172
928,11004,22,172
929,11004,58,224
930,11004,60,224
931,11004,29,100
932,11004,26,100
933,11004,101,188
934,11004,102,188
935,11004,36,16
936,11004,40,16
937,11004,10,184
938,11004,11,224
939,11005,1,185
940,11005,2,185
941,11005,21,215
942,11005,22,215
943,11005,58,280
944,11005,60,280
945,11005,29,125
946,11005,26,125
947,11005,101,235
948,11005,102,235
949,11005,36,20
950,11005,40,20
951,11005,10,230
952,11005,11,280
953,11006,1,222
954,11006,2,222
955,11006,21,258
956,11006,22,258
957,11006,58,336
958,11006,60,336
959,11006,29,150
960,11006,26,150
961,11006,101,282
962,11006,102,282
963,11006,36,24
964,11006,40,24
965,11006,10,276
966,11006,11,336
967,11007,1,259
968,11007,2,259
969,11007,21,301
970,11007,22,301
971,11007,58,392
972,11007,60,392
973,11007,29,175
974,11007,26,175
975,11007,101,329
976,11007,102,329
977,11007,36,28
978,11007,40,28
979,11007,10,322
980,11007,11,392
981,11101,1,41
982,11101,2,41
983,11101,21,48
984,11101,22,48
985,11101,58,62
986,11101,60,62
987,11101,29,28
988,11101,26,28
989,11101,101,52
990,11101,102,52
991,11101,36,4
992,11101,40,4
993,11101,10,51
994,11101,11,62
995,11102,1,82
996,11102,2,82
997,11102,21,96
998,11102,22,96
999,11102,58,124
1000,11102,60,124
1001,11102,29,56
1002,11102,26,56
1003,11102,101,104
1004,11102,102,104
1005,11102,36,8
1006,11102,40,8
1007,11102,10,102
1008,11102,11,124
1009,11103,1,123
1010,11103,2,123
1011,11103,21,144
1012,11103,22,144
1013,11103,58,186
1014,11103,60,186
1015,11103,29,84
1016,11103,26,84
1017,11103,101,156
1018,11103,102,156
1019,11103,36,12
1020,11103,40,12
1021,11103,10,153
1022,11103,11,186
1023,11104,1,164
1024,11104,2,164
1025,11104,21,192
1026,11104,22,192
1027,11104,58,248
1028,11104,60,248
1029,11104,29,112
1030,11104,26,112
1031,11104,101,208
1032,11104,102,208
1033,11104,36,16
1034,11104,40,16
1035,11104,10,204
1036,11104,11,248
1037,11105,1,205
1038,11105,2,205
1039,11105,21,240
1040,11105,22,240
1041,11105,58,310
1042,11105,60,310
1043,11105,29,140
1044,11105,26,140
1045,11105,101,260
1046,11105,102,260
1047,11105,36,20
1048,11105,40,20
1049,11105,10,255
1050,11105,11,310
1051,11106,1,246
1052,11106,2,246
1053,11106,21,288
1054,11106,22,288
1055,11106,58,372
1056,11106,60,372
1057,11106,29,168
1058,11106,26,168
1059,11106,101,312
1060,11106,102,312
1061,11106,36,24
1062,11106,40,24
1063,11106,10,306
1064,11106,11,372
1065,11107,1,287
1066,11107,2,287
1067,11107,21,336
1068,11107,22,336
1069,11107,58,434
1070,11107,60,434
1071,11107,29,196
1072,11107,26,196
1073,11107,101,364
1074,11107,102,364
1075,11107,36,28
1076,11107,40,28
1077,11107,10,357
1078,11107,11,434
1079,11201,1,45
1080,11201,2,45
1081,11201,21,52
1082,11201,22,52
1083,11201,58,68
1084,11201,60,68
1085,11201,29,31
1086,11201,26,31
1087,11201,101,57
1088,11201,102,57
1089,11201,36,4
1090,11201,40,4
1091,11201,10,56
1092,11201,11,68
1093,11202,1,90
1094,11202,2,90
1095,11202,21,104
1096,11202,22,104
1097,11202,58,136
1098,11202,60,136
1099,11202,29,62
1100,11202,26,62
1101,11202,101,114
1102,11202,102,114
1103,11202,36,8
1104,11202,40,8
1105,11202,10,112
1106,11202,11,136
1107,11203,1,135
1108,11203,2,135
1109,11203,21,156
1110,11203,22,156
1111,11203,58,204
1112,11203,60,204
1113,11203,29,93
1114,11203,26,93
1115,11203,101,171
1116,11203,102,171
1117,11203,36,12
1118,11203,40,12
1119,11203,10,168
1120,11203,11,204
1121,11204,1,180
1122,11204,2,180
1123,11204,21,208
1124,11204,22,208
1125,11204,58,272
1126,11204,60,272
1127,11204,29,124
1128,11204,26,124
1129,11204,101,228
1130,11204,102,228
1131,11204,36,16
1132,11204,40,16
1133,11204,10,224
1134,11204,11,272
1135,11205,1,225
1136,11205,2,225
1137,11205,21,260
1138,11205,22,260
1139,11205,58,340
1140,11205,60,340
1141,11205,29,155
1142,11205,26,155
1143,11205,101,285
1144,11205,102,285
1145,11205,36,20
1146,11205,40,20
1147,11205,10,280
1148,11205,11,340
1149,11206,1,270
1150,11206,2,270
1151,11206,21,312
1152,11206,22,312
1153,11206,58,408
1154,11206,60,408
1155,11206,29,186
1156,11206,26,186
1157,11206,101,342
1158,11206,102,342
1159,11206,36,24
1160,11206,40,24
1161,11206,10,336
1162,11206,11,408
1163,11207,1,315
1164,11207,2,315
1165,11207,21,364
1166,11207,22,364
1167,11207,58,476
1168,11207,60,476
1169,11207,29,217
1170,11207,26,217
1171,11207,101,399
1172,11207,102,399
1173,11207,36,28
1174,11207,40,28
1175,11207,10,392
1176,11207,11,476
