Id,GroupId,PortraitTexture,Duration,Delay,Sound,GuideOnly
173,215,DarkAssociation_01_02,3,,,0
174,216,Fernel,3,,,0
175,216,Fernel,3,,,0
179,218,DarkAssociation_01_02,3,,,0
180,301,Resident_04_03,2,,,0
182,303,Resident_04,2,,,0
186,307,CatTheCat_01,3,1,,0
187,307,CatTheCat_01,3,,,0
188,307,CatTheCat_01,3,,,0
189,308,Icon_MonsterCore_OlMahumArcher,3,1,,0
190,308,student,2,,,0
191,308,Icon_MonsterCore_OlMahumChampion,3,,,0
192,308,Icon_MonsterCore_OlMahumChampion,2,,,0
193,309,Icon_MonsterCore_OlMahumArcher,2,1,,0
194,309,student,2,,,0
195,310,Aimel,3,1,,0
196,310,Aimel,3,,,0
197,310,Aimel,3,,,0
198,310,Aimel,3,,,0
199,310,Aimel,3,,,0
200,310,Aimel,3,,,0
204,313,CityGuard_01_02,3,,,0
205,313,Icon_MonsterCore_PiratesZombieOfficer,3,,,0
206,314,Icon_MonsterCore_PiratesZombieCaptain,3,,,0
207,315,Magician_01_04,3,1,,0
208,315,Magician_01_04,3,,,0
209,315,Magician_01_04,3,,,0
210,315,Magician_01_04,3,,,0
211,316,ArmorMerchant_01,2,,,0
212,316,ArmorMerchant_01,3,,,0
213,317,ArmorMerchant_01,3,,,0
214,318,ArmorMerchant_01,3,,,0
215,318,ArmorMerchant_01,3,5,,0
216,318,ArmorMerchant_01,2,,,0
217,319,CityGuard_01_02,3,,,0
218,320,CityGuard_01_02,3,1,,0
219,320,CityGuard_01_02,3,,,0
220,321,ArmorMerchant_01,2,1,,0
221,321,CityGuard_01_02,3,,,0
222,322,ArmorMerchant_01,3,,,0
223,322,ArmorMerchant_01,3,,,0
224,323,WarehouseKeeper,3,1,,0
225,324,Icon_MonsterCore_OlMahumArcher,3,1,,0
226,325,CatTheCat_01,2,,,0
229,328,Icon_MonsterCore_OlMahumChampion,2,,,0
230,329,Icon_MonsterCore_OlMahumChampion,3,1,,0
231,330,Icon_MonsterCore_PiratesZombieOfficer,3,1,,0
232,330,Icon_MonsterCore_PiratesZombieOfficer,3,,,0
233,330,Officer_01_02,3,,,0
234,331,Icon_MonsterCore_PiratesZombieOfficer,3,1,,0
236,333,Officer_01_02,3,,,0
1257,334,Icon_MonsterCore_OlMahumChampion,2,0,,0
1258,334,Icon_MonsterCore_OlMahumChampion,2,1,,0
1259,334,Icon_MonsterCore_OlMahumChampion,2,0,,0
1260,335,Icon_MonsterCore_OlMahumChampion,2,0,,0
1261,335,Icon_MonsterCore_OlMahumChampion,2,0,,0
1262,335,Icon_MonsterCore_OlMahumChampion,2,0,,0
1269,338,CityGuard_01_02,2,0,,0
1270,338,CityGuard_01_02,2,1,,0
1271,339,CityGuard_01_02,2,0,,0
1284,339,Icon_MonsterCore_OlMahumChampion,2,1,,0
2289,340,CatTheCat_01_02,2,0,,0
2290,341,CatTheCat_01_02,2,0,,0
2291,341,CatTheCat_01_02,2,1,,0
2292,342,CatTheCat_01_02,2,0,,0
2293,342,CatTheCat_01_02,2,1,,0
2294,343,CatTheCat_01_03,2,0,,0
2295,344,CatTheCat_01_03,2,0,,0
2296,345,CatTheCat_01_03,2,1,,0
2297,345,CatTheCat_01_03,2,0,,0
2298,346,CatTheCat_01_03,2,1,,0
2299,346,Icon_MonsterCore_OlMahumScout,2,0,,0
2300,346,Icon_MonsterCore_OlMahumScout,2,0,,0
2301,347,Resident_03,2,0,,0
2302,348,Resident_02,1,0,,0
2303,348,Resident_02,1,0,,0
2304,348,Resident_02,1,0,,0
2305,349,Resident_02,2,0,,0
2306,349,Resident_02,2,1,,0
2307,350,Icon_MonsterCore_KingBugbear,2,0,,0
2308,350,Icon_MonsterCore_KingBugbear,2,0,,0
2309,351,Resident_03_02,2,0,,0
2310,351,Resident_03_02,2,1,,0
2311,352,Icon_MonsterCore_DarkAssociation,2,1,,0
2312,352,Icon_MonsterCore_DarkAssociation,2,1,,0
2313,353,SmeltingMerchant_01_02,2,0,,0
2314,353,SmeltingMerchant_01_02,2,0,,0
2315,354,Icon_MonsterCore_OlMahumScout,2,0,,0
2316,355,Icon_MonsterCore_OlMahumScout,2,0,,0
2317,355,Icon_MonsterCore_OlMahumScout,2,0,,0
2408,356,Resident_02,2,0,,0
2409,356,Resident_02,2,1,,0
2410,357,CatTheCat_01_02,2,0,,0
2411,357,CatTheCat_01_02,2,1,,0
2412,358,Icon_MonsterCore_OlMahumScout,2,0,,0
2413,358,Icon_MonsterCore_OlMahumScout,2,1,,0
2414,358,Icon_MonsterCore_OlMahumScout,2,1,,0
2415,359,Icon_MonsterCore_OlMahumScout,2,0,,0
2416,359,SmeltingMerchant_01_02,2,0,,0
2417,359,SmeltingMerchant_01_02,2,1,,0
4807,360,CatTheCat_01_03,2,,,0
4808,360,CatTheCat_01_03,2,,,0
4809,360,CatTheCat_01_03,2,,,0
238,402,Icon_MonsterCore_KaimVanul,2,,,0
239,403,ItemMerchant_01,3,,,0
240,404,Icon_MonsterCore_LetoLizardmanWarrior,3,,,0
241,405,WarehouseKeeper,2,,,0
242,406,ItemMerchant_01,2,,,0
243,407,LittleGirl_01,1.5,,,0
244,407,ItemMerchant_01,2,,,0
245,408,Icon_MonsterCore_LetoLizardmanScout,3,,,0
246,409,Icon_MonsterCore_LetoLizardmanWarrior,3,1,,0
247,410,Icon_MonsterCore_LetoLizardmanShaman,3,1,,0
248,410,Icon_MonsterCore_LetoLizardmanShaman,4,,,0
249,411,TemplePriest_01_03,3,1,,0
250,411,TemplePriest_01_03,3,,,0
251,412,TemplePriest_01_03,3,,,0
252,413,Officer_01_02,3,,,0
253,414,Aimel,3,,,0
254,414,Aimel,3,,,0
255,414,Resident_01,3,,,0
256,414,Resident_01,3,,,0
257,414,Resident_01,3,,,0
258,414,Resident_01,3,,,0
272,422,Magician,3,0,,0
273,423,DarkAssociation_01_03,3,0,,0
274,424,ArmorMerchant_01,2,1,,0
275,424,Aimel,2,0,,0
276,424,Aimel,3,2,,0
277,424,Aimel,3,0,,0
278,424,Aimel,4,0,,0
279,424,Aimel,4,0,,0
280,424,Aimel,3,0,,0
281,424,Aimel,4,0,,0
282,424,Aimel,4,0,,0
283,424,Aimel,4,0,,0
284,424,Aimel,4,0,,0
285,424,Aimel,3,0,,0
286,424,Aimel,3,0,,0
287,425,Aimel,3,1,,0
288,426,CityGuard_01_02,3,0,,0
289,427,HardinsFollower,3,1,,0
290,428,Officer_01_02,3,1,,0
291,429,CityGuard_01_02,3,1,,0
292,429,Officer_01_02,3,,,0
293,430,Officer_01_02,3,1,,0
294,431,CityGuard_01_02,2,1,,0
295,431,Icon_MonsterCore_KingBugbear,2,2,,0
296,431,CityGuard_01_02,2,1,,0
297,431,CityGuard_01_02,2,1,,0
298,431,Officer_02_02,2,,,0
299,431,Officer_02_02,2,,,0
300,438,Resident_02,3,,,0
301,438,Icon_MonsterCore_MailleLizardmanScout,3,1,,0
302,432,Resident_02,2,,,0
303,432,Icon_MonsterCore_MailleLizardmanWarrior,3,1,,0
304,432,Icon_MonsterCore_MailleLizardmanScout,3,,,0
305,432,Icon_MonsterCore_MailleLizardmanScout,3,,,0
307,433,Resident_02,2,,,0
308,433,Resident_02,2,,,0
309,433,Icon_MonsterCore_MailleLizardmanScout,2,1,,0
310,433,Icon_MonsterCore_MailleLizardmanScout,3,,,0
311,433,Icon_MonsterCore_MailleLizardmanScout,3,,,0
312,434,Icon_MonsterCore_PortraitSpirit,3,,,0
313,434,Icon_MonsterCore_PortraitSpirit,2,,,0
314,434,Icon_MonsterCore_PortraitSpirit,3,,,0
317,435,Officer_01_02,2,,,0
318,435,Officer_01_02,2,,,0
320,435,Icon_MonsterCore_TurekOrcGeneral,2,,,0
324,435,Icon_MonsterCore_TurekOrcGeneral,2,,,0
325,437,CityGuard_01_02,3,,,0
326,437,CityGuard_01_02,3,,,0
327,437,CityGuard_01_02,3,,,0
328,437,CityGuard_01_02,3,,,0
329,437,CityGuard_01_02,3,,,0
1204,441,CityGuard_01_02,2,,,0
1272,442,Officer_01_02,2,0,,0
1273,442,Officer_01_02,2,0,,0
1274,443,Icon_MonsterCore_TurekOrcSkirmisher,2,0,,0
1275,443,Icon_MonsterCore_TurekOrcSkirmisher,2,0,,0
1276,443,Icon_MonsterCore_TurekOrcSkirmisher,2,0,,0
1279,445,Icon_MonsterCore_TurekOrcSkirmisher,2,0,,0
1280,445,Icon_MonsterCore_TurekOrcSkirmisher,2,0,,0
1281,445,Icon_MonsterCore_TurekOrcSkirmisher,2,0,,0
1287,447,CityGuard_01_02,2,2,,0
1288,448,Icon_MonsterCore_TurekOrcSkirmisher,2,1,,0
1830,448,Icon_MonsterCore_TurekOrcSkirmisher,2,,,0
1831,448,Icon_MonsterCore_TurekOrcSkirmisher,2,,,0
1562,449,Icon_MonsterCore_TurekOrcSkirmisher,2,1,,0
1563,449,Icon_MonsterCore_TurekOrcSkirmisher,2,1,,0
1564,450,Resident_03_02,2,0,,0
1565,450,Resident_03_02,2,0,,0
1566,451,Icon_MonsterCore_Skeleton,2,0,,0
1567,451,Icon_MonsterCore_Skeleton,2,1,,0
1568,452,Resident_03_02,2,0,,0
1569,452,Resident_03_02,2,0,,0
1570,453,Icon_MonsterCore_Skeleton,2,0,,0
1571,453,Icon_MonsterCore_Skeleton,2,1,,0
1572,454,Resident_03_02,2,0,,0
1573,454,Resident_03_02,2,0,,0
2418,455,CatTheCat_01_03,2,0,,0
2419,455,CatTheCat_01_03,2,1,,0
2420,456,Icon_MonsterCore_MailleLizardmanWarrior,2,0,,0
2421,456,Icon_MonsterCore_MailleLizardmanWarrior,2,0,,0
2422,457,Icon_MonsterCore_MailleLizardmanWarrior,2,1,,0
2423,457,Icon_MonsterCore_MailleLizardmanWarrior,2,1,,0
2424,458,SmeltingMerchant_01_02,2,0,,0
2425,458,SmeltingMerchant_01_02,2,0,,0
2426,458,SmeltingMerchant_01_02,2,0,,0
2427,459,SmeltingMerchant_01_02,2,0,,0
2428,459,SmeltingMerchant_01_02,2,0,,0
2429,460,SmeltingMerchant_01_02,2,0,,0
2430,461,CityGuard_01_02,2,0,,0
2431,461,CityGuard_01_02,2,0,,0
2432,461,CityGuard_01_02,2,0,,0
2433,462,CityGuard_01_02,2,0,,0
2434,462,CityGuard_01_02,2,0,,0
2435,462,CityGuard_01_02,2,0,,0
2436,462,CityGuard_01_02,2,0,,0
2437,463,SmeltingMerchant_01_03,2,0,,0
2438,463,SmeltingMerchant_01_03,2,0,,0
2439,464,SmeltingMerchant_01_03,2,0,,0
2767,465,Icon_MonsterCore_MailleLizardmanWarrior,2,0,,0
2440,465,SmeltingMerchant_01_03,2,0,,0
2768,465,Icon_MonsterCore_MailleLizardmanWarrior,2,0,,0
2441,466,SmeltingMerchant_01_03,2,0,,0
2442,467,Magician_01_03,2,0,,0
2443,467,Magician_01_03,2,1,,0
2444,468,Magician_01_03,2,0,,0
2445,468,Magician_01_03,2,1,,0
2446,469,Icon_MonsterCore_LetoLizardmanShaman,2,0,,0
2447,469,Icon_MonsterCore_LetoLizardmanShaman,2,1,,0
2448,470,Officer_01_02,2,0,,0
2449,470,Officer_01_02,2,1,,0
2450,471,CityGuard_01_02,2,0,,0
2451,472,CityGuard_01_02,2,0,,0
2452,472,Icon_MonsterCore_TurekOrcArcher,2,1,,0
2453,472,Icon_MonsterCore_TurekOrcArcher,2,1,,0
2454,473,CityGuard_01_02,2,2,,0
2455,473,CityGuard_01_02,2,1,,0
2456,474,CityGuard_01_02,2,0,,0
2457,474,CityGuard_01_02,2,0,,0
2458,475,CityGuard_01_02,2,0,,0
2459,475,CityGuard_01_02,2,0,,0
2460,476,CityGuard_01_02,2,0,,0
2461,477,CityGuard_01_02,2,0,,0
2462,477,CityGuard_01_02,2,0,,0
2463,477,CityGuard_01_02,2,0,,0
2464,478,SmeltingMerchant_01_02,2,0,,0
2759,479,Officer_01_02,2,0,,0
2760,480,Icon_MonsterCore_TurekOrcSkirmisher,2,0,,0
2761,480,Icon_MonsterCore_TurekOrcSkirmisher,2,1,,0
2762,480,Officer_01_02,2,0,,0
2763,480,Officer_01_02,2,0,,0
2764,481,CityGuard_01_02,2,2,,0
2765,482,CityGuard_01_02,2,0,,0
2766,482,CityGuard_01_02,2,0,,0
337,501,DarkAssociation,2,3,,0
338,501,DarkAssociation,2,1,,0
1410,501,Icon_MonsterCore_Skeleton,2,1,,0
1411,501,CityGuard_01_02,2,1,,0
1412,501,CityGuard_01_02,3,1,,0
1413,501,CityGuard_01_02,3,1,,0
1414,501,CityGuard_01_02,3,2,,0
1415,501,CityGuard_01_02,3,2,,0
1416,501,CityGuard_01_02,3,2,,0
339,502,Officer_01_02,2,2,,0
340,502,DarkAssociation,2,3,,0
341,502,DarkAssociation,2,2,,0
342,502,DarkAssociation,2,2,,0
343,502,DarkAssociation,2,2,,0
344,503,Officer_01_02,2,3,,0
345,503,Officer_01_02,3,2,,0
346,503,DarkAssociation,3,2,,0
347,503,Officer_01_02,3,2,,0
348,503,Officer_01_02,3,2,,0
349,503,Officer_01_02,3,1,,0
1588,505,UnKnown_Male,3,,,0
1589,505,UnKnown_Male,3,,,0
1590,505,UnKnown_Male,3,,,0
1591,505,student,3,1,,0
1592,505,student,3,,,0
1593,505,student,3,,,0
1594,505,student,3,,,0
350,504,UnKnown_Male,2,2,,0
351,504,UnKnown_Male,2,2,,0
352,504,UnKnown_Male,2,2,,0
360,506,Icon_MonsterCore_TurekOrcGeneral,2,2,,0
361,506,Icon_MonsterCore_TurekOrcGeneral,2,2,,0
362,506,Icon_MonsterCore_TurekOrcGeneral,2,2,,0
363,506,Officer_02_02,2,2,,0
364,506,Officer_02_02,3,2,,0
365,506,Officer_02_02,2,2,,0
366,506,Officer_02_02,2,2,,0
367,506,Officer_02_02,2,2,,0
368,506,Officer_02_02,2,2,,0
369,506,Officer_02_02,2,2,,0
370,507,Icon_MonsterCore_TurekOrcGeneral,2,2,,0
371,507,Officer_01_02,2,2,,0
372,507,Officer_01_02,2,1,,0
377,511,Magician_01_04,2,2,,0
378,511,CityGuard_01_02,2,1,,0
379,511,Icon_MonsterCore_TurekOrcGeneral,2,1,,0
380,511,Magician_01_04,2,1,,0
381,512,student,3,2,,0
382,512,student,3,3,,0
383,512,student,3,3,,0
384,512,student,3,3,,0
385,512,student,2,2,,0
388,514,Officer_01_02,2,2,,0
389,515,CityGuard_01_02,2,2,,0
390,515,CityGuard_01_02,3,,,0
391,515,CityGuard_01_02,3,,,0
392,516,CityGuard_01_02,3,2,,0
393,516,CityGuard_01_02,3,,,0
394,516,CityGuard_01_02,3,,,0
395,517,Resident_04_03,3,2,,0
396,517,Resident_04_03,3,2,,0
397,517,Resident_04_03,3,2,,0
398,517,Resident_04_03,3,,,0
399,518,Student,3,2,,0
400,518,Student,3,2,,0
401,518,Student,3,2,,0
402,518,Student,3,2,,0
403,518,Student,3,2,,0
404,518,Student,3,2,,0
405,518,Student,3,2,,0
406,518,Student,3,2,,0
407,519,Officer_02_02,2,1,,0
408,519,Officer_02_02,2,,,0
409,519,Officer_02_02,2,,,0
1595,520,Student,3,2,,0
1596,520,Student,3,,,0
1597,520,UnKnown_Male,3,1,,0
1598,520,UnKnown_Male,3,,,0
1599,520,UnKnown_Male,3,,,0
1600,520,Student,3,,,0
1601,521,UnKnown_Male,3,1,,0
1602,521,UnKnown_Male,3,,,0
1603,522,UnKnown_Male,3,1,,0
1604,522,UnKnown_Male,3,,,0
1605,522,Icon_MonsterCore_DeathFire,3,,,0
427,524,CityGuard_01_02,3,2,,0
428,524,Magician_01_04,3,,,0
429,524,Officer_01_02,3,,,0
430,524,Magician_01_04,3,,,0
431,525,Hardin,3,2,,0
432,525,Hardin,3,,,0
433,525,Hardin,3,,,0
434,525,Hardin,3,,,0
435,526,Hardin,3,2,,0
436,526,Hardin,2,,,0
437,526,Hardin,3,,,0
438,526,Hardin,3,,,0
439,526,Hardin,3,,,0
440,527,Hardin,3,2,,0
441,527,Hardin,3,,,0
442,527,Hardin,3,,,0
447,529,CityGuard_01_02,2,1,,0
448,529,CityGuard_01_02,2,,,0
449,530,Icon_MonsterCore_NeerCrawler,2,,,0
450,530,Icon_MonsterCore_NeerCrawler,3,,,0
451,530,Icon_MonsterCore_NeerCrawler,2,,,0
1536,530,CityGuard_01_02,2,1,,0
1537,530,CityGuard_01_02,2,,,0
1538,530,CityGuard_01_02,2,,,0
452,531,ArmorMerchant_01,2,,,0
453,531,ArmorMerchant_01,2,,,0
454,531,ArmorMerchant_01,2,,,0
455,532,Icon_MonsterCore_OlMahumChampion,2,,,0
456,532,Icon_MonsterCore_OlMahumChampion,2,,,0
457,532,Icon_MonsterCore_OlMahumChampion,2,,,0
1545,532,ArmorMerchant_01,2,1,,0
1546,532,Icon_MonsterCore_OlMahumChampion,2,1,,0
1547,532,Icon_MonsterCore_OlMahumChampion,2,,,0
1548,532,Icon_MonsterCore_OlMahumChampion,2,,,0
458,532,ArmorMerchant_01,2,,,0
459,532,ArmorMerchant_01,2,,,0
460,532,Icon_MonsterCore_OlMahumChampion,2,,,0
461,533,Icon_MonsterCore_PortraitSpirit,2,,,0
462,533,Icon_MonsterCore_PortraitSpirit,2,,,0
463,533,Icon_MonsterCore_PortraitSpirit,2,,,0
464,533,Icon_MonsterCore_PortraitSpirit,2,,,0
465,534,Icon_MonsterCore_WarHound,2,2,,0
466,534,Icon_MonsterCore_WarHound,2,,,0
1609,535,CityGuard_01_02,3,1,,0
1610,535,CityGuard_01_02,3,,,0
1312,536,Teleporter_01_02,3,,,0
1507,536,Teleporter_01_02,3,,,0
1313,537,Icon_MonsterCore_TurekOrcGeneral,3,,,0
1315,539,Icon_MonsterCore_DeathFire,3,,,0
1316,539,Icon_MonsterCore_TurekOrcGeneral,3,,,0
1317,539,Icon_MonsterCore_TurekOrcGeneral,3,,,0
1318,539,Teleporter_01_02,3,,,0
1319,539,Teleporter_01_02,3,,,0
1320,539,Icon_MonsterCore_DeathFire,3,,,0
1321,539,Icon_MonsterCore_DeathFire,3,,,0
1322,539,Icon_MonsterCore_DeathFire,3,,,0
1323,540,Icon_MonsterCore_TurekOrcSkirmisher,3,,,0
1324,540,Icon_MonsterCore_TurekOrcSkirmisher,3,,,0
1325,540,Icon_MonsterCore_TurekOrcSkirmisher,3,,,0
1510,545,Resident_04_03,3,,,0
1330,541,Icon_MonsterCore_TurekOrcGeneral,5,,,0
1327,546,Icon_MonsterCore_TurekOrcGeneral,3,,,0
1329,546,Icon_MonsterCore_TurekOrcGeneral,3,,,0
1417,543,Icon_MonsterCore_NeerCrawler,2,,,0
1418,543,Icon_MonsterCore_NeerCrawler,3,2,,0
1419,543,Icon_MonsterCore_NeerCrawler,3,2,,0
1420,543,Icon_MonsterCore_NeerCrawler,3,2,,0
1421,543,Icon_MonsterCore_NeerCrawler,3,2,,0
1539,550,DarkAssociation,3,0,,0
1540,550,DarkAssociation,3,0,,0
1541,550,DarkAssociation,3,0,,0
1542,550,DarkAssociation,3,0,,0
1543,550,DarkAssociation,3,0,,0
1544,550,DarkAssociation,3,0,,0
1582,551,Icon_MonsterCore_TurekOrcGeneral,3,0,,0
1583,551,Icon_MonsterCore_TurekOrcGeneral,3,0,,0
1584,551,Icon_MonsterCore_TurekOrcGeneral,3,0,,0
1585,551,Icon_MonsterCore_TurekOrcGeneral,3,0,,0
1586,552,Magician_01_04,3,0,,0
1587,552,Magician_01_04,3,0,,0
2318,553,Resident_05_02,3,0,,0
2319,553,Resident_05_02,3,0,,0
2320,553,Resident_05_02,3,0,,0
2321,554,Resident_05_02,2,0,,0
2322,554,Resident_05_02,3,0,,0
2323,555,Resident_05_02,2,0,,0
2324,555,DarkAssociation_01_04,3,0,,0
2325,555,Resident_05_02,2,0,,0
2326,555,DarkAssociation_01_04,3,0,,0
2327,555,Resident_05_02,2,0,,0
2328,556,DarkAssociation_01_04,2,0,,0
2329,556,Resident_05_02,2,0,,0
2335,559,Resident_05_02,2,0,,0
2336,559,Resident_05_02,3,0,,0
2337,559,Resident_05_02,2,0,,0
2338,560,Magician_01_03,3,0,,0
2339,560,Magician_01_03,3,0,,0
2340,561,WarehouseKeeper,3,0,,0
2341,561,WarehouseKeeper,3,0,,0
2342,561,WarehouseKeeper,2,0,,0
2343,561,WarehouseKeeper,2,0,,0
2344,561,WarehouseKeeper,2,0,,0
2345,562,DarkAssociation_01_04,3,0,,0
2346,562,DarkAssociation_01_04,2,0,,0
2347,562,WarehouseKeeper,2,0,,0
2348,562,DarkAssociation_01_04,3,0,,0
2349,562,DarkAssociation_01_04,2,0,,0
2357,565,CatTheCat_01_02,2,0,,0
2358,566,CatTheCat_01_02,3,0,,0
2360,567,Icon_MonsterCore_OlMahumChampion,2,0,,0
2361,567,Icon_MonsterCore_OlMahumChampion,3,0,,0
2362,567,Icon_MonsterCore_OlMahumChampion,2,0,,0
2363,568,Icon_MonsterCore_OlMahumChampion,3,0,,0
2365,569,Icon_MonsterCore_OlMahumScout,2,0,,0
2366,569,CatTheCat_01_02,3,0,,0
2367,569,CatTheCat_01_02,2,0,,0
2368,570,Teleporter_01,3,0,,0
2369,570,Teleporter_01,3,0,,0
2370,571,Icon_MonsterCore_OlMahumScout,3,0,,0
2371,571,Icon_MonsterCore_OlMahumScout,3,0,,0
2372,572,Icon_MonsterCore_OlMahumScout,3,0,,0
2373,572,Icon_MonsterCore_OlMahumScout,2,0,,0
2374,573,Resident_04_03,2,0,,0
2375,573,Resident_04_03,2,0,,0
2376,574,Resident_04_03,3,0,,0
2377,574,Icon_MonsterCore_PortraitSpirit,4,0,,0
2378,574,Icon_MonsterCore_PortraitSpirit,2,0,,0
2379,575,Icon_MonsterCore_PortraitSpirit,2,0,,0
2380,575,Icon_MonsterCore_PortraitSpirit,2,0,,0
2381,576,Resident_04_03,2,0,,0
2382,576,Resident_04_03,2,0,,0
2383,577,Resident_04_03,3,0,,0
2384,577,Icon_MonsterCore_PortraitSpirit,2,0,,0
2385,577,Icon_MonsterCore_PortraitSpirit,3,0,,0
