Id,PreQuestId,TaskId,SpotInfoId,TargetSpotInfoId,Type,RequirePlayerLevel,DialogOnly,MiniDialogId,StartNpcSpawnInfoId,StartNpcSpotInfoId,QuestNpcPortrait,FinishNpcSpawnInfoId,FinishNpcSpotInfoId,QuestNpcPortrait2,LimitTime,NeverDie,TaskRunInInstance,TaskType,TaskParam,TaskStartPosX,TaskStartPosY,TaskPerformancePosX,TaskPerformancePosY,TaskPerformanceRadius,RewardExp,RewardAdena,RewardParam1,RewardCount1,RewardParam2,RewardCount2,RewardParam3,RewardCount3,QuestBGM,BGMFinish,BGMRemain,StartNpcId,FinishNpcId,VisitNpcId,SortId
1002,1001,1,101,101,0,,0,,10006,101,Resident_04_03,10006,101,,,0,0,2,"""npcInfoIdList"":""20105"",
""targetName"":""검은 늑대"",
""totalCount"":5,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",10653,34124,10653,34124,,232,155,440001,1,,,,,,,,10149,10149,,1021
1003,1002,1,101,101,0,,0,,10006,101,Resident_04_03,,,Resident_04_03,,0,0,2,"""npcInfoIdList"":""20104"",
""targetName"":""불곰"",
""totalCount"":6,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",8849,34199,8849,34199,,303,190,911104,1,,,,,,,,10149,,,1022
,,2,101,101,0,,0,,,,,,,,,0,0,5,"""destPos"":""12916, 34964""",12916,34964,12916,34964,,0,0,0,0,0,0,0,0,,,,,,,1023
,,3,101,101,0,,0,,,,,,,,,0,0,8,"""name"":""OrcsAttack""",12916,34964,12916,34964,,0,0,0,0,0,0,0,0,,,,,,,1024
,,4,101,101,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 10006",13029,34960,13029,34960,,0,0,0,0,0,0,0,0,9,,1,,,10149,1025
1004,1003,1,101,101,0,,0,,10006,101,Resident_04_03,,,,,0,0,4,"""npcSpawnInfoId"" : 10002",12146,36045,12146,36045,,152,135,440001,2,,,,,9,,1,10149,,10144,1026
1005,1004,1,101,101,0,,0,,10002,101,Officer,10002,101,,,0,1,2,"""npcInfoIdList"":""220131"",
""targetName"":""오크 전사"",
""totalCount"":4,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",12468,39067,12468,39067,,225,235,480002,1,,,,,9,,1,10144,10144,,1027
,,3,101,101,0,,0,127,,,,,,,,0,1,2,"""npcInfoIdList"":""220132"",
""targetName"":""오크 호위병"",
""totalCount"":4,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",13512,41725,13512,41725,,0,0,0,0,0,0,0,0,9,,1,,,,1028
,,6,101,101,0,,0,128,,,,,,,,0,1,5,"""destPos"" : ""14046, 41036"",
""radius"" : 400",14046,41036,14046,41036,,0,0,0,0,0,0,0,0,9,,1,,,,1029
,,7,101,101,0,,0,,,,Officer,,,,,0,1,6,"""type"" : ""Dialog""",14290,40953,14290,40953,,0,0,0,0,0,0,0,0,9,,1,,,,1030
,,8,101,101,0,,0,129,,,,,,,,0,1,5,"""destPos"" : ""12467, 36374"",
""radius"" : 400",12467,36374,12467,36374,,0,0,0,0,0,0,0,0,9,,1,,,,1031
,,9,101,101,0,,0,,,,,,,,,0,1,2,"""annihilation"":""true"",
""npcSpawnInfoIdList"":""19899, 19900, 19901"",
""npcInfoIdList"":""220131"",
""targetName"":""오크 전사"",
""totalCount"":3,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",12467,36066,12467,36066,,0,0,0,0,0,0,0,0,9,,1,,,,1032
,,10,101,101,0,,0,126,,,,,,,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"" : ""100151, 100140"",
""showMessage"" : ""false""",12467,36149,12467,36149,,0,0,0,0,0,0,0,0,9,,1,,,,1033
1006,1005,1,101,101,0,,0,,10002,101,Officer,10002,101,,,0,0,9,"""tutorialInfoId"" : 11",12146,36045,12146,36045,,207,145,480002,1,,,,,,1,,10144,10144,,1034
1007,1006,1,101,101,0,,0,,10002,101,Officer,,,Magician_01_04,,0,0,4,"""npcSpawnInfoId"" : 10010",12927,28464,12927,28464,,143,145,911103,1,,,,,,,,10144,,10150,1035
1008,1007,1,101,101,0,,0,,10010,101,Magician_01_04,10010,101,Magician_01_04,,0,0,2,"""npcInfoIdList"":""20121"",
""targetName"":""발굴단원들의 가방"",
""totalCount"":6,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",11607,27133,11607,27133,,193,160,440001,2,,,,,,,,10150,10150,,1036
1009,1008,1,101,101,0,,0,,10010,101,Magician_01_04,10010,101,Magician_01_04,,0,0,2,"""npcInfoIdList"":""20134"",
""targetName"":""납치범 오크"",
""totalCount"":6,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",14779,27113,14779,27113,,355,190,440011,2,,,,,,,,10150,10150,,1037
1010,1009,1,101,101,0,,0,,10010,101,Magician_01_04,,,WarehouseKeeper_01_02,,0,0,0,"""gadgetGroupId"" : 109,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""발굴단 구출"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",13040,24055,13040,24055,,474,340,440001,2,,,,,,,,10150,,,1038
,,2,101,101,0,,0,,,,,,,,,0,0,0,"""gadgetGroupId"" : 124,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""발굴단 구출"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",13630,24050,13630,24050,,0,0,0,0,0,0,0,0,,,,,,,1039
,,3,101,101,0,,0,,,,,,,,,0,0,0,"""gadgetGroupId"" : 125,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""발굴단 구출"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",14025,24200,14025,24200,,0,0,0,0,0,0,0,0,,,,,,,1040
,,4,101,101,0,,0,119,,,,,,,,0,1,1,"""npcSpawnInfoId"" : 11199",13913,24187,13913,24187,,0,0,0,0,0,0,0,0,,,,,,,1041
,,5,101,101,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 11178",11505,28669,11505,28669,,0,0,0,0,0,0,0,0,,,,,,10188,1042
1011,1010,1,101,101,0,,0,,11178,101,WarehouseKeeper_01_02,11178,101,,,0,0,6,"""type"" : ""Effect""",11666,28833,11666,28833,,156,170,480002,1,440001,2,,,,,,10188,10188,,1043
,,2,101,101,0,,0,,,,,,,,,0,0,9,"""tutorialInfoId"" : 16",11666,28833,11666,28833,,0,0,0,0,0,0,0,0,,,,,,,1044
1012,1011,1,101,101,0,,0,,11178,101,WarehouseKeeper_01_02,,,,,0,0,4,"""npcSpawnInfoId"" : 10010",12927,28464,12927,28464,,159,160,911105,1,,,,,,,,10188,,10150,1045
1013,1012,1,101,101,0,,0,,10010,101,Magician_01_04,,,,,0,0,5,"""destPos"" : ""12927, 28464"",
""radius"" : 500",12927,28464,12927,28464,,400,250,911103,1,,,,,,,,10150,,,1046
,,2,101,101,0,,0,,,,,,,,,0,0,8,"""name"" :""AppearanceofDark""",12927,28464,12927,28464,,0,0,0,0,0,0,0,0,,,,,,,1047
,,3,101,101,0,,0,,,,,,,,,0,0,5,"""destPos"" : ""14172, 26875""",14172,26875,14172,26875,,0,0,0,0,0,0,0,0,9,,1,,,,1048
,,4,101,101,0,,0,,,,DarkAssociation,,,,,0,0,6,"""type"" : ""Dialog""",14127,26869,14127,26869,,0,0,0,0,0,0,0,0,9,,1,,,,1049
,,5,101,101,0,,0,,,,,,,,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"" : ""100102, 100136"",
""showMessage"" : ""false""",14161,26928,14161,26928,,0,0,0,0,0,0,0,0,9,,1,,,,1050
,,6,101,101,0,,0,101,,,,,,,,0,0,3,"""npcSpawnGroupIdList"" : ""100103""",14161,26928,14161,26928,,0,0,0,0,0,0,0,0,9,,1,,,,1051
,,7,101,101,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 10013",14335,26665,14335,26665,,0,0,0,0,0,0,0,0,78,1,1,,,10152,1052
1014,1013,1,101,101,0,,0,,10013,101,DarkAssociation,,,Magician_01_04,,0,0,4,"""npcSpawnInfoId"" : 10010",12927,28464,12927,28464,,126,165,480002,1,,,,,,,,10152,,10150,1053
1015,1014,1,101,101,0,,0,,10010,101,Magician_01_04,,,,,0,0,4,"""npcSpawnInfoId"" : 10009",16797,31443,16797,31443,,170,170,911103,1,440001,2,,,,,,10150,,10153,1054
1016,1015,1,101,101,0,,0,,10009,101,Fernel,10009,101,,,0,0,2,"""npcInfoIdList"":""20102"",
""targetName"":""늑대인간"",
""totalCount"":6,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",20763,31756,20763,31756,,224,180,911102,1,,,,,,,,10153,10153,,1055
1017,1016,1,101,101,0,,0,,10009,101,Fernel,10009,101,,,0,0,6,"""type"" : ""Effect""",16797,31443,16797,31443,,447,230,400001,30,440001,2,,,,,,10153,10153,,1056
,,2,101,101,0,,0,,,,,,,,,0,0,9,"""tutorialInfoId"" : 12",16797,31443,16797,31443,,0,0,0,0,0,0,0,0,,,,,,,1057
,,3,101,101,0,,0,,,,Fernel,,,,,0,0,6,"""type"" : ""Dialog""",16797,31443,16797,31443,,0,0,0,0,0,0,0,0,,,,,,,1058
,,4,101,101,0,,0,,,,,,,,,0,0,0,"""gadgetGroupId"" : 130,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""냄새가 고약한 통"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",18800,31860,18800,31860,,0,0,0,0,0,0,0,0,,,,,,,1059
,,5,101,101,0,,0,120,,,,,,,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"" : ""100127, 100128""",18849,32084,18849,32084,,0,0,0,0,0,0,0,0,9,,1,,,,1060
1018,1017,1,101,101,0,,0,,10009,101,Fernel,10008,101,Student_01_02,,0,0,2,"""npcInfoIdList"":""20101"",
""targetName"":""초원 흡혈 박쥐"",
""totalCount"":6,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",19676,30234,19676,30234,,250,190,440001,2,,,,,,,,10153,10151,,1061
1019,1018,1,101,101,0,,0,,10008,101,Student_01_02,11100011,211000,Resident_03,,0,0,0,"""gadgetGroupId"" : 101,
""totalCount"" : 3,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""고인돌 조각"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",18418,29376,18418,29376,,536,250,911103,1,,,,,,,,10151,10154,,1062
,,2,101,101,0,,0,,,,Student_01_02,,,,,0,0,6,"""type"" : ""Dialog""",18418,29376,18418,29376,,0,0,0,0,0,0,0,0,,,,,,,1063
,,3,101,101,0,,0,,,,,,,,,0,0,8,"""name"" : ""BarrierEntrance""",18418,29376,18418,29376,,0,0,0,0,0,0,0,0,,,,,,,1064
,,4,101,101,0,,0,,,,,,,,,0,0,5,"""destPos"":""16541, 30033""",16541,30033,16541,30033,,0,0,0,0,0,0,0,0,,,,,,,1065
,,5,101,101,0,,0,,,,,,,,,0,0,7,"""worldInfoId"" : 211000,
""pos"" : ""4941, 8014""",,,,,,0,0,0,0,0,0,0,0,,,,,,,1066
1020,1019,1,101,211000,0,,0,102,11100011,211000,Resident_03,,,,,0,0,3,"""npcSpawnGroupIdList"" : ""100114"",
""showMessage"" : ""false""",4930,7436,4930,7436,,322,220,440011,2,,,,,79,,1,10154,,,1067
,,2,101,211000,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 11100011",4930,7336,4930,7336,,0,0,0,0,0,0,0,0,79,,1,,,10154,1068
1021,1020,1,101,211000,0,,0,,11100011,211000,Resident_03,,,,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"" : ""100106, 100130, 100115"",
""defaultTargeting"" : ""false"",
""showMessage"" : ""false"",
""escort"" : {
""npcSpawnInfoId"" : 11100025
}",4930,7436,4930,7436,,327,220,911103,1,440011,2,,,79,,1,10154,,,1069
,,2,101,211000,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 11100024",8099,3707,8099,3707,,0,0,0,0,0,0,0,0,79,,1,,,10154,1070
1022,1021,1,101,211000,0,,0,,11100024,211000,Resident_03,,,,,0,0,3,"""npcSpawnGroupIdList"" : ""100119"",
""showMessage"" : ""false""",8299,3707,8299,3707,,332,225,440001,2,,,,,79,,1,10154,,,1071
,,2,101,211000,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 11100024",8099,3707,8099,3707,,0,0,0,0,0,0,0,0,79,,1,,,10154,1072
1023,1022,1,101,211000,0,,0,,11100024,211000,Resident_03,,,Resident_03,,0,0,3,"""npcSpawnGroupIdList"" : ""100108"",
""defaultTargeting"" : ""false"",
""showMessage"" : ""false""",8278,3797,8278,3797,,405,230,480001,1,,,,,8,1,1,10154,,,1073
,,2,101,211000,0,,0,,,,,,,,,0,0,7,"""worldInfoId"" : 211000,
""pos"" : ""9222,3110""",9222,3110,9222,3110,,,,,,,,,,,,,,,,
,,3,101,211000,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 11100027",9200,2985,9200,2985,,0,0,0,0,0,0,0,0,,,,,,10154,1074
1024,1023,1,101,211000,0,,0,,11100027,211000,Resident_03,10008,101,,,0,0,0,"""gadgetGroupId"" : 197,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""이동 마법석 사용"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",9382,3124,9382,3124,,259,220,911103,1,,,,,,,,10154,10151,,1075
,,2,101,211000,0,,0,,,,,,,,,0,0,7,"""worldInfoId"" : 1,
""pos"" : ""16541, 30033""",9517,3019,9517,3019,,0,0,0,0,0,0,0,0,,,,,,,1076
1025,1024,1,101,101,0,,0,,10008,101,Student_01_02,10008,101,,,0,0,6,"""type"" : ""Effect""",17399,30161,17399,30161,,213,210,440001,2,,,,,,,,10151,10151,,1077
,,2,101,101,0,,0,,,,,,,,,0,0,9,"""tutorialInfoId"" : 13",17399,30161,17399,30161,,0,0,0,0,0,0,0,0,,,,,,,1078
1026,1025,1,101,101,0,,0,,10008,101,Student_01_02,,,SmeltingMerchant_01_03,,0,0,4,"""npcSpawnInfoId"" : 10015",20740,28587,20740,28587,,251,200,911102,1,,,,,,,,10151,,10156,1079
1027,1026,1,101,101,0,,0,,10015,101,SmeltingMerchant_01_03,10015,101,SmeltingMerchant_01_03,,0,0,2,"""npcInfoIdList"":""20101"",
""targetName"":""초원 흡혈 박쥐의 고기"",
""totalCount"":6,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",19729,30154,19729,30154,,222,215,911103,1,,,,,,,,10156,10156,,1080
1028,1027,1,101,101,0,,0,,10015,101,SmeltingMerchant_01_03,10014,101,,,0,0,0,"""gadgetGroupId"" : 103,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""박쥐 고기 굽기"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",20080,28125,20080,28125,,312,215,440001,2,,,,,,,,10156,10157,,1081
1029,1028,1,101,101,0,,0,,10014,101,Resident_05,10016,101,,,0,0,4,"""npcSpawnInfoId"" : 10016",23303,25430,23303,25430,,401,240,911103,1,,,,,,,,10157,10158,10158,1082
,,2,101,101,0,,0,,,,CatTheCat_01,,,,,0,0,6,"""type"" : ""Dialog""",23303,25430,23303,25430,,0,0,0,0,0,0,0,0,,,,,,,1083
,,3,101,101,0,,0,,,,,,,,,0,0,0,"""gadgetGroupId"" : 104,
""totalCount"" : 3,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""고양이 풀"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",22825,25375,22825,25375,,0,0,0,0,0,0,0,0,,,,,,,1084
1030,1029,1,101,101,0,,0,,10016,101,CatTheCat_01,,,CityGuard_01,,0,0,4,"""npcSpawnInfoId"" : 10008",17399,30161,17399,30161,,627,300,911103,1,,,,,,,,10158,,10151,1085
,,2,101,101,0,,0,,,,Student_01_02,,,,,0,0,6,"""type"" : ""Dialog""",17399,30161,17399,30161,,0,0,0,0,0,0,0,0,,,,,,,1086
,,3,101,101,0,,0,,,,,,,,,0,0,0,"""gadgetGroupId"" : 105,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""유물이 사라진 상자"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",17215,31450,17215,31450,,0,0,0,0,0,0,0,0,,,,,,,1087
,,4,101,101,0,,0,104,,,,,,,,0,0,0,"""gadgetGroupId"" : 106,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""낯선 망토"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",14710,31915,14710,31915,,0,0,0,0,0,0,0,0,,,,,,,1088
,,5,101,101,0,,0,105,,,,,,,,0,0,0,"""gadgetGroupId"" : 107,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""페르넬의 가방"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",11185,33525,11185,33525,,0,0,0,0,0,0,0,0,,,,,,,1089
,,6,101,101,0,,0,,,,Student_01_02,,,,,0,0,6,"""type"" : ""Dialog""",11283,33424,11283,33424,,0,0,0,0,0,0,0,0,,,,,,,1090
,,7,101,101,0,,0,,,,,,,,,0,0,4,"""npcSpawnInfoId"" : 10007",10747,32518,10747,32518,,0,0,0,0,0,0,0,0,,,,,,10159,1091
1031,1030,1,101,101,0,,0,,10011,101,Teleporter_01,10011,101,Teleporter_01,,0,1,5,"""destPos"" : ""5387, 32921""",5387,32921,5387,32921,,311,245,911103,1,,,,,,,,10160,10160,,1092
,,2,101,101,0,,0,,,,DarkAssociation,,,,,0,1,6,"""type"" : ""Dialog""",5762,33032,5762,33032,,0,0,0,0,0,0,0,0,77,,1,,,,1093
,,3,101,101,0,,0,,,,,,,,,0,0,3,"""npcSpawnGroupIdList"" : ""100105"",
""showMessage"" : ""false""",5412,32863,5412,32863,,0,0,0,0,0,0,0,0,77,,1,,,,1094
1032,1031,1,101,101,0,,0,,10011,101,Teleporter_01,,,,,0,0,4,"""npcSpawnInfoId"" : 10012",3037,31913,3037,31913,,281,220,911102,1,440001,2,,,,,,10160,,10184,1095
1033,1032,1,101,101,0,,0,,10012,101,Fernel,10012,101,Fernel,,0,0,2,"""npcInfoIdList"":""20103"",
""targetName"":""초원 앤틸로프의 가죽"",
""totalCount"":7,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",2598,33651,2598,33651,,272,230,911103,1,,,,,,,,10184,10184,,1096
1034,1033,1,101,101,0,,0,106,11166,101,Fernel,10194,102,CityGuard_01,,0,0,3,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"" : ""100141, 100142, 100143"",
""showMessage"" : ""false"",
""escort"" : {
""npcSpawnInfoId"" : 10424
}",3036,32046,3036,32046,,273,245,480002,1,,,,,,,,10153,10161,,1097
1035,1034,1,101,101,0,,0,,10194,197,CityGuard_01,,,TemplePriest_01,,0,0,4,"""npcSpawnInfoId"" : 10180",6846,22921,6846,22921,,423,225,911103,1,,,,,,,,10161,,10117,1098
1036,1035,1,101,197,0,,0,,10180,197,TemplePriest_01,10180,197,,,0,0,6,"""type"" : ""Effect""",6846,22921,6846,22921,,430,245,480002,1,,,,,,,,10117,10117,,1099
,,2,101,197,0,,0,,,,,,,,,0,0,9,"""tutorialInfoId"" : 14",6846,22921,6846,22921,,0,0,0,0,0,0,0,0,,,,,,,1100
1037,1036,1,101,197,0,,0,,10180,197,TemplePriest_01,11170,197,Officer,,0,0,0,"""gadgetGroupId"" : 128,
""totalCount"" : 1,
""rewardList"" : [{""probability"" : 10000, ""targetName"" : ""토벌대 지원서"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",5360,21680,5360,21680,,320,345,911103,1,440001,2,,,,,,10117,10164,,1101
,,2,101,197,0,,0,,,,Officer,,,,,0,0,6,"""type"" : ""Dialog""",5079,21681,5079,21681,,0,0,0,0,0,0,0,0,,,,,,,1102
,,3,101,197,0,,0,130,,,,,,,,0,1,5,"""destPos"" : ""5611, 21598""",5611,21598,5611,21598,,0,0,0,0,0,0,0,0,,,,,,,1103
,,4,101,197,0,,0,131,,,,,,,,0,1,2,"""npcInfoIdList"":""220104"",
""targetName"":""토벌대원"",
""totalCount"":2,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",5611,21598,5611,21598,,0,0,0,0,0,0,0,0,,,,,,,1104
,,5,101,197,0,,0,132,,,,,,,,0,1,2,"""npcInfoIdList"":""220104"",
""targetName"":""토벌대원"",
""totalCount"":6,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",5611,21598,5611,21598,,0,0,0,0,0,0,0,0,,,,,,,1105
,,6,101,197,0,,0,133,,,,,,,,0,1,2,"""npcInfoIdList"":""220103"",
""targetName"":""거인 앨버트"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",5611,21598,5611,21598,,0,0,0,0,0,0,0,0,,,,,,,1106
,,7,101,197,0,,0,,,,,,,,,0,1,2,"""npcInfoIdList"":""220103"",
""targetName"":""거인 앨버트"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",5611,21598,5611,21598,,0,0,0,0,0,0,0,0,,,,,,,1107
,,8,101,197,0,,0,134,,,,,,,,0,1,5,"""destPos"" : ""5033, 21974""",5033,21974,5033,21974,,0,0,0,0,0,0,0,0,,,,,,,1108
1038,1037,1,101,197,0,,0,,11170,197,Officer,,,ArmorMerchant_01,,0,0,4,"""npcSpawnInfoId"" : 10811",4999,23537,4999,23537,,276,235,911103,1,,,,,,,,10164,,10163,1109
1040,1038,1,101,197,0,,0,,10811,197,ArmorMerchant_01,,,,,0,0,4,"""npcSpawnInfoId"" : 10177",3256,23035,3256,23035,,289,240,480002,1,,,,,,,,10163,,10115,1110
1041,1040,1,101,197,0,,0,,10177,197,ItemMerchant_01_02,10177,197,ItemMerchant_01_02,,0,0,6,"""type"" : ""Effect""",3431,23029,3431,23029,,464,260,911103,1,,,,,,,,10115,10115,,1111
,,2,101,197,0,,0,,,,,,,,,0,0,9,"""tutorialInfoId"" : 15",3431,23029,3431,23029,,0,0,0,0,0,0,0,0,,,,,,,1112
1042,1041,1,101,197,0,,0,,10177,197,ItemMerchant_01_02,,,,,0,0,4,"""npcSpawnInfoId"" : 10180",6846,22921,6846,22921,,403,245,480001,1,,,,,,,,10115,,10117,1113
1043,1042,1,101,197,0,,0,,10180,197,TemplePriest_01,,,,,0,0,4,"""npcSpawnInfoId"" : 10003",-1753,22310,-1753,22310,,410,250,480002,1,,,,,,,,10117,,10163,1114
1044,1043,1,101,197,0,,0,,10003,197,ArmorMerchant_01,11171,197,,,0,0,2,"""npcInfoIdList"":""20111"",
""targetName"":""오크 정찰병"",
""totalCount"":5,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-90,19446,-90,19446,,644,280,440001,2,,,,,12,,1,10163,10163,,1115
