Id,GroupId,Type,DisplayLevel,Grade,EquipmentType1,EquipmentType2,WeaponType,ArmorType,Material,GachaInfoId,SoulCrystalType,PetEquipmentType,SummonGemGroupId,AcquirePerformanceType,AuctionSubGroupId,IconTexture,MaxStackableCount,EffectType1,EffectParam1,EffectType2,EffectParam2,EffectType3,EffectParam3,BasicOptionGroupId,AbilityInfoId,SellingPrice,ProvidingExp,RequiredAdena,CoolTime,Resource,AcquireContents1,AcquireContents2,AcquireContents3,AcquireContents4,AcquireContents5,ClassType,UseType,UseLevel,MaxUseLevel,Rarity,VisualEffectId,BagType,LootEffect,UseClassTransfer,Usable,UseQuickSlot,Loadable,ItemInfoId
10009,10000,80,,8,11,11,6,3,3,,9,4,,0,,Icon_Event_06,9999,8,910254,179,,179,,,,10,,,,,,,,,,0,,,,0,100006,5,0,0,1,1,0,
10010,10000,38,,8,11,11,6,3,3,,9,4,,0,,Icon_Event_Box_03,9999,179,,179,,179,,,,10,,,,,,,,,,,,,,0,100006,5,0,0,1,0,0,
10033,10000,11,,8,11,11,6,3,3,,9,4,,0,,Icon_Event_09,9999,179,,179,,179,,,,100,,,,,,,,,,,,,,0,100006,5,0,0,0,0,0,
10034,10000,11,,8,11,11,6,3,3,,9,4,,0,,Icon_Event_10,9999,179,,179,,179,,,,100,,,,,,,,,,,,,,0,100006,5,0,0,0,0,0,
10035,10000,11,,8,11,11,6,3,3,,9,4,,0,,Icon_Event_11,9999,179,,179,,179,,,,100,,,,,,,,,,,,,,0,100006,5,0,0,0,0,0,
10036,10000,11,,8,11,11,6,3,3,,9,4,,0,,Icon_Event_12,9999,179,,179,,179,,,,100,,,,,,,,,,,,,,0,100006,5,0,0,0,0,0,
10037,10000,11,,8,11,11,6,3,3,,9,4,,0,,Icon_Event_13,9999,179,,179,,179,,,,100,,,,,,,,,,,,,,0,100006,5,0,0,0,0,0,
510107,10000,64,,8,11,11,6,3,3,,9,4,,0,,Icon_Firework_01,9999,47,2000001,179,,179,,,,10,,,,,,,,,,0,,,,0,,5,0,0,1,1,0,
510108,10000,64,,8,11,11,6,3,3,,9,4,,0,,Icon_Firework_02,9999,47,2000002,179,,179,,,,10,,,,,,,,,,0,,,,0,,5,0,0,1,1,0,
510109,10000,64,,8,11,11,6,3,3,,9,4,,0,,Icon_Firework_03,9999,47,2000003,179,,179,,,,10,,,,,,,,,,0,,,,0,,5,0,0,1,1,0,
510110,10000,64,,8,11,11,6,3,3,,9,4,,0,,Icon_Firework_04,9999,47,2000004,179,,179,,,,10,,,,,,,,,,0,,,,0,,5,0,0,1,1,0,
510111,510111,82,,8,11,11,6,3,3,,9,4,,0,0,UI_Icon_GuildnameChange_01,9999,179,,179,,179,,,,0,,,,,,,,,,,,,,0,,5,0,0,1,0,0,
510112,10000,64,,8,11,11,6,3,3,,9,4,,0,,Icon_Firework_05,9999,47,2000005,179,,179,,,,10,,,,,,,,,,,,,,0,,5,0,0,1,1,0,
510113,10000,64,,8,11,11,6,3,3,,9,4,,0,,Icon_Firework_06,9999,47,2000006,179,,179,,,,10,,,,,,,,,,,,,,0,,5,0,0,1,1,0,
110010,110010,10,,1,1,11,0,3,3,,9,4,,0,201,Weapon_Sword_SamuraiLongSword_05,1,1,69,21,8,0,0,,,50,,,,"SamuraiLongSword_01,SamuraiShield_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,
110011,110010,10,,2,1,11,0,3,3,,9,4,,0,201,Weapon_Sword_SamuraiLongSword_05,1,1,188,21,25,0,0,,,100,,,,"SamuraiLongSword_01,SamuraiShield_02",1,9,,,,2,,,,0,,0,0,0,0,0,0,
110012,110010,10,,3,1,11,0,3,3,,9,4,,0,201,Weapon_Sword_SamuraiLongSword_05,1,1,447,21,61,0,0,10101201,,750,,,,"SamuraiLongSword_02,SamuraiShield_02",1,9,,,,2,,,,0,,0,0,0,0,0,0,
110013,110010,10,,4,1,11,0,3,3,,9,4,,0,201,Weapon_Sword_SamuraiLongSword_05,1,1,992,21,137,0,0,10101301,1,2500,,,,"SamuraiLongSword_03,SamuraiShield_03",1,9,,,,2,,,,0,,0,1,0,0,0,0,
110014,110010,10,,5,1,11,0,3,3,,9,4,,1,201,Weapon_Sword_SamuraiLongSword_05,1,1,2041,21,282,0,0,10101401,1,12500,,,,"SamuraiLongSword_04,SamuraiShield_04",9,,,,,2,,,,0,,0,1,0,0,0,0,
110015,110010,10,,6,1,11,0,3,3,,9,4,,1,201,Weapon_Sword_SamuraiLongSword_05,1,1,3874,21,537,0,0,10101501,1,25000,,,,"SamuraiLongSword_05,SamuraiShield_05",9,,,,,2,,,,0,,0,2,0,0,0,0,
110016,110010,10,,7,1,11,0,3,3,,9,4,,1,201,Weapon_Sword_SamuraiLongSword_05,1,1,8623,21,1195,0,0,10101601,1,45000,,,,"SamuraiLongSword_06,SamuraiShield_06",,,,,,2,,,,0,,0,2,0,0,0,0,
110020,110020,10,,1,1,11,0,3,3,,9,4,,0,201,Weapon_Shield_RevolutionShield_06,1,1,67,21,8,0,0,,,50,,,,"RevolutionSword_01,RevolutionShield_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,
110021,110020,10,,2,1,11,0,3,3,,9,4,,0,201,Weapon_Shield_RevolutionShield_06,1,1,184,21,24,0,0,,,100,,,,"RevolutionSword_01,RevolutionShield_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,
110022,110020,10,,3,1,11,0,3,3,,9,4,,0,201,Weapon_Shield_RevolutionShield_06,1,1,438,21,60,0,0,10102201,,750,,,,"RevolutionSword_02,RevolutionShield_02",1,9,,,,2,,,,0,,0,0,0,0,0,0,
110023,110020,10,,4,1,11,0,3,3,,9,4,,0,201,Weapon_Shield_RevolutionShield_06,1,1,971,21,135,0,0,10102301,2,2500,,,,"RevolutionSword_03,RevolutionShield_03",1,9,,,,2,,,,0,,0,1,0,0,0,0,
110024,110020,10,,5,1,11,0,3,3,,9,4,,1,201,Weapon_Shield_RevolutionShield_06,1,1,1998,21,278,0,0,10102401,2,12500,,,,"RevolutionSword_04,RevolutionShield_04",9,,,,,2,,,,0,,0,1,0,0,0,0,
110025,110020,10,,6,1,11,0,3,3,,9,4,,1,201,Weapon_Shield_RevolutionShield_06,1,1,3792,21,529,0,0,10102501,2,25000,,,,"RevolutionSword_05,RevolutionShield_05",9,,,,,2,,,,0,,0,2,0,0,0,0,
110026,110020,10,,7,1,11,0,3,3,,9,4,,1,201,Weapon_Shield_RevolutionShield_06,1,1,8441,21,1178,0,0,10102601,2,45000,,,,"RevolutionSword_06,RevolutionShield_06",,,,,,2,,,,0,,0,2,0,0,0,0,
110030,110030,10,,1,1,11,0,3,3,,9,4,,0,201,Weapon_Shield_DynastyShield_06,1,1,67,21,8,0,0,,,50,,,,"DynastySword_01,DynastyShield_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,
110031,110030,10,,2,1,11,0,3,3,,9,4,,0,201,Weapon_Shield_DynastyShield_06,1,1,184,21,24,0,0,,,100,,,,"DynastySword_01,DynastyShield_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,
110032,110030,10,,3,1,11,0,3,3,,9,4,,0,201,Weapon_Shield_DynastyShield_06,1,1,438,21,60,0,0,10103201,,750,,,,"DynastySword_02,DynastyShield_02",1,9,,,,2,,,,0,,0,0,0,0,0,0,
110033,110030,10,,4,1,11,0,3,3,,9,4,,0,201,Weapon_Shield_DynastyShield_06,1,1,971,21,135,0,0,10103301,3,2500,,,,"DynastySword_03,DynastyShield_03",1,9,,,,2,,,,0,,0,1,0,0,0,0,
110034,110030,10,,5,1,11,0,3,3,,9,4,,1,201,Weapon_Shield_DynastyShield_06,1,1,1998,21,278,0,0,10103401,3,12500,,,,"DynastySword_04,DynastyShield_04",9,,,,,2,,,,0,,0,1,0,0,0,0,
110035,110030,10,,6,1,11,0,3,3,,9,4,,1,201,Weapon_Shield_DynastyShield_06,1,1,3792,21,529,0,0,10103501,3,25000,,,,"DynastySword_05,DynastyShield_05",9,,,,,2,,,,0,,0,2,0,0,0,0,
110036,110030,10,,7,1,11,0,3,3,,9,4,,1,201,Weapon_Shield_DynastyShield_06,1,1,8441,21,1178,0,0,10103601,3,45000,,,,"DynastySword_06,DynastyShield_06",,,,,,2,,,,0,,0,2,0,0,0,0,
110043,110040,10,,4,1,11,0,3,3,,9,4,,0,201,Weapon_Shield_DynamisShield_06,1,1,1149,21,156,0,0,10104301,4,2500,,,,"Dynamis_03,DynamisShield_03",9,,,,,2,,,,1,,0,1,0,0,0,0,
110044,110040,10,,5,1,11,0,3,3,,9,4,,1,201,Weapon_Shield_DynamisShield_06,1,1,2363,21,323,0,0,10104401,4,12500,,,,"Dynamis_04,DynamisShield_04",9,,,,,2,,,,1,,0,1,0,0,0,0,
110045,110040,10,,6,1,11,0,3,3,,9,4,,1,201,Weapon_Shield_DynamisShield_06,1,1,4485,21,614,0,0,10104501,4,25000,,,,"Dynamis_05,DynamisShield_05",9,,,,,2,,,,1,,0,2,0,0,0,0,
110046,110040,10,,7,1,11,0,3,3,,9,4,,1,201,Weapon_Shield_DynamisShield_06,1,1,9984,21,1366,0,0,10104601,4,45000,,,,"Dynamis_06,DynamisShield_06",,,,,,2,,,,1,,0,2,0,0,0,0,
110053,110050,10,,4,1,11,0,3,3,,9,4,,0,201,Weapon_Shield_ChainShield,1,1,1145,21,158,0,0,10105301,16,2500,,,,"StormBringer_03,ChainShield_03",1,9,,,,2,,,,2,,0,1,0,0,0,0,
110054,110050,10,,5,1,11,0,3,3,,9,4,,1,201,Weapon_Shield_ChainShield,1,1,2365,21,325,0,0,10105401,16,12500,,,,"StormBringer_04,ChainShield_04",9,,,,,2,,,,2,,0,1,0,0,0,0,
110055,110050,10,,6,1,11,0,3,3,,9,4,,1,201,Weapon_Shield_ChainShield,1,1,4489,21,620,0,0,10105501,16,25000,,,,"StormBringer_05,ChainShield_05",9,,,,,2,,,,2,,0,2,0,0,0,0,
120010,120010,10,,1,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_Lance_05,1,1,73,0,0,0,0,,,50,,,,Lance_01,1,9,,,,2,,,,0,,0,0,0,0,0,0,
120011,120010,10,,2,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_Lance_05,1,1,198,0,0,0,0,,,100,,,,Lance_01,1,9,,,,2,,,,0,,0,0,0,0,0,0,
120012,120010,10,,3,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_Lance_05,1,1,471,0,0,0,0,10201201,,750,,,,Lance_02,1,9,,,,2,,,,0,,0,0,0,0,0,0,
120013,120010,10,,4,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_Lance_05,1,1,1045,0,0,0,0,10201301,1,2500,,,,Lance_03,1,9,,,,2,,,,0,,0,1,0,0,0,0,
120014,120010,10,,5,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_Lance_05,1,1,2149,0,0,0,0,10201401,1,12500,,,,Lance_04,9,,,,,2,,,,0,,0,1,0,0,0,0,
120015,120010,10,,6,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_Lance_05,1,1,4078,0,0,0,0,10201501,1,25000,,,,Lance_05,9,,,,,2,,,,0,,0,2,0,0,0,0,
120016,120010,10,,7,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_Lance_05,1,1,9077,0,0,0,0,10201601,1,45000,,,,Lance_06,,,,,,2,,,,0,,0,2,0,0,0,0,
120020,120020,10,,1,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_Scorpion_05,1,1,71,0,0,0,0,,,50,,,,Scorpion_01,1,9,,,,2,,,,0,,0,0,0,0,0,0,
120021,120020,10,,2,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_Scorpion_05,1,1,194,0,0,0,0,,,100,,,,Scorpion_01,1,9,,,,2,,,,0,,0,0,0,0,0,0,
120022,120020,10,,3,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_Scorpion_05,1,1,461,0,0,0,0,10202201,,750,,,,Scorpion_02,1,9,,,,2,,,,0,,0,0,0,0,0,0,
120023,120020,10,,4,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_Scorpion_05,1,1,1024,0,0,0,0,10202301,2,2500,,,,Scorpion_03,1,9,,,,2,,,,0,,0,1,0,0,0,0,
120024,120020,10,,5,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_Scorpion_05,1,1,2106,0,0,0,0,10202401,2,12500,,,,Scorpion_04,9,,,,,2,,,,0,,0,1,0,0,0,0,
120025,120020,10,,6,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_Scorpion_05,1,1,3996,0,0,0,0,10202501,2,25000,,,,Scorpion_05,9,,,,,2,,,,0,,0,2,0,0,0,0,
120026,120020,10,,7,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_Scorpion_05,1,1,8895,0,0,0,0,10202601,2,45000,,,,Scorpion_06,,,,,,2,,,,0,,0,2,0,0,0,0,
120030,120030,10,,1,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_GreatAxe_06,1,1,71,0,0,0,0,,,50,,,,GreatAxe_01,1,9,,,,2,,,,0,,0,0,0,0,0,0,
120031,120030,10,,2,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_GreatAxe_06,1,1,194,0,0,0,0,,,100,,,,GreatAxe_01,1,9,,,,2,,,,0,,0,0,0,0,0,0,
120032,120030,10,,3,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_GreatAxe_06,1,1,461,0,0,0,0,10203201,,750,,,,GreatAxe_02,1,9,,,,2,,,,0,,0,0,0,0,0,0,
120033,120030,10,,4,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_GreatAxe_06,1,1,1024,0,0,0,0,10203301,3,2500,,,,GreatAxe_03,1,9,,,,2,,,,0,,0,1,0,0,0,0,
120034,120030,10,,5,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_GreatAxe_06,1,1,2106,0,0,0,0,10203401,3,12500,,,,GreatAxe_04,9,,,,,2,,,,0,,0,1,0,0,0,0,
120035,120030,10,,6,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_GreatAxe_06,1,1,3996,0,0,0,0,10203501,3,25000,,,,GreatAxe_05,9,,,,,2,,,,0,,0,2,0,0,0,0,
120036,120030,10,,7,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_GreatAxe_06,1,1,8895,0,0,0,0,10203601,3,45000,,,,GreatAxe_06,,,,,,2,,,,0,,0,2,0,0,0,0,
120043,120040,10,,4,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_Excidium_06,1,1,1254,0,0,0,0,10204301,4,2500,,,,Excidium_03,9,,,,,2,,,,1,,0,1,0,0,0,0,
120044,120040,10,,5,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_Excidium_06,1,1,2578,0,0,0,0,10204401,4,12500,,,,Excidium_04,9,,,,,2,,,,1,,0,1,0,0,0,0,
120045,120040,10,,6,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_Excidium_06,1,1,4893,0,0,0,0,10204501,4,25000,,,,Excidium_05,9,,,,,2,,,,1,,0,2,0,0,0,0,
120046,120040,10,,7,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_Excidium_06,1,1,10892,0,0,0,0,10204601,4,45000,,,,Excidium_06,,,,,,2,,,,1,,0,2,0,0,0,0,
120053,120050,10,,4,1,11,1,3,3,,9,4,,0,204,Weapon_Spear_OrcishGlaive,1,1,1259,0,0,0,0,10205301,16,2500,,,,OrcishGlaive_03,1,9,,,,2,,,,2,,0,1,0,0,0,0,
120054,120050,10,,5,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_OrcishGlaive,1,1,2589,0,0,0,0,10205401,16,12500,,,,OrcishGlaive_04,9,,,,,2,,,,2,,0,1,0,0,0,0,
120055,120050,10,,6,1,11,1,3,3,,9,4,,1,204,Weapon_Spear_OrcishGlaive,1,1,4913,0,0,0,0,10205501,16,25000,,,,OrcishGlaive_05,9,,,,,2,,,,2,,0,2,0,0,0,0,
130010,130010,10,,1,1,11,2,3,3,,9,4,,0,202,Weapon_DualSword_SamuraiLongSword_06,1,1,76,0,0,0,0,,,50,,,,"DualSamuraiSword_01,DualSamuraiSword_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,
130011,130010,10,,2,1,11,2,3,3,,9,4,,0,202,Weapon_DualSword_SamuraiLongSword_06,1,1,207,0,0,0,0,,,100,,,,"DualSamuraiSword_01,DualSamuraiSword_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,
130012,130010,10,,3,1,11,2,3,3,,9,4,,0,202,Weapon_DualSword_SamuraiLongSword_06,1,1,494,0,0,0,0,10301201,,750,,,,"DualSamuraiSword_02,DualSamuraiSword_02",1,9,,,,2,,,,0,,0,0,0,0,0,0,
130013,130010,10,,4,1,11,2,3,3,,9,4,,0,202,Weapon_DualSword_SamuraiLongSword_06,1,1,1097,0,0,0,0,10301301,1,2500,,,,"DualSamuraiSword_03,DualSamuraiSword_03",1,9,,,,2,,,,0,,0,1,0,0,0,0,
130014,130010,10,,5,1,11,2,3,3,,9,4,,1,202,Weapon_DualSword_SamuraiLongSword_06,1,1,2256,0,0,0,0,10301401,1,12500,,,,"DualSamuraiSword_04,DualSamuraiSword_04",9,,,,,2,,,,0,,0,1,0,0,0,0,
130015,130010,10,,6,1,11,2,3,3,,9,4,,1,202,Weapon_DualSword_SamuraiLongSword_06,1,1,4281,0,0,0,0,10301501,1,25000,,,,"DualSamuraiSword_05,DualSamuraiSword_05",9,,,,,2,,,,0,,0,2,0,0,0,0,
130016,130010,10,,7,1,11,2,3,3,,9,4,,1,202,Weapon_DualSword_SamuraiLongSword_06,1,1,9530,0,0,0,0,10301601,1,45000,,,,"DualSamuraiSword_06,DualSamuraiSword_06",,,,,,2,,,,0,,0,2,0,0,0,0,
130020,130020,10,,1,1,11,2,3,3,,9,4,,0,202,Weapon_Sword_RevolutionSword_06,1,1,75,0,0,0,0,,,50,,,,"DualRevolutionSword_01,DualRevolutionSword_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,
130021,130020,10,,2,1,11,2,3,3,,9,4,,0,202,Weapon_Sword_RevolutionSword_06,1,1,203,0,0,0,0,,,100,,,,"DualRevolutionSword_01,DualRevolutionSword_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,
130022,130020,10,,3,1,11,2,3,3,,9,4,,0,202,Weapon_Sword_RevolutionSword_06,1,1,485,0,0,0,0,10302201,,750,,,,"DualRevolutionSword_02,DualRevolutionSword_02",1,9,,,,2,,,,0,,0,0,0,0,0,0,
130023,130020,10,,4,1,11,2,3,3,,9,4,,0,202,Weapon_Sword_RevolutionSword_06,1,1,1076,0,0,0,0,10302301,2,2500,,,,"DualRevolutionSword_03,DualRevolutionSword_03",1,9,,,,2,,,,0,,0,1,0,0,0,0,
130024,130020,10,,5,1,11,2,3,3,,9,4,,1,202,Weapon_Sword_RevolutionSword_06,1,1,2213,0,0,0,0,10302401,2,12500,,,,"DualRevolutionSword_04,DualRevolutionSword_04",9,,,,,2,,,,0,,0,1,0,0,0,0,
130025,130020,10,,6,1,11,2,3,3,,9,4,,1,202,Weapon_Sword_RevolutionSword_06,1,1,4200,0,0,0,0,10302501,2,25000,,,,"DualRevolutionSword_05,DualRevolutionSword_05",9,,,,,2,,,,0,,0,2,0,0,0,0,
130026,130020,10,,7,1,11,2,3,3,,9,4,,1,202,Weapon_Sword_RevolutionSword_06,1,1,9349,0,0,0,0,10302601,2,45000,,,,"DualRevolutionSword_06,DualRevolutionSword_06",,,,,,2,,,,0,,0,2,0,0,0,0,
130030,130030,10,,1,1,11,2,3,3,,9,4,,0,202,Weapon_Sword_DynastySword_05,1,1,75,0,0,0,0,,,50,,,,"DualDynastySword_01,DualDynastySword_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,
130031,130030,10,,2,1,11,2,3,3,,9,4,,0,202,Weapon_Sword_DynastySword_05,1,1,203,0,0,0,0,,,100,,,,"DualDynastySword_01,DualDynastySword_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,
130032,130030,10,,3,1,11,2,3,3,,9,4,,0,202,Weapon_Sword_DynastySword_05,1,1,485,0,0,0,0,10303201,,750,,,,"DualDynastySword_02,DualDynastySword_02",1,9,,,,2,,,,0,,0,0,0,0,0,0,
130033,130030,10,,4,1,11,2,3,3,,9,4,,0,202,Weapon_Sword_DynastySword_05,1,1,1076,0,0,0,0,10303301,3,2500,,,,"DualDynastySword_03,DualDynastySword_03",1,9,,,,2,,,,0,,0,1,0,0,0,0,
130034,130030,10,,5,1,11,2,3,3,,9,4,,1,202,Weapon_Sword_DynastySword_05,1,1,2213,0,0,0,0,10303401,3,12500,,,,"DualDynastySword_04,DualDynastySword_04",9,,,,,2,,,,0,,0,1,0,0,0,0,
130035,130030,10,,6,1,11,2,3,3,,9,4,,1,202,Weapon_Sword_DynastySword_05,1,1,4200,0,0,0,0,10303501,3,25000,,,,"DualDynastySword_05,DualDynastySword_05",9,,,,,2,,,,0,,0,2,0,0,0,0,
130036,130030,10,,7,1,11,2,3,3,,9,4,,1,202,Weapon_Sword_DynastySword_05,1,1,9349,0,0,0,0,10303601,3,45000,,,,"DualDynastySword_06,DualDynastySword_06",,,,,,2,,,,0,,0,2,0,0,0,0,
130043,130040,10,,4,1,11,2,3,3,,9,4,,0,202,Weapon_Sword_Dynamis_06,1,1,1306,0,0,0,0,10304301,4,2500,,,,"DualDynamis_03,DualDynamis_03",9,,,,,2,,,,1,,0,1,0,0,0,0,
130044,130040,10,,5,1,11,2,3,3,,9,4,,1,202,Weapon_Sword_Dynamis_06,1,1,2686,0,0,0,0,10304401,4,12500,,,,"DualDynamis_04,DualDynamis_04",9,,,,,2,,,,1,,0,1,0,0,0,0,
130045,130040,10,,6,1,11,2,3,3,,9,4,,1,202,Weapon_Sword_Dynamis_06,1,1,5097,0,0,0,0,10304501,4,25000,,,,"DualDynamis_05,DualDynamis_05",9,,,,,2,,,,1,,0,2,0,0,0,0,
130046,130040,10,,7,1,11,2,3,3,,9,4,,1,202,Weapon_Sword_Dynamis_06,1,1,11346,0,0,0,0,10304601,4,45000,,,,"DualDynamis_06,DualDynamis_06",,,,,,2,,,,1,,0,2,0,0,0,0,
130053,130050,10,,4,1,11,2,3,3,,9,4,,0,202,Weapon_Sword_StormBringer,1,1,1311,0,0,0,0,10305301,16,2500,,,,"DualStormBringer_03,DualStormBringer_03",1,9,,,,2,,,,2,,0,1,0,0,0,0,
130054,130050,10,,5,1,11,2,3,3,,9,4,,1,202,Weapon_Sword_StormBringer,1,1,2670,0,0,0,0,10305401,16,12500,,,,"DualStormBringer_04,DualStormBringer_04",9,,,,,2,,,,2,,0,1,0,0,0,0,
130055,130050,10,,6,1,11,2,3,3,,9,4,,1,202,Weapon_Sword_StormBringer,1,1,5109,0,0,0,0,10305501,16,25000,,,,"DualStormBringer_05,DualStormBringer_05",9,,,,,2,,,,2,,0,2,0,0,0,0,
140010,140010,10,,1,1,11,3,3,3,,9,4,,0,203,Weapon_Dagger_DoomDagger_05,1,1,73,0,0,0,0,,,50,,,,DoomDagger_01,1,9,,,,3,,,,0,,0,0,0,0,0,0,
140011,140010,10,,2,1,11,3,3,3,,9,4,,0,203,Weapon_Dagger_DoomDagger_05,1,1,198,0,0,0,0,,,100,,,,DoomDagger_01,1,9,,,,3,,,,0,,0,0,0,0,0,0,
140012,140010,10,,3,1,11,3,3,3,,9,4,,0,203,Weapon_Dagger_DoomDagger_05,1,1,471,0,0,0,0,10401201,,750,,,,DoomDagger_02,1,9,,,,3,,,,0,,0,0,0,0,0,0,
140013,140010,10,,4,1,11,3,3,3,,9,4,,0,203,Weapon_Dagger_DoomDagger_05,1,1,1045,0,0,0,0,10401301,1,2500,,,,DoomDagger_03,1,9,,,,3,,,,0,,0,1,0,0,0,0,
140014,140010,10,,5,1,11,3,3,3,,9,4,,1,203,Weapon_Dagger_DoomDagger_05,1,1,2149,0,0,0,0,10401401,1,12500,,,,DoomDagger_04,9,,,,,3,,,,0,,0,1,0,0,0,0,
140015,140010,10,,6,1,11,3,3,3,,9,4,,1,203,Weapon_Dagger_DoomDagger_05,1,1,4078,0,0,0,0,10401501,1,25000,,,,DoomDagger_05,9,,,,,3,,,,0,,0,2,0,0,0,0,
140016,140010,10,,7,1,11,3,3,3,,9,4,,1,203,Weapon_Dagger_DoomDagger_05,1,1,9077,0,0,0,0,10401601,1,45000,,,,DoomDagger_06,,,,,,3,,,,0,,0,2,0,0,0,0,
140020,140020,10,,1,1,11,3,3,3,,9,4,,0,203,Weapon_Dagger_DarkScreamer_06,1,1,71,0,0,0,0,,,50,,,,DarkScreamer_01,1,9,,,,3,,,,0,,0,0,0,0,0,0,
140021,140020,10,,2,1,11,3,3,3,,9,4,,0,203,Weapon_Dagger_DarkScreamer_06,1,1,194,0,0,0,0,,,100,,,,DarkScreamer_01,1,9,,,,3,,,,0,,0,0,0,0,0,0,
140022,140020,10,,3,1,11,3,3,3,,9,4,,0,203,Weapon_Dagger_DarkScreamer_06,1,1,461,0,0,0,0,10402201,,750,,,,DarkScreamer_02,1,9,,,,3,,,,0,,0,0,0,0,0,0,
