ItemType,ItemGrade,EquipmentType,Level,TotalExpForNextLevel,ProvidingExp,RequiredAdena,EffectIncreaseRate
10,5,0,15,23700,21258,170100,3500
10,5,0,16,25280,22439,179500,3750
10,5,0,17,26860,23620,189000,4000
10,5,0,18,28440,24801,198400,4250
10,5,0,19,30020,25982,207900,4500
10,5,0,20,31600,27163,217300,4750
10,5,0,21,33180,28344,226800,5000
10,5,0,22,34760,29525,236200,5250
10,5,0,23,36340,30706,245600,5500
10,5,0,24,37920,31887,255100,5750
10,5,0,25,39500,33068,264500,6000
10,5,0,26,41080,34249,274000,6250
10,5,0,27,42660,35430,283400,6500
10,5,0,28,44240,36611,292900,6750
10,5,0,29,45820,37792,302300,7000
10,5,0,30,47400,38973,311800,7250
10,6,0,1,3950,12205,91500,0
10,6,0,2,7900,15256,114400,200
10,6,0,3,11850,18308,137300,400
10,6,0,4,15800,21359,160200,600
10,6,0,5,19750,24410,183100,800
10,6,0,6,23700,27461,206000,1000
10,6,0,7,27650,30513,228800,1200
10,6,0,8,31600,33564,251700,1400
10,6,0,9,35550,36615,274600,1600
10,6,0,10,39500,39666,297500,1800
10,6,0,11,43450,42718,320400,2000
10,6,0,12,47400,45769,343300,2200
10,6,0,13,51350,48820,366200,2400
10,6,0,14,55300,51871,389000,2600
10,6,0,15,59250,54923,411900,2800
10,6,0,16,63200,57974,434800,3000
10,6,0,17,67150,61025,457700,3200
10,6,0,18,71100,64076,480600,3400
10,6,0,19,75050,67128,503500,3600
10,6,0,20,79000,70179,526300,3800
10,6,0,21,82950,73230,549200,4000
10,6,0,22,86900,76281,572100,4200
10,6,0,23,90850,79333,595000,4400
10,6,0,24,94800,82384,617900,4600
10,6,0,25,98750,85435,640800,4800
10,6,0,26,102700,88486,663600,5000
10,6,0,27,106650,91538,686500,5200
10,6,0,28,110600,94589,709400,5400
10,6,0,29,114550,97640,732300,5600
10,6,0,30,118500,100691,755200,5800
10,6,0,31,122450,103743,778100,6300
10,6,0,32,126400,106794,801000,6800
10,6,0,33,130350,109845,823800,7300
10,6,0,34,134300,112896,846700,7800
10,6,0,35,138250,115948,869600,8300
10,6,0,36,142200,118999,892500,8800
10,6,0,37,146150,122050,915400,9300
10,6,0,38,150100,125101,938300,9800
10,6,0,39,154050,128153,961100,10300
10,6,0,40,158000,131204,984000,10800
10,7,0,1,6720,21436,150100,0
10,7,0,2,13440,26795,187600,100
10,7,0,3,20160,32154,225100,200
10,7,0,4,26880,37513,262600,300
10,7,0,5,33600,42872,300100,400
10,7,0,6,40320,48231,337600,500
10,7,0,7,47040,53590,375100,600
10,7,0,8,53760,58949,412600,700
10,7,0,9,60480,64308,450200,800
10,7,0,10,67200,69667,487700,900
10,7,0,11,73920,75026,525200,1000
10,7,0,12,80640,80385,562700,1100
10,7,0,13,87360,85744,600200,1200
10,7,0,14,94080,91103,637700,1300
10,7,0,15,100800,96462,675200,1400
10,7,0,16,107520,101821,712700,1500
10,7,0,17,114240,107180,750300,1600
10,7,0,18,120960,112539,787800,1700
10,7,0,19,127680,117898,825300,1800
10,7,0,20,134400,123257,862800,1900
10,7,0,21,141120,128616,900300,2000
10,7,0,22,147840,133975,937800,2100
10,7,0,23,154560,139334,975300,2200
10,7,0,24,161280,144693,1012900,2300
10,7,0,25,168000,150052,1050400,2400
10,7,0,26,174720,155411,1087900,2500
10,7,0,27,181440,160770,1125400,2600
10,7,0,28,188160,166129,1162900,2700
10,7,0,29,194880,171488,1200400,2800
10,7,0,30,201600,176847,1237900,2900
10,7,0,31,208320,182206,1275400,3150
10,7,0,32,215040,187565,1313000,3400
10,7,0,33,221760,192924,1350500,3650
10,7,0,34,228480,198283,1388000,3900
10,7,0,35,235200,203642,1425500,4150
10,7,0,36,241920,209001,1463000,4400
10,7,0,37,248640,214360,1500500,4650
10,7,0,38,255360,219719,1538000,4900
10,7,0,39,262080,225078,1575500,5150
10,7,0,40,268800,230437,1613100,5400
10,1,2,1,40,70,700,0
10,1,2,2,80,88,900,500
10,1,2,3,120,105,1100,1000
10,1,2,4,160,123,1200,1500
10,1,2,5,200,140,1400,2000
10,1,2,6,240,158,1600,2500
10,1,2,7,280,175,1800,3000
10,1,2,8,320,193,1900,3500
10,1,2,9,360,210,2100,4000
10,1,2,10,400,228,2300,4500
10,1,2,11,440,245,2500,5000
10,1,2,12,480,263,2600,5500
10,1,2,13,520,280,2800,6000
10,1,2,14,560,298,3000,6500
10,1,2,15,600,315,3200,7000
10,1,2,16,640,333,3300,7500
10,1,2,17,680,350,3500,8000
10,1,2,18,720,368,3700,8500
10,1,2,19,760,385,3900,9000
10,1,2,20,800,403,4000,9500
10,1,2,21,840,420,4200,10000
10,1,2,22,880,438,4400,10500
10,1,2,23,920,455,4600,11000
10,1,2,24,960,473,4700,11500
10,1,2,25,1000,490,4900,12000
10,1,2,26,1040,508,5100,12500
10,1,2,27,1080,525,5300,13000
10,1,2,28,1120,543,5400,13500
10,1,2,29,1160,560,5600,14000
10,1,2,30,1200,578,5800,14500
10,2,2,1,100,212,2000,0
10,2,2,2,200,265,2500,400
10,2,2,3,300,318,3000,800
10,2,2,4,400,371,3500,1200
10,2,2,5,500,424,4000,1600
10,2,2,6,600,477,4500,2000
10,2,2,7,700,530,5000,2400
10,2,2,8,800,583,5500,2800
10,2,2,9,900,636,6000,3200
10,2,2,10,1000,689,6500,3600
10,2,2,11,1100,742,7000,4000
10,2,2,12,1200,795,7600,4400
10,2,2,13,1300,848,8100,4800
10,2,2,14,1400,901,8600,5200
10,2,2,15,1500,954,9100,5600
10,2,2,16,1600,1007,9600,6000
10,2,2,17,1700,1060,10100,6400
10,2,2,18,1800,1113,10600,6800
10,2,2,19,1900,1166,11100,7200
10,2,2,20,2000,1219,11600,7600
10,2,2,21,2100,1272,12100,8000
10,2,2,22,2200,1325,12600,8400
10,2,2,23,2300,1378,13100,8800
10,2,2,24,2400,1431,13600,9200
10,2,2,25,2500,1484,14100,9600
10,2,2,26,2600,1537,14600,10000
10,2,2,27,2700,1590,15100,10400
10,2,2,28,2800,1643,15600,10800
10,2,2,29,2900,1696,16100,11200
10,2,2,30,3000,1749,16600,11600
10,3,2,1,250,655,5900,0
10,3,2,2,500,819,7400,350
10,3,2,3,750,983,8800,700
10,3,2,4,1000,1146,10300,1050
10,3,2,5,1250,1310,11800,1400
10,3,2,6,1500,1474,13300,1750
10,3,2,7,1750,1638,14700,2100
10,3,2,8,2000,1801,16200,2450
10,3,2,9,2250,1965,17700,2800
10,3,2,10,2500,2129,19200,3150
10,3,2,11,2750,2293,20600,3500
10,3,2,12,3000,2456,22100,3850
10,3,2,13,3250,2620,23600,4200
10,3,2,14,3500,2784,25100,4550
10,3,2,15,3750,2948,26500,4900
10,3,2,16,4000,3111,28000,5250
10,3,2,17,4250,3275,29500,5600
10,3,2,18,4500,3439,31000,5950
10,3,2,19,4750,3603,32400,6300
10,3,2,20,5000,3766,33900,6650
10,3,2,21,5250,3930,35400,7000
10,3,2,22,5500,4094,36800,7350
10,3,2,23,5750,4258,38300,7700
10,3,2,24,6000,4421,39800,8050
10,3,2,25,6250,4585,41300,8400
10,3,2,26,6500,4749,42700,8750
10,3,2,27,6750,4913,44200,9100
10,3,2,28,7000,5076,45700,9450
10,3,2,29,7250,5240,47200,9800
10,3,2,30,7500,5404,48600,10150
10,4,2,1,630,1820,15500,0
10,4,2,2,1260,2275,19300,300
10,4,2,3,1890,2730,23200,600
10,4,2,4,2520,3185,27100,900
10,4,2,5,3150,3640,30900,1200
10,4,2,6,3780,4095,34800,1500
10,4,2,7,4410,4550,38700,1800
10,4,2,8,5040,5005,42500,2100
10,4,2,9,5670,5460,46400,2400
10,4,2,10,6300,5915,50300,2700
10,4,2,11,6930,6370,54100,3000
10,4,2,12,7560,6825,58000,3300
10,4,2,13,8190,7280,61900,3600
10,4,2,14,8820,7735,65700,3900
10,4,2,15,9450,8190,69600,4200
10,4,2,16,10080,8645,73500,4500
10,4,2,17,10710,9100,77400,4800
10,4,2,18,11340,9555,81200,5100
10,4,2,19,11970,10010,85100,5400
10,4,2,20,12600,10465,89000,5700
10,4,2,21,13230,10920,92800,6000
10,4,2,22,13860,11375,96700,6300
10,4,2,23,14490,11830,100600,6600
10,4,2,24,15120,12285,104400,6900
10,4,2,25,15750,12740,108300,7200
10,4,2,26,16380,13195,112200,7500
10,4,2,27,17010,13650,116000,7800
10,4,2,28,17640,14105,119900,8100
10,4,2,29,18270,14560,123800,8400
10,4,2,30,18900,15015,127600,8700
10,5,2,1,1580,4724,37800,0
10,5,2,2,3160,5905,47200,250
10,5,2,3,4740,7086,56700,500
10,5,2,4,6320,8267,66100,750
10,5,2,5,7900,9448,75600,1000
10,5,2,6,9480,10629,85000,1250
10,5,2,7,11060,11810,94500,1500
10,5,2,8,12640,12991,103900,1750
10,5,2,9,14220,14172,113400,2000
10,5,2,10,15800,15353,122800,2250
10,5,2,11,17380,16534,132300,2500
10,5,2,12,18960,17715,141700,2750
10,5,2,13,20540,18896,151200,3000
10,5,2,14,22120,20077,160600,3250
10,5,2,15,23700,21258,170100,3500
10,5,2,16,25280,22439,179500,3750
10,5,2,17,26860,23620,189000,4000
10,5,2,18,28440,24801,198400,4250
10,5,2,19,30020,25982,207900,4500
10,5,2,20,31600,27163,217300,4750
10,5,2,21,33180,28344,226800,5000
10,5,2,22,34760,29525,236200,5250
10,5,2,23,36340,30706,245600,5500
10,5,2,24,37920,31887,255100,5750
10,5,2,25,39500,33068,264500,6000
10,5,2,26,41080,34249,274000,6250
10,5,2,27,42660,35430,283400,6500
10,5,2,28,44240,36611,292900,6750
10,5,2,29,45820,37792,302300,7000
10,5,2,30,47400,38973,311800,7250
10,6,2,1,3950,12205,91500,0
10,6,2,2,7900,15256,114400,200
10,6,2,3,11850,18308,137300,400
10,6,2,4,15800,21359,160200,600
10,6,2,5,19750,24410,183100,800
10,6,2,6,23700,27461,206000,1000
10,6,2,7,27650,30513,228800,1200
10,6,2,8,31600,33564,251700,1400
10,6,2,9,35550,36615,274600,1600
10,6,2,10,39500,39666,297500,1800
10,6,2,11,43450,42718,320400,2000
10,6,2,12,47400,45769,343300,2200
10,6,2,13,51350,48820,366200,2400
10,6,2,14,55300,51871,389000,2600
10,6,2,15,59250,54923,411900,2800
10,6,2,16,63200,57974,434800,3000
10,6,2,17,67150,61025,457700,3200
10,6,2,18,71100,64076,480600,3400
10,6,2,19,75050,67128,503500,3600
10,6,2,20,79000,70179,526300,3800
10,6,2,21,82950,73230,549200,4000
10,6,2,22,86900,76281,572100,4200
10,6,2,23,90850,79333,595000,4400
10,6,2,24,94800,82384,617900,4600
10,6,2,25,98750,85435,640800,4800
10,6,2,26,102700,88486,663600,5000
10,6,2,27,106650,91538,686500,5200
10,6,2,28,110600,94589,709400,5400
10,6,2,29,114550,97640,732300,5600
10,6,2,30,118500,100691,755200,5800
10,6,2,31,122450,103743,778100,6300
10,6,2,32,126400,106794,801000,6800
10,6,2,33,130350,109845,823800,7300
10,6,2,34,134300,112896,846700,7800
10,6,2,35,138250,115948,869600,8300
10,6,2,36,142200,118999,892500,8800
10,6,2,37,146150,122050,915400,9300
10,6,2,38,150100,125101,938300,9800
10,6,2,39,154050,128153,961100,10300
10,6,2,40,158000,131204,984000,10800
10,7,2,1,6720,21436,150100,0
10,7,2,2,13440,26795,187600,100
10,7,2,3,20160,32154,225100,200
10,7,2,4,26880,37513,262600,300
10,7,2,5,33600,42872,300100,400
10,7,2,6,40320,48231,337600,500
10,7,2,7,47040,53590,375100,600
10,7,2,8,53760,58949,412600,700
10,7,2,9,60480,64308,450200,800
10,7,2,10,67200,69667,487700,900
10,7,2,11,73920,75026,525200,1000
10,7,2,12,80640,80385,562700,1100
10,7,2,13,87360,85744,600200,1200
10,7,2,14,94080,91103,637700,1300
10,7,2,15,100800,96462,675200,1400
10,7,2,16,107520,101821,712700,1500
10,7,2,17,114240,107180,750300,1600
10,7,2,18,120960,112539,787800,1700
10,7,2,19,127680,117898,825300,1800
10,7,2,20,134400,123257,862800,1900
10,7,2,21,141120,128616,900300,2000
10,7,2,22,147840,133975,937800,2100
10,7,2,23,154560,139334,975300,2200
10,7,2,24,161280,144693,1012900,2300
10,7,2,25,168000,150052,1050400,2400
10,7,2,26,174720,155411,1087900,2500
10,7,2,27,181440,160770,1125400,2600
10,7,2,28,188160,166129,1162900,2700
10,7,2,29,194880,171488,1200400,2800
10,7,2,30,201600,176847,1237900,2900
10,7,2,31,208320,182206,1275400,3150
10,7,2,32,215040,187565,1313000,3400
10,7,2,33,221760,192924,1350500,3650
10,7,2,34,228480,198283,1388000,3900
10,7,2,35,235200,203642,1425500,4150
10,7,2,36,241920,209001,1463000,4400
10,7,2,37,248640,214360,1500500,4650
10,7,2,38,255360,219719,1538000,4900
10,7,2,39,262080,225078,1575500,5150
10,7,2,40,268800,230437,1613100,5400
10,1,6,1,40,70,700,0
10,1,6,2,80,88,900,500
10,1,6,3,120,105,1100,1000
10,1,6,4,160,123,1200,1500
10,1,6,5,200,140,1400,2000
10,1,6,6,240,158,1600,2500
10,1,6,7,280,175,1800,3000
10,1,6,8,320,193,1900,3500
10,1,6,9,360,210,2100,4000
10,1,6,10,400,228,2300,4500
10,1,6,11,440,245,2500,5000
10,1,6,12,480,263,2600,5500
10,1,6,13,520,280,2800,6000
10,1,6,14,560,298,3000,6500
10,1,6,15,600,315,3200,7000
10,1,6,16,640,333,3300,7500
10,1,6,17,680,350,3500,8000
10,1,6,18,720,368,3700,8500
10,1,6,19,760,385,3900,9000
10,1,6,20,800,403,4000,9500
