Level,ExpEazy,ExpNormal,ExpHard,ExpHell,ExpDifficulty5
90,12533.8,15040.5,18048.6,21658.3,25990
91,12615.7,15138.8,18166.6,21799.9,26159.9
92,12697.6,15237.1,18284.5,21941.5,26329.7
93,12779.5,15335.4,18402.5,22083,26499.6
94,12861.4,15433.7,18520.5,22224.6,26669.5
95,12943.4,15532,18638.4,22366.1,26839.4
96,13025.3,15630.3,18756.4,22507.7,27009.2
97,13107.2,15728.6,18874.4,22649.2,27179.1
98,13189.1,15826.9,18992.3,22790.8,27349
99,13271,15925.2,19110.3,22932.4,27518.8
100,13353,16023.6,19228.3,23073.9,27688.7
101,13434.9,16121.9,19346.2,23215.5,27858.6
102,13516.8,16220.2,19464.2,23357,28028.4
103,13598.7,16318.5,19582.2,23498.6,28198.3
104,13680.6,16416.8,19700.1,23640.1,28368.2
105,13762.6,16515.1,19818.1,23781.7,28538
106,13844.5,16613.4,19936.1,23923.3,28707.9
107,13926.4,16711.7,20054,24064.8,28877.8
108,14008.3,16810,20172,24206.4,29047.7
109,14090.2,16908.3,20289.9,24347.9,29217.5
110,14172.2,17006.6,20407.9,24489.5,29387.4
111,14254.1,17104.9,20525.9,24631.1,29557.3
112,14336,17203.2,20643.8,24772.6,29727.1
113,14417.9,17301.5,20761.8,24914.2,29897
114,14499.8,17399.8,20879.8,25055.7,30066.9
115,14581.8,17498.1,20997.7,25197.3,30236.7
116,14663.7,17596.4,21115.7,25338.8,30406.6
117,14745.6,17694.7,21233.7,25480.4,30576.5
118,14827.5,17793,21351.6,25622,30746.3
119,14909.4,17891.3,21469.6,25763.5,30916.2
120,14991.4,17989.6,21587.6,25905.1,31086.1
121,15073.3,18087.9,21705.5,26046.6,31256
122,15155.2,18186.2,21823.5,26188.2,31425.8
123,15237.1,18284.5,21941.5,26329.7,31595.7
124,15319,18382.8,22059.4,26471.3,31765.6
125,15401,18481.2,22177.4,26612.9,31935.4
126,15482.9,18579.5,22295.3,26754.4,32105.3
127,15564.8,18677.8,22413.3,26896,32275.2
128,15646.7,18776.1,22531.3,27037.5,32445
129,15728.6,18874.4,22649.2,27179.1,32614.9
130,15810.6,18972.7,22767.2,27320.6,32784.8
131,15892.5,19071,22885.2,27462.2,32954.6
132,15974.4,19169.3,23003.1,27603.8,33124.5
133,16056.3,19267.6,23121.1,27745.3,33294.4
134,16138.2,19365.9,23239.1,27886.9,33464.3
135,16220.2,19464.2,23357,28028.4,33634.1
136,16302.1,19562.5,23475,28170,33804
137,16384,19660.8,23593,28311.6,33973.9
138,16465.9,19759.1,23710.9,28453.1,34143.7
139,16547.8,19857.4,23828.9,28594.7,34313.6
140,16629.8,19955.7,23946.9,28736.2,34483.5
141,16711.7,20054,24064.8,28877.8,34653.3
142,16793.6,20152.3,24182.8,29019.3,34823.2
143,16875.5,20250.6,24300.7,29160.9,34993.1
144,16957.4,20348.9,24418.7,29302.5,35162.9
145,17039.4,20447.2,24536.7,29444,35332.8
146,17121.3,20545.5,24654.6,29585.6,35502.7
147,17203.2,20643.8,24772.6,29727.1,35672.6
148,17285.1,20742.1,24890.6,29868.7,35842.4
149,17367,20840.4,25008.5,30010.2,36012.3
150,17449,20938.8,25126.5,30151.8,36182.2
151,17530.9,21037.1,25244.5,30293.4,36352
152,17612.8,21135.4,25362.4,30434.9,36521.9
153,17694.7,21233.7,25480.4,30576.5,36691.8
154,17776.6,21332,25598.4,30718,36861.6
155,17858.6,21430.3,25716.3,30859.6,37031.5
156,17940.5,21528.6,25834.3,31001.1,37201.4
157,18022.4,21626.9,25952.3,31142.7,37371.2
158,18104.3,21725.2,26070.2,31284.3,37541.1
159,18186.2,21823.5,26188.2,31425.8,37711
160,18268.2,21921.8,26306.2,31567.4,37880.9
161,18350.1,22020.1,26424.1,31708.9,38050.7
162,18432,22118.4,26542.1,31850.5,38220.6
163,18513.9,22216.7,26660,31992.1,38390.5
164,18595.8,22315,26778,32133.6,38560.3
165,18677.8,22413.3,26896,32275.2,38730.2
166,18759.7,22511.6,27013.9,32416.7,38900.1
167,18841.6,22609.9,27131.9,32558.3,39069.9
168,18923.5,22708.2,27249.9,32699.8,39239.8
169,19005.4,22806.5,27367.8,32841.4,39409.7
170,19087.4,22904.8,27485.8,32983,39579.5
171,19169.3,23003.1,27603.8,33124.5,39749.4
172,19251.2,23101.4,27721.7,33266.1,39919.3
173,19333.1,23199.7,27839.7,33407.6,40089.2
174,19415,23298,27957.7,33549.2,40259
175,19497,23396.4,28075.6,33690.7,40428.9
176,19578.9,23494.7,28193.6,33832.3,40598.8
177,19660.8,23593,28311.6,33973.9,40768.6
178,19742.7,23691.3,28429.5,34115.4,40938.5
179,19824.6,23789.6,28547.5,34257,41108.4
180,19906.6,23887.9,28665.4,34398.5,41278.2
181,19988.5,23986.2,28783.4,34540.1,41448.1
182,20070.4,24084.5,28901.4,34681.7,41618
183,20152.3,24182.8,29019.3,34823.2,41787.9
184,20234.2,24281.1,29137.3,34964.8,41957.7
185,20316.2,24379.4,29255.3,35106.3,42127.6
186,20398.1,24477.7,29373.2,35247.9,42297.5
187,20480,24576,29491.2,35389.4,42467.3
188,20561.9,24674.3,29609.2,35531,42637.2
189,20643.8,24772.6,29727.1,35672.6,42807.1
190,20725.8,24870.9,29845.1,35814.1,42976.9
191,20807.7,24969.2,29963.1,35955.7,43146.8
192,20889.6,25067.5,30081,36097.2,43316.7
193,20971.5,25165.8,30199,36238.8,43486.5
194,21053.4,25264.1,30317,36380.3,43656.4
195,21135.4,25362.4,30434.9,36521.9,43826.3
196,21217.3,25460.7,30552.9,36663.5,43996.2
197,21299.2,25559,30670.8,36805,44166
198,21381.1,25657.3,30788.8,36946.6,44335.9
199,21463,25755.6,30906.8,37088.1,44505.8
200,21545,25854,31024.7,37229.7,44675.6
201,21626.9,25952.3,31142.7,37371.2,44845.5
202,21708.8,26050.6,31260.7,37512.8,45015.4
203,21790.7,26148.9,31378.6,37654.4,45185.2
204,21872.6,26247.2,31496.6,37795.9,45355.1
205,21954.6,26345.5,31614.6,37937.5,45525
206,22036.5,26443.8,31732.5,38079,45694.8
207,22118.4,26542.1,31850.5,38220.6,45864.7
208,22200.3,26640.4,31968.5,38362.2,46034.6
209,22282.2,26738.7,32086.4,38503.7,46204.5
210,22364.2,26837,32204.4,38645.3,46374.3
211,22446.1,26935.3,32322.4,38786.8,46544.2
212,22528,27033.6,32440.3,38928.4,46714.1
213,22609.9,27131.9,32558.3,39069.9,46883.9
214,22691.8,27230.2,32676.2,39211.5,47053.8
215,22773.8,27328.5,32794.2,39353.1,47223.7
216,22855.7,27426.8,32912.2,39494.6,47393.5
217,22937.6,27525.1,33030.1,39636.2,47563.4
218,23019.5,27623.4,33148.1,39777.7,47733.3
219,23101.4,27721.7,33266.1,39919.3,47903.1
220,23183.4,27820,33384,40060.8,48073
221,23265.3,27918.3,33502,40202.4,48242.9
222,23347.2,28016.6,33620,40344,48412.8
223,23429.1,28114.9,33737.9,40485.5,48582.6
224,23511,28213.2,33855.9,40627.1,48752.5
225,23593,28311.6,33973.9,40768.6,48922.4
226,23674.9,28409.9,34091.8,40910.2,49092.2
227,23756.8,28508.2,34209.8,41051.8,49262.1
228,23838.7,28606.5,34327.8,41193.3,49432
229,23920.6,28704.8,34445.7,41334.9,49601.8
230,24002.6,28803.1,34563.7,41476.4,49771.7
231,24084.5,28901.4,34681.7,41618,49941.6
232,24166.4,28999.7,34799.6,41759.5,50111.4
233,24248.3,29098,34917.6,41901.1,50281.3
234,24330.2,29196.3,35035.5,42042.7,50451.2
235,24412.2,29294.6,35153.5,42184.2,50621.1
236,24494.1,29392.9,35271.5,42325.8,50790.9
237,24576,29491.2,35389.4,42467.3,50960.8
238,24657.9,29589.5,35507.4,42608.9,51130.7
239,24739.8,29687.8,35625.4,42750.4,51300.5
240,24821.8,29786.1,35743.3,42892,51470.4
241,24903.7,29884.4,35861.3,43033.6,51640.3
242,24985.6,29982.7,35979.3,43175.1,51810.1
243,25067.5,30081,36097.2,43316.7,51980
244,25149.4,30179.3,36215.2,43458.2,52149.9
245,25231.4,30277.6,36333.2,43599.8,52319.7
246,25313.3,30375.9,36451.1,43741.3,52489.6
247,25395.2,30474.2,36569.1,43882.9,52659.5
248,25477.1,30572.5,36687.1,44024.5,52829.4
249,25559,30670.8,36805,44166,52999.2
250,25641,30769.2,36923,44307.6,53169.1
251,25722.9,30867.5,37040.9,44449.1,53339
252,25804.8,30965.8,37158.9,44590.7,53508.8
253,25886.7,31064.1,37276.9,44732.3,53678.7
254,25968.6,31162.4,37394.8,44873.8,53848.6
255,26050.6,31260.7,37512.8,45015.4,54018.4
256,26132.5,31359,37630.8,45156.9,54188.3
257,26214.4,31457.3,37748.7,45298.5,54358.2
258,26296.3,31555.6,37866.7,45440,54528
259,26378.2,31653.9,37984.7,45581.6,54697.9
260,26460.2,31752.2,38102.6,45723.2,54867.8
261,26542.1,31850.5,38220.6,45864.7,55037.7
262,26624,31948.8,38338.6,46006.3,55207.5
263,26705.9,32047.1,38456.5,46147.8,55377.4
264,26787.8,32145.4,38574.5,46289.4,55547.3
265,26869.8,32243.7,38692.5,46430.9,55717.1
266,26951.7,32342,38810.4,46572.5,55887
267,27033.6,32440.3,38928.4,46714.1,56056.9
268,27115.5,32538.6,39046.3,46855.6,56226.7
269,27197.4,32636.9,39164.3,46997.2,56396.6
270,27279.4,32735.2,39282.3,47138.7,56566.5
271,27361.3,32833.5,39400.2,47280.3,56736.4
272,27443.2,32931.8,39518.2,47421.8,56906.2
273,27525.1,33030.1,39636.2,47563.4,57076.1
274,27607,33128.4,39754.1,47705,57246
275,27689,33226.8,39872.1,47846.5,57415.8
276,27770.9,33325.1,39990.1,47988.1,57585.7
277,27852.8,33423.4,40108,48129.6,57755.6
278,27934.7,33521.7,40226,48271.2,57925.4
279,28016.6,33620,40344,48412.8,58095.3
280,28098.6,33718.3,40461.9,48554.3,58265.2
281,28180.5,33816.6,40579.9,48695.9,58435
282,28262.4,33914.9,40697.9,48837.4,58604.9
283,28344.3,34013.2,40815.8,48979,58774.8
284,28426.2,34111.5,40933.8,49120.5,58944.7
285,28508.2,34209.8,41051.8,49262.1,59114.5
286,28590.1,34308.1,41169.7,49403.7,59284.4
287,28672,34406.4,41287.7,49545.2,59454.3
288,28753.9,34504.7,41405.6,49686.8,59624.1
289,28835.8,34603,41523.6,49828.3,59794
290,28917.8,34701.3,41641.6,49969.9,59963.9
291,28999.7,34799.6,41759.5,50111.4,60133.7
292,29081.6,34897.9,41877.5,50253,60303.6
293,29163.5,34996.2,41995.5,50394.6,60473.5
294,29245.4,35094.5,42113.4,50536.1,60643.3
295,29327.4,35192.8,42231.4,50677.7,60813.2
296,29409.3,35291.1,42349.4,50819.2,60983.1
297,29491.2,35389.4,42467.3,50960.8,61153
298,29573.1,35487.7,42585.3,51102.4,61322.8
299,29655,35586,42703.3,51243.9,61492.7
300,29737,35684.4,42821.2,51385.5,61662.6
301,29818.9,35782.7,42939.2,51527,61832.4
302,29900.8,35881,43057.2,51668.6,62002.3
303,29982.7,35979.3,43175.1,51810.1,62172.2
304,30064.6,36077.6,43293.1,51951.7,62342
305,30146.6,36175.9,43411,52093.3,62511.9
306,30228.5,36274.2,43529,52234.8,62681.8
307,30310.4,36372.5,43647,52376.4,62851.6
308,30392.3,36470.8,43764.9,52517.9,63021.5
309,30474.2,36569.1,43882.9,52659.5,63191.4
310,30556.2,36667.4,44000.9,52801,63361.3
311,30638.1,36765.7,44118.8,52942.6,63531.1
312,30720,36864,44236.8,53084.2,63701
313,30801.9,36962.3,44354.8,53225.7,63870.9
314,30883.8,37060.6,44472.7,53367.3,64040.7
315,30965.8,37158.9,44590.7,53508.8,64210.6
316,31047.7,37257.2,44708.7,53650.4,64380.5
317,31129.6,37355.5,44826.6,53791.9,64550.3
318,31211.5,37453.8,44944.6,53933.5,64720.2
319,31293.4,37552.1,45062.6,54075.1,64890.1
320,31375.4,37650.4,45180.5,54216.6,65059.9
321,31457.3,37748.7,45298.5,54358.2,65229.8
322,31539.2,37847,45416.4,54499.7,65399.7
323,31621.1,37945.3,45534.4,54641.3,65569.6
324,31703,38043.6,45652.4,54782.9,65739.4
325,31785,38142,45770.3,54924.4,65909.3
326,31866.9,38240.3,45888.3,55066,66079.2
327,31948.8,38338.6,46006.3,55207.5,66249
328,32030.7,38436.9,46124.2,55349.1,66418.9
329,32112.6,38535.2,46242.2,55490.6,66588.8
330,32194.6,38633.5,46360.2,55632.2,66758.6
331,32276.5,38731.8,46478.1,55773.8,66928.5
332,32358.4,38830.1,46596.1,55915.3,67098.4
333,32440.3,38928.4,46714.1,56056.9,67268.2
334,32522.2,39026.7,46832,56198.4,67438.1
335,32604.2,39125,46950,56340,67608
336,32686.1,39223.3,47068,56481.5,67777.9
337,32768,39321.6,47185.9,56623.1,67947.7
338,32849.9,39419.9,47303.9,56764.7,68117.6
339,32931.8,39518.2,47421.8,56906.2,68287.5
340,33013.8,39616.5,47539.8,57047.8,68457.3
341,33095.7,39714.8,47657.8,57189.3,68627.2
342,33177.6,39813.1,47775.7,57330.9,68797.1
343,33259.5,39911.4,47893.7,57472.5,68966.9
344,33341.4,40009.7,48011.7,57614,69136.8
345,33423.4,40108,48129.6,57755.6,69306.7
346,33505.3,40206.3,48247.6,57897.1,69476.5
347,33587.2,40304.6,48365.6,58038.7,69646.4
348,33669.1,40402.9,48483.5,58180.2,69816.3
349,33751,40501.2,48601.5,58321.8,69986.2
350,33833,40599.6,48719.5,58463.4,70156
351,33914.9,40697.9,48837.4,58604.9,70325.9
352,33996.8,40796.2,48955.4,58746.5,70495.8
353,34078.7,40894.5,49073.4,58888,70665.6
354,34160.6,40992.8,49191.3,59029.6,70835.5
355,34242.6,41091.1,49309.3,59171.1,71005.4
356,34324.5,41189.4,49427.3,59312.7,71175.2
357,34406.4,41287.7,49545.2,59454.3,71345.1
358,34488.3,41386,49663.2,59595.8,71515
359,34570.2,41484.3,49781.1,59737.4,71684.8
360,34652.2,41582.6,49899.1,59878.9,71854.7
361,34734.1,41680.9,50017.1,60020.5,72024.6
362,34816,41779.2,50135,60162,72194.5
363,34897.9,41877.5,50253,60303.6,72364.3
364,34979.8,41975.8,50371,60445.2,72534.2
365,35061.8,42074.1,50488.9,60586.7,72704.1
366,35143.7,42172.4,50606.9,60728.3,72873.9
367,35225.6,42270.7,50724.9,60869.8,73043.8
368,35307.5,42369,50842.8,61011.4,73213.7
369,35389.4,42467.3,50960.8,61153,73383.5
370,35471.4,42565.6,51078.8,61294.5,73553.4
371,35553.3,42663.9,51196.7,61436.1,73723.3
372,35635.2,42762.2,51314.7,61577.6,73893.2
373,35717.1,42860.5,51432.7,61719.2,74063
374,35799,42958.8,51550.6,61860.7,74232.9
375,35881,43057.2,51668.6,62002.3,74402.8
376,35962.9,43155.5,51786.5,62143.9,74572.6
377,36044.8,43253.8,51904.5,62285.4,74742.5
378,36126.7,43352.1,52022.5,62427,74912.4
379,36208.6,43450.4,52140.4,62568.5,75082.2
380,36290.6,43548.7,52258.4,62710.1,75252.1
381,36372.5,43647,52376.4,62851.6,75422
382,36454.4,43745.3,52494.3,62993.2,75591.8
383,36536.3,43843.6,52612.3,63134.8,75761.7
384,36618.2,43941.9,52730.3,63276.3,75931.6
385,36700.2,44040.2,52848.2,63417.9,76101.5
386,36782.1,44138.5,52966.2,63559.4,76271.3
387,36864,44236.8,53084.2,63701,76441.2
388,36945.9,44335.1,53202.1,63842.5,76611.1
389,37027.8,44433.4,53320.1,63984.1,76780.9
390,37109.8,44531.7,53438.1,64125.7,76950.8
391,37191.7,44630,53556,64267.2,77120.7
392,37273.6,44728.3,53674,64408.8,77290.5
393,37355.5,44826.6,53791.9,64550.3,77460.4
394,37437.4,44924.9,53909.9,64691.9,77630.3
395,37519.4,45023.2,54027.9,64833.5,77800.1
396,37601.3,45121.5,54145.8,64975,77970
397,37683.2,45219.8,54263.8,65116.6,78139.9
398,37765.1,45318.1,54381.8,65258.1,78309.8
399,37847,45416.4,54499.7,65399.7,78479.6
400,37929,45514.8,54617.7,65541.2,78649.5
