Id,MssionGrade,TaskType,TaskCount,AutoCompleteTime,PassCost,RewardExp,RewardAdena,RewardIcon,MissionIcon
54,5,11,2000,7200,25000,0,0,UI_Icon_RankR_RE,54
55,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
57,5,80,125,7200,25000,0,0,UI_Icon_RankR_RE,54
58,5,14,400,7200,25000,0,0,UI_Icon_RankR_RE,54
59,1,80,25,1440,5000,0,0,UI_Icon_RankC_RE,50
60,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
62,1,50,3,1440,5000,0,0,UI_Icon_RankC_RE,50
63,1,50,3,1440,5000,0,0,UI_Icon_RankC_RE,50
65,2,81,35,2880,10000,0,0,UI_Icon_RankB_RE,51
66,2,80,50,2880,10000,0,0,UI_Icon_RankB_RE,51
67,2,41,20,2880,10000,0,0,UI_Icon_RankB_RE,51
68,2,50,3,2880,10000,0,0,UI_Icon_RankB_RE,51
69,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
71,3,80,75,4320,15000,0,0,UI_Icon_RankA_RE,52
72,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
73,3,41,45,4320,15000,0,0,UI_Icon_RankA_RE,52
74,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
76,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
77,4,80,100,5760,20000,0,0,UI_Icon_RankS_RE,53
78,4,220,1,5760,20000,0,0,UI_Icon_RankS_RE,53
79,4,41,500,5760,20000,0,0,UI_Icon_RankS_RE,53
80,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
81,5,57,3,7200,25000,0,0,UI_Icon_RankR_RE,54
82,5,7,10,7200,25000,0,0,UI_Icon_RankR_RE,54
83,5,11,2000,7200,25000,0,0,UI_Icon_RankR_RE,54
84,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
85,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
86,5,80,125,7200,25000,0,0,UI_Icon_RankR_RE,54
88,1,80,25,1440,5000,0,0,UI_Icon_RankC_RE,50
89,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
91,1,50,5,1440,5000,0,0,UI_Icon_RankC_RE,50
92,1,50,6,1440,5000,0,0,UI_Icon_RankC_RE,50
94,2,81,35,2880,10000,0,0,UI_Icon_RankB_RE,51
95,2,80,50,2880,10000,0,0,UI_Icon_RankB_RE,51
96,2,41,30,2880,10000,0,0,UI_Icon_RankB_RE,51
97,2,50,3,2880,10000,0,0,UI_Icon_RankB_RE,51
98,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
100,3,80,75,4320,15000,0,0,UI_Icon_RankA_RE,52
101,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
102,3,41,65,4320,15000,0,0,UI_Icon_RankA_RE,52
103,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
105,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
106,4,80,100,5760,20000,0,0,UI_Icon_RankS_RE,53
107,4,220,2,5760,20000,0,0,UI_Icon_RankS_RE,53
108,4,41,1000,5760,20000,0,0,UI_Icon_RankS_RE,53
109,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
110,5,57,7,7200,25000,0,0,UI_Icon_RankR_RE,54
111,5,7,10,7200,25000,0,0,UI_Icon_RankR_RE,54
112,5,81,100,7200,25000,0,0,UI_Icon_RankR_RE,54
113,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
114,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
115,5,80,125,7200,25000,0,0,UI_Icon_RankR_RE,54
117,1,80,25,1440,5000,0,0,UI_Icon_RankC_RE,50
118,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
120,1,50,5,1440,5000,0,0,UI_Icon_RankC_RE,50
121,1,50,6,1440,5000,0,0,UI_Icon_RankC_RE,50
123,2,81,35,2880,10000,0,0,UI_Icon_RankB_RE,51
124,2,80,50,2880,10000,0,0,UI_Icon_RankB_RE,51
125,2,41,30,2880,10000,0,0,UI_Icon_RankB_RE,51
126,2,50,3,2880,10000,0,0,UI_Icon_RankB_RE,51
127,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
129,3,80,75,4320,15000,0,0,UI_Icon_RankA_RE,52
130,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
131,3,41,65,4320,15000,0,0,UI_Icon_RankA_RE,52
132,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
134,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
135,4,80,100,5760,20000,0,0,UI_Icon_RankS_RE,53
136,4,220,2,5760,20000,0,0,UI_Icon_RankS_RE,53
137,4,41,1000,5760,20000,0,0,UI_Icon_RankS_RE,53
138,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
139,5,57,7,7200,25000,0,0,UI_Icon_RankR_RE,54
140,5,7,10,7200,25000,0,0,UI_Icon_RankR_RE,54
141,5,81,100,7200,25000,0,0,UI_Icon_RankR_RE,54
142,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
143,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
144,5,80,125,7200,25000,0,0,UI_Icon_RankR_RE,54
146,1,80,25,1440,5000,0,0,UI_Icon_RankC_RE,50
147,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
149,1,50,5,1440,5000,0,0,UI_Icon_RankC_RE,50
150,1,50,6,1440,5000,0,0,UI_Icon_RankC_RE,50
151,1,50,40,1440,5000,0,0,UI_Icon_RankC_RE,50
152,2,50,3,2880,10000,0,0,UI_Icon_RankB_RE,51
153,2,81,35,2880,10000,0,0,UI_Icon_RankB_RE,51
154,2,80,50,2880,10000,0,0,UI_Icon_RankB_RE,51
155,2,41,30,2880,10000,0,0,UI_Icon_RankB_RE,51
156,2,50,3,2880,10000,0,0,UI_Icon_RankB_RE,51
157,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
158,3,73,1,4320,15000,0,0,UI_Icon_RankA_RE,52
159,3,80,75,4320,15000,0,0,UI_Icon_RankA_RE,52
160,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
161,3,41,65,4320,15000,0,0,UI_Icon_RankA_RE,52
162,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
164,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
165,4,80,100,5760,20000,0,0,UI_Icon_RankS_RE,53
166,4,220,3,5760,20000,0,0,UI_Icon_RankS_RE,53
167,4,41,1000,5760,20000,0,0,UI_Icon_RankS_RE,53
168,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
169,4,190,7,5760,20000,0,0,UI_Icon_RankS_RE,53
170,5,57,7,7200,25000,0,0,UI_Icon_RankR_RE,54
171,5,7,10,7200,25000,0,0,UI_Icon_RankR_RE,54
172,5,81,100,7200,25000,0,0,UI_Icon_RankR_RE,54
173,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
174,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
175,5,80,125,7200,25000,0,0,UI_Icon_RankR_RE,54
177,1,80,25,1440,5000,0,0,UI_Icon_RankC_RE,50
178,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
180,1,50,5,1440,5000,0,0,UI_Icon_RankC_RE,50
181,1,50,6,1440,5000,0,0,UI_Icon_RankC_RE,50
182,1,50,40,1440,5000,0,0,UI_Icon_RankC_RE,50
183,2,50,3,2880,10000,0,0,UI_Icon_RankB_RE,51
184,2,81,35,2880,10000,0,0,UI_Icon_RankB_RE,51
185,2,80,50,2880,10000,0,0,UI_Icon_RankB_RE,51
186,2,41,30,2880,10000,0,0,UI_Icon_RankB_RE,51
187,2,50,3,2880,10000,0,0,UI_Icon_RankB_RE,51
188,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
189,3,73,1,4320,15000,0,0,UI_Icon_RankA_RE,52
190,3,80,75,4320,15000,0,0,UI_Icon_RankA_RE,52
191,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
192,3,41,65,4320,15000,0,0,UI_Icon_RankA_RE,52
193,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
195,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
196,4,80,100,5760,20000,0,0,UI_Icon_RankS_RE,53
197,4,220,3,5760,20000,0,0,UI_Icon_RankS_RE,53
198,4,41,1000,5760,20000,0,0,UI_Icon_RankS_RE,53
199,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
200,4,190,7,5760,20000,0,0,UI_Icon_RankS_RE,53
201,5,57,7,7200,25000,0,0,UI_Icon_RankR_RE,54
202,5,7,10,7200,25000,0,0,UI_Icon_RankR_RE,54
203,5,81,100,7200,25000,0,0,UI_Icon_RankR_RE,54
204,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
205,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
206,5,80,125,7200,25000,0,0,UI_Icon_RankR_RE,54
208,1,80,25,1440,5000,0,0,UI_Icon_RankC_RE,50
209,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
211,1,50,5,1440,5000,0,0,UI_Icon_RankC_RE,50
212,1,50,6,1440,5000,0,0,UI_Icon_RankC_RE,50
213,1,50,40,1440,5000,0,0,UI_Icon_RankC_RE,50
214,2,50,3,2880,10000,0,0,UI_Icon_RankB_RE,51
215,2,81,35,2880,10000,0,0,UI_Icon_RankB_RE,51
216,2,80,50,2880,10000,0,0,UI_Icon_RankB_RE,51
217,2,41,30,2880,10000,0,0,UI_Icon_RankB_RE,51
218,2,50,3,2880,10000,0,0,UI_Icon_RankB_RE,51
219,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
220,3,73,1,4320,15000,0,0,UI_Icon_RankA_RE,52
221,3,80,75,4320,15000,0,0,UI_Icon_RankA_RE,52
222,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
223,3,41,65,4320,15000,0,0,UI_Icon_RankA_RE,52
224,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
226,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
227,4,80,100,5760,20000,0,0,UI_Icon_RankS_RE,53
228,4,220,3,5760,20000,0,0,UI_Icon_RankS_RE,53
229,4,41,1000,5760,20000,0,0,UI_Icon_RankS_RE,53
230,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
231,4,190,7,5760,20000,0,0,UI_Icon_RankS_RE,53
232,5,57,7,7200,25000,0,0,UI_Icon_RankR_RE,54
233,5,7,10,7200,25000,0,0,UI_Icon_RankR_RE,54
234,5,81,100,7200,25000,0,0,UI_Icon_RankR_RE,54
235,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
236,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
237,5,80,125,7200,25000,0,0,UI_Icon_RankR_RE,54
239,1,80,50,1440,5000,0,0,UI_Icon_RankC_RE,50
240,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
241,1,173,1,1440,5000,0,0,UI_Icon_RankC_RE,50
242,1,50,5,1440,5000,0,0,UI_Icon_RankC_RE,50
243,1,50,8,1440,5000,0,0,UI_Icon_RankC_RE,50
244,1,50,40,1440,5000,0,0,UI_Icon_RankC_RE,50
245,2,50,5,2880,10000,0,0,UI_Icon_RankB_RE,51
246,2,81,60,2880,10000,0,0,UI_Icon_RankB_RE,51
247,2,80,75,2880,10000,0,0,UI_Icon_RankB_RE,51
248,2,41,35,2880,10000,0,0,UI_Icon_RankB_RE,51
249,2,50,5,2880,10000,0,0,UI_Icon_RankB_RE,51
250,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
251,3,73,1,4320,15000,0,0,UI_Icon_RankA_RE,52
252,3,80,100,4320,15000,0,0,UI_Icon_RankA_RE,52
253,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
254,3,41,70,4320,15000,0,0,UI_Icon_RankA_RE,52
255,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
257,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
258,4,80,125,5760,20000,0,0,UI_Icon_RankS_RE,53
259,4,220,3,5760,20000,0,0,UI_Icon_RankS_RE,53
260,4,41,1500,5760,20000,0,0,UI_Icon_RankS_RE,53
261,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
262,4,190,10,5760,20000,0,0,UI_Icon_RankS_RE,53
263,5,57,10,7200,25000,0,0,UI_Icon_RankR_RE,54
264,5,7,20,7200,25000,0,0,UI_Icon_RankR_RE,54
265,5,81,125,7200,25000,0,0,UI_Icon_RankR_RE,54
266,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
267,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
268,5,80,150,7200,25000,0,0,UI_Icon_RankR_RE,54
269,5,172,1,7200,25000,0,0,UI_Icon_RankR_RE,54
270,1,80,50,1440,5000,0,0,UI_Icon_RankC_RE,50
271,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
272,1,173,1,1440,5000,0,0,UI_Icon_RankC_RE,50
273,1,50,5,1440,5000,0,0,UI_Icon_RankC_RE,50
274,1,50,8,1440,5000,0,0,UI_Icon_RankC_RE,50
275,1,50,40,1440,5000,0,0,UI_Icon_RankC_RE,50
276,2,50,5,2880,10000,0,0,UI_Icon_RankB_RE,51
277,2,81,60,2880,10000,0,0,UI_Icon_RankB_RE,51
278,2,80,75,2880,10000,0,0,UI_Icon_RankB_RE,51
279,2,41,35,2880,10000,0,0,UI_Icon_RankB_RE,51
280,2,50,5,2880,10000,0,0,UI_Icon_RankB_RE,51
281,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
282,3,73,1,4320,15000,0,0,UI_Icon_RankA_RE,52
283,3,80,100,4320,15000,0,0,UI_Icon_RankA_RE,52
284,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
285,3,41,70,4320,15000,0,0,UI_Icon_RankA_RE,52
286,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
288,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
289,4,80,125,5760,20000,0,0,UI_Icon_RankS_RE,53
290,4,220,3,5760,20000,0,0,UI_Icon_RankS_RE,53
291,4,41,1500,5760,20000,0,0,UI_Icon_RankS_RE,53
292,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
293,4,190,10,5760,20000,0,0,UI_Icon_RankS_RE,53
294,5,57,10,7200,25000,0,0,UI_Icon_RankR_RE,54
295,5,7,20,7200,25000,0,0,UI_Icon_RankR_RE,54
296,5,81,125,7200,25000,0,0,UI_Icon_RankR_RE,54
297,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
298,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
299,5,80,150,7200,25000,0,0,UI_Icon_RankR_RE,54
300,5,172,1,7200,25000,0,0,UI_Icon_RankR_RE,54
301,1,80,50,1440,5000,0,0,UI_Icon_RankC_RE,50
302,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
303,1,173,1,1440,5000,0,0,UI_Icon_RankC_RE,50
304,1,50,7,1440,5000,0,0,UI_Icon_RankC_RE,50
305,1,50,8,1440,5000,0,0,UI_Icon_RankC_RE,50
306,1,50,40,1440,5000,0,0,UI_Icon_RankC_RE,50
307,2,50,7,2880,10000,0,0,UI_Icon_RankB_RE,51
308,2,81,60,2880,10000,0,0,UI_Icon_RankB_RE,51
309,2,80,75,2880,10000,0,0,UI_Icon_RankB_RE,51
310,2,41,35,2880,10000,0,0,UI_Icon_RankB_RE,51
311,2,50,5,2880,10000,0,0,UI_Icon_RankB_RE,51
312,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
313,3,73,1,4320,15000,0,0,UI_Icon_RankA_RE,52
314,3,80,100,4320,15000,0,0,UI_Icon_RankA_RE,52
315,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
316,3,41,70,4320,15000,0,0,UI_Icon_RankA_RE,52
317,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
319,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
320,4,80,125,5760,20000,0,0,UI_Icon_RankS_RE,53
321,4,220,3,5760,20000,0,0,UI_Icon_RankS_RE,53
322,4,41,1500,5760,20000,0,0,UI_Icon_RankS_RE,53
323,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
324,4,190,10,5760,20000,0,0,UI_Icon_RankS_RE,53
325,5,57,10,7200,25000,0,0,UI_Icon_RankR_RE,54
326,5,7,20,7200,25000,0,0,UI_Icon_RankR_RE,54
327,5,81,125,7200,25000,0,0,UI_Icon_RankR_RE,54
328,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
329,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
330,5,80,150,7200,25000,0,0,UI_Icon_RankR_RE,54
331,5,172,1,7200,25000,0,0,UI_Icon_RankR_RE,54
332,1,80,50,1440,5000,0,0,UI_Icon_RankC_RE,50
333,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
334,1,173,1,1440,5000,0,0,UI_Icon_RankC_RE,50
335,1,50,7,1440,5000,0,0,UI_Icon_RankC_RE,50
336,1,50,8,1440,5000,0,0,UI_Icon_RankC_RE,50
337,1,50,40,1440,5000,0,0,UI_Icon_RankC_RE,50
338,2,50,7,2880,10000,0,0,UI_Icon_RankB_RE,51
339,2,81,60,2880,10000,0,0,UI_Icon_RankB_RE,51
340,2,80,75,2880,10000,0,0,UI_Icon_RankB_RE,51
341,2,41,35,2880,10000,0,0,UI_Icon_RankB_RE,51
342,2,50,5,2880,10000,0,0,UI_Icon_RankB_RE,51
343,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
344,3,73,1,4320,15000,0,0,UI_Icon_RankA_RE,52
345,3,80,100,4320,15000,0,0,UI_Icon_RankA_RE,52
346,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
347,3,41,70,4320,15000,0,0,UI_Icon_RankA_RE,52
348,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
350,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
351,4,80,125,5760,20000,0,0,UI_Icon_RankS_RE,53
352,4,220,3,5760,20000,0,0,UI_Icon_RankS_RE,53
353,4,41,1500,5760,20000,0,0,UI_Icon_RankS_RE,53
354,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
355,4,190,10,5760,20000,0,0,UI_Icon_RankS_RE,53
356,5,57,10,7200,25000,0,0,UI_Icon_RankR_RE,54
357,5,7,20,7200,25000,0,0,UI_Icon_RankR_RE,54
358,5,81,125,7200,25000,0,0,UI_Icon_RankR_RE,54
359,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
360,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
361,5,80,150,7200,25000,0,0,UI_Icon_RankR_RE,54
362,5,172,1,7200,25000,0,0,UI_Icon_RankR_RE,54
363,1,80,50,1440,5000,0,0,UI_Icon_RankC_RE,50
364,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
365,1,173,1,1440,5000,0,0,UI_Icon_RankC_RE,50
366,1,50,7,1440,5000,0,0,UI_Icon_RankC_RE,50
367,1,50,10,1440,5000,0,0,UI_Icon_RankC_RE,50
368,1,50,45,1440,5000,0,0,UI_Icon_RankC_RE,50
369,2,50,7,2880,10000,0,0,UI_Icon_RankB_RE,51
370,2,81,60,2880,10000,0,0,UI_Icon_RankB_RE,51
371,2,80,75,2880,10000,0,0,UI_Icon_RankB_RE,51
372,2,41,50,2880,10000,0,0,UI_Icon_RankB_RE,51
373,2,50,8,2880,10000,0,0,UI_Icon_RankB_RE,51
374,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
375,3,73,1,4320,15000,0,0,UI_Icon_RankA_RE,52
376,3,80,100,4320,15000,0,0,UI_Icon_RankA_RE,52
377,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
378,3,41,95,4320,15000,0,0,UI_Icon_RankA_RE,52
379,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
381,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
382,4,80,125,5760,20000,0,0,UI_Icon_RankS_RE,53
383,4,220,4,5760,20000,0,0,UI_Icon_RankS_RE,53
384,4,41,2000,5760,20000,0,0,UI_Icon_RankS_RE,53
385,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
386,4,190,15,5760,20000,0,0,UI_Icon_RankS_RE,53
387,5,57,15,7200,25000,0,0,UI_Icon_RankR_RE,54
388,5,7,30,7200,25000,0,0,UI_Icon_RankR_RE,54
389,5,81,125,7200,25000,0,0,UI_Icon_RankR_RE,54
390,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
391,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
392,5,80,150,7200,25000,0,0,UI_Icon_RankR_RE,54
393,5,172,1,7200,25000,0,0,UI_Icon_RankR_RE,54
394,1,80,50,1440,5000,0,0,UI_Icon_RankC_RE,50
395,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
396,1,173,1,1440,5000,0,0,UI_Icon_RankC_RE,50
397,1,50,10,1440,5000,0,0,UI_Icon_RankC_RE,50
398,1,50,10,1440,5000,0,0,UI_Icon_RankC_RE,50
399,1,50,45,1440,5000,0,0,UI_Icon_RankC_RE,50
400,2,50,10,2880,10000,0,0,UI_Icon_RankB_RE,51
401,2,81,60,2880,10000,0,0,UI_Icon_RankB_RE,51
402,2,80,75,2880,10000,0,0,UI_Icon_RankB_RE,51
403,2,41,55,2880,10000,0,0,UI_Icon_RankB_RE,51
404,2,50,8,2880,10000,0,0,UI_Icon_RankB_RE,51
405,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
406,3,73,1,4320,15000,0,0,UI_Icon_RankA_RE,52
407,3,80,100,4320,15000,0,0,UI_Icon_RankA_RE,52
408,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
409,3,41,100,4320,15000,0,0,UI_Icon_RankA_RE,52
410,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
412,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
413,4,80,125,5760,20000,0,0,UI_Icon_RankS_RE,53
414,4,220,4,5760,20000,0,0,UI_Icon_RankS_RE,53
415,4,41,2500,5760,20000,0,0,UI_Icon_RankS_RE,53
416,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
417,4,190,15,5760,20000,0,0,UI_Icon_RankS_RE,53
418,5,57,15,7200,25000,0,0,UI_Icon_RankR_RE,54
419,5,7,30,7200,25000,0,0,UI_Icon_RankR_RE,54
420,5,81,125,7200,25000,0,0,UI_Icon_RankR_RE,54
421,5,140,3,7200,25000,0,0,UI_Icon_RankR_RE,54
422,5,50,1,7200,25000,0,0,UI_Icon_RankR_RE,54
423,5,80,150,7200,25000,0,0,UI_Icon_RankR_RE,54
424,5,172,1,7200,25000,0,0,UI_Icon_RankR_RE,54
425,1,80,50,1440,5000,0,0,UI_Icon_RankC_RE,50
426,1,94,1,1440,5000,0,0,UI_Icon_RankC_RE,50
427,1,173,1,1440,5000,0,0,UI_Icon_RankC_RE,50
428,1,50,10,1440,5000,0,0,UI_Icon_RankC_RE,50
429,1,50,10,1440,5000,0,0,UI_Icon_RankC_RE,50
430,1,50,45,1440,5000,0,0,UI_Icon_RankC_RE,50
431,2,50,10,2880,10000,0,0,UI_Icon_RankB_RE,51
432,2,81,60,2880,10000,0,0,UI_Icon_RankB_RE,51
433,2,80,75,2880,10000,0,0,UI_Icon_RankB_RE,51
434,2,41,55,2880,10000,0,0,UI_Icon_RankB_RE,51
435,2,50,8,2880,10000,0,0,UI_Icon_RankB_RE,51
436,2,14,200,2880,10000,0,0,UI_Icon_RankB_RE,51
437,3,73,1,4320,15000,0,0,UI_Icon_RankA_RE,52
438,3,80,100,4320,15000,0,0,UI_Icon_RankA_RE,52
439,3,225,1,4320,15000,0,0,UI_Icon_RankA_RE,52
440,3,41,100,4320,15000,0,0,UI_Icon_RankA_RE,52
441,3,14,300,4320,15000,0,0,UI_Icon_RankA_RE,52
443,4,140,2,5760,20000,0,0,UI_Icon_RankS_RE,53
444,4,80,125,5760,20000,0,0,UI_Icon_RankS_RE,53
445,4,220,4,5760,20000,0,0,UI_Icon_RankS_RE,53
446,4,41,2500,5760,20000,0,0,UI_Icon_RankS_RE,53
447,4,14,350,5760,20000,0,0,UI_Icon_RankS_RE,53
448,4,190,15,5760,20000,0,0,UI_Icon_RankS_RE,53
