Id,RunePage,Group,RuneNumber,RuneLevel,EffectGroupId,EffectType1,EffectType2,EffectParam,CostAdena,CostRunePiece,StampProbability,RunePosX,RunePosY,TexturePath,TextureFramePath,RuneType
1001003,1,1,3,0,,58,179,0,0,0,0,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,1,,58,179,16,700,80,9400,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,2,,58,179,32,840,100,8930,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,3,,58,179,48,1050,120,8460,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,4,,58,179,64,1400,140,7990,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,5,,58,179,80,1750,160,7050,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,6,,58,179,96,2100,200,6110,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,7,,58,179,112,2800,280,4700,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,0,,60,179,0,0,0,0,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,1,,60,179,16,800,100,9100,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,2,,60,179,32,960,110,8645,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,3,,60,179,48,1200,140,8190,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,4,,60,179,64,1600,160,7735,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,5,,60,179,80,2000,190,6825,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,6,,60,179,96,2400,240,5915,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,7,,60,179,112,3200,330,4550,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2000001,2,0,1,0,,84,179,0,0,0,0,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,1,10201,84,179,0,700,60,9700,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,2,10202,84,179,0,840,70,9215,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,3,10203,84,179,0,1050,90,8730,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,4,10204,84,179,0,1400,100,8245,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,5,10205,84,179,0,1750,120,7275,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,6,10206,84,179,0,2100,150,6305,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,7,10207,84,179,0,2800,210,4850,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2001001,2,1,1,0,,60,179,0,0,0,0,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,1,,60,179,17,700,60,9700,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,2,,60,179,34,840,70,9215,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,3,,60,179,51,1050,90,8730,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,4,,60,179,68,1400,100,8245,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,5,,60,179,85,1750,120,7275,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,6,,60,179,102,2100,150,6305,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,7,,60,179,119,2800,210,4850,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001002,2,1,2,0,,29,179,0,0,0,0,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,1,,29,179,8,1000,80,9200,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,2,,29,179,16,1200,100,8740,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,3,,29,179,24,1500,120,8280,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,4,,29,179,32,2000,140,7820,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,5,,29,179,40,2500,160,6900,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,6,,29,179,48,3000,200,5980,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,7,,29,179,56,4000,280,4600,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001003,2,1,3,0,,1,2,0,0,0,0,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,1,,1,2,11,1300,100,8700,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,2,,1,2,22,1560,120,8265,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,3,,1,2,33,1950,150,7830,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,4,,1,2,44,2600,170,7395,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,5,,1,2,55,3250,200,6525,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,6,,1,2,66,3900,250,5655,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,7,,1,2,77,5200,350,4350,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2002001,2,2,1,0,,58,179,0,0,0,0,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,1,,58,179,17,700,60,9700,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,2,,58,179,34,840,70,9215,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,3,,58,179,51,1050,90,8730,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,4,,58,179,68,1400,100,8245,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,5,,58,179,85,1750,120,7275,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,6,,58,179,102,2100,150,6305,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,7,,58,179,119,2800,210,4850,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002002,2,2,2,0,,26,179,0,0,0,0,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,1,,26,179,8,1000,80,9200,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,2,,26,179,16,1200,100,8740,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,3,,26,179,24,1500,120,8280,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,4,,26,179,32,2000,140,7820,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,5,,26,179,40,2500,160,6900,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,6,,26,179,48,3000,200,5980,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,7,,26,179,56,4000,280,4600,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,0,,21,22,0,0,0,0,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,1,,21,22,13,1300,100,8700,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,2,,21,22,26,1560,120,8265,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,3,,21,22,39,1950,150,7830,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,4,,21,22,52,2600,170,7395,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,5,,21,22,65,3250,200,6525,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,6,,21,22,78,3900,250,5655,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
2002003,2,2,3,7,,21,22,91,5200,350,4350,-224,160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3000001,3,0,1,0,,84,179,0,0,0,0,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,1,10301,84,179,0,1000,70,9500,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,2,10302,84,179,0,1200,80,9025,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,3,10303,84,179,0,1500,110,8550,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,4,10304,84,179,0,2000,120,8075,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,5,10305,84,179,0,2500,140,7125,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,6,10306,84,179,0,3000,180,6175,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3000001,3,0,1,7,10307,84,179,0,4000,250,4750,-64,-64,MI_UI_Image_MiddleRuneStone,,4
3001001,3,1,1,0,,29,179,0,0,0,0,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,1,,29,179,9,1000,70,9500,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,2,,29,179,18,1200,80,9025,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,3,,29,179,27,1500,110,8550,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,4,,29,179,36,2000,120,8075,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,5,,29,179,45,2500,140,7125,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,6,,29,179,54,3000,180,6175,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001001,3,1,1,7,,29,179,63,4000,250,4750,-32,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
3001002,3,1,2,0,,10,179,0,0,0,0,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,1,,10,179,17,1300,100,9000,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,2,,10,179,34,1560,110,8550,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,3,,10,179,51,1950,140,8100,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,4,,10,179,68,2600,160,7650,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,5,,10,179,85,3250,190,6750,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,6,,10,179,102,3900,240,5850,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001002,3,1,2,7,,10,179,119,5200,330,4500,32,-170,UI_Icon_Rune_CriticalRate,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,0,,1,2,0,0,0,0,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,1,,1,2,14,1600,120,8500,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,2,,1,2,28,1920,140,8075,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,3,,1,2,42,2400,180,7650,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,4,,1,2,56,3200,200,7225,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,5,,1,2,70,4000,240,6375,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,6,,1,2,84,4800,300,5525,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001003,3,1,3,7,,1,2,98,6400,420,4250,96,-216,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,0,,36,179,0,0,0,0,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,1,,36,179,1,1900,150,8000,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,2,,36,179,2,2280,170,7600,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,3,,36,179,3,2850,220,7200,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,4,,36,179,4,3800,250,6800,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,5,,36,179,5,4750,290,6000,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,6,,36,179,6,5700,360,5200,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3001004,3,1,4,7,,36,179,7,7600,510,4000,170,-248,UI_Icon_Rune_IgnoreDefenseDamage,MI_UI_Image_MiddleRuneStone,0
3002001,3,2,1,0,,26,179,0,0,0,0,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,1,,26,179,9,1000,70,9500,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,2,,26,179,18,1200,80,9025,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,3,,26,179,27,1500,110,8550,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,4,,26,179,36,2000,120,8075,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,5,,26,179,45,2500,140,7125,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,6,,26,179,54,3000,180,6175,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002001,3,2,1,7,,26,179,63,4000,250,4750,-32,50,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
3002002,3,2,2,0,,11,179,0,0,0,0,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,1,,11,179,21,1300,100,9000,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,2,,11,179,42,1560,110,8550,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,3,,11,179,63,1950,140,8100,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,4,,11,179,84,2600,160,7650,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,5,,11,179,105,3250,190,6750,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,6,,11,179,126,3900,240,5850,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002002,3,2,2,7,,11,179,147,5200,330,4500,-110,64,UI_Icon_Rune_AntiCriticalRate,MI_UI_Image_MiddleRuneStone,0
3002003,3,2,3,0,,21,22,0,0,0,0,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,1,,21,22,16,1600,120,8500,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,2,,21,22,32,1920,140,8075,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,3,,21,22,48,2400,180,7650,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,4,,21,22,64,3200,200,7225,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,5,,21,22,80,4000,240,6375,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,6,,21,22,96,4800,300,5525,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002003,3,2,3,7,,21,22,112,6400,420,4250,-180,128,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
3002004,3,2,4,0,,40,179,0,0,0,0,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,1,,40,179,1,1900,150,8000,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,2,,40,179,2,2280,170,7600,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,3,,40,179,3,2850,220,7200,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,4,,40,179,4,3800,250,6800,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,5,,40,179,5,4750,290,6000,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,6,,40,179,6,5700,360,5200,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
3002004,3,2,4,7,,40,179,7,7600,510,4000,-234,180,UI_Icon_Rune_DecreseDamage,MI_UI_Image_MiddleRuneStone,0
4000001,4,0,1,0,,84,179,0,0,0,0,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,1,10401,84,179,0,1200,80,9200,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,2,10402,84,179,0,1440,100,8740,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,3,10403,84,179,0,1800,120,8280,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,4,10404,84,179,0,2400,140,7820,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,5,10405,84,179,0,3000,160,6900,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,6,10406,84,179,0,3600,200,5980,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4000001,4,0,1,7,10407,84,179,0,4800,280,4600,-64,-64,MI_UI_Image_MiddleRuneStone,,4
4001001,4,1,1,0,,101,179,0,0,0,0,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,1,,101,179,22,1200,80,9200,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,2,,101,179,44,1440,100,8740,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,3,,101,179,66,1800,120,8280,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,4,,101,179,88,2400,140,7820,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,5,,101,179,110,3000,160,6900,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,6,,101,179,132,3600,200,5980,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001001,4,1,1,7,,101,179,154,4800,280,4600,-32,-128,UI_Icon_Rune_Penetrate,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,0,,29,179,0,0,0,0,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,1,,29,179,12,1700,110,8700,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,2,,29,179,24,2040,130,8265,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,3,,29,179,36,2550,170,7830,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,4,,29,179,48,3400,190,7395,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,5,,29,179,60,4250,220,6525,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,6,,29,179,72,5100,280,5655,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001002,4,1,2,7,,29,179,84,6800,390,4350,-32,-198,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
4001003,4,1,3,0,,1,2,0,0,0,0,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,1,,1,2,18,2200,140,8200,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,2,,1,2,36,2640,170,7790,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,3,,1,2,54,3300,210,7380,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,4,,1,2,72,4400,240,6970,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,5,,1,2,90,5500,280,6150,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,6,,1,2,108,6600,350,5330,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4001003,4,1,3,7,,1,2,126,8800,490,4100,-32,-268,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
4002001,4,2,1,0,,102,179,0,0,0,0,-32,50,UI_Icon_Rune_Resilience,MI_UI_Image_MiddleRuneStone,1
4002001,4,2,1,1,,102,179,22,1200,80,9200,-32,50,UI_Icon_Rune_Resilience,MI_UI_Image_MiddleRuneStone,1
4002001,4,2,1,2,,102,179,44,1440,100,8740,-32,50,UI_Icon_Rune_Resilience,MI_UI_Image_MiddleRuneStone,1
