Index,GroupId,Contribution,RewardGrade,GradeTexture,ItemInfoId,ItemCount
1530,3,0,3,UI_AttendGrade_Low,490025,6
1531,3,0,,,490011,1
1532,3,0,,,500126,3
1533,3,0,4,UI_AttendGrade_Low,911001,1
1534,3,0,,,490011,1
1535,3,0,,,500119,1
1536,3,0,5,UI_AttendGrade_Middle,510014,1
1537,3,0,,,490011,1
1538,3,0,,,500119,1
1539,3,0,5,UI_AttendGrade_Middle,510015,1
1540,3,0,,,490011,1
1541,3,0,,,500126,2
1542,3,0,12,UI_AttendGrade_Middle,1001100,10
1543,3,0,,,490011,1
1544,3,0,,,500119,1
1545,3,0,10,UI_AttendGrade_Middle,911061,1
1546,3,0,,,490011,1
1547,3,0,12,UI_AttendGrade_Middle,1001101,10
1548,3,5250,21,UI_AttendGrade_Top,500121,1
1549,3,0,,,490011,1
1550,3,0,,,500119,1
1551,3,0,8,UI_AttendGrade_Middle,911060,2
1552,3,0,,,490011,1
1553,3,0,,,500126,2
1554,3,0,14,UI_AttendGrade_Top,911059,1
1555,3,0,,,490011,1
1556,3,0,,,500119,1
1557,3,0,10,UI_AttendGrade_Middle,911061,2
1558,3,0,,,490011,1
1559,3,0,,,500126,2
1560,3,10500,22,UI_AttendGrade_Top,900011,1
1561,3,0,,,490011,1
1562,3,0,,,500119,1
1563,3,0,4,UI_AttendGrade_Low,911001,2
1564,3,0,,,490011,1
1565,3,0,,,500126,2
1566,3,0,3,UI_AttendGrade_Low,490025,10
1567,3,0,,,490011,1
1568,3,0,,,500119,1
1569,3,0,,,500119,2
1570,3,0,,,490011,1
1571,3,0,,,500126,2
1572,3,0,5,UI_AttendGrade_Middle,510014,2
1573,3,0,,,490011,1
1574,3,0,,,500119,1
1575,3,0,5,UI_AttendGrade_Middle,510015,2
1576,3,0,,,490011,1
1577,3,0,,,500126,2
1578,3,0,12,UI_AttendGrade_Middle,1001100,20
1579,3,0,,,490011,1
1580,3,22500,25,UI_AttendGrade_Top,400000,1
2001,4,0,,,490011,1
2002,4,0,,,500119,1
2003,4,0,10,UI_AttendGrade_Top,410004,5
2004,4,0,,,490011,1
2005,4,0,,,500126,2
2006,4,0,2,UI_AttendGrade_Low,481005,2
2007,4,0,,,490011,1
2009,4,0,11,UI_AttendGrade_Middle,481012,1
2010,4,0,,,490011,2
2011,4,0,,,500119,1
2012,4,0,2,UI_AttendGrade_Low,481006,2
2013,4,0,,,490011,1
2014,4,0,,,500126,2
2015,4,0,11,UI_AttendGrade_Middle,481011,1
2016,4,0,,,490011,1
2017,4,0,,,500119,2
2018,4,0,1,UI_AttendGrade_Low,481007,2
2019,4,0,,,490011,1
2021,4,0,13,UI_AttendGrade_Middle,481010,1
2022,4,0,,,490011,1
2023,4,0,,,500119,1
2024,4,0,1,UI_AttendGrade_Low,481007,2
2025,4,0,,,490011,1
2026,4,0,,,500126,2
2027,4,0,13,UI_AttendGrade_Middle,481009,1
2028,4,0,,,490011,3
2029,4,0,,,500119,1
2030,4,0,3,UI_AttendGrade_Low,490025,6
2031,4,0,,,490011,1
2032,4,0,,,500126,3
2033,4,0,4,UI_AttendGrade_Low,911001,2
2034,4,0,,,490011,1
2035,4,0,,,500119,1
2036,4,0,5,UI_AttendGrade_Middle,510014,1
2037,4,0,,,490011,1
2038,4,0,,,500119,1
2039,4,0,5,UI_AttendGrade_Middle,510015,1
2040,4,0,,,490011,1
2041,4,0,,,500126,2
2043,4,0,14,UI_AttendGrade_Top,911059,2
2044,4,0,,,500119,1
2045,4,0,10,UI_AttendGrade_Middle,911061,2
2046,4,0,,,490011,1
2047,4,0,12,UI_AttendGrade_Middle,1001101,10
2048,4,5250,21,UI_AttendGrade_Top,500121,1
2049,4,0,,,490011,1
2050,4,0,,,500119,1
2051,4,0,8,UI_AttendGrade_Middle,911060,2
2052,4,0,,,490011,1
2053,4,0,,,500126,2
2054,4,0,14,UI_AttendGrade_Top,911059,1
2055,4,0,,,490011,1
2056,4,0,,,500119,1
2057,4,0,10,UI_AttendGrade_Middle,911061,3
2058,4,0,,,490011,1
2059,4,0,,,500126,2
2060,4,10500,22,UI_AttendGrade_Top,900011,1
2061,4,0,,,490011,1
2062,4,0,,,500119,1
2063,4,0,4,UI_AttendGrade_Low,911001,3
2064,4,0,,,490011,1
2065,4,0,,,500126,2
2066,4,0,3,UI_AttendGrade_Low,490025,10
2067,4,0,,,490011,1
2068,4,0,12,UI_AttendGrade_Middle,1001101,20
2069,4,0,,,500119,2
2070,4,0,,,490011,1
2071,4,0,,,500126,2
2072,4,0,5,UI_AttendGrade_Middle,510014,2
2073,4,0,,,490011,1
2074,4,0,,,500119,1
2075,4,0,5,UI_AttendGrade_Middle,510015,2
2076,4,0,,,490011,1
2077,4,0,,,500126,2
2078,4,0,12,UI_AttendGrade_Middle,1001100,20
2079,4,0,,,490011,1
2080,4,22500,25,UI_AttendGrade_Top,400000,1
2501,5,0,,,490011,1
2502,5,0,,,500119,1
2503,5,0,6,UI_AttendGrade_Middle,510012,1
2504,5,0,,,490011,1
2505,5,0,10,UI_AttendGrade_Top,410004,1
2506,5,0,12,UI_AttendGrade_Middle,1001102,10
2507,5,0,,,490011,1
2509,5,0,11,UI_AttendGrade_Middle,481012,1
2510,5,0,,,490011,1
2511,5,0,,,500119,1
2512,5,0,6,UI_AttendGrade_Middle,510013,1
2513,5,0,,,490011,1
2514,5,0,,,500126,2
2515,5,0,11,UI_AttendGrade_Middle,481011,1
2516,5,0,,,490011,1
2517,5,0,,,500119,2
2519,5,0,8,UI_AttendGrade_Middle,911060,1
2521,5,0,13,UI_AttendGrade_Middle,481010,1
2522,5,0,,,490011,1
2523,5,0,,,500119,1
2525,5,0,9,UI_AttendGrade_Middle,911002,2
2526,5,0,,,500126,2
2527,5,0,13,UI_AttendGrade_Middle,481009,1
2528,5,0,,,490011,2
2529,5,0,,,500119,1
2530,5,0,3,UI_AttendGrade_Low,490025,6
2531,5,0,,,490011,1
2532,5,0,,,500126,3
2533,5,0,4,UI_AttendGrade_Low,911001,2
2534,5,0,,,490011,1
2535,5,0,,,500119,1
2536,5,0,5,UI_AttendGrade_Middle,510014,1
2537,5,0,,,490011,1
2538,5,0,,,500119,1
2539,5,0,5,UI_AttendGrade_Middle,510015,1
2540,5,0,,,490011,1
2541,5,0,,,500126,2
2543,5,0,14,UI_AttendGrade_Top,911059,2
2544,5,0,,,500119,1
2545,5,0,10,UI_AttendGrade_Middle,911061,2
2546,5,0,,,490011,1
2547,5,0,12,UI_AttendGrade_Middle,1001101,10
2548,5,0,,,500126,3
2549,5,0,,,490011,1
2550,5,0,,,500119,1
2551,5,0,8,UI_AttendGrade_Middle,911060,3
2552,5,0,,,490011,1
2553,5,0,,,500126,2
2554,5,0,14,UI_AttendGrade_Top,911059,1
2555,5,0,,,490011,1
2556,5,0,,,500119,1
2557,5,0,10,UI_AttendGrade_Middle,911061,3
2558,5,0,,,490011,1
2559,5,0,,,500126,3
2560,5,10500,22,UI_AttendGrade_Top,900011,1
2561,5,0,,,490011,1
2562,5,0,,,500119,1
2563,5,0,4,UI_AttendGrade_Low,911001,3
2564,5,0,,,490011,1
2565,5,0,8,UI_AttendGrade_Middle,911060,2
2566,5,0,3,UI_AttendGrade_Low,490025,10
2567,5,0,,,490011,1
2568,5,0,12,UI_AttendGrade_Middle,1001101,20
2569,5,0,,,500119,2
2570,5,0,,,490011,1
2571,5,0,12,UI_AttendGrade_Middle,1001100,20
2572,5,0,5,UI_AttendGrade_Middle,510014,2
2573,5,0,,,490011,1
2574,5,0,,,500119,1
2575,5,0,5,UI_AttendGrade_Middle,510015,2
2576,5,0,,,490011,3
2577,5,0,,,500126,3
2578,5,5250,21,UI_AttendGrade_Top,500121,1
2579,5,0,,,490011,1
2580,5,22500,25,UI_AttendGrade_Top,400000,1
3001,6,0,,,490011,1
3002,6,0,12,UI_AttendGrade_Middle,500120,1
3003,6,0,16,UI_AttendGrade_Top,481015,1
3004,6,0,,,490011,1
3005,6,0,10,UI_AttendGrade_Top,410004,1
3006,6,0,12,UI_AttendGrade_Middle,1001102,10
3007,6,0,,,490011,1
3009,6,0,11,UI_AttendGrade_Middle,481012,1
3010,6,0,,,490011,1
3011,6,0,,,500119,1
3012,6,0,12,UI_AttendGrade_Middle,1001102,20
3013,6,0,,,490011,1
3014,6,0,6,UI_AttendGrade_Middle,510012,2
3015,6,0,11,UI_AttendGrade_Middle,481011,1
3016,6,0,,,490011,1
3017,6,0,,,500119,2
3019,6,0,8,UI_AttendGrade_Middle,911060,1
3021,6,0,13,UI_AttendGrade_Middle,481010,1
3022,6,0,,,490011,1
3023,6,0,,,500119,1
3025,6,0,9,UI_AttendGrade_Middle,911002,2
3026,6,0,,,500126,2
3027,6,0,13,UI_AttendGrade_Middle,481009,1
3028,6,0,,,490011,2
3029,6,0,,,500119,1
3030,6,0,3,UI_AttendGrade_Low,490025,10
3031,6,0,,,490011,1
3033,6,0,9,UI_AttendGrade_Middle,911002,3
3034,6,0,,,490011,1
3035,6,0,,,500119,1
3036,6,0,6,UI_AttendGrade_Middle,510013,1
3037,6,0,,,490011,1
3038,6,0,,,500119,1
3039,6,0,,,500126,3
3040,6,0,,,490011,1
3041,6,0,12,UI_AttendGrade_Middle,500120,2
3043,6,0,14,UI_AttendGrade_Top,911059,2
3044,6,0,,,500119,1
3045,6,0,10,UI_AttendGrade_Middle,911061,2
3046,6,0,,,490011,1
3047,6,0,12,UI_AttendGrade_Middle,1001101,20
3048,6,0,16,UI_AttendGrade_Top,481016,1
3049,6,0,,,490011,1
3050,6,0,,,500119,1
3051,6,0,8,UI_AttendGrade_Middle,911060,3
3052,6,0,,,490011,1
3053,6,0,,,500126,2
3054,6,0,14,UI_AttendGrade_Top,911059,1
3055,6,0,,,490011,1
3056,6,0,,,500119,1
3057,6,0,10,UI_AttendGrade_Middle,911061,3
3058,6,0,,,490011,1
3059,6,0,,,500126,3
3060,6,10500,22,UI_AttendGrade_Top,900011,1
3061,6,0,,,490011,1
3062,6,0,,,500119,1
3063,6,5250,21,UI_AttendGrade_Top,500121,1
3064,6,0,,,490011,1
3065,6,0,8,UI_AttendGrade_Middle,911060,2
3066,6,0,3,UI_AttendGrade_Low,490025,10
3067,6,0,,,490011,1
3068,6,0,,,500126,3
3069,6,0,,,500119,2
3070,6,0,,,490011,1
3071,6,0,12,UI_AttendGrade_Middle,1001100,20
3072,6,0,5,UI_AttendGrade_Middle,510014,2
3073,6,0,,,490011,1
3074,6,0,,,500119,1
3075,6,0,5,UI_AttendGrade_Middle,510015,2
3076,6,0,,,490011,3
3077,6,0,,,500126,3
3078,6,0,19,UI_AttendGrade_Top,510101,5
3079,6,0,,,490011,1
3080,6,22500,25,UI_AttendGrade_Top,400000,1
3501,7,0,,,490011,1
3502,7,0,12,UI_AttendGrade_Middle,500120,1
3503,7,0,15,UI_AttendGrade_Top,1001201,5
3504,7,0,,,490011,1
3505,7,0,10,UI_AttendGrade_Top,410004,1
3506,7,0,12,UI_AttendGrade_Middle,1001102,10
3507,7,0,,,490011,1
3509,7,0,17,UI_AttendGrade_Top,481013,1
3510,7,0,,,490011,1
3511,7,0,,,500119,1
3512,7,0,12,UI_AttendGrade_Middle,1001102,20
3513,7,0,,,490011,1
3514,7,0,6,UI_AttendGrade_Middle,510012,2
3515,7,0,16,UI_AttendGrade_Top,481015,1
3516,7,0,,,490011,1
3517,7,0,,,500119,2
3519,7,0,8,UI_AttendGrade_Middle,911060,1
3521,7,0,12,UI_AttendGrade_Middle,1001103,10
3522,7,0,,,490011,1
3523,7,0,,,500119,1
3525,7,0,9,UI_AttendGrade_Middle,911002,2
3526,7,0,,,500126,2
3527,7,0,13,UI_AttendGrade_Middle,481009,1
3528,7,0,,,490011,2
3529,7,0,,,500119,1
3530,7,0,3,UI_AttendGrade_Low,490025,10
3531,7,0,,,490011,1
3533,7,0,9,UI_AttendGrade_Middle,911002,3
3534,7,0,,,490011,1
3535,7,0,,,500119,1
3536,7,0,6,UI_AttendGrade_Middle,510013,1
3537,7,0,,,490011,1
3538,7,0,,,500119,1
3539,7,0,14,UI_AttendGrade_Top,911003,2
3540,7,0,,,490011,1
3541,7,0,12,UI_AttendGrade_Middle,500120,2
3543,7,0,14,UI_AttendGrade_Top,911059,2
3544,7,0,,,500119,1
3545,7,0,10,UI_AttendGrade_Middle,911061,2
3546,7,0,,,490011,1
3547,7,0,12,UI_AttendGrade_Middle,1001101,20
3548,7,0,16,UI_AttendGrade_Top,481016,1
3549,7,0,,,490011,1
3550,7,0,,,500119,1
3551,7,0,8,UI_AttendGrade_Middle,911060,3
3552,7,0,,,490011,1
3553,7,0,10,UI_AttendGrade_Top,410004,2
3554,7,0,14,UI_AttendGrade_Top,911059,1
3555,7,0,,,490011,1
3556,7,0,,,500119,1
3557,7,0,10,UI_AttendGrade_Middle,911061,3
3558,7,0,,,490011,1
3559,7,0,19,UI_AttendGrade_Top,510101,5
3560,7,10500,22,UI_AttendGrade_Top,900011,1
3561,7,0,,,490011,1
3562,7,0,,,500119,1
3563,7,5250,21,UI_AttendGrade_Top,500121,1
3564,7,0,,,490011,1
3565,7,0,8,UI_AttendGrade_Middle,911060,2
3566,7,0,3,UI_AttendGrade_Low,490025,10
3567,7,0,,,490011,1
3568,7,0,17,UI_AttendGrade_Top,481014,1
3569,7,0,,,500119,2
3570,7,0,,,490011,1
3571,7,0,12,UI_AttendGrade_Middle,1001100,20
3572,7,0,5,UI_AttendGrade_Middle,510014,2
3573,7,0,,,490011,1
3574,7,0,,,500119,1
3575,7,0,5,UI_AttendGrade_Middle,510015,2
3576,7,0,,,490011,3
3577,7,0,,,500126,3
3578,7,0,19,UI_AttendGrade_Top,510101,10
3579,7,0,,,490011,1
3580,7,22500,25,UI_AttendGrade_Top,400000,1
4001,8,0,,,490011,1
4002,8,0,18,UI_AttendGrade_Top,510004,1
4003,8,0,15,UI_AttendGrade_Top,1001201,5
4004,8,0,,,490011,1
4005,8,0,10,UI_AttendGrade_Top,410004,1
4006,8,0,15,UI_AttendGrade_Top,1001202,5
4007,8,0,,,490011,1
4009,8,0,17,UI_AttendGrade_Top,481013,1
4010,8,0,,,490011,1
4011,8,0,,,500119,1
4012,8,0,12,UI_AttendGrade_Middle,1001102,20
4013,8,0,,,490011,1
4014,8,0,6,UI_AttendGrade_Middle,510012,2
4015,8,0,16,UI_AttendGrade_Top,481015,1
4016,8,0,,,490011,1
4017,8,0,,,500119,2
4019,8,0,8,UI_AttendGrade_Middle,911060,1
4021,8,0,12,UI_AttendGrade_Middle,1001103,20
4022,8,0,,,490011,1
4023,8,0,,,500119,1
4025,8,0,9,UI_AttendGrade_Middle,911002,2
4026,8,0,18,UI_AttendGrade_Top,510006,1
4027,8,0,13,UI_AttendGrade_Middle,481009,1
4028,8,0,,,490011,2
4029,8,0,,,500119,1
4030,8,0,3,UI_AttendGrade_Low,490025,10
4031,8,0,,,490011,1
4033,8,0,9,UI_AttendGrade_Middle,911002,3
4034,8,0,,,490011,1
4035,8,0,,,500119,1
4036,8,0,6,UI_AttendGrade_Middle,510013,1
4037,8,0,,,490011,1
4038,8,0,,,500119,1
4039,8,0,14,UI_AttendGrade_Top,911003,2
4040,8,0,,,490011,1
4041,8,0,12,UI_AttendGrade_Middle,500120,2
4043,8,0,14,UI_AttendGrade_Top,911059,2
4044,8,0,,,500119,1
4045,8,0,10,UI_AttendGrade_Middle,911061,2
4046,8,0,,,490011,1
4047,8,0,12,UI_AttendGrade_Middle,1001101,20
4048,8,0,16,UI_AttendGrade_Top,481016,1
4049,8,0,,,490011,1
4050,8,0,,,500119,1
4051,8,0,8,UI_AttendGrade_Middle,911060,3
4052,8,0,,,490011,1
4053,8,0,10,UI_AttendGrade_Top,410004,2
4054,8,0,14,UI_AttendGrade_Top,911059,1
4055,8,0,,,490011,1
4056,8,0,,,500119,1
4057,8,0,10,UI_AttendGrade_Middle,911061,3
4058,8,0,,,490011,1
4059,8,0,19,UI_AttendGrade_Top,510101,5
4060,8,10500,22,UI_AttendGrade_Top,900011,1
4061,8,0,,,490011,1
4062,8,0,,,500119,1
4063,8,5250,21,UI_AttendGrade_Top,500121,1
4064,8,0,,,490011,1
4065,8,0,8,UI_AttendGrade_Middle,911060,2
4066,8,0,3,UI_AttendGrade_Low,490025,10
4067,8,0,,,490011,1
4068,8,0,17,UI_AttendGrade_Top,481014,1
4069,8,0,,,500119,2
4070,8,0,,,490011,1
4071,8,0,12,UI_AttendGrade_Middle,1001100,20
4072,8,0,5,UI_AttendGrade_Middle,510014,2
4073,8,0,,,490011,1
4074,8,0,,,500119,1
4075,8,0,5,UI_AttendGrade_Middle,510015,2
4076,8,0,,,490011,3
4077,8,0,,,500119,2
4078,8,0,19,UI_AttendGrade_Top,510101,10
4079,8,0,18,UI_AttendGrade_Top,510005,1
4080,8,22500,25,UI_AttendGrade_Top,400000,1
4501,9,0,,,490011,1
4502,9,0,15,UI_AttendGrade_Top,1001203,5
4503,9,0,18,UI_AttendGrade_Top,510004,1
4504,9,0,,,490011,1
4505,9,0,10,UI_AttendGrade_Top,410004,1
4506,9,0,15,UI_AttendGrade_Top,1001202,5
4507,9,0,,,490011,1
4509,9,0,17,UI_AttendGrade_Top,481013,1
4510,9,0,,,490011,1
4511,9,0,,,500119,1
4512,9,0,12,UI_AttendGrade_Middle,1001102,20
4513,9,0,,,490011,1
4514,9,0,6,UI_AttendGrade_Middle,510012,2
4515,9,0,16,UI_AttendGrade_Top,481015,1
4516,9,0,,,490011,1
4517,9,0,,,500119,2
4519,9,0,8,UI_AttendGrade_Middle,911060,1
4521,9,0,12,UI_AttendGrade_Middle,1001103,20
4522,9,0,,,490011,1
4523,9,0,,,500119,1
4525,9,0,9,UI_AttendGrade_Middle,911002,2
4526,9,0,18,UI_AttendGrade_Top,510006,1
4527,9,0,,,500119,3
4528,9,0,15,UI_AttendGrade_Top,1001201,5
4529,9,0,,,500119,1
4530,9,0,3,UI_AttendGrade_Low,490025,10
4531,9,0,,,490011,1
4533,9,0,9,UI_AttendGrade_Middle,911002,3
4534,9,0,,,490011,1
4535,9,0,,,500119,1
4536,9,0,6,UI_AttendGrade_Middle,510013,1
4537,9,0,,,490011,1
4538,9,0,,,500119,1
4539,9,0,14,UI_AttendGrade_Top,911003,2
4540,9,0,,,490011,1
4541,9,0,18,UI_AttendGrade_Top,510005,1
4543,9,0,14,UI_AttendGrade_Top,911059,2
4544,9,0,,,500119,1
4545,9,0,10,UI_AttendGrade_Middle,911061,2
4546,9,0,,,490011,1
4547,9,0,12,UI_AttendGrade_Middle,1001101,20
4548,9,0,16,UI_AttendGrade_Top,481016,1
4549,9,0,,,490011,1
4550,9,0,,,500119,1
4551,9,0,8,UI_AttendGrade_Middle,911060,3
4552,9,0,,,490011,1
4553,9,0,10,UI_AttendGrade_Top,410004,2
4554,9,0,14,UI_AttendGrade_Top,911059,1
4555,9,0,,,490011,1
4556,9,0,,,500119,1
4557,9,0,10,UI_AttendGrade_Middle,911061,3
4558,9,0,,,490011,1
4559,9,0,19,UI_AttendGrade_Top,510101,5
4560,9,10500,22,UI_AttendGrade_Top,900011,1
4561,9,0,,,490011,1
4562,9,0,,,500119,1
4563,9,5250,21,UI_AttendGrade_Top,500121,1
4564,9,0,,,490011,1
4565,9,0,8,UI_AttendGrade_Middle,911060,2
4566,9,0,3,UI_AttendGrade_Low,490025,10
4567,9,0,,,490011,1
4568,9,0,17,UI_AttendGrade_Top,481014,1
4569,9,0,,,500119,2
4570,9,0,,,490011,1
4571,9,0,12,UI_AttendGrade_Middle,1001100,20
4572,9,0,5,UI_AttendGrade_Middle,510014,2
4573,9,0,,,490011,1
4574,9,0,,,500119,1
4575,9,0,5,UI_AttendGrade_Middle,510015,2
4576,9,0,,,490011,3
4577,9,0,,,500119,2
4578,9,0,19,UI_AttendGrade_Top,510101,10
4579,9,0,23,UI_AttendGrade_Top,510102,2
4580,9,22500,25,UI_AttendGrade_Top,400000,1
5001,10,0,,,490011,1
5002,10,0,20,UI_AttendGrade_Top,490066,20
5003,10,0,15,UI_AttendGrade_Top,1001203,5
5004,10,0,,,490011,1
5005,10,0,10,UI_AttendGrade_Top,410004,1
5006,10,0,15,UI_AttendGrade_Top,1001202,5
5007,10,0,,,490011,1
5008,10,0,20,UI_AttendGrade_Top,490066,10
5009,10,0,17,UI_AttendGrade_Top,481013,1
5010,10,0,,,490011,1
5011,10,0,,,500119,1
5012,10,0,12,UI_AttendGrade_Middle,1001102,20
5013,10,0,,,490011,1
5014,10,0,6,UI_AttendGrade_Middle,510012,2
5015,10,0,16,UI_AttendGrade_Top,481015,1
5016,10,0,,,490011,1
5017,10,0,,,500119,2
5019,10,0,8,UI_AttendGrade_Middle,911060,1
5020,10,0,18,UI_AttendGrade_Top,510004,1
5021,10,0,12,UI_AttendGrade_Middle,1001103,20
5022,10,0,,,490011,1
5023,10,0,,,500119,1
5025,10,0,9,UI_AttendGrade_Middle,911002,2
5026,10,0,18,UI_AttendGrade_Top,510006,1
5027,10,0,12,UI_AttendGrade_Middle,500120,1
5028,10,0,15,UI_AttendGrade_Top,1001201,5
5029,10,0,,,500119,1
5030,10,0,3,UI_AttendGrade_Low,490025,10
5031,10,0,,,490011,1
5033,10,0,9,UI_AttendGrade_Middle,911002,3
5034,10,0,,,490011,1
5035,10,0,,,500119,1
5036,10,0,6,UI_AttendGrade_Middle,510013,1
5037,10,0,,,490011,1
5038,10,0,,,500119,1
5039,10,0,14,UI_AttendGrade_Top,911003,2
5040,10,0,,,490011,1
5041,10,0,18,UI_AttendGrade_Top,510005,1
